visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Toshima-ku Higashiikebukuro,total_area_visitors,total_genre_visitors
2016-01-16,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-1.0941081642756374,-0.9874656241068702,0.0,0.9451148450717084,-1.1581009278065155,1,32.0,1,1,-0.6173880448040168,-0.6173880448040169
2016-01-17,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-1.1820015303723617,-1.3868213526870175,0.0,-0.5497687062051022,-1.0980797306509495,1,29.0,1,1,-1.221370492820757,-1.221370492820757
2016-01-18,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-1.5586873850726077,-1.6863381491221279,0.0,-0.973319045733532,-1.350168758704327,1,3.0,1,1,-1.5051786662888336,-1.5051786662888336
2016-01-19,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-1.2698948964690855,-1.3868213526870175,0.0,0.9451148450717084,-1.2661390826865344,1,5.0,1,1,-1.2684175466662715,-1.2684175466662715
2016-01-20,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-1.3954568480358343,-1.3244220200963694,0.0,0.9700295709263218,-1.4582069135843456,1,7.0,1,1,-1.1432978142771193,-1.1432978142771195
2016-01-21,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-1.232226310999061,-1.274502554023851,0.0,0.5215645055432788,-1.2541348432554213,1,12.0,1,1,-1.0212297826779466,-1.0212297826779466
2016-01-22,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-1.1820015303723617,-1.1746636218788142,0.0,0.6959675865255732,-1.0140500546331572,1,7.0,1,1,-0.7127536944908704,-0.7127536944908707
2016-01-23,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-1.420569238349184,-1.6613784160858687,0.0,-1.272295755988894,-1.0620670123576101,1,30.0,1,1,-0.6395128755313668,-0.6395128755313669
2016-01-24,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-1.4959064092892334,-1.31194215357824,0.0,0.920200119217095,-1.5182281107399118,1,9.0,1,1,-1.3365721976424763,-1.3365721976424763
2016-01-25,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-1.5461311899159327,-1.4117810857232767,0.0,1.0696884743447759,-1.6862874627754967,1,11.0,1,1,-1.3612401123614757,-1.3612401123614757
2016-01-26,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-1.433125433505859,-1.2620226875057214,0.0,0.8205412157986408,-1.530232350171025,1,18.0,1,1,-1.1885647093284792,-1.1885647093284792
2016-01-27,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-1.1192205545889873,-0.7877877598167967,0.0,1.019859022635549,-1.5062238713087985,1,17.0,1,1,-1.036996903426173,-1.0369969034261732
2016-01-28,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-0.930877627238864,-0.7129085607080192,0.0,1.019859022635549,-1.1220882095131761,1,11.0,1,1,-1.042591688207802,-1.042591688207802
2016-01-29,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-1.232226310999061,-1.4866602848320543,0.0,-1.3221252076981211,-1.0620670123576101,1,10.0,1,1,-0.8996703678771037,-0.8996703678771039
2016-01-30,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-1.4959064092892334,-1.836096547339683,0.0,-1.3221252076981211,-1.1941136460998554,1,30.0,1,1,-0.598314914866646,-0.5983149148666462
2016-01-31,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-1.144332944902337,-1.062344823215648,0.0,-0.05147418911283209,-1.2181221249620815,1,30.0,1,1,-1.152961533445387,-1.1529615334453873
2016-02-01,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-1.3201196770957848,-1.6239388165314799,0.0,-1.3221252076981211,-1.0620670123576101,1,11.0,1,1,-1.4072699326103304,-1.4072699326103304
2016-02-02,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-1.1568891400590118,-1.124744155806296,0.0,0.7956264899440274,-1.0620670123576101,1,2.0,1,1,-1.2592624442963334,-1.2592624442963336
2016-02-03,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-1.2824510916257603,-1.31194215357824,0.0,0.44682032797943816,-1.1941136460998554,1,21.0,1,1,-1.18449577494184,-1.1844957749418403
2016-02-04,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-1.2698948964690855,-1.274502554023851,0.0,0.14784361772407617,-1.242130603824308,1,17.0,1,1,-1.1468581318654285,-1.1468581318654287
2016-02-05,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-0.9685462127088886,-0.8002676263349263,0.0,0.920200119217095,-1.3021518009798743,1,14.0,1,1,-0.773024785092962,-0.7730247850929621
2016-02-06,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-1.0689957739622875,-1.2245830879513326,0.0,-1.072977949151986,-0.8459907025975723,1,28.0,1,1,-0.5499963190253068,-0.549996319025307
2016-02-07,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-1.2824510916257603,-1.2869824205419806,0.0,0.8952853933624816,-1.1941136460998554,1,17.0,1,1,-1.1603364770211706,-1.1603364770211706
2016-02-08,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-1.3577882625658095,-1.2994622870601102,0.0,0.048184714305622045,-1.2181221249620815,1,7.0,1,1,-1.3558996359790119,-1.3558996359790119
2016-02-09,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-1.0815519691189626,-0.6255494950811121,0.0,0.8205412157986408,-1.3021518009798743,1,19.0,1,1,-1.1382116462938205,-1.1382116462938205
2016-02-10,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-1.1568891400590118,-1.1122642892881662,0.0,1.1444326519086165,-1.182109406668742,1,17.0,1,1,-0.8144770541568478,-0.8144770541568479
2016-02-11,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-1.1568891400590118,-1.0249052236612592,1.0,1.1444326519086165,-1.170105167237629,1,21.0,1,1,-0.8877178731163514,-0.8877178731163515
2016-02-12,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-1.0062147981789131,-0.9749857575887407,0.0,-0.7241717871873968,-1.1941136460998554,1,18.0,1,1,-0.831515716900899,-0.8315157169008991
2016-02-13,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-0.15239352752502197,0.2605210277060895,0.0,-0.17604781838589964,-0.3778253647841572,1,33.0,1,1,-0.6418016511238513,-0.6418016511238515
2016-02-14,air_b1d822f75c9fc615,0,0,0,1,0,0,0,0.4126352545253473,0.4102794259236446,0.0,-0.22587727009512648,0.4384629165315407,1,17.0,1,1,-1.1778837565635516,-1.1778837565635518
2016-02-15,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-0.8932090417688394,-0.5257105629360752,0.0,-1.222466304279667,-0.9900415757709309,1,5.0,1,1,-1.359459953567321,-1.359459953567321
2016-02-16,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-1.2071139206857113,-1.212103221433203,0.0,1.019859022635549,-1.230126364393195,1,18.0,1,1,-1.1989913536942418,-1.198991353694242
2016-02-17,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-1.131776749745662,-0.7877877598167967,0.0,0.7956264899440274,-1.2181221249620815,1,14.0,1,1,-1.0301305766487197,-1.0301305766487197
2016-02-18,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-1.131776749745662,-1.124744155806296,0.0,0.37207615041559766,-1.242130603824308,1,17.0,1,1,-1.0397942958169875,-1.0397942958169877
2016-02-19,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-0.6923099192620416,-0.40091189775477926,0.0,0.9949442967809357,-1.0860754912198365,1,16.0,1,1,-0.7208915632641486,-0.7208915632641488
2016-02-20,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-0.9057652369255142,-1.062344823215648,0.0,-1.17263685257044,-0.593901674544195,1,34.0,1,1,-0.754968888752251,-0.7549688887522512
2016-02-21,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-0.7174223095753912,-0.5007508298998161,0.0,-0.3753656252228077,-0.6299143928375346,1,22.0,1,1,-1.1234617591422538,-1.123461759142254
2016-02-22,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-1.0689957739622875,-1.2370629544694622,0.0,-1.1975515784250534,-0.7859695054420063,1,8.0,1,1,-1.346490225209909,-1.3464902252099091
2016-02-23,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-1.0689957739622875,-1.212103221433203,0.0,-1.2972104818435077,-0.7859695054420063,1,24.0,1,1,-1.1303280859197071,-1.1303280859197073
2016-02-24,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-1.1820015303723617,-1.4991401513501839,0.0,-1.2972104818435077,-1.0740712517887232,1,8.0,1,1,-1.086332732864172,-1.086332732864172
2016-02-25,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-1.433125433505859,-1.4117810857232767,0.0,-0.8238306906058509,-1.3261602798421004,1,22.0,1,1,-0.9820662892065454,-0.9820662892065455
2016-02-26,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-1.1820015303723617,-1.0373850901793886,0.0,1.2939210070362976,-1.3621729981354402,1,8.0,1,1,-0.5721211497526568,-0.572121149752657
2016-02-27,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-0.930877627238864,-0.9001065584799631,0.0,1.2939210070362976,-1.0500627729264969,1,22.0,1,1,-0.4040232979046294,-0.4040232979046296
2016-02-28,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-0.8178718708287902,-0.5881098955267232,0.0,1.1195179260540031,-0.9300203786153647,1,39.0,1,1,-0.9874067655890091,-0.9874067655890093
2016-02-29,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-0.8680966514554895,-0.6130696285629823,0.0,-0.7989159647512374,-0.7979737448731195,1,6.0,1,1,-1.2986802461668996,-1.2986802461668998
2016-03-01,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-1.2573387013124104,-1.1746636218788142,0.0,1.3935799104547517,-1.1220882095131761,1,13.0,1,1,-1.189581942925139,-1.189581942925139
2016-03-02,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-1.1192205545889873,-0.9125864249980927,0.0,0.8454559416532542,-1.242130603824308,1,10.0,1,1,-1.059630350951853,-1.0596303509518532
2016-03-03,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-0.7550908950454159,-0.413391764272909,0.0,1.3686651846001383,-1.0980797306509495,1,13.0,1,1,-1.0764147052967392,-1.0764147052967394
2016-03-04,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-0.6044165531653173,-0.4757910968635568,0.0,1.0946032001993893,-0.7019398294242138,1,12.0,1,1,-0.7033442837217676,-0.7033442837217677
2016-03-05,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-0.5667479676952928,-0.42587163079103835,0.0,-0.6743423354781698,-0.4498508013708365,1,23.0,1,1,-0.4800615092549474,-0.4800615092549476
2016-03-06,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-0.25284308877842104,-0.3010729656097424,0.0,-0.5497687062051022,-0.2937956887663648,1,18.0,1,1,-1.1148152735706456,-1.1148152735706458
2016-03-07,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-0.13983733236834714,-0.5257105629360752,0.0,-1.3221252076981211,0.1623654096159371,1,26.0,1,1,-1.4032009982236913,-1.4032009982236915
2016-03-08,air_b1d822f75c9fc615,0,0,0,0,0,1,0,0.07361798529512582,0.13572236252479353,0.0,0.6959675865255732,0.1503611701848237,1,8.0,1,1,-1.0672596029268013,-1.0672596029268013
2016-03-09,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-0.8178718708287902,-0.6005897620448528,0.0,-1.3221252076981211,-0.9180161391842515,1,21.0,1,1,-1.113798039973986,-1.113798039973986
2016-03-10,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-1.144332944902337,-1.399301219205147,0.0,-1.3221252076981211,-0.942024618046478,1,19.0,1,1,-0.9930015503706379,-0.993001550370638
2016-03-11,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-1.3326758722524599,-1.6988180156402575,0.0,-1.3221252076981211,-1.0140500546331572,1,22.0,1,1,-0.6534998374854387,-0.6534998374854388
2016-03-12,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-1.1820015303723617,-1.4117810857232767,0.0,-0.973319045733532,-1.0260542940642703,1,26.0,1,1,-0.4630228465108962,-0.4630228465108964
2016-03-13,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-1.0689957739622875,-1.31194215357824,0.0,-1.2972104818435077,-0.9060118997531383,1,30.0,1,1,-1.0644622105359869,-1.064462210535987
2016-03-14,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-1.1945577255290363,-1.5989790834952207,0.0,-1.3221252076981211,-0.9060118997531383,1,4.0,1,1,-1.2941026949819308,-1.2941026949819308
2016-03-15,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-0.8932090417688394,-0.7004286941898896,0.0,1.5181535397278194,-0.8940076603220252,1,12.0,1,1,-1.0184323902871322,-1.0184323902871324
2016-03-16,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-0.8178718708287902,-0.7253884272261487,0.0,-0.7241717871873968,-1.0260542940642703,1,13.0,1,1,-0.9289158337810722,-0.9289158337810723
2016-03-17,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-0.2653992839350959,0.08580289645227487,0.0,1.5181535397278194,-0.6059059139753081,1,24.0,1,1,-0.8813601631372278,-0.881360163137228
2016-03-18,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-0.0519439662716229,0.21060156163357086,0.0,0.5713939572525057,-0.4618550408019498,1,20.0,1,1,-0.5049837323731119,-0.504983732373112
2016-03-19,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-0.039387771114948074,-0.37595216471852017,0.0,-0.8487454164604644,0.2583993250648426,1,23.0,1,1,-0.4874364528307308,-0.48743645283073095
2016-03-20,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-0.22773069846507116,-0.08891523480153932,1.0,-0.026559463258218445,-0.3778253647841572,1,44.0,1,1,-0.7002925829317882,-0.7002925829317884
2016-03-21,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-0.7174223095753912,-0.7378682937442783,1.0,-0.20096254424051307,-0.5458847168197422,1,44.0,1,1,-1.1468581318654285,-1.1468581318654287
2016-03-22,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-0.5290793822252681,-0.2761132325734833,0.0,0.8703706675078681,-0.7259483082864402,1,21.0,1,1,-1.014363455900493,-1.0143634559004933
2016-03-23,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-0.46629840644189374,-0.2137138999828353,0.0,0.14784361772407617,-0.4738592802330629,1,24.0,1,1,-0.9128944046336808,-0.9128944046336809
2016-03-24,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-1.1192205545889873,-1.274502554023851,0.0,-0.9484043198789184,-0.882003420890912,1,16.0,1,1,-0.9726568784374424,-0.9726568784374425
2016-03-25,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-0.8932090417688394,-0.6629890946355008,0.0,0.9700295709263218,-1.0740712517887232,1,17.0,1,1,-0.3663856548282178,-0.366385654828218
2016-03-26,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-0.9057652369255142,-0.9001065584799631,0.0,0.22258779528791667,-0.7619610265797799,1,35.0,1,1,-0.37223474800901146,-0.3722347480090117
2016-03-27,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-0.6044165531653173,-0.4508313638272975,0.0,-0.026559463258218445,-0.653922871699761,1,19.0,1,1,-0.9324761513693814,-0.9324761513693816
2016-03-28,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-0.4914107967552434,-0.3634722982003904,0.0,-0.6245128837689428,-0.2937956887663648,1,23.0,1,1,-1.05022094018275,-1.0502209401827503
2016-03-29,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-0.27795547909177065,-0.13883470087405753,0.0,1.1195179260540031,-0.48586351966417607,1,8.0,1,1,-0.7742963270887867,-0.7742963270887869
2016-03-30,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-0.039387771114948074,0.03588343037975666,0.0,-0.4251950769320347,-0.24577873104191195,1,10.0,1,1,-0.8599982576073726,-0.8599982576073727
2016-03-31,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-0.039387771114948074,0.06084316341601576,0.0,0.9451148450717084,-0.305799928197478,1,5.0,1,1,-0.8241407733251156,-0.8241407733251157
2016-04-01,air_b1d822f75c9fc615,1,0,0,0,0,0,0,-0.3030678694051203,-0.1637944339103171,0.0,-0.25079199594974017,-0.40183384364638375,1,16.0,1,1,-0.6163708112073569,-0.6163708112073571
2016-04-02,air_b1d822f75c9fc615,0,0,1,0,0,0,0,-0.5918603580086425,-0.8002676263349263,0.0,-1.3221252076981211,-0.4498508013708365,1,24.0,1,1,-0.6336637823505731,-0.6336637823505733
2016-04-03,air_b1d822f75c9fc615,0,0,0,1,0,0,0,-0.2653992839350959,-0.33851256516413125,0.0,-1.3221252076981211,-0.2337744916107988,1,20.0,1,1,-1.1605907854203354,-1.1605907854203357
2016-04-04,air_b1d822f75c9fc615,0,1,0,0,0,0,0,0.048505594981775944,0.27300089422421886,0.0,-1.1477221267158264,-0.20976601274857248,1,6.0,1,1,-1.273758023048735,-1.2737580230487353
2016-04-05,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-0.5541917725386177,-0.8626669589255743,0.0,-1.3221252076981211,-0.2817914493352517,1,4.0,1,1,-1.0682768365234612,-1.0682768365234612
2016-04-06,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-0.07705635658497277,0.06084316341601576,0.0,0.7457970382348006,-0.49786775909528935,1,5.0,1,1,-1.0008851107447512,-1.0008851107447512
2016-04-07,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-0.1775059178383716,0.04836329689788643,0.0,-1.1975515784250534,0.04232301530480503,1,32.0,1,1,-1.1173583575622952,-1.1173583575622952
2016-04-08,air_b1d822f75c9fc615,1,0,0,0,0,0,0,0.11128657076515053,0.3977995594055148,0.0,-0.22587727009512648,0.006310297011465323,1,15.0,1,1,-0.5558454122061005,-0.5558454122061006
2016-04-09,air_b1d822f75c9fc615,0,0,1,0,0,0,0,0.23684852233189924,0.4726787585142926,0.0,0.5464792313978922,-0.06571513957521387,1,21.0,1,1,-0.4630228465108962,-0.4630228465108964
2016-04-10,air_b1d822f75c9fc615,0,0,0,1,0,0,0,0.24940471748857385,0.5225982245868108,0.0,-0.27570672180435357,0.09033997302925768,1,24.0,1,1,-1.045897697396946,-1.0458976973969463
2016-04-11,air_b1d822f75c9fc615,0,1,0,0,0,0,0,-0.4537422112852189,-0.3260326986460015,0.0,0.22258779528791667,-0.48586351966417607,1,24.0,1,1,-1.2961371621752502,-1.2961371621752502
2016-04-12,air_b1d822f75c9fc615,0,0,0,0,0,1,0,-0.5918603580086425,-0.5756300290085937,0.0,1.5181535397278194,-0.7619610265797799,1,5.0,1,1,-1.1318539363146969,-1.131853936314697
2016-04-13,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-0.10216874689832244,-0.08891523480153932,0.0,-1.1477221267158264,-0.10172785786855357,1,9.0,1,1,-1.0433546134052967,-1.0433546134052967
2016-04-14,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-0.026831575958273245,-0.26363336605535354,0.0,-1.3221252076981211,0.19837812790927659,1,20.0,1,1,-1.010040213114689,-1.0100402131146893
2016-04-15,air_b1d822f75c9fc615,1,0,0,0,0,0,0,0.1363989610785002,0.21060156163357086,0.0,1.6925566207101137,-0.05371090014410071,1,7.0,1,1,-0.5838193361142442,-0.5838193361142444
2016-04-16,air_b1d822f75c9fc615,0,0,1,0,0,0,0,0.07361798529512582,0.14820222904292285,0.0,-0.3504508993681942,-0.1617490550241196,1,30.0,1,1,-0.3668942716265477,-0.36689427162654786
2016-04-17,air_b1d822f75c9fc615,0,0,0,1,0,0,0,0.5005286206220713,0.42275929244177435,0.0,-0.5746834320597157,0.618526507998239,1,40.0,1,1,-1.0827724152758629,-1.0827724152758629
2016-04-18,air_b1d822f75c9fc615,0,1,0,0,0,0,0,0.4628600351520466,0.8845143536125694,0.0,0.3969908762702113,0.28240780392706916,1,4.0,1,1,-1.3861623354796402,-1.3861623354796402
2016-04-19,air_b1d822f75c9fc615,0,0,0,0,0,1,0,0.12384276592182512,0.27300089422421886,0.0,1.5679829914370462,0.06633149416703135,1,7.0,1,1,-1.0672596029268013,-1.0672596029268013
2016-04-20,air_b1d822f75c9fc615,0,0,0,0,0,0,1,-0.039387771114948074,-0.05147563524715044,0.0,1.5181535397278194,-0.1977617733174591,1,13.0,1,1,-0.9327304597685463,-0.9327304597685465
2016-04-21,air_b1d822f75c9fc615,0,0,0,0,1,0,0,0.16151135139184983,0.06084316341601576,0.0,-1.3221252076981211,0.22238660677150313,1,18.0,1,1,-1.0397942958169875,-1.0397942958169877
2016-04-22,air_b1d822f75c9fc615,1,0,0,0,0,0,0,0.2619609126452489,0.4976384915505517,0.0,0.7956264899440274,0.21038236734038973,1,19.0,1,1,-0.5375352074662246,-0.5375352074662247
2016-04-23,air_b1d822f75c9fc615,0,0,1,0,0,0,0,0.33729808358529784,0.3354002268148668,0.0,-0.7989159647512374,0.30641628278929545,1,26.0,1,1,-0.43962647378772146,-0.43962647378772163
2016-04-24,air_b1d822f75c9fc615,0,0,0,1,0,0,0,0.06106179013845077,-0.07643536828340955,0.0,-1.023148497442759,0.07833573359814451,1,33.0,1,1,-1.0611562013468427,-1.0611562013468427
2016-04-25,air_b1d822f75c9fc615,0,1,0,0,0,0,0,0.36241047389864794,0.42275929244177435,0.0,0.8454559416532542,0.24639508563372944,1,3.0,1,1,-1.248327183132241,-1.248327183132241
2016-04-26,air_b1d822f75c9fc615,0,0,0,0,0,1,0,0.5005286206220713,0.6723566228043664,0.0,1.3935799104547517,0.3304247616515218,1,5.0,1,1,-0.9698594860466281,-0.9698594860466282
2016-04-27,air_b1d822f75c9fc615,0,0,0,0,0,0,1,0.36241047389864794,0.2605210277060895,0.0,-1.2473810301342807,0.45046715596265385,1,11.0,1,1,-0.9502777393109274,-0.9502777393109275
2016-04-28,air_b1d822f75c9fc615,0,0,0,0,1,0,0,-0.10216874689832244,-0.5381904294542048,0.0,-1.3221252076981211,0.22238660677150313,1,21.0,1,1,-0.7066502929109119,-0.706650292910912
2016-04-29,air_b1d822f75c9fc615,1,0,0,0,0,0,0,0.07361798529512582,0.21060156163357086,1.0,1.019859022635549,-0.00569394241964784,1,29.0,1,1,-0.5324490394829258,-0.5324490394829259
2016-04-30,air_b1d822f75c9fc615,0,0,1,0,0,0,0,0.09873037560847547,0.24804116118795974,0.0,1.4184946363093651,-0.11373209729966674,1,34.0,1,1,-0.5769530093367908,-0.576953009336791
2016-05-01,air_b1d822f75c9fc615,0,0,0,1,0,0,0,0.37496666905532255,0.6598767562862365,0.0,0.920200119217095,0.05432725473591819,1,27.0,1,1,-0.8594896408090427,-0.8594896408090429
2016-05-02,air_b1d822f75c9fc615,0,1,0,0,0,0,0,0.2745171078019235,0.21060156163357086,0.0,-0.4501098027866482,0.21038236734038973,1,28.0,1,1,-1.0001221855472564,-1.0001221855472564
2016-05-03,air_b1d822f75c9fc615,0,0,0,0,0,1,0,0.6512029625021697,0.6224371567318476,1.0,0.1727583435786896,0.678547705153805,1,38.0,1,1,-0.7122450776925405,-0.7122450776925408
2016-05-04,air_b1d822f75c9fc615,0,0,0,0,0,0,1,0.8646582801656428,0.9094740866488285,1.0,0.9700295709263218,0.870615536051616,1,25.0,1,1,-0.7694644675046528,-0.7694644675046529
2016-05-05,air_b1d822f75c9fc615,0,0,0,0,1,0,0,0.8646582801656428,0.9593935527213467,1.0,1.742386072419341,0.678547705153805,1,15.0,1,1,-0.9632474676683396,-0.9632474676683397
2016-05-06,air_b1d822f75c9fc615,1,0,0,0,0,0,0,0.36241047389864794,0.3478800933329966,0.0,-1.2972104818435077,0.45046715596265385,1,19.0,1,1,-1.1191385163564498,-1.1191385163564498
2016-05-07,air_b1d822f75c9fc615,0,0,1,0,0,0,0,0.7516525237555687,0.8345948875400507,0.0,1.5430682655824328,0.4744756348248804,1,27.0,1,1,-0.6878314713727061,-0.6878314713727062
2016-05-08,air_b1d822f75c9fc615,0,0,0,1,0,0,0,0.7642087189122437,0.9094740866488285,0.0,1.6427271690008869,0.690551944584918,1,23.0,1,1,-1.032165043842039,-1.0321650438420393
2016-05-09,air_b1d822f75c9fc615,0,1,0,0,0,0,0,0.4126352545253473,0.2605210277060895,0.0,-1.3221252076981211,0.5705095502737859,1,11.0,1,1,-1.4649979392207726,-1.4649979392207726
2016-05-10,air_b1d822f75c9fc615,0,0,0,0,0,1,0,0.4000790593686722,0.3603599598511264,0.0,-1.2972104818435077,0.558505310842673,1,21.0,1,1,-1.3007147133602193,-1.3007147133602193
