visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chūō-ku Ginza,total_area_visitors,total_genre_visitors
2016-02-22,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,-1.019823141572161,-1.1971636199985398,0.0,-1.1382157582447672,-0.7318950797884687,1,6.0,1,1,-1.329833476696345,-1.3298334766963449
2016-02-23,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,-1.019823141572161,-1.1720462363424293,0.0,-1.2360068194980296,-0.7318950797884687,1,16.0,1,1,-1.099083444912902,-1.0990834449129019
2016-02-24,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,-1.1326739756562698,-1.4608961483876997,0.0,-1.2360068194980296,-1.0177622421852317,1,8.0,1,1,-1.0521190266793308,-1.0521190266793303
2016-02-25,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,-1.3834536069542887,-1.372985305591313,0.0,-0.7714992785450332,-1.2678960092823994,1,46.0,1,1,-0.9408160701720228,-0.9408160701720226
2016-02-26,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,-1.1326739756562698,-0.9962245507496562,0.0,1.3065607730867927,-1.303629404581995,1,21.0,1,1,-0.5032054216603636,-0.5032054216603634
2016-02-27,air_5f3a3ef4cba110a4,0,0,1,0,0,0,0,-0.881894344358251,-0.8580789406410487,0.0,1.3065607730867927,-0.9939399786521683,1,8.0,1,1,-0.32376333812053315,-0.323763338120533
2016-02-29,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,-0.8191994365337462,-0.5692290285957784,0.0,-0.7470515132317175,-0.7438062115550006,1,6.0,1,1,-1.27879699907836,-1.2787969990783599
2016-03-01,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,-1.2079078650456752,-1.1343701608582637,0.0,1.4043518343400552,-1.065406769251359,1,21.0,1,1,-1.1623361006841282,-1.162336100684128
2016-03-02,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,-1.069979067831765,-0.8706376324691039,0.0,0.8665009974471117,-1.184518086916677,1,29.0,1,1,-1.0236146109884348,-1.0236146109884345
2016-03-03,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,-0.7063486024496378,-0.368289959346895,0.0,1.3799040690267397,-1.0415845057182953,1,24.0,1,1,-1.041531672279855,-1.0415316722798549
2016-03-04,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,-0.5558808236708265,-0.4310834184871709,0.0,1.1109786505802677,-0.6485171574227462,1,22.0,1,1,-0.643284264484195,-0.6432842644841947
2016-03-05,air_5f3a3ef4cba110a4,0,0,1,0,0,0,0,-0.5182638789761238,-0.38084865117495,0.0,-0.6248126866651396,-0.39838339032557846,1,8.0,1,1,-0.40493305518317957,-0.4049330551831794
2016-03-07,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,-0.09193850576949181,-0.4813181857993919,0.0,-1.260454584811345,0.2090843297675431,1,32.0,1,1,-1.3903714262112956,-1.3903714262112952
2016-03-08,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,0.12122418083382429,0.1842924810875353,0.0,0.7198144055672183,0.19717319800101113,1,19.0,1,1,-1.0317587297572621,-1.031758729757262
2016-03-09,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,-0.7690435102741425,-0.5566703367677232,0.0,-1.260454584811345,-0.8629175292203185,1,27.0,1,1,-1.0814378542471093,-1.081437854247109
2016-03-10,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,-1.0950570309615668,-1.360426613763258,0.0,-1.260454584811345,-0.8867397927533821,1,21.0,1,1,-0.9524893070740088,-0.9524893070740086
2016-03-11,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,-1.283141754435081,-1.6618352176365834,0.0,-1.260454584811345,-0.9582065833525728,1,30.0,1,1,-0.5900760218611892,-0.590076021861189
2016-03-14,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,-1.1452129572211704,-1.5613656830121414,0.0,-1.260454584811345,-0.8510063974537866,1,5.0,1,1,-1.2739105278170637,-1.2739105278170635
2016-03-15,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,-0.8442773996635481,-0.6571398713921651,0.0,1.5265906609066333,-0.8390952656872549,1,33.0,1,1,-0.9796363696367668,-0.9796363696367666
2016-03-16,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,-0.7690435102741425,-0.6822572550482755,0.0,-0.6737082172917708,-0.9701177151191046,1,25.0,1,1,-0.8840787094158585,-0.8840787094158583
2016-03-17,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,-0.2173283214185012,0.1340577137753141,0.0,1.5265906609066333,-0.5532281032904918,1,13.0,1,1,-0.8333137024235011,-0.8333137024235009
2016-03-18,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,-0.004165634815185101,0.25964463205586635,0.0,0.5975755790006403,-0.4102945220921103,1,27.0,1,1,-0.43153717649468243,-0.43153717649468226
2016-03-19,air_5f3a3ef4cba110a4,0,0,1,0,0,0,0,0.008373346749715793,-0.3306138838627292,0.0,-0.7959470438583488,0.30437338389979735,1,3.0,1,1,-0.4128057033263794,-0.4128057033263792
2016-03-22,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,-0.48064693428142086,-0.23014434923828733,0.0,0.8909487627604278,-0.6723394209558097,1,16.0,1,1,-0.9752928396267255,-0.9752928396267253
2016-03-23,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,-0.41795202645691615,-0.16735089009801118,0.0,0.18196356867427527,-0.42220565385864206,1,10.0,1,1,-0.866976060001321,-0.8669760600013208
2016-03-24,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,-1.069979067831765,-1.2348396954827054,0.0,-0.8937381051116111,-0.8271841339207231,1,10.0,1,1,-0.9307716570238024,-0.9307716570238022
2016-03-25,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,-0.8442773996635481,-0.6194637959079994,0.0,0.9887398240136898,-1.0177622421852317,1,23.0,1,1,-0.2835856855276513,-0.2835856855276511
2016-03-26,air_5f3a3ef4cba110a4,0,0,1,0,0,0,0,-0.856816381228449,-0.8580789406410487,0.0,0.25530686461422203,-0.7080728162554052,1,2.0,1,1,-0.2898295099170856,-0.28982950991708545
2016-03-28,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,-0.44302998958671796,-0.3180551920346738,0.0,-0.5759171560385085,-0.24353867736066517,1,14.0,1,1,-1.0135701978402143,-1.013570197840214
2016-03-29,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,-0.22986730298340208,-0.09199873912967964,0.0,1.1354264158935836,-0.4341167856251738,1,37.0,1,1,-0.7190245690342898,-0.7190245690342896
2016-03-30,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,0.008373346749715793,0.08382294646309336,0.0,-0.38033503353198356,-0.19589415029453794,1,12.0,1,1,-0.8105101698707844,-0.8105101698707842
2016-03-31,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,0.008373346749715793,0.10894033011920373,0.0,0.9642920587003743,-0.2554498091271969,1,56.0,1,1,-0.7722328116572955,-0.7722328116572953
2016-04-01,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,-0.2549452661132039,-0.11711612278579045,0.0,-0.20920067633877443,-0.35073886325945136,1,18.0,1,1,-0.5504413105195626,-0.5504413105195624
2016-04-02,air_5f3a3ef4cba110a4,0,0,1,0,0,0,0,-0.5433418421059255,-0.7576094060166068,0.0,-1.260454584811345,-0.39838339032557846,1,12.0,1,1,-0.568901313062238,-0.5689013130622378
2016-04-04,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,0.09614621770402228,0.32243809119614253,0.0,-1.089320227618136,-0.1601607549949427,1,41.0,1,1,-1.2521928777668572,-1.252192877766857
2016-04-05,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,-0.5057248974112226,-0.8204028651568829,0.0,-1.260454584811345,-0.2316275455941334,1,42.0,1,1,-1.0328446122597725,-1.0328446122597723
2016-04-06,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,-0.029243597944987113,0.10894033011920373,0.0,0.7687099361938498,-0.44602791739170566,1,19.0,1,1,-0.9609048964684638,-0.9609048964684636
2016-04-07,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,-0.12955545046419448,0.09638163829114878,0.0,-1.1382157582447672,0.08997301210222516,1,37.0,1,1,-1.0852384430058954,-1.0852384430058952
2016-04-08,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,0.1588411255285272,0.44802500947669477,0.0,-0.1847529110254587,0.05423961680262969,1,15.0,1,1,-0.4858313016201985,-0.4858313016201983
2016-04-11,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,-0.4054130448920153,-0.28037911655050807,0.0,0.25530686461422203,-0.4341167856251738,1,43.0,1,1,-1.2760822928220843,-1.276082292822084
2016-04-12,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,-0.5433418421059255,-0.5315529531116129,0.0,1.5265906609066333,-0.7080728162554052,1,40.0,1,1,-1.1007122686666675,-1.1007122686666673
2016-04-13,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,-0.0543215610747889,-0.0417639718174589,0.0,-1.089320227618136,-0.0529605690961565,1,55.0,1,1,-1.0062404909482696,-1.0062404909482694
2016-04-14,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,0.020912328314616688,-0.21758565741023192,0.0,-1.260454584811345,0.24481772506713836,1,20.0,1,1,-0.9706778389910566,-0.9706778389910564
2016-04-15,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,0.18391908865832898,0.25964463205586635,0.0,1.6977250180998422,-0.005316042030029281,1,24.0,1,1,-0.5156930704392323,-0.5156930704392321
2016-04-16,air_5f3a3ef4cba110a4,0,0,1,0,0,0,0,0.12122418083382429,0.19685117291559023,0.0,-0.3069917375920368,-0.11251622792881547,1,11.0,1,1,-0.28412862677890643,-0.28412862677890627
2016-04-18,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,0.5099326093457531,0.9378139907708489,0.0,0.42644122180743127,0.32819564743286106,1,30.0,1,1,-1.3721828942942478,-1.3721828942942473
2016-04-19,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,0.17138010709342785,0.32243809119614253,0.0,1.5754861915332643,0.11379527563528866,1,37.0,1,1,-1.0317587297572621,-1.031758729757262
2016-04-20,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,0.008373346749715793,-0.004087896333293134,0.0,1.5265906609066333,-0.14824962322841073,1,41.0,1,1,-0.8881507688002723,-0.888150768800272
2016-04-21,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,0.20899705178813077,0.10894033011920373,0.0,-1.260454584811345,0.26863998860020205,1,49.0,1,1,-1.0024399021894834,-1.0024399021894832
2016-04-22,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,0.3093089043073384,0.5484945441011367,0.0,0.8176054668204807,0.2567288568336701,1,42.0,1,1,-0.4662854165750127,-0.46628541657501255
2016-04-23,air_5f3a3ef4cba110a4,0,0,1,0,0,0,0,0.3845427936967437,0.38523155033641865,0.0,-0.7470515132317175,0.35201791096592455,1,4.0,1,1,-0.36176922570839437,-0.3617692257083942
2016-04-25,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,0.409620756826546,0.4731423931328056,0.0,0.8665009974471117,0.2924622521332656,1,29.0,1,1,-1.2250458152040993,-1.225045815204099
2016-04-26,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,0.547549554040456,0.7243162296939102,0.0,1.4043518343400552,0.37584017449898804,1,45.0,1,1,-0.927785480141899,-0.9277854801418988
2016-04-27,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,0.409620756826546,0.30987939936808756,0.0,-1.1871112888713984,0.494951492164306,1,28.0,1,1,-0.9068822419685754,-0.906882241968575
2016-04-28,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,-0.0543215610747889,-0.49387687762744703,0.0,-1.260454584811345,0.26863998860020205,1,34.0,1,1,-0.6468133826173535,-0.6468133826173533
2016-05-09,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,0.45977668308614955,0.30987939936808756,0.0,-1.260454584811345,0.6140628098296239,1,17.0,1,1,-1.4563387882387975,-1.4563387882387973
2016-05-10,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,0.4472377015212484,0.4103489339925295,0.0,-1.2360068194980296,0.6021516780630924,1,26.0,1,1,-1.2809687640833807,-1.2809687640833805
2016-05-11,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,0.8234071484682766,0.9754900662550147,0.0,-0.8448425744849799,0.5902405462965604,1,41.0,1,1,-1.0757369711089302,-1.07573697110893
2016-05-12,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,0.8610240931629795,1.0885182927075117,0.0,1.9422026712329983,0.7689075227945373,1,42.0,1,1,-0.9457025414333193,-0.945702541433319
2016-05-13,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,0.7983291853384749,0.9001379152866832,0.0,1.4532473649666862,0.6497962051292194,1,11.0,1,1,-0.5602142530421554,-0.5602142530421552
2016-05-16,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,0.5224715909106542,0.498259776788916,0.0,-0.8203948091716644,0.37584017449898804,1,3.0,1,1,-1.3903714262112956,-1.3903714262112952
2016-05-17,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,0.43469871995634773,0.1466164056033695,0.0,-1.260454584811345,0.4592180968647107,1,13.0,1,1,-1.2044140476564031,-1.204414047656403
2016-05-18,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,0.6478614065596636,1.038283525395291,0.0,2.015545967172945,0.24481772506713836,1,29.0,1,1,-0.985337252774946,-0.9853372527749458
2016-05-19,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,0.5600885356053571,0.7243162296939102,0.0,1.5754861915332643,0.44730696509817897,1,14.0,1,1,-0.9761072515036082,-0.976107251503608
2016-05-20,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,0.29676992274243724,0.1842924810875353,0.0,-0.8448425744849799,0.39966243803205176,1,20.0,1,1,-0.5596713117909002,-0.5596713117909001
2016-05-23,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,1.0867257613311965,1.452720355721113,0.0,1.7955160793531046,0.48304036039777426,1,28.0,1,1,-1.273096115940181,-1.2730961159401806
2016-05-24,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,1.0741867797662954,1.2517812864722295,0.0,0.8665009974471117,0.8284631816271963,1,53.0,1,1,-1.1531060994127906,-1.1531060994127902
2016-05-25,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,0.9237190009874842,0.6489640787255786,0.0,-1.260454584811345,1.1262414757904913,1,12.0,1,1,-0.9321290101519403,-0.93212901015194
2016-05-26,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,1.0240308535066918,0.9880487580830697,0.0,-0.38033503353198356,1.1024192122574277,1,42.0,1,1,-0.8933087106871963,-0.8933087106871961
2016-05-27,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,0.5726275171702578,0.38523155033641865,0.0,-1.1871112888713984,0.494951492164306,1,24.0,1,1,-0.577316902456693,-0.5773169024566928
2016-05-28,air_5f3a3ef4cba110a4,0,0,1,0,0,0,0,0.5600885356053571,0.5987293114133578,0.0,-1.2115590541847139,0.48304036039777426,1,10.0,1,1,-0.36719863822094595,-0.3671986382209458
2016-05-30,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,0.32184788587223906,0.2470859402278114,0.0,-1.260454584811345,0.5187737556973697,1,27.0,1,1,-1.2589796434075469,-1.2589796434075464
2016-05-31,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,0.6980173328192673,0.6991988460377994,0.0,-0.13585738039882767,0.6259739415961559,1,40.0,1,1,-1.013841668465842,-1.0138416684658416
2016-06-01,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,0.8359461300331777,0.8875792234586277,0.0,0.13306803804764403,0.8284631816271963,1,49.0,1,1,-1.0366452010185587,-1.0366452010185583
2016-06-02,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,0.7356342775139701,0.8373444561464071,0.0,1.9177549059196828,0.6259739415961559,1,29.0,1,1,-0.9712207802423118,-0.9712207802423115
2016-06-03,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,0.5726275171702578,0.6112880032414129,0.0,1.8444116099797356,0.37584017449898804,1,44.0,1,1,-0.6394836757254089,-0.6394836757254087
2016-06-04,air_5f3a3ef4cba110a4,0,0,1,0,0,0,0,0.8610240931629795,0.9880487580830697,0.0,0.6953666402539027,0.6259739415961559,1,8.0,1,1,-0.45216894404237856,-0.45216894404237834
2016-06-06,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,0.6478614065596636,0.5736119277572471,0.0,-1.1382157582447672,0.6259739415961559,1,78.0,1,1,-1.2888414122265806,-1.2888414122265803
2016-06-07,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,0.5977054803000601,0.19685117291559023,0.0,-1.260454584811345,0.8761077086933233,1,39.0,1,1,-1.132745802490722,-1.1327458024907218
2016-06-08,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,0.8861020562927813,1.000607449911125,0.0,0.13306803804764403,0.6497962051292194,1,21.0,1,1,-0.9554754839559122,-0.9554754839559119
2016-06-09,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,0.7983291853384749,0.5484945441011367,0.0,-1.260454584811345,1.0190412898917052,1,63.0,1,1,-1.009769609081428,-1.0097696090814279
2016-06-10,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,1.0867257613311965,1.1889878273319534,0.0,1.2332174771468458,0.9952190263586412,1,58.0,1,1,-0.5374107204894387,-0.5374107204894385
2016-06-13,air_5f3a3ef4cba110a4,0,1,0,0,0,0,0,0.6227834434298618,0.42290762582058444,0.0,-1.260454584811345,0.8641965769267917,1,37.0,1,1,-1.3548087742540826,-1.3548087742540822
2016-06-14,air_5f3a3ef4cba110a4,0,0,0,0,0,1,0,0.9237190009874842,0.8624618398025173,0.0,0.010829211481066046,0.8761077086933233,1,48.0,1,1,-1.0526619679305858,-1.0526619679305855
2016-06-15,air_5f3a3ef4cba110a4,0,0,0,0,0,0,1,0.7481732590788712,0.36011416668030827,0.0,-1.260454584811345,1.0190412898917052,1,58.0,1,1,-0.9880519590312218,-0.9880519590312216
2016-06-16,air_5f3a3ef4cba110a4,0,0,0,0,1,0,0,0.9111800194225835,0.6364053868975232,0.0,-1.260454584811345,1.0309524216582366,1,40.0,1,1,-1.0646066754581993,-1.064606675458199
2016-06-17,air_5f3a3ef4cba110a4,1,0,0,0,0,0,0,1.1744986322855029,1.2392225946441742,0.0,0.7442621708805338,0.9952190263586412,1,60.0,1,1,-0.46058453343683353,-0.46058453343683337
