visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Shinagawa-ku Higashigotanda,total_area_visitors,total_genre_visitors
2016-01-27,air_25e9888d30b386df,0,0,0,0,0,0,1,-1.1394848023990065,-0.795496054839645,0.0,0.9707149799402467,-1.5273308926736697,1,10.0,1,1,-1.0694502267943113,-1.0694502267943113
2016-01-28,air_25e9888d30b386df,0,0,0,0,1,0,0,-0.949599971880425,-0.7206543723241059,0.0,0.9707149799402467,-1.1393197146027008,1,11.0,1,1,-1.0748406240769872,-1.0748406240769872
2016-01-29,air_25e9888d30b386df,1,0,0,0,0,0,0,-1.2534157007101556,-1.4940184249846766,0.0,-1.347083215239005,-1.078692968029112,1,50.0,1,1,-0.9371404753104476,-0.9371404753104475
2016-01-30,air_25e9888d30b386df,0,0,1,0,0,0,0,-1.5192544634361698,-1.8432796100571927,0.0,-1.347083215239005,-1.2120718104910073,1,12.0,1,1,-0.6467940762208577,-0.6467940762208577
2016-02-02,air_25e9888d30b386df,0,0,0,0,0,1,0,-1.1774617685027229,-1.1322836261595712,0.0,0.7487981314656373,-1.078692968029112,1,6.0,1,1,-1.283596009751528,-1.2835960097515278
2016-02-03,air_25e9888d30b386df,0,0,0,0,0,0,1,-1.3040516555151107,-1.319387832448419,0.0,0.4035941449495785,-1.2120718104910073,1,10.0,1,1,-1.2115607006103133,-1.211560700610313
2016-02-04,air_25e9888d30b386df,0,0,0,0,1,0,0,-1.291392666813872,-1.2819669911906493,0.0,0.10770501365009977,-1.2605732077498786,1,3.0,1,1,-1.1752980279814025,-1.1752980279814023
2016-02-05,air_25e9888d30b386df,1,0,0,0,0,0,0,-0.9875769379841414,-0.8079696685922348,0.0,0.8720852695070869,-1.3211999543234674,1,13.0,1,1,-0.8151214822753289,-0.8151214822753288
2016-02-06,air_25e9888d30b386df,0,0,1,0,0,0,0,-1.0888488475940516,-1.2320725361802898,0.0,-1.100508939156106,-0.8604366803641917,1,5.0,1,1,-0.600240645143202,-0.600240645143202
2016-02-07,air_25e9888d30b386df,0,0,0,1,0,0,0,-1.3040516555151107,-1.294440604943239,0.0,0.847427841898797,-1.2120718104910073,1,2.0,1,1,-1.1882839850714852,-1.1882839850714852
2016-02-09,air_25e9888d30b386df,0,0,0,0,0,1,0,-1.1015078362952904,-0.6333390760559771,0.0,0.7734555590739272,-1.3211999543234674,1,6.0,1,1,-1.166967413999085,-1.1669674139990849
2016-02-10,air_25e9888d30b386df,0,0,0,0,0,0,1,-1.1774617685027229,-1.1198100124069812,0.0,1.094002117981696,-1.1999464611762896,1,21.0,1,1,-0.8550594257787915,-0.8550594257787913
2016-02-11,air_25e9888d30b386df,0,0,0,0,1,0,0,-1.1774617685027229,-1.0324947161388522,1.0,1.094002117981696,-1.187821111861572,1,6.0,1,1,-0.9256246265701854,-0.9256246265701853
2016-02-12,air_25e9888d30b386df,1,0,0,0,0,0,0,-1.0255539040878576,-0.9826002611284927,0.0,-0.7553049526400473,-1.2120718104910073,1,15.0,1,1,-0.8714756356851227,-0.8714756356851225
2016-02-13,air_25e9888d30b386df,0,0,1,0,0,0,0,-0.16474267240362103,0.25228750037790265,0.0,-0.21284154525766924,-0.38754805709019824,1,3.0,1,1,-0.688692164190748,-0.6886921641907479
2016-02-14,air_25e9888d30b386df,0,0,0,1,0,0,0,0.40491181915212376,0.4019708654089808,0.0,-0.2621564004742489,0.4369756963106107,1,19.0,1,1,-1.2051902310944234,-1.2051902310944234
2016-02-16,air_25e9888d30b386df,0,0,0,0,0,1,0,-1.228097723307678,-1.2195989224277,0.0,0.9707149799402467,-1.2484478584351608,1,8.0,1,1,-1.22552672993361,-1.22552672993361
2016-02-17,air_25e9888d30b386df,0,0,0,0,0,0,1,-1.1521437911002455,-0.795496054839645,0.0,0.7487981314656373,-1.2363225091204428,1,8.0,1,1,-1.0628347392201183,-1.062834739220118
2016-02-18,air_25e9888d30b386df,0,0,0,0,1,0,0,-1.1521437911002455,-1.1322836261595712,0.0,0.32962186212470884,-1.2605732077498786,1,22.0,1,1,-1.0721454254356493,-1.0721454254356493
2016-02-19,air_25e9888d30b386df,1,0,0,0,0,0,0,-0.7090791865568884,-0.4088140285093596,0.0,0.9460575523319568,-1.1029436666585473,1,27.0,1,1,-0.7648927803231214,-0.7648927803231212
2016-02-20,air_25e9888d30b386df,0,0,1,0,0,0,0,-0.9242819944779475,-1.069915557396622,0.0,-1.1991386495892657,-0.6058043447551184,1,22.0,1,1,-0.7977252001357839,-0.7977252001357837
2016-02-21,air_25e9888d30b386df,0,0,0,1,0,0,0,-0.7343971639593658,-0.5086029385300785,0.0,-0.4101009661239885,-0.6421803926992717,1,3.0,1,1,-1.152756366617485,-1.1527563666174847
2016-02-23,air_25e9888d30b386df,0,0,0,0,0,1,0,-1.0888488475940516,-1.2195989224277,0.0,-1.3224257876307153,-0.7998099337906028,1,18.0,1,1,-1.159371854191678,-1.159371854191678
2016-02-24,air_25e9888d30b386df,0,0,0,0,0,0,1,-1.2027797459052003,-1.5064920387372667,0.0,-1.3224257876307153,-1.0908183173438295,1,8.0,1,1,-1.116983730105181,-1.1169837301051808
2016-02-25,air_25e9888d30b386df,0,0,0,0,1,0,0,-1.4559595199299757,-1.4191767424691377,0.0,-0.8539346630732069,-1.345450652952903,1,10.0,1,1,-1.016526326200766,-1.0165263262007658
2016-02-26,air_25e9888d30b386df,1,0,0,0,0,0,0,-1.2027797459052003,-1.044968329891442,0.0,1.2419466836314357,-1.3818267008970564,1,33.0,1,1,-0.6215572162156022,-0.6215572162156022
2016-02-27,air_25e9888d30b386df,0,0,1,0,0,0,0,-0.949599971880425,-0.9077585786129537,0.0,1.2419466836314357,-1.0665676187143942,1,16.0,1,1,-0.4596002796770209,-0.4596002796770209
2016-03-02,air_25e9888d30b386df,0,0,0,0,0,0,1,-1.1394848023990065,-0.9202321923655435,0.0,0.798112986682217,-1.2605732077498786,1,21.0,1,1,-1.0912568339833186,-1.0912568339833184
2016-03-03,air_25e9888d30b386df,0,0,0,0,1,0,0,-0.7723741300630823,-0.42128764226194965,0.0,1.3159189664563056,-1.115069015973265,1,1.0,1,1,-1.1074280258313463,-1.1074280258313463
2016-03-04,air_25e9888d30b386df,1,0,0,0,0,0,0,-0.6204662656482168,-0.4836557110248987,0.0,1.044687262765116,-0.7149324885875784,1,32.0,1,1,-0.7479865343001831,-0.7479865343001831
2016-03-05,air_25e9888d30b386df,0,0,1,0,0,0,0,-0.5824892995445007,-0.43376125601453924,0.0,-0.7059900974234674,-0.460300152978505,1,27.0,1,1,-0.5328606791097529,-0.5328606791097528
2016-03-06,air_25e9888d30b386df,0,0,0,1,0,0,0,-0.26601458201353134,-0.3090251184886407,0.0,-0.5827029593820178,-0.30267061188717387,1,2.0,1,1,-1.1444257526351675,-1.1444257526351673
2016-03-08,air_25e9888d30b386df,0,0,0,0,0,1,0,0.06311912421867698,0.1275513628520041,0.0,0.6501684210324776,0.1459673127573839,1,22.0,1,1,-1.0986073757324222,-1.098607375732422
2016-03-09,air_25e9888d30b386df,0,0,0,0,0,0,1,-0.8356690735692761,-0.6083918485507972,0.0,-1.347083215239005,-0.9331887762524985,1,14.0,1,1,-1.1434456804019537,-1.1434456804019535
2016-03-10,air_25e9888d30b386df,0,0,0,0,1,0,0,-1.1648027798014842,-1.406703128716548,0.0,-1.347083215239005,-0.957439474881934,1,9.0,1,1,-1.0270621027078144,-1.0270621027078142
2016-03-11,air_25e9888d30b386df,1,0,0,0,0,0,0,-1.3546876103200658,-1.7060698587787044,0.0,-1.347083215239005,-1.0301915707702407,1,9.0,1,1,-0.6999629948727067,-0.6999629948727066
2016-03-12,air_25e9888d30b386df,0,0,1,0,0,0,0,-1.2027797459052003,-1.4191767424691377,0.0,-1.0018792287229465,-1.0423169200849585,1,19.0,1,1,-0.5164444692034216,-0.5164444692034216
2016-03-13,air_25e9888d30b386df,0,0,0,1,0,0,0,-1.0888488475940516,-1.319387832448419,0.0,-1.3224257876307153,-0.9210634269377806,1,3.0,1,1,-1.0959121770910842,-1.095912177091084
2016-03-16,air_25e9888d30b386df,0,0,0,0,0,0,1,-0.8356690735692761,-0.7331279860766957,0.0,-0.7553049526400473,-1.0423169200849585,1,1.0,1,1,-0.9653175520153445,-0.9653175520153444
2016-03-17,air_25e9888d30b386df,0,0,0,0,1,0,0,-0.27867357071477006,0.07765690784164445,0.0,1.463863532106045,-0.6179296940698361,1,8.0,1,1,-0.9194991751125992,-0.919499175112599
2016-03-18,air_25e9888d30b386df,1,0,0,0,0,0,0,-0.06347076279371076,0.20239304536754296,0.0,0.5268812829910281,-0.47242550229322283,1,20.0,1,1,-0.5568724488234911,-0.5568724488234911
2016-03-19,air_25e9888d30b386df,0,0,1,0,0,0,0,-0.050811774092472034,-0.38386680100418,0.0,-0.8785920906814968,0.25509545658984395,1,9.0,1,1,-0.539966202800553,-0.5399662028005529
2016-03-20,air_25e9888d30b386df,0,0,0,1,0,0,0,-0.24069660461105363,-0.09697368469461332,1.0,-0.06489697960792966,-0.38754805709019824,1,22.0,1,1,-0.7450463176005417,-0.7450463176005417
2016-03-22,air_25e9888d30b386df,0,0,0,0,0,1,0,-0.5445123334407842,-0.2840778909834611,0.0,0.8227704142905072,-0.7391831872170139,1,2.0,1,1,-1.0476436196053043,-1.047643619605304
2016-03-23,air_25e9888d30b386df,0,0,0,0,0,0,1,-0.4812173899345904,-0.22170982222051183,0.0,0.10770501365009977,-0.4845508516079406,1,14.0,1,1,-0.9498814143422272,-0.9498814143422271
2016-03-24,air_25e9888d30b386df,0,0,0,0,1,0,0,-1.1394848023990065,-1.2819669911906493,0.0,-0.9772218011146564,-0.8968127283083451,1,1.0,1,1,-1.0074606580435381,-1.0074606580435381
2016-03-25,air_25e9888d30b386df,1,0,0,0,0,0,0,-0.9116230057767087,-0.6707599173137465,0.0,0.9214001247236665,-1.0908183173438295,1,1.0,1,1,-0.42333760704811013,-0.4233376070481101
2016-03-26,air_25e9888d30b386df,0,0,1,0,0,0,0,-0.9242819944779475,-0.9077585786129537,0.0,0.18167729647496944,-0.7755592351611673,1,5.0,1,1,-0.42897302238908946,-0.42897302238908946
2016-03-27,air_25e9888d30b386df,0,0,0,1,0,0,0,-0.6204662656482168,-0.4587084835197189,0.0,-0.06489697960792966,-0.6664310913287073,1,1.0,1,1,-0.9687478048315928,-0.9687478048315927
2016-03-30,air_25e9888d30b386df,0,0,0,0,0,0,1,-0.050811774092472034,0.02776245283128521,0.0,-0.45941582134056824,-0.2541692146283027,1,13.0,1,1,-0.8989176582151093,-0.8989176582151092
2016-03-31,air_25e9888d30b386df,0,0,0,0,1,0,0,-0.050811774092472034,0.05270968033646483,0.0,0.8967426971153767,-0.3147959612018916,1,3.0,1,1,-0.8643701119943226,-0.8643701119943225
2016-04-01,air_25e9888d30b386df,1,0,0,0,0,0,0,-0.3166505368184862,-0.17181536721015261,0.0,-0.2868138280825389,-0.4117987557196339,1,29.0,1,1,-0.6641903583604029,-0.6641903583604027
2016-04-02,air_25e9888d30b386df,0,0,1,0,0,0,0,-0.6078072769469781,-0.8079696685922348,0.0,-1.347083215239005,-0.460300152978505,1,6.0,1,1,-0.6808515863250375,-0.6808515863250374
2016-04-05,air_25e9888d30b386df,0,0,0,0,0,1,0,-0.5698303108432617,-0.870337737355184,0.0,-1.347083215239005,-0.29054526257245616,1,5.0,1,1,-1.099587447965636,-1.0995874479656358
2016-04-06,air_25e9888d30b386df,0,0,0,0,0,0,1,-0.08878874019618845,0.05270968033646483,0.0,0.6994832762490577,-0.5088015502373762,1,16.0,1,1,-1.0346576625152213,-1.0346576625152213
2016-04-08,air_25e9888d30b386df,1,0,0,0,0,0,0,0.10109609032239339,0.38949725165639076,0.0,-0.2621564004742489,0.0004631209807706239,1,17.0,1,1,-0.6058760604841814,-0.6058760604841813
2016-04-09,air_25e9888d30b386df,0,0,1,0,0,0,0,0.22768597733478113,0.46433893417193006,0.0,0.5022238553827383,-0.07228897490753601,1,17.0,1,1,-0.5164444692034216,-0.5164444692034216
2016-04-10,air_25e9888d30b386df,0,0,0,1,0,0,0,0.24034496603601962,0.5142333891822892,0.0,-0.3114712556908288,0.085340566183795,1,5.0,1,1,-1.0780258588349323,-1.078025858834932
2016-04-12,air_25e9888d30b386df,0,0,0,0,0,1,0,-0.6078072769469781,-0.5834446210456176,0.0,1.463863532106045,-0.7755592351611673,1,16.0,1,1,-1.1608419625414987,-1.1608419625414987
2016-04-13,air_25e9888d30b386df,0,0,0,0,0,0,1,-0.1141067175986659,-0.09697368469461332,0.0,-1.1744812219809757,-0.10866502285168944,1,3.0,1,1,-1.0755756782518977,-1.0755756782518975
2016-04-14,air_25e9888d30b386df,0,0,0,0,1,0,0,-0.038152785391233304,-0.27160427723087105,0.0,-1.347083215239005,0.19446871001625507,1,9.0,1,1,-1.0434783126141456,-1.0434783126141454
2016-04-15,air_25e9888d30b386df,1,0,0,0,0,0,0,0.12641406772487085,0.20239304536754296,0.0,1.636465525364074,-0.06016362559281828,1,26.0,1,1,-0.632828046897561,-0.632828046897561
2016-04-16,air_25e9888d30b386df,0,0,1,0,0,0,0,0.06311912421867698,0.1400249766045937,0.0,-0.38544353851569857,-0.16929176942527835,1,1.0,1,1,-0.423827643164717,-0.42382764316471694
2016-04-17,air_25e9888d30b386df,0,0,0,1,0,0,0,0.4935247400607951,0.4144444791615708,0.0,-0.6073603869903077,0.6188559360313776,1,6.0,1,1,-1.1135534772889326,-1.1135534772889326
2016-04-19,air_25e9888d30b386df,0,0,0,0,0,1,0,0.11375507902363188,0.26476111413049225,0.0,1.5131783873226246,0.06108986755435952,1,12.0,1,1,-1.0986073757324222,-1.098607375732422
2016-04-21,air_25e9888d30b386df,0,0,0,0,1,0,0,0.1517320451273483,0.05270968033646483,0.0,-1.347083215239005,0.21871940864569075,1,5.0,1,1,-1.0721454254356493,-1.0721454254356493
2016-04-23,air_25e9888d30b386df,0,0,1,0,0,0,0,0.32895788694469097,0.3271291828934415,0.0,-0.8292772354649169,0.30359685384871515,1,6.0,1,1,-0.4939028078395041,-0.4939028078395041
2016-04-26,air_25e9888d30b386df,0,0,0,0,0,1,0,0.4935247400607951,0.6639167542133678,0.0,1.3405763940645954,0.3278475524781506,1,6.0,1,1,-1.0047654594022002,-1.0047654594022002
2016-04-27,air_25e9888d30b386df,0,0,0,0,0,0,1,0.35427586434716885,0.25228750037790265,0.0,-1.2731109324141354,0.44910104562532843,1,5.0,1,1,-0.9858990689128345,-0.9858990689128344
2016-04-28,air_25e9888d30b386df,0,0,0,0,1,0,0,-0.1141067175986659,-0.546023779787848,0.0,-1.347083215239005,0.21871940864569075,1,20.0,1,1,-0.7511717690581281,-0.751171769058128
2016-04-29,air_25e9888d30b386df,1,0,0,0,0,0,0,0.06311912421867698,0.20239304536754296,1.0,0.9707149799402467,-0.011662228333947113,1,21.0,1,1,-0.5833343991202639,-0.5833343991202637
2016-04-30,air_25e9888d30b386df,0,0,1,0,0,0,0,0.08843710162115442,0.2398138866253126,0.0,1.3652338216728852,-0.12079037216640717,1,33.0,1,1,-0.6262125593233678,-0.6262125593233678
2016-05-01,air_25e9888d30b386df,0,0,0,1,0,0,0,0.36693485304840734,0.6514431404607778,0.0,0.8720852695070869,0.04896451823964179,1,1.0,1,1,-0.8984276220985024,-0.8984276220985022
2016-05-03,air_25e9888d30b386df,0,0,0,0,0,1,0,0.6454326044756603,0.6140222992030082,1.0,0.13236244125838958,0.6794826826049665,1,18.0,1,1,-0.756562166340804,-0.7565621663408039
2016-05-04,air_25e9888d30b386df,0,0,0,0,0,0,1,0.8606354123967198,0.9009154155125749,1.0,0.9214001247236665,0.8734882716404507,1,15.0,1,1,-0.8116912294590806,-0.8116912294590805
2016-05-05,air_25e9888d30b386df,0,0,0,0,1,0,0,0.8606354123967198,0.9508098705229341,1.0,1.6857803805806542,0.6794826826049665,1,1.0,1,1,-0.9983949898863105,-0.9983949898863104
2016-05-06,air_25e9888d30b386df,1,0,0,0,0,0,0,0.35427586434716885,0.33960279664603155,0.0,-1.3224257876307153,0.44910104562532843,1,24.0,1,1,-1.1485910596263262,-1.148591059626326
2016-05-07,air_25e9888d30b386df,0,0,1,0,0,0,0,0.7467045140855706,0.8260737329970356,0.0,1.4885209597143347,0.4733517442547641,1,1.0,1,1,-0.7330404327436727,-0.7330404327436726
2016-05-08,air_25e9888d30b386df,0,0,0,1,0,0,0,0.7593635027868095,0.9009154155125749,0.0,1.5871506701474944,0.691608031919684,1,4.0,1,1,-1.0647948836865457,-1.0647948836865457
2016-05-10,air_25e9888d30b386df,0,0,0,0,0,1,0,0.3922528304508848,0.35207641039862153,0.0,-1.3224257876307153,0.5582291894577887,1,6.0,1,1,-1.3235339532549906,-1.3235339532549903
2016-05-11,air_25e9888d30b386df,0,0,0,0,0,0,1,0.772022491488048,0.913389029265165,0.0,-0.9279069458980765,0.5461038401430708,1,4.0,1,1,-1.1383003011775812,-1.1383003011775812
2016-05-12,air_25e9888d30b386df,0,0,0,0,1,0,0,0.8099994575917644,1.0256515530384733,0.0,1.8830398014469731,0.7279840798638374,1,8.0,1,1,-1.020936651250228,-1.0209366512502278
2016-05-14,air_25e9888d30b386df,0,0,1,0,0,0,0,0.5694786722682279,0.6264959129555983,0.0,0.847427841898797,0.3520982511075863,1,4.0,1,1,-0.5164444692034216,-0.5164444692034216
2016-05-15,air_25e9888d30b386df,0,0,0,1,0,0,0,0.290980920840975,0.48928616167710964,0.0,1.7350952357972338,0.12171661412794843,1,4.0,1,1,-1.1157586398136636,-1.1157586398136636
2016-05-17,air_25e9888d30b386df,0,0,0,0,0,1,0,0.37959384174964633,0.09013052159423447,0.0,-1.347083215239005,0.4127249976811752,1,6.0,1,1,-1.2544388608134172,-1.2544388608134172
2016-05-18,air_25e9888d30b386df,0,0,0,0,0,0,1,0.5947966496707053,0.9757570980281142,0.0,1.957012084271843,0.19446871001625507,1,11.0,1,1,-1.056709287762532,-1.056709287762532
2016-05-19,air_25e9888d30b386df,0,0,0,0,1,0,0,0.506183728762034,0.6639167542133678,0.0,1.5131783873226246,0.40059964836645745,1,3.0,1,1,-1.0483786737802145,-1.0483786737802145
2016-05-20,air_25e9888d30b386df,1,0,0,0,0,0,0,0.24034496603601962,0.1275513628520041,0.0,-0.9279069458980765,0.3520982511075863,1,21.0,1,1,-0.6725209723427201,-0.6725209723427201
2016-05-21,air_25e9888d30b386df,0,0,1,0,0,0,0,0.4808657513595566,0.813600119244446,0.0,1.636465525364074,0.15809266207210185,1,1.0,1,1,-0.40447121655874435,-0.4044712165587443
2016-05-22,air_25e9888d30b386df,0,0,0,1,0,0,0,0.8986123785004357,1.1878085318221416,0.0,1.8830398014469731,0.6552319839755306,1,6.0,1,1,-1.119678928746519,-1.1196789287465188
2016-05-24,air_25e9888d30b386df,0,0,0,0,0,1,0,1.0252022655128235,1.1878085318221416,0.0,0.798112986682217,0.7886108264374263,1,2.0,1,1,-1.2081304477940649,-1.2081304477940646
2016-05-26,air_25e9888d30b386df,0,0,0,0,1,0,0,0.9745663107078686,0.9258626430177544,0.0,-0.45941582134056824,1.0674938606759354,1,7.0,1,1,-0.9736481659976619,-0.9736481659976618
2016-05-27,air_25e9888d30b386df,1,0,0,0,0,0,0,0.5188427174632726,0.3271291828934415,0.0,-1.2731109324141354,0.44910104562532843,1,7.0,1,1,-0.6884471461324445,-0.6884471461324444
2016-05-28,air_25e9888d30b386df,0,0,1,0,0,0,0,0.506183728762034,0.5391806166874693,0.0,-1.2977683600224252,0.4369756963106107,1,1.0,1,1,-0.49880316900557314,-0.4988031690055731
2016-05-31,air_25e9888d30b386df,0,0,0,0,0,1,0,0.6454326044756603,0.6389695267081879,0.0,-0.21284154525766924,0.5824798880872242,1,2.0,1,1,-1.0824361838843943,-1.082436183884394
2016-06-01,air_25e9888d30b386df,0,0,0,0,0,0,1,0.784681480189287,0.8260737329970356,0.0,0.0583901584335199,0.7886108264374263,1,4.0,1,1,-1.1030177007818842,-1.1030177007818842
2016-06-02,air_25e9888d30b386df,0,0,0,0,1,0,0,0.6834095705793767,0.7761792779866764,0.0,1.8583823738386833,0.5824798880872242,1,2.0,1,1,-1.0439683487307525,-1.0439683487307523
2016-06-03,air_25e9888d30b386df,1,0,0,0,0,0,0,0.5188427174632726,0.5516542304400589,0.0,1.7844100910138134,0.3278475524781506,1,9.0,1,1,-0.7445562814839348,-0.7445562814839348
2016-06-04,air_25e9888d30b386df,0,0,1,0,0,0,0,0.8099994575917644,0.9258626430177544,0.0,0.6255109934241878,0.5824798880872242,1,3.0,1,1,-0.5754938212545534,-0.5754938212545534
2016-06-05,air_25e9888d30b386df,0,0,0,1,0,0,0,0.506183728762034,0.45186532041934,0.0,-0.6566752422068876,0.5946052374019417,1,1.0,1,1,-1.1478560054514158,-1.1478560054514158
2016-06-09,air_25e9888d30b386df,0,0,0,0,1,0,0,0.7467045140855706,0.48928616167710964,0.0,-1.347083215239005,0.982616415472911,1,2.0,1,1,-1.0787609130098426,-1.0787609130098423
2016-06-10,air_25e9888d30b386df,1,0,0,0,0,0,0,1.0378612542140624,1.1254404630591923,0.0,1.1679744008065656,0.958365716843475,1,12.0,1,1,-0.6524294915618372,-0.652429491561837
2016-06-11,air_25e9888d30b386df,0,0,1,0,0,0,0,1.0378612542140624,1.162861304316962,0.0,1.2912615388480153,0.7764854771227084,1,3.0,1,1,-0.4963529884225386,-0.49635298842253855
2016-06-12,air_25e9888d30b386df,0,0,0,1,0,0,0,1.0884972090190173,1.063072394296243,0.0,0.23099215169154932,1.079619209990653,1,5.0,1,1,-1.107183007773043,-1.1071830077730427
2016-06-14,air_25e9888d30b386df,0,0,0,0,0,1,0,0.8732944010979583,0.8011265054918559,0.0,-0.06489697960792966,0.8371122236962973,1,3.0,1,1,-1.117473766221788,-1.1174737662217877
2016-06-15,air_25e9888d30b386df,0,0,0,0,0,0,1,0.6960685592806156,0.30218195538826187,0.0,-1.347083215239005,0.982616415472911,1,9.0,1,1,-1.0591594683455665,-1.0591594683455663
2016-06-17,air_25e9888d30b386df,1,0,0,0,0,0,0,1.1264741751227338,1.1753349180695516,0.0,0.6748258486407674,0.958365716843475,1,14.0,1,1,-0.5830893810619604,-0.5830893810619604
2016-06-18,air_25e9888d30b386df,0,0,1,0,0,0,0,1.442948892653703,1.649332240667966,0.0,1.9323546566635532,1.1644966551936777,1,5.0,1,1,-0.4939028078395041,-0.4939028078395041
2016-06-19,air_25e9888d30b386df,0,0,0,1,0,0,0,1.1391331638239728,1.1878085318221416,0.0,-0.3114712556908288,1.2008727031378308,1,1.0,1,1,-1.1008125382571532,-1.100812538257153
2016-06-21,air_25e9888d30b386df,0,0,0,0,0,1,0,0.9365893446041522,0.7387584367289067,0.0,-0.7306475250317573,1.1766220045083953,1,1.0,1,1,-1.1510412402093606,-1.1510412402093606
2016-06-22,air_25e9888d30b386df,0,0,0,0,0,0,1,0.9365893446041522,0.5142333891822892,0.0,-1.347083215239005,1.1644966551936777,1,2.0,1,1,-1.0902767617501048,-1.0902767617501046
2016-06-24,air_25e9888d30b386df,1,0,0,0,0,0,0,0.9365893446041522,0.6888639817185475,0.0,-1.347083215239005,1.1402459565642418,1,2.0,1,1,-0.6044059521343607,-0.6044059521343607
