visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Ōsaka-fu Neyagawa-shi Honmachi,total_area_visitors,total_genre_visitors
2016-01-27,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,-1.0088276688205957,-0.9410228816939465,0.0,0.48570491108741604,-1.0581535745490505,1,5.0,1,1,-1.0649918536947036,-1.0649918536947036
2016-01-28,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,-0.9865170283106013,-0.9518121188797242,0.0,-0.5016488458287285,-1.157072454257192,1,4.0,1,1,-1.0705007258245547,-1.0705007258245545
2016-01-29,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,-0.8861191460156255,-1.3186461831961647,0.0,-1.4067231230018609,-0.4976132562029133,1,4.0,1,1,-0.9297740832347245,-0.9297740832347244
2016-01-30,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,-0.8414978649956363,-1.0920722022948337,0.0,-1.132458190525154,-0.5745501626425792,1,1.0,1,1,-0.6330461980586595,-0.6330461980586594
2016-01-31,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,-0.8861191460156255,-0.9086551701366135,0.0,0.7873963368117934,-0.7504059487903869,1,10.0,1,1,-1.1791757487497971,-1.179175748749797
2016-02-01,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,-0.9976723485655984,-1.081282965109056,0.0,-0.8307667648007766,-0.8273428552300527,1,2.0,1,1,-1.429579027379388,-1.4295790273793878
2016-02-02,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-1.1092255511155713,-1.081282965109056,0.0,0.01945452587701445,-0.9262617349381945,1,2.0,1,1,-1.2838443192169662,-1.283844319216966
2016-02-03,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,-1.2654000346855339,-1.210753811338388,0.0,-0.5839283255717406,-1.1790544275256682,1,7.0,1,1,-1.2102257552998663,-1.2102257552998663
2016-02-04,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,-1.2319340739205418,-1.0920722022948337,0.0,0.7873963368117934,-1.3988741602104278,1,2.0,1,1,-1.173166070062687,-1.1731660700626867
2016-02-05,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,-1.0869149106055769,-0.9841798304370573,0.0,0.8422493233071345,-1.201036400794144,1,6.0,1,1,-0.8050732504771884,-0.8050732504771883
2016-02-06,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,-1.131536191625566,-1.0165475419943901,0.0,-0.4467958593333871,-1.1240994943544782,1,9.0,1,1,-0.5854695751190372,-0.5854695751190371
2016-02-07,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,-1.2765553549405309,-1.2646999972672763,0.0,-0.06282495386599754,-1.27797330723381,1,8.0,1,1,-1.1864374438300553,-1.1864374438300551
2016-02-08,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,-1.2096234334105473,-1.0165475419943901,0.0,1.0616612692885001,-1.4208561334789036,1,1.0,1,1,-1.3789975650962105,-1.3789975650962105
2016-02-09,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-0.9753617080556038,-0.9410228816939465,0.0,-0.09025144711366836,-0.9042797616697186,1,3.0,1,1,-1.1646523585892807,-1.1646523585892807
2016-02-10,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,-1.1650021523905578,-1.1675968625952773,0.0,0.5405578975827572,-1.1021175210860021,1,6.0,1,1,-0.8458889848938117,-0.8458889848938116
2016-02-11,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,-1.0646042700955822,-0.7899735610930593,1.0,1.2810732152698658,-1.332928240405,1,10.0,1,1,-0.9180051291391338,-0.9180051291391337
2016-02-12,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,-0.6072361396406931,-0.46629644551972954,0.0,-0.11767794036133894,-0.7504059487903869,1,1.0,1,1,-0.8626660045619943,-0.8626660045619942
2016-02-13,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,-0.2948871725007686,-0.25051170180417637,0.0,-1.1873111770204956,-0.13491069727306,1,5.0,1,1,-0.6758651587043195,-0.6758651587043194
2016-02-14,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,0.006306474384158373,0.1594793112553747,0.0,-0.4193693660857164,0.029954102240509733,1,3.0,1,1,-1.203715270055497,-1.203715270055497
2016-02-15,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,-0.9865170283106013,-0.9841798304370573,0.0,-1.0776052040298127,-0.8822977884012427,1,5.0,1,1,-1.3825032109970248,-1.3825032109970248
2016-02-16,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-1.243089394175539,-1.4049600806823856,0.0,-0.03539846061832695,-1.1790544275256682,1,6.0,1,1,-1.224498742181753,-1.2244987421817528
2016-02-17,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,-1.1761574726455553,-1.146018388223722,0.0,0.07430751237235586,-1.1131085077202403,1,4.0,1,1,-1.0582309651717048,-1.0582309651717046
2016-02-18,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,-1.1650021523905578,-0.9194444073223911,0.0,1.335926201765207,-1.3659012003077138,1,3.0,1,1,-1.0677462897596293,-1.067746289759629
2016-02-20,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,-0.7745659434656526,-1.2323322857099432,0.0,-1.4067231230018609,-0.37671240322629546,1,1.0,1,1,-0.7872946176944874,-0.7872946176944873
2016-02-21,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,-0.9084297865256201,-0.8762874585792806,0.0,0.4034254313444038,-0.8822977884012427,1,2.0,1,1,-1.1501289684287646,-1.1501289684287643
2016-02-23,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-0.8526531852506336,-1.0597044907375008,0.0,-1.0227522175344714,-0.7174329888876729,1,6.0,1,1,-1.1568898569517636,-1.1568898569517634
2016-02-24,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,-1.131536191625566,-1.3510138947534975,0.0,0.3211459516013918,-0.9812166681093845,1,5.0,1,1,-1.1135700897488443,-1.113570089748844
2016-02-25,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,-1.2207787536655443,-1.1675968625952773,0.0,1.3084997085175363,-1.234009360696858,1,8.0,1,1,-1.010904745510712,-1.0109047455107119
2016-02-26,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,-1.2096234334105473,-1.1352291510379442,0.0,0.5131314043350866,-1.3109462671365237,1,9.0,1,1,-0.6072546603598116,-0.6072546603598115
2016-02-27,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,-0.9195851067806173,-0.6605027148637275,0.0,0.18401348536303844,-1.1900454141599062,1,4.0,1,1,-0.441738093185652,-0.4417380931856519
2016-02-28,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,-0.6630127409156796,-0.42313949677661905,0.0,1.2810732152698658,-0.8383338418642907,1,2.0,1,1,-1.0161632143619335,-1.0161632143619332
2016-02-29,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,-0.9418957472906119,-1.0165475419943901,0.0,-1.297017150011178,-1.1131085077202403,1,1.0,1,1,-1.3226568274045527,-1.3226568274045525
2016-03-01,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-1.4104191980004985,-1.4481170294254964,0.0,0.732543350316452,-1.245000347331096,1,3.0,1,1,-1.2152338208724582,-1.215233820872458
2016-03-02,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,-1.1761574726455553,-1.0057583048086125,0.0,0.65026387057344,-1.3549102136734759,1,7.0,1,1,-1.0872777454927371,-1.0872777454927371
2016-03-03,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,-0.8191872244856417,-0.5418211058201731,0.0,1.5004851612512309,-1.16806344089143,1,2.0,1,1,-1.1038043618822901,-1.1038043618822901
2016-03-04,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,-0.4064403750507416,-0.17498704150373284,0.0,1.226220228774524,-0.7064420022534349,1,5.0,1,1,-0.7364627521326804,-0.7364627521326803
2016-03-05,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,-0.04947012689082812,0.10553312532648641,0.0,0.04688101912468503,-0.09094675073610801,1,2.0,1,1,-0.5166086734958997,-0.5166086734958996
2016-03-06,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,0.12901499718912882,0.11632236251226384,0.0,-0.4193693660857164,0.040945088874747675,1,4.0,1,1,-1.1416152569553584,-1.1416152569553584
2016-03-07,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,0.1624809579541208,0.008429990654487256,0.0,-1.050178710782142,0.20580988838831737,1,2.0,1,1,-1.4255725749213146,-1.4255725749213144
2016-03-08,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-0.12755736867580914,0.05158693939759812,0.0,-0.8581932580484473,-0.1459016839072979,1,3.0,1,1,-1.094789843851625,-1.0947898438516248
2016-03-09,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,-0.718789342190666,-0.8547089842077252,0.0,-1.4067231230018609,-0.5195952294713893,1,1.0,1,1,-1.14061364384084,-1.1406136438408399
2016-03-10,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,-0.8861191460156255,-1.113650676666389,0.0,-0.885619751296118,-0.5965321359110551,1,4.0,1,1,-1.0216720864917845,-1.0216720864917843
2016-03-11,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,-0.9530510675456093,-0.8870766957650582,0.0,0.37599893809673324,-0.8822977884012427,1,8.0,1,1,-0.6873837095212807,-0.6873837095212806
2016-03-12,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,-1.0311383093305904,-0.8870766957650582,0.0,0.9793817895454879,-1.201036400794144,1,3.0,1,1,-0.4998316538277171,-0.499831653827717
2016-03-13,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,-0.8191872244856417,-0.6065565289348391,0.0,-0.4467958593333871,-0.9482437082066704,1,6.0,1,1,-1.0920354077866994,-1.0920354077866994
2016-03-14,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,-0.9753617080556038,-1.307856946010387,0.0,-1.4067231230018609,-0.651487069082245,1,10.0,1,1,-1.31814956838922,-1.31814956838922
2016-03-15,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-0.8638085055056308,-0.8978659329508358,0.0,0.65026387057344,-0.8822977884012427,1,10.0,1,1,-1.0467124143547435,-1.0467124143547435
2016-03-16,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,-0.8191872244856417,-0.5633995801917285,0.0,-0.25481040659969234,-1.0471625879148123,1,4.0,1,1,-0.9585704602771276,-0.9585704602771274
2016-03-17,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,-0.33950845352075787,0.04079770221182031,0.0,1.6376176274895844,-0.673469042350721,1,7.0,1,1,-0.9117450471733941,-0.9117450471733939
2016-03-19,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,-0.09409140791081716,-0.04551619527440103,0.0,-0.8581932580484473,-0.04698280419915605,1,8.0,1,1,-0.5238703685761578,-0.5238703685761577
2016-03-20,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,-0.5179935776007146,-0.5202426314486178,1.0,-0.17253092685668034,-0.28878451015239176,1,6.0,1,1,-0.7334579127891253,-0.7334579127891252
2016-03-21,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,-0.6741680611706768,-0.638924240492172,1.0,1.3084997085175363,-0.695451015619197,1,3.0,1,1,-1.173166070062687,-1.1731660700626867
2016-03-22,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-0.6407021004056849,-0.3152471249188425,0.0,1.692470613984926,-1.0251806146463365,1,8.0,1,1,-1.04270596189667,-1.0427059618966699
2016-03-23,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,-0.42875101556073614,-0.0023592465312901713,0.0,1.1987937355268536,-0.662478055716483,1,1.0,1,1,-0.9427950537234633,-0.9427950537234632
2016-03-25,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,-0.9753617080556038,-0.8978659329508358,0.0,0.23886647185837984,-0.9152707483039566,1,13.0,1,1,-0.40467840794847254,-0.4046784079484725
2016-03-26,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,-0.9195851067806173,-0.6281350033063944,0.0,1.0616612692885001,-1.1790544275256682,1,5.0,1,1,-0.41043768335695313,-0.4104376833569531
2016-03-27,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,-0.6518574206606821,-0.4339287339623965,0.0,0.4034254313444038,-0.8493248284985287,1,5.0,1,1,-0.9620761061779418,-0.9620761061779417
2016-03-28,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,-0.6853233814256741,-0.6281350033063944,0.0,0.2937194583537212,-0.662478055716483,1,2.0,1,1,-1.0780128241834424,-1.0780128241834424
2016-03-29,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-0.48452761683572265,-0.28287941336150946,0.0,0.7873963368117934,-0.7833789086931008,1,1.0,1,1,-0.8063252668703363,-0.8063252668703362
2016-03-30,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,-0.17217864969579838,-0.12104085557484456,0.0,0.6228373773257694,-0.4646402963001994,1,12.0,1,1,-0.8907111717685084,-0.8907111717685083
2016-03-31,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,0.07323839591414233,0.2673716831131513,0.0,0.65026387057344,-0.1459016839072979,1,7.0,1,1,-0.8554043094817361,-0.855404309481736
2016-04-01,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,-0.11640204842081188,-0.5310318686343954,0.0,-1.4067231230018609,0.1508549552171275,1,2.0,1,1,-0.6508248308413603,-0.6508248308413602
2016-04-02,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,0.1401703174441259,0.21342549718426299,0.0,0.3211459516013918,0.09590002204593757,1,1.0,1,1,-0.6678522537881726,-0.6678522537881725
2016-04-03,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,0.2182575592291073,0.08395465095493117,0.0,-1.4067231230018609,0.3157197547306972,1,9.0,1,1,-1.1866878471086848,-1.1866878471086846
2016-04-05,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-0.11640204842081188,-0.11025161838906675,0.0,0.01945452587701445,-0.06896477746763213,1,8.0,1,1,-1.0957914569661433,-1.095791456966143
2016-04-07,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,0.006306474384158373,-0.05630543246017846,0.0,-1.4067231230018609,0.2387828482910314,1,10.0,1,1,-1.1441192897416543,-1.1441192897416543
2016-04-08,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,-0.004848845870838886,-0.08867314401751152,0.0,-0.9404727377914593,0.029954102240509733,1,2.0,1,1,-0.5912288505275177,-0.5912288505275176
2016-04-10,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,0.15132563769912336,0.1594793112553747,0.0,-1.297017150011178,0.09590002204593757,1,11.0,1,1,-1.0737559684467393,-1.0737559684467393
2016-04-12,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,-0.3952850547957444,-0.09946238120328932,0.0,1.2810732152698658,-0.8713068017670046,1,5.0,1,1,-1.158392276623541,-1.1583922766235408
2016-04-14,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,0.3298107617790803,0.6234165102438141,0.0,0.5679843908304281,0.3486927146334112,1,9.0,1,1,-1.038449106159967,-1.038449106159967
2016-04-16,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,0.06208307565914487,0.558681087129148,0.0,1.6650441207372548,-0.4426583230317234,1,6.0,1,1,-0.40517921450573174,-0.40517921450573163
2016-04-21,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,0.006306474384158373,-0.41235025959084126,0.0,-1.4067231230018609,0.3816656745361252,1,20.0,1,1,-1.0677462897596293,-1.067746289759629
2016-04-24,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,0.26287884024909636,0.36447481778515006,0.0,0.129160498867697,0.32671074136493533,1,10.0,1,1,-1.0887801651645148,-1.0887801651645146
2016-04-25,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,0.38558736305406677,0.558681087129148,0.0,0.2662929651060504,0.17283692848560356,1,1.0,1,1,-1.2730769782358937,-1.2730769782358935
2016-04-27,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,0.28518948075909084,0.11632236251226384,0.0,-1.4067231230018609,0.5685124473181709,1,9.0,1,1,-0.9796043356820132,-0.979604335682013
2016-04-29,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,-0.3060424927557659,-0.36919331084773077,1.0,-0.3370898863427044,-0.34373944332358153,1,9.0,1,1,-0.5681917488935954,-0.5681917488935952
2016-05-04,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,0.5529171668790263,0.48315642682870447,1.0,2.076441519452315,0.46959356761002896,1,22.0,1,1,-0.8015676045763741,-0.801567604576374
2016-05-05,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,0.6086937681540128,0.558681087129148,1.0,1.6376176274895844,0.502566527512743,1,7.0,1,1,-0.9923749028921223,-0.9923749028921222
2016-05-06,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,0.12901499718912882,-0.04551619527440103,0.0,-1.4067231230018609,0.44761159434155307,1,7.0,1,1,-1.1458721126920615,-1.1458721126920615
2016-05-08,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,0.45251928458405033,0.6881519333584798,0.0,1.7473236004802672,-0.00301885766220409,1,9.0,1,1,-1.0602341914007414,-1.0602341914007414
2016-05-10,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,0.3075001212690854,-0.023937720902845412,0.0,-1.4067231230018609,0.5135575141469809,1,5.0,1,1,-1.3246600536335893,-1.3246600536335893
2016-05-11,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,0.3186554415240828,0.07316541376915336,0.0,-1.297017150011178,0.27175580819374545,1,3.0,1,1,-1.1353551749896187,-1.1353551749896185
2016-05-12,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,0.38558736305406677,0.7313088821015906,0.0,2.0490150262046445,-0.04698280419915605,1,4.0,1,1,-1.0154120045260446,-1.0154120045260446
2016-05-13,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,0.6310044086640073,0.7528873564731459,0.0,1.8570295734709499,0.2387828482910314,1,1.0,1,1,-0.6598393488720257,-0.6598393488720256
2016-05-14,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,0.7425576112139802,0.9255151514455882,0.0,1.7747500937279377,0.46959356761002896,1,1.0,1,1,-0.4998316538277171,-0.499831653827717
2016-05-15,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,0.7648682517239748,0.8607797283309225,0.0,0.8422493233071345,0.7223862601975024,1,1.0,1,1,-1.1123180733556963,-1.112318073355696
2016-05-16,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,0.6198490884090099,0.9255151514455882,0.0,-0.7484872850577646,0.28274679482798337,1,2.0,1,1,-1.4255725749213146,-1.4255725749213144
2016-05-17,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,0.19594691871911238,0.40763176652826094,0.0,1.171367242279183,0.10689100868017572,1,2.0,1,1,-1.2540463290600448,-1.2540463290600445
2016-05-18,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,0.4859852453490423,0.9578828630029212,0.0,2.2135739856906684,-0.1129287240045839,1,10.0,1,1,-1.0519708832059649,-1.0519708832059649
2016-05-19,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,0.7537129314689773,0.9902505745602543,0.0,1.6376176274895844,0.4805845542442669,1,2.0,1,1,-1.043457171732559,-1.0434571717325587
2016-05-20,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,0.7983342124889667,1.0549859976749205,0.0,0.814822830059464,0.7223862601975024,1,2.0,1,1,-0.6593385423147665,-0.6593385423147664
2016-05-21,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,0.8094895327439638,1.1305106579753639,0.0,2.1312945059476567,0.46959356761002896,1,6.0,1,1,-0.38539735549399406,-0.38539735549399395
2016-05-22,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,0.7871788922339693,0.9255151514455882,0.0,1.9393090532139616,0.579503433952409,1,5.0,1,1,-1.1163245258137697,-1.1163245258137697
2016-05-23,air_1f7f8fa557bc0d55,0,1,0,0,0,0,0,1.0102852973339154,1.1844568439042522,0.0,1.7198971072325966,0.6344583671235988,1,1.0,1,1,-1.3173983585533313,-1.317398358553331
2016-05-24,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,0.9768193365689233,1.1412998951611413,0.0,1.0616612692885001,0.7773411933686923,1,4.0,1,1,-1.206720109399052,-1.206720109399052
2016-05-25,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,0.8541108137639533,0.5802595615007032,0.0,-1.4067231230018609,0.8872510597110721,1,2.0,1,1,-1.002891840594565,-1.002891840594565
2016-05-27,air_1f7f8fa557bc0d55,1,0,0,0,0,0,0,0.8987320947839423,0.8931474398882555,0.0,0.732543350316452,0.9312150062480242,1,7.0,1,1,-0.6756147554256898,-0.6756147554256897
2016-05-28,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,0.5752278073890208,0.28895015748470654,0.0,-1.3792966297541902,0.6894133002947888,1,6.0,1,1,-0.48180261776638655,-0.48180261776638644
2016-05-29,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,0.6310044086640073,0.8284120167735894,0.0,-0.09025144711366836,0.6344583671235988,1,4.0,1,1,-0.9828595783041979,-0.9828595783041977
2016-05-31,air_1f7f8fa557bc0d55,0,0,0,0,0,1,0,0.9991299770789183,1.0226182861175874,0.0,1.006808282793159,0.8872510597110721,1,4.0,1,1,-1.078263227462072,-1.0782632274620718
2016-06-01,air_1f7f8fa557bc0d55,0,0,0,0,0,0,1,0.6310044086640073,0.5802595615007032,0.0,0.7873963368117934,0.6014854072208848,1,3.0,1,1,-1.0992971028669576,-1.0992971028669574
2016-06-02,air_1f7f8fa557bc0d55,0,0,0,0,1,0,0,0.4636746048390478,0.4507887152713714,0.0,1.7747500937279377,0.43662060770731514,1,6.0,1,1,-1.0389499127172261,-1.0389499127172261
2016-06-04,air_1f7f8fa557bc0d55,0,0,1,0,0,0,0,0.6533150491740018,0.6018380358722585,0.0,-1.0227522175344714,0.5245485007812188,1,5.0,1,1,-0.5601788439774484,-0.5601788439774483
2016-06-05,air_1f7f8fa557bc0d55,0,0,0,1,0,0,0,0.4636746048390478,0.4615779524571492,0.0,-0.4193693660857164,0.5355394874154568,1,7.0,1,1,-1.1451209028561726,-1.1451209028561726
