visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Karaoke/Party,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-24,air_c8fe396d6c46275d,0,0,0,1,0,0,0,1.0414604182773084,1.1667032067349907,0.0,2.3705502821070663,1.0187458310558055,1,28.0,1,1,-0.408218916750177,-0.4082189167501769
2016-07-25,air_c8fe396d6c46275d,0,1,0,0,0,0,0,1.0872650294270254,1.1066165853055094,0.0,2.0569383570018904,1.0742579512362311,1,11.0,1,1,-1.038477471812136,-1.038477471812136
2016-07-26,air_c8fe396d6c46275d,0,0,0,0,0,1,0,1.1788742517264592,1.192454615919054,0.0,1.4819831609757348,1.0742579512362311,1,11.0,1,1,-0.32232462328221057,-0.32232462328221045
2016-07-27,air_c8fe396d6c46275d,0,0,0,0,0,0,1,1.0414604182773084,0.7460968567286222,0.0,-1.1575838753261611,1.2500463318075778,1,23.0,1,1,-0.12300581408090377,-0.1230058140809037
2016-07-28,air_c8fe396d6c46275d,0,0,0,0,1,0,0,1.243000707336063,1.080865176121446,0.0,-1.079180894049867,1.3610705721684289,1,8.0,1,1,0.0976030336722921,0.09760303367229217
2016-07-29,air_c8fe396d6c46275d,1,0,0,0,0,0,0,1.2796443962558361,1.1667032067349907,0.0,-1.1575838753261611,1.425834712378925,1,15.0,1,1,1.2729599895886536,1.2729599895886536
2016-07-30,air_c8fe396d6c46275d,0,0,1,0,0,0,0,1.4078973074750438,1.3383792679620798,0.0,-0.6610316605762995,1.5461109727698465,1,26.0,1,1,1.3889539927334287,1.388953992733429
2016-07-31,air_c8fe396d6c46275d,0,0,0,1,0,0,0,1.4811846853145907,1.5100553291891692,0.0,0.27980411473922784,1.4535907724691377,1,26.0,1,1,-0.36417056112557883,-0.3641705611255788
2016-08-01,air_c8fe396d6c46275d,0,1,0,0,0,0,0,1.581954829843968,1.57014195061865,0.0,0.3843414231076198,1.6293791530404844,1,1.0,1,1,-1.0920696378220638,-1.0920696378220638
2016-08-02,air_c8fe396d6c46275d,0,0,0,0,0,1,0,1.4537019186247608,1.4070496924529154,0.0,1.2467742171468528,1.5276069327097046,1,1.0,1,1,-0.7433534891273281,-0.7433534891273281
2016-08-03,air_c8fe396d6c46275d,0,0,0,0,0,0,1,1.4445409963948173,1.467136313882397,0.0,-0.2951510812869278,1.58311905289013,1,11.0,1,1,-0.3010345847303214,-0.30103458473032135
2016-08-04,air_c8fe396d6c46275d,0,0,0,0,1,0,0,1.4353800741648737,1.4328011016369793,0.0,0.7240876753048935,1.4998508726194921,1,9.0,1,1,-0.17586384083042159,-0.17586384083042153
2016-08-05,air_c8fe396d6c46275d,1,0,0,0,0,0,0,1.3071271629456664,1.209622222041763,0.0,0.8024906565811873,1.2963064319579323,1,16.0,1,1,0.8625761430194805,0.8625761430194806
2016-08-06,air_c8fe396d6c46275d,0,0,1,0,0,0,0,1.2796443962558361,1.4499687077596877,0.0,2.1614756653702822,1.1390220914467273,1,37.0,1,1,0.6232467441258304,0.6232467441258305
2016-08-07,air_c8fe396d6c46275d,0,0,0,1,0,0,0,1.5269892964643075,1.6130609659254223,0.0,2.3182816279228704,1.2963064319579323,1,26.0,1,1,-0.5590845347644258,-0.5590845347644257
2016-08-08,air_c8fe396d6c46275d,0,1,0,0,0,0,0,1.581954829843968,1.5014715261278146,0.0,1.7171921048046166,1.58311905289013,1,1.0,1,1,-1.0737161563118145,-1.0737161563118145
2016-08-09,air_c8fe396d6c46275d,0,0,0,0,0,1,0,1.2613225517959497,1.1495356006122819,0.0,0.985430946225873,1.2778023918977905,1,15.0,1,1,-0.2514801846526485,-0.25148018465264843
2016-08-10,air_c8fe396d6c46275d,0,0,0,0,0,0,1,1.197196096186346,1.098032782244155,0.0,1.6910577777125189,1.3055584519880032,1,20.0,1,1,0.7407090257914255,0.7407090257914256
2016-08-11,air_c8fe396d6c46275d,0,0,0,0,1,0,0,1.2979662407157229,1.3812982832688523,1.0,1.7433264318967145,1.157526131506869,1,32.0,1,1,0.4338388149400582,0.43383881494005827
2016-08-12,air_c8fe396d6c46275d,1,0,0,0,0,0,0,1.3620926963253268,1.467136313882397,0.0,1.4558488338836368,1.2500463318075778,1,26.0,1,1,0.006202695751250883,0.006202695751250952
2016-08-13,air_c8fe396d6c46275d,0,0,1,0,0,0,0,1.3712536185552702,1.4757201169437515,1.0,2.213744319554478,1.3148104720180744,1,13.0,1,1,0.1702828204528791,0.17028282045287918
2016-08-14,air_c8fe396d6c46275d,0,0,0,1,0,0,0,1.3895754630151569,1.3727144802074975,1.0,2.213744319554478,1.2592983518376488,1,36.0,1,1,-0.8542085174492335,-0.8542085174492335
2016-08-15,air_c8fe396d6c46275d,0,1,0,0,0,0,0,1.4262191519349305,1.398465889391561,1.0,-0.03380781036594798,1.5368589527397756,1,19.0,1,1,-1.3739791138194921,-1.3739791138194921
2016-08-16,air_c8fe396d6c46275d,0,0,0,0,0,1,0,1.3712536185552702,1.2182060251031175,0.0,-0.7917032960367894,1.4628427924992085,1,13.0,1,1,-1.257618041044512,-1.257618041044512
2016-08-17,air_c8fe396d6c46275d,0,0,0,0,0,0,1,1.1880351739564023,0.892021508771648,0.0,-1.1575838753261611,1.3888266322586411,1,10.0,1,1,-0.7609728313771674,-0.7609728313771673
2016-08-18,air_c8fe396d6c46275d,0,0,0,0,1,0,0,1.3987363852451002,1.4070496924529154,0.0,0.6195503669365015,1.3518185521383579,1,4.0,1,1,-0.4886071657650687,-0.48860716576506863
2016-08-19,air_c8fe396d6c46275d,1,0,0,0,0,0,0,1.3804145407852135,1.2525412373485352,0.0,-1.105315221141965,1.425834712378925,1,33.0,1,1,0.826236249629187,0.8262362496291871
2016-08-20,air_c8fe396d6c46275d,0,0,1,0,0,0,0,1.2979662407157229,1.1752870097963453,0.0,-1.105315221141965,1.4905988525894212,1,11.0,1,1,0.7102422464844118,0.7102422464844119
2016-08-21,air_c8fe396d6c46275d,0,0,0,1,0,0,0,1.417058229704987,1.3812982832688523,0.0,0.04459517091034591,1.4998508726194921,1,20.0,1,1,-0.7488595335804029,-0.7488595335804029
2016-08-22,air_c8fe396d6c46275d,0,1,0,0,0,0,0,1.3437708518654399,1.029362357753319,0.0,-1.1575838753261611,1.5461109727698465,1,8.0,1,1,-1.9216470020853296,-1.9216470020853293
2016-08-23,air_c8fe396d6c46275d,0,0,0,0,0,1,0,1.2338397851061194,1.1495356006122819,0.0,-0.19061377291853576,1.3148104720180744,1,13.0,1,1,-0.552477281420736,-0.5524772814207359
2016-08-24,air_c8fe396d6c46275d,0,0,0,0,0,0,1,1.270483474025893,1.3469630710234344,0.0,1.6910577777125189,1.1390220914467273,1,4.0,1,1,-0.36490470038598877,-0.3649047003859887
2016-08-25,air_c8fe396d6c46275d,0,0,0,0,1,0,0,1.3254490074055532,1.3898820863302068,0.0,1.9524010486334986,1.1852821915970817,1,1.0,1,1,-0.23716446907465405,-0.237164469074654
2016-08-26,air_c8fe396d6c46275d,1,0,0,0,0,0,0,1.032299496047365,1.0121947516306102,0.0,-1.1314495482340632,1.0557539111760894,1,6.0,1,1,1.1202590234233798,1.12025902342338
2016-08-27,air_c8fe396d6c46275d,0,0,1,0,0,0,0,1.0139776515874783,0.9778595393851925,0.0,2.1092070111860863,0.8799655306047426,1,54.0,1,1,1.1822937909280222,1.1822937909280224
2016-08-28,air_c8fe396d6c46275d,0,0,0,1,0,0,0,1.032299496047365,1.1237841914282183,0.0,1.534251815159931,0.8522094705145299,1,33.0,1,1,-0.20633062013743533,-0.20633062013743528
2016-08-29,air_c8fe396d6c46275d,0,1,0,0,0,0,0,1.5178283742343643,1.6302285720481315,0.0,1.8739980673572045,1.2500463318075778,1,18.0,1,1,-1.3592963286112927,-1.3592963286112927
2016-08-30,air_c8fe396d6c46275d,0,0,0,0,0,1,0,1.6369203632236284,1.5529743444959414,0.0,0.25366978764712994,1.6478831931006261,1,19.0,1,1,-0.57853922516529,-0.5785392251652899
2016-08-31,air_c8fe396d6c46275d,0,0,0,0,0,0,1,1.3620926963253268,1.3126278587780165,0.0,0.22753546055503182,1.4628427924992085,1,3.0,1,1,-0.15530794153894245,-0.15530794153894237
2016-09-01,air_c8fe396d6c46275d,0,0,0,0,1,0,0,1.5178283742343643,1.5615581475572962,0.0,1.194505562962657,1.4628427924992085,1,17.0,1,1,-0.5429334710354065,-0.5429334710354063
2016-09-02,air_c8fe396d6c46275d,1,0,0,0,0,0,0,1.3712536185552702,1.4928877230664601,0.0,-0.11221079164224187,1.3795746122285706,1,16.0,1,1,0.6430685041568995,0.6430685041568996
2016-09-03,air_c8fe396d6c46275d,0,0,1,0,0,0,0,1.3071271629456664,1.1495356006122819,0.0,0.1752668063708358,1.4720948125292794,1,44.0,1,1,1.2164312665370858,1.216431266537086
2016-09-04,air_c8fe396d6c46275d,0,0,0,1,0,0,0,1.243000707336063,1.1495356006122819,0.0,-0.08607646455014399,1.416582692348854,1,17.0,1,1,-0.6827870001435057,-0.6827870001435056
2016-09-05,air_c8fe396d6c46275d,0,1,0,0,0,0,0,1.3254490074055532,1.2782926465325988,0.0,1.1422369087784614,1.3703225921984996,1,1.0,1,1,-1.2697313388412763,-1.2697313388412763
2016-09-06,air_c8fe396d6c46275d,0,0,0,0,0,1,0,1.2888053184857797,1.0465299638760284,0.0,-1.1575838753261611,1.4905988525894212,1,12.0,1,1,-0.57853922516529,-0.5785392251652899
2016-09-07,air_c8fe396d6c46275d,0,0,0,0,0,0,1,1.2246788628761762,1.269708843471244,0.0,0.20140113346293392,1.2592983518376488,1,7.0,1,1,-0.4834681909421989,-0.48346819094219884
2016-09-08,air_c8fe396d6c46275d,0,0,0,0,1,0,0,0.8490810514484972,0.7031778414218499,0.0,-1.053046566957769,0.8614614905446005,1,13.0,1,1,-0.3384756870112299,-0.3384756870112298
2016-09-09,air_c8fe396d6c46275d,1,0,0,0,0,0,0,0.7941155180688368,0.7031778414218499,0.0,-1.1575838753261611,0.7781933102739627,1,6.0,1,1,0.9550776898311367,0.9550776898311367
2016-09-10,air_c8fe396d6c46275d,0,0,1,0,0,0,0,0.8582419736784408,0.8061834781581034,0.0,-0.8178376231288873,0.9632337108753805,1,14.0,1,1,1.4550265261703261,1.4550265261703261
2016-09-11,air_c8fe396d6c46275d,0,0,0,1,0,0,0,0.8307592069886105,0.7718482659126854,0.0,0.985430946225873,0.9077215906949551,1,18.0,1,1,-0.2511131150224435,-0.25111311502244343
2016-09-12,air_c8fe396d6c46275d,0,1,0,0,0,0,0,0.821598284758667,0.8233510842808123,0.0,1.0376996004100694,0.7781933102739627,1,6.0,1,1,-1.2488083699195922,-1.2488083699195922
2016-09-13,air_c8fe396d6c46275d,0,0,0,0,0,1,0,0.8857247403682706,0.7546806597899766,0.0,-0.8178376231288873,1.0465018911460184,1,10.0,1,1,-0.7400498624554833,-0.7400498624554832
2016-09-14,air_c8fe396d6c46275d,0,0,0,0,0,0,1,0.9223684292880444,0.8405186904035211,0.0,-0.32128540837902564,1.000241790995664,1,15.0,1,1,-0.3520572633288143,-0.35205726332881426
2016-09-15,air_c8fe396d6c46275d,0,0,0,0,1,0,0,0.9681730404377613,0.9778595393851925,0.0,0.25366978764712994,1.000241790995664,1,6.0,1,1,-0.03307375468068249,-0.033073754680682424
2016-09-16,air_c8fe396d6c46275d,1,0,0,0,0,0,0,1.0781041071970818,1.1752870097963453,0.0,1.089968254594265,0.8799655306047426,1,9.0,1,1,0.8882710171338294,0.8882710171338295
2016-09-17,air_c8fe396d6c46275d,0,0,1,0,0,0,0,0.8124373625287239,0.7632644628513311,0.0,-0.21674810001063377,0.7596892702138209,1,24.0,1,1,1.3423361496973958,1.3423361496973958
2016-09-18,air_c8fe396d6c46275d,0,0,0,1,0,0,0,0.555931540090309,0.45424755264257044,0.0,-1.105315221141965,0.6116569497326867,1,37.0,1,1,0.18533267529128347,0.18533267529128356
2016-09-19,air_c8fe396d6c46275d,0,1,0,0,0,0,0,0.5192878511705354,0.5315017801947607,1.0,0.12299815218664004,0.5283887694620486,1,17.0,1,1,-1.2517449269612322,-1.2517449269612322
2016-09-20,air_c8fe396d6c46275d,0,0,0,0,0,1,0,0.6292189179298562,0.7804320689740399,0.0,0.8547593107653834,0.33409634883056,1,14.0,1,1,-1.7271000980766875,-1.7271000980766875
2016-09-21,air_c8fe396d6c46275d,0,0,0,0,0,0,1,0.6475407623897429,0.7460968567286222,0.0,1.8217294131730086,0.5468928095221905,1,14.0,1,1,0.38942338968525503,0.38942338968525514
2016-09-22,air_c8fe396d6c46275d,0,0,0,0,1,0,0,0.656701684619686,0.6173398108083054,1.0,-0.34741973547112365,0.500632709371836,1,29.0,1,1,-0.26469469134002793,-0.2646946913400279
2016-09-23,air_c8fe396d6c46275d,1,0,0,0,0,0,0,0.6475407623897429,0.4199123403971527,0.0,-1.1575838753261611,0.8614614905446005,1,6.0,1,1,0.20809099236399253,0.20809099236399262
2016-09-24,air_c8fe396d6c46275d,0,0,1,0,0,0,0,0.8582419736784408,0.969275736323838,0.0,0.8024906565811873,0.6764210899431828,1,32.0,1,1,1.1198919537931749,1.1198919537931749
2016-09-25,air_c8fe396d6c46275d,0,0,0,1,0,0,0,1.0689431849671382,1.1752870097963453,0.0,1.4558488338836368,0.9539816908453095,1,14.0,1,1,-0.34655121887573953,-0.3465512188757395
2016-09-26,air_c8fe396d6c46275d,0,1,0,0,0,0,0,1.0139776515874783,1.1066165853055094,0.0,1.664923450620421,0.8614614905446005,1,4.0,1,1,-1.0245288258643466,-1.0245288258643466
2016-09-27,air_c8fe396d6c46275d,0,0,0,0,0,1,0,0.9773339626677046,1.158119403673636,0.0,0.6195503669365015,0.7874453303040337,1,14.0,1,1,-0.4118896130522268,-0.41188961305222677
2016-09-28,air_c8fe396d6c46275d,0,0,0,0,0,0,1,0.8948856625982142,0.8748539026489391,0.0,-0.9223749314972792,0.8984695706648843,1,19.0,1,1,-0.29883216694909154,-0.2988321669490914
2016-09-29,air_c8fe396d6c46275d,0,0,0,0,1,0,0,0.6292189179298562,0.5486693863174696,0.0,0.12299815218664004,0.7041771500333955,1,11.0,1,1,-0.17953453713247144,-0.1795345371324714
2016-09-30,air_c8fe396d6c46275d,1,0,0,0,0,0,0,0.6750235290795731,0.8233510842808123,0.0,1.5081174880678327,0.33409634883056,1,28.0,1,1,1.1870656961206871,1.1870656961206871
2016-10-01,air_c8fe396d6c46275d,0,0,1,0,0,0,0,0.7666327513790069,0.9006053118330023,0.0,1.5603861422520289,0.6394130098228994,1,13.0,1,1,1.2204690324693408,1.2204690324693408
2016-10-02,air_c8fe396d6c46275d,0,0,0,1,0,0,0,0.8399201292185537,1.0121947516306102,0.0,1.1683712358705591,0.5746488696124031,1,17.0,1,1,-0.40161166340648724,-0.4016116634064872
2016-10-03,air_c8fe396d6c46275d,0,1,0,0,0,0,0,0.8124373625287239,0.7203454475445588,0.0,-1.1575838753261611,0.8707135105746716,1,5.0,1,1,-1.4639111732197134,-1.4639111732197134
2016-10-04,air_c8fe396d6c46275d,0,0,0,0,0,1,0,0.5742533845501957,0.651675023053723,0.0,0.7502220023969914,0.5839008896424739,1,20.0,1,1,-0.6369032963678826,-0.6369032963678825
2016-10-05,air_c8fe396d6c46275d,0,0,0,0,0,0,1,0.3727130954914413,0.3426581128449624,0.0,0.4888787314760116,0.44512058919141057,1,19.0,1,1,-0.8035529084809456,-0.8035529084809456
2016-10-06,air_c8fe396d6c46275d,0,0,0,0,1,0,0,0.3177475621117809,0.2911552944768358,0.0,0.1752668063708358,0.27858422865013466,1,6.0,1,1,-0.3406781047924598,-0.34067810479245975
2016-10-07,air_c8fe396d6c46275d,1,0,0,0,0,0,0,0.15285096197280007,0.15381444549516432,0.0,-0.24288242710273178,0.25082816855992196,1,18.0,1,1,0.8115534644209876,0.8115534644209876
2016-10-08,air_c8fe396d6c46275d,0,0,1,0,0,0,0,0.3727130954914413,0.30832290059954465,0.0,-1.1314495482340632,0.32484432880048913,1,25.0,1,1,1.0582242559187374,1.0582242559187376
2016-10-09,air_c8fe396d6c46275d,0,0,0,1,0,0,0,0.3360694065716678,0.32549050672225355,0.0,0.3843414231076198,0.2970882687102764,1,47.0,1,1,0.3552859140761915,0.35528591407619153
2016-10-10,air_c8fe396d6c46275d,0,1,0,0,0,0,0,-0.012045638166180907,-0.1809538738976595,1.0,-0.8962406044051813,0.11204786810885858,1,8.0,1,1,-0.7334426091117936,-0.7334426091117935
2016-10-11,air_c8fe396d6c46275d,0,0,0,0,0,1,0,0.18949465089257364,0.20531726386329122,0.0,0.04459517091034591,0.1398039281990713,1,11.0,1,1,-1.1166633030457978,-1.1166633030457978
2016-10-12,air_c8fe396d6c46275d,0,0,0,0,0,0,1,0.08872450636319629,-0.0006940096092158582,0.0,-0.19061377291853576,0.25082816855992196,1,10.0,1,1,-0.4221675626979664,-0.42216756269796635
2016-10-13,air_c8fe396d6c46275d,0,0,0,0,1,0,0,0.13452911751291322,0.1623982485565189,0.0,0.4366100772918156,0.14905594822914217,1,6.0,1,1,-0.3887642263493128,-0.38876422634931274
2016-10-14,air_c8fe396d6c46275d,1,0,0,0,0,0,0,0.12536819528296986,0.1194792332497466,0.0,1.534251815159931,0.06578776795850413,1,9.0,1,1,0.9649885698466713,0.9649885698466714
2016-10-15,air_c8fe396d6c46275d,0,0,1,0,0,0,0,0.18949465089257364,0.4714151587652793,0.0,1.4035801796994412,-0.11000061261284273,1,19.0,1,1,1.4190537024102374,1.4190537024102376
2016-10-16,air_c8fe396d6c46275d,0,0,0,1,0,0,0,0.5467706178603655,0.8147672812194576,0.0,1.089968254594265,0.26008018858999277,1,26.0,1,1,-0.433179651604116,-0.4331796516041159
2016-10-17,air_c8fe396d6c46275d,0,1,0,0,0,0,0,0.6292189179298562,0.5486693863174696,0.0,-1.1314495482340632,0.7411852301536792,1,8.0,1,1,-1.3325002456063288,-1.3325002456063288
2016-10-18,air_c8fe396d6c46275d,0,0,0,0,0,1,0,0.30858663988183754,0.22248486998600006,0.0,1.063833927502167,0.16755998828928398,1,13.0,1,1,-0.5499077940093011,-0.5499077940093011
2016-10-19,air_c8fe396d6c46275d,0,0,0,0,0,0,1,0.20781649535246036,0.44566374958121613,0.0,1.4558488338836368,-0.017480412312133826,1,6.0,1,1,-0.4162944486146867,-0.4162944486146866
2016-10-20,air_c8fe396d6c46275d,0,0,0,0,1,0,0,-0.13113762715544489,0.11089543018839203,0.0,-0.9746435856814751,-0.46157737375553654,1,10.0,1,1,-0.20119164531456554,-0.2011916453145655
2016-10-21,air_c8fe396d6c46275d,1,0,0,0,0,0,0,-0.35099976067408606,-0.4642193749223567,0.0,-1.0007779127735732,-0.37830919348489855,1,37.0,1,1,0.9877468869193803,0.9877468869193804
2016-10-22,air_c8fe396d6c46275d,0,0,1,0,0,0,0,-0.17694223830516181,-0.27537570757255864,0.0,-1.1575838753261611,-0.03598445237227562,1,19.0,1,1,1.5218331988676332,1.5218331988676332
2016-10-23,air_c8fe396d6c46275d,0,0,0,1,0,0,0,-0.25022961614470884,-0.23245669226578636,0.0,-0.059942137458045865,-0.20252081291355162,1,13.0,1,1,-0.1732943534189867,-0.17329435341898664
2016-10-24,air_c8fe396d6c46275d,0,1,0,0,0,0,0,-0.25022961614470884,-0.3354623290020398,0.0,-0.059942137458045865,-0.17476475282333898,1,4.0,1,1,-1.1702554690557254,-1.1702554690557254
2016-10-25,air_c8fe396d6c46275d,0,0,0,0,0,1,0,-0.07617209377578453,-0.026445418793279298,0.0,0.4104757501997177,-0.3598051534247568,1,14.0,1,1,-0.5139349702492126,-0.5139349702492125
2016-10-26,air_c8fe396d6c46275d,0,0,0,0,0,0,1,0.11620727305302651,0.4113285373357981,0.0,0.3059384418313257,0.010275647778078828,1,22.0,1,1,-0.13181548520582342,-0.13181548520582334
2016-10-27,air_c8fe396d6c46275d,0,0,0,0,1,0,0,-0.24106869391476551,-0.23245669226578636,0.0,0.04459517091034591,-0.15626071276319717,1,21.0,1,1,-0.11860097851844396,-0.1186009785184439
2016-10-28,air_c8fe396d6c46275d,1,0,0,0,0,0,0,-0.0944939382356714,-0.12945105552953276,0.0,-0.5042256980237115,-0.017480412312133826,1,17.0,1,1,0.8923087830660843,0.8923087830660843
2016-10-29,air_c8fe396d6c46275d,0,0,1,0,0,0,0,-0.45176990520346333,-0.5758088147199647,0.0,0.4366100772918156,-0.25803293309397696,1,23.0,1,1,1.6987607606264359,1.698760760626436
2016-10-30,air_c8fe396d6c46275d,0,0,0,1,0,0,0,-0.5708618941927274,-0.7560686790084084,0.0,-1.1575838753261611,-0.47082939378560745,1,12.0,1,1,-0.09217196514368506,-0.09217196514368499
2016-10-31,air_c8fe396d6c46275d,0,1,0,0,0,0,0,-0.45176990520346333,-0.3869651473701666,0.0,-1.079180894049867,-0.4985854538758201,1,26.0,1,1,-1.0047070658332773,-1.0047070658332773
2016-11-01,air_c8fe396d6c46275d,0,0,0,0,0,1,0,-0.5983446608825574,-0.7818200881924718,0.0,-1.1575838753261611,-0.3875612135149694,1,7.0,1,1,-0.7279365646587188,-0.7279365646587187
2016-11-02,air_c8fe396d6c46275d,0,0,0,0,0,0,1,-0.5800228164226706,-0.5758088147199647,0.0,-0.45195704383951557,-0.4985854538758201,1,10.0,1,1,0.39676478228935474,0.3967647822893548
2016-11-03,air_c8fe396d6c46275d,0,0,0,0,1,0,0,-0.6258274275723876,-0.790403891253826,1.0,-1.1575838753261611,-0.4893334338457493,1,12.0,1,1,-0.05619914138359654,-0.05619914138359647
2016-11-04,air_c8fe396d6c46275d,1,0,0,0,0,0,0,-0.5891837386526141,-0.7560686790084084,0.0,-1.079180894049867,-0.44307333369539476,1,7.0,1,1,0.06933867214650827,0.06933867214650835
2016-11-05,air_c8fe396d6c46275d,0,0,1,0,0,0,0,-0.680792960952048,-0.7474848759470538,0.0,-1.1575838753261611,-0.4893334338457493,1,16.0,1,1,1.2388225139795899,1.23882251397959
2016-11-06,air_c8fe396d6c46275d,0,0,0,1,0,0,0,-0.7632412610215383,-0.7818200881924718,0.0,-0.45195704383951557,-0.6281137342968126,1,30.0,1,1,-0.4856706087234288,-0.4856706087234287
2016-11-08,air_c8fe396d6c46275d,0,0,0,0,0,1,0,-0.3418388384441427,-0.1981214800203685,0.0,-1.1314495482340632,-0.37830919348489855,1,9.0,1,1,-1.0630711370358699,-1.0630711370358699
2016-11-09,air_c8fe396d6c46275d,0,0,0,0,0,0,1,-0.8548504833209722,-0.8333229065605984,0.0,-0.7917032960367894,-0.7113819145674506,1,16.0,1,1,-0.7642764580490122,-0.7642764580490122
2016-11-10,air_c8fe396d6c46275d,0,0,0,0,1,0,0,-0.7998849499413119,-0.841906709621953,0.0,-0.08607646455014399,-0.7113819145674506,1,16.0,1,1,-0.5076947865357279,-0.5076947865357279
