visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Chūō-ku Ginza,total_area_visitors,total_genre_visitors
2016-07-14,air_3d3a2b509180e798,0,0,0,0,1,0,0,1.1315558661654193,1.4407605907918029,0.0,-0.31572130898271544,0.9627629581161461,1,9.0,1,1,-0.2941656156613484,-0.2941656156613479
2016-07-15,air_3d3a2b509180e798,1,0,0,0,0,0,0,0.7051089033155282,0.41193089835696073,0.0,-1.3581307704843062,0.9297969727020879,1,12.0,1,1,0.8765428771328682,0.8765428771328687
2016-07-16,air_3d3a2b509180e798,0,0,1,0,0,0,0,0.9240951815357428,0.8396466131894232,0.0,-0.9304756067913459,0.8308990164599139,1,12.0,1,1,1.3242212118259398,1.3242212118259404
2016-07-19,air_3d3a2b509180e798,0,0,0,0,0,1,0,1.292914176432946,1.3714012856838358,0.0,0.29903298882591517,1.2264908414286104,1,18.0,1,1,-0.9267706796688596,-0.9267706796688591
2016-07-20,air_3d3a2b509180e798,0,0,0,0,0,0,1,1.17765824052757,1.0939640652519684,0.0,-0.12862217486704536,1.1825361942098664,1,27.0,1,1,-0.4509271517335085,-0.45092715173350795
2016-07-21,air_3d3a2b509180e798,0,0,0,0,1,0,0,0.659006528953378,0.44661055091094426,0.0,-1.3581307704843062,0.9188083108974018,1,19.0,1,1,-0.23264690410584354,-0.23264690410584302
2016-07-22,air_3d3a2b509180e798,1,0,0,0,0,0,0,0.6129041545912273,0.26165240395636574,0.0,-1.3581307704843062,0.8638650018739716,1,15.0,1,1,0.939543967280072,0.9395439672800725
2016-07-23,air_3d3a2b509180e798,0,0,1,0,0,0,0,0.7281600904966034,0.7702873080814565,0.0,-0.983932502252966,0.7979330310458558,1,2.0,1,1,1.251955255480618,1.2519552554806184
2016-07-25,air_3d3a2b509180e798,0,1,0,0,0,0,0,0.9932487430789682,0.8627663815587454,0.0,-1.144303188637826,0.9407856345067741,1,17.0,1,1,-1.1502392523674707,-1.1502392523674703
2016-07-26,air_3d3a2b509180e798,0,0,0,0,0,1,0,0.8895184007641299,0.8049669606354397,0.0,-1.3314023227534963,0.9737516199208319,1,24.0,1,1,-0.42720909426632586,-0.42720909426632536
2016-07-27,air_3d3a2b509180e798,0,0,0,0,0,0,1,0.970197555897893,0.7934070764507788,0.0,-1.2779454272918762,1.083638237967692,1,26.0,1,1,-0.22597620044319844,-0.2259762004431979
2016-07-28,air_3d3a2b509180e798,0,0,0,0,1,0,0,1.200709427708645,1.2326826754679026,0.0,0.03174851151781494,1.1825361942098664,1,62.0,1,1,-0.00324881704043675,-0.0032488170404362253
2016-07-29,air_3d3a2b509180e798,1,0,0,0,0,0,0,1.281388582842408,1.3829611698684972,0.0,1.7156407185588463,1.1385815469911222,1,11.0,1,1,1.1833952456145431,1.1833952456145436
2016-07-30,air_3d3a2b509180e798,0,0,1,0,0,0,0,1.281388582842408,1.4407605907918029,0.0,1.5285415844431764,1.0506722525536343,1,23.0,1,1,1.3005031543587573,1.3005031543587577
2016-08-01,air_3d3a2b509180e798,0,1,0,0,0,0,0,1.304439770023483,1.278922212206547,0.0,-0.8502902635989159,1.325388797670785,1,11.0,1,1,-1.204346070964481,-1.2043460709644804
2016-08-02,air_3d3a2b509180e798,0,0,0,0,0,1,0,1.1315558661654193,1.0361646443286627,0.0,-0.9037471590605358,1.0946268997723783,1,6.0,1,1,-0.8522811554359891,-0.8522811554359887
2016-08-03,air_3d3a2b509180e798,0,0,0,0,0,0,1,1.2352862084802578,1.3367216331298528,0.0,-0.2622644135210955,1.1935248560145524,1,14.0,1,1,-0.4057146046866916,-0.4057146046866911
2016-08-04,air_3d3a2b509180e798,0,0,0,0,1,0,0,1.3851189251572467,1.4523204749764642,0.0,0.9137872866345457,1.3034114740614127,1,7.0,1,1,-0.2793418297443593,-0.2793418297443588
2016-08-05,air_3d3a2b509180e798,1,0,0,0,0,0,0,1.4542724867004722,1.4985600117151088,0.0,1.5285415844431764,1.325388797670785,1,11.0,1,1,0.7690704292346969,0.7690704292346975
2016-08-06,air_3d3a2b509180e798,0,0,1,0,0,0,0,1.5003748610626226,1.5910390851923983,0.0,0.9939726298269759,1.4572527393270172,1,7.0,1,1,0.5274427187877742,0.5274427187877746
2016-08-08,air_3d3a2b509180e798,0,1,0,0,0,0,0,1.431221299519397,1.475440243345787,0.0,-0.12862217486704536,1.402309430303587,1,15.0,1,1,-1.1858163385682445,-1.185816338568244
2016-08-09,air_3d3a2b509180e798,0,0,0,0,0,1,0,1.823091481597675,1.9956350316555387,0.0,0.8068734957113054,1.446264077522331,1,23.0,1,1,-0.35568432721685334,-0.3556843272168528
2016-08-10,air_3d3a2b509180e798,0,0,0,0,0,0,1,1.5003748610626226,1.5679193168230758,0.0,-0.048436831674615086,1.479230062936389,1,20.0,1,1,0.6460330061236872,0.6460330061236876
2016-08-11,air_3d3a2b509180e798,0,0,0,0,1,0,0,1.292914176432946,1.348281517314514,1.0,-0.048436831674615086,1.3913207684989009,1,19.0,1,1,0.33621588045861434,0.33621588045861484
2016-08-12,air_3d3a2b509180e798,1,0,0,0,0,0,0,1.22376061488972,1.3251617489451915,0.0,0.11193385471024496,1.2814341504520406,1,15.0,1,1,-0.09552688437369408,-0.09552688437369357
2016-08-17,air_3d3a2b509180e798,0,0,0,0,0,0,1,1.4542724867004722,1.6025989693770588,0.0,1.314714002596696,1.1495702087958084,1,8.0,1,1,-0.8700696985363762,-0.8700696985363756
2016-08-18,air_3d3a2b509180e798,0,0,0,0,1,0,0,1.2468118020707952,1.2904820963912083,0.0,-1.0641178454453961,1.3913207684989009,1,15.0,1,1,-0.5950884697762278,-0.5950884697762273
2016-08-19,air_3d3a2b509180e798,1,0,0,0,0,0,0,1.3274909572045588,1.3714012856838358,0.0,0.48613212294158537,1.369343444889529,1,14.0,1,1,0.7323815590901488,0.7323815590901493
2016-08-20,air_3d3a2b509180e798,0,0,1,0,0,0,0,1.108504678984344,1.1055239494366298,0.0,-0.9304756067913459,1.2704454886473548,1,4.0,1,1,0.6152736503459347,0.6152736503459353
2016-08-22,air_3d3a2b509180e798,0,1,0,0,0,0,0,1.108504678984344,0.9090059182973903,0.0,-1.3581307704843062,1.1715475324051803,1,4.0,1,1,-2.041889975274367,-2.0418899752743664
2016-08-23,air_3d3a2b509180e798,0,0,0,0,0,1,0,1.2352862084802578,1.1517634861752741,0.0,-0.9037471590605358,1.2814341504520406,1,19.0,1,1,-0.6595719385151305,-0.65957193851513
2016-08-24,air_3d3a2b509180e798,0,0,0,0,0,0,1,1.200709427708645,1.2442425596525635,0.0,-0.8502902635989159,1.2045135178192385,1,9.0,1,1,-0.47019807342559433,-0.47019807342559383
2016-08-25,air_3d3a2b509180e798,0,0,0,0,1,0,0,1.373593331566709,1.417640822422481,0.0,1.8225545094820865,1.2045135178192385,1,6.0,1,1,-0.3412311359477889,-0.3412311359477884
2016-08-26,air_3d3a2b509180e798,1,0,0,0,0,0,0,1.408170112338322,1.4292007066071417,0.0,1.3681708980583158,1.2594568268426687,1,22.0,1,1,1.0292278720778563,1.0292278720778567
2016-08-27,air_3d3a2b509180e798,0,0,1,0,0,0,0,0.9471463687168179,0.7587274238967953,0.0,-1.3581307704843062,0.9957289435302042,1,31.0,1,1,1.0918583675771352,1.0918583675771358
2016-08-28,air_3d3a2b509180e798,0,0,0,1,0,0,0,0.7512112776776788,0.4812902034649278,0.0,-1.3581307704843062,0.9627629581161461,1,1.0,1,1,-0.31010118552211174,-0.31010118552211124
2016-08-29,air_3d3a2b509180e798,0,1,0,0,0,0,0,1.0969790853938068,1.1170838336212912,0.0,-0.6631911294832457,1.0506722525536343,1,13.0,1,1,-1.4741389746536833,-1.4741389746536826
2016-08-30,air_3d3a2b509180e798,0,0,0,0,0,1,0,1.0393511174411187,0.885886149928068,0.0,-1.1977600840994462,1.0946268997723783,1,14.0,1,1,-0.6858841585177862,-0.6858841585177857
2016-08-31,air_3d3a2b509180e798,0,0,0,0,0,0,1,1.2352862084802578,1.2326826754679026,0.0,1.6621838230972266,1.0946268997723783,1,19.0,1,1,-0.25858852946057453,-0.258588529460574
2016-09-01,air_3d3a2b509180e798,0,0,0,0,1,0,0,1.258337395661333,1.3945210540531585,0.0,1.341442450327506,1.0396835907489481,1,2.0,1,1,-0.6499364776690876,-0.649936477669087
2016-09-02,air_3d3a2b509180e798,1,0,0,0,0,0,0,1.22376061488972,1.0824041810673075,0.0,-0.048436831674615086,1.1495702087958084,1,19.0,1,1,0.5474548297757095,0.5474548297757099
2016-09-03,air_3d3a2b509180e798,0,0,1,0,0,0,0,1.281388582842408,1.3945210540531585,0.0,0.6197743615956355,1.325388797670785,1,17.0,1,1,1.126323669834135,1.1263236698341355
2016-09-05,air_3d3a2b509180e798,0,1,0,0,0,0,0,1.419695705928859,1.4523204749764642,0.0,1.2078002116734559,1.3473661212801569,1,10.0,1,1,-1.3837138805600495,-1.383713880560049
2016-09-06,air_3d3a2b509180e798,0,0,0,0,0,1,0,1.4657980802910098,1.3829611698684972,0.0,1.2078002116734559,1.4682414011317029,1,16.0,1,1,-0.6858841585177862,-0.6858841585177857
2016-09-07,air_3d3a2b509180e798,0,0,0,0,0,0,1,1.2698629892518707,1.1402036019906132,0.0,-0.7433764726756759,1.4132980921082727,1,9.0,1,1,-0.5899001447052816,-0.5899001447052811
2016-09-08,air_3d3a2b509180e798,0,0,0,0,1,0,0,1.1891838341181071,1.1517634861752741,0.0,-1.010660949983776,1.3363774594754707,1,9.0,1,1,-0.4435152587750139,-0.4435152587750134
2016-09-09,air_3d3a2b509180e798,1,0,0,0,0,0,0,1.258337395661333,1.3945210540531585,0.0,0.05847695924862486,1.1056155615770644,1,12.0,1,1,0.8624602805117285,0.862460280511729
2016-09-10,air_3d3a2b509180e798,0,0,1,0,0,0,0,1.2122350212991828,1.2442425596525635,0.0,-0.2622644135210955,1.1825361942098664,1,13.0,1,1,1.3672101909852084,1.3672101909852088
2016-09-12,air_3d3a2b509180e798,0,1,0,0,0,0,0,0.9932487430789682,0.8396466131894232,0.0,-1.2779454272918762,1.0946268997723783,1,14.0,1,1,-1.36258998562834,-1.3625899856283394
2016-09-13,air_3d3a2b509180e798,0,0,0,0,0,1,0,0.7512112776776788,0.4003710141722994,0.0,-1.3581307704843062,0.9737516199208319,1,15.0,1,1,-0.8489458036046666,-0.8489458036046661
2016-09-14,air_3d3a2b509180e798,0,0,0,0,0,0,1,0.8088392456303668,0.7124878871581508,0.0,-1.2779454272918762,0.885842325483344,1,6.0,1,1,-0.4572272607482289,-0.45722726074822834
2016-09-15,air_3d3a2b509180e798,0,0,0,0,1,0,0,0.9240951815357428,0.6893681187888282,0.0,-1.3314023227534963,1.0616609143583202,1,24.0,1,1,-0.13518051170164,-0.1351805117016395
2016-09-16,air_3d3a2b509180e798,1,0,0,0,0,0,0,0.7857880584492913,0.4581704350956052,0.0,-1.3581307704843062,1.028694928944262,1,33.0,1,1,0.7950120545894279,0.7950120545894285
2016-09-17,air_3d3a2b509180e798,0,0,1,0,0,0,0,1.062402304622194,1.0361646443286627,0.0,0.05847695924862486,0.9957289435302042,1,18.0,1,1,1.2534376340723168,1.2534376340723172
2016-09-20,air_3d3a2b509180e798,0,0,0,0,0,1,0,0.3478155020088629,-0.03890458484482393,0.0,-1.3581307704843062,0.5561824713427633,1,6.0,1,1,-1.845474811874261,-1.8454748118742603
2016-09-21,air_3d3a2b509180e798,0,0,0,0,0,0,1,0.4630714379142389,0.31945182487967144,0.0,-1.3314023227534963,0.5561824713427633,1,23.0,1,1,0.29137392805972223,0.29137392805972273
2016-09-23,air_3d3a2b509180e798,1,0,0,0,0,0,0,0.543750593048002,0.19229309884839907,0.0,-1.3581307704843062,0.7539783838271115,1,21.0,1,1,0.10830017198490645,0.10830017198490698
2016-09-24,air_3d3a2b509180e798,0,0,1,0,0,0,0,0.659006528953378,0.4003710141722994,0.0,-1.3581307704843062,0.907819649092716,1,20.0,1,1,1.0288572774299314,1.028857277429932
2016-09-26,air_3d3a2b509180e798,0,1,0,0,0,0,0,1.0739278982127312,1.1170838336212912,0.0,-0.5295488908291955,1.028694928944262,1,7.0,1,1,-1.136156655746331,-1.1361566557463305
2016-09-27,air_3d3a2b509180e798,0,0,0,0,0,1,0,1.0969790853938068,1.0824041810673075,0.0,-0.7433764726756759,1.1275928851864365,1,15.0,1,1,-0.5176341883599596,-0.517634188359959
2016-09-28,air_3d3a2b509180e798,0,0,0,0,0,0,1,1.200709427708645,1.1748832545445969,0.0,-0.7968333681372958,1.2594568268426687,1,21.0,1,1,-0.4034910367991433,-0.4034910367991427
2016-09-29,air_3d3a2b509180e798,0,0,0,0,1,0,0,0.9817231494884308,0.8627663815587454,0.0,-1.1710316363686362,1.00671760533489,1,28.0,1,1,-0.2830477762236066,-0.28304777622360605
2016-09-30,air_3d3a2b509180e798,1,0,0,0,0,0,0,0.6129041545912273,0.4928500876495887,0.0,-0.7166480249448658,0.6880464129989955,1,15.0,1,1,1.0966760980001566,1.0966760980001573
2016-10-01,air_3d3a2b509180e798,0,0,1,0,0,0,0,0.41696906355208824,0.15761344629441554,0.0,-1.3581307704843062,0.5561824713427633,1,9.0,1,1,1.130400210961307,1.1304002109613076
2016-10-03,air_3d3a2b509180e798,0,1,0,0,0,0,0,0.7627368712682162,0.7009280029734895,0.0,-1.3581307704843062,0.8308990164599139,1,10.0,1,1,-1.5797584493122308,-1.5797584493122303
2016-10-04,air_3d3a2b509180e798,0,0,0,0,0,1,0,1.0162999302600433,1.3367216331298528,0.0,0.29903298882591517,0.7869443692411696,1,15.0,1,1,-0.744808707537818,-0.7448087075378175
2016-10-05,air_3d3a2b509180e798,0,0,0,0,0,0,1,0.912569587945205,0.6893681187888282,0.0,-1.1710316363686362,0.9847402817255181,1,11.0,1,1,-0.9130586776956446,-0.9130586776956441
2016-10-06,air_3d3a2b509180e798,0,0,0,0,1,0,0,1.143081459755957,1.2558024438372248,0.0,0.8603303911729258,0.9737516199208319,1,12.0,1,1,-0.4457388266625623,-0.44573882666256176
2016-10-07,air_3d3a2b509180e798,1,0,0,0,0,0,0,0.6129041545912273,0.5159698560189109,0.0,0.19211919790267498,0.7100237366083675,1,16.0,1,1,0.7175577731731597,0.7175577731731603
2016-10-08,air_3d3a2b509180e798,0,0,1,0,0,0,0,0.5898529674101523,0.5622093927575558,0.0,-1.3046738750226863,0.6221144421708792,1,26.0,1,1,0.9665973765785771,0.9665973765785776
2016-10-11,air_3d3a2b509180e798,0,0,0,0,0,1,0,0.17493159815079892,-0.03890458484482393,0.0,-1.3046738750226863,0.4023412060771588,1,9.0,1,1,-1.2291759123754378,-1.2291759123754373
2016-10-12,air_3d3a2b509180e798,0,0,0,0,0,0,1,0.2095083789224114,0.31945182487967144,0.0,0.8336019434421154,0.12762466096000818,1,19.0,1,1,-0.5280108385018519,-0.5280108385018515
2016-10-13,air_3d3a2b509180e798,0,0,0,0,1,0,0,0.04815006865488518,-0.258542384353386,0.0,-1.3581307704843062,0.3034432498349847,1,16.0,1,1,-0.4942867255407017,-0.4942867255407012
2016-10-14,air_3d3a2b509180e798,1,0,0,0,0,0,0,-0.055580273659953244,-0.108263889952791,0.0,-0.2889928612519054,0.0067493811084619855,1,17.0,1,1,0.8724663360056961,0.8724663360056967
2016-10-15,air_3d3a2b509180e798,0,0,1,0,0,0,0,0.07120125583596029,0.26165240395636574,0.0,1.5285415844431764,-0.08115991332902608,1,4.0,1,1,1.330891915488585,1.3308919154885854
2016-10-17,air_3d3a2b509180e798,0,1,0,0,0,0,0,0.16340600456026116,-0.108263889952791,0.0,-1.3581307704843062,0.34739789705372864,1,10.0,1,1,-1.447085565355178,-1.4470855653551775
2016-10-18,air_3d3a2b509180e798,0,0,0,0,0,1,0,0.5552761866385393,0.6778082346041673,0.0,0.21884764563348513,0.4572845151005889,1,12.0,1,1,-0.6569777759796575,-0.6569777759796569
2016-10-19,air_3d3a2b509180e798,0,0,0,0,0,0,1,0.543750593048002,0.4003710141722994,0.0,-0.8502902635989159,0.6440917657802512,1,8.0,1,1,-0.5220813241350563,-0.5220813241350558
2016-10-20,air_3d3a2b509180e798,0,0,0,0,1,0,0,0.6705321225439153,0.8396466131894232,0.0,1.314714002596696,0.490250500514647,1,3.0,1,1,-0.30491286045116556,-0.30491286045116506
2016-10-21,air_3d3a2b509180e798,1,0,0,0,0,0,0,0.24408515969402425,0.11137390955577069,0.0,-0.048436831674615086,0.3144319116396707,1,24.0,1,1,0.8954432041770293,0.8954432041770298
2016-10-22,air_3d3a2b509180e798,0,0,1,0,0,0,0,0.07120125583596029,-0.24698250016872472,0.0,-1.3314023227534963,0.23751127900686841,1,12.0,1,1,1.434658416907509,1.4346584169075094
2016-10-24,air_3d3a2b509180e798,0,1,0,0,0,0,0,-0.13625942879371636,-0.15450342669143544,0.0,1.2612571071350762,-0.0701712515243401,1,16.0,1,1,-1.2832827309724482,-1.2832827309724477
2016-10-25,air_3d3a2b509180e798,0,0,0,0,0,1,0,-0.23998977110855477,-0.3741412261999975,0.0,-0.7166480249448658,-0.2789558258133746,1,11.0,1,1,-0.620659500483034,-0.6206595004830335
2016-10-26,air_3d3a2b509180e798,0,0,0,0,0,0,1,0.3478155020088629,0.6084489294962002,0.0,1.2078002116734559,0.0067493811084619855,1,7.0,1,1,-0.23487047199339192,-0.2348704719933914
2016-10-27,air_3d3a2b509180e798,0,0,0,0,1,0,0,0.3362899084183251,0.3310117090643328,0.0,0.6732312570572554,0.07268135193657808,1,7.0,1,1,-0.22152906466810168,-0.22152906466810118
2016-10-28,air_3d3a2b509180e798,1,0,0,0,0,0,0,-0.4474504557382316,-0.6515784466318649,0.0,-1.3581307704843062,-0.2679671640086886,1,24.0,1,1,0.7990885957166,0.7990885957166005
2016-10-29,air_3d3a2b509180e798,0,0,1,0,0,0,0,-0.0671058672504908,0.042014604447804034,0.0,-1.3581307704843062,-0.10313723693839824,1,8.0,1,1,1.6132850372072278,1.6132850372072285
2016-10-30,air_3d3a2b509180e798,0,0,0,1,0,0,0,-0.4820272365098443,-0.80185694103246,0.0,-1.3581307704843062,-0.32291047303211873,1,5.0,1,1,-0.19484625001752126,-0.19484625001752073
2016-10-31,air_3d3a2b509180e798,0,1,0,0,0,0,0,-0.20541299033694188,-0.15450342669143544,0.0,-0.31572130898271544,-0.3009331494227465,1,7.0,1,1,-1.1161445447583958,-1.116144544758395
2016-11-01,air_3d3a2b509180e798,0,0,0,0,0,1,0,-0.3091433326517803,-0.4666202996772868,0.0,-0.47609199536757557,-0.09214857513371226,1,18.0,1,1,-0.8367161802231506,-0.8367161802231501
2016-11-02,air_3d3a2b509180e798,0,0,0,0,0,0,1,-0.5972831724152202,-0.952135435433055,0.0,-1.3581307704843062,-0.43279709107897896,1,20.0,1,1,0.29878582101821677,0.2987858210182173
2016-11-04,air_3d3a2b509180e798,1,0,0,0,0,0,0,-0.23998977110855477,-0.18918307924541897,0.0,1.1008864207502156,-0.4437857528836649,1,23.0,1,1,-0.03178460493064083,-0.0317846049306403
2016-11-05,air_3d3a2b509180e798,0,0,1,0,0,0,0,-0.17083620956532922,-0.108263889952791,0.0,0.4594036752107752,-0.14709188415714236,1,16.0,1,1,1.1489299433575435,1.148929943357544
2016-11-07,air_3d3a2b509180e798,0,1,0,0,0,0,0,-0.5857575788246827,-0.6978179833705096,0.0,0.8870588389037357,-0.47675173829772305,1,13.0,1,1,-1.3525839301343723,-1.3525839301343718
2016-11-08,air_3d3a2b509180e798,0,0,0,0,0,1,0,-0.7125391083205962,-0.7902970568477988,0.0,-0.877018711329726,-0.7075136361961295,1,21.0,1,1,-1.1750690937784276,-1.175069093778427
2016-11-09,air_3d3a2b509180e798,0,0,0,0,0,0,1,-0.6549111403679082,-0.6746982150011874,0.0,0.24557609336429506,-0.509717723711781,1,17.0,1,1,-0.8734050503676987,-0.8734050503676982
2016-11-10,air_3d3a2b509180e798,0,0,0,0,1,0,0,-0.7471158890922092,-0.8596563619557658,0.0,-1.2244885318302563,-0.5426837091258392,1,20.0,1,1,-0.6143593914683136,-0.6143593914683131
2016-11-11,air_3d3a2b509180e798,1,0,0,0,0,0,0,-0.8162694506354347,-0.9636953196177162,0.0,-1.3581307704843062,-0.7514682834148735,1,23.0,1,1,0.3132390122872812,0.31323901228728174
2016-11-12,air_3d3a2b509180e798,0,0,1,0,0,0,0,-0.2860921454707052,-0.18918307924541897,0.0,0.32576143655672507,-0.2789558258133746,1,22.0,1,1,1.674433154114808,1.6744331541148085
2016-11-15,air_3d3a2b509180e798,0,0,0,0,0,1,0,-0.09015705443156591,-0.1313836583221132,0.0,-0.9304756067913459,0.01773804291314797,1,81.0,1,1,-0.9705008481239775,-0.970500848123977
2016-11-16,air_3d3a2b509180e798,0,0,0,0,0,0,1,-0.41287367496661875,-0.6515784466318649,0.0,-1.1977600840994462,-0.20203519318057248,1,24.0,1,1,-0.40163806355951964,-0.4016380635595191
2016-11-17,air_3d3a2b509180e798,0,0,0,0,1,0,0,-0.4013480813760812,-0.24698250016872472,0.0,0.8068734957113054,-0.5207063855164671,1,15.0,1,1,-0.3530901646813802,-0.3530901646813797
2016-11-18,air_3d3a2b509180e798,1,0,0,0,0,0,0,-0.5511807980530699,-0.5475394889699148,0.0,1.0474295252885957,-0.7075136361961295,1,13.0,1,1,0.9106375847419431,0.9106375847419437
2016-11-19,air_3d3a2b509180e798,0,0,1,0,0,0,0,-0.7240647019111338,-0.9752552038023772,0.0,-1.3581307704843062,-0.509717723711781,1,14.0,1,1,1.4053814397214555,1.405381439721456
2016-11-21,air_3d3a2b509180e798,0,1,0,0,0,0,0,-0.4013480813760812,-0.6631383308165263,0.0,-1.3581307704843062,-0.2569785022040026,1,3.0,1,1,-1.3596252284449422,-1.3596252284449417
2016-11-22,air_3d3a2b509180e798,0,0,0,0,0,1,0,-0.23998977110855477,-0.1313836583221132,0.0,0.4326752274799653,-0.24598984039931643,1,14.0,1,1,0.5782141855534619,0.5782141855534624
2016-11-24,air_3d3a2b509180e798,0,0,0,0,1,0,0,-1.5308562532487657,-1.3682912660808564,0.0,-1.3581307704843062,-1.2789240500398027,1,19.0,1,1,-1.1832221760327715,-1.183222176032771
2016-11-25,air_3d3a2b509180e798,1,0,0,0,0,0,0,-1.208139632713713,-1.1139738140183109,0.0,1.127614868481026,-1.3448560208679188,1,14.0,1,1,0.7783352954328151,0.7783352954328157
2016-11-26,air_3d3a2b509180e798,0,0,1,0,0,0,0,-0.8969486057691978,-0.8480964777711046,0.0,0.3792183320183452,-1.0261848285320243,1,33.0,1,1,1.7177927279220013,1.7177927279220018
2016-11-28,air_3d3a2b509180e798,0,1,0,0,0,0,0,-0.5742319852341452,-0.7440575201091543,0.0,-0.47609199536757557,-0.34488779664149066,1,27.0,1,1,-1.3144126813981254,-1.3144126813981247
2016-11-29,air_3d3a2b509180e798,0,0,0,0,0,1,0,-0.6433855467773707,-0.7093778675551707,0.0,0.16539075017186505,-0.5536723709305251,1,3.0,1,1,-0.6762486976717432,-0.6762486976717428
2016-11-30,air_3d3a2b509180e798,0,0,0,0,0,0,1,-0.8393206378165098,-0.9983749721716995,0.0,-0.048436831674615086,-0.8503662396570478,1,20.0,1,1,-0.43980931229576664,-0.43980931229576614
2016-12-01,air_3d3a2b509180e798,0,0,0,0,1,0,0,-0.7010135147300587,-0.4550604154926255,0.0,-0.5295488908291955,-0.7294909598055015,1,22.0,1,1,-0.5435758137146905,-0.54357581371469
2016-12-02,air_3d3a2b509180e798,1,0,0,0,0,0,0,-0.5281296108719947,-0.570659257339237,0.0,0.9137872866345457,-0.42180842927429296,1,11.0,1,1,1.0392339275718239,1.0392339275718243
2016-12-03,air_3d3a2b509180e798,0,0,1,0,0,0,0,-0.6088087660057578,-0.5244197206005924,0.0,0.4326752274799653,-0.7514682834148735,1,22.0,1,1,2.1621357107837507,2.162135710783751
2016-12-05,air_3d3a2b509180e798,0,1,0,0,0,0,0,-0.3898224877855436,-0.24698250016872472,0.0,0.6732312570572554,-0.48774040010240904,1,11.0,1,1,-1.2491880233633732,-1.2491880233633725
2016-12-06,air_3d3a2b509180e798,0,0,0,0,0,1,0,-0.6088087660057578,-0.38570111038465843,0.0,0.9137872866345457,-0.6086156799539553,1,16.0,1,1,-0.7722327114842479,-0.7722327114842473
2016-12-07,air_3d3a2b509180e798,0,0,0,0,0,0,1,-0.9891533544934986,-1.0677342772796665,0.0,-0.957204054522156,-0.8393775778523617,1,22.0,1,1,-0.23746463452886502,-0.2374646345288645
2016-12-08,air_3d3a2b509180e798,0,0,0,0,1,0,0,-0.8623718249975851,-0.7556174042938153,0.0,0.9405157343653555,-1.0481621521413962,1,17.0,1,1,-0.07255001620236093,-0.07255001620236042
2016-12-09,air_3d3a2b509180e798,1,0,0,0,0,0,0,-0.5742319852341452,-0.3510214578306753,0.0,1.0207010775577858,-0.9602528577039079,1,21.0,1,1,1.65812698960612,1.6581269896061206
2016-12-10,air_3d3a2b509180e798,0,0,1,0,0,0,0,-0.8738974185881226,-0.952135435433055,0.0,0.9672441820961655,-0.7624569452195596,1,15.0,1,1,2.381157147707265,2.3811571477072655
