visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Creative cuisine,Tōkyō-to Nakano-ku Nakano,total_area_visitors,total_genre_visitors
2016-09-10,air_b711b43ae472cb6b,0,0,1,0,0,0,0,1.2172940399851029,1.1935428214230368,0.0,0.20646924836374836,1.2406220035231776,1,11.0,1,1,1.3888235075455595,1.3888235075455597
2016-09-11,air_b711b43ae472cb6b,0,0,0,1,0,0,0,0.9367641634923971,0.7304943282566357,0.0,-1.175810441197263,1.0612995477966927,1,16.0,1,1,-0.27649212790081923,-0.27649212790081884
2016-09-13,air_b711b43ae472cb6b,0,0,0,0,0,1,0,0.7684462375967734,0.4255599547080304,0.0,-1.3926386277950684,0.9558157503105251,1,19.0,1,1,-0.7537297411569673,-0.7537297411569669
2016-09-14,air_b711b43ae472cb6b,0,0,0,0,0,0,1,0.8021098227758983,0.6966127311956799,0.0,-1.148706917872537,0.8819770920702075,1,8.0,1,1,-0.3750209144214204,-0.37502091442142
2016-09-16,air_b711b43ae472cb6b,1,0,0,0,0,0,0,0.8021098227758983,0.48202928314295734,0.0,-1.3926386277950684,0.998009269304992,1,20.0,1,1,0.8356291570444389,0.8356291570444391
2016-09-17,air_b711b43ae472cb6b,0,0,1,0,0,0,0,1.0714185042088957,1.080604164553183,0.0,-0.30849769480604017,1.008557649053609,1,20.0,1,1,1.2788295531389249,1.2788295531389249
2016-09-18,air_b711b43ae472cb6b,0,0,0,1,0,0,0,0.8806581881938559,0.7304943282566357,0.0,-1.3926386277950684,1.0612995477966927,1,10.0,1,1,0.14951051636461632,0.1495105163646166
2016-09-19,air_b711b43ae472cb6b,0,1,0,0,0,0,0,0.5889071166414419,0.2561519694032496,1.0,-1.3926386277950684,0.7659449148354234,1,25.0,1,1,-1.2531811171923055,-1.253181117192305
2016-09-20,air_b711b43ae472cb6b,0,0,0,0,0,1,0,0.35326202038756876,-0.06007626983234132,0.0,-1.3926386277950684,0.5866224591089385,1,15.0,1,1,-1.7171621300802273,-1.7171621300802267
2016-09-21,air_b711b43ae472cb6b,0,0,0,0,0,0,1,0.48791636110406755,0.3239151635251621,0.0,-1.365535104470343,0.5971708388575551,1,23.0,1,1,0.34871780838444993,0.34871780838445016
2016-09-23,air_b711b43ae472cb6b,1,0,0,0,0,0,0,0.5664647265220252,0.17709490959435195,0.0,-1.3926386277950684,0.7975900540812737,1,21.0,1,1,0.1717242791438064,0.17172427914380667
2016-09-24,air_b711b43ae472cb6b,0,0,1,0,0,0,0,0.6674554820593995,0.3577967605861183,0.0,-1.3926386277950684,0.8925254718188244,1,36.0,1,1,1.0617079362971638,1.0617079362971638
2016-09-25,air_b711b43ae472cb6b,0,0,0,1,0,0,0,0.8806581881938559,0.9563716419963435,0.0,-0.25429064815658875,0.8397835730757406,1,29.0,1,1,-0.36964661697484213,-0.36964661697484175
2016-09-26,air_b711b43ae472cb6b,0,1,0,0,0,0,0,1.0601973091491879,1.0693102988661973,0.0,-0.416911788104943,1.0296544085508423,1,17.0,1,1,-1.0314017758968435,-1.0314017758968428
2016-09-29,air_b711b43ae472cb6b,0,0,0,0,1,0,0,0.9928701387909382,0.8547268508134752,0.0,-1.2842245344961656,1.1140414465397765,1,23.0,1,1,-0.20662626109530205,-0.2066262610953017
2016-09-30,air_b711b43ae472cb6b,1,0,0,0,0,0,0,0.6674554820593995,0.4255599547080304,0.0,-0.9047752079500058,0.8397835730757406,1,38.0,1,1,1.1272743651454182,1.1272743651454185
2016-10-01,air_b711b43ae472cb6b,0,0,1,0,0,0,0,0.4991375561637759,0.15450717822038126,0.0,-1.3926386277950684,0.6815578768464892,1,37.0,1,1,1.1598784363213264,1.1598784363213264
2016-10-02,air_b711b43ae472cb6b,0,0,0,1,0,0,0,0.8245522128953147,0.9111961792484021,0.0,1.2092996113785994,0.6921062565951062,1,19.0,1,1,-0.4233895914406246,-0.4233895914406242
2016-10-03,air_b711b43ae472cb6b,0,1,0,0,0,0,0,0.7235614573579408,0.504617014516928,0.0,-1.3926386277950684,0.8925254718188244,1,24.0,1,1,-1.4602707121337872,-1.4602707121337868
2016-10-04,air_b711b43ae472cb6b,0,0,0,0,0,1,0,1.0714185042088957,1.28389374691892,0.0,0.3690903883121025,0.7975900540812737,1,28.0,1,1,-0.6530512356577349,-0.6530512356577345
2016-10-07,air_b711b43ae472cb6b,1,0,0,0,0,0,0,0.6001283117011499,0.48202928314295734,0.0,0.23357277168847398,0.7026546363437226,1,12.0,1,1,0.760747279288782,0.7607472792887822
2016-10-08,air_b711b43ae472cb6b,0,0,1,0,0,0,0,0.3644832154472772,0.4029722233340597,0.0,-1.365535104470343,0.5127838008686209,1,23.0,1,1,1.0015158048954873,1.0015158048954875
2016-10-09,air_b711b43ae472cb6b,0,0,0,1,0,0,0,0.7123402622982323,0.5836740743258261,0.0,-1.3113280578208915,0.6499127376006388,1,19.0,1,1,0.31539716421566477,0.31539716421566505
2016-10-10,air_b711b43ae472cb6b,0,1,0,0,0,0,0,0.2522712648501948,-0.1278394639542534,1.0,-1.338431581145617,0.5022354211200043,1,24.0,1,1,-0.7472805842210735,-0.747280584221073
2016-10-11,air_b711b43ae472cb6b,0,0,0,0,0,1,0,0.15128050931282042,-0.07137013551932647,0.0,-1.25712101117144,0.39675162363383676,1,21.0,1,1,-1.1213316865029193,-1.1213316865029188
2016-10-12,air_b711b43ae472cb6b,0,0,0,0,0,0,1,0.1849440944919452,0.33520902921214724,0.0,0.7214361915335367,0.13304212991841774,1,26.0,1,1,-0.44345363524118336,-0.443453635241183
2016-10-14,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-0.08436458694105253,-0.16172106101520964,0.0,-0.30849769480604017,-0.03573194605945057,1,18.0,1,1,0.9105110348000958,0.9105110348000959
2016-10-15,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.017037416582803146,0.2561519694032496,0.0,1.3719207513269536,-0.22560278153455213,1,27.0,1,1,1.3537114308945817,1.3537114308945817
2016-10-16,air_b711b43ae472cb6b,0,0,0,1,0,0,0,0.10639572907398763,0.3465028948991328,0.0,0.15226220171429689,-0.10957060429976781,1,27.0,1,1,-0.45420223013433986,-0.45420223013433947
2016-10-17,air_b711b43ae472cb6b,0,1,0,0,0,0,0,0.1625017043725288,-0.1730149267021952,0.0,-1.3926386277950684,0.3756548641366031,1,22.0,1,1,-1.3320041464087866,-1.332004146408786
2016-10-18,air_b711b43ae472cb6b,0,0,0,0,0,1,0,0.6001283117011499,0.6740249998217088,0.0,0.6672291448840852,0.5549773198630882,1,23.0,1,1,-0.5681373360017986,-0.5681373360017983
2016-10-19,air_b711b43ae472cb6b,0,0,0,0,0,0,1,0.5664647265220252,0.45944155176898666,0.0,-0.14587655485768602,0.6604611173492557,1,27.0,1,1,-0.4377210512981666,-0.4377210512981662
2016-10-21,air_b711b43ae472cb6b,1,0,0,0,0,0,0,0.2634924599099028,0.15450717822038126,0.0,0.043848108415393966,0.34400972489075293,1,24.0,1,1,0.9327247975792858,0.932724797579286
2016-10-22,air_b711b43ae472cb6b,0,0,1,0,0,0,0,0.027847363656030046,-0.3085413149460198,0.0,-1.3926386277950684,0.22797754765596842,1,28.0,1,1,1.4540316498973755,1.4540316498973755
2016-10-23,air_b711b43ae472cb6b,0,0,0,1,0,0,0,0.21860767967107,0.19968264096832264,0.0,-0.037462461558783106,0.22797754765596842,1,7.0,1,1,-0.20053539065584672,-0.20053539065584636
2016-10-24,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.11802817212017712,-0.1504271953282241,0.0,0.9653679014560679,-0.09902222455115109,1,12.0,1,1,-1.1736415149829476,-1.173641514982947
2016-10-25,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.3873368535531749,-0.47794930025080057,0.0,-0.7692575913263773,-0.3838284777638035,1,7.0,1,1,-0.5330252593508208,-0.5330252593508203
2016-10-26,air_b711b43ae472cb6b,0,0,0,0,0,0,1,0.37570441050698516,0.6853188655086944,0.0,1.2635066580280512,0.01700995268363323,1,15.0,1,1,-0.1600490165582906,-0.16004901655829026
2016-10-28,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-0.5107699992099655,-0.7377082110514643,0.0,-1.3926386277950684,-0.2572479207804025,1,18.0,1,1,0.8395703085052629,0.8395703085052632
2016-10-29,air_b711b43ae472cb6b,0,0,1,0,0,0,0,0.00540497353661345,0.17709490959435195,0.0,-1.0944998712230856,-0.10957060429976781,1,26.0,1,1,1.6267257411807565,1.6267257411807565
2016-10-30,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-0.5107699992099655,-0.7941775394863912,0.0,-1.3926386277950684,-0.2572479207804025,1,11.0,1,1,-0.12135407494292723,-0.1213540749429269
2016-11-01,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.2975672930755091,-0.3988922404419029,0.0,-0.4711188347543945,-0.06737708530530073,1,16.0,1,1,-0.7419062867744952,-0.7419062867744948
2016-11-04,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-0.2975672930755091,-0.20689652376315104,0.0,1.1008855180796964,-0.3838284777638035,1,18.0,1,1,0.03629198349003462,0.03629198349003492
2016-11-05,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.1965765375381349,0.007686924289571157,0.0,0.47750448161100545,-0.17286088279146833,1,24.0,1,1,1.1777927611432537,1.177792761143254
2016-11-06,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-0.15169175729930193,-0.06007626983234132,0.0,1.1550925647291481,-0.34163495876933647,1,22.0,1,1,-0.5054371991250525,-0.505437199125052
2016-11-07,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.5893183646279232,-0.726414345364479,0.0,0.4504009582862796,-0.6053444524847555,1,16.0,1,1,-1.2406410898169564,-1.2406410898169558
2016-11-08,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.7800786806429632,-0.986173256165143,0.0,-1.0944998712230856,-0.7741185284626236,1,16.0,1,1,-1.069021858022891,-1.0690218580228905
2016-11-09,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-0.6229819498070478,-0.7490020767384497,0.0,0.3419868649873769,-0.4787638955013544,1,5.0,1,1,-0.7773766499219117,-0.7773766499219112
2016-11-11,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-0.7800786806429632,-1.0087609875391137,0.0,-1.3926386277950684,-0.7002798702223063,1,19.0,1,1,0.3698567116743243,0.3698567116743246
2016-11-12,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.2751249029560925,-0.09395786689329716,0.0,0.9382643781313423,-0.28889306002625265,1,23.0,1,1,1.6858430130931172,1.6858430130931172
2016-11-13,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-0.2863460980158007,-0.07137013551932647,0.0,0.8569538081571655,-0.4154736170096539,1,13.0,1,1,-0.37681234690361315,-0.37681234690361276
2016-11-14,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.2302401227172595,-0.43277383750285875,0.0,-1.338431581145617,-0.04628032580806729,1,18.0,1,1,-1.3449024602805744,-1.3449024602805737
2016-11-15,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.08436458694105253,-0.10525173258028271,0.0,-0.9589822545994572,0.038106712180866864,1,18.0,1,1,-0.8712477119888117,-0.8712477119888112
2016-11-16,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-0.40977924367259144,-0.6360634198685958,0.0,-1.338431581145617,-0.1517641232942349,1,14.0,1,1,-0.3212779399556379,-0.3212779399556376
2016-11-18,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-0.6005395596876314,-0.4553615688768299,0.0,0.9111608548066167,-0.7319250094681568,1,11.0,1,1,0.9474145439332664,0.9474145439332665
2016-11-19,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.723972705344422,-0.9974671218521283,0.0,-1.3926386277950684,-0.4576671360041209,1,14.0,1,1,1.4257270166787301,1.4257270166787301
2016-11-20,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-0.33123087825463365,0.018980789976556705,0.0,-0.36270474145549164,-0.4576671360041209,1,15.0,1,1,-0.13962668626129326,-0.13962668626129293
2016-11-21,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.45466402391142424,-0.7151204796774936,0.0,-1.3926386277950684,-0.23615116128316888,1,17.0,1,1,-1.2474485332492888,-1.2474485332492882
2016-11-22,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.2526825128366761,-0.03748853845837023,0.0,0.5046080049357311,-0.23615116128316888,1,17.0,1,1,0.6260315566278873,0.6260315566278876
2016-11-23,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-0.5556547794487985,-0.7151204796774936,1.0,-1.365535104470343,-0.4471187562555042,1,11.0,1,1,-0.1991022446700925,-0.19910224467009216
2016-11-25,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-1.3523596286880835,-1.1781689728438944,0.0,1.0195749481055196,-1.3859245538823957,1,19.0,1,1,0.8195062647047041,0.8195062647047043
2016-11-26,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.9820601917177115,-0.8958223306692598,0.0,0.5046080049357311,-1.153860199412827,1,25.0,1,1,1.7277625331764275,1.7277625331764275
2016-11-27,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-0.6566455349861726,-0.8393530022343328,0.0,-1.1216033945478114,-0.4576671360041209,1,19.0,1,1,-0.4871645878066864,-0.48716458780668603
2016-11-28,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.5556547794487985,-0.7602959424254352,0.0,-0.38980826478021724,-0.35218333851795336,1,22.0,1,1,-1.2037375806837858,-1.2037375806837851
2016-11-29,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.6566455349861726,-0.7377082110514643,0.0,0.47750448161100545,-0.5104090347472047,1,25.0,1,1,-0.5867682338166033,-0.5867682338166028
2016-11-30,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-0.8698482411206292,-1.099111913034997,0.0,-0.037462461558783106,-0.9428926044404919,1,13.0,1,1,-0.35818144908880856,-0.35818144908880817
2016-12-02,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-0.5219911942696739,-0.5344186286857275,0.0,0.8569538081571655,-0.4682155157527377,1,14.0,1,1,1.0717399581974432,1.0717399581974432
2016-12-03,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.679087925105589,-0.5005370316247713,0.0,0.7485397148582625,-0.805763667708474,1,38.0,1,1,2.1573480424062486,2.1573480424062486
2016-12-04,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-0.5444335843890903,-0.4440677031898443,0.0,0.423297434961554,-0.6686347309764561,1,31.0,1,1,-0.29548131221206236,-0.295481312212062
2016-12-05,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.3648944634337585,-0.18430879238918033,0.0,0.6672291448840852,-0.43657037650688735,1,21.0,1,1,-1.140679157310601,-1.1406791573106005
2016-12-06,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.6678667300458808,-0.4553615688768299,0.0,0.884057331481891,-0.6475379714792225,1,16.0,1,1,-0.6795644363941876,-0.6795644363941872
2016-12-09,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-0.7127515102847138,-0.2859535835720491,0.0,0.992471424780794,-1.0800215411725096,1,34.0,1,1,1.670078407249821,1.6700784072498212
2016-12-10,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.9259542164191703,-1.0313487189130843,0.0,1.0466784714302453,-0.7952152879598572,1,9.0,1,1,2.369095361801431,2.369095361801431
2016-12-11,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-1.1391569225536267,-1.1442873757829382,0.0,0.9653679014560679,-1.1644085791614438,1,33.0,1,1,0.18247287403696288,0.18247287403696316
