visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-02-10,air_54ed43163b7596c4,0,0,0,0,0,0,1,-1.1211135209266876,-1.0854259747163832,0.0,1.1675256319729905,-1.137438042020074,1,31.0,1,1,-0.7585191368129809,-0.7585191368129809
2016-02-12,air_54ed43163b7596c4,1,0,0,0,0,0,0,-0.9705909344650854,-0.9470323526899199,0.0,-0.6833646833126583,-1.1493179599552876,1,21.0,1,1,-0.7767613066358923,-0.7767613066358924
2016-02-15,air_54ed43163b7596c4,0,1,0,0,0,0,0,-0.8576989946188839,-0.494107771512403,0.0,-1.1769354340554978,-0.9473593550566564,1,14.0,1,1,-1.3419962999547583,-1.3419962999547586
2016-02-16,air_54ed43163b7596c4,0,0,0,0,0,1,0,-1.1712877164138884,-1.1860758816447206,0.0,1.0441329442872807,-1.1849577137609286,1,19.0,1,1,-1.1701931781897272,-1.1701931781897275
2016-02-17,air_54ed43163b7596c4,0,0,0,0,0,0,1,-1.0960264231830872,-0.7583137771992878,0.0,0.8220261064530027,-1.1730777958257148,1,14.0,1,1,-0.9894051071089339,-0.9894051071089339
2016-02-18,air_54ed43163b7596c4,0,0,0,0,1,0,0,-1.0960264231830872,-1.0980072130824257,0.0,0.4024909683215889,-1.1968376316961422,1,20.0,1,1,-0.9997514123816299,-0.99975141238163
2016-02-19,air_54ed43163b7596c4,1,0,0,0,0,0,0,-0.657002212670081,-0.36829538785198157,0.0,1.0194544067501388,-1.042398698538365,1,22.0,1,1,-0.6583233383826617,-0.6583233383826617
2016-02-22,air_54ed43163b7596c4,0,1,0,0,0,0,0,-1.0333086788240862,-1.2112383583768047,0.0,-1.152256896518356,-0.745400750158025,1,6.0,1,1,-1.3281104691940349,-1.3281104691940349
2016-02-23,air_54ed43163b7596c4,0,0,0,0,0,1,0,-1.0333086788240862,-1.1860758816447206,0.0,-1.250971046666924,-0.745400750158025,1,18.0,1,1,-1.0966799565153083,-1.0966799565153083
2016-02-24,air_54ed43163b7596c4,0,0,0,0,0,0,1,-1.146200618670288,-1.4754443640636898,0.0,-1.250971046666924,-1.0305187806031517,1,24.0,1,1,-1.0495770404054028,-1.0495770404054028
2016-02-25,air_54ed43163b7596c4,0,0,0,0,1,0,0,-1.3970715961062916,-1.3873756955013947,0.0,-0.7820788334612262,-1.2799970572426373,1,17.0,1,1,-0.9379458519368407,-0.9379458519368407
2016-02-26,air_54ed43163b7596c4,1,0,0,0,0,0,0,-1.146200618670288,-1.0099385445201305,0.0,1.3155968571958423,-1.3156368110482783,1,20.0,1,1,-0.4990446914214205,-0.49904469142142055
2016-02-29,air_54ed43163b7596c4,0,1,0,0,0,0,0,-0.8326118968752834,-0.5821764400746978,0.0,-0.7574002959240842,-0.7572806680932387,1,16.0,1,1,-1.2769234852133282,-1.2769234852133282
2016-03-01,air_54ed43163b7596c4,0,0,0,0,0,1,0,-1.221461911901089,-1.148332166546594,0.0,1.4143110073444103,-1.078038452344006,1,11.0,1,1,-1.160119144108418,-1.160119144108418
2016-03-02,air_54ed43163b7596c4,0,0,0,0,0,0,1,-1.0834828743112872,-0.8841261608597092,0.0,0.8713831815272864,-1.1968376316961422,1,22.0,1,1,-1.0209885653097954,-1.0209885653097954
2016-03-03,air_54ed43163b7596c4,0,0,0,0,1,0,0,-0.7197199570290819,-0.3808766262180239,0.0,1.3896324698072684,-1.0542786164735787,1,17.0,1,1,-1.03895846394132,-1.03895846394132
2016-03-04,air_54ed43163b7596c4,1,0,0,0,0,0,0,-0.5691973705674797,-0.4437828180482344,0.0,1.1181685568987063,-0.6622413246115298,1,21.0,1,1,-0.6395366261769768,-0.6395366261769768
2016-03-07,air_54ed43163b7596c4,0,1,0,0,0,0,0,-0.10508606231087304,-0.494107771512403,0.0,-1.2756495842040658,0.19311276672385005,1,6.0,1,1,-1.388826944873277,-1.3888269448732773
2016-03-08,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.10815426850973016,0.17269786188783043,0.0,0.7233119563044347,0.18123284878863627,1,18.0,1,1,-1.0291567010513976,-1.0291567010513976
2016-03-09,air_54ed43163b7596c4,0,0,0,0,0,0,1,-0.7824377013880828,-0.5695952017086557,0.0,-1.2756495842040658,-0.8760798474453747,1,19.0,1,1,-1.0789823290751703,-1.0789823290751706
2016-03-10,air_54ed43163b7596c4,0,0,0,0,1,0,0,-1.1085699720548874,-1.3747944571353525,0.0,-1.2756495842040658,-0.899839683315802,1,18.0,1,1,-0.9496535131664703,-0.9496535131664704
2016-03-11,air_54ed43163b7596c4,1,0,0,0,0,0,0,-1.2967232051318902,-1.676744177920364,0.0,-1.2756495842040658,-0.9711191909270835,1,25.0,1,1,-0.5861714726651763,-0.5861714726651764
2016-03-14,air_54ed43163b7596c4,0,1,0,0,0,0,0,-1.158744167542088,-1.5760942709920267,0.0,-1.2756495842040658,-0.8641999295101611,1,20.0,1,1,-1.272022603768367,-1.272022603768367
2016-03-15,air_54ed43163b7596c4,0,0,0,0,0,1,0,-0.8576989946188839,-0.6702451086369929,0.0,1.5377036950301202,-0.8523200115749475,1,14.0,1,1,-0.976880632305144,-0.9768806323051441
2016-03-16,air_54ed43163b7596c4,0,0,0,0,0,0,1,-0.7824377013880828,-0.6954075853690771,0.0,-0.6833646833126583,-0.9829991088622971,1,24.0,1,1,-0.8810411729370126,-0.8810411729370126
2016-03-17,air_54ed43163b7596c4,0,0,0,0,1,0,0,-0.23052155102887484,0.12237290842366161,0.0,1.5377036950301202,-0.5672019811298209,1,13.0,1,1,-0.8301264601476928,-0.8301264601476928
2016-03-18,air_54ed43163b7596c4,1,0,0,0,0,0,0,-0.017281220208271646,0.248185292084083,0.0,0.5999192686187247,-0.42464296590725764,1,22.0,1,1,-0.4271650968953219,-0.42716509689532195
2016-03-22,air_54ed43163b7596c4,0,0,0,0,0,1,0,-0.4939360773366786,-0.24248300419156021,0.0,0.8960617190644288,-0.6860011604819569,1,20.0,1,1,-0.9725242932429562,-0.9725242932429563
2016-03-23,air_54ed43163b7596c4,0,0,0,0,0,0,1,-0.4312183329776777,-0.1795768123613495,0.0,0.1803841304873112,-0.43652288384247123,1,16.0,1,1,-0.8638880878796481,-0.8638880878796482
2016-03-24,air_54ed43163b7596c4,0,0,0,0,1,0,0,-1.0834828743112872,-1.2489820734749313,0.0,-0.9054715211469361,-0.8404400936397339,1,21.0,1,1,-0.9278718178555313,-0.9278718178555314
2016-03-25,air_54ed43163b7596c4,1,0,0,0,0,0,0,-0.8576989946188839,-0.6325013935388665,0.0,0.9947758692129963,-1.0305187806031517,1,19.0,1,1,-0.2787772975895502,-0.2787772975895503
2016-03-28,air_54ed43163b7596c4,0,1,0,0,0,0,0,-0.45630543072127794,-0.33055167275385505,0.0,-0.5846505331640904,-0.2583241148142671,1,18.0,1,1,-1.0109145312284862,-1.0109145312284862
2016-03-29,air_54ed43163b7596c4,0,0,0,0,0,1,0,-0.24306509990067499,-0.10408938216509651,0.0,1.1428470944358486,-0.4484028017776848,1,17.0,1,1,-0.7155002885738765,-0.7155002885738765
2016-03-30,air_54ed43163b7596c4,0,0,0,0,0,0,1,-0.004737671336471512,0.07204795495949323,0.0,-0.38722223286695445,-0.21080444307341265,1,18.0,1,1,-0.8072556800712068,-0.8072556800712068
2016-03-31,air_54ed43163b7596c4,0,0,0,0,1,0,0,-0.004737671336471512,0.09721043169157742,0.0,0.9700973316758544,-0.2702040327494807,1,22.0,1,1,-0.7688654420856769,-0.768865442085677
2016-04-01,air_54ed43163b7596c4,1,0,0,0,0,0,0,-0.2681521976442752,-0.12925185889718113,0.0,-0.21447247010696066,-0.36524337623118963,1,18.0,1,1,-0.5464198787227127,-0.5464198787227128
2016-04-04,air_54ed43163b7596c4,0,1,0,0,0,0,0,0.08306717076612966,0.3110914839142937,0.0,-1.102899821444072,-0.17516468926777196,1,16.0,1,1,-1.250240908457428,-1.250240908457428
2016-04-05,air_54ed43163b7596c4,0,0,0,0,0,1,0,-0.5190231750802788,-0.8338012073955405,0.0,-1.2756495842040658,-0.24644419687905356,1,9.0,1,1,-1.0302457858169445,-1.0302457858169445
2016-04-06,air_54ed43163b7596c4,0,0,0,0,0,0,1,-0.04236831795187214,0.09721043169157742,0.0,0.7726690313787189,-0.46028271971289847,1,12.0,1,1,-0.9580939200994592,-0.9580939200994592
2016-04-07,air_54ed43163b7596c4,0,0,0,0,1,0,0,-0.14271670892627344,0.08462919332553555,0.0,-1.152256896518356,0.07431358737171398,1,16.0,1,1,-1.0827941257545848,-1.0827941257545848
2016-04-08,air_54ed43163b7596c4,1,0,0,0,0,0,0,0.14578491512513078,0.43690386757471505,0.0,-0.18979393256981855,0.038673833566073075,1,19.0,1,1,-0.4816193351726693,-0.48161933517266936
2016-04-11,air_54ed43163b7596c4,0,1,0,0,0,0,0,-0.41867478410587755,-0.2928079576557286,0.0,0.2544197430987371,-0.4484028017776848,1,18.0,1,1,-1.274200773299461,-1.274200773299461
2016-04-12,air_54ed43163b7596c4,0,0,0,0,0,1,0,-0.5566538216956795,-0.5444327249765716,0.0,1.5377036950301202,-0.7216409142875978,1,10.0,1,1,-1.0983135836636286,-1.0983135836636289
2016-04-13,air_54ed43163b7596c4,0,0,0,0,0,0,1,-0.0674554156954724,-0.05376442870092814,0.0,-1.102899821444072,-0.06824542785084944,1,18.0,1,1,-1.0035632090610442,-1.0035632090610442
2016-04-14,air_54ed43163b7596c4,0,0,0,0,1,0,0,0.007805877535328624,-0.22990176582551788,0.0,-1.2756495842040658,0.22875252052949074,1,18.0,1,1,-0.9678956829893817,-0.9678956829893818
2016-04-15,air_54ed43163b7596c4,1,0,0,0,0,0,0,0.17087201286873105,0.248185292084083,0.0,1.710453457790114,-0.020725756109994966,1,21.0,1,1,-0.5115691662252104,-0.5115691662252104
2016-04-18,air_54ed43163b7596c4,0,1,0,0,0,0,0,0.49700428353553544,0.9275721638503587,0.0,0.42716950585873104,0.31191194607598616,1,16.0,1,1,-1.3705847750503657,-1.370584775050366
2016-04-19,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.1583284639969307,0.3110914839142937,0.0,1.587060770104404,0.0980734232421411,1,12.0,1,1,-1.0291567010513976,-1.0291567010513976
2016-04-20,air_54ed43163b7596c4,0,0,0,0,0,0,1,-0.004737671336471512,-0.016020713602801637,0.0,1.5377036950301202,-0.16328477133255817,1,15.0,1,1,-0.8851252408078136,-0.8851252408078136
2016-04-21,air_54ed43163b7596c4,0,0,0,0,1,0,0,0.19595911061233132,0.09721043169157742,0.0,-1.2756495842040658,0.2525123563999181,1,18.0,1,1,-0.9997514123816299,-0.99975141238163
2016-04-22,air_54ed43163b7596c4,1,0,0,0,0,0,0,0.29630750158673286,0.5375537745030522,0.0,0.8220261064530027,0.2406324384647043,1,22.0,1,1,-0.4620158093928243,-0.4620158093928243
2016-04-25,air_54ed43163b7596c4,0,1,0,0,0,0,0,0.39665589256113437,0.46206634430679966,0.0,0.8713831815272864,0.2762721922703452,1,11.0,1,1,-1.2230137893187543,-1.2230137893187543
2016-04-26,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.5346349301509361,0.7136911116276424,0.0,1.4143110073444103,0.3594316178168404,1,6.0,1,1,-0.9248768347502773,-0.9248768347502773
2016-04-27,air_54ed43163b7596c4,0,0,0,0,0,0,1,0.39665589256113437,0.2985102455482518,0.0,-1.20161397159264,0.4782307971689765,1,21.0,1,1,-0.9039119530134985,-0.9039119530134986
2016-04-28,air_54ed43163b7596c4,0,0,0,0,1,0,0,-0.0674554156954724,-0.506689009878445,0.0,-1.2756495842040658,0.2525123563999181,1,22.0,1,1,-0.6430761516650044,-0.6430761516650044
2016-05-02,air_54ed43163b7596c4,0,1,0,0,0,0,0,0.3088510504585328,0.248185292084083,0.0,-0.41190077040409645,0.2406324384647043,1,9.0,1,1,-0.957277106525299,-0.957277106525299
2016-05-06,air_54ed43163b7596c4,1,0,0,0,0,0,0,0.39665589256113437,0.3865789141105467,0.0,-1.250971046666924,0.4782307971689765,1,9.0,1,1,-1.084700024094292,-1.084700024094292
2016-05-09,air_54ed43163b7596c4,0,1,0,0,0,0,0,0.4468300880483349,0.2985102455482518,0.0,-1.2756495842040658,0.5970299765211126,1,7.0,1,1,-1.4549888443802543,-1.4549888443802543
2016-05-10,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.4342865391765346,0.399160152476589,0.0,-1.250971046666924,0.5851500585858992,1,6.0,1,1,-1.279101654744422,-1.2791016547444223
2016-05-11,air_54ed43163b7596c4,0,0,0,0,0,0,1,0.81059300533054,0.9653158789484851,0.0,-0.8561144460726521,0.5732701406506854,1,24.0,1,1,-1.073264634056049,-1.073264634056049
2016-05-12,air_54ed43163b7596c4,0,0,0,0,1,0,0,0.8482236519459406,1.0785470242428643,0.0,1.9572388331615338,0.7514689096788896,1,17.0,1,1,-0.9428467333818019,-0.9428467333818019
2016-05-13,air_54ed43163b7596c4,1,0,0,0,0,0,0,0.7855059075869397,0.8898284487522322,0.0,1.463668082418694,0.6326697303267534,1,18.0,1,1,-0.5562216416126353,-0.5562216416126353
2016-05-16,air_54ed43163b7596c4,0,1,0,0,0,0,0,0.5095478324073358,0.4872288210388839,0.0,-0.8314359085355102,0.3594316178168404,1,24.0,1,1,-1.388826944873277,-1.3888269448732773
2016-05-17,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.42174299030473467,0.13495414678970394,0.0,-1.2756495842040658,0.44259104336333577,1,18.0,1,1,-1.2023211787733623,-1.2023211787733623
2016-05-18,air_54ed43163b7596c4,0,0,0,0,0,0,1,0.6349833211253376,1.028222070778696,0.0,2.03127444577296,0.22875252052949074,1,16.0,1,1,-0.9825983273242654,-0.9825983273242656
2016-05-19,air_54ed43163b7596c4,0,0,0,0,1,0,0,0.5471784790227364,0.7136911116276424,0.0,1.587060770104404,0.43071112542812223,1,17.0,1,1,-0.9733411068171164,-0.9733411068171165
2016-05-20,air_54ed43163b7596c4,1,0,0,0,0,0,0,0.2837639527149325,0.17269786188783043,0.0,-0.8561144460726521,0.38319145368726776,1,19.0,1,1,-0.5556770992298617,-0.5556770992298619
2016-05-23,air_54ed43163b7596c4,0,1,0,0,0,0,0,1.074007531638344,1.443402936858086,0.0,1.809167607938682,0.4663508792337629,1,23.0,1,1,-1.2712057901942069,-1.2712057901942069
2016-05-24,air_54ed43163b7596c4,0,0,0,0,0,1,0,1.0614639827665435,1.2421031230014121,0.0,0.8713831815272864,0.8108684993549575,1,17.0,1,1,-1.150861923601269,-1.150861923601269
2016-05-25,air_54ed43163b7596c4,0,0,0,0,0,0,1,0.9109413963049415,0.6382036814313894,0.0,-1.2756495842040658,1.1078664477352977,1,23.0,1,1,-0.9292331738124651,-0.9292331738124651
2016-05-26,air_54ed43163b7596c4,0,0,0,0,1,0,0,1.011289787279343,0.9778971173145271,0.0,-0.38722223286695445,1.0841066118648706,1,7.0,1,1,-0.8902983934441616,-0.8902983934441617
2016-05-27,air_54ed43163b7596c4,1,0,0,0,0,0,0,0.5597220278945364,0.3739976757445044,0.0,-1.20161397159264,0.4782307971689765,1,18.0,1,1,-0.5733747266699997,-0.5733747266699998
2016-05-30,air_54ed43163b7596c4,0,1,0,0,0,0,0,0.3088510504585328,0.2356040537180411,0.0,-1.2756495842040658,0.5019906330394038,1,9.0,1,1,-1.2570476882420965,-1.2570476882420965
2016-05-31,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.6851575166125382,0.6885286348955578,0.0,-0.14043685749553475,0.6089098944563264,1,15.0,1,1,-1.011186802419873,-1.011186802419873
2016-06-01,air_54ed43163b7596c4,0,0,0,0,0,0,1,0.8231365542023403,0.8772472103861899,0.0,0.1310270554130272,0.8108684993549575,1,20.0,1,1,-1.0340575824963587,-1.034057582496359
2016-06-02,air_54ed43163b7596c4,0,0,0,0,1,0,0,0.7227881632279388,0.8269222569220215,0.0,1.932560295624392,0.6089098944563264,1,17.0,1,1,-0.9684402253721551,-0.9684402253721552
2016-06-03,air_54ed43163b7596c4,1,0,0,0,0,0,0,0.5597220278945364,0.6004599663332629,0.0,1.8585246830129658,0.3594316178168404,1,18.0,1,1,-0.6357248294975625,-0.6357248294975625
2016-06-06,air_54ed43163b7596c4,0,1,0,0,0,0,0,0.6349833211253376,0.5627162512351365,0.0,-1.152256896518356,0.6089098944563264,1,13.0,1,1,-1.2869975192946375,-1.2869975192946375
2016-06-07,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.584809125638137,0.1852791002538723,0.0,-1.2756495842040658,0.8583881710958118,1,6.0,1,1,-1.1304415842472637,-1.1304415842472637
2016-06-08,air_54ed43163b7596c4,0,0,0,0,0,0,1,0.8733107496895409,0.9904783556805694,0.0,0.1310270554130272,0.6326697303267534,1,19.0,1,1,-0.9526484962717244,-0.9526484962717244
2016-06-09,air_54ed43163b7596c4,0,0,0,0,1,0,0,0.7855059075869397,0.5375537745030522,0.0,-1.2756495842040658,1.0009471863183754,1,16.0,1,1,-1.0071027345490717,-1.007102734549072
2016-06-10,air_54ed43163b7596c4,1,0,0,0,0,0,0,1.074007531638344,1.1791969311712014,0.0,1.2415612445844162,0.9771873504479479,1,19.0,1,1,-0.5333508615361494,-0.5333508615361494
2016-06-14,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.9109413963049415,0.8520847336541056,0.0,0.007634367727317279,0.8583881710958118,1,10.0,1,1,-1.0501215827881762,-1.0501215827881762
2016-06-15,air_54ed43163b7596c4,0,0,0,0,0,0,1,0.7353317120997391,0.34883519901242016,0.0,-1.2756495842040658,1.0009471863183754,1,14.0,1,1,-0.9853210392381329,-0.9853210392381329
2016-06-16,air_54ed43163b7596c4,0,0,0,0,1,0,0,0.8983978474331415,0.6256224430653471,0.0,-1.2756495842040658,1.0128271042535888,1,16.0,1,1,-1.0621015152091926,-1.0621015152091928
2016-06-17,air_54ed43163b7596c4,1,0,0,0,0,0,0,1.1618123737409451,1.2295218846353697,0.0,0.7479904938415766,0.9771873504479479,1,51.0,1,1,-0.45629811437370277,-0.4562981143737028
2016-06-20,air_54ed43163b7596c4,0,1,0,0,0,0,0,1.1743559226127454,1.1791969311712014,0.0,0.1803841304873112,1.095986529800084,1,21.0,1,1,-1.3199423334524327,-1.3199423334524327
2016-06-21,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.9736591406639424,0.789178541823895,0.0,-0.6586861457755163,1.1910258732817929,1,17.0,1,1,-1.0874227360081592,-1.0874227360081592
2016-06-22,air_54ed43163b7596c4,0,0,0,0,0,0,1,0.9736591406639424,0.5627162512351365,0.0,-1.2756495842040658,1.1791459553465795,1,16.0,1,1,-1.0198994805442485,-1.0198994805442485
2016-06-23,air_54ed43163b7596c4,0,0,0,0,1,0,0,1.011289787279343,0.9401534022164005,0.0,-0.4612578454783805,1.21478570915222,1,16.0,1,1,-1.0152708702906739,-1.015270870290674
2016-06-24,air_54ed43163b7596c4,1,0,0,0,0,0,0,0.9736591406639424,0.7388535883597266,0.0,-1.2756495842040658,1.155386119476152,1,21.0,1,1,-0.47998570802434887,-0.4799857080243489
2016-06-27,air_54ed43163b7596c4,0,1,0,0,0,0,0,1.1868994714845453,1.1917781695372434,0.0,1.2909183196587004,1.155386119476152,1,19.0,1,1,-1.260587213730124,-1.2605872137301242
2016-06-28,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.5220913812791362,0.4243226292086732,0.0,-1.2756495842040658,0.7039492379380352,1,11.0,1,1,-1.102125380343043,-1.102125380343043
2016-06-29,air_54ed43163b7596c4,0,0,0,0,0,0,1,0.8231365542023403,0.6004599663332629,0.0,-1.2756495842040658,0.9415475966423075,1,13.0,1,1,-0.9099019192240067,-0.9099019192240068
2016-06-30,air_54ed43163b7596c4,0,0,0,0,1,0,0,1.011289787279343,0.9653158789484851,0.0,-1.127578358981214,1.0603467759944436,1,16.0,1,1,-0.8832193424681065,-0.8832193424681065
2016-07-01,air_54ed43163b7596c4,1,0,0,0,0,0,0,1.337422057946148,1.40565922175996,0.0,-0.18979393256981855,1.2860652167635018,1,27.0,1,1,1.9061990132890145,1.9061990132890145
2016-07-04,air_54ed43163b7596c4,0,1,0,0,0,0,0,1.6133801331257518,1.8082588494733078,0.0,0.4765265809330148,1.4761439037269197,1,5.0,1,1,0.046859047308987295,0.04685904730898725
2016-07-05,air_54ed43163b7596c4,0,0,0,0,0,1,0,0.8482236519459406,0.7765973034578532,0.0,-1.2756495842040658,1.0722266939296567,1,2.0,1,1,0.5241504458099373,0.5241504458099373
2016-07-06,air_54ed43163b7596c4,0,0,0,0,0,0,1,1.0238333361511434,0.9401534022164005,0.0,-0.2638295451812447,1.1078664477352977,1,14.0,1,1,0.8530540450051157,0.8530540450051156
2016-07-07,air_54ed43163b7596c4,0,0,0,0,1,0,0,1.5632059376385508,2.1731147620885305,0.0,1.8832032205501081,1.274185298828288,1,16.0,1,1,0.80513431532105,0.80513431532105
2016-07-08,air_54ed43163b7596c4,1,0,0,0,0,0,0,1.2997914113307472,1.3050093148316229,0.0,-0.7574002959240842,1.2979451346987156,1,17.0,1,1,1.758628027557403,1.758628027557403
2016-07-12,air_54ed43163b7596c4,0,0,0,0,0,1,0,1.5255752910231506,1.5566340821524656,0.0,0.279098280635879,1.5949430830790559,1,21.0,1,1,0.5350412934654069,0.5350412934654067
2016-07-13,air_54ed43163b7596c4,0,0,0,0,0,0,1,1.274704313587147,1.028222070778696,0.0,-1.2756495842040658,1.464263985791706,1,23.0,1,1,0.587589633403047,0.587589633403047
2016-07-14,air_54ed43163b7596c4,0,0,0,0,1,0,0,1.3750527045615482,1.6950277041789288,0.0,-0.31318662025552857,1.2029057912170067,1,24.0,1,1,0.7444178396418076,0.7444178396418076
