visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-07-15,air_bedd35489e666605,1,0,0,0,0,0,0,0.6620497620731399,0.368816905153342,0.0,-1.3072667967651654,0.8845623330132839,1,44.0,1,1,0.9305183852604885,0.930518385260488
2016-07-16,air_bedd35489e666605,0,0,1,0,0,0,0,0.882022621074125,0.7981987654578818,0.0,-0.8849493664892466,0.7855171943390434,1,33.0,1,1,1.3783801599360526,1.3783801599360521
2016-07-17,air_bedd35489e666605,0,0,0,1,0,0,0,1.0904179611803209,0.9258528320349074,0.0,-1.2808719573729206,1.1706927336277568,1,27.0,1,1,0.46263629946532125,0.4626362994653207
2016-07-18,air_bedd35489e666605,0,1,0,0,0,0,0,1.414588490234404,1.4712838437731066,1.0,0.672346157653204,1.324762949343242,1,3.0,1,1,-1.0470434575536334,-1.0470434575536343
2016-07-19,air_bedd35489e666605,0,0,0,0,0,1,0,1.2525032257073625,1.332024862052715,0.0,0.3292132455540201,1.1816977490360057,1,47.0,1,1,-0.8735340945170739,-0.8735340945170745
2016-07-20,air_bedd35489e666605,0,0,0,0,0,0,1,1.1367280367594759,1.0535068986119325,0.0,-0.09310418472189888,1.13767768740301,1,34.0,1,1,-0.3974955856731795,-0.3974955856731801
2016-07-21,air_bedd35489e666605,0,0,0,0,1,0,0,0.6157396864939854,0.4036316505834399,0.0,-1.3072667967651654,0.8735573176050347,1,27.0,1,1,-0.17912589586862046,-0.17912589586862104
2016-07-22,air_bedd35489e666605,1,0,0,0,0,0,0,0.5694296109148305,0.21795300828958464,0.0,-1.3072667967651654,0.81853224056379,1,57.0,1,1,0.9935452906370166,0.993545290637016
2016-07-23,air_bedd35489e666605,0,0,1,0,0,0,0,0.6852047998627172,0.7285692745976864,0.0,-0.9377390452737364,0.7525021481142965,1,13.0,1,1,1.3060845920041528,1.3060845920041524
2016-07-25,air_bedd35489e666605,0,1,0,0,0,0,0,0.9514877344428568,0.8214085957446137,0.0,-1.096108081627206,0.895567348421533,1,33.0,1,1,-1.0970942353526412,-1.0970942353526418
2016-07-26,air_bedd35489e666605,0,0,0,0,0,1,0,0.847290064389759,0.7633840200277839,0.0,-1.2808719573729206,0.9285823946462796,1,57.0,1,1,-0.37376780953142774,-0.37376780953142835
2016-07-27,air_bedd35489e666605,0,0,0,0,0,0,1,0.9283326966532796,0.7517791048844182,0.0,-1.2280822785884307,1.038632548728769,1,56.0,1,1,-0.17245245882875276,-0.17245245882875337
2016-07-28,air_bedd35489e666605,0,0,0,0,1,0,0,1.1598830745490532,1.1927658803323242,0.0,0.06526485163157082,1.13767768740301,1,41.0,1,1,0.050366189002384695,0.05036618900238412
2016-07-29,air_bedd35489e666605,1,0,0,0,0,0,0,1.2409257068125736,1.343629777196081,0.0,1.728139733343001,1.093657625770014,1,77.0,1,1,1.2374964890944016,1.2374964890944011
2016-07-30,air_bedd35489e666605,0,0,1,0,0,0,0,1.2409257068125736,1.4016543529129109,0.0,1.543375857597287,1.0056175025040226,1,8.0,1,1,1.354652383794301,1.3546523837943005
2016-08-01,air_bedd35489e666605,0,1,0,0,0,0,0,1.264080744602151,1.2391855409057877,0.0,-0.8057648483125118,1.2807428877102465,1,35.0,1,1,-1.1512232246760121,-1.151223224676013
2016-08-02,air_bedd35489e666605,0,0,0,0,0,1,0,1.0904179611803209,0.9954823228951027,0.0,-0.8585545270970016,1.0496375641370181,1,29.0,1,1,-0.7990140475718848,-0.7990140475718854
2016-08-03,air_bedd35489e666605,0,0,0,0,0,0,1,1.194615631233419,1.2972101166226175,0.0,-0.22507838168312352,1.1486827028112587,1,26.0,1,1,-0.3522645124029652,-0.35226451240296586
2016-08-04,air_bedd35489e666605,0,0,0,0,1,0,0,1.345123376865672,1.413259268056277,0.0,0.9362945515756533,1.2587328568937481,1,48.0,1,1,-0.2258399551476942,-0.2258399551476948
2016-08-05,air_bedd35489e666605,1,0,0,0,0,0,0,1.414588490234404,1.4596789286297405,0.0,1.543375857597287,1.2807428877102465,1,39.0,1,1,0.8230018996181758,0.8230018996181754
2016-08-07,air_bedd35489e666605,0,0,0,1,0,0,0,1.4030109713396155,1.4828887589164728,0.0,1.648955215166266,1.2697378723019974,1,25.0,1,1,-0.6128993034600195,-0.6128993034600202
2016-08-08,air_bedd35489e666605,0,1,0,0,0,0,0,1.3914334524448266,1.436469098343009,0.0,-0.09310418472189888,1.357777995567989,1,33.0,1,1,-1.1326858995652687,-1.1326858995652693
2016-08-09,air_bedd35489e666605,0,0,0,0,0,1,0,1.7850690948676413,1.9586902797944765,0.0,0.8307151940066736,1.4017980572009847,1,58.0,1,1,-0.3022137346039576,-0.30221373460395823
2016-08-10,air_bedd35489e666605,0,0,0,0,0,0,1,1.4608985658135587,1.5293084194899365,0.0,-0.01391966654516391,1.4348131034257317,1,37.0,1,1,0.6999140608828387,0.6999140608828381
2016-08-11,air_bedd35489e666605,0,0,0,0,1,0,0,1.2525032257073625,1.3088150317659837,1.0,-0.01391966654516391,1.34677298015974,1,2.0,1,1,0.38996998503120656,0.389969985031206
2016-08-12,air_bedd35489e666605,1,0,0,0,0,0,0,1.1830381123386304,1.2856052014792514,0.0,0.14444936980830556,1.2367228260772505,1,22.0,1,1,-0.04194969004911818,-0.04194969004911877
2016-08-15,air_bedd35489e666605,0,1,0,0,0,0,0,1.171460593443842,1.1579511349022262,1.0,-1.1225029210194508,1.2587328568937481,1,36.0,1,1,-1.4359565383770332,-1.4359565383770339
2016-08-16,air_bedd35489e666605,0,0,0,0,0,1,0,1.2061931501282075,1.4248641831996431,0.0,-0.7529751695280219,1.1816977490360057,1,54.0,1,1,-1.318429897174919,-1.3184298971749198
2016-08-17,air_bedd35489e666605,0,0,0,0,0,0,1,1.414588490234404,1.5641231649200338,0.0,1.3322171424593272,1.104662641178263,1,37.0,1,1,-0.8168098796781986,-0.8168098796781993
2016-08-18,air_bedd35489e666605,0,0,0,0,1,0,0,1.2061931501282075,1.2507904560491538,0.0,-1.0169235634504712,1.34677298015974,1,36.0,1,1,-0.5417159750347643,-0.541715975034765
2016-08-19,air_bedd35489e666605,1,0,0,0,0,0,0,1.2872357823917286,1.332024862052715,0.0,0.5139771212997346,1.324762949343242,1,17.0,1,1,0.7862979958989037,0.7862979958989031
2016-08-20,air_bedd35489e666605,0,0,1,0,0,0,0,1.0672629233907436,1.0651118137552986,0.0,-0.8849493664892466,1.2257178106690017,1,50.0,1,1,0.6691421011990044,0.6691421011990039
2016-08-22,air_bedd35489e666605,0,1,0,0,0,0,0,1.0672629233907436,0.8678282563180777,0.0,-1.3072667967651654,1.1266726719947608,1,16.0,1,1,-1.9891103196816207,-1.9891103196816216
2016-08-23,air_bedd35489e666605,0,0,0,0,0,1,0,1.194615631233419,1.1115314743287623,0.0,-0.8585545270970016,1.2367228260772505,1,45.0,1,1,-0.6062258664201519,-0.6062258664201525
2016-08-24,air_bedd35489e666605,0,0,0,0,0,0,1,1.1598830745490532,1.20437079547569,0.0,-0.8057648483125118,1.1596877182195078,1,45.0,1,1,-0.4167744037883528,-0.4167744037883534
2016-08-25,air_bedd35489e666605,0,0,0,0,1,0,0,1.3335458579708832,1.3784445226261794,0.0,1.833719090911981,1.1596877182195078,1,48.0,1,1,-0.28775462101757765,-0.28775462101757826
2016-08-26,air_bedd35489e666605,1,0,0,0,0,0,0,1.3682784146552494,1.3900494377695447,0.0,1.385006821243817,1.2147127952607526,1,58.0,1,1,1.0832659441730152,1.0832659441730148
2016-08-27,air_bedd35489e666605,0,0,1,0,0,0,0,0.9051776588637023,0.7169643594543202,0.0,-1.3072667967651654,0.9505924254627778,1,16.0,1,1,1.1459221030473286,1.1459221030473281
2016-08-28,air_bedd35489e666605,0,0,0,1,0,0,0,0.7083598376522949,0.4384463960135378,0.0,-1.3072667967651654,0.9175773792380308,1,20.0,1,1,-0.2566119148315285,-0.2566119148315291
2016-08-29,air_bedd35489e666605,0,1,0,0,0,0,0,1.0556854044959552,1.0767167288986648,0.0,-0.6210009725667973,1.0056175025040226,1,37.0,1,1,-1.4211266782884384,-1.421126678288439
2016-08-30,air_bedd35489e666605,0,0,0,0,0,1,0,0.9977978100220117,0.8446184260313458,0.0,-1.148897760411696,1.0496375641370181,1,11.0,1,1,-0.6325488680774077,-0.6325488680774083
2016-08-31,air_bedd35489e666605,0,0,0,0,0,0,1,1.194615631233419,1.1927658803323242,0.0,1.6753500545585116,1.0496375641370181,1,48.0,1,1,-0.20507815102366142,-0.20507815102366203
2016-09-01,air_bedd35489e666605,0,0,0,0,1,0,0,1.2177706690229964,1.3552346923394472,0.0,1.358611981851572,0.9946124870957734,1,43.0,1,1,-0.5965864573625652,-0.5965864573625659
2016-09-02,air_bedd35489e666605,1,0,0,0,0,0,0,1.1830381123386304,1.0419019834685668,0.0,-0.01391966654516391,1.104662641178263,1,54.0,1,1,0.601295491293683,0.6012954912936825
2016-09-03,air_bedd35489e666605,0,0,1,0,0,0,0,1.2409257068125736,1.3552346923394472,0.0,0.6459513182609593,1.2807428877102465,1,32.0,1,1,1.1804015277533115,1.180401527753311
2016-09-04,air_bedd35489e666605,0,0,0,1,0,0,0,1.1830381123386304,1.2856052014792514,0.0,-0.11949902411414372,1.2147127952607526,1,17.0,1,1,-0.7378408747064311,-0.7378408747064317
2016-09-05,air_bedd35489e666605,0,1,0,0,0,0,0,1.3798559335500378,1.413259268056277,0.0,1.2266377848903474,1.3027529185267444,1,31.0,1,1,-1.3306645317480097,-1.3306645317480106
2016-09-06,air_bedd35489e666605,0,0,0,0,0,1,0,1.4261660091291928,1.343629777196081,0.0,1.2266377848903474,1.4238080880174826,1,29.0,1,1,-0.6325488680774077,-0.6325488680774083
2016-09-07,air_bedd35489e666605,0,0,0,0,0,0,1,1.2293481879177852,1.0999265591853966,0.0,-0.7001854907435321,1.3687830109762378,1,37.0,1,1,-0.5365255240037561,-0.5365255240037567
2016-09-08,air_bedd35489e666605,0,0,0,0,1,0,0,1.1483055556542643,1.1115314743287623,0.0,-0.9641338846659814,1.291747903118495,1,44.0,1,1,-0.39008065562888206,-0.39008065562888267
2016-09-09,air_bedd35489e666605,1,0,0,0,0,0,0,1.2177706690229964,1.3552346923394472,0.0,0.09165969102381566,1.0606425795452674,1,75.0,1,1,0.9164300181763234,0.9164300181763229
2016-09-10,air_bedd35489e666605,0,0,1,0,0,0,0,1.171460593443842,1.20437079547569,0.0,-0.22507838168312352,1.13767768740301,1,22.0,1,1,1.4213867541929777,1.4213867541929772
2016-09-12,air_bedd35489e666605,0,1,0,0,0,0,0,0.9514877344428568,0.7981987654578818,0.0,-1.2280822785884307,1.0496375641370181,1,50.0,1,1,-1.309531981121762,-1.309531981121763
2016-09-13,air_bedd35489e666605,0,0,0,0,0,1,0,0.7083598376522949,0.3572119900099759,0.0,-1.3072667967651654,0.9285823946462796,1,39.0,1,1,-0.795677329051951,-0.7956773290519517
2016-09-14,air_bedd35489e666605,0,0,0,0,0,0,1,0.7662474321262382,0.6705446988808567,0.0,-1.2280822785884307,0.8405422713802883,1,52.0,1,1,-0.4037982762108323,-0.4037982762108329
2016-09-15,air_bedd35489e666605,0,0,0,0,1,0,0,0.882022621074125,0.6473348685941245,0.0,-1.2808719573729206,1.0166225179122712,1,57.0,1,1,-0.08161956578610938,-0.08161956578610997
2016-09-16,air_bedd35489e666605,1,0,0,0,0,0,0,0.7430923943366606,0.4152365657268056,0.0,-1.3072667967651654,0.9836074716875243,1,52.0,1,1,0.8489541547732169,0.8489541547732163
2016-09-19,air_bedd35489e666605,0,1,0,0,0,0,0,0.557852092020042,0.24116283857631643,1.0,-1.3072667967651654,0.6864720556648026,1,22.0,1,1,-1.3124979531394811,-1.3124979531394818
2016-09-20,air_bedd35489e666605,0,0,0,0,0,1,0,0.3031466763346913,-0.08377478543792966,0.0,-1.3072667967651654,0.5103918091328196,1,19.0,1,1,-1.792614673507739,-1.7926146735077397
2016-09-21,air_bedd35489e666605,0,0,0,0,0,0,1,0.418921865282578,0.27597758400641437,0.0,-1.2808719573729206,0.5103918091328196,1,28.0,1,1,0.34510965826320716,0.3451096582632066
2016-09-22,air_bedd35489e666605,0,0,0,0,1,0,0,0.337879233019057,0.009064535708997564,1.0,-1.3072667967651654,0.5654168861740643,1,4.0,1,1,-0.315560608683693,-0.3155606086836936
2016-09-23,air_bedd35489e666605,1,0,0,0,0,0,0,0.4999644975460987,0.1483235174293892,0.0,-1.3072667967651654,0.7084820864813004,1,61.0,1,1,0.16196088616906087,0.1619608861690603
2016-09-24,air_bedd35489e666605,0,0,1,0,0,0,0,0.6157396864939854,0.3572119900099759,0.0,-1.3072667967651654,0.862552302196786,1,20.0,1,1,1.0828951976708006,1.0828951976708
2016-09-26,air_bedd35489e666605,0,1,0,0,0,0,0,1.0325303667063774,1.0767167288986648,0.0,-0.48902677560557267,0.9836074716875243,1,73.0,1,1,-1.083005868268476,-1.0830058682684767
2016-09-27,air_bedd35489e666605,0,0,0,0,0,1,0,1.0556854044959552,1.0419019834685668,0.0,-0.7001854907435321,1.082652610361765,1,45.0,1,1,-0.46422995607185624,-0.4642299560718569
2016-09-28,air_bedd35489e666605,0,0,0,0,0,0,1,1.1598830745490532,1.1347413046154944,0.0,-0.7529751695280219,1.2147127952607526,1,45.0,1,1,-0.350040033389676,-0.3500400333896766
2016-09-29,air_bedd35489e666605,0,0,0,0,1,0,0,0.9399102155480684,0.8214085957446137,0.0,-1.1225029210194508,0.9615974408710265,1,43.0,1,1,-0.22954742016984292,-0.22954742016984353
2016-09-30,air_bedd35489e666605,1,0,0,0,0,0,0,0.5694296109148305,0.4500513111569035,0.0,-0.6737906513512872,0.642451994031807,1,59.0,1,1,1.1507418075761218,1.1507418075761213
2016-10-01,air_bedd35489e666605,0,0,1,0,0,0,0,0.37261178970342307,0.11350877199929131,0.0,-1.3072667967651654,0.5103918091328196,1,11.0,1,1,1.1844797392776751,1.1844797392776747
2016-10-03,air_bedd35489e666605,0,1,0,0,0,0,0,0.7199373565470834,0.6589397837374906,0.0,-1.3072667967651654,0.7855171943390434,1,46.0,1,1,-1.5267894314196766,-1.5267894314196773
2016-10-04,air_bedd35489e666605,0,0,0,0,0,1,0,0.9746427722324341,1.2972101166226175,0.0,0.3292132455540201,0.7414971327060473,1,28.0,1,1,-0.6914975619295722,-0.6914975619295728
2016-10-05,air_bedd35489e666605,0,0,0,0,0,0,1,0.8704451021793362,0.6473348685941245,0.0,-1.1225029210194508,0.9395874100545286,1,38.0,1,1,-0.8598164739351236,-0.8598164739351243
2016-10-06,air_bedd35489e666605,0,0,0,0,1,0,0,1.1019954800751097,1.215975710619056,0.0,0.8835048727911637,0.9285823946462796,1,45.0,1,1,-0.39230513464217126,-0.3923051346421719
2016-10-07,air_bedd35489e666605,1,0,0,0,0,0,0,0.5694296109148305,0.4732611414436353,0.0,0.2236338879850403,0.6644620248483047,1,50.0,1,1,0.7714681358103088,0.7714681358103083
2016-10-08,air_bedd35489e666605,0,0,1,0,0,0,0,0.5462745731252532,0.5196808020170993,0.0,-1.2544771179806755,0.576421901582313,1,8.0,1,1,1.0206097852987022,1.0206097852987017
2016-10-11,air_bedd35489e666605,0,0,0,0,0,1,0,0.12948389291286114,-0.08377478543792966,0.0,-1.2544771179806755,0.35632159341733394,1,26.0,1,1,-1.1760632403244087,-1.1760632403244093
2016-10-12,air_bedd35489e666605,0,0,0,0,0,0,1,0.16421644959722684,0.27597758400641437,0.0,0.8571100333989183,0.08119620821111002,1,49.0,1,1,-0.47461085813387266,-0.47461085813387327
2016-10-13,air_bedd35489e666605,0,0,0,0,1,0,0,0.0021311850701855525,-0.3042681731618828,0.0,-1.3072667967651654,0.25727645474309346,1,32.0,1,1,-0.4408729264323194,-0.44087292643232
2016-10-14,air_bedd35489e666605,1,0,0,0,0,0,0,-0.10206648498291257,-0.15340427629812547,0.0,-0.25147322107536835,-0.03985896127962846,1,60.0,1,1,0.9264401737361249,0.9264401737361244
2016-10-15,air_bedd35489e666605,0,0,1,0,0,0,0,0.02528622285976282,0.21795300828958464,0.0,1.543375857597287,-0.12789908454562,1,20.0,1,1,1.3850535969759203,1.38505359697592
2016-10-17,air_bedd35489e666605,0,1,0,0,0,0,0,0.1179063740180723,-0.15340427629812547,0.0,-1.3072667967651654,0.3012965163760891,1,19.0,1,1,-1.3940621836267528,-1.3940621836267535
2016-10-18,air_bedd35489e666605,0,0,0,0,0,1,0,0.5115420164408871,0.6357299534507588,0.0,0.2500287273772854,0.4113466704585787,1,33.0,1,1,-0.6036306409046478,-0.6036306409046484
2016-10-19,air_bedd35489e666605,0,0,0,0,0,0,1,0.4999644975460987,0.3572119900099759,0.0,-0.8057648483125118,0.5984319323988109,1,49.0,1,1,-0.4686789140984347,-0.4686789140984353
2016-10-20,air_bedd35489e666605,0,0,0,0,1,0,0,0.6273172053887739,0.7981987654578818,0.0,1.3322171424593272,0.44436171668332564,1,45.0,1,1,-0.25142146380052033,-0.2514214638005209
2016-10-21,air_bedd35489e666605,1,0,0,0,0,0,0,0.19894900628159295,0.06708911142582728,0.0,-0.01391966654516391,0.2682814701513424,1,41.0,1,1,0.9494264568734468,0.9494264568734464
2016-10-22,air_bedd35489e666605,0,0,1,0,0,0,0,0.02528622285976282,-0.2926632580185167,0.0,-1.2808719573729206,0.1912463622935996,1,11.0,1,1,1.4888626175960842,1.4888626175960837
2016-10-24,air_bedd35489e666605,0,1,0,0,0,0,0,-0.1831091172464332,-0.1998239368715891,0.0,1.2794274636748375,-0.11689406913737106,1,65.0,1,1,-1.2301922296477799,-1.2301922296477805
2016-10-25,air_bedd35489e666605,0,0,0,0,0,1,0,-0.28730678729953135,-0.4203173245955423,0.0,-0.6737906513512872,-0.32598936189410127,1,36.0,1,1,-0.5672974836875904,-0.567297483687591
2016-10-26,air_bedd35489e666605,0,0,0,0,0,0,1,0.3031466763346913,0.5661004625905629,0.0,1.2266377848903474,-0.03985896127962846,1,38.0,1,1,-0.1813503748819097,-0.18135037488191028
2016-10-27,air_bedd35489e666605,0,0,0,0,1,0,0,0.2915691574399024,0.28758249914978046,0.0,0.6987409970454489,0.02617113116986524,1,51.0,1,1,-0.16800350080217433,-0.16800350080217494
2016-10-28,air_bedd35489e666605,1,0,0,0,0,0,0,-0.49570212740572756,-0.6988352880363248,0.0,-1.3072667967651654,-0.31498434648585233,1,54.0,1,1,0.8530323662975804,0.85303236629758
2016-10-29,air_bedd35489e666605,0,0,1,0,0,0,0,-0.1136440038777012,-0.0025403794343681323,0.0,-1.3072667967651654,-0.149909115362118,1,9.0,1,1,1.667562431663652,1.6675624316636517
2016-10-31,air_bedd35489e666605,0,1,0,0,0,0,0,-0.2525742306151652,-0.1998239368715891,0.0,-0.2778680604676133,-0.3479993927105991,1,35.0,1,1,-1.0629855571488729,-1.0629855571488735
2016-11-01,air_bedd35489e666605,0,0,0,0,0,1,0,-0.3567719006682633,-0.5131566457424699,0.0,-0.43623709682108286,-0.1389040999538691,1,16.0,1,1,-0.7834426944788602,-0.7834426944788608
2016-11-02,air_bedd35489e666605,0,0,0,0,0,0,1,-0.6462098730379802,-1.0005630817638396,0.0,-1.3072667967651654,-0.4800595776095867,1,35.0,1,1,0.35252458830750455,0.352524588307504
2016-11-03,air_bedd35489e666605,0,0,0,0,1,0,0,-0.41465949514220674,-0.1650091914414916,1.0,1.2002429454981027,-0.5020696084260845,1,12.0,1,1,-0.10497659542564626,-0.10497659542564684
2016-11-04,air_bedd35489e666605,1,0,0,0,0,0,0,-0.28730678729953135,-0.234638682301687,0.0,1.1210584273213677,-0.4910645930178356,1,54.0,1,1,0.02181870833183963,0.02181870833183905
2016-11-05,air_bedd35489e666605,0,0,1,0,0,0,0,-0.2178416739307993,-0.15340427629812547,0.0,0.48758228190748953,-0.1939291769951139,1,18.0,1,1,1.2030170643884186,1.2030170643884182
2016-11-07,air_bedd35489e666605,0,1,0,0,0,0,0,-0.6346323541431915,-0.7452549486097886,0.0,0.9098997121834085,-0.5240796392425825,1,29.0,1,1,-1.2995218255619607,-1.2995218255619614
2016-11-08,air_bedd35489e666605,0,0,0,0,0,1,0,-0.761985061985867,-0.8380942697567162,0.0,-0.8321596877047568,-0.7551849628158106,1,48.0,1,1,-1.1219342510010375,-1.1219342510010382
2016-11-09,air_bedd35489e666605,0,0,0,0,0,0,1,-0.7040974675119236,-0.7220451183230567,0.0,0.27642356676953017,-0.5570946854673293,1,35.0,1,1,-0.8201465981981324,-0.8201465981981331
2016-11-10,air_bedd35489e666605,0,0,0,0,1,0,0,-0.796717618670233,-0.9077237606169118,0.0,-1.1752925998039407,-0.5901097316920763,1,30.0,1,1,-0.5609947931499376,-0.5609947931499383
2016-11-11,air_bedd35489e666605,1,0,0,0,0,0,0,-0.8661827320389651,-1.0121679969072053,0.0,-1.3072667967651654,-0.7992050244488064,1,23.0,1,1,0.3669837018938845,0.36698370189388396
2016-11-12,air_bedd35489e666605,0,0,1,0,0,0,0,-0.3336168628786861,-0.234638682301687,0.0,0.35560808494626495,-0.32598936189410127,1,11.0,1,1,1.7287356045291058,1.7287356045291054
2016-11-15,air_bedd35489e666605,0,0,0,0,0,1,0,-0.13679904166727846,-0.1766141065848573,0.0,-0.8849493664892466,-0.028853945871379537,1,35.0,1,1,-0.9172821817784287,-0.9172821817784294
2016-11-16,air_bedd35489e666605,0,0,0,0,0,0,1,-0.46096957072136147,-0.6988352880363248,0.0,-1.148897760411696,-0.24895425403635865,1,46.0,1,1,-0.34818630087860164,-0.34818630087860225
2016-11-17,air_bedd35489e666605,0,0,0,0,1,0,0,-0.4493920518265728,-0.2926632580185167,0.0,0.8307151940066736,-0.5680997008755783,1,33.0,1,1,-0.29961850908845356,-0.29961850908845417
2016-11-18,air_bedd35489e666605,1,0,0,0,0,0,0,-0.5998997974588255,-0.5943910517460315,0.0,1.068268748536878,-0.7551849628158106,1,66.0,1,1,0.9646270634642566,0.9646270634642561
2016-11-19,air_bedd35489e666605,0,0,1,0,0,0,0,-0.7735625808806555,-1.0237729120505712,0.0,-1.3072667967651654,-0.5570946854673293,1,28.0,1,1,1.4595736439211093,1.4595736439211089
2016-11-21,air_bedd35489e666605,0,1,0,0,0,0,0,-0.4493920518265728,-0.7104402031796909,0.0,-1.3072667967651654,-0.30397933107760344,1,25.0,1,1,-1.3065660091040432,-1.3065660091040439
2016-11-22,air_bedd35489e666605,0,0,0,0,0,1,0,-0.28730678729953135,-0.1766141065848573,0.0,0.46118744251524474,-0.29297431566935433,1,39.0,1,1,0.6320674509775173,0.6320674509775168
2016-11-23,air_bedd35489e666605,0,0,0,0,0,0,1,-0.5883222785640368,-0.7104402031796909,1.0,-1.2808719573729206,-0.4910645930178356,1,7.0,1,1,-0.22176174362333062,-0.22176174362333123
2016-11-24,air_bedd35489e666605,0,0,0,0,1,0,0,-1.5839889035158627,-1.4183400269250135,0.0,-1.3072667967651654,-1.3274457640447561,1,16.0,1,1,-1.1300906740497645,-1.1300906740497654
2016-11-25,air_bedd35489e666605,1,0,0,0,0,0,0,-1.2598183744617801,-1.1630318937709625,0.0,1.147453266713613,-1.39347585649425,1,50.0,1,1,0.8322705621735477,0.8322705621735471
2016-11-26,air_bedd35489e666605,0,0,1,0,0,0,0,-0.9472253643024857,-0.8961188454735459,0.0,0.4083977637307548,-1.0743304096550301,1,34.0,1,1,1.7721129452882456,1.7721129452882451
2016-11-28,air_bedd35489e666605,0,1,0,0,0,0,0,-0.623054835248403,-0.7916746091832524,0.0,-0.43623709682108286,-0.392019454343595,1,20.0,1,1,-1.2613349358338288,-1.2613349358338297
2016-11-29,air_bedd35489e666605,0,0,0,0,0,1,0,-0.692519948617135,-0.7568598637531545,0.0,0.19723904859279545,-0.6011147471003252,1,42.0,1,1,-0.6229094590198211,-0.6229094590198216
2016-11-30,air_bedd35489e666605,0,0,0,0,0,0,1,-0.8893377698285424,-1.046982742337303,0.0,-0.01391966654516391,-0.8982501631230471,1,57.0,1,1,-0.38637319060673336,-0.386373190606734
2016-12-01,air_bedd35489e666605,0,0,0,0,1,0,0,-0.7504075430910784,-0.5015517305991039,0.0,-0.48902677560557267,-0.7771949936323084,1,55.0,1,1,-0.4901822112268972,-0.49018221122689787
2016-12-02,air_bedd35489e666605,1,0,0,0,0,0,0,-0.5767447596692482,-0.6176008820327632,0.0,0.9362945515756533,-0.4690545622013378,1,68.0,1,1,1.0932760997328168,1.0932760997328164
2016-12-03,air_bedd35489e666605,0,0,1,0,0,0,0,-0.6577873919327688,-0.5711812214592994,0.0,0.46118744251524474,-0.7992050244488064,1,30.0,1,1,2.216638001443876,2.216638001443876
2016-12-05,air_bedd35489e666605,0,1,0,0,0,0,0,-0.4378145329317842,-0.2926632580185167,0.0,0.6987409970454489,-0.5350846546508314,1,46.0,1,1,-1.1960835514440116,-1.1960835514440122
