visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Shibuya-ku Jingūmae,total_area_visitors,total_genre_visitors
2016-09-09,air_0e7c11b9abc50163,1,0,0,0,0,0,0,1.320323452642351,1.4432816909377881,0.0,-0.024427324854413637,1.1799138423192383,1,26.0,1,1,0.8377529509400776,0.8377529509400772
2016-09-10,air_0e7c11b9abc50163,0,0,1,0,0,0,0,1.2740582210427083,1.292915342533919,0.0,-0.3446966951678365,1.2575018505260918,1,21.0,1,1,1.3837248221923504,1.3837248221923497
2016-09-11,air_0e7c11b9abc50163,0,0,0,1,0,0,0,0.8808037524457435,0.5873501692542266,0.0,-1.3855721486864607,0.9804018212159004,1,14.0,1,1,-0.47947433902685926,-0.47947433902685954
2016-09-13,air_0e7c11b9abc50163,0,0,0,0,0,1,0,0.8114059050462794,0.44855046303527024,0.0,-1.438950377072031,1.046905828250346,1,22.0,1,1,-1.0134203981370113,-1.0134203981370116
2016-09-14,air_0e7c11b9abc50163,0,0,0,0,0,0,1,0.869237444545833,0.7608498020279215,0.0,-1.3588830344936755,0.958233818871085,1,16.0,1,1,-0.589710950329631,-0.5897109503296312
2016-09-15,air_0e7c11b9abc50163,0,0,0,0,1,0,0,0.9849005235449402,0.7377165176580952,0.0,-1.412261262879246,1.1355778376296075,1,18.0,1,1,-0.2413632586128725,-0.24136325861287283
2016-09-16,air_0e7c11b9abc50163,1,0,0,0,0,0,0,0.8461048287460112,0.5063836739598352,0.0,-1.438950377072031,1.1023258341123843,1,13.0,1,1,0.7647963572778796,0.7647963572778792
2016-09-17,air_0e7c11b9abc50163,0,0,1,0,0,0,0,1.1236962183438688,1.084715783205485,0.0,-0.024427324854413637,1.0690738305951617,1,24.0,1,1,1.2606606779379834,1.2606606779379828
2016-09-18,air_0e7c11b9abc50163,0,0,0,1,0,0,0,1.0427320630444938,0.7955497285826602,0.0,-1.438950377072031,1.1355778376296075,1,21.0,1,1,-0.002851317794148395,-0.002851317794148749
2016-09-19,air_0e7c11b9abc50163,0,1,0,0,0,0,0,0.6610439023474399,0.3328840411861403,1.0,-1.438950377072031,0.8030578024573776,1,17.0,1,1,-1.5722198023408793,-1.5722198023408795
2016-09-21,air_0e7c11b9abc50163,0,0,0,0,0,0,1,0.5222482075485113,0.36758396774087937,0.0,-1.412261262879246,0.6257137836988552,1,23.0,1,1,0.22002706723981902,0.22002706723981863
2016-09-22,air_0e7c11b9abc50163,0,0,0,0,1,0,0,0.44128405224913597,0.10155119748788033,1.0,-1.438950377072031,0.6811337895608935,1,22.0,1,1,-0.4943061740021413,-0.49430617400214155
2016-09-23,air_0e7c11b9abc50163,1,0,0,0,0,0,0,0.6032123628478863,0.24035090370683662,0.0,-1.438950377072031,0.8252258048021929,1,20.0,1,1,0.022002027299567396,0.022002027299567038
2016-09-24,air_0e7c11b9abc50163,0,0,1,0,0,0,0,0.7188754418469935,0.44855046303527024,0.0,-1.438950377072031,0.9804018212159004,1,27.0,1,1,1.0177392726671484,1.017739272667148
2016-09-25,air_0e7c11b9abc50163,0,0,0,1,0,0,0,0.9270689840453866,0.9690493613563551,0.0,-0.5315204945173331,0.924981815353862,1,34.0,1,1,-0.5836980442585706,-0.583698044258571
2016-09-30,air_0e7c11b9abc50163,1,0,0,0,0,0,0,0.6726102102473503,0.5410836005145743,0.0,-0.7984116364451855,0.7587217977677471,1,15.0,1,1,1.0910967267340836,1.0910967267340832
2016-10-01,air_0e7c11b9abc50163,0,0,1,0,0,0,0,0.4759829759488682,0.20565097715209754,0.0,-1.438950377072031,0.6257137836988552,1,23.0,1,1,1.1275750235651827,1.1275750235651822
2016-10-02,air_0e7c11b9abc50163,0,0,0,1,0,0,0,0.869237444545833,0.8765162238770515,0.0,0.9897590144714253,0.7365537954229319,1,19.0,1,1,-0.6438271049691734,-0.6438271049691736
2016-10-04,air_0e7c11b9abc50163,0,0,0,0,0,1,0,1.0774309867442255,1.3854484800132232,0.0,0.2157747028806536,0.8584778083194159,1,24.0,1,1,-0.9007786244058157,-0.9007786244058159
2016-10-05,air_0e7c11b9abc50163,0,0,0,0,0,0,1,0.9733342156450293,0.7377165176580952,0.0,-1.2521265777225346,1.0579898294227539,1,19.0,1,1,-1.0827692481565732,-1.0827692481565734
2016-10-06,air_0e7c11b9abc50163,0,0,0,0,1,0,0,1.2046603736432437,1.3044819847188323,0.0,0.7762461009291437,1.046905828250346,1,15.0,1,1,-0.577284277782773,-0.5772842777827732
2016-10-07,air_0e7c11b9abc50163,1,0,0,0,0,0,0,0.6726102102473503,0.5642168848844002,0.0,0.10901824610951255,0.7808898001125624,1,6.0,1,1,0.6810165326877732,0.6810165326877727
2016-10-08,air_0e7c11b9abc50163,0,0,1,0,0,0,0,0.6494775944475291,0.6104834536240524,0.0,-1.3855721486864607,0.692217790733301,1,23.0,1,1,0.9503947246712734,0.9503947246712728
2016-10-09,air_0e7c11b9abc50163,0,0,0,1,0,0,0,0.7767069813465471,0.6567500223637043,0.0,-1.438950377072031,0.7365537954229319,1,26.0,1,1,0.18274704959924534,0.18274704959924495
2016-10-10,air_0e7c11b9abc50163,0,1,0,0,0,0,0,0.3256209732500287,-0.0488151509159883,1.0,-1.438950377072031,0.6035457813540396,1,9.0,1,1,-1.006204910851739,-1.0062049108517392
2016-10-12,air_0e7c11b9abc50163,0,0,0,0,0,0,1,0.2677894337504751,0.36758396774087937,0.0,0.7495569867363581,0.19343773797495625,1,24.0,1,1,-0.6662752876344651,-0.6662752876344653
2016-10-13,air_0e7c11b9abc50163,0,0,0,0,1,0,0,0.10586112315172518,-0.2107481415047705,0.0,-1.438950377072031,0.37078175673347896,1,24.0,1,1,-0.629796990803366,-0.6297969908033664
2016-10-14,air_0e7c11b9abc50163,1,0,0,0,0,0,0,0.0017643520525286365,-0.060381793100901464,0.0,-0.37138580936062165,0.07151372507847203,1,14.0,1,1,0.8485761818679861,0.8485761818679857
2016-10-15,air_0e7c11b9abc50163,0,0,1,0,0,0,0,0.12899373895154653,0.30975075681631437,0.0,1.4434739557487746,-0.01715828430078913,1,22.0,1,1,1.3444405025280899,1.3444405025280892
2016-10-16,air_0e7c11b9abc50163,0,0,0,1,0,0,0,0.2099578942509215,0.3328840411861403,0.0,-0.05111643904719878,0.08259772625087966,1,32.0,1,1,-0.6783010997765856,-0.6783010997765858
2016-10-19,air_0e7c11b9abc50163,0,0,0,0,0,0,1,0.6032123628478863,0.44855046303527024,0.0,-0.9318572074091117,0.7143857930781162,1,25.0,1,1,-0.6598615211586675,-0.6598615211586677
2016-10-20,air_0e7c11b9abc50163,0,0,0,0,1,0,0,0.730441749746904,0.8880828660619642,0.0,1.2299610422064926,0.5592097766644092,1,22.0,1,1,-0.42495732398257946,-0.4249573239825798
2016-10-21,air_0e7c11b9abc50163,1,0,0,0,0,0,0,0.30248835745020736,0.1593844084124453,0.0,-0.13118378162555444,0.3818657579058866,1,26.0,1,1,0.8734295269617018,0.8734295269617014
2016-10-22,air_0e7c11b9abc50163,0,0,1,0,0,0,0,0.12899373895154653,-0.19918149931985735,0.0,-1.412261262879246,0.3042777496990329,1,25.0,1,1,1.4566814158545482,1.4566814158545476
2016-10-23,air_0e7c11b9abc50163,0,0,0,1,0,0,0,0.2909220495502969,0.2634841880766625,0.0,-0.15787289581833983,0.3042777496990329,1,19.0,1,1,-0.3944919332225408,-0.39449193322254106
2016-10-25,air_0e7c11b9abc50163,0,0,0,0,0,1,0,-0.18329657434604288,-0.32641456335390046,0.0,-0.7984116364451855,-0.2166703054041271,1,18.0,1,1,-0.7664903888188029,-0.7664903888188032
2016-10-26,air_0e7c11b9abc50163,0,0,0,0,0,0,1,0.4065851285494041,0.6567500223637043,0.0,1.1232045854353516,0.07151372507847203,1,14.0,1,1,-0.34919470748722004,-0.34919470748722037
2016-10-27,air_0e7c11b9abc50163,0,0,0,0,1,0,0,0.39501882064949323,0.3791506099257925,0.0,0.5894223015796468,0.13801773211291796,1,26.0,1,1,-0.3347637329166754,-0.3347637329166757
2016-10-28,air_0e7c11b9abc50163,1,0,0,0,0,0,0,-0.39149011654443594,-0.6040139757918123,0.0,-1.438950377072031,-0.20558630423171947,1,13.0,1,1,0.7692058217299905,0.7692058217299901
2016-10-29,air_0e7c11b9abc50163,0,0,1,0,0,0,0,-0.009801955847382044,0.08998455530296758,0.0,-1.438950377072031,-0.039326286645604565,1,33.0,1,1,1.6498961309379516,1.649896130937951
2016-10-30,air_0e7c11b9abc50163,0,0,0,1,0,0,0,-0.426189040244168,-0.7543803241956814,0.0,-1.438950377072031,-0.2610063100937578,1,20.0,1,1,-0.3059017837755861,-0.3059017837755864
2016-11-01,air_0e7c11b9abc50163,0,0,0,0,0,1,0,-0.25269442174550716,-0.41894770083320454,0.0,-0.5582096087101184,-0.028242285473196946,1,10.0,1,1,-1.0001920047806787,-1.000192004780679
2016-11-02,air_0e7c11b9abc50163,0,0,0,0,0,0,1,-0.5418521192432753,-0.9047466725995503,0.0,-1.438950377072031,-0.3718463218178344,1,17.0,1,1,0.22804427533456603,0.22804427533456564
2016-11-03,air_0e7c11b9abc50163,0,0,0,0,1,0,0,-0.31052596124506077,-0.07194843528581463,1.0,1.0965154712425664,-0.39401432416264964,1,22.0,1,1,-0.26661746411132564,-0.266617464111326
2016-11-04,air_0e7c11b9abc50163,1,0,0,0,0,0,0,-0.18329657434604288,-0.14134828839529237,0.0,1.0164481286642104,-0.382930322990242,1,18.0,1,1,-0.12952320569115144,-0.12952320569115178
2016-11-05,air_0e7c11b9abc50163,0,0,1,0,0,0,0,-0.11389872694657859,-0.060381793100901464,0.0,0.3759093880373649,-0.08366229133523524,1,24.0,1,1,1.1476180438020502,1.1476180438020498
2016-11-06,air_0e7c11b9abc50163,0,0,0,1,0,0,0,-0.09076611114675702,0.08998455530296758,0.0,1.0965154712425664,-0.22775430657653473,1,22.0,1,1,-0.7356241376540269,-0.7356241376540271
2016-11-08,air_0e7c11b9abc50163,0,0,0,0,0,1,0,-0.6575151982423825,-0.7428136820107684,0.0,-0.9585463216018969,-0.6489463511280259,1,20.0,1,1,-1.3661775543058807,-1.366177554305881
2016-11-09,air_0e7c11b9abc50163,0,0,0,0,0,0,1,-0.5996836587428288,-0.6271472601616384,0.0,0.16239647449508307,-0.4494343300246879,1,14.0,1,1,-1.0398771848496766,-1.0398771848496768
2016-11-10,air_0e7c11b9abc50163,0,0,0,0,1,0,0,-0.6922141219421146,-0.8122135351202463,0.0,-1.305504806108105,-0.482686333541911,1,18.0,1,1,-0.7596757619382679,-0.7596757619382681
2016-11-11,air_0e7c11b9abc50163,1,0,0,0,0,0,0,-0.7616119693415789,-0.9163133147844633,0.0,-1.438950377072031,-0.6932823558176565,1,15.0,1,1,0.24367783111932276,0.24367783111932237
2016-11-12,air_0e7c11b9abc50163,0,0,1,0,0,0,0,-0.2295618059456858,-0.14134828839529237,0.0,0.24246381707343873,-0.2166703054041271,1,32.0,1,1,1.7160380977196146,1.7160380977196141
2016-11-13,air_0e7c11b9abc50163,0,0,0,1,0,0,0,-0.2295618059456858,-0.16448157276511827,0.0,0.5894223015796468,-0.31642631595579607,1,26.0,1,1,-0.5917152523533177,-0.5917152523533179
2016-11-16,air_0e7c11b9abc50163,0,0,0,0,0,0,1,-0.3567911928447037,-0.6040139757918123,0.0,-1.2788156919153197,-0.13908229719727355,1,27.0,1,1,-0.5295818896190282,-0.5295818896190285
2016-11-17,air_0e7c11b9abc50163,0,0,0,0,1,0,0,-0.34522488494479303,-0.19918149931985735,0.0,0.722867872543573,-0.4605183311970956,1,11.0,1,1,-0.4770691765984352,-0.47706917659843545
2016-11-18,air_0e7c11b9abc50163,1,0,0,0,0,0,0,-0.4955868876436323,-0.49991419612759547,0.0,0.9630699002786401,-0.6489463511280259,1,22.0,1,1,0.8898648035559333,0.8898648035559328
2016-11-19,air_0e7c11b9abc50163,0,0,1,0,0,0,0,-0.6690815061422931,-0.9278799569693763,0.0,-1.438950377072031,-0.4494343300246879,1,32.0,1,1,1.4250134438802975,1.4250134438802968
2016-11-20,air_0e7c11b9abc50163,0,0,0,1,0,0,0,-0.2295618059456858,0.043717986563315346,0.0,0.4025985022301503,-0.3385943183006113,1,53.0,1,1,-0.32634566441719104,-0.3263456644171913
2016-11-22,air_0e7c11b9abc50163,0,0,0,0,0,1,0,-0.18329657434604288,-0.08351507747072738,0.0,0.34922027384457976,-0.18341830188690403,1,23.0,1,1,0.530293020506529,0.5302930205065286
2016-11-23,air_0e7c11b9abc50163,0,0,0,0,0,0,1,-0.4840205797437216,-0.6155806179767254,1.0,-1.412261262879246,-0.382930322990242,1,24.0,1,1,-0.39288849160359135,-0.3928884916035917
2016-11-24,air_0e7c11b9abc50163,0,0,0,0,1,0,0,-1.4787230591360436,-1.3211457912564182,0.0,-1.438950377072031,-1.2253144120932242,1,31.0,1,1,-1.3749964832101025,-1.3749964832101025
2016-11-25,air_0e7c11b9abc50163,1,0,0,0,0,0,0,-1.1548664379385436,-1.0666796631883322,0.0,1.043137242856996,-1.29181841912767,1,15.0,1,1,0.7467576390646988,0.7467576390646984
2016-11-26,air_0e7c11b9abc50163,0,0,1,0,0,0,0,-0.8425761246409539,-0.8006468929353333,0.0,0.2958420454590093,-0.9703823851278479,1,43.0,1,1,1.7629387650738848,1.7629387650738841
2016-11-27,air_0e7c11b9abc50163,0,0,0,1,0,0,0,-0.5765510429430074,-0.7196803976409423,0.0,-1.305504806108105,-0.3718463218178344,1,17.0,1,1,-0.7151802570124219,-0.7151802570124222
2016-11-29,air_0e7c11b9abc50163,0,0,0,0,0,1,0,-0.5881173508429182,-0.6618471867163772,0.0,0.0823291319167274,-0.4937703347143186,1,18.0,1,1,-0.8266194495294056,-0.8266194495294059
2016-12-01,air_0e7c11b9abc50163,0,0,0,0,1,0,0,-0.6459488903424717,-0.4073810586482914,0.0,-0.6115878370956888,-0.6711143534728411,1,17.0,1,1,-0.6831114246334338,-0.6831114246334341
2016-12-02,air_0e7c11b9abc50163,1,0,0,0,0,0,0,-0.47245427184381095,-0.5230474804974213,0.0,0.829624329314714,-0.36076232064542674,1,16.0,1,1,1.0289633639997942,1.0289633639997937
2016-12-03,air_0e7c11b9abc50163,0,0,1,0,0,0,0,-0.5534184271431859,-0.4767809117577693,0.0,0.34922027384457976,-0.6932823558176565,1,39.0,1,1,2.243570390353969,2.2435703903539683
2016-12-04,air_0e7c11b9abc50163,0,0,0,1,0,0,0,-0.46088796394390025,-0.4652142695728564,0.0,0.48266584480850594,-0.515938337059134,1,37.0,1,1,-0.5007199404779389,-0.5007199404779392
2016-12-06,air_0e7c11b9abc50163,0,0,0,0,0,1,0,-0.5534184271431859,-0.3379812055388132,0.0,0.829624329314714,-0.549190340576357,1,23.0,1,1,-0.9304422943563797,-0.9304422943563799
2016-12-07,air_0e7c11b9abc50163,0,0,0,0,0,0,1,-0.9351065878402398,-1.0204130944486802,0.0,-1.0386136641802526,-0.7819543651969177,1,34.0,1,1,-0.35200073032038154,-0.3520007303203818
2016-12-08,air_0e7c11b9abc50163,0,0,0,0,1,0,0,-0.8078772009412218,-0.7081137554560293,0.0,0.8563134435074992,-0.9925503874726633,1,18.0,1,1,-0.17361785021226012,-0.17361785021226045
2016-12-09,air_0e7c11b9abc50163,1,0,0,0,0,0,0,-0.5187195034434539,-0.3032812789840746,0.0,0.9363807860858551,-0.9038783780934022,1,23.0,1,1,1.6984002399111713,1.6984002399111706
2016-12-10,air_0e7c11b9abc50163,0,0,1,0,0,0,0,-0.8194435088411326,-0.9047466725995503,0.0,0.8830025577002842,-0.7043663569900642,1,35.0,1,1,2.4804788895537437,2.4804788895537433
2016-12-11,air_0e7c11b9abc50163,0,0,0,1,0,0,0,-1.0160707431396148,-1.0551130210034192,0.0,0.9096916718930699,-0.937130381610625,1,48.0,1,1,0.03402783944168794,0.03402783944168758
2016-12-13,air_0e7c11b9abc50163,0,0,0,0,0,1,0,-0.715346737741936,-0.5461807648672473,0.0,-0.7717225222524002,-0.9482143827830326,1,14.0,1,1,-0.6129608538043974,-0.6129608538043976
2016-12-14,air_0e7c11b9abc50163,0,0,0,0,0,0,1,-0.8657087404407755,-1.0088464522637672,0.0,-1.3588830344936755,-0.7376183605072871,1,15.0,1,1,0.08734227327175569,0.08734227327175531
2016-12-15,air_0e7c11b9abc50163,0,0,0,0,1,0,0,-1.0854685905390793,-1.1476461584827233,0.0,0.4025985022301503,-0.9814663863002557,1,12.0,1,1,0.19517372214610323,0.19517372214610285
2016-12-16,air_0e7c11b9abc50163,1,0,0,0,0,0,0,-1.2473969011378292,-1.182346085037462,0.0,0.8563134435074992,-1.1588104050587782,1,14.0,1,1,1.881994305280878,1.8819943052808774
2016-12-17,air_0e7c11b9abc50163,0,0,1,0,0,0,0,-1.0276370510395256,-0.8006468929353333,0.0,0.9630699002786401,-1.325070422644893,1,27.0,1,1,2.955899329572243,2.955899329572242
2016-12-18,air_0e7c11b9abc50163,0,0,0,1,0,0,0,-0.8541424325408649,-0.5924473336068993,0.0,0.5894223015796468,-0.9703823851278479,1,40.0,1,1,0.1410575675065608,0.1410575675065604
2016-12-20,air_0e7c11b9abc50163,0,0,0,0,0,1,0,-0.6922141219421146,-0.6387139023465513,0.0,-0.5048313803245479,-0.6711143534728411,1,25.0,1,1,0.11219561836547147,0.11219561836547111
2016-12-21,air_0e7c11b9abc50163,0,0,0,0,0,0,1,-0.5881173508429182,-0.3495478477237264,0.0,0.6428005299652173,-0.7487023616796947,1,21.0,1,1,0.7251111772088819,0.7251111772088814
2016-12-22,air_0e7c11b9abc50163,0,0,0,0,1,0,0,-0.11389872694657859,0.020584702193489433,0.0,-0.7717225222524002,-0.5935263452659876,1,23.0,1,1,1.898830442279847,1.8988304422798463
2016-12-23,air_0e7c11b9abc50163,1,0,0,0,0,0,0,-0.18329657434604288,-0.0488151509159883,1.0,-0.29131846678226603,-0.382930322990242,1,33.0,1,1,1.3725007308597044,1.372500730859704
2016-12-24,air_0e7c11b9abc50163,0,0,1,0,0,0,0,-0.8078772009412218,-0.9394465991542892,0.0,0.829624329314714,-0.7265343593348794,1,33.0,1,1,1.628650529486872,1.6286505294868714
2016-12-25,air_0e7c11b9abc50163,0,0,0,1,0,0,0,-1.0392033589394363,-1.1013795897430712,0.0,-0.18456201001112496,-0.8262903698865485,1,31.0,1,1,-0.16439806090330103,-0.16439806090330136
