visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-07-13,air_70f834596eb99fee,0,0,0,0,0,0,1,1.003932757777831,0.7927820928522993,0.0,-1.3101595913582906,1.1750148426924596,1,18.0,1,1,-0.44785377022017636,-0.44785377022017653
2016-07-14,air_70f834596eb99fee,0,0,0,0,1,0,0,1.0975739500488775,1.4151038889268568,0.0,-0.289240941281166,0.9296615470376755,1,25.0,1,1,-0.23264277577934256,-0.2326427757793427
2016-07-15,air_70f834596eb99fee,1,0,0,0,0,0,0,0.6644834357952858,0.3700729483488257,0.0,-1.3101595913582906,0.8962042794483865,1,23.0,1,1,0.9476550218571054,0.9476550218571054
2016-07-16,air_70f834596eb99fee,0,0,1,0,0,0,0,0.8868812674390223,0.804524013532951,0.0,-0.8913211708138292,0.7958324766805205,1,14.0,1,1,1.3990003018649653,1.3990003018649653
2016-07-17,air_70f834596eb99fee,0,0,0,1,0,0,0,1.0975739500488775,0.9336851410201236,0.0,-1.283982190074262,1.1861672652222226,1,10.0,1,1,0.4761337111204174,0.47613371112041736
2016-07-18,air_70f834596eb99fee,0,1,0,0,0,0,0,1.4253181229975413,1.4855554130107693,1.0,0.6531455049438722,1.3423011806389034,1,27.0,1,1,-1.0452884579126995,-1.0452884579126995
2016-07-19,air_70f834596eb99fee,0,0,0,0,0,1,0,1.2614460365232096,1.3446523648429445,0.0,0.31283928825149737,1.1973196877519854,1,23.0,1,1,-0.870429524929522,-0.8704295249295221
2016-07-20,air_70f834596eb99fee,0,0,0,0,0,0,1,1.144394546184401,1.0628462685072957,0.0,-0.10599913229296419,1.1527099976329338,1,35.0,1,1,-0.39068834982182993,-0.39068834982183004
2016-07-21,air_70f834596eb99fee,0,0,0,0,1,0,0,0.6176628396597625,0.4052987103907819,0.0,-1.3101595913582906,0.8850518569186235,1,21.0,1,1,-0.17062016279813005,-0.17062016279813016
2016-07-22,air_70f834596eb99fee,1,0,0,0,0,0,0,0.5708422435242388,0.21742797950034917,0.0,-1.3101595913582906,0.829289744269809,1,24.0,1,1,1.011172155633046,1.011172155633046
2016-07-23,air_70f834596eb99fee,0,0,1,0,0,0,0,0.6878937338630474,0.734072489449039,0.0,-0.943675973381887,0.7623752090912317,1,19.0,1,1,1.3261424131219746,1.3261424131219746
2016-07-24,air_70f834596eb99fee,0,0,0,1,0,0,0,0.8634709693712602,0.9571689823814276,0.0,0.6007907023758146,0.6731558288531282,1,30.0,1,1,-0.45420548359777047,-0.4542054835977706
2016-07-25,air_70f834596eb99fee,0,1,0,0,0,0,0,0.9571121616423072,0.828007854894255,0.0,-1.10074038108606,0.9073567019781497,1,16.0,1,1,-1.0957285347347698,-1.09572853473477
2016-07-26,air_70f834596eb99fee,0,0,0,0,0,1,0,0.8517658203373797,0.7692982514909948,0.0,-1.283982190074262,0.9408139695674381,1,14.0,1,1,-0.3667760171061817,-0.36677601710618185
2016-07-27,air_70f834596eb99fee,0,0,0,0,0,0,1,0.9337018635745455,0.757556330810343,0.0,-1.2316273875062043,1.0523381948650674,1,13.0,1,1,-0.163894819221854,-0.1638948192218541
2016-07-28,air_70f834596eb99fee,0,0,0,0,1,0,0,1.1678048442521627,1.2037493166751205,0.0,0.05106527541120899,1.1527099976329338,1,14.0,1,1,0.060656930186029905,0.06065693018602981
2016-07-29,air_70f834596eb99fee,1,0,0,0,0,0,0,1.2497408874893285,1.3563942855235966,0.0,1.700241556305026,1.108100307513882,1,28.0,1,1,1.257020826365804,1.257020826365804
2016-07-30,air_70f834596eb99fee,0,0,1,0,0,0,0,1.2497408874893285,1.4151038889268568,0.0,1.5169997473168242,1.0188809272757788,1,14.0,1,1,1.375087969149317,1.375087969149317
2016-07-31,air_70f834596eb99fee,0,0,0,1,0,0,0,1.2848563345909711,1.1685235546331643,0.0,0.4960810972396993,1.2753866454603258,1,24.0,1,1,-0.40936985975593004,-0.4093698597559302
2016-08-01,air_70f834596eb99fee,0,1,0,0,0,0,0,1.2731511855570903,1.2507169993977285,0.0,-0.8127889669617427,1.2976914905198518,1,43.0,1,1,-1.1502785437423424,-1.1502785437423424
2016-08-02,air_70f834596eb99fee,0,0,0,0,0,1,0,1.0975739500488775,1.0041366651040355,0.0,-0.8651437695298004,1.0634906173948304,1,22.0,1,1,-0.7953298549944393,-0.7953298549944394
2016-08-03,air_70f834596eb99fee,0,0,0,0,0,0,1,1.2029202913538053,1.3094266028009887,0.0,-0.2368861387131084,1.1638624201626966,1,18.0,1,1,-0.3451054655826255,-0.3451054655826256
2016-08-04,air_70f834596eb99fee,0,0,0,0,1,0,0,1.3550872287942566,1.426845809607509,0.0,0.9149195177841607,1.2753866454603258,1,32.0,1,1,-0.21769756783206246,-0.21769756783206257
2016-08-05,air_70f834596eb99fee,1,0,0,0,0,0,0,1.4253181229975413,1.473813492330117,0.0,1.5169997473168242,1.2976914905198518,1,17.0,1,1,0.8393022642393244,0.8393022642393244
2016-08-06,air_70f834596eb99fee,0,0,1,0,0,0,0,1.472138719133065,1.5677488577753338,0.0,0.9934517216362474,1.4315205608770067,1,25.0,1,1,0.5956953746986584,0.5956953746986584
2016-08-07,air_70f834596eb99fee,0,0,0,1,0,0,0,1.4136129739636607,1.4972973336914215,0.0,1.6217093524529391,1.2865390679900888,1,17.0,1,1,-0.6077674952560738,-0.6077674952560739
2016-08-09,air_70f834596eb99fee,0,0,0,0,0,1,0,1.7998828920817287,1.978716081598155,0.0,0.8102099126480452,1.4203681383472437,1,28.0,1,1,-0.2946653887605551,-0.2946653887605552
2016-08-15,air_70f834596eb99fee,0,1,0,0,0,0,0,1.1795099932860438,1.1685235546331643,1.0,-1.1269177823700889,1.2753866454603258,1,11.0,1,1,-1.4372265363301207,-1.4372265363301209
2016-08-16,air_70f834596eb99fee,0,0,0,0,0,1,0,1.214625440387686,1.4385877302881613,0.0,-0.760434164393685,1.1973196877519854,1,13.0,1,1,-1.3187857633479256,-1.3187857633479259
2016-08-17,air_70f834596eb99fee,0,0,0,0,0,0,1,1.4253181229975413,1.5794907784559853,0.0,1.3075805370445932,1.119252730043645,1,7.0,1,1,-0.8132641045311755,-0.8132641045311756
2016-08-18,air_70f834596eb99fee,0,0,0,0,1,0,0,1.214625440387686,1.2624589200783807,0.0,-1.0222081772339735,1.3646060256984291,1,30.0,1,1,-0.5360304971091291,-0.5360304971091293
2016-08-19,air_70f834596eb99fee,1,0,0,0,0,0,0,1.2965614836248522,1.3446523648429445,0.0,0.4960810972396993,1.3423011806389034,1,20.0,1,1,0.8023128745698062,0.8023128745698062
2016-08-22,air_70f834596eb99fee,0,1,0,0,0,0,0,1.0741636519811157,0.8749755376168634,0.0,-1.3101595913582906,1.1415575751031708,1,15.0,1,1,-1.9946827927636694,-1.9946827927636697
2016-08-23,air_70f834596eb99fee,0,0,0,0,0,1,0,1.2029202913538053,1.1215558719105558,0.0,-0.8651437695298004,1.2530818004008,1,20.0,1,1,-0.6010421516797977,-0.6010421516797978
2016-08-24,air_70f834596eb99fee,0,0,0,0,0,0,1,1.1678048442521627,1.2154912373557722,0.0,-0.8127889669617427,1.1750148426924596,1,11.0,1,1,-0.41011712015329405,-0.4101171201532942
2016-08-25,air_70f834596eb99fee,0,0,0,0,1,0,0,1.3433820797603755,1.3916200475655534,0.0,1.8049511614411413,1.1750148426924596,1,22.0,1,1,-0.28009381101195696,-0.2800938110119571
2016-08-26,air_70f834596eb99fee,1,0,0,0,0,0,0,1.378497526862018,1.4033619682462046,0.0,1.3599353396126508,1.2307769553412742,1,39.0,1,1,1.1015906637140906,1.1015906637140906
2016-08-27,air_70f834596eb99fee,0,0,1,0,0,0,0,0.9102915655067839,0.7223305687683869,0.0,-1.3101595913582906,0.9631188146269642,1,14.0,1,1,1.1647341672913492,1.1647341672913492
2016-08-28,air_70f834596eb99fee,0,0,0,1,0,0,0,0.7113040319308095,0.4405244724327381,0.0,-1.3101595913582906,0.9296615470376755,1,23.0,1,1,-0.2487088743226687,-0.24870887432266883
2016-08-29,air_70f834596eb99fee,0,1,0,0,0,0,0,1.062458502947235,1.0863301098686002,0.0,-0.6295471579735409,1.0188809272757788,1,17.0,1,1,-1.4222813283828406,-1.4222813283828408
2016-08-30,air_70f834596eb99fee,0,0,0,0,0,1,0,1.003932757777831,0.8514916962555594,0.0,-1.1530951836541177,1.0634906173948304,1,14.0,1,1,-0.6275698957862199,-0.62756989578622
2016-08-31,air_70f834596eb99fee,0,0,0,0,0,0,1,1.2029202913538053,1.2037493166751205,0.0,1.6478867537369684,1.0634906173948304,1,22.0,1,1,-0.19677427670587028,-0.1967742767058704
2016-09-01,air_70f834596eb99fee,0,0,0,0,1,0,0,1.226330589421567,1.3681362062042488,0.0,1.333757938328622,1.0077285047460158,1,32.0,1,1,-0.5913277665140656,-0.5913277665140657
2016-09-02,air_70f834596eb99fee,1,0,0,0,0,0,0,1.1912151423199242,1.051104347826644,0.0,-0.027466928440877485,1.119252730043645,1,15.0,1,1,0.6158714054274866,0.6158714054274865
2016-09-03,air_70f834596eb99fee,0,0,1,0,0,0,0,1.2497408874893285,1.3681362062042488,0.0,0.6269681036598435,1.2976914905198518,1,26.0,1,1,1.1994817757687755,1.1994817757687755
2016-09-04,air_70f834596eb99fee,0,0,0,1,0,0,0,1.1912151423199242,1.2976846821203365,0.0,-0.13217653357699294,1.2307769553412742,1,28.0,1,1,-0.7336808722119088,-0.7336808722119089
2016-09-05,air_70f834596eb99fee,0,1,0,0,0,0,0,1.3902026758958987,1.426845809607509,0.0,1.2028709319084778,1.3199963355793776,1,11.0,1,1,-1.3311155599044318,-1.331115559904432
2016-09-06,air_70f834596eb99fee,0,0,0,0,0,1,0,1.4370232720314224,1.3563942855235966,0.0,1.2028709319084778,1.4426729834067695,1,15.0,1,1,-0.6275698957862199,-0.62756989578622
2016-09-07,air_70f834596eb99fee,0,0,0,0,0,0,1,1.238035738455448,1.1098139512299041,0.0,-0.7080793618256275,1.386910870757955,1,17.0,1,1,-0.5307996743275811,-0.5307996743275812
2016-09-08,air_70f834596eb99fee,0,0,0,0,1,0,0,1.1560996952182816,1.1215558719105558,0.0,-0.9698533746659158,1.3088439130496146,1,14.0,1,1,-0.38321574584818985,-0.38321574584818996
2016-09-09,air_70f834596eb99fee,1,0,0,0,0,0,0,1.226330589421567,1.3681362062042488,0.0,0.07724267669523774,1.0746430399245934,1,21.0,1,1,0.9334570743071893,0.9334570743071893
2016-09-10,air_70f834596eb99fee,0,0,1,0,0,0,0,1.1795099932860438,1.2154912373557722,0.0,-0.2368861387131084,1.1527099976329338,1,26.0,1,1,1.4423414049120775,1.4423414049120775
2016-09-11,air_70f834596eb99fee,0,0,0,1,0,0,0,0.7815349261340944,0.4992340758359983,0.0,-1.257804788790233,0.8738994343888609,1,26.0,1,1,-0.2942917585618731,-0.29429175856187323
2016-09-12,air_70f834596eb99fee,0,1,0,0,0,0,0,0.9571121616423072,0.804524013532951,0.0,-1.2316273875062043,1.0634906173948304,1,20.0,1,1,-1.3098186385795576,-1.3098186385795578
2016-09-13,air_70f834596eb99fee,0,0,0,0,0,1,0,0.7113040319308095,0.35833102766817354,0.0,-1.3101595913582906,0.9408139695674381,1,18.0,1,1,-0.7919671832063013,-0.7919671832063014
2016-09-14,air_70f834596eb99fee,0,0,0,0,0,0,1,0.7698297771002137,0.6753628860457789,0.0,-1.2316273875062043,0.8515945893293351,1,18.0,1,1,-0.397040063199424,-0.3970400631994241
2016-09-15,air_70f834596eb99fee,0,0,0,0,1,0,0,0.8868812674390223,0.6518790446844744,0.0,-1.283982190074262,1.0300333498055416,1,30.0,1,1,-0.07235542054476322,-0.07235542054476332
2016-09-16,air_70f834596eb99fee,1,0,0,0,0,0,0,0.7464194790324518,0.4170406310714337,0.0,-1.3101595913582906,0.9965760822162527,1,16.0,1,1,0.8654563781470647,0.8654563781470647
2016-09-17,air_70f834596eb99fee,0,0,1,0,0,0,0,1.0273430558455925,1.0041366651040355,0.0,0.07724267669523774,0.9631188146269642,1,20.0,1,1,1.3276369339167027,1.3276369339167027
2016-09-18,air_70f834596eb99fee,0,0,0,1,0,0,0,0.9454070126084266,0.7105886480877346,0.0,-1.3101595913582906,1.0300333498055416,1,24.0,1,1,0.14995454767102864,0.14995454767102856
2016-09-19,air_70f834596eb99fee,0,1,0,0,0,0,0,0.5591370944903583,0.24091182086165316,1.0,-1.3101595913582906,0.695460673912654,1,24.0,1,1,-1.3128076801690136,-1.3128076801690138
2016-09-20,air_70f834596eb99fee,0,0,0,0,0,1,0,0.30162381574497954,-0.08786195819660354,0.0,-1.3101595913582906,0.5170219134364474,1,8.0,1,1,-1.7966587874622078,-1.796658787462208
2016-09-21,air_70f834596eb99fee,0,0,0,0,0,0,1,0.4186753060837881,0.27613758290360935,0.0,-1.283982190074262,0.5170219134364474,1,20.0,1,1,0.3576929381382224,0.35769293813822234
2016-09-22,air_70f834596eb99fee,0,0,0,0,1,0,0,0.33673926284662176,0.006073407248612417,1.0,-1.3101595913582906,0.572784026085262,1,18.0,1,1,-0.3081160759131072,-0.3081160759131073
2016-09-23,air_70f834596eb99fee,1,0,0,0,0,0,0,0.500611349320954,0.1469764554164372,0.0,-1.3101595913582906,0.7177655189721797,1,24.0,1,1,0.17311961998931286,0.17311961998931277
2016-09-24,air_70f834596eb99fee,0,0,1,0,0,0,0,0.6176628396597625,0.35833102766817354,0.0,-1.3101595913582906,0.8738994343888609,1,12.0,1,1,1.1012170335154088,1.1012170335154086
2016-09-27,air_70f834596eb99fee,0,0,0,0,0,1,0,1.062458502947235,1.051104347826644,0.0,-0.7080793618256275,1.0969478849841192,1,12.0,1,1,-0.4579417855845905,-0.4579417855845906
2016-09-28,air_70f834596eb99fee,0,0,0,0,0,0,1,1.1678048442521627,1.1450397132718604,0.0,-0.760434164393685,1.2307769553412742,1,6.0,1,1,-0.3428636843905335,-0.3428636843905336
2016-09-29,air_70f834596eb99fee,0,0,0,0,1,0,0,0.9454070126084266,0.828007854894255,0.0,-1.1269177823700889,0.9742712371567269,1,13.0,1,1,-0.22143386981888247,-0.22143386981888258
2016-09-30,air_70f834596eb99fee,1,0,0,0,0,0,0,0.5708422435242388,0.4522663931133899,0.0,-0.6819019605415986,0.6508509837936024,1,21.0,1,1,1.1695913598742154,1.1695913598742151
2016-10-01,air_70f834596eb99fee,0,0,1,0,0,0,0,0.3718547099482644,0.111750693374481,0.0,-1.3101595913582906,0.5170219134364474,1,11.0,1,1,1.2035917079542775,1.2035917079542775
2016-10-02,air_70f834596eb99fee,0,0,0,1,0,0,0,0.7698297771002137,0.7927820928522993,0.0,1.0719839254883337,0.6285461387340767,1,18.0,1,1,-0.4474801400214944,-0.4474801400214945
2016-10-03,air_70f834596eb99fee,0,1,0,0,0,0,0,0.7230091809646901,0.6636209653651266,0.0,-1.3101595913582906,0.7958324766805205,1,18.0,1,1,-1.5287659350072116,-1.5287659350072118
2016-10-04,air_70f834596eb99fee,0,0,0,0,0,1,0,0.9805224597100688,1.3094266028009887,0.0,0.31283928825149737,0.7512227865614686,1,30.0,1,1,-0.6869770973766584,-0.6869770973766586
2016-10-06,air_70f834596eb99fee,0,0,0,0,1,0,0,1.1092790990827583,1.2272331580364244,0.0,0.8625647152161031,0.9408139695674381,1,15.0,1,1,-0.38545752704028186,-0.38545752704028197
2016-10-07,air_70f834596eb99fee,1,0,0,0,0,0,0,0.5708422435242388,0.4757502344746939,0.0,0.20812968311538194,0.6731558288531282,1,34.0,1,1,0.787367666622526,0.787367666622526
2016-10-08,air_70f834596eb99fee,0,0,1,0,0,0,0,0.5474319454564772,0.5227179171973023,0.0,-1.257804788790233,0.5839364486150247,1,12.0,1,1,1.0384471601368321,1.0384471601368321
2016-10-10,air_70f834596eb99fee,0,1,0,0,0,0,0,0.2196877725078132,-0.14657156159986373,1.0,-1.3101595913582906,0.4947170683769213,1,28.0,1,1,-0.7852418396300253,-0.7852418396300254
2016-10-11,air_70f834596eb99fee,0,0,0,0,0,1,0,0.1260465802367667,-0.08786195819660354,0.0,-1.257804788790233,0.36088799801976634,1,17.0,1,1,-1.1753117670540365,-1.1753117670540367
2016-10-12,air_70f834596eb99fee,0,0,0,0,0,0,1,0.16116202733840893,0.27613758290360935,0.0,0.836387313932074,0.08207743477569333,1,23.0,1,1,-0.46840343114768657,-0.4684034311476867
2016-10-13,air_70f834596eb99fee,0,0,0,0,1,0,0,-0.0027100591359228788,-0.3109584511289925,0.0,-1.3101595913582906,0.26051619525190023,1,13.0,1,1,-0.43440308306762426,-0.4344030830676244
2016-10-14,air_70f834596eb99fee,1,0,0,0,0,0,0,-0.10805640044085062,-0.15831348228051592,0.0,-0.26306353999713716,-0.040599213051698745,1,34.0,1,1,0.9435450896716033,0.9435450896716033
2016-10-15,air_70f834596eb99fee,0,0,1,0,0,0,0,0.020700238931838748,0.21742797950034917,0.0,1.5169997473168242,-0.129818593289802,1,29.0,1,1,1.4057256454412412,1.4057256454412412
2016-10-16,air_70f834596eb99fee,0,0,0,1,0,0,0,0.10263628216900465,0.24091182086165316,0.0,0.05106527541120899,-0.029446790521935863,1,17.0,1,1,-0.47961233710814666,-0.47961233710814677
2016-10-17,air_70f834596eb99fee,0,1,0,0,0,0,0,0.11434143120288567,-0.15831348228051592,0.0,-1.3101595913582906,0.30512588537095175,1,23.0,1,1,-1.3950063238790544,-1.3950063238790547
2016-10-18,air_70f834596eb99fee,0,0,0,0,0,1,0,0.5123164983548346,0.6401371240038226,0.0,0.23430708439941092,0.41665011066858093,1,23.0,1,1,-0.5984267402890237,-0.5984267402890238
2016-10-19,air_70f834596eb99fee,0,0,0,0,0,0,1,0.500611349320954,0.35833102766817354,0.0,-0.8127889669617427,0.6062412936745505,1,18.0,1,1,-0.4624253479687745,-0.46242534796877466
2016-10-20,air_70f834596eb99fee,0,0,0,0,1,0,0,0.6293679886936432,0.804524013532951,0.0,1.3075805370445932,0.4501073782578698,1,27.0,1,1,-0.24347805154112065,-0.2434780515411208
2016-10-21,air_70f834596eb99fee,1,0,0,0,0,0,0,0.19627747444005159,0.0647830106518726,0.0,-0.027466928440877485,0.2716686177816631,1,19.0,1,1,0.9667101619898876,0.9667101619898875
2016-10-22,air_70f834596eb99fee,0,0,1,0,0,0,0,0.020700238931838748,-0.2992165304483403,0.0,-1.283982190074262,0.19360166007332255,1,25.0,1,1,1.5103421010722022,1.5103421010722022
2016-10-24,air_70f834596eb99fee,0,1,0,0,0,0,0,-0.18999244367801651,-0.2052811650031239,0.0,1.2552257344765358,-0.1186661707600391,1,9.0,1,1,-1.229861776061609,-1.229861776061609
2016-10-25,air_70f834596eb99fee,0,0,0,0,0,1,0,-0.29533878498294425,-0.42837765793551286,0.0,-0.6819019605415986,-0.3305621988255346,1,17.0,1,1,-0.5618109808181874,-0.5618109808181875
2016-10-26,air_70f834596eb99fee,0,0,0,0,0,0,1,0.30162381574497954,0.5696855999199103,0.0,1.2028709319084778,-0.040599213051698745,1,20.0,1,1,-0.17286194399022206,-0.17286194399022217
2016-10-27,air_70f834596eb99fee,0,0,0,0,1,0,0,0.2899186667110985,0.28787950358426156,0.0,0.679322906227901,0.02631532212687874,1,22.0,1,1,-0.15941125683766996,-0.15941125683767007
2016-10-28,air_70f834596eb99fee,1,0,0,0,0,0,0,-0.5060314675927997,-0.7101837542711615,0.0,-1.3101595913582906,-0.3194097762957718,1,22.0,1,1,0.8695663103325667,0.8695663103325667
2016-10-29,air_70f834596eb99fee,0,0,1,0,0,0,0,-0.11976154947473143,-0.005668513432039369,0.0,-1.3101595913582906,-0.15212343834932796,1,16.0,1,1,1.6904318568369276,1.6904318568369276
2016-10-31,air_70f834596eb99fee,0,1,0,0,0,0,0,-0.26022333788130164,-0.2052811650031239,0.0,-0.289240941281166,-0.3528670438850604,1,29.0,1,1,-1.0613545564560256,-1.0613545564560258
2016-11-01,air_70f834596eb99fee,0,0,0,0,0,1,0,-0.36556967918622935,-0.5223130233807293,0.0,-0.4463053489853391,-0.14097101581956506,1,32.0,1,1,-0.7796373866497952,-0.7796373866497953
2016-11-02,air_70f834596eb99fee,0,0,0,0,0,0,1,-0.6581984050332508,-1.0154736919681147,0.0,-1.3101595913582906,-0.48669611424221554,1,23.0,1,1,0.3651655421118625,0.3651655421118624
2016-11-03,air_70f834596eb99fee,0,0,0,0,1,0,0,-0.42409542435563363,-0.17005540296116814,1.0,1.176693530624449,-0.5090009593017413,1,21.0,1,1,-0.09589412306172941,-0.09589412306172952
2016-11-04,air_70f834596eb99fee,1,0,0,0,0,0,0,-0.29533878498294425,-0.24050692704508012,0.0,1.0981613267723624,-0.49784853677197843,1,12.0,1,1,0.03188740488751566,0.03188740488751556
2016-11-05,air_70f834596eb99fee,0,0,1,0,0,0,0,-0.22510789077965918,-0.15831348228051592,0.0,0.46990369595567033,-0.19673312846837968,1,21.0,1,1,1.2222732178883777,1.2222732178883777
2016-11-07,air_70f834596eb99fee,0,1,0,0,0,0,0,-0.6464932559993699,-0.7571514369937697,0.0,0.8887421165001319,-0.5313058043612673,1,15.0,1,1,-1.2997306232151435,-1.2997306232151438
2016-11-08,air_70f834596eb99fee,0,0,0,0,0,1,0,-0.7752498953720593,-0.8510868024389862,0.0,-0.8389663682457716,-0.7655066774862885,1,6.0,1,1,-1.1207617580464642,-1.1207617580464642
2016-11-09,air_70f834596eb99fee,0,0,0,0,0,0,1,-0.716724150202655,-0.7336675956324658,0.0,0.2604844856834397,-0.5647630719505559,1,18.0,1,1,-0.8166267763193135,-0.8166267763193137
2016-11-10,air_70f834596eb99fee,0,0,0,0,1,0,0,-0.810365342473702,-0.9215383265228984,0.0,-1.1792725849381465,-0.5982203395398448,1,19.0,1,1,-0.5554592674405933,-0.5554592674405934
2016-11-11,air_70f834596eb99fee,1,0,0,0,0,0,0,-0.880596236676987,-1.0272156126487666,0.0,-1.3101595913582906,-0.8101163676053402,1,30.0,1,1,0.3797371198604606,0.3797371198604605
2016-11-12,air_70f834596eb99fee,0,0,1,0,0,0,0,-0.3421593811184677,-0.24050692704508012,0.0,0.3390166895355261,-0.3305621988255346,1,21.0,1,1,1.7520808396194583,1.7520808396194583
2016-11-14,air_70f834596eb99fee,0,1,0,0,0,0,0,-0.3304542320845869,-0.48708726133877306,0.0,-1.3101595913582906,-0.16327586087909082,1,8.0,1,1,-1.4084570110316066,-1.4084570110316066
2016-11-15,air_70f834596eb99fee,0,0,0,0,0,1,0,-0.14317184754249307,-0.1817973236418199,0.0,-0.8913211708138292,-0.029446790521935863,1,17.0,1,1,-0.9145178883739983,-0.9145178883739985
2016-11-16,air_70f834596eb99fee,0,0,0,0,0,0,1,-0.4709160204911571,-0.7101837542711615,0.0,-1.1530951836541177,-0.2524952411171943,1,24.0,1,1,-0.34099553339712346,-0.34099553339712363
2016-11-17,air_70f834596eb99fee,0,0,0,0,1,0,0,-0.4592108714572763,-0.2992165304483403,0.0,0.8102099126480452,-0.5759154944803189,1,13.0,1,1,-0.29204997736978106,-0.29204997736978117
2016-11-18,air_70f834596eb99fee,1,0,0,0,0,0,0,-0.6113778088977273,-0.6045064681452934,0.0,1.0458065242043049,-0.7655066774862885,1,33.0,1,1,0.9820290001358497,0.9820290001358496
2016-11-19,air_70f834596eb99fee,0,0,1,0,0,0,0,-0.7869550444059401,-1.0389575333294188,0.0,-1.3101595913582906,-0.5647630719505559,1,23.0,1,1,1.4808253153763238,1.4808253153763238
2016-11-21,air_70f834596eb99fee,0,1,0,0,0,0,0,-0.4592108714572763,-0.7219256749518138,0.0,-1.3101595913582906,-0.3082573537660089,1,17.0,1,1,-1.3068295969901016,-1.3068295969901018
2016-11-22,air_70f834596eb99fee,0,0,0,0,0,1,0,-0.29533878498294425,-0.1817973236418199,0.0,0.4437262946716416,-0.2971049312362458,1,13.0,1,1,0.6468827119180929,0.6468827119180928
2016-11-23,air_70f834596eb99fee,0,0,0,0,0,0,1,-0.5996726598638464,-0.7219256749518138,1.0,-1.283982190074262,-0.49784853677197843,1,26.0,1,1,-0.21358763564656041,-0.21358763564656053
2016-11-24,air_70f834596eb99fee,0,0,0,0,1,0,0,-1.6063154767776,-1.438182836471588,0.0,-1.3101595913582906,-1.3454326490339603,1,27.0,1,1,-1.128981622417468,-1.1289816224174682
2016-11-25,air_70f834596eb99fee,1,0,0,0,0,0,0,-1.2785713038289361,-1.1798605814972432,0.0,1.1243387280563915,-1.412347184212538,1,27.0,1,1,0.8486430192063745,0.8486430192063745
2016-11-26,air_70f834596eb99fee,0,0,1,0,0,0,0,-0.9625322799141529,-0.9097964058422463,0.0,0.39137149210358385,-1.0889269308494132,1,19.0,1,1,1.7957955728652526,1.7957955728652526
2016-11-28,air_70f834596eb99fee,0,1,0,0,0,0,0,-0.6347881069654892,-0.804119119716378,0.0,-0.4463053489853391,-0.3974767340041121,1,15.0,1,1,-1.2612467127508973,-1.2612467127508975
2016-11-29,air_70f834596eb99fee,0,0,0,0,0,1,0,-0.7050190011687743,-0.7688933576744218,0.0,0.18195228183135317,-0.6093727620696077,1,21.0,1,1,-0.6178555106204878,-0.6178555106204879
2016-11-30,air_70f834596eb99fee,0,0,0,0,0,0,1,-0.9040065347447487,-1.0624413746907226,0.0,-0.027466928440877485,-0.9104881703732066,1,22.0,1,1,-0.37947944386136984,-0.37947944386136995
