visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Fuminosato,total_area_visitors,total_genre_visitors
2016-04-02,air_9bbc673495e23532,0,0,1,0,0,0,0,0.16966963412688493,0.192044913656173,0.0,-0.06759431282537937,0.15467988265301005,1,22.0,1,1,-0.538055406755341,-0.5380554067553412
2016-04-04,air_9bbc673495e23532,0,1,0,0,0,0,0,0.0635473536835972,0.20317918393232218,0.0,-1.302544413911017,0.09623435445126699,1,8.0,1,1,-1.1581137217073223,-1.1581137217073225
2016-04-05,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.11332311372188268,-0.17538600545674457,0.0,-0.38290072161320177,0.049477931889872706,1,7.0,1,1,-0.9590644096369206,-0.959064409636921
2016-04-06,air_9bbc673495e23532,0,0,0,0,0,0,1,0.12250417615209049,0.2811190758653652,0.0,0.6681206410128727,-0.13754775835570526,1,3.0,1,1,-0.8937821476336331,-0.8937821476336333
2016-04-07,air_9bbc673495e23532,0,0,0,0,1,0,0,0.205043727607981,0.30338761641766315,0.0,-1.4601976183049281,0.1313016713723129,1,10.0,1,1,-1.0066096042279944,-1.0066096042279946
2016-04-08,air_9bbc673495e23532,1,0,0,0,0,0,0,0.0635473536835972,-0.09744611352370154,0.0,-0.9084114029262389,0.17805809393370742,1,14.0,1,1,-0.4626728702534315,-0.46267287025343173
2016-04-09,air_9bbc673495e23532,0,0,1,0,0,0,0,0.18146099862058376,0.3256561569699611,0.0,0.3528142322250506,-0.032345807592567714,1,24.0,1,1,-0.3727557923998466,-0.37275579239984685
2016-04-11,air_9bbc673495e23532,0,1,0,0,0,0,0,-0.47885541302654105,-0.3758028704274269,0.0,0.7469472432098285,-0.5583555614082553,1,13.0,1,1,-1.179792359655584,-1.1797923596555842
2016-04-12,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.3963158615706505,-0.1976545460090425,0.0,1.246182390457214,-0.7453812516538331,1,22.0,1,1,-1.0206514492626637,-1.020651449262664
2016-04-13,air_9bbc673495e23532,0,0,0,0,0,0,1,0.09892144716469325,0.12523929199927875,0.0,-1.276268879845365,0.23650362213545048,1,8.0,1,1,-0.9349222901036294,-0.9349222901036297
2016-04-14,air_9bbc673495e23532,0,0,0,0,1,0,0,0.3465401015323648,0.39246177862685533,0.0,0.9571515157350432,0.33001646725823924,1,4.0,1,1,-0.90265068133974,-0.9026506813397402
2016-04-15,air_9bbc673495e23532,1,0,0,0,0,0,0,0.016381895708802514,0.1029707514469808,0.0,1.6928664695732956,-0.06741312451361343,1,11.0,1,1,-0.48977116768875845,-0.48977116768875867
2016-04-18,air_9bbc673495e23532,0,1,0,0,0,0,0,0.039964624696199956,-0.09744611352370154,0.0,-1.1974422776484095,0.10792346009161577,1,4.0,1,1,-1.266999607765636,-1.2669996077656362
2016-04-19,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.06615765574708801,0.0584336703423849,0.0,1.2987334585885175,-0.1609259696364024,1,14.0,1,1,-0.9580790170029088,-0.9580790170029091
2016-04-20,air_9bbc673495e23532,0,0,0,0,0,0,1,0.039964624696199956,0.24771626503691807,0.0,1.7191420036389473,-0.27781702603988856,1,14.0,1,1,-0.8277608411548364,-0.8277608411548367
2016-04-21,air_9bbc673495e23532,0,0,0,0,1,0,0,0.016381895708802514,-0.3424000595989798,0.0,-1.4601976183049281,0.29494915033719354,1,5.0,1,1,-0.9314734158845878,-0.9314734158845881
2016-04-22,air_9bbc673495e23532,1,0,0,0,0,0,0,0.4644537464693514,0.4481331300076004,0.0,0.5104674366189617,0.4585966293020742,1,11.0,1,1,-0.4449358028412175,-0.4449358028412177
2016-04-23,air_9bbc673495e23532,0,0,1,0,0,0,0,0.4054969240008581,0.5260730219406434,0.0,0.1688854937654875,0.29494915033719354,1,15.0,1,1,-0.3500917618175731,-0.3500917618175734
2016-04-25,air_9bbc673495e23532,0,1,0,0,0,0,0,0.41728828849455696,0.6151471841498356,0.0,0.32653869815939857,0.20143630521440456,1,11.0,1,1,-1.1334789058570252,-1.1334789058570254
2016-04-26,air_9bbc673495e23532,0,0,0,0,0,1,0,0.6059501203937356,0.8601011302251139,0.0,1.640315401441992,0.4585966293020742,1,7.0,1,1,-0.8637276722962703,-0.8637276722962707
2016-04-27,air_9bbc673495e23532,0,0,0,0,0,0,1,0.35833146602606364,0.06956794061853368,0.0,-1.4601976183049281,0.5754876857055603,1,5.0,1,1,-0.8447588640915416,-0.8447588640915418
2016-04-28,air_9bbc673495e23532,0,0,0,0,1,0,0,0.14608690513948772,-0.041774762142956466,0.0,-1.4601976183049281,0.18974719957405597,1,4.0,1,1,-0.6087573282456941,-0.6087573282456943
2016-05-06,air_9bbc673495e23532,1,0,0,0,0,0,0,0.24041782108907706,0.192044913656173,0.0,-1.4601976183049281,0.5053530518634685,1,6.0,1,1,-1.008334041337515,-1.0083340413375155
2016-05-07,air_9bbc673495e23532,0,0,1,0,0,0,0,0.4054969240008581,0.33679042724611025,0.0,-0.5668294600727648,0.4819748405827713,1,13.0,1,1,-0.5905275645164741,-0.5905275645164744
2016-05-09,air_9bbc673495e23532,0,1,0,0,0,0,0,0.14608690513948772,-0.041774762142956466,0.0,-1.4601976183049281,0.33001646725823924,1,2.0,1,1,-1.3433675369015574,-1.3433675369015579
2016-05-10,air_9bbc673495e23532,0,0,0,0,0,1,0,0.35833146602606364,0.15864210282772587,0.0,-1.4339220842392764,0.43521841802137684,1,20.0,1,1,-1.1842266265086374,-1.1842266265086376
2016-05-11,air_9bbc673495e23532,0,0,0,0,0,0,1,0.4408710174819542,0.5038044813883454,0.0,-1.4601976183049281,0.42352931238102826,1,3.0,1,1,-0.9979874186803903,-0.9979874186803905
2016-05-12,air_9bbc673495e23532,0,0,0,0,1,0,0,0.4762451109630502,0.7153556166351767,0.0,2.0081728783611177,0.11961256573196434,1,5.0,1,1,-0.8799866507574665,-0.8799866507574668
2016-05-14,air_9bbc673495e23532,0,0,1,0,0,0,0,0.7946119522929139,0.9269067518820081,0.0,1.6665909355076438,0.5871767913459086,1,6.0,1,1,-0.3727557923998466,-0.37275579239984685
2016-05-16,air_9bbc673495e23532,0,1,0,0,0,0,0,0.7592378588118178,0.9046382113297098,0.0,-0.330349653481898,0.21312541085475312,1,1.0,1,1,-1.2835049343853353,-1.2835049343853355
2016-05-18,air_9bbc673495e23532,0,0,0,0,0,0,1,0.5116192044441463,0.871235400501263,0.0,2.0607239464924216,0.11961256573196434,1,13.0,1,1,-0.9159534818989005,-0.9159534818989008
2016-05-20,air_9bbc673495e23532,1,0,0,0,0,0,0,0.8064033167866127,1.0159809140912,0.0,0.9834270498006954,0.8443371154335785,1,1.0,1,1,-0.5296795693662399,-0.5296795693662402
2016-05-21,air_9bbc673495e23532,0,0,1,0,0,0,0,0.8771515037488045,1.0159809140912,0.0,1.9293462761641624,0.7040678477493948,1,2.0,1,1,-0.26017468396398824,-0.26017468396398846
2016-05-23,air_9bbc673495e23532,0,1,0,0,0,0,0,1.1247701581164764,1.2163977790618823,0.0,1.7191420036389473,0.8677153267142756,1,5.0,1,1,-1.177082529912051,-1.1770825299120515
2016-05-24,air_9bbc673495e23532,0,0,0,0,0,1,0,1.042230606660586,1.0493837249196472,0.0,0.8257738454067839,0.9261608549160187,1,15.0,1,1,-1.0681966438537374,-1.0681966438537376
2016-05-25,air_9bbc673495e23532,0,0,0,0,0,0,1,0.995065148685791,0.7042213463590278,0.0,-1.4601976183049281,1.0781192282405507,1,1.0,1,1,-0.8676692428323179,-0.8676692428323182
2016-05-26,air_9bbc673495e23532,0,0,0,0,1,0,0,1.0540219711542842,1.0382494546434982,0.0,-0.8558603347949353,1.1716320733633394,1,3.0,1,1,-0.8324414561663929,-0.8324414561663932
2016-05-27,air_9bbc673495e23532,1,0,0,0,0,0,0,0.9478996907109966,0.9603095627104549,0.0,0.6681206410128727,0.9144717492756699,1,3.0,1,1,-0.5456921996689331,-0.5456921996689333
2016-05-28,air_9bbc673495e23532,0,0,1,0,0,0,0,0.6295328493811329,0.347924697522259,0.0,-1.4601976183049281,0.8326480097932297,1,3.0,1,1,-0.3550187249876326,-0.3550187249876328
2016-05-30,air_9bbc673495e23532,0,1,0,0,0,0,0,0.6884896718496262,0.6262814544259844,0.0,-1.3813710161079726,0.6923787421090465,1,9.0,1,1,-1.1642724256698966,-1.1642724256698969
2016-05-31,air_9bbc673495e23532,0,0,0,0,0,1,0,1.0186478776731887,1.0493837249196472,0.0,1.1410802541946066,0.972917277477413,1,5.0,1,1,-0.9418200385417126,-0.9418200385417129
2016-06-01,air_9bbc673495e23532,0,0,0,0,0,0,1,0.664906942862229,0.5928786435975377,0.0,0.7206717091441768,0.6105550026266062,1,10.0,1,1,-0.9625132838559622,-0.9625132838559626
2016-06-06,air_9bbc673495e23532,0,1,0,0,0,0,0,0.8417774102677088,0.9380410221581569,0.0,0.6155695728815692,0.6923787421090465,1,3.0,1,1,-1.1913707231052235,-1.1913707231052237
2016-06-07,air_9bbc673495e23532,0,0,0,0,0,1,0,0.582367391406338,0.35905896779840824,0.0,-1.4601976183049281,0.7858915872318354,1,15.0,1,1,-1.0497205319660146,-1.0497205319660148
2016-06-08,air_9bbc673495e23532,0,0,0,0,0,0,1,0.9007342327362021,1.0382494546434982,0.0,0.9571515157350432,0.7508242703107895,1,10.0,1,1,-0.8888551844635736,-0.8888551844635738
2016-06-09,air_9bbc673495e23532,0,0,0,0,1,0,0,0.9596910552046953,0.9380410221581569,0.0,-0.4091762556788536,1.066430122600202,1,13.0,1,1,-0.938124816164168,-0.9381248161641683
2016-06-11,air_9bbc673495e23532,0,0,1,0,0,0,0,1.1719356160912708,1.1718606979572863,0.0,0.32653869815939857,1.1365647564422938,1,14.0,1,1,-0.35255524340260286,-0.3525552434026031
2016-06-13,air_9bbc673495e23532,0,1,0,0,0,0,0,0.8535687747614072,0.7376241571874745,0.0,-1.3550954820423204,1.031362805679156,1,8.0,1,1,-1.2512333256214458,-1.251233325621446
2016-06-14,air_9bbc673495e23532,0,0,0,0,0,1,0,1.1011874291290793,1.0382494546434982,0.0,-0.43545178974450544,1.066430122600202,1,9.0,1,1,-0.9770478252076377,-0.9770478252076379
2016-06-15,air_9bbc673495e23532,0,0,0,0,0,0,1,1.1837269805849697,1.160726427681137,0.0,0.22143656189679128,1.1716320733633394,1,17.0,1,1,-0.9184169634839302,-0.9184169634839305
2016-06-16,air_9bbc673495e23532,0,0,0,0,1,0,0,0.8299860457740099,0.5483415624929414,0.0,-1.4601976183049281,1.031362805679156,1,2.0,1,1,-0.9878871441817685,-0.9878871441817687
2016-06-17,air_9bbc673495e23532,1,0,0,0,0,0,0,1.042230606660586,0.8266983193966667,0.0,-0.514278391941461,1.031362805679156,1,12.0,1,1,-0.43976249151265506,-0.4397624915126553
2016-06-18,air_9bbc673495e23532,0,0,1,0,0,0,0,1.2662665320408601,1.3945461034802662,0.0,1.797968605835903,0.972917277477413,1,8.0,1,1,-0.3500917618175731,-0.3500917618175734
2016-06-20,air_9bbc673495e23532,0,1,0,0,0,0,0,1.1601442515975724,0.971443832986604,0.0,-0.2777985853505942,1.1599429677229909,1,5.0,1,1,-1.2211788502840832,-1.2211788502840835
2016-06-21,air_9bbc673495e23532,0,0,0,0,0,1,0,1.1601442515975724,1.0605179951957961,0.0,0.32653869815939857,1.031362805679156,1,7.0,1,1,-1.0107975229225448,-1.0107975229225452
2016-06-22,air_9bbc673495e23532,0,0,0,0,0,0,1,1.1011874291290793,0.871235400501263,0.0,-1.3288199479766687,1.1599429677229909,1,4.0,1,1,-0.9497031796138077,-0.949703179613808
2016-06-23,air_9bbc673495e23532,0,0,0,0,1,0,0,1.1247701581164764,1.0939208060242434,0.0,0.03750782343722818,1.1365647564422938,1,5.0,1,1,-0.9455152609192572,-0.9455152609192574
2016-06-24,air_9bbc673495e23532,1,0,0,0,0,0,0,0.8417774102677088,0.893503941053561,0.0,-0.9084114029262389,0.937849960556367,1,4.0,1,1,-0.46119478130241365,-0.46119478130241387
2016-06-25,air_9bbc673495e23532,0,0,1,0,0,0,0,0.9832737841920927,0.9269067518820081,0.0,-1.4339220842392764,1.0079845943984589,1,13.0,1,1,-0.3015611745924876,-0.3015611745924878
2016-06-27,air_9bbc673495e23532,0,1,0,0,0,0,0,0.9478996907109966,1.1384578871288393,0.0,0.37908976629070235,0.7508242703107895,1,6.0,1,1,-1.1674749517304353,-1.1674749517304355
2016-06-28,air_9bbc673495e23532,0,0,0,0,0,1,0,0.6531155783685301,0.5706101030452393,0.0,-1.3813710161079726,0.7858915872318354,1,7.0,1,1,-1.0241003234817054,-1.0241003234817057
2016-06-29,air_9bbc673495e23532,0,0,0,0,0,0,1,0.8889428682425032,0.7153556166351767,0.0,-1.3288199479766687,0.9495390661967158,1,2.0,1,1,-0.8501785235786069,-0.8501785235786071
2016-06-30,air_9bbc673495e23532,0,0,0,0,1,0,0,1.1719356160912708,0.9269067518820081,0.0,-1.1974422776484095,1.3235904466878714,1,4.0,1,1,-0.8260364040453156,-0.8260364040453159
2016-07-01,air_9bbc673495e23532,1,0,0,0,0,0,0,1.3959715414715457,1.3834118332041179,0.0,0.8783249135380878,1.3820359748896145,1,7.0,1,1,1.6978004798176356,1.6978004798176354
