visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Taitō-ku Kuramae,total_area_visitors,total_genre_visitors
2016-07-26,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,0.8521331917675065,0.7647248513873648,0.0,-1.3122992239147377,0.940359601945974,1,20.0,1,1,-0.36468981717610965,-0.36468981717611
2016-07-27,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,0.9332840554788063,0.7531179914653496,0.0,-1.259007884872515,1.0509240031313316,1,22.0,1,1,-0.15448943805171847,-0.1544894380517188
2016-07-28,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,1.1651436660825203,1.1941786685019364,0.0,0.04662992166194495,1.1504319641981537,1,21.0,1,1,0.07816328359424674,0.0781632835942464
2016-07-29,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,1.2462945297938202,1.3450678474881368,0.0,1.7253071014919645,1.1062062037240106,1,14.0,1,1,1.3176874345266605,1.31768743452666
2016-07-30,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,1.2462945297938202,1.4031021470982141,0.0,1.538787414844185,1.0177546827757247,1,23.0,1,1,1.4400139903338567,1.4400139903338562
2016-07-31,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,1.2810734713843774,1.15935808873589,0.0,0.4996063035208392,1.272052805502047,1,15.0,1,1,-0.4088202835116172,-0.40882028351161753
2016-08-01,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,1.2694804908541915,1.2406061081899982,0.0,-0.8326771725347322,1.2941656857391188,1,14.0,1,1,-1.1764581321371563,-1.1764581321371566
2016-08-02,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,1.095585782901406,0.9968620498276737,0.0,-0.8859685115769549,1.0619804432498676,1,20.0,1,1,-0.8087042460079268,-0.8087042460079271
2016-08-03,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,1.1999226076730776,1.2986404078000753,0.0,-0.24647244307028085,1.1614884043166893,1,25.0,1,1,-0.34223747465453563,-0.34223747465453597
2016-08-04,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,1.3506313545654918,1.4147090070202297,0.0,0.9259370158586219,1.272052805502047,1,17.0,1,1,-0.21023318500183327,-0.21023318500183358
2016-08-05,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,1.4201892377466059,1.4611364467082912,0.0,1.538787414844185,1.2941656857391188,1,14.0,1,1,0.8848991769556303,0.8848991769556299
2016-08-06,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,1.466561159867349,1.5539913260844154,0.0,1.0058740244219564,1.426842967161548,1,12.0,1,1,0.6325038782648328,0.6325038782648323
2016-08-07,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,1.4085962572164203,1.4843501665523224,0.0,1.6453700929286301,1.283109245620583,1,9.0,1,1,-0.6143753503901656,-0.6143753503901658
2016-08-08,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,1.3970032766862344,1.437922726864261,0.0,-0.11324409546472375,1.3715607665688692,1,12.0,1,1,-1.1571026644461442,-1.1571026644461446
2016-08-09,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,1.7911646147125482,1.9602314233549558,0.0,0.8193543377741761,1.415786527043012,1,19.0,1,1,-0.28997771188880306,-0.28997771188880334
2016-08-10,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,1.466561159867349,1.5307776062403842,0.0,-0.03330708690138928,1.4489558473986195,1,12.0,1,1,0.7563788714873101,0.7563788714873096
2016-08-11,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,1.2578875103240061,1.3102472677220909,1.0,-0.03330708690138928,1.3605043264503331,1,7.0,1,1,0.4327554516935881,0.4327554516935877
2016-08-12,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,1.1883296271428916,1.2870335478780597,0.0,0.12656693022527918,1.2499399252649757,1,19.0,1,1,-0.01822694550699342,-0.01822694550699376
2016-08-13,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,1.1651436660825203,1.2754266879560445,1.0,0.5795433120841734,1.1504319641981537,1,8.0,1,1,0.15481093565065457,0.15481093565065424
2016-08-14,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,1.107178763431592,1.1129306490478281,1.0,-0.32640945163361507,1.1725448444352253,1,27.0,1,1,-0.9256112708616397,-0.9256112708616401
2016-08-15,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,1.1767366466127063,1.15935808873589,1.0,-1.1524252067880691,1.272052805502047,1,19.0,1,1,-1.473758115871102,-1.4737581158711022
2016-08-16,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,1.211515588203263,1.4263158669422453,0.0,-0.7793858334925092,1.1946577246722967,1,16.0,1,1,-1.3510444507100854,-1.3510444507100856
2016-08-17,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,1.4201892377466059,1.56559818600643,0.0,1.3256220586752931,1.1172626438425464,1,27.0,1,1,-0.8272854949912984,-0.8272854949912987
2016-08-18,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,1.211515588203263,1.2522129681120138,0.0,-1.0458425287036235,1.3605043264503331,1,21.0,1,1,-0.5400503544566791,-0.5400503544566795
2016-08-19,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,1.2926664519145632,1.3334609875661212,0.0,0.4996063035208392,1.3383914462132618,1,25.0,1,1,0.8465753509274263,0.846575350927426
2016-08-20,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,1.0723998218410347,1.0665032093597664,0.0,-0.9126141810980664,1.23888348514644,1,8.0,1,1,0.72424879512023,0.7242487951202297
2016-08-21,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,1.32744539350512,1.4727433066303068,0.0,0.7660629987319535,1.1725448444352253,1,22.0,1,1,-0.8145108863152304,-0.8145108863152307
2016-08-22,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,1.0723998218410347,0.8691865906855041,0.0,-1.3389448934358492,1.139375524079618,1,16.0,1,1,-2.0513252717709025,-2.0513252717709025
2016-08-23,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,1.1999226076730776,1.1129306490478281,0.0,-0.8859685115769549,1.2499399252649757,1,19.0,1,1,-0.6074073820214012,-0.6074073820214014
2016-08-24,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,1.1651436660825203,1.2057855284239516,0.0,-0.8326771725347322,1.1725448444352253,1,25.0,1,1,-0.4095945022192577,-0.409594502219258
2016-08-25,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,1.339038374035306,1.3798884272541838,0.0,1.8318897795764104,1.1725448444352253,1,21.0,1,1,-0.27488044708981363,-0.27488044708981396
2016-08-26,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,1.373817315625863,1.3914952871761985,0.0,1.3789133977175159,1.227827045027904,1,17.0,1,1,1.15664994333744,1.1566499433374395
2016-08-27,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,0.9100980944184349,0.7182974116993032,0.0,-1.3389448934358492,0.9624724821830458,1,19.0,1,1,1.2220714241330608,1.2220714241330604
2016-08-28,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,0.7130174254052781,0.43973277357093277,0.0,-1.3389448934358492,0.9293031618274384,1,13.0,1,1,-0.2423632613689133,-0.24236326136891365
2016-08-29,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,1.0608068413108491,1.078110069281782,0.0,-0.6461574858869521,1.0177546827757247,1,21.0,1,1,-1.4582737417182923,-1.4582737417182925
2016-08-30,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,1.0028419386599208,0.8459728708414732,0.0,-1.1790708763091806,1.0619804432498676,1,18.0,1,1,-0.6348921461426383,-0.6348921461426387
2016-08-31,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,1.1999226076730776,1.1941786685019364,0.0,1.672015762449742,1.0619804432498676,1,25.0,1,1,-0.18855506118789972,-0.18855506118790005
2016-09-01,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,1.2231085687334489,1.3566747074101524,0.0,1.3522677281964046,1.0066982426571889,1,19.0,1,1,-0.5973425388220749,-0.5973425388220752
2016-09-02,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,1.1883296271428916,1.0432894895157356,0.0,-0.03330708690138928,1.1172626438425464,1,14.0,1,1,0.6534077833711258,0.6534077833711254
2016-09-03,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,1.2462945297938202,1.3566747074101524,0.0,0.6328346511263964,1.2941656857391188,1,29.0,1,1,1.2580725940383433,1.2580725940383428
2016-09-04,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,1.1883296271428916,1.2870335478780597,0.0,-0.13988976498583508,1.227827045027904,1,16.0,1,1,-0.744831202627587,-0.7448312026275873
2016-09-05,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,1.3854102961560486,1.4147090070202297,0.0,1.2190393805908475,1.3162785659761904,1,23.0,1,1,-1.3638190593861532,-1.3638190593861534
2016-09-06,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,1.4317822182767916,1.3450678474881368,0.0,1.2190393805908475,1.4378994072800835,1,3.0,1,1,-0.6348921461426383,-0.6348921461426387
2016-09-07,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,1.2347015492636348,1.101323789125813,0.0,-0.7260944944502864,1.3826172066874047,1,21.0,1,1,-0.5346308235031957,-0.534630823503196
2016-09-08,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,1.1535506855523345,1.1129306490478281,0.0,-0.9925511896614007,1.3052221258576544,1,17.0,1,1,-0.3817226287442003,-0.3817226287442006
2016-09-09,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,1.2231085687334489,1.3566747074101524,0.0,0.07327559118305628,1.0730368833684036,1,19.0,1,1,0.9824507341183312,0.9824507341183307
2016-09-10,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,1.1767366466127063,1.2057855284239516,0.0,-0.24647244307028085,1.1504319641981537,1,21.0,1,1,1.5096936740215003,1.5096936740215
2016-09-11,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,0.782575308586392,0.49776707318101,0.0,-1.2856535543936263,0.8740209612347597,1,13.0,1,1,-0.2895906025349828,-0.28959060253498314
2016-09-12,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,0.9564700165391776,0.7995454311534113,0.0,-1.259007884872515,1.0619804432498676,1,27.0,1,1,-1.3417538262183994,-1.3417538262183997
2016-09-13,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,0.7130174254052781,0.35848475411682434,0.0,-1.3389448934358492,0.940359601945974,1,24.0,1,1,-0.8052202618235447,-0.8052202618235449
2016-09-14,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,0.7709823280562066,0.6718699720112417,0.0,-1.259007884872515,0.8519080809976882,1,24.0,1,1,-0.39604567483554926,-0.39604567483554953
2016-09-15,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,0.8869121333580636,0.6486562521672105,0.0,-1.3122992239147377,1.0288111228942602,1,21.0,1,1,-0.059647646365759276,-0.05964764636575961
2016-09-16,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,0.7477963669958348,0.41651905372690157,0.0,-1.3389448934358492,0.9956418025386529,1,17.0,1,1,0.9119968317230471,0.9119968317230468
2016-09-17,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,1.026027899720292,0.9968620498276737,0.0,0.07327559118305628,0.9624724821830458,1,19.0,1,1,1.390851102398686,1.3908511023986856
2016-09-18,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,0.9448770360089922,0.7066905517772876,0.0,-1.3389448934358492,1.0288111228942602,1,13.0,1,1,0.1706824191572845,0.17068241915728413
2016-09-19,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,0.5623086785128638,0.24241615489666996,1.0,-1.3389448934358492,0.6971179193381872,1,10.0,1,1,-1.3448507010489614,-1.3448507010489616
2016-09-20,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,0.30726310684877844,-0.08257592291976207,0.0,-1.3389448934358492,0.5202148774416152,1,19.0,1,1,-1.8461573142461742,-1.8461573142461745
2016-09-21,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,0.4231929121506355,0.27723673466271637,0.0,-1.3122992239147377,0.5202148774416152,1,28.0,1,1,0.3859152198813388,0.3859152198813385
2016-09-22,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,0.3420420484393352,0.010278956456361128,1.0,-1.3389448934358492,0.5754970780342941,1,9.0,1,1,-0.30391364862633174,-0.3039136486263321
2016-09-23,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,0.5043437758619354,0.14956127552054677,0.0,-1.3389448934358492,0.7192307995752587,1,22.0,1,1,0.19468319909413948,0.19468319909413911
2016-09-24,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,0.6202735811637924,0.35848475411682434,0.0,-1.3389448934358492,0.8740209612347597,1,12.0,1,1,1.1562628339836196,1.1562628339836192
2016-09-25,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,0.8289472307071352,0.8807934506075192,0.0,-0.4329921297180608,0.8187387606420808,1,12.0,1,1,-0.3902390345282456,-0.39023903452824593
2016-09-26,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,1.0376208802504774,1.078110069281782,0.0,-0.512929138281395,0.9956418025386529,1,22.0,1,1,-1.105230011034232,-1.1052300110342321
2016-09-27,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,1.0608068413108491,1.0432894895157356,0.0,-0.7260944944502864,1.095149763605475,1,21.0,1,1,-0.4591444995082486,-0.4591444995082489
2016-09-28,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,1.1651436660825203,1.1361443688918593,0.0,-0.7793858334925092,1.227827045027904,1,20.0,1,1,-0.3399148185316142,-0.33991481853161454
2016-09-29,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,0.9448770360089922,0.822759150997442,0.0,-1.1524252067880691,0.9735289223015814,1,21.0,1,1,-0.2141042785400357,-0.214104278540036
2016-09-30,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,0.5739016590430494,0.451339633492948,0.0,-0.699448824929175,0.6528921588640443,1,15.0,1,1,1.227103845732724,1.2271038457327235
2016-10-01,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,0.3768209900298924,0.11474069575450035,0.0,-1.3389448934358492,0.5202148774416152,1,21.0,1,1,1.2623307969303659,1.2623307969303654
2016-10-02,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,0.7709823280562066,0.787938571231396,0.0,1.0858110329852904,0.6307792786269729,1,12.0,1,1,-0.44830543760128183,-0.44830543760128216
2016-10-03,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,0.7246104059354636,0.6602631120892261,0.0,-1.3389448934358492,0.7966258804050094,1,19.0,1,1,-1.5685999075570611,-1.5685999075570614
2016-10-04,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,0.9796559775995489,1.2986404078000753,0.0,0.31308661687305916,0.7524001199308661,1,24.0,1,1,-0.6964425334000567,-0.696442533400057
2016-10-05,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,0.8753191528278778,0.6486562521672105,0.0,-1.1524252067880691,0.9514160420645099,1,24.0,1,1,-0.8721901800344464,-0.8721901800344467
2016-10-06,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,1.107178763431592,1.2173923883459672,0.0,0.8726456768163993,0.940359601945974,1,30.0,1,1,-0.38404528486712175,-0.3840452848671221
2016-10-07,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,0.5739016590430494,0.4745533533369788,0.0,0.2065039387886134,0.6750050391011158,1,23.0,1,1,0.8310909767746166,0.8310909767746163
2016-10-08,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,0.5507156979826779,0.5209807930250407,0.0,-1.2856535543936263,0.5865535181528295,1,11.0,1,1,1.0912284625418192,1.0912284625418187
2016-10-09,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,0.6782384838147208,0.5674082327131024,0.0,-1.3389448934358492,0.6307792786269729,1,6.0,1,1,0.34991404997605635,0.349914049976056
2016-10-10,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,0.22611224313747819,-0.1406102225298393,1.0,-1.3389448934358492,0.49810199720454335,1,18.0,1,1,-0.7982522934547803,-0.7982522934547805
2016-10-11,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,0.13336839889599286,-0.08257592291976207,0.0,-1.2856535543936263,0.3654247157821142,1,20.0,1,1,-1.2023944588431126,-1.2023944588431128
2016-10-12,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,0.16814734048654967,0.27723673466271637,0.0,0.8460000072952875,0.08901371281872006,1,22.0,1,1,-0.4699835614152154,-0.4699835614152157
2016-10-13,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,0.005845613063949965,-0.3031062614380557,0.0,-1.3389448934358492,0.26591675471529247,1,25.0,1,1,-0.4347566102175734,-0.4347566102175737
2016-10-14,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,-0.09849121170772142,-0.1522170824518549,0.0,-0.2731181125913922,-0.03260712848517333,1,18.0,1,1,0.9929026866714776,0.9929026866714773
2016-10-15,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,0.02903157412432129,0.21920243505263914,0.0,1.538787414844185,-0.12105864943345934,1,19.0,1,1,1.4717569573471165,1.471756957347116
2016-10-16,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,0.11018243783562114,0.24241615489666996,0.0,0.04662992166194495,-0.0215506883666376,1,9.0,1,1,-0.4815968420298226,-0.48159684202982295
2016-10-17,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,0.121775418365807,-0.1522170824518549,0.0,-1.3389448934358492,0.3101425151894354,1,20.0,1,1,-1.4300147588894145,-1.4300147588894148
2016-10-18,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,0.5159367563921208,0.6370493922451952,0.0,0.23314960830972495,0.42070691637479307,1,27.0,1,1,-0.6046976165446595,-0.6046976165446598
2016-10-19,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,0.5043437758619354,0.35848475411682434,0.0,-0.8326771725347322,0.608666398389901,1,17.0,1,1,-0.4637898117540915,-0.46378981175409184
2016-10-20,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,0.6318665616939778,0.7995454311534113,0.0,1.3256220586752931,0.45387623673040045,1,11.0,1,1,-0.23694373041542993,-0.23694373041543026
2016-10-21,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,0.20292628207710686,0.06831325606643833,0.0,-0.03330708690138928,0.2769731948338282,1,20.0,1,1,1.0169034666083328,1.0169034666083323
2016-10-22,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,0.02903157412432129,-0.2914994015160401,0.0,-1.3122992239147377,0.19957811400407774,1,21.0,1,1,1.5801475764167843,1.5801475764167838
2016-10-23,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,0.19133330154692138,0.17277499536457755,0.0,-0.05995275642250085,0.19957811400407774,1,15.0,1,1,-0.20752341952509157,-0.2075234195250919
2016-10-24,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,-0.17964207541902125,-0.19864452213991649,0.0,1.2723307196330707,-0.11000220931492362,1,17.0,1,1,-1.2589124245008678,-1.258912424500868
2016-10-25,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,-0.28397890019069266,-0.41917486065821014,0.0,-0.699448824929175,-0.3200745715671032,1,21.0,1,1,-0.5667608998702758,-0.5667608998702761
2016-10-26,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,0.30726310684877844,0.5674082327131024,0.0,1.2190393805908475,-0.03260712848517333,1,22.0,1,1,-0.16378006254340427,-0.1637800625434046
2016-10-27,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,0.2956701263185926,0.28884359458473197,0.0,0.686125990168619,0.03373151222604123,1,25.0,1,1,-0.14984412580587558,-0.14984412580587592
2016-10-28,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,-0.4926525497340354,-0.6977394987865806,0.0,-1.3389448934358492,-0.3090181314485675,1,16.0,1,1,0.9162550346150699,0.9162550346150694
2016-10-29,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,-0.11008419223790708,-0.0013279034656540657,0.0,-1.3389448934358492,-0.14317152967053098,1,11.0,1,1,1.7667342849581407,1.7667342849581402
2016-10-30,air_eceb97ad6a7d4c07,0,0,0,1,0,0,0,-0.5274314913245923,-0.8486286777727814,0.0,-1.3389448934358492,-0.36430033204124634,1,20.0,1,1,-0.12197225233081817,-0.12197225233081851
2016-10-31,air_eceb97ad6a7d4c07,0,1,0,0,0,0,0,-0.24919995860013544,-0.19864452213991649,0.0,-0.29976378211250365,-0.3421874518041747,1,35.0,1,1,-1.0843261059279388,-1.0843261059279392
2016-11-01,air_eceb97ad6a7d4c07,0,0,0,0,0,1,0,-0.35353678337180683,-0.5120297400343338,0.0,-0.4596377992391722,-0.13211508955199527,1,21.0,1,1,-0.7924456531474766,-0.792445653147477
2016-11-02,air_eceb97ad6a7d4c07,0,0,0,0,0,0,1,-0.6433612966264494,-0.9995178567589822,0.0,-1.3389448934358492,-0.474864733226604,1,20.0,1,1,0.39365740695774365,0.3936574069577433
2016-11-03,air_eceb97ad6a7d4c07,0,0,0,0,1,0,0,-0.41150168602273535,-0.1638239423738705,1.0,1.1923937110697362,-0.49697761346367547,1,16.0,1,1,-0.0840355356564345,-0.08403553565643483
2016-11-04,air_eceb97ad6a7d4c07,1,0,0,0,0,0,0,-0.28397890019069266,-0.2334651019059629,0.0,1.1124567025064016,-0.48592117334513973,1,20.0,1,1,0.04835586335008814,0.04835586335008779
2016-11-05,air_eceb97ad6a7d4c07,0,0,1,0,0,0,0,-0.21442101700957844,-0.1522170824518549,0.0,0.47296063399972765,-0.1873972901446741,1,16.0,1,1,1.281686264621378,1.2816862646213776
