visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Chūō-ku Ginza,total_area_visitors,total_genre_visitors
2016-08-31,air_cc35590cd1da8554,0,0,0,0,0,0,1,1.220408228087625,1.2212940322862171,0.0,1.6497577193570905,1.0759792286285983,1,26.0,1,1,-0.23403857117869145,-0.23403857117869165
2016-09-01,air_cc35590cd1da8554,0,0,0,0,1,0,0,1.243666007844213,1.3848871217961607,0.0,1.331195626649674,1.020672718783653,1,13.0,1,1,-0.6205626317243436,-0.6205626317243438
2016-09-02,air_cc35590cd1da8554,1,0,0,0,0,0,0,1.2087793382093308,1.0693861634555548,0.0,-0.04924010841579666,1.1312857384735437,1,18.0,1,1,0.5620692239792566,0.5620692239792566
2016-09-03,air_cc35590cd1da8554,0,0,1,0,0,0,0,1.2669237876008008,1.3848871217961607,0.0,0.6144309180579873,1.308266569977369,1,25.0,1,1,1.1338027302030336,1.1338027302030338
2016-09-05,air_cc35590cd1da8554,0,1,0,0,0,0,0,1.4064704661403282,1.443313225192569,0.0,1.1984614213549172,1.330389173915347,1,8.0,1,1,-1.3452952452474412,-1.3452952452474414
2016-09-06,air_cc35590cd1da8554,0,0,0,0,0,1,0,1.4529860256535043,1.3732019011168788,0.0,1.1984614213549172,1.4520634955742266,1,27.0,1,1,-0.6560672092555255,-0.6560672092555258
2016-09-07,air_cc35590cd1da8554,0,0,0,0,0,0,1,1.2552948977225071,1.1278122668519635,0.0,-0.7394579759485322,1.3967569857292814,1,29.0,1,1,-0.5612663269815447,-0.5612663269815449
2016-09-08,air_cc35590cd1da8554,0,0,0,0,1,0,0,1.1738926685744488,1.139497487531245,0.0,-1.0049263865380458,1.319327871946358,1,20.0,1,1,-0.4166858308494115,-0.4166858308494117
2016-09-09,air_cc35590cd1da8554,1,0,0,0,0,0,0,1.243666007844213,1.3848871217961607,0.0,0.056947255820008646,1.0870405305975877,1,28.0,1,1,0.8731918105927077,0.8731918105927077
2016-09-10,air_cc35590cd1da8554,0,0,1,0,0,0,0,1.1971504483310371,1.2329792529654986,0.0,-0.2616148368874077,1.164469644380511,1,19.0,1,1,1.371720002319202,1.3717200023192022
2016-09-12,air_cc35590cd1da8554,0,1,0,0,0,0,0,0.9762015406434515,0.8239965291906389,0.0,-1.2703947971275595,1.0759792286285983,1,6.0,1,1,-1.3244317306157156,-1.3244317306157158
2016-09-13,air_cc35590cd1da8554,0,0,0,0,0,1,0,0.7319948531992785,0.37995814337793427,0.0,-1.3500353203044135,0.9543049069697184,1,16.0,1,1,-0.8171189011495472,-0.8171189011495475
2016-09-14,air_cc35590cd1da8554,0,0,0,0,0,0,1,0.7901393025907484,0.6954591017185405,0.0,-1.2703947971275595,0.8658144912178061,1,12.0,1,1,-0.4302288140314088,-0.430228814031409
2016-09-15,air_cc35590cd1da8554,0,0,0,0,1,0,0,0.9064282013736881,0.6720886603599767,0.0,-1.3234884792454622,1.0427953227216311,1,34.0,1,1,-0.11215172254071595,-0.1121517225407161
2016-09-16,air_cc35590cd1da8554,1,0,0,0,0,0,0,0.7668815228341601,0.43838424677434273,0.0,-1.3500353203044135,1.0096114168146637,1,15.0,1,1,0.8065749744001804,0.8065749744001804
2016-09-17,air_cc35590cd1da8554,0,0,1,0,0,0,0,1.0459748799132156,1.0226452807384279,0.0,0.056947255820008646,0.9764275109076969,1,30.0,1,1,1.2593498445658733,1.2593498445658733
2016-09-20,air_cc35590cd1da8554,0,0,0,0,0,1,0,0.3249837074589897,-0.06408024243477004,0.0,-1.3500353203044135,0.5339754321481339,1,14.0,1,1,-1.8013643545655116,-1.801364354565512
2016-09-21,air_cc35590cd1da8554,0,0,0,0,0,0,1,0.4412726062419294,0.29816159862296243,0.0,-1.3234884792454622,0.5339754321481339,1,31.0,1,1,0.3091448623911453,0.30914486239114525
2016-09-23,air_cc35590cd1da8554,1,0,0,0,0,0,0,0.522674835389987,0.16962417115086398,0.0,-1.3500353203044135,0.7330788675899369,1,27.0,1,1,0.12832773558285734,0.12832773558285723
2016-09-24,air_cc35590cd1da8554,0,0,1,0,0,0,0,0.6389637341729267,0.37995814337793427,0.0,-1.3500353203044135,0.8879370951557841,1,13.0,1,1,1.037537741639107,1.0375377416391072
2016-09-26,air_cc35590cd1da8554,0,1,0,0,0,0,0,1.0576037697915093,1.1044418254934,0.0,-0.5270832474769213,1.0096114168146637,1,5.0,1,1,-1.1007894948265173,-1.1007894948265176
2016-09-27,air_cc35590cd1da8554,0,0,0,0,0,1,0,1.0808615495480975,1.0693861634555548,0.0,-0.7394579759485322,1.1091631345355657,1,36.0,1,1,-0.4898911453466941,-0.4898911453466943
2016-09-28,air_cc35590cd1da8554,0,0,0,0,0,0,1,1.185521558452743,1.1628679288898085,0.0,-0.7925516580664349,1.2418987581634344,1,22.0,1,1,-0.3771549610208789,-0.3771549610208791
2016-09-29,air_cc35590cd1da8554,0,0,0,0,1,0,0,0.9645726507651579,0.8473669705492023,0.0,-1.164207432891754,0.9874888128766857,1,27.0,1,1,-0.2581963249627947,-0.2581963249627949
2016-09-30,air_cc35590cd1da8554,1,0,0,0,0,0,0,0.5924481746597506,0.47343990881218795,0.0,-0.7129111348895808,0.6667110557760026,1,26.0,1,1,1.1045206044041207,1.1045206044041207
2016-10-01,air_cc35590cd1da8554,0,0,1,0,0,0,0,0.3947570467287532,0.1345685091130188,0.0,-1.3500353203044135,0.5339754321481339,1,38.0,1,1,1.1378290225003842,1.1378290225003842
2016-10-03,air_cc35590cd1da8554,0,1,0,0,0,0,0,0.7436237430775723,0.6837738810392586,0.0,-1.3500353203044135,0.8105079813728607,1,6.0,1,1,-1.5389233020927535,-1.538923302092754
2016-10-04,air_cc35590cd1da8554,0,0,0,0,0,1,0,0.9994593204000395,1.3264610183997523,0.0,0.295868825350571,0.7662627734969042,1,37.0,1,1,-0.7142654342808652,-0.7142654342808654
2016-10-05,air_cc35590cd1da8554,0,0,0,0,0,0,1,0.8947993114953939,0.6720886603599767,0.0,-1.164207432891754,0.9653662089387076,1,27.0,1,1,-0.8804414981896967,-0.880441498189697
2016-10-06,air_cc35590cd1da8554,0,0,0,0,1,0,0,1.1273771090612732,1.2446644736447803,0.0,0.8533524875885498,0.9543049069697184,1,15.0,1,1,-0.41888199028433,-0.4188819902843302
2016-10-07,air_cc35590cd1da8554,1,0,0,0,0,0,0,0.5924481746597506,0.49681035017075126,0.0,0.18968146111476544,0.6888336597139808,1,10.0,1,1,0.7300754207505202,0.7300754207505201
2016-10-08,air_cc35590cd1da8554,0,0,1,0,0,0,0,0.5691903949031627,0.5435512328878783,0.0,-1.2969416381865106,0.6003432439620681,1,11.0,1,1,0.9760452774613897,0.9760452774613897
2016-10-11,air_cc35590cd1da8554,0,0,0,0,0,1,0,0.1505503592845802,-0.06408024243477004,0.0,-1.2969416381865106,0.37911720458228665,1,21.0,1,1,-1.192662164520607,-1.1926621645206072
2016-10-12,air_cc35590cd1da8554,0,0,0,0,0,0,1,0.18543702891946176,0.29816159862296243,0.0,0.826805646529598,0.10258465535755978,1,22.0,1,1,-0.5001398893763137,-0.5001398893763138
2016-10-13,air_cc35590cd1da8554,0,0,0,0,1,0,0,0.022632570623346396,-0.2860994353411226,0.0,-1.3500353203044135,0.2795654868613851,1,28.0,1,1,-0.4668314712800501,-0.4668314712800503
2016-10-14,air_cc35590cd1da8554,1,0,0,0,0,0,0,-0.08202743828129935,-0.1341915665104604,0.0,-0.288161677946359,-0.019089666301319978,1,18.0,1,1,0.8830745280498408,0.8830745280498408
2016-10-15,air_cc35590cd1da8554,0,0,1,0,0,0,0,0.04589035037993425,0.23973549522655394,0.0,1.5170235140623338,-0.10758008205323245,1,16.0,1,1,1.3358493982155335,1.3358493982155337
2016-10-17,air_cc35590cd1da8554,0,1,0,0,0,0,0,0.13892146940628605,-0.1341915665104604,0.0,-1.3500353203044135,0.32381069473734125,1,10.0,1,1,-1.4078857891426177,-1.407885789142618
2016-10-18,air_cc35590cd1da8554,0,0,0,0,0,1,0,0.5343037252682807,0.6604034396806954,0.0,0.21622830217371697,0.434423714427232,1,33.0,1,1,-0.6275171366015854,-0.6275171366015856
2016-10-19,air_cc35590cd1da8554,0,0,0,0,0,0,1,0.522674835389987,0.37995814337793427,0.0,-0.8456453401843377,0.6224658479000462,1,30.0,1,1,-0.4942834642165311,-0.49428346421653124
2016-10-20,air_cc35590cd1da8554,0,0,0,0,1,0,0,0.6505926240512204,0.8239965291906389,0.0,1.3046487855907227,0.4676076203341993,1,26.0,1,1,-0.27979189273949306,-0.27979189273949323
2016-10-21,air_cc35590cd1da8554,1,0,0,0,0,0,0,0.22032369855434375,0.08782762639589174,0.0,-0.04924010841579666,0.2906267888303742,1,26.0,1,1,0.9057681755439984,0.9057681755439984
2016-10-22,air_cc35590cd1da8554,0,0,1,0,0,0,0,0.04589035037993425,-0.27441421466184074,0.0,-1.3234884792454622,0.21319767504745052,1,27.0,1,1,1.4383368385117292,1.4383368385117292
2016-10-24,air_cc35590cd1da8554,0,1,0,0,0,0,0,-0.16342966742935702,-0.18093244922758706,0.0,1.25155510347282,-0.09651878008424342,1,17.0,1,1,-1.2461020441036232,-1.2461020441036235
2016-10-25,air_cc35590cd1da8554,0,0,0,0,0,1,0,-0.26808967633400277,-0.40295164213393964,0.0,-0.7129111348895808,-0.30668351749503586,1,21.0,1,1,-0.5916465324979169,-0.5916465324979171
2016-10-26,air_cc35590cd1da8554,0,0,0,0,0,0,1,0.3249837074589897,0.5902921156050049,0.0,1.1984614213549172,-0.019089666301319978,1,14.0,1,1,-0.21061287053956104,-0.2106128705395612
2016-10-27,air_cc35590cd1da8554,0,0,0,0,1,0,0,0.31335481758069555,0.3098468193022443,0.0,0.6675246001758899,0.047278145512614424,1,30.0,1,1,-0.19743591393005017,-0.19743591393005033
2016-10-28,air_cc35590cd1da8554,1,0,0,0,0,0,0,-0.47740969414329426,-0.6833969384367002,0.0,-1.3500353203044135,-0.29562221552604684,1,22.0,1,1,0.8106012666975311,0.810601266697531
2016-10-29,air_cc35590cd1da8554,0,0,1,0,0,0,0,-0.09365632815959327,0.01771630232020178,0.0,-1.3500353203044135,-0.1297026859912107,1,36.0,1,1,1.6147616464501802,1.6147616464501804
2016-10-31,air_cc35590cd1da8554,0,1,0,0,0,0,0,-0.23320300669912078,-0.18093244922758706,0.0,-0.3147085190053104,-0.3288061214330139,1,15.0,1,1,-1.081024059912251,-1.0810240599122514
2016-11-01,air_cc35590cd1da8554,0,0,0,0,0,1,0,-0.3378630156037665,-0.4964334075681933,0.0,-0.4739895653590186,-0.11864138402222169,1,25.0,1,1,-0.8050400242574957,-0.8050400242574959
2016-11-02,air_cc35590cd1da8554,0,0,0,0,0,0,1,-0.6285852625611157,-0.9872126760980247,0.0,-1.3500353203044135,-0.4615417450608829,1,21.0,1,1,0.3164653938408736,0.31646539384087347
2016-11-04,air_cc35590cd1da8554,1,0,0,0,0,0,0,-0.26808967633400277,-0.21598811126543224,0.0,1.0922740571191116,-0.47260304702987194,1,16.0,1,1,-0.010030308817006749,-0.010030308817006887
2016-11-05,air_cc35590cd1da8554,0,0,1,0,0,0,0,-0.198316337064239,-0.1341915665104604,0.0,0.45514987170427906,-0.17394789386716705,1,33.0,1,1,1.1561303511247047,1.156130351124705
2016-11-07,air_cc35590cd1da8554,0,1,0,0,0,0,0,-0.6169563726828218,-0.7301378211538271,0.0,0.879899328647501,-0.5057869529368393,1,10.0,1,1,-1.3145490131585824,-1.3145490131585829
2016-11-08,air_cc35590cd1da8554,0,0,0,0,0,1,0,-0.7448741613440554,-0.8236195865880808,0.0,-0.872192181243289,-0.7380742942856098,1,15.0,1,1,-1.1392222849375906,-1.139222284937591
2016-11-09,air_cc35590cd1da8554,0,0,0,0,0,0,1,-0.6867297119525855,-0.7067673797952638,0.0,0.24277514323266822,-0.5389708588438064,1,20.0,1,1,-0.8412766549336506,-0.8412766549336508
2016-11-10,air_cc35590cd1da8554,0,0,0,0,1,0,0,-0.7797608309789373,-0.893730910663771,0.0,-1.2173011150096567,-0.5721547647507736,1,25.0,1,1,-0.5854240807656479,-0.5854240807656481
2016-11-11,air_cc35590cd1da8554,1,0,0,0,0,0,0,-0.8495341702487011,-0.9988978967773063,0.0,-1.3500353203044135,-0.782319502161566,1,36.0,1,1,0.3307404301678437,0.3307404301678436
2016-11-12,air_cc35590cd1da8554,0,0,1,0,0,0,0,-0.3146052358471787,-0.21598811126543224,0.0,0.32241566640952224,-0.30668351749503586,1,20.0,1,1,1.6751560309104383,1.6751560309104385
2016-11-14,air_cc35590cd1da8554,0,1,0,0,0,0,0,-0.30297634596888473,-0.4613777455303481,0.0,-1.3500353203044135,-0.14076398796019976,1,14.0,1,1,-1.4210627457521285,-1.421062745752129
2016-11-15,air_cc35590cd1da8554,0,0,0,0,0,1,0,-0.11691410791618112,-0.15756200786902372,0.0,-0.9252858633611917,-0.008028364332330944,1,20.0,1,1,-0.9371756169250907,-0.937175616925091
2016-11-16,air_cc35590cd1da8554,0,0,0,0,0,0,1,-0.4425230245084123,-0.6833969384367002,0.0,-1.1907542739507053,-0.22925440371211242,1,16.0,1,1,-0.37532482815844687,-0.37532482815844703
2016-11-17,air_cc35590cd1da8554,0,0,0,0,1,0,0,-0.43089413463011833,-0.27441421466184074,0.0,0.8002588054706468,-0.5500321608127955,1,29.0,1,1,-0.32737534716272676,-0.3273753471627269
2016-11-18,air_cc35590cd1da8554,1,0,0,0,0,0,0,-0.5820697030479398,-0.5782299523231651,0.0,1.039180375001209,-0.7380742942856098,1,13.0,1,1,0.9207752650159413,0.9207752650159413
2016-11-19,air_cc35590cd1da8554,0,0,1,0,0,0,0,-0.7565030512223493,-1.010583117456588,0.0,-1.3500353203044135,-0.5389708588438064,1,19.0,1,1,1.4094207392853026,1.4094207392853026
2016-11-21,air_cc35590cd1da8554,0,1,0,0,0,0,0,-0.43089413463011833,-0.6950821591159821,0.0,-1.3500353203044135,-0.28456091355705776,1,13.0,1,1,-1.3215035180358243,-1.3215035180358246
2016-11-22,air_cc35590cd1da8554,0,0,0,0,0,1,0,-0.26808967633400277,-0.15756200786902372,0.0,0.4286030306453278,-0.27349961158806857,1,29.0,1,1,0.592449429495629,0.5924494294956288
2016-11-24,air_cc35590cd1da8554,0,0,0,0,1,0,0,-1.5705253427029269,-1.407880620552166,0.0,-1.3500353203044135,-1.3132619966730414,1,26.0,1,1,-1.1472748695322916,-1.147274869532292
2016-11-25,air_cc35590cd1da8554,1,0,0,0,0,0,0,-1.244916426110696,-1.1508057656079682,0.0,1.1188208981780634,-1.3796298084869758,1,30.0,1,1,0.790103778638292,0.7901037786382918
2016-11-26,air_cc35590cd1da8554,0,0,1,0,0,0,0,-0.9309363993967588,-0.8820456899844893,0.0,0.375509348527425,-1.058852051386293,1,27.0,1,1,1.7179811398913487,1.7179811398913487
2016-11-28,air_cc35590cd1da8554,0,1,0,0,0,0,0,-0.6053274828045279,-0.7768787038709539,0.0,-0.4739895653590186,-0.3730513293089702,1,7.0,1,1,-1.276848276192482,-1.2768482761924822
2016-11-29,air_cc35590cd1da8554,0,0,0,0,0,1,0,-0.6751008220742916,-0.7418230418331088,0.0,0.1631346200558142,-0.5832160667197627,1,28.0,1,1,-0.6465505183708788,-0.6465505183708791
2016-11-30,air_cc35590cd1da8554,0,0,0,0,0,0,1,-0.872791950005289,-1.0339535588151514,0.0,-0.04924010841579666,-0.8818712198824676,1,38.0,1,1,-0.41302556512454736,-0.4130255651245476
2016-12-01,air_cc35590cd1da8554,0,0,0,0,1,0,0,-0.7332452714657615,-0.4847481868889114,0.0,-0.5270832474769213,-0.7601968982235878,1,28.0,1,1,-0.515513005420743,-0.5155130054207432
2016-12-02,air_cc35590cd1da8554,1,0,0,0,0,0,0,-0.558811923291352,-0.6016003936817285,0.0,0.9064461697064523,-0.4504804430918939,1,24.0,1,1,1.0477864856687267,1.0477864856687267
2016-12-03,air_cc35590cd1da8554,0,0,1,0,0,0,0,-0.6402141524394096,-0.5548595109646016,0.0,0.4286030306453278,-0.782319502161566,1,23.0,1,1,2.156847000302558,2.156847000302558
2016-12-05,air_cc35590cd1da8554,0,1,0,0,0,0,0,-0.4192652447518244,-0.27441421466184074,0.0,0.6675246001758899,-0.5168482549058283,1,2.0,1,1,-1.2124275994348732,-1.2124275994348734
2016-12-06,air_cc35590cd1da8554,0,0,0,0,0,1,0,-0.6402141524394096,-0.41463686281322104,0.0,0.9064461697064523,-0.638522576564708,1,18.0,1,1,-0.7413514006448598,-0.74135140064486
2016-12-07,air_cc35590cd1da8554,0,0,0,0,0,0,1,-1.0239675184231105,-1.1040648828908417,0.0,-0.951832704420143,-0.8708099179134785,1,13.0,1,1,-0.21317505654696592,-0.21317505654696609
2016-12-08,air_cc35590cd1da8554,0,0,0,0,1,0,0,-0.896049729761877,-0.7885639245502356,0.0,0.9329930107654035,-1.080974655324271,1,38.0,1,1,-0.05029323179051217,-0.050293231790512316
2016-12-09,air_cc35590cd1da8554,1,0,0,0,0,0,0,-0.6053274828045279,-0.37958120077537627,0.0,1.0126335339422579,-0.9924842395723583,1,36.0,1,1,1.6590508617210362,1.6590508617210362
2016-12-10,air_cc35590cd1da8554,0,0,1,0,0,0,0,-0.9076786196401709,-0.9872126760980247,0.0,0.9595398518243548,-0.7933808041305551,1,16.0,1,1,2.373168704642028,2.373168704642028
2016-12-12,air_cc35590cd1da8554,0,1,0,0,0,0,0,-1.0821119678145805,-1.1858614276458135,0.0,0.6409777591169387,-1.1252198632002273,1,7.0,1,1,-1.0202636488795065,-1.0202636488795067
2016-12-13,air_cc35590cd1da8554,0,0,0,0,0,1,0,-0.8030186107355252,-0.6249708350402917,0.0,-0.6863642938306295,-1.0367294474483146,1,29.0,1,1,-0.4514583552356207,-0.45145835523562095
2016-12-14,air_cc35590cd1da8554,0,0,0,0,0,0,1,-0.9541941791533468,-1.0923796622115598,0.0,-1.2703947971275595,-0.8265647100375223,1,25.0,1,1,0.18799006689814265,0.18799006689814254
