visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-08-02,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,1.2997566050502514,1.2824705682336026,0.0,0.17142079526719634,1.344386619624781,1,18.0,1,1,-0.7160333756851646,-0.7160333756851646
2016-08-03,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,1.2891233068976335,1.3327237930023268,0.0,0.7159339096453491,1.2384779285242098,1,28.0,1,1,-0.27394958114528306,-0.27394958114528306
2016-08-04,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,1.3741896921185768,1.4734328223547541,0.0,1.1515444011478717,1.2702505358543812,1,16.0,1,1,-0.14884537040827095,-0.14884537040827095
2016-08-05,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,1.3741896921185768,1.4633821774010092,0.0,1.0154161225533336,1.4079318342851233,1,17.0,1,1,0.889042641835152,0.889042641835152
2016-08-06,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,1.3422897976607233,1.523686047123478,0.0,0.416451696737365,1.4397044416152946,1,36.0,1,1,0.6498404559098386,0.6498404559098386
2016-08-07,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,1.395456288423813,1.5136354021697331,0.0,1.505477925493671,1.3337957505147235,1,30.0,1,1,-0.5318623675034048,-0.5318623675034048
2016-08-08,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,1.4486227791869029,1.4633821774010092,0.0,1.804960138401655,1.3973409651750663,1,22.0,1,1,-1.046220442146487,-1.046220442146487
2016-08-09,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,1.384822990271195,1.3628757278635608,0.0,1.3148983354613175,1.4079318342851233,1,17.0,1,1,-0.22442152117608472,-0.22442152117608472
2016-08-10,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,1.2678567105923972,1.3528250829098167,0.0,1.7505088269638398,1.2278870594141524,1,29.0,1,1,0.7672403017627532,0.7672403017627532
2016-08-11,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,1.2465901142871616,1.4533315324472649,1.0,1.8866371055583782,1.0690240227632957,1,53.0,1,1,0.46053320447201385,0.46053320447201385
2016-08-12,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,1.2891233068976335,1.3729263728173058,0.0,1.9683140727151012,1.1643418447538099,1,26.0,1,1,0.03312439066374666,0.03312439066374666
2016-08-13,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,1.3422897976607233,1.3829770177710508,1.0,1.7232831712449324,1.280841404964438,1,21.0,1,1,0.19711730033953673,0.19711730033953673
2016-08-14,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,1.3103899032028694,1.3829770177710508,1.0,1.0154161225533336,1.3020231431845521,1,32.0,1,1,-0.8268294802088527,-0.8268294802088527
2016-08-15,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,1.2891233068976335,1.3829770177710508,1.0,-0.046384450484064796,1.3337957505147235,1,28.0,1,1,-1.3463237981079996,-1.3463237981079996
2016-08-16,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,1.3316564995081053,1.3628757278635608,0.0,0.7703852210831647,1.2172961903040955,1,42.0,1,1,-1.2300245758099562,-1.2300245758099562
2016-08-17,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,1.2146902198293077,1.1920147636498994,0.0,-0.6998001877378485,1.2172961903040955,1,45.0,1,1,-0.7336433525631018,-0.7336433525631018
2016-08-18,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,1.3635563939659592,1.433230242539775,0.0,0.17142079526719634,1.3020231431845521,1,23.0,1,1,-0.46142245999165604,-0.46142245999165604
2016-08-19,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,1.4379894810342846,1.6442937865684162,0.0,0.5525799753319033,1.4185227033951806,1,28.0,1,1,0.8527220645244066,0.8527220645244066
2016-08-20,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,1.5017892699499926,1.5940405617996922,0.0,1.3148983354613175,1.3973409651750663,1,52.0,1,1,0.7367897167446534,0.7367897167446534
2016-08-21,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,1.4698893754921387,1.523686047123478,0.0,1.4782522697747633,1.450295310725352,1,33.0,1,1,-0.7215364934595199,-0.7215364934595199
2016-08-22,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,1.4486227791869029,1.4633821774010092,0.0,0.6070312867697186,1.535022263605809,1,33.0,1,1,-1.893700579397214,-1.893700579397214
2016-08-23,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,1.3635563939659592,1.42317959758603,0.0,-0.019158794765157246,1.4185227033951806,1,26.0,1,1,-0.5252586261741783,-0.5252586261741783
2016-08-24,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,1.2678567105923972,1.3829770177710508,0.0,-0.45476928626767965,1.3020231431845521,1,25.0,1,1,-0.33778574732780536,-0.33778574732780536
2016-08-25,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,1.2997566050502514,1.42317959758603,0.0,0.8792878439587953,1.2702505358543812,1,26.0,1,1,-0.21011341496276076,-0.21011341496276076
2016-08-26,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,1.3103899032028694,1.3628757278635608,0.0,1.2059957125856868,1.2914322740744952,1,25.0,1,1,1.1465885536749834,1.1465885536749834
2016-08-27,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,1.0658240456926564,1.051305734297472,0.0,0.14419513954828855,1.1643418447538099,1,42.0,1,1,1.208590347266054,1.208590347266054
2016-08-28,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,0.9807576604717128,1.0412550893437271,0.0,-0.7270258434567561,1.0054788081029533,1,38.0,1,1,-0.17929595542637067,-0.17929595542637067
2016-08-29,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,0.7468251011141179,0.6492799361476791,0.0,-1.5165698593050778,0.7089344730213539,1,20.0,1,1,-1.3316488173763854,-1.3316488173763854
2016-08-30,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,0.7680916974193538,0.6492799361476791,0.0,1.2332213683045945,0.7407070803515254,1,29.0,1,1,-0.5513067169727938,-0.5513067169727938
2016-08-31,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,1.0764573438452745,1.0010525095287477,0.0,1.832185794120563,1.1219783683135813,1,15.0,1,1,-0.1283003973840109,-0.1283003973840109
2016-09-01,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,1.1189905364557462,1.0915083141124513,0.0,1.3421239911802252,0.994887938992896,1,21.0,1,1,-0.5157198886986291,-0.5157198886986291
2016-09-02,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,1.1296238346083642,1.2422679884186236,0.0,1.4510266140558559,0.9737062007727818,1,29.0,1,1,0.669651679897518,0.669651679897518
2016-09-03,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,1.2253235179819257,1.2221666985111337,0.0,-0.019158794765157246,1.1643418447538099,1,61.0,1,1,1.2427096774670572,1.2427096774670572
2016-09-04,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,1.2572234124397796,1.3126225030948369,0.0,0.5525799753319033,1.2172961903040955,1,33.0,1,1,-0.6554990801672554,-0.6554990801672554
2016-09-05,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,1.0658240456926564,1.0010525095287477,0.0,-0.808702810613479,1.1643418447538099,1,31.0,1,1,-1.242131434913538,-1.242131434913538
2016-09-06,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,1.0551907475400384,1.1317108939274303,0.0,-0.4819949419865873,1.1749327138638668,1,56.0,1,1,-0.5513067169727938,-0.5513067169727938
2016-09-07,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,1.2040569216766899,1.3025718581410926,0.0,0.7703852210831647,1.1113874992035244,1,28.0,1,1,-0.456286216735591,-0.456286216735591
2016-09-08,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,0.9594910641664769,0.7095838058701481,0.0,-1.2170876463970937,1.0160696772130102,1,19.0,1,1,-0.31137078201089957,-0.31137078201089957
2016-09-09,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,0.8531580826402975,0.8502928352225754,0.0,0.17142079526719634,0.9313427243325532,1,26.0,1,1,0.9814950204443222,0.9814950204443222
2016-09-10,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,0.8531580826402975,0.9709005746675131,0.0,1.5327035812125784,0.7301162112414681,1,43.0,1,1,1.48117811435579,1.48117811435579
2016-09-11,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,1.0126575549295667,1.1317108939274303,0.0,0.416451696737365,0.9313427243325532,1,19.0,1,1,-0.22405464665779434,-0.22405464665779434
2016-09-12,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,1.0658240456926564,0.9507992847600236,0.0,-1.1354106792403709,1.0266605463230674,1,19.0,1,1,-1.2212195873709877,-1.2212195873709877
2016-09-13,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,0.7893582937245897,0.4583176820265277,0.0,-1.5165698593050778,0.994887938992896,1,24.0,1,1,-0.7127315050205513,-0.7127315050205513
2016-09-14,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,0.8212581881824436,0.6392292911939345,0.0,-1.271538957834909,0.9737062007727818,1,13.0,1,1,-0.32494513918764284,-0.32494513918764284
2016-09-15,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,0.8212581881824436,0.6593305811014241,0.0,-0.9992824006458325,0.9207518552224963,1,24.0,1,1,-0.006131182793321655,-0.006131182793321655
2016-09-16,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,0.927591169708623,0.9608499297137686,0.0,-0.427543630548772,0.8995701170023821,1,22.0,1,1,0.9147238581154771,0.9147238581154771
2016-09-17,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,1.1189905364557462,0.991001864575003,0.0,-0.45476928626767965,1.1643418447538099,1,40.0,1,1,1.36854763724065,1.36854763724065
2016-09-18,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,0.8531580826402975,0.6191280012864445,0.0,-1.5165698593050778,0.9631153316627246,1,37.0,1,1,0.2121591555894414,0.2121591555894414
2016-09-19,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,0.6936586103510282,0.46836832698027225,1.0,-1.5165698593050778,0.7195253421314108,1,29.0,1,1,-1.2241545835173104,-1.2241545835173104
2016-09-20,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,0.4171928583829614,0.06634252883047954,0.0,-1.5165698593050778,0.6453892583610111,1,11.0,1,1,-1.6992570847033241,-1.6992570847033241
2016-09-21,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,0.5660590325196129,0.4985202618415068,0.0,-1.4621185478672625,0.6771618656911825,1,25.0,1,1,0.4161413877588805,0.4161413877588805
2016-09-22,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,0.5979589269774668,0.5186215517489964,1.0,-1.3804415807105397,0.7830705567917537,1,40.0,1,1,-0.2376290038345376,-0.2376290038345376
2016-09-23,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,0.5873256288248487,0.4985202618415068,0.0,-1.0809593678025555,0.7407070803515254,1,21.0,1,1,0.2349053757234436,0.2349053757234436
2016-09-24,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,0.534159138061759,0.37791252239656903,0.0,-1.189861990678186,0.6347983892509542,1,27.0,1,1,1.146221679156693,1.146221679156693
2016-09-25,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,0.8956912752507691,0.9005460599912996,0.0,-0.4003179748298644,0.8783883787822676,1,29.0,1,1,-0.3194420214132875,-0.3194420214132875
2016-09-26,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,0.8531580826402975,0.8502928352225754,0.0,-0.7542514991756638,0.8677975096722107,1,18.0,1,1,-0.9970592566955788,-0.9970592566955788
2016-09-27,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,1.0764573438452745,1.0814576691587063,0.0,-0.45476928626767965,0.9525244625526677,1,10.0,1,1,-0.3847456856689712,-0.3847456856689712
2016-09-28,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,0.9382244678612411,0.7799383205463618,0.0,-1.3804415807105397,1.0372514154331243,1,23.0,1,1,-0.2717483340355409,-0.2717483340355409
2016-09-29,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,0.5873256288248487,0.4583176820265277,0.0,-1.5165698593050778,0.6771618656911825,1,12.0,1,1,-0.15251411559117453,-0.15251411559117453
2016-09-30,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,0.5554257343669948,0.6291786462401895,0.0,-0.31864100767314124,0.53948056726044,1,7.0,1,1,1.2133597160038285,1.2133597160038285
2016-10-01,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,0.7255585048088822,0.5990267113789549,0.0,-0.9992824006458325,0.7512979494615822,1,32.0,1,1,1.246745297168251,1.246745297168251
2016-10-02,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,1.0020242567769486,0.9507992847600236,0.0,0.33477472958064214,1.0266605463230674,1,38.0,1,1,-0.3744731991568412,-0.3744731991568412
2016-10-03,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,0.6830253121984101,0.5889760664252104,0.0,-1.5165698593050778,0.7089344730213539,1,11.0,1,1,-1.4362080550891374,-1.4362080550891374
2016-10-04,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,0.6723920140457924,0.7196344508238927,0.0,-0.9992824006458325,0.7407070803515254,1,12.0,1,1,-0.6096397653809607,-0.6096397653809607
2016-10-05,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,0.7999915918772077,0.7296850957776376,0.0,-1.2987646135538167,0.6983436039112967,1,13.0,1,1,-0.7762007966847833,-0.7762007966847833
2016-10-06,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,0.6936586103510282,0.7095838058701481,0.0,0.8248365325209798,0.6453892583610111,1,11.0,1,1,-0.31357202912064175,-0.31357202912064175
2016-10-07,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,0.5128925417565231,0.5889760664252104,0.0,0.6887082539264415,0.33825405416935495,1,14.0,1,1,0.8380470837927922,0.8380470837927922
2016-10-08,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,0.9382244678612411,0.940748639806279,0.0,-0.3458666633920491,0.8148431641219251,1,44.0,1,1,1.084586760083913,1.084586760083913
2016-10-09,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,0.4490927528408153,0.5487734866102308,0.0,-0.5908975648622179,0.34884492327941186,1,52.0,1,1,0.3820220575578772,0.3820220575578772
2016-10-10,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,0.11946051010965907,0.10654510864545903,1.0,0.9337391553966105,0.17939101751849826,1,40.0,1,1,-0.7061277636913249,-0.7061277636913249
2016-10-11,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,0.10882721195704097,0.01608930406175546,0.0,-0.45476928626767965,0.14761841018832683,1,18.0,1,1,-1.0891447607864586,-1.0891447607864586
2016-10-12,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,0.15136040456751262,0.32765929762784496,0.0,0.416451696737365,0.10525493374809834,1,11.0,1,1,-0.39501817218110125,-0.39501817218110125
2016-10-13,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,-0.01877236587437435,-0.03416392070696863,0.0,-0.6998001877378485,0.168800148408441,1,12.0,1,1,-0.3616325910166786,-0.3616325910166786
2016-10-14,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,0.0237608267360973,0.07639317378422451,0.0,-0.4819949419865873,0.05230058819781277,1,8.0,1,1,0.991400632438162,0.991400632438162
2016-10-15,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,0.1407271064148949,0.3176086526741,0.0,1.3421239911802252,-0.07478984112287253,1,35.0,1,1,1.4452244115633348,1.4452244115633348
2016-10-16,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,0.4597260509934334,0.5889760664252104,0.0,0.33477472958064214,0.34884492327941186,1,33.0,1,1,-0.40602440772981196,-0.40602440772981196
2016-10-17,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,0.4597260509934334,0.46836832698027225,0.0,-0.45476928626767965,0.49711709082021166,1,12.0,1,1,-1.3048669775411892,-1.3048669775411892
2016-10-18,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,0.5766923306722306,0.6794318710089136,0.0,0.08974382811047343,0.5500714363704973,1,6.0,1,1,-0.5226905045461459,-0.5226905045461459
2016-10-19,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,0.5873256288248487,0.5186215517489964,0.0,-0.20973838479751084,0.5288896981503831,1,17.0,1,1,-0.3891481798884555,-0.3891481798884555
2016-10-20,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,0.5660590325196129,0.5487734866102308,0.0,0.3892260410184575,0.5288896981503831,1,11.0,1,1,-0.17415971217030565,-0.17415971217030565
2016-10-21,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,0.10882721195704097,0.01608930406175546,0.0,-0.7270258434567561,0.2005727557386124,1,9.0,1,1,1.0141468525721642,1.0141468525721642
2016-10-22,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,0.0024942304308614746,-0.1447210151981614,0.0,-1.4621185478672625,0.05230058819781277,1,42.0,1,1,1.5479492766846352,1.5479492766846352
2016-10-23,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,0.10882721195704097,-0.10451843538318228,0.0,-1.2987646135538167,0.168800148408441,1,26.0,1,1,-0.14627724878023843,-0.14627724878023843
2016-10-24,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,-0.09320545294269993,0.036190593969245385,0.0,1.3421239911802252,-0.07478984112287253,1,9.0,1,1,-1.142708440456851,-1.142708440456851
2016-10-25,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,-0.10383875109531802,-0.1849235950131409,0.0,-1.3259902692727243,-0.13833505578321517,1,18.0,1,1,-0.4867368017536907,-0.4867368017536907
2016-10-26,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,0.3746596657724897,0.40806445725780355,0.0,-0.45476928626767965,0.3276631850592977,1,15.0,1,1,-0.10482042821342798,-0.10482042821342798
2016-10-27,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,0.08756061565180515,0.14674768846043817,0.0,0.9881904668344255,-0.0006537573524728054,1,15.0,1,1,-0.09161294555497508,-0.09161294555497508
2016-10-28,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,-0.10383875109531802,-0.1447210151981614,0.0,-1.4893442035861704,-0.0430172337927013,1,17.0,1,1,0.9187594778166711,0.9187594778166711
2016-10-29,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,-0.01877236587437435,-0.014062630799478707,0.0,0.6342569424886264,-0.1277441866731581,1,39.0,1,1,1.7247827945005878,1.7247827945005878
2016-10-30,air_8f273fb9ad2fed6f,0,0,0,1,0,0,0,-0.2846048196898231,-0.22512617482812003,0.0,0.661482598207534,-0.38192504531452887,1,41.0,1,1,-0.0651979802380693,-0.0651979802380693
2016-10-31,air_8f273fb9ad2fed6f,0,1,0,0,0,0,0,-0.2633382233845873,-0.1849235950131409,0.0,-0.808702810613479,-0.35015243798435747,1,21.0,1,1,-0.9772480327078995,-0.9772480327078995
2016-11-01,air_8f273fb9ad2fed6f,0,0,0,0,0,1,0,-0.33777131045291287,-0.20502488492063045,0.0,-0.20973838479751084,-0.27601635421395776,1,13.0,1,1,-0.7006246459169695,-0.7006246459169695
2016-11-02,air_8f273fb9ad2fed6f,0,0,0,0,0,0,1,-0.4015710993686207,-0.2753793995968441,0.0,1.3148983354613175,-0.5301972128553285,1,22.0,1,1,0.42347887812468765,0.42347887812468765
2016-11-03,air_8f273fb9ad2fed6f,0,0,0,0,1,0,0,-0.36967120491076677,-0.3758858491342923,1.0,0.7976108768020722,-0.3713341762044718,1,12.0,1,1,-0.029244277445614215,-0.029244277445614215
2016-11-04,air_8f273fb9ad2fed6f,1,0,0,0,0,0,0,-0.34840460860553096,-0.3055313344580786,0.0,1.0970930897100561,-0.44547025997487155,1,9.0,1,1,0.09622680780968824,0.09622680780968824
2016-11-05,air_8f273fb9ad2fed6f,0,0,1,0,0,0,0,-0.316504714147677,-0.1447210151981614,0.0,1.2332213683045945,-0.4984246055251571,1,26.0,1,1,1.2650890230827692,1.2650890230827692
