visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Ōsaka-fu Ōsaka-shi Nanbasennichimae,total_area_visitors,total_genre_visitors
2016-09-21,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,0.5419516558213994,0.4705453090770579,0.0,-1.4810544233799947,0.657527760550831,1,16.0,1,1,0.22840135099519093,0.2284013509951904
2016-09-22,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,0.5738190905591222,0.4905726307546462,1.0,-1.399841637780085,0.7635063063999488,1,18.0,1,1,-0.49850470873527514,-0.4985047087352757
2016-09-23,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,0.5631966123132144,0.4705453090770579,0.0,-1.1020614239137496,0.7211148880603018,1,14.0,1,1,0.026890916928496066,0.02689091692849553
2016-09-24,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,0.5100842210836767,0.3503813790115278,0.0,-1.2103451380469625,0.615136342211184,1,13.0,1,1,1.040153909280055,1.0401539092800542
2016-09-25,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,0.8712484814445334,0.871091742628825,0.0,-0.42528821058116945,0.8588869976641546,1,27.0,1,1,-0.589469945166192,-0.5894699451661927
2016-09-27,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,1.051830611624962,1.0513376377271202,0.0,-0.4794300676477758,0.9330719797585374,1,18.0,1,1,-0.6620789679675517,-0.6620789679675523
2016-09-28,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,0.9137383944281638,0.750927812563295,0.0,-1.399841637780085,1.0178548164378314,1,9.0,1,1,-0.5364408835696934,-0.536440883569694
2016-09-29,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,0.5631966123132144,0.4304906657218813,0.0,-1.535196280446601,0.657527760550831,1,15.0,1,1,-0.4038682295784468,-0.40386822957844737
2016-09-30,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,0.5313291775754917,0.6007228999813823,0.0,-0.3440754249812596,0.5197556509469777,1,12.0,1,1,1.1148025113735875,1.114802511373587
2016-10-01,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,0.7012888295100127,0.5706819174649996,0.0,-1.0208486383138402,0.7317127426452134,1,16.0,1,1,1.1519228544911366,1.1519228544911362
2016-10-02,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,0.9774732639036089,0.9211600468227958,0.0,0.3056268598180174,1.0072569618529197,1,6.0,1,1,-0.6506573239313828,-0.6506573239313833
2016-10-03,air_4de6d887a7b1c1fc,0,1,0,0,0,0,0,0.6587989165263822,0.5606682566262057,0.0,-1.535196280446601,0.6893213243055664,1,7.0,1,1,-1.8311658182411297,-1.8311658182411301
2016-10-05,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,0.7756461772313655,0.7008595083693241,0.0,-1.3186288521801754,0.6787234697206544,1,10.0,1,1,-1.0973251889172753,-1.097325188917276
2016-10-06,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,0.66942139477229,0.6808321866917357,0.0,0.7929035734174752,0.6257341967960955,1,16.0,1,1,-0.5829432914312384,-0.5829432914312389
2016-10-07,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,0.4888392645918616,0.5606682566262057,0.0,0.6575489307509591,0.3183964138336541,1,17.0,1,1,0.6975045881949866,0.6975045881949862
2016-10-08,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,0.9137383944281638,0.9111463859840019,0.0,-0.371146353514563,0.7952998701546842,1,18.0,1,1,0.9716240450630412,0.9716240450630407
2016-10-09,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,0.4251043951164161,0.5206136132710287,0.0,-0.6147847103142918,0.3289942684185656,1,17.0,1,1,0.19046517616077266,0.19046517616077213
2016-10-10,air_4de6d887a7b1c1fc,0,1,0,0,0,0,0,0.09580756949328212,0.08001253636408508,1.0,0.9011872875506881,0.15942859505997736,1,4.0,1,1,-1.0194132599562657,-1.0194132599562662
2016-10-11,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,0.08518509124737442,-0.01011041118506274,0.0,-0.4794300676477758,0.12763503130524195,1,10.0,1,1,-1.4452774161619932,-1.445277416161994
2016-10-12,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,0.12767500423100447,0.3003130748175569,0.0,0.386839645417927,0.0852436129655948,1,7.0,1,1,-0.6735006120037207,-0.6735006120037212
2016-10-13,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,-0.04228464770351618,-0.06017871537903363,0.0,-0.7230684244475047,0.14883074047506545,1,11.0,1,1,-0.6363802688861716,-0.6363802688861722
2016-10-14,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,0.00020526528011389242,0.04997155384770247,0.0,-0.506500996181079,0.0322543400410359,1,23.0,1,1,0.8680134170206515,0.868013417020651
2016-10-15,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,0.11705252598509716,0.2902994139787626,0.0,1.3072512155502363,-0.09491991497790538,1,30.0,1,1,1.3726053339042579,1.3726053339042574
2016-10-16,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,0.43572687336232385,0.5606682566262057,0.0,0.3056268598180174,0.3289942684185656,1,15.0,1,1,-0.6857380877567588,-0.6857380877567594
2016-10-18,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,0.5525741340673067,0.6507912041753532,0.0,0.0619885030182886,0.5303535055318896,1,14.0,1,1,-0.8154553307389633,-0.8154553307389638
2016-10-19,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,0.5631966123132144,0.4905726307546462,0.0,-0.2357917108480469,0.5091577963620662,1,11.0,1,1,-0.666973958268767,-0.6669739582687676
2016-10-20,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,0.5419516558213994,0.5206136132710287,0.0,0.35976871688462386,0.5091577963620662,1,13.0,1,1,-0.4279352652260885,-0.42793526522608905
2016-10-21,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,0.08518509124737442,-0.01011041118506274,0.0,-0.7501393529808079,0.18062430422980086,1,14.0,1,1,0.893304200243597,0.8933042002435966
2016-10-22,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,-0.021039691211701142,-0.17032898460576937,0.0,-1.4810544233799947,0.0322543400410359,1,22.0,1,1,1.4868217742659473,1.4868217742659469
2016-10-23,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,0.08518509124737442,-0.1302743412505928,0.0,-1.3186288521801754,0.14883074047506545,1,17.0,1,1,-0.39693365998505853,-0.39693365998505903
2016-10-24,air_4de6d887a7b1c1fc,0,1,0,0,0,0,0,-0.116641995424869,0.009916910492525901,0.0,1.3072512155502363,-0.09491991497790538,1,1.0,1,1,-1.5048331314934456,-1.5048331314934462
2016-10-25,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,-0.1272644736707767,-0.2103836279609463,0.0,-1.3456997807134785,-0.15850704248737602,1,16.0,1,1,-0.7754795766123719,-0.7754795766123725
2016-10-26,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,0.3507470473950633,0.3804223615279104,0.0,-0.4794300676477758,0.3077985592487421,1,20.0,1,1,-0.35083916798194814,-0.3508391679819487
2016-10-27,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,0.06394013475555937,0.12006717971926165,0.0,0.9553291446172943,-0.020734932883523,1,11.0,1,1,-0.33615419707830235,-0.3361541970783029
2016-10-28,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,-0.1272644736707767,-0.17032898460576937,0.0,-1.508125351913298,-0.06312635122317016,1,13.0,1,1,0.7872460770505998,0.7872460770505992
2016-10-29,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,-0.04228464770351618,-0.040151393701444986,0.0,0.6034070736843529,-0.14790918790246427,1,18.0,1,1,1.683437218031427,1.6834372180314263
2016-10-30,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,-0.30784660385120505,-0.2504382713161229,0.0,0.630478002217656,-0.40225769794034705,1,21.0,1,1,-0.30678425527101083,-0.30678425527101133
2016-10-31,air_4de6d887a7b1c1fc,0,1,0,0,0,0,0,-0.28660164735939003,-0.2103836279609463,0.0,-0.8313521385807175,-0.37046413418561164,1,4.0,1,1,-1.3208630793394387,-1.3208630793394394
2016-11-02,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,-0.42469386455618835,-0.30050657551009374,0.0,1.2801802870169332,-0.550627662129112,1,27.0,1,1,0.23655966816388302,0.2365596681638825
2016-11-03,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,-0.3928264298184656,-0.40064318389803555,1.0,0.7658326448841721,-0.3916598433554353,1,17.0,1,1,-0.2668085011444195,-0.26680850114442006
2016-11-04,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,-0.37158147332665054,-0.33054755802647634,0.0,1.0636128587505074,-0.46584482544981765,1,21.0,1,1,-0.12730127755978463,-0.12730127755978515
2016-11-05,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,-0.3397140385889278,-0.17032898460576937,0.0,1.1989675014170234,-0.5188340983743766,1,20.0,1,1,1.1723186474128668,1.1723186474128664
2016-11-06,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,-0.4671837775398184,-0.5608617573187425,0.0,-0.9937777097805368,-0.48704053461964136,1,15.0,1,1,-0.7440700555129074,-0.744070055512908
2016-11-08,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,-0.44593882104800336,-0.6710120265454783,0.0,-1.535196280446601,-0.27508344292140574,1,10.0,1,1,-1.385721700830541,-1.3857217008305416
2016-11-09,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,-0.7752356466711375,-0.8212169391273909,0.0,0.0619885030182886,-0.7201933354877004,1,12.0,1,1,-1.0536781920647724,-1.053678192064773
2016-11-10,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,-0.8071030814088603,-0.9113398866765385,0.0,-1.2374160665802656,-0.7943783175820829,1,10.0,1,1,-0.7685450070189837,-0.7685450070189842
2016-11-11,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,-0.37158147332665054,-0.35057487970406465,0.0,0.6846198592842623,-0.46584482544981765,1,13.0,1,1,0.2524683866428326,0.2524683866428321
2016-11-12,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,-0.29722412560529754,-0.24042461047732855,0.0,1.0365419302172043,-0.3916598433554353,1,19.0,1,1,1.7507433346731367,1.7507433346731363
2016-11-13,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,-0.1803768649003145,-0.040151393701444986,0.0,0.522194288084443,-0.32807271584596465,1,20.0,1,1,-0.5976282623348842,-0.5976282623348848
2016-11-15,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,-0.1378869519166844,-0.08020603705662191,0.0,-1.1020614239137496,-0.19030060624211143,1,12.0,1,1,-1.160552146974639,-1.1605521469746396
2016-11-16,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,-0.5840310382448016,-0.6109300615127132,0.0,0.7116907878175659,-0.5082362437894649,1,16.0,1,1,-0.5344013042775204,-0.534401304277521
2016-11-17,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,-0.573408559998894,-0.35057487970406465,0.0,0.738761716350869,-0.7201933354877004,1,8.0,1,1,-0.4809643268225871,-0.48096432682258766
2016-11-18,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,-0.4140713863102806,-0.24042461047732855,0.0,0.9282582160839913,-0.6672040625631415,1,14.0,1,1,0.9100287504394159,0.9100287504394153
2016-11-19,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,-0.14850943016259174,-0.29049291467129945,0.0,-1.508125351913298,-0.06312635122317016,1,19.0,1,1,1.4545964214496134,1.454596421449613
2016-11-20,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,-0.03166216945760885,-0.1603153237669754,0.0,-1.2103451380469625,0.0322543400410359,1,18.0,1,1,-0.3275879640511757,-0.3275879640511762
2016-11-22,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,-0.021039691211701142,-0.08020603705662191,0.0,0.4139105739512303,0.042852194625947644,1,20.0,1,1,0.5441282254235752,0.5441282254235746
2016-11-23,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,-0.6902558207038773,-0.6409710440290959,1.0,-1.535196280446601,-0.6036169350536709,1,11.0,1,1,-0.3953019965513201,-0.39530199655132064
