visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi,total_area_visitors,total_genre_visitors
2016-01-29,air_6c952e3c6e590945,1,0,0,0,0,0,0,-1.3893533777193108,-1.6064744380105689,0.0,-1.3866270874498805,-1.1695906236524967,1,16.0,1,1,-0.9643167367579585,-0.9643167367579586
2016-01-30,air_6c952e3c6e590945,0,0,1,0,0,0,0,-1.4948128557025058,-1.6973390817177096,0.0,-1.0969145030077898,-1.2495497283699168,1,19.0,1,1,-0.6586602814183253,-0.6586602814183254
2016-01-31,air_6c952e3c6e590945,0,0,0,1,0,0,0,-1.2721761799602052,-1.2089416217918278,0.0,0.6150234959682019,-1.192436082143188,1,3.0,1,1,-1.2212229220054476,-1.2212229220054478
2016-02-01,air_6c952e3c6e590945,0,1,0,0,0,0,0,-1.3776356579434001,-1.3793128287427168,0.0,-0.3067892727111782,-1.2381269991245711,1,10.0,1,1,-1.4791608590009186,-1.4791608590009186
2016-02-02,air_6c952e3c6e590945,0,0,0,0,0,1,0,-1.354200218391579,-1.3338805068891464,0.0,-0.3067892727111782,-1.3066633745966456,1,11.0,1,1,-1.3290409796695544,-1.3290409796695546
2016-02-03,air_6c952e3c6e590945,0,0,0,0,0,0,1,-1.3190470590638474,-1.3452385873525392,0.0,0.1409483577902351,-1.2381269991245711,1,9.0,1,1,-1.253207226192886,-1.2532072261928862
2016-02-04,air_6c952e3c6e590945,0,0,0,0,1,0,0,-1.16671670197701,-1.118076978084687,0.0,0.009260819407466495,-1.2952406453513,1,17.0,1,1,-1.2150324115175564,-1.2150324115175564
2016-02-05,air_6c952e3c6e590945,1,0,0,0,0,0,0,-1.0143863448901729,-1.0158542539141537,0.0,0.48333595758543335,-0.9068678510095444,1,28.0,1,1,-0.835863644134214,-0.835863644134214
2016-02-06,air_6c952e3c6e590945,0,0,1,0,0,0,0,-1.2370230206324733,-1.3906709092061094,0.0,-1.1759270260374508,-1.0325178727083475,1,25.0,1,1,-0.6096520733891859,-0.6096520733891859
2016-02-07,air_6c952e3c6e590945,0,0,0,1,0,0,0,-1.4245065370470424,-1.4928936333766427,0.0,0.5886859882916483,-1.2723951868606083,1,10.0,1,1,-1.2287031221783162,-1.2287031221783165
2016-02-08,air_6c952e3c6e590945,0,1,0,0,0,0,0,-1.2604584601842945,-1.2089416217918278,0.0,1.273461187882045,-1.4551588547861405,1,14.0,1,1,-1.4270573957278334,-1.4270573957278336
2016-02-09,air_6c952e3c6e590945,0,0,0,0,0,1,0,-0.9792331855624411,-0.8114088055730868,0.0,-0.043414195945640985,-1.0667860604443848,1,10.0,1,1,-1.2062625216597103,-1.2062625216597105
2016-02-10,air_6c952e3c6e590945,0,0,0,0,0,0,1,-1.2370230206324733,-1.4020289896695022,0.0,0.35164841920266476,-1.0210951434630018,1,23.0,1,1,-0.8779075278644757,-0.8779075278644758
2016-02-11,air_6c952e3c6e590945,0,0,0,0,1,0,0,-1.143281262425189,-1.118076978084687,1.0,0.37798592687921867,-1.1238997066711136,1,19.0,1,1,-0.9521936537191713,-0.9521936537191714
2016-02-12,air_6c952e3c6e590945,1,0,0,0,0,0,0,-1.0143863448901729,-0.9022734492802277,0.0,1.16811115717583,-1.2952406453513,1,24.0,1,1,-0.8951893696431723,-0.8951893696431723
2016-02-13,air_6c952e3c6e590945,0,0,1,0,0,0,0,-0.5105243945260186,-0.09584973637935316,0.0,-0.6228393648298227,-0.5756087028945176,1,8.0,1,1,-0.7027676686445509,-0.702767668644551
2016-02-14,air_6c952e3c6e590945,0,0,0,1,0,0,0,-0.06525104304141714,0.4947704477170619,0.0,-1.1232520106843433,-0.21008136704345357,1,18.0,1,1,-1.2465008398310038,-1.2465008398310038
2016-02-15,air_6c952e3c6e590945,0,1,0,0,0,0,0,-1.0846926635456362,-0.7886926446463017,0.0,-0.22777674968151682,-1.1695906236524967,1,13.0,1,1,-1.43066852684577,-1.4306685268457702
2016-02-16,air_6c952e3c6e590945,0,0,0,0,0,1,0,-1.2370230206324733,-1.118076978084687,0.0,-0.09608921129874824,-1.340931562332683,1,27.0,1,1,-1.267909688601628,-1.267909688601628
2016-02-17,air_6c952e3c6e590945,0,0,0,0,0,0,1,-1.2604584601842945,-1.231657782718613,0.0,-0.043414195945640985,-1.1695906236524967,1,19.0,1,1,-1.096638898436635,-1.0966388984366353
2016-02-18,air_6c952e3c6e590945,0,0,0,0,1,0,0,-0.9675154657865306,-0.6523956790855904,0.0,1.2997986955585985,-1.2495497283699168,1,18.0,1,1,-1.106440540042463,-1.106440540042463
2016-02-19,air_6c952e3c6e590945,1,0,0,0,0,0,0,-0.6277015922851242,-0.4820244721347014,0.0,1.1417736494992763,-1.009672414217656,1,23.0,1,1,-0.7829863670501424,-0.7829863670501425
2016-02-20,air_6c952e3c6e590945,0,0,1,0,0,0,0,-0.686290191164677,-0.8909153688168351,0.0,-1.3866270874498805,-0.49564959817709736,1,15.0,1,1,-0.8175500506075355,-0.8175500506075356
2016-02-21,air_6c952e3c6e590945,0,0,0,1,0,0,0,-0.6394193120610348,-0.5842471963052348,0.0,0.009260819407466495,-0.7697951000653954,1,10.0,1,1,-1.191302121313973,-1.1913021213139732
2016-02-22,air_6c952e3c6e590945,0,1,0,0,0,0,0,-1.0846926635456362,-1.1407931390114723,0.0,-0.8862144415953599,-0.884022392518853,1,15.0,1,1,-1.417513692059001,-1.4175136920590012
2016-02-23,air_6c952e3c6e590945,0,0,0,0,0,1,0,-0.8620559878033355,-0.7432603227927312,0.0,0.16728586546678895,-0.9982496849723105,1,16.0,1,1,-1.1982664456128507,-1.198266445612851
2016-02-24,air_6c952e3c6e590945,0,0,0,0,0,0,1,-1.3307647788397579,-1.3338805068891464,0.0,-0.06975170362219461,-1.192436082143188,1,17.0,1,1,-1.153643182512634,-1.1536431825126343
2016-02-25,air_6c952e3c6e590945,0,0,0,0,1,0,0,-1.3893533777193108,-1.2543739436453982,0.0,0.6413610036447558,-1.3523542915780287,1,7.0,1,1,-1.047888628344491,-1.0478886283444913
2016-02-26,air_6c952e3c6e590945,1,0,0,0,0,0,0,-1.1784344217529206,-1.1294350585480797,0.0,0.7203735266744169,-1.146745165161805,1,36.0,1,1,-0.6320926739077919,-0.6320926739077919
2016-02-27,air_6c952e3c6e590945,0,0,1,0,0,0,0,-1.0495395042179043,-1.0840027366945093,0.0,-0.06975170362219461,-1.0896315189350763,1,7.0,1,1,-0.46159569755378554,-0.4615956975537856
2016-02-28,air_6c952e3c6e590945,0,0,0,1,0,0,0,-0.9675154657865306,-0.9704219320605832,0.0,0.35164841920266476,-0.9868269557269648,1,15.0,1,1,-1.053305325021396,-1.0533053250213962
2016-02-29,air_6c952e3c6e590945,0,1,0,0,0,0,0,-0.686290191164677,-0.43659215028113113,0.0,-1.0442394876546823,-0.8040632878014327,1,10.0,1,1,-1.3690213599038525,-1.3690213599038525
2016-03-01,air_6c952e3c6e590945,0,0,0,0,0,1,0,-1.3659179381674897,-1.5269678747668207,0.0,-0.3858017957408393,-1.192436082143188,1,15.0,1,1,-1.2583659849327955,-1.2583659849327955
2016-03-02,air_6c952e3c6e590945,0,0,0,0,0,0,1,-1.1901521415288312,-1.095360817157902,0.0,0.4569984499088798,-1.2267042698792254,1,11.0,1,1,-1.1265596991281097,-1.12655969912811
2016-03-03,air_6c952e3c6e590945,0,0,0,0,1,0,0,-0.7917496691478721,-0.6183214376954127,0.0,0.27263589617300366,-0.9411360387455817,1,8.0,1,1,-1.1435836029698108,-1.143583602969811
2016-03-04,air_6c952e3c6e590945,1,0,0,0,0,0,0,-0.8972091471310671,-0.8000507251096942,0.0,0.7467110343509705,-0.8954451217641987,1,17.0,1,1,-0.7651886493974549,-0.765188649397455
2016-03-05,air_6c952e3c6e590945,0,0,1,0,0,0,0,-0.8386205482515143,-0.7886926446463017,0.0,0.0882733424371276,-0.9868269557269648,1,27.0,1,1,-0.5387191407154314,-0.5387191407154315
2016-03-06,air_6c952e3c6e590945,0,0,0,1,0,0,0,-0.4636535154223763,-0.37980174796416816,0.0,-1.0705769953312358,-0.3357313887422568,1,17.0,1,1,-1.1825322314561268,-1.182532231456127
2016-03-07,air_6c952e3c6e590945,0,1,0,0,0,0,0,-0.15899280124870172,-0.10720781684274572,0.0,-1.360289579773327,-0.07300861609930465,1,6.0,1,1,-1.475033852008991,-1.4750338520089912
2016-03-08,air_6c952e3c6e590945,0,0,0,0,0,1,0,-0.17071052102461223,0.0063729877911804745,0.0,-0.7281893955360376,-0.19865863779810786,1,19.0,1,1,-1.134297837237974,-1.134297837237974
2016-03-09,air_6c952e3c6e590945,0,0,0,0,0,0,1,-0.850338268027425,-1.0272123343775463,0.0,-1.3866270874498805,-0.6098768906305548,1,13.0,1,1,-1.181500479708145,-1.1815004797081452
2016-03-10,air_6c952e3c6e590945,0,0,0,0,1,0,0,-1.0143863448901729,-1.095360817157902,0.0,0.03559832708402035,-0.8611769340281614,1,9.0,1,1,-1.0589799596352962,-1.0589799596352965
2016-03-11,air_6c952e3c6e590945,1,0,0,0,0,0,0,-1.1081281030974572,-1.0158542539141537,0.0,0.0882733424371276,-1.0325178727083475,1,24.0,1,1,-0.7146328137463426,-0.7146328137463427
2016-03-12,air_6c952e3c6e590945,0,0,1,0,0,0,0,-1.0964103833215466,-1.0044961734507611,0.0,0.35164841920266476,-1.1810133528978424,1,16.0,1,1,-0.5214372989367348,-0.5214372989367348
2016-03-13,air_6c952e3c6e590945,0,0,0,1,0,0,0,-0.9206445866828883,-0.9931380929873683,0.0,-0.01707668826908713,-0.9525587679909274,1,14.0,1,1,-1.1314605199310237,-1.1314605199310237
2016-03-14,air_6c952e3c6e590945,0,1,0,0,0,0,0,-0.8151851086996932,-1.0158542539141537,0.0,-1.3866270874498805,-0.5641859736491718,1,7.0,1,1,-1.364378477037934,-1.3643784770379341
2016-03-15,air_6c952e3c6e590945,0,0,0,0,0,1,0,-0.768314229596051,-0.8454830469632647,0.0,0.8520610650571855,-0.6669905368572836,1,22.0,1,1,-1.0847737533348434,-1.0847737533348436
2016-03-16,air_6c952e3c6e590945,0,0,0,0,0,0,1,-0.4636535154223763,-0.42523406981773837,0.0,0.40432343455577224,-0.7697951000653954,1,12.0,1,1,-0.9939795995124376,-0.9939795995124378
2016-03-17,air_6c952e3c6e590945,0,0,0,0,1,0,0,-0.24101683968007556,0.11995379242510647,0.0,1.5368362646475822,-0.5184950566677888,1,9.0,1,1,-0.9457452052942846,-0.9457452052942846
2016-03-18,air_6c952e3c6e590945,1,0,0,0,0,0,0,-0.11212192214505942,0.04044722918135795,0.0,0.8520610650571855,-0.4385359519503686,1,12.0,1,1,-0.5639970585409876,-0.5639970585409876
2016-03-19,air_6c952e3c6e590945,0,0,1,0,0,0,0,0.05192615471768849,0.16538611427867672,0.0,-0.8072019185656987,0.09833232258088163,1,14.0,1,1,-0.5461993408883,-0.5461993408883001
2016-03-20,air_6c952e3c6e590945,0,0,0,1,0,0,0,-0.4402180758705552,-0.4820244721347014,1.0,-0.1751017343284096,-0.47280413968640583,1,19.0,1,1,-0.7620933941535093,-0.7620933941535093
2016-03-22,air_6c952e3c6e590945,0,0,0,0,0,1,0,-0.4285003560946447,-0.1980724605498864,0.0,0.16728586546678895,-0.7126814538386667,1,15.0,1,1,-1.080646746342916,-1.080646746342916
2016-03-23,air_6c952e3c6e590945,0,0,0,0,0,0,1,-0.5925484329573926,-0.5842471963052348,0.0,0.27263589617300366,-0.5299177859131345,1,12.0,1,1,-0.977729509481723,-0.9777295094817231
2016-03-24,air_6c952e3c6e590945,0,0,0,0,1,0,0,-0.8034673889237827,-0.7319022423293386,0.0,0.16728586546678895,-0.7469496415747039,1,14.0,1,1,-1.0383449246756586,-1.0383449246756589
2016-03-25,air_6c952e3c6e590945,1,0,0,0,0,0,0,-0.873773707579246,-0.8000507251096942,0.0,0.9047360804102927,-0.9525587679909274,1,27.0,1,1,-0.42342088287845586,-0.4234208828784559
2016-03-26,air_6c952e3c6e590945,0,0,1,0,0,0,0,-0.7331610702683193,-0.5274567939882718,0.0,0.8520610650571855,-0.9868269557269648,1,7.0,1,1,-0.42935345542935166,-0.4293534554293517
2016-03-27,air_6c952e3c6e590945,0,0,0,1,0,0,0,-0.6511370318369454,-0.4820244721347014,0.0,1.4578237416179212,-0.9754042264816188,1,38.0,1,1,-0.9975907306303743,-0.9975907306303743
2016-03-28,air_6c952e3c6e590945,0,1,0,0,0,0,0,-0.3230408781114496,-0.027701253598997406,0.0,1.194448664852384,-0.48422686893175165,1,5.0,1,1,-1.1170159954592773,-1.1170159954592773
2016-03-29,air_6c952e3c6e590945,0,0,0,0,0,1,0,-0.4285003560946447,-0.26622094333024215,0.0,1.3524737109117062,-0.6784132661026293,1,8.0,1,1,-0.8371533338191913,-0.8371533338191913
2016-03-30,air_6c952e3c6e590945,0,0,0,0,0,0,1,-0.17071052102461223,0.0063729877911804745,0.0,0.7467110343509705,-0.26719501327018236,1,16.0,1,1,-0.9240784185866651,-0.9240784185866651
2016-03-31,air_6c952e3c6e590945,0,0,0,0,1,0,0,-0.11212192214505942,0.13131187288849883,0.0,1.6421862953537971,-0.3699995764782941,1,12.0,1,1,-0.8877091694703036,-0.8877091694703036
2016-04-01,air_6c952e3c6e590945,1,0,0,0,0,0,0,-0.4636535154223763,-0.4025179088909533,0.0,0.6413610036447558,-0.39284503496898554,1,22.0,1,1,-0.6769738749450038,-0.6769738749450039
2016-04-02,air_6c952e3c6e590945,0,0,1,0,0,0,0,-0.5573952736296609,-0.8795572883534424,0.0,-1.3866270874498805,-0.31288593025156536,1,16.0,1,1,-0.6945136546606958,-0.6945136546606959
2016-04-03,air_6c952e3c6e590945,0,0,0,1,0,0,0,0.19253879202861515,0.31304116030278056,0.0,0.1409483577902351,-0.038740428363267305,1,18.0,1,1,-1.2289610601153118,-1.2289610601153118
2016-04-04,air_6c952e3c6e590945,0,1,0,0,0,0,0,-0.3347585978873601,-0.4025179088909533,0.0,-1.3866270874498805,-0.2443495547794908,1,21.0,1,1,-1.3437434420782963,-1.3437434420782963
2016-04-05,air_6c952e3c6e590945,0,0,0,0,0,1,0,-0.3816294769910024,-0.2775790237936347,0.0,1.4051487262648135,-0.4385359519503686,1,23.0,1,1,-1.1353295889859558,-1.1353295889859558
2016-04-06,air_6c952e3c6e590945,0,0,0,0,0,0,1,0.005055275614046196,0.2789669189126027,0.0,1.7211988183834583,-0.3471541179876026,1,9.0,1,1,-1.066976035682156,-1.066976035682156
2016-04-07,air_6c952e3c6e590945,0,0,0,0,1,0,0,-0.3113231583355391,-0.5956052767686274,0.0,-1.3866270874498805,-0.1301222623260333,1,14.0,1,1,-1.1851116108260817,-1.1851116108260817
2016-04-08,air_6c952e3c6e590945,1,0,0,0,0,0,0,0.16910335247679412,-0.027701253598997406,0.0,-0.596501857153269,0.12117778107157326,1,19.0,1,1,-0.6155846459400818,-0.6155846459400818
2016-04-09,air_6c952e3c6e590945,0,0,1,0,0,0,0,0.41517546777091585,0.7560062983750918,0.0,1.6158487876772434,-0.17581317930741636,1,17.0,1,1,-0.5214372989367348,-0.5214372989367348
2016-04-10,air_6c952e3c6e590945,0,0,0,1,0,0,0,-0.21758140012825453,-0.2548628628668494,0.0,0.2199608808198962,-0.07300861609930465,1,21.0,1,1,-1.1126310505303543,-1.1126310505303545
2016-04-11,air_6c952e3c6e590945,0,1,0,0,0,0,0,-0.7214433504924087,-0.7886926446463017,0.0,0.5360109729385408,-0.6784132661026293,1,18.0,1,1,-1.3664419805338976,-1.3664419805338979
2016-04-12,air_6c952e3c6e590945,0,0,0,0,0,1,0,-0.5105243945260186,-0.34572750657399026,0.0,1.6948613107069044,-0.7583723708200496,1,4.0,1,1,-1.1998140732348235,-1.1998140732348237
2016-04-13,air_6c952e3c6e590945,0,0,0,0,0,0,1,0.016772995389956715,0.18810227520546183,0.0,0.9310735880868468,-0.38142230572363983,1,11.0,1,1,-1.1100516711603996,-1.1100516711603996
2016-04-14,air_6c952e3c6e590945,0,0,0,0,1,0,0,0.20425651180452567,0.31304116030278056,0.0,-0.5438268418001615,0.2925187197517595,1,7.0,1,1,-1.0762618014139929,-1.076261801413993
2016-04-15,air_6c952e3c6e590945,1,0,0,0,0,0,0,-0.13555736169688068,-0.2775790237936347,0.0,1.484161249294475,0.052641405599498786,1,26.0,1,1,-0.6439578190095835,-0.6439578190095836
2016-04-16,air_6c952e3c6e590945,0,0,1,0,0,0,0,-0.15899280124870172,-0.17535629962310129,0.0,1.5104987569710284,-0.38142230572363983,1,16.0,1,1,-0.4239367587524468,-0.42393675875244685
2016-04-17,air_6c952e3c6e590945,0,0,0,1,0,0,0,0.19253879202861515,0.31304116030278056,0.0,-0.8598769339188062,0.01837321786346145,1,16.0,1,1,-1.1500320513946976,-1.1500320513946978
2016-04-18,air_6c952e3c6e590945,0,1,0,0,0,0,0,0.42689318754682637,0.46069620632688446,0.0,-0.3067892727111782,0.22398234427968505,1,6.0,1,1,-1.4577520102302945,-1.4577520102302945
2016-04-19,air_6c952e3c6e590945,0,0,0,0,0,1,0,0.06364387449359901,0.1426699533518916,0.0,0.8520610650571855,-0.027317699117921597,1,13.0,1,1,-1.134297837237974,-1.134297837237974
2016-04-20,air_6c952e3c6e590945,0,0,0,0,0,0,1,-0.1941459605764335,0.07452147057153582,0.0,1.1417736494992763,-0.38142230572363983,1,11.0,1,1,-0.9978486685673698,-0.9978486685673699
2016-04-21,air_6c952e3c6e590945,0,0,0,0,1,0,0,0.07536159426950953,0.1085957119617137,0.0,-1.0442394876546823,-0.14154499157137912,1,6.0,1,1,-1.106440540042463,-1.106440540042463
2016-04-22,air_6c952e3c6e590945,1,0,0,0,0,0,0,0.14566791292497286,0.15402803381528396,0.0,-1.333952072096773,0.32678690748779665,1,14.0,1,1,-0.5970131144764078,-0.5970131144764079
2016-04-23,air_6c952e3c6e590945,0,0,1,0,0,0,0,0.12223247337315182,-0.004985092672212286,0.0,-0.35946428806428554,0.22398234427968505,1,14.0,1,1,-0.4977070087331515,-0.49770700873315155
2016-04-26,air_6c952e3c6e590945,0,0,0,0,0,1,0,0.2862805502358997,0.5402027695706326,0.0,1.5895112800006899,0.052641405599498786,1,18.0,1,1,-1.0355076073687084,-1.0355076073687086
2016-04-27,air_6c952e3c6e590945,0,0,0,0,0,0,1,-0.06525104304141714,-0.027701253598997406,0.0,0.48333595758543335,0.0640641348448445,1,8.0,1,1,-1.0156463862200573,-1.0156463862200573
2016-04-28,air_6c952e3c6e590945,0,0,0,0,1,0,0,-0.2527345594559863,-0.3911598284275607,0.0,-1.3866270874498805,-0.06158588685395873,1,16.0,1,1,-0.768541842578396,-0.7685418425783961
2016-04-29,air_6c952e3c6e590945,1,0,0,0,0,0,0,-0.11212192214505942,-0.11856589730613828,1.0,0.1409483577902351,-0.07300861609930465,1,12.0,1,1,-0.5918543557364984,-0.5918543557364985
2016-04-30,air_6c952e3c6e590945,0,0,1,0,0,0,0,0.005055275614046196,0.15402803381528396,0.0,1.0627611264696155,-0.26719501327018236,1,36.0,1,1,-0.6369934947107058,-0.6369934947107059
2016-05-01,air_6c952e3c6e590945,0,0,0,1,0,0,0,-0.205863680352344,-0.4706663916713088,0.0,-1.360289579773327,0.08690959333553591,1,14.0,1,1,-0.9235625427126741,-0.9235625427126741
2016-05-03,air_6c952e3c6e590945,0,0,0,0,0,1,0,0.30971598978772075,0.46069620632688446,1.0,0.9574110957634004,0.08690959333553591,1,50.0,1,1,-0.7742164771922964,-0.7742164771922965
2016-05-04,air_6c952e3c6e590945,0,0,0,0,0,0,1,0.39174002821909465,0.42662196493670657,1.0,-0.8598769339188062,0.5666642216400576,1,24.0,1,1,-0.8322525130162773,-0.8322525130162775
2016-05-05,air_6c952e3c6e590945,0,0,0,0,1,0,0,0.6143767039613955,0.47205428679027683,1.0,-0.35946428806428554,0.543818763149366,1,16.0,1,1,-1.0288012210068262,-1.0288012210068262
2016-05-06,air_6c952e3c6e590945,1,0,0,0,0,0,0,0.41517546777091585,0.6537835742045586,0.0,0.6940360189978633,0.1668686980529563,1,7.0,1,1,-1.18691717638505,-1.1869171763850501
2016-05-07,air_6c952e3c6e590945,0,0,1,0,0,0,0,0.6026589841854848,0.9604517467161586,0.0,0.11461085011368147,0.589509680130749,1,13.0,1,1,-0.7494544352407312,-0.7494544352407312
2016-05-08,air_6c952e3c6e590945,0,0,0,1,0,0,0,0.6729653028409484,0.7673643788384845,0.0,2.142598941208318,0.47528238767729153,1,10.0,1,1,-1.0987024019325988,-1.098702401932599
2016-05-09,air_6c952e3c6e590945,0,1,0,0,0,0,0,0.3800223084431841,0.5061285281804547,0.0,1.5368362646475822,0.178291427298302,1,7.0,1,1,-1.5377127706988905,-1.5377127706988907
2016-05-10,air_6c952e3c6e590945,0,0,0,0,0,1,0,0.22769195135634693,-0.05041741452578252,0.0,-1.3866270874498805,0.5323960339040202,1,24.0,1,1,-1.3710848633998163,-1.3710848633998163
2016-05-11,air_6c952e3c6e590945,0,0,0,0,0,0,1,0.2159742315804362,0.16538611427867672,0.0,-1.3866270874498805,0.48670511692263724,1,22.0,1,1,-1.17608378303124,-1.1760837830312403
2016-05-12,air_6c952e3c6e590945,0,0,0,0,1,0,0,0.6729653028409484,0.6992158960581288,0.0,2.142598941208318,0.5552414923947117,1,8.0,1,1,-1.0525315112104097,-1.0525315112104097
2016-05-13,air_6c952e3c6e590945,1,0,0,0,0,0,0,0.5909412644095741,0.7446482179116994,0.0,1.9582363874724416,0.30394144899710523,1,24.0,1,1,-0.6862596406768408,-0.6862596406768409
2016-05-14,air_6c952e3c6e590945,0,0,1,0,0,0,0,0.45032862709864746,0.2789669189126027,0.0,0.11461085011368147,0.3496323659784883,1,19.0,1,1,-0.5214372989367348,-0.5214372989367348
2016-05-15,air_6c952e3c6e590945,0,0,0,1,0,0,0,0.18082107225270463,0.23353459705903246,0.0,2.116261433531764,0.14402323956226468,1,9.0,1,1,-1.1523534928276569,-1.1523534928276569
2016-05-16,air_6c952e3c6e590945,0,1,0,0,0,0,0,0.30971598978772075,0.2221765165956397,0.0,-0.6491768725063765,0.23540507352503076,1,27.0,1,1,-1.475033852008991,-1.4750338520089912
2016-05-17,air_6c952e3c6e590945,0,0,0,0,0,1,0,0.30971598978772075,0.16538611427867672,0.0,-1.2812770567436655,0.3496323659784883,1,14.0,1,1,-1.2983463651670935,-1.2983463651670935
2016-05-18,air_6c952e3c6e590945,0,0,0,0,0,0,1,0.6378121435132166,1.1081067927402626,0.0,2.1689364488848715,0.178291427298302,1,9.0,1,1,-1.0901904500117483,-1.0901904500117485
2016-05-19,air_6c952e3c6e590945,0,0,0,0,1,0,0,0.5557881050818427,0.7219320569849139,0.0,1.8792238644427806,0.3382096367331426,1,16.0,1,1,-1.0814205601539024,-1.0814205601539024
2016-05-20,air_6c952e3c6e590945,1,0,0,0,0,0,0,0.39174002821909465,0.42662196493670657,0.0,0.37798592687921867,0.40674601220521706,1,24.0,1,1,-0.6857437648028498,-0.6857437648028499
2016-05-21,air_6c952e3c6e590945,0,0,1,0,0,0,0,0.4971995062022899,0.3698315626197436,0.0,-1.0179019799781286,0.4524369291866001,1,19.0,1,1,-0.40355966172980456,-0.4035596617298046
2016-05-22,air_6c952e3c6e590945,0,0,0,1,0,0,0,0.8487310994796068,1.1876133559840107,0.0,1.7738738337365656,0.7380051603202439,1,19.0,1,1,-1.1564804998195843,-1.1564804998195846
2016-05-23,air_6c952e3c6e590945,0,1,0,0,0,0,0,1.211980412532834,1.7214431377634627,0.0,2.142598941208318,0.6466233263574778,1,13.0,1,1,-1.3636046632269476,-1.3636046632269476
2016-05-24,air_6c952e3c6e590945,0,0,0,0,0,1,0,0.9190374181350699,1.1876133559840107,0.0,0.7993860497040782,0.8179642650376641,1,6.0,1,1,-1.2495960950749494,-1.2495960950749496
2016-05-25,air_6c952e3c6e590945,0,0,0,0,0,0,1,0.8604488192555171,0.7105739765215215,0.0,-1.360289579773327,0.9778824744725044,1,3.0,1,1,-1.039634614360636,-1.039634614360636
2016-05-26,air_6c952e3c6e590945,0,0,0,0,1,0,0,1.0362146158941756,1.0740325513500846,0.0,-0.6228393648298227,1.1149552254166537,1,16.0,1,1,-1.0027494893702837,-1.0027494893702837
