visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Minato-ku Akasaka,total_area_visitors,total_genre_visitors
2016-04-19,air_968d72c12eed09f0,0,0,0,0,0,1,0,0.1372490230300466,0.2875131010960125,0.0,1.5733754081064941,0.07836395480094754,1,22.0,1,1,-1.100096239310059,-1.1000962393100588
2016-04-20,air_968d72c12eed09f0,0,0,0,0,0,0,1,-0.026576817744982068,-0.03960729311028058,0.0,1.524011366556858,-0.1856200092761533,1,8.0,1,1,-0.9671167551006031,-0.967116755100603
2016-04-21,air_968d72c12eed09f0,0,0,0,0,1,0,0,0.17505498628582258,0.07362668949959003,0.0,-1.2897390017724104,0.23435447902832546,1,26.0,1,1,-1.0729473086964083,-1.072947308696408
2016-04-22,air_968d72c12eed09f0,1,0,0,0,0,0,0,0.275870888301225,0.5139810663157542,0.0,0.8082327640871317,0.2223552079339116,1,15.0,1,1,-0.576473809048629,-0.5764738090486288
2016-04-23,air_968d72c12eed09f0,0,0,1,0,0,0,0,0.3514828148127765,0.3504208692126074,0.0,-0.7714165655012294,0.31834937668922114,1,14.0,1,1,-0.47969289899070744,-0.4796928989907073
2016-04-24,air_968d72c12eed09f0,0,0,0,1,0,0,0,0.07423908427042014,-0.06477040035691844,0.0,-0.9935547524745927,0.09036322589536118,1,3.0,1,1,-1.0940631436181365,-1.0940631436181365
2016-04-25,air_968d72c12eed09f0,0,1,0,0,0,0,0,0.37668679031662744,0.4384917445758406,0.0,0.8575968056367679,0.2583530212171527,1,19.0,1,1,-1.279078078170423,-1.2790780781704227
2016-04-26,air_968d72c12eed09f0,0,0,0,0,0,1,0,0.5153086555878054,0.6901228170422201,0.0,1.4006012626827673,0.3423479188780484,1,14.0,1,1,-1.0038180872264644,-1.0038180872264642
2016-04-27,air_968d72c12eed09f0,0,0,0,0,0,0,1,0.37668679031662744,0.2749315474726938,0.0,-1.215692939447956,0.46234062982218516,1,24.0,1,1,-0.98446190521488,-0.9844619052148799
2016-04-28,air_968d72c12eed09f0,0,0,0,0,1,0,0,-0.08958675650460854,-0.5302878844197207,0.0,-1.2897390017724104,0.23435447902832546,1,16.0,1,1,-0.7436408355123116,-0.7436408355123114
2016-04-29,air_968d72c12eed09f0,1,0,0,0,0,0,0,0.08684107202234562,0.22460533297941765,1.0,1.030370951060495,0.006368328234465523,1,29.0,1,1,-0.5714462293053603,-0.5714462293053602
2016-04-30,air_968d72c12eed09f0,0,0,1,0,0,0,0,0.11204504752619611,0.2623499938493747,0.0,1.4252832834575853,-0.10162511161525763,1,20.0,1,1,-0.615437552058961,-0.6154375520589609
2016-05-02,air_968d72c12eed09f0,0,1,0,0,0,0,0,0.28847287605315003,0.22460533297941765,0.0,-0.42586827465377547,0.2223552079339116,1,25.0,1,1,-1.0337321866989129,-1.0337321866989126
2016-05-03,air_968d72c12eed09f0,0,0,0,0,0,1,0,0.6665325086109088,0.639796602548944,1.0,0.19118224471667816,0.6903267806160454,1,14.0,1,1,-0.7491711732299071,-0.749171173229907
2016-05-04,air_968d72c12eed09f0,0,0,0,0,0,0,1,0.8807663003936392,0.9291723358852805,1.0,0.9810069095108586,0.8823151181266639,1,19.0,1,1,-0.8057314453416794,-0.8057314453416793
2016-05-05,air_968d72c12eed09f0,0,0,0,0,1,0,0,0.8807663003936392,0.9794985503785563,1.0,1.7461495535302214,0.6903267806160454,1,24.0,1,1,-0.9972822335602151,-0.997282233560215
2016-05-06,air_968d72c12eed09f0,1,0,0,0,0,0,0,0.37668679031662744,0.36300242283592654,0.0,-1.2650569809975925,0.46234062982218516,1,8.0,1,1,-1.1513775526913992,-1.151377552691399
2016-05-07,air_968d72c12eed09f0,0,0,1,0,0,0,0,0.7673484106263113,0.8536830141453664,0.0,1.5486933873316762,0.4863391720110127,1,8.0,1,1,-0.7250387904622176,-0.7250387904622174
2016-05-09,air_968d72c12eed09f0,0,1,0,0,0,0,0,0.42709474132432845,0.2749315474726938,0.0,-1.2897390017724104,0.5823333407663219,1,14.0,1,1,-1.4932529752336674,-1.4932529752336674
2016-05-10,air_968d72c12eed09f0,0,0,0,0,0,1,0,0.41449275357240295,0.37558397645924574,0.0,-1.2650569809975925,0.5703340696719086,1,17.0,1,1,-1.33086214952609,-1.33086214952609
2016-05-11,air_968d72c12eed09f0,0,0,0,0,0,0,1,0.7925523861301618,0.9417538895085996,0.0,-0.870144648600502,0.5583347985774947,1,27.0,1,1,-1.140819635230535,-1.1408196352305349
2016-05-12,air_968d72c12eed09f0,0,0,0,0,1,0,0,0.8303583493859378,1.0549878721184702,0.0,1.9436057197287664,0.7383238649936998,1,21.0,1,1,-1.0204091003792508,-1.0204091003792508
2016-05-13,air_968d72c12eed09f0,1,0,0,0,0,0,0,0.7673484106263113,0.8662645677686857,0.0,1.4499653042324034,0.6183311540495631,1,27.0,1,1,-0.6634509386071766,-0.6634509386071765
2016-05-14,air_968d72c12eed09f0,0,0,1,0,0,0,0,0.5909205820993574,0.6523781561722631,0.0,0.9069608471864045,0.36634646106687585,1,27.0,1,1,-0.5028197658097432,-0.5028197658097431
2016-05-16,air_968d72c12eed09f0,0,1,0,0,0,0,0,0.4901046800839549,0.46365485182247845,0.0,-0.8454626278256839,0.3423479188780484,1,23.0,1,1,-1.4321678813529533,-1.4321678813529533
2016-05-17,air_968d72c12eed09f0,0,0,0,0,0,1,0,0.40189076582047795,0.11137135036954704,0.0,-1.2897390017724104,0.42634281653894424,1,9.0,1,1,-1.259973275146002,-1.259973275146002
2016-05-18,air_968d72c12eed09f0,0,0,0,0,0,0,1,0.6161245576032078,1.0046616576251945,0.0,2.0176517820532207,0.21035593683949796,1,17.0,1,1,-1.057110432505112,-1.057110432505112
2016-05-19,air_968d72c12eed09f0,0,0,0,0,1,0,0,0.5279106433397309,0.6901228170422201,0.0,1.5733754081064941,0.4143435454445306,1,18.0,1,1,-1.0485635469415553,-1.048563546941555
2016-05-20,air_968d72c12eed09f0,1,0,0,0,0,0,0,0.2632689005492995,0.14911601123950405,0.0,-0.870144648600502,0.36634646106687585,1,14.0,1,1,-0.6629481806328498,-0.6629481806328497
2016-05-21,air_968d72c12eed09f0,0,0,1,0,0,0,0,0.5027066678358804,0.8411014605220477,0.0,1.6967855119805848,0.17435812355625707,1,24.0,1,1,-0.38793956867605456,-0.3879395686760544
2016-05-23,air_968d72c12eed09f0,0,1,0,0,0,0,0,1.057194128920593,1.4198529271947204,0.0,1.7955135950798575,0.45034135872777153,1,22.0,1,1,-1.3235721588983504,-1.3235721588983504
2016-05-24,air_968d72c12eed09f0,0,0,0,0,0,1,0,1.0445921411686676,1.218548069221617,0.0,0.8575968056367679,0.7983202204657682,1,3.0,1,1,-1.2124626465721133,-1.2124626465721131
2016-05-25,air_968d72c12eed09f0,0,0,0,0,0,0,1,0.8933682881455642,0.614633495302306,0.0,-1.2897390017724104,1.0983019978261102,1,7.0,1,1,-1.0078401510210793,-1.007840151021079
2016-05-26,air_968d72c12eed09f0,0,0,0,0,1,0,0,0.9941841901609666,0.9543354431319183,0.0,-0.4011862538789573,1.074303455637283,1,27.0,1,1,-0.9718929558567083,-0.9718929558567082
2016-05-27,air_968d72c12eed09f0,1,0,0,0,0,0,0,0.5405126310916559,0.3504208692126074,0.0,-1.215692939447956,0.46234062982218516,1,30.0,1,1,-0.6792878147984729,-0.6792878147984728
2016-05-28,air_968d72c12eed09f0,0,0,1,0,0,0,0,0.5279106433397309,0.5643072808090304,0.0,-1.240374960222774,0.45034135872777153,1,18.0,1,1,-0.48472047873397606,-0.48472047873397595
2016-05-30,air_968d72c12eed09f0,0,1,0,0,0,0,0,0.28847287605315003,0.21202377935609895,0.0,-1.2897390017724104,0.4863391720110127,1,19.0,1,1,-1.310500451565852,-1.3105004515658518
2016-05-31,air_968d72c12eed09f0,0,0,0,0,0,1,0,0.6665325086109088,0.6649597097955818,0.0,-0.15436604613077595,0.5943326118607358,1,20.0,1,1,-1.0835052261572724,-1.0835052261572722
2016-06-01,air_968d72c12eed09f0,0,0,0,0,0,0,1,0.8051543738820872,0.8536830141453664,0.0,0.11713618239222377,0.7983202204657682,1,17.0,1,1,-1.1046210610790008,-1.1046210610790006
2016-06-02,air_968d72c12eed09f0,0,0,0,0,1,0,0,0.7043384718666849,0.8033567996520907,0.0,1.9189236989539482,0.5943326118607358,1,27.0,1,1,-1.0440387251726135,-1.0440387251726133
2016-06-03,air_968d72c12eed09f0,1,0,0,0,0,0,0,0.5405126310916559,0.5768888344323491,0.0,1.8448776366294937,0.3423479188780484,1,22.0,1,1,-0.7368536028588989,-0.7368536028588988
2016-06-04,air_968d72c12eed09f0,0,0,1,0,0,0,0,0.8303583493859378,0.9543354431319183,0.0,0.6848226602130411,0.5943326118607358,1,13.0,1,1,-0.5634021017161305,-0.5634021017161304
