visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-01-16,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-1.1880834105925833,-1.0927847303748144,0.0,0.4426879432501153,-1.1937847436851097,1,30.0,1,1,-0.6509998213225945,-0.6509998213225945
2016-01-17,air_3caef3f76b8f26c5,0,0,0,1,0,0,0,-1.1530507363086375,-1.1701213304822777,0.0,-0.4503204939958069,-1.2634276985383186,1,1.0,1,1,-1.2440417743985566,-1.2440417743985566
2016-01-18,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-0.8844669001317192,-1.004400044537713,0.0,-1.4198725115770938,-0.8571771285612667,1,6.0,1,1,-1.522709066875514,-1.522709066875514
2016-01-19,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-1.5267325953373931,-1.6451890168566967,0.0,-0.3737769136604422,-1.3562849716759302,1,18.0,1,1,-1.290236621269737,-1.290236621269737
2016-01-20,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-1.4216345724855557,-1.4684196451824945,0.0,-1.0626691366787249,-1.3562849716759302,1,21.0,1,1,-1.1673832987798953,-1.1673832987798953
2016-01-21,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,-1.3048589915390694,-1.357938787886118,0.0,-0.4503204939958069,-1.2634276985383186,1,21.0,1,1,-1.0475263987898062,-1.0475263987898062
2016-01-22,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-1.293181433444421,-1.1811694162119155,0.0,0.3151153093578407,-1.1589632662585052,1,23.0,1,1,-0.7446380244398516,-0.7446380244398516
2016-01-23,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-1.374924340106961,-1.5015639023714071,0.0,-1.3433289312417291,-1.228606221111714,1,30.0,1,1,-0.6727238844457981,-0.6727238844457981
2016-01-25,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-1.655185734378528,-1.5568043310195954,0.0,0.8509203717053939,-1.855392814790594,1,13.0,1,1,-1.3813778056372006,-1.3813778056372006
2016-01-26,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-1.3048589915390694,-1.3247945306972049,0.0,0.36614436291475055,-1.367892130818132,1,25.0,1,1,-1.2118302325262202,-1.2118302325262202
2016-01-27,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-0.9311771325103138,-1.0375443017266262,0.0,0.3916588896932054,-0.7643198554236548,1,21.0,1,1,-1.063007915038526,-1.063007915038526
2016-01-28,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,-0.9428546906049623,-0.9049672729709743,0.0,-0.6034076546665365,-1.1589632662585052,1,25.0,1,1,-1.0685013562880719,-1.0685013562880719
2016-01-29,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-0.9895649229835568,-1.2806021877786542,0.0,-1.4709015651340036,-0.6714625822860429,1,21.0,1,1,-0.9281689025496758,-0.9281689025496758
2016-01-30,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-0.9428546906049623,-1.0927847303748144,0.0,-1.1136981902356349,-0.6946769005704458,1,29.0,1,1,-0.632272180699143,-0.632272180699143
2016-01-31,air_3caef3f76b8f26c5,0,0,0,1,0,0,0,-0.9078220163210163,-0.9712557873488002,0.0,0.8764348984838487,-0.8803914468456696,1,4.0,1,1,-1.1768719700291108,-1.1768719700291108
2016-02-02,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-1.1647282944032862,-1.136977073293365,0.0,0.08548456835174632,-1.0196773565520874,1,16.0,1,1,-1.2812473537704803,-1.2812473537704803
2016-02-03,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-1.316536549633718,-1.2032655876711909,0.0,-0.4248059672173521,-1.2634276985383186,1,18.0,1,1,-1.2078350025265505,-1.2078350025265505
2016-02-04,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,-1.2114385267818806,-1.1259289875637273,0.0,0.6723186842562097,-1.4027136082447362,1,19.0,1,1,-1.1708791250296064,-1.1708791250296064
2016-02-05,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-1.0829853877407456,-1.0485923874562637,0.0,0.8509203717053939,-1.1009274705474978,1,22.0,1,1,-0.8038173688099581,-0.8038173688099581
2016-02-06,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-1.1530507363086375,-1.1480251590230026,0.0,-0.1951752262112577,-1.0893203114052963,1,21.0,1,1,-0.584828824453066,-0.584828824453066
2016-02-08,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-1.2464712010658263,-1.0154481302673508,0.0,1.1570946930468533,-1.5071780405245496,1,13.0,1,1,-1.3761340662626342,-1.3761340662626342
2016-02-09,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-0.9311771325103138,-0.9823038730784378,0.0,-0.09311711909743793,-0.9152129242722741,1,18.0,1,1,-1.1623892612803084,-1.1623892612803084
2016-02-10,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-1.1647282944032862,-1.2032655876711909,0.0,0.3916588896932054,-0.9964630382676843,1,38.0,1,1,-0.8445187744315926,-0.8445187744315926
2016-02-11,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,-1.0596302715514485,-0.8055345014042355,1.0,1.131580166268398,-1.2982491759649228,1,28.0,1,1,-0.9164329144256461,-0.9164329144256461
2016-02-12,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-0.6275606220494497,-0.385707243678005,0.0,0.3151153093578407,-0.8107484919924607,1,23.0,1,1,-0.8612488000552092,-0.8612488000552092
2016-02-13,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-0.3122665534939369,-0.25313021492235294,0.0,-1.1392127170140898,-0.1955690574557821,1,25.0,1,1,-0.6749712013206123,-0.6749712013206123
2016-02-14,air_3caef3f76b8f26c5,0,0,0,1,0,0,0,-0.06703783350631597,-0.010072328870324755,0.0,-0.5523786011096266,-0.20717621659798374,1,3.0,1,1,-1.2013427537770873,-1.2013427537770873
2016-02-15,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-1.0479527134567999,-1.0596404731859013,0.0,-0.8585529224510856,-1.0080701974098858,1,10.0,1,1,-1.3796298925123451,-1.3796298925123451
2016-02-16,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-1.2815038753497723,-1.3358426164268424,0.0,0.9784930055976685,-1.1589632662585052,1,19.0,1,1,-1.2220680094003737,-1.2220680094003737
2016-02-17,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-1.2114385267818806,-1.1922175019415533,0.0,-0.22068975298971255,-1.1357489479741023,1,19.0,1,1,-1.0562659644140835,-1.0562659644140835
2016-02-18,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,-1.1647282944032862,-0.9823038730784378,0.0,1.2081237466037629,-1.3446778125337289,1,26.0,1,1,-1.065754635663299,-1.065754635663299
2016-02-19,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-0.7443362029959358,-0.6508613011893084,0.0,0.5957751039208448,-1.0080701974098858,1,25.0,1,1,-0.752628484439191,-0.752628484439191
2016-02-20,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-0.8377566677531247,-1.1480251590230026,0.0,-1.4709015651340036,-0.4973551951530208,1,18.0,1,1,-0.7860885356864241,-0.7860885356864241
2016-02-22,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-1.1180180620246916,-1.2806021877786542,0.0,-1.2667853509063645,-1.0893203114052963,1,17.0,1,1,-1.3668950968883982,-1.3668950968883982
2016-02-23,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-0.9194995744156652,-1.1701213304822777,0.0,-1.08818366345718,-0.7294983779970503,1,4.0,1,1,-1.1546485031559484,-1.1546485031559484
2016-02-24,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-1.2231160848765292,-1.258506016319379,0.0,-0.22068975298971255,-1.1125346296896992,1,22.0,1,1,-1.1114500787845205,-1.1114500787845205
2016-02-25,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,-1.316536549633718,-1.258506016319379,0.0,1.182609219825308,-1.2402133802539155,1,21.0,1,1,-1.009072310042986,-1.009072310042986
2016-02-26,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-1.258148759160475,-1.1922175019415533,0.0,0.6212896306992995,-1.2634276985383186,1,30.0,1,1,-0.6065528875762697,-0.6065528875762697
2016-02-27,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-0.9428546906049623,-0.7171498155671343,0.0,0.08548456835174632,-1.1937847436851097,1,14.0,1,1,-0.44149994821491767,-0.44149994821491767
2016-02-29,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-0.9194995744156652,-0.9270634444302496,0.0,-1.3433289312417291,-1.27503485768052,1,13.0,1,1,-1.3199511443922798,-1.3199511443922798
2016-03-01,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-1.4916999210534472,-1.446323473723219,0.0,0.23857172902247598,-1.3562849716759302,1,13.0,1,1,-1.2128290400261377,-1.2128290400261377
2016-03-02,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-1.106340503930043,-1.0264962159969884,0.0,1.3101818537175827,-1.3330706533915273,1,19.0,1,1,-1.0852313819116886,-1.0852313819116886
2016-03-03,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,-0.8377566677531247,-0.661909386918946,0.0,1.3101818537175827,-1.1473561071163036,1,25.0,1,1,-1.1017117056603258,-1.1017117056603258
2016-03-04,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-0.464074808724369,-0.24208212919271552,0.0,1.0040075323761233,-0.7875341737080577,1,17.0,1,1,-0.7353990550656156,-0.7353990550656156
2016-03-05,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-0.055360275411667395,-0.010072328870324755,0.0,0.4426879432501153,-0.14914042088697632,1,14.0,1,1,-0.516160808833744,-0.516160808833744
2016-03-08,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-0.12542562397955906,-0.02112041459996256,0.0,-0.24620427976816758,-0.07949746603376727,1,5.0,1,1,-1.092722438161069,-1.092722438161069
2016-03-09,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-0.8260791096584761,-0.8386787585931483,0.0,-1.4709015651340036,-0.6482482640016399,1,39.0,1,1,-1.1384178812822905,-1.1384178812822905
2016-03-10,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,-1.012920039172854,-1.103832816104452,0.0,-0.8840674492295406,-0.7991413328502592,1,32.0,1,1,-1.019809490667098,-1.019809490667098
2016-03-11,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-1.0479527134567999,-0.9049672729709743,0.0,0.008940988016381607,-0.9500344016988784,1,30.0,1,1,-0.6864574875696625,-0.6864574875696625
2016-03-12,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-1.0596302715514485,-0.8939191872413366,0.0,1.2591528001606727,-1.1241417888319007,1,12.0,1,1,-0.49943078321012746,-0.49943078321012746
2016-03-14,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-1.106340503930043,-1.3247945306972049,0.0,-1.4709015651340036,-0.8571771285612667,1,11.0,1,1,-1.3154565106426515,-1.3154565106426515
2016-03-15,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-0.8727893420370706,-0.7392459870264096,0.0,1.1570946930468533,-0.8107484919924607,1,19.0,1,1,-1.0447796781650334,-1.0447796781650334
2016-03-16,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-0.861111783942422,-0.6066689582707577,0.0,-0.3227478601035323,-1.077713152263095,1,32.0,1,1,-0.9568846181723013,-0.9568846181723013
2016-03-18,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-0.18381341445280214,-0.0763608432481508,0.0,-0.5523786011096266,-0.38128360373100595,1,26.0,1,1,-0.5406315925817207,-0.5406315925817207
2016-03-19,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-0.21884608873674807,-0.385707243678005,0.0,-1.3433289312417291,-0.1955690574557821,1,31.0,1,1,-0.5234021632081454,-0.5234021632081454
2016-03-21,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-0.7326586449012871,-0.6287651297300332,1.0,1.2591528001606727,-0.7062840597126473,1,9.0,1,1,-1.1708791250296064,-1.1708791250296064
2016-03-22,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-0.6275606220494497,-0.3967553294076424,0.0,1.3867254340529471,-0.938427242556677,1,27.0,1,1,-1.0407844481653636,-1.0407844481653636
2016-03-23,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-0.4173645763457745,-0.08740892897778821,0.0,1.131580166268398,-0.5437838317218266,1,50.0,1,1,-0.941153400048602,-0.941153400048602
2016-03-24,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,-0.8260791096584761,-0.7723902442153225,0.0,-0.4248059672173521,-0.7294983779970503,1,21.0,1,1,-0.99983334066875,-0.99983334066875
2016-03-25,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-0.9895649229835568,-0.8939191872413366,0.0,0.8509203717053939,-0.9152129242722741,1,31.0,1,1,-0.4045440707179735,-0.4045440707179735
2016-03-26,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-0.9078220163210163,-0.6950536441078591,0.0,1.131580166268398,-1.0428916748364903,1,25.0,1,1,-0.4102872138424986,-0.4102872138424986
2016-03-28,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-0.6392381801440983,-0.5845727868114825,0.0,0.4937169968070252,-0.6482482640016399,1,9.0,1,1,-1.0759924125374525,-1.0759924125374525
2016-03-29,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-0.464074808724369,-0.41885150086691764,0.0,0.46820247002857013,-0.7527126962814533,1,32.0,1,1,-0.805065878184855,-0.805065878184855
2016-03-30,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-0.11374806588491049,-0.16474552908525206,0.0,0.41717341647166045,-0.288426330593394,1,29.0,1,1,-0.8892154100528967,-0.8892154100528967
2016-03-31,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,0.049737747440170205,0.17774512853351518,0.0,0.6212896306992995,-0.13753326174477468,1,19.0,1,1,-0.854007445680808,-0.854007445680808
2016-04-01,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-0.18381341445280214,-0.44094767232619325,0.0,-1.4709015651340036,0.05978844367265043,1,11.0,1,1,-0.650001013822677,-0.650001013822677
2016-04-02,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,0.09644797981876452,0.12250469988532695,0.0,-0.11863164587589299,0.0830027619570533,1,23.0,1,1,-0.666980741321273,-0.666980741321273
2016-04-05,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-0.18381341445280214,-0.24208212919271552,0.0,-0.4248059672173521,-0.02146167032275986,1,30.0,1,1,-1.0937212456609864,-1.0937212456609864
2016-04-06,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,0.049737747440170205,0.2108893857224282,0.0,0.5957751039208448,-0.20717621659798374,1,14.0,1,1,-1.027550248791458,-1.027550248791458
2016-04-07,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,0.13148065410271045,0.2329855571817034,0.0,-1.4709015651340036,0.05978844367265043,1,16.0,1,1,-1.1419137075320014,-1.1419137075320014
2016-04-08,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-0.00865004303307288,-0.16474552908525206,0.0,-0.9350965027864504,0.1062170802414564,1,34.0,1,1,-0.5905719675775911,-0.5905719675775911
2016-04-09,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,0.1081255379134133,0.2550817286409786,0.0,0.2896007825793859,-0.10271178431817035,1,25.0,1,1,-0.49943078321012746,-0.49943078321012746
2016-04-11,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-0.5458177153869093,-0.44094767232619325,0.0,0.6723186842562097,-0.625033945717237,1,24.0,1,1,-1.3174541256424863,-1.3174541256424863
2016-04-12,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-0.464074808724369,-0.2641783006519907,0.0,1.1570946930468533,-0.8107484919924607,1,19.0,1,1,-1.1561467144058246,-1.1561467144058246
2016-04-13,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,0.026382631250873055,0.0562161855075009,0.0,-1.2922998776848191,0.1642528759524638,1,17.0,1,1,-1.0692504619130099,-1.0692504619130099
2016-04-14,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,0.2716113512384938,0.3213702430188047,0.0,0.8764348984838487,0.2571101490900755,1,4.0,1,1,-1.0365395162907147,-1.0365395162907147
2016-04-15,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-0.055360275411667395,0.03412001404822568,0.0,1.5908416482805867,-0.13753326174477468,1,23.0,1,1,-0.6180391738253199,-0.6180391738253199
2016-04-16,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,0.026382631250873055,0.3545145002077177,0.0,1.5142980679452218,-0.42771224029981175,1,34.0,1,1,-0.4050434744679322,-0.4050434744679322
2016-04-18,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,-0.03200515922237004,-0.16474552908525206,0.0,-1.2157562973494545,0.03657412538824755,1,26.0,1,1,-1.405848589385177,-1.405848589385177
2016-04-19,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,-0.13710318207420763,-0.010072328870324755,0.0,1.2081237466037629,-0.23039053488238662,1,16.0,1,1,-1.092722438161069,-1.092722438161069
2016-04-20,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,-0.03200515922237004,0.17774512853351518,0.0,1.6163561750590416,-0.34646212630440143,1,27.0,1,1,-0.9606301462969915,-0.9606301462969915
2016-04-21,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,-0.055360275411667395,-0.40780341513728025,0.0,-1.4709015651340036,0.22228867166347122,1,22.0,1,1,-1.065754635663299,-1.065754635663299
2016-04-22,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,0.38838693218497994,0.3766106716669929,0.0,0.4426879432501153,0.384788899654292,1,16.0,1,1,-0.5725934325790778,-0.5725934325790778
2016-04-23,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,0.3299991417117369,0.4539472717744564,0.0,0.11099909513020138,0.22228867166347122,1,20.0,1,1,-0.47645821071202704,-0.47645821071202704
2016-04-24,air_3caef3f76b8f26c5,0,0,0,1,0,0,0,0.22490111885989947,0.3545145002077177,0.0,-0.09311711909743793,0.3035387856588815,1,3.0,1,1,-1.0867295931615646,-1.0867295931615646
2016-04-25,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,0.34167669980638565,0.5423319576115576,0.0,0.2640862558009308,0.12943139852585928,1,9.0,1,1,-1.270510173146368,-1.270510173146368
2016-04-26,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,0.5285176293207637,0.7853898436635858,0.0,1.539812594723677,0.384788899654292,1,20.0,1,1,-0.9970866200439771,-0.9970866200439771
2016-04-27,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,0.28328890933314255,0.0009757568593126579,0.0,-1.4709015651340036,0.5008604910763068,1,7.0,1,1,-0.9778595756705669,-0.9778595756705669
2016-04-28,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,0.07309286362946736,-0.10950510043706382,0.0,-1.4709015651340036,0.11782423938365784,1,31.0,1,1,-0.7386451794403471,-0.7386451794403471
2016-04-29,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,-0.3122665534939369,-0.30837064357054117,1.0,0.2640862558009308,-0.21878337574018517,1,27.0,1,1,-0.5675993950794908,-0.5675993950794908
2016-04-30,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,-0.03200515922237004,0.17774512853351518,0.0,1.769443335729771,-0.47414087686861767,1,18.0,1,1,-0.6112972232008774,-0.6112972232008774
2016-05-02,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,0.5985829778886551,0.9732073010674257,0.0,1.5142980679452218,0.2571101490900755,1,21.0,1,1,-1.02680114316652,-1.02680114316652
2016-05-03,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,0.610260535983304,0.4981396146930068,1.0,-1.4198725115770938,0.47764617279190397,1,19.0,1,1,-0.7441386206898929,-0.7441386206898929
2016-05-04,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,0.516840071226115,0.5202357861522824,1.0,1.769443335729771,0.41961037708089655,1,11.0,1,1,-0.8003215425602472,-0.8003215425602472
2016-05-05,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,0.5869054197940068,0.5312838718819198,1.0,1.4122399608314025,0.6633607190671275,1,24.0,1,1,-0.9905943712945139,-0.9905943712945139
2016-05-06,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,0.1665133283866564,0.12250469988532695,0.0,-1.4709015651340036,0.4312175362230978,1,24.0,1,1,-1.143661620656857,-1.143661620656857
2016-05-07,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,0.3299991417117369,0.26612981437061645,0.0,-0.6034076546665365,0.4080032179386949,1,19.0,1,1,-0.7201672406918751,-0.7201672406918751
2016-05-10,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,0.28328890933314255,0.08936044269641392,0.0,-1.445387038355549,0.3615745813698889,1,24.0,1,1,-1.3219487593921146,-1.3219487593921146
2016-05-11,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,0.3650318159956828,0.43185110031518115,0.0,-1.4709015651340036,0.34996742222768745,1,7.0,1,1,-1.1331741419077241,-1.1331741419077241
2016-05-12,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,0.40006449027962876,0.6417647291782963,0.0,1.8970159696220457,0.04818128453044899,1,17.0,1,1,-1.0135669437926142,-1.0135669437926142
2016-05-13,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,0.5985829778886551,0.6307166434486589,0.0,1.5142980679452218,0.47764617279190397,1,29.0,1,1,-0.6589902813219337,-0.6589902813219337
2016-05-14,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,0.7153585588351413,0.8516783580414119,0.0,1.5653271215021318,0.512467650218508,1,14.0,1,1,-0.49943078321012746,-0.49943078321012746
2016-05-16,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,0.6803258845511954,0.8295821865821362,0.0,-0.3737769136604422,0.14103855766806073,1,13.0,1,1,-1.4225786150087938,-1.4225786150087938
2016-05-17,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,0.20154600267060233,0.43185110031518115,0.0,1.3356963804960376,-0.09110462517596891,1,4.0,1,1,-1.2515328306479372,-1.2515328306479372
2016-05-18,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,0.43509716456357467,0.7964379293932237,0.0,1.9480450231789557,0.04818128453044899,1,20.0,1,1,-1.0500234175395997,-1.0500234175395997
2016-05-19,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,0.703681000740493,0.8737745295006871,0.0,1.5653271215021318,0.512467650218508,1,13.0,1,1,-1.0415335537903019,-1.0415335537903019
2016-05-20,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,0.7270361169297901,0.9400630438785127,0.0,0.901949425262304,0.767825151346941,1,32.0,1,1,-0.658490877571975,-0.658490877571975
2016-05-21,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,0.7971014654976816,0.9400630438785127,0.0,1.820472389286681,0.6285392416405229,1,10.0,1,1,-0.3853170263445634,-0.3853170263445634
2016-05-23,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,1.0423301854853027,1.1389285870119905,0.0,1.6163561750590416,0.7910394696313439,1,10.0,1,1,-1.3147074050177134,-1.3147074050177134
2016-05-24,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,0.9605872788227625,0.9732073010674257,0.0,0.7488622645915741,0.8490752653423512,1,8.0,1,1,-1.2043391762768396,-1.2043391762768396
2016-05-25,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,0.9138770464441678,0.6307166434486589,0.0,-1.4709015651340036,0.9999683341909706,1,19.0,1,1,-1.0010818500436467,-1.0010818500436467
2016-05-26,air_3caef3f76b8f26c5,0,0,0,0,1,0,0,0.9722648369174108,0.9621592153377884,0.0,-0.8840674492295406,1.0928256073285822,1,20.0,1,1,-0.9653744819215992,-0.9653744819215992
2016-05-27,air_3caef3f76b8f26c5,1,0,0,0,0,0,0,0.8671668140655735,0.8848226152303245,0.0,0.5957751039208448,0.8374681062001497,1,34.0,1,1,-0.674721499445633,-0.674721499445633
2016-05-28,air_3caef3f76b8f26c5,0,0,1,0,0,0,0,0.5518727455100608,0.27717790010025384,0.0,-1.4709015651340036,0.7562179922047394,1,15.0,1,1,-0.4814522482116141,-0.4814522482116141
2016-05-30,air_3caef3f76b8f26c5,0,1,0,0,0,0,0,0.610260535983304,0.5533800433411951,0.0,-1.394357984798639,0.6169320824983217,1,17.0,1,1,-1.301722907518787,-1.301722907518787
2016-05-31,air_3caef3f76b8f26c5,0,0,0,0,0,1,0,0.9372321626334653,0.9732073010674257,0.0,1.0550365859330335,0.895503901911157,1,15.0,1,1,-1.0762421144124317,-1.0762421144124317
2016-06-01,air_3caef3f76b8f26c5,0,0,0,0,0,0,1,0.5869054197940068,0.5202357861522824,0.0,0.6468041574777549,0.5356819685029114,1,23.0,1,1,-1.0972170719106973,-1.0972170719106973
