visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-09-21,air_0867f7bebad6a649,0,0,0,0,0,0,1,1.2618887321866354,1.1748442704834845,0.0,-1.0669199116103063,1.3038028725368263,1,40.0,1,1,0.3515073893580548,0.351507389358055
2016-09-22,air_0867f7bebad6a649,0,0,0,0,1,0,0,1.194720481560008,0.8844471179590463,1.0,-1.2710548389004555,1.4196913817191847,1,58.0,1,1,-0.2824980988720539,-0.28249809887205374
2016-09-23,air_0867f7bebad6a649,1,0,0,0,0,0,0,1.463393484066517,1.6588395246908818,0.0,0.24537604954065262,1.4196913817191847,1,34.0,1,1,0.17575053684084171,0.17575053684084188
2016-09-24,air_0867f7bebad6a649,0,0,1,0,0,0,0,1.5305617346931442,1.6311826530218878,0.0,1.0910778911712704,1.4325678827394464,1,46.0,1,1,1.059515762858569,1.0595157628585692
2016-09-25,air_0867f7bebad6a649,0,0,0,1,0,0,0,1.4499598339411914,1.437584551338929,0.0,-0.9502713817302211,1.5742093939623287,1,37.0,1,1,-0.3618377306763829,-0.36183773067638275
2016-09-26,air_0867f7bebad6a649,0,1,0,0,0,0,0,1.6245972855704223,1.617354217187391,0.0,-0.9502713817302211,1.702974404164949,1,4.0,1,1,-1.0189691205534934,-1.0189691205534932
2016-09-27,air_0867f7bebad6a649,0,0,0,0,0,1,0,1.8798366379516058,2.0875210355602913,0.0,1.1202400236412917,1.6643449011041629,1,42.0,1,1,-0.42516712287894143,-0.4251671228789413
2016-09-28,air_0867f7bebad6a649,0,0,0,0,0,0,1,1.7455001366983514,1.3822708080009405,0.0,-1.2710548389004555,1.9476279235499272,1,33.0,1,1,-0.31558592738237945,-0.3155859273823793
2016-09-29,air_0867f7bebad6a649,0,0,0,0,1,0,0,1.3021896825626118,1.0918736554765023,0.0,-1.2710548389004555,1.3681853776381363,1,5.0,1,1,-0.19995641914737086,-0.1999564191473707
2016-09-30,air_0867f7bebad6a649,1,0,0,0,0,0,0,1.1409858810587066,0.9259324254625375,0.0,-1.2710548389004555,1.3166793735570885,1,28.0,1,1,1.1246240705724353,1.1246240705724355
2016-10-01,air_0867f7bebad6a649,0,0,1,0,0,0,0,1.3424906329385882,1.050388347973011,0.0,-1.2127305739604128,1.4711973858002325,1,17.0,1,1,1.157000332878238,1.1570003328782381
2016-10-02,air_0867f7bebad6a649,0,0,0,1,0,0,0,1.7858010870743273,1.8662660622083378,0.0,0.5078352417708443,1.6643449011041629,1,18.0,1,1,-0.4152051960156176,-0.4152051960156175
2016-10-03,air_0867f7bebad6a649,0,1,0,0,0,0,0,1.8664029878262802,1.7832954472013558,0.0,-0.8919471167901786,1.9862574266107134,1,9.0,1,1,-1.4448414939605865,-1.4448414939605865
2016-10-04,air_0867f7bebad6a649,0,0,0,0,0,1,0,1.7858010870743273,1.6311826530218878,0.0,-1.1835684414903915,1.9089984204891415,1,5.0,1,1,-0.6432621645652807,-0.6432621645652806
2016-10-05,air_0867f7bebad6a649,0,0,0,0,0,0,1,1.611163635445097,1.7418101396978645,0.0,-1.0085956466702637,1.5484563919218048,1,4.0,1,1,-0.8047876929920312,-0.8047876929920311
2016-10-06,air_0867f7bebad6a649,0,0,0,0,1,0,0,1.4096588835652155,1.5205551663459111,0.0,1.3826992158714835,1.3295558745773506,1,30.0,1,1,-0.35614520104019787,-0.3561452010401977
2016-10-07,air_0867f7bebad6a649,1,0,0,0,0,0,0,1.0872512805574046,0.9812461688005256,0.0,-0.01708314268953927,0.9947668480505379,1,16.0,1,1,0.7606579569588544,0.7606579569588546
2016-10-08,air_0867f7bebad6a649,0,0,1,0,0,0,0,1.2350214319359847,1.1333589629799936,0.0,-1.2710548389004555,1.2007908643747305,1,49.0,1,1,0.9997442016786261,0.9997442016786263
2016-10-09,air_0867f7bebad6a649,0,0,0,1,0,0,0,0.9932157296801266,0.995074604635023,0.0,0.09956538719054607,0.9303843429492279,1,29.0,1,1,0.31841956084772927,0.31841956084772943
2016-10-10,air_0867f7bebad6a649,0,1,0,0,0,0,0,0.7648436775495941,0.8844471179590463,1.0,1.499347745751569,0.7501133286655596,1,20.0,1,1,-0.7368331204600723,-0.7368331204600722
2016-10-11,air_0867f7bebad6a649,0,0,0,0,0,1,0,0.6170735261710142,0.38662342791715154,0.0,-1.2710548389004555,0.7501133286655596,1,13.0,1,1,-1.108270679221146,-1.108270679221146
2016-10-12,air_0867f7bebad6a649,0,0,0,0,0,0,1,0.7379763772989434,1.0089030404695196,0.0,0.4495109768308018,0.5312128113211053,1,11.0,1,1,-0.4351290497422653,-0.43512904974226513
2016-10-13,air_0867f7bebad6a649,0,0,0,0,1,0,0,0.697675426922967,0.7046774521105843,0.0,-0.6878121895000293,0.8144958337668698,1,2.0,1,1,-0.40275278743646287,-0.4027527874364627
2016-10-14,air_0867f7bebad6a649,1,0,0,0,0,0,0,0.697675426922967,1.0365599121385136,0.0,0.6828080365909722,0.5827188154021534,1,39.0,1,1,0.9093752937041886,0.9093752937041888
2016-10-15,air_0867f7bebad6a649,0,0,1,0,0,0,0,0.697675426922967,0.9812461688005256,0.0,1.2660506859913983,0.40244780111848516,1,52.0,1,1,1.3494789912017444,1.3494789912017446
2016-10-16,air_0867f7bebad6a649,0,0,0,1,0,0,0,0.7379763772989434,0.7046774521105843,0.0,-1.2127305739604128,0.7629898296858215,1,9.0,1,1,-0.4458025428101122,-0.44580254281011206
2016-10-17,air_0867f7bebad6a649,0,1,0,0,0,0,0,1.0738176304320795,1.050388347973011,0.0,-0.5711636596199441,1.1106553572328959,1,7.0,1,1,-1.3174711433509463,-1.3174711433509463
2016-10-18,air_0867f7bebad6a649,0,0,0,0,0,1,0,1.4230925336905407,1.5620404738494025,0.0,0.5661595067108869,1.4068148806989225,1,7.0,1,1,-0.5589415693292898,-0.5589415693292897
2016-10-19,air_0867f7bebad6a649,0,0,0,0,0,0,1,1.2484550820613098,0.9812461688005256,0.0,-1.2418927064304344,1.3166793735570885,1,26.0,1,1,-0.42943652010608024,-0.4294365201060801
2016-10-20,air_0867f7bebad6a649,0,0,0,0,1,0,0,1.1409858810587066,1.1886727063179816,0.0,0.8286186989410788,1.084902355192372,1,9.0,1,1,-0.2209476221808032,-0.22094762218080302
2016-10-21,air_0867f7bebad6a649,1,0,0,0,0,0,0,0.8185782780508958,0.5802215296001109,0.0,-1.2418927064304344,0.9175078419289657,1,18.0,1,1,0.9314338460444056,0.9314338460444058
2016-10-22,air_0867f7bebad6a649,0,0,1,0,0,0,0,0.45586972466710896,0.04091253205472484,0.0,-1.2710548389004555,0.7372368276452976,1,36.0,1,1,1.4490982598349826,1.4490982598349829
2016-10-23,air_0867f7bebad6a649,0,0,0,1,0,0,0,0.6842417767976413,0.44193717125514015,0.0,-1.0669199116103063,0.7887428317263457,1,19.0,1,1,-0.19390810640892425,-0.19390810640892409
2016-10-24,air_0867f7bebad6a649,0,1,0,0,0,0,0,0.5633389256697126,0.7323343237795783,0.0,1.820131202921803,0.4410773041792711,1,6.0,1,1,-1.1602150121513346,-1.1602150121513344
2016-10-25,air_0867f7bebad6a649,0,0,0,0,0,1,0,0.5902062259203634,0.5802215296001109,0.0,-0.8336228518501358,0.376694799077961,1,12.0,1,1,-0.5240748253076565,-0.5240748253076564
2016-10-26,air_0867f7bebad6a649,0,0,0,0,0,0,1,0.9932157296801266,0.8567902462900522,0.0,-1.0960820440803276,1.1621613613139443,1,6.0,1,1,-0.15370461585336742,-0.15370461585336725
2016-10-27,air_0867f7bebad6a649,0,0,0,0,1,0,0,0.8320119281762214,0.8567902462900522,0.0,1.0910778911712704,0.7372368276452976,1,12.0,1,1,-0.14089642417195108,-0.14089642417195092
2016-10-28,air_0867f7bebad6a649,1,0,0,0,0,0,0,0.4290024244164582,0.0962262753927134,0.0,-1.2710548389004555,0.6084718174426774,1,10.0,1,1,0.8389302394563988,0.838930239456399
2016-10-29,air_0867f7bebad6a649,0,0,1,0,0,0,0,0.5633389256697126,0.42810873542064287,0.0,0.2745381820106738,0.45395380519953327,1,37.0,1,1,1.620585715125057,1.6205857151250571
2016-10-30,air_0867f7bebad6a649,0,0,0,1,0,0,0,0.30809957328852916,0.42810873542064287,0.0,0.9452672288211639,0.2350532878550788,1,33.0,1,1,-0.1152800408091184,-0.11528004080911823
2016-10-31,air_0867f7bebad6a649,0,1,0,0,0,0,0,0.18719672216060018,0.04091253205472484,0.0,-1.2418927064304344,0.2350532878550788,1,12.0,1,1,-0.9997568330313689,-0.9997568330313686
2016-11-01,air_0867f7bebad6a649,0,0,0,0,0,1,0,0.10659482140864758,0.0962262753927134,0.0,0.5953216391809084,0.01615277051062459,1,21.0,1,1,-0.7314963739261489,-0.7314963739261487
2016-11-02,air_0867f7bebad6a649,0,0,0,0,0,0,1,-0.02774167984460682,0.08239783955821614,0.0,0.012078989780482196,-0.17699474479330568,1,11.0,1,1,0.3586230514032861,0.35862305140328626
2016-11-03,air_0867f7bebad6a649,0,0,0,0,1,0,0,-0.10834358059655941,0.11005471122721018,1.0,1.2077264210513556,-0.1641182437730437,1,18.0,1,1,-0.08041329678748504,-0.08041329678748486
2016-11-04,air_0867f7bebad6a649,1,0,0,0,0,0,0,-0.054608980095257845,0.1930253262341928,0.0,1.5576720106916113,-0.2928832539756639,1,3.0,1,1,0.04126452418597017,0.04126452418597034
2016-11-05,air_0867f7bebad6a649,0,0,1,0,0,0,0,0.09316117128332219,0.38662342791715154,0.0,1.5868341431616328,-0.17699474479330568,1,71.0,1,1,1.174789487991316,1.1747894879913163
2016-11-06,air_0867f7bebad6a649,0,0,0,1,0,0,0,0.13346212165929836,0.34513812041366027,0.0,1.1494021561113132,0.09341177663219666,1,15.0,1,1,-0.496679526433516,-0.49667952643351587
2016-11-07,air_0867f7bebad6a649,0,1,0,0,0,0,0,-0.041175329969932215,0.13771158289620422,0.0,1.5576720106916113,-0.2542537509148779,1,13.0,1,1,-1.2267464522742473,-1.226746452274247
2016-11-08,air_0867f7bebad6a649,0,0,0,0,0,1,0,0.07972752115799656,-0.19417087713172523,0.0,-1.2710548389004555,0.22217678683481684,1,7.0,1,1,-1.0563263462909576,-1.0563263462909576
2016-11-09,air_0867f7bebad6a649,0,0,0,0,0,0,1,-0.2561137319751394,-0.2633130563042106,0.0,0.6828080365909722,-0.370142260097236,1,22.0,1,1,-0.7667189010500438,-0.7667189010500437
2016-11-10,air_0867f7bebad6a649,0,0,0,0,1,0,0,-0.4979194342309972,-0.526053337159655,0.0,-1.037757779140285,-0.39589526213776005,1,7.0,1,1,-0.51802651256921,-0.5180265125692097
2016-11-11,air_0867f7bebad6a649,1,0,0,0,0,0,0,-0.014308029719281428,0.3174812487446662,0.0,0.3620245794207377,-0.09973573867173362,1,6.0,1,1,0.37249859239148714,0.3724985923914873
2016-11-12,air_0867f7bebad6a649,0,0,1,0,0,0,0,0.06629387103267116,0.38662342791715154,0.0,1.2952128184614198,-0.12548874071225757,1,10.0,1,1,1.679289926998215,1.6792899269982153
2016-11-13,air_0867f7bebad6a649,0,0,0,1,0,0,0,0.2274976725365766,0.2345106337376841,0.0,0.15788965213058873,0.10628827765245863,1,27.0,1,1,-0.3689533927216142,-0.36895339272161404
2016-11-14,air_0867f7bebad6a649,0,1,0,0,0,0,0,0.30809957328852916,-0.02822964711776051,0.0,-1.2710548389004555,0.5183363103008434,1,5.0,1,1,-1.3302793350323627,-1.3302793350323625
2016-11-15,air_0867f7bebad6a649,0,0,0,0,0,1,0,0.48273702491775977,0.663192144607093,0.0,-0.16289380503964582,0.376694799077961,1,10.0,1,1,-0.8599340738425738,-0.8599340738425737
2016-11-16,air_0867f7bebad6a649,0,0,0,0,0,0,1,-0.02774167984460682,0.13771158289620422,0.0,1.52850987822159,-0.12548874071225757,1,14.0,1,1,-0.31380701187107163,-0.31380701187107146
2016-11-17,air_0867f7bebad6a649,0,0,0,0,1,0,0,-0.0008743795939560355,0.30365281291016943,0.0,1.1494021561113132,-0.22850074887435382,1,31.0,1,1,-0.26719942547480663,-0.26719942547480646
2016-11-18,air_0867f7bebad6a649,1,0,0,0,0,0,0,-0.0008743795939560355,-0.09737182629024585,0.0,-1.0669199116103063,-0.022476732550161554,1,18.0,1,1,0.9460209532371298,0.94602095323713
2016-11-19,air_0867f7bebad6a649,0,0,1,0,0,0,0,0.4961706750430854,0.5802215296001109,0.0,-0.8919471167901786,0.4282008031590091,1,34.0,1,1,1.4209913947563189,1.4209913947563193
2016-11-20,air_0867f7bebad6a649,0,0,0,1,0,0,0,0.6170735261710142,0.5802215296001109,0.0,-0.9794335142002424,0.6728543225439875,1,34.0,1,1,-0.1334249790244582,-0.13342497902445805
2016-11-21,air_0867f7bebad6a649,0,1,0,0,0,0,0,0.4021351241658074,0.13771158289620422,0.0,-1.2710548389004555,0.4797068072400572,1,8.0,1,1,-1.233506331217217,-1.2335063312172168
2016-11-22,air_0867f7bebad6a649,0,0,0,0,0,1,0,0.4961706750430854,0.5525646579311163,0.0,0.8869429638811215,0.4410773041792711,1,14.0,1,1,0.626883510508506,0.6268835105085062
2016-11-23,air_0867f7bebad6a649,0,0,0,0,0,0,1,-0.054608980095257845,-0.29096992797320465,1.0,-1.2710548389004555,0.10628827765245863,1,27.0,1,1,-0.192484973999878,-0.19248497399987782
2016-11-24,air_0867f7bebad6a649,0,0,0,0,1,0,0,-0.2964146823511156,-0.36011210714569,0.0,-0.192055937509667,-0.061106235610947475,1,12.0,1,1,-1.064153574540712,-1.064153574540712
2016-11-25,air_0867f7bebad6a649,1,0,0,0,0,0,0,-0.39045023322839384,-0.38776897881468425,0.0,1.2952128184614198,-0.33151275703644995,1,42.0,1,1,0.8190063857297512,0.8190063857297513
2016-11-26,air_0867f7bebad6a649,0,0,1,0,0,0,0,-0.4441848337296954,-0.36011210714569,0.0,0.741132301531015,-0.6663017835632625,1,57.0,1,1,1.7209165499628183,1.7209165499628185
2016-11-27,air_0867f7bebad6a649,0,0,0,1,0,0,0,-0.22924643172448841,-0.6781661313391226,0.0,-1.2710548389004555,0.09341177663219666,1,13.0,1,1,-0.4785345882181762,-0.478534588218176
2016-11-28,air_0867f7bebad6a649,0,1,0,0,0,0,0,-0.2964146823511156,-0.346283671311193,0.0,-0.6003257920899654,-0.38301876111749805,1,6.0,1,1,-1.190100792741306,-1.1901007927413059
2016-11-29,air_0867f7bebad6a649,0,0,0,0,0,1,0,-0.5113530843563227,-0.3324552354766959,0.0,0.3037003144806953,-0.6663017835632625,1,16.0,1,1,-0.5774422906468912,-0.5774422906468911
2016-11-30,air_0867f7bebad6a649,0,0,0,0,0,0,1,-0.43075118360437004,-0.6090239521666373,0.0,-0.8044607193801145,-0.38301876111749805,1,11.0,1,1,-0.3504526714040128,-0.35045267140401265
2016-12-01,air_0867f7bebad6a649,0,0,0,0,1,0,0,-0.041175329969932215,-0.05588651878675455,0.0,-0.8627849843201572,-0.035353233570423526,1,6.0,1,1,-0.450071940037251,-0.4500719400372509
2016-12-02,air_0867f7bebad6a649,1,0,0,0,0,0,0,-0.28298103222579024,-0.30479836380770187,0.0,1.3826992158714835,-0.28000675295540195,1,8.0,1,1,1.0694776897218927,1.069477689721893
2016-12-03,air_0867f7bebad6a649,0,0,1,0,0,0,0,-0.39045023322839384,-0.19417087713172523,0.0,1.0910778911712704,-0.5375367733606423,1,83.0,1,1,2.1475004895744347,2.1475004895744347
2016-12-04,air_0867f7bebad6a649,0,0,0,1,0,0,0,-0.39045023322839384,-0.7887936180150993,0.0,-1.2418927064304344,-0.18987124581356765,1,27.0,1,1,-0.28819062850823896,-0.2881906285082388
2016-12-05,air_0867f7bebad6a649,0,1,0,0,0,0,0,-0.08147628034590863,-0.05588651878675455,0.0,0.24537604954065262,-0.061106235610947475,1,8.0,1,1,-1.1274829667432706,-1.1274829667432704
2016-12-06,air_0867f7bebad6a649,0,0,0,0,0,1,0,-0.33671563272709204,-0.4983964654906607,0.0,0.39118671189075915,-0.43452476519854605,1,19.0,1,1,-0.6695901141326366,-0.6695901141326365
2016-12-08,air_0867f7bebad6a649,0,0,0,0,1,0,0,-0.5785213349829498,-0.539881772994152,0.0,1.2952128184614198,-0.6147957794822144,1,14.0,1,1,0.002128382937198026,0.002128382937198199
2016-12-09,air_0867f7bebad6a649,1,0,0,0,0,0,0,-0.3635829329777428,-0.05588651878675455,0.0,0.15788965213058873,-0.39589526213776005,1,37.0,1,1,1.6636354704987062,1.6636354704987064
2016-12-10,air_0867f7bebad6a649,0,0,1,0,0,0,0,-0.5919549851082755,-0.553710208828649,0.0,0.12872751966056728,-0.6405487815227384,1,56.0,1,1,2.3577683030110195,2.35776830301102
2016-12-11,air_0867f7bebad6a649,0,0,0,1,0,0,0,-0.6994241861108789,-0.539881772994152,0.0,0.6244837716509296,-0.6920547856037864,1,21.0,1,1,0.18642402990868867,0.18642402990868884
2016-12-12,air_0867f7bebad6a649,0,1,0,0,0,0,0,-0.7397251364868552,-0.8855926688565787,0.0,-0.8044607193801145,-0.7693137917253586,1,11.0,1,1,-0.9406968380559491,-0.940696838055949
2016-12-13,air_0867f7bebad6a649,0,0,0,0,0,1,0,-0.457618483855021,-0.747308310511608,0.0,-1.2710548389004555,-0.20274774683382987,1,9.0,1,1,-0.3878098971414771,-0.38780989714147696
2016-12-14,air_0867f7bebad6a649,0,0,0,0,0,0,1,-0.551654034732299,-0.719651438842614,0.0,-0.6294879245599866,-0.6405487815227384,1,19.0,1,1,0.2337431825094768,0.23374318250947698
2016-12-16,air_0867f7bebad6a649,1,0,0,0,0,0,0,-1.1427346402466185,-1.2451320005535025,0.0,-0.16289380503964582,-1.091226317231909,1,48.0,1,1,1.826584131334503,1.8265841313345033
2016-12-17,air_0867f7bebad6a649,0,0,1,0,0,0,0,-1.102433689870642,-1.0100485913670523,0.0,-0.16289380503964582,-1.2071148264142673,1,81.0,1,1,2.7797270622932353,2.7797270622932357
2016-12-18,air_0867f7bebad6a649,0,0,0,1,0,0,0,-0.8874952878654351,-0.6919945671736196,0.0,1.3535370834014622,-1.026843812130599,1,33.0,1,1,0.2814181182125265,0.28141811821252666
2016-12-19,air_0867f7bebad6a649,0,1,0,0,0,0,0,-0.48448578410567184,-0.2633130563042106,0.0,1.2660506859913983,-0.6920547856037864,1,19.0,1,1,-0.42801338769703395,-0.42801338769703384
2016-12-20,air_0867f7bebad6a649,0,0,0,0,0,1,0,-0.17551183122318662,-0.23565618463521654,0.0,-0.5711636596199441,-0.022476732550161554,1,2.0,1,1,0.2558017348496938,0.255801734849694
2016-12-21,air_0867f7bebad6a649,0,0,0,0,0,0,1,-0.12177723072188504,-0.3324552354766959,0.0,-0.42535299726983755,-0.009600231529899582,1,11.0,1,1,0.7997940982076266,0.7997940982076268
2016-12-22,air_0867f7bebad6a649,0,0,0,0,1,0,0,0.12002847153397297,0.34513812041366027,0.0,-1.2710548389004555,0.08053527561193469,1,46.0,1,1,1.8415270216294888,1.841527021629489
2016-12-23,air_0867f7bebad6a649,1,0,0,0,0,0,0,-0.39045023322839384,-0.6505092596701286,1.0,-0.6003257920899654,-0.22850074887435382,1,59.0,1,1,1.374383808360054,1.3743838083600541
2016-12-24,air_0867f7bebad6a649,0,0,1,0,0,0,0,-0.5247867344816483,-0.6505092596701286,0.0,0.21621391707063115,-0.4216482641782841,1,20.0,1,1,1.601729210705194,1.6017292107051941
2016-12-25,air_0867f7bebad6a649,0,0,0,1,0,0,0,-0.48448578410567184,-0.4983964654906607,0.0,-0.192055937509667,-0.38301876111749805,1,18.0,1,1,0.010311394289214019,0.010311394289214192
2016-12-26,air_0867f7bebad6a649,0,1,0,0,0,0,0,-0.6322559354842516,-1.1206760780430287,0.0,-1.2710548389004555,-0.357265759076974,1,3.0,1,1,-0.11705895632042622,-0.11705895632042605
2016-12-27,air_0867f7bebad6a649,0,0,0,0,0,1,0,-0.41731753347904466,-0.40159741464918125,0.0,-0.7752985869100932,-0.5246602723403803,1,22.0,1,1,0.609805921599951,0.6098059215999512
2016-12-28,air_0867f7bebad6a649,0,0,0,0,0,0,1,-1.102433689870642,-1.4249016664019645,0.0,-0.6878121895000293,-0.8336962968266687,1,26.0,1,1,1.719493417553772,1.7194934175537722
2016-12-29,air_0867f7bebad6a649,0,0,0,0,1,0,0,-1.1696019404972693,-1.2451320005535025,1.0,-1.0085956466702637,-1.078349816211647,1,71.0,1,1,1.317102728895942,1.3171027288959423
2016-12-30,air_0867f7bebad6a649,1,0,0,0,0,0,0,-0.9277962382414113,-0.8717642330220817,1.0,0.15788965213058873,-0.8336962968266687,1,37.0,1,1,0.5824106227258105,0.5824106227258107
2016-12-31,air_0867f7bebad6a649,0,0,1,0,0,0,0,-1.0218317891186894,-0.7611367463461051,1.0,1.4701856132815476,-1.1427323213129572,1,31.0,1,1,-2.163167577426686,-2.163167577426686
2017-01-02,air_0867f7bebad6a649,0,1,0,0,0,0,0,-0.8606279876147841,-0.6228523880011343,1.0,-0.13373167256962448,-0.8980788019279788,1,62.0,1,1,-2.497247910450296,-2.4972479104502954
2017-01-03,air_0867f7bebad6a649,0,0,0,0,0,1,0,-0.6994241861108789,-0.36011210714569,1.0,1.3826992158714835,-0.8336962968266687,1,32.0,1,1,-2.227920102038291,-2.227920102038291
2017-01-04,air_0867f7bebad6a649,0,0,0,0,0,0,1,-0.7531587866121806,-0.37394054298018725,0.0,1.236888553521377,-0.988214309069813,1,27.0,1,1,-1.7835470073135964,-1.7835470073135962
2017-01-05,air_0867f7bebad6a649,0,0,0,0,1,0,0,-0.7397251364868552,-0.92707797636007,0.0,-0.2503802024497097,-0.5632897754011662,1,19.0,1,1,-1.2132266943883079,-1.2132266943883077
2017-01-06,air_0867f7bebad6a649,1,0,0,0,0,0,0,-0.7531587866121806,-0.6505092596701286,0.0,0.9744293612911853,-0.6663017835632625,1,16.0,1,1,-0.0007178818808944934,-0.0007178818808943205
2017-01-07,air_0867f7bebad6a649,0,0,1,0,0,0,0,-0.9009289379907605,-1.0377054630360465,0.0,-1.0669199116103063,-0.9495848060090268,1,24.0,1,1,0.7538980780158847,0.7538980780158849
2017-01-08,air_0867f7bebad6a649,0,0,0,1,0,0,0,-0.645689585609577,-0.954734848029064,0.0,-1.2127305739604128,-0.39589526213776005,1,46.0,1,1,-0.31345122876881004,-0.31345122876880993
2017-01-09,air_0867f7bebad6a649,0,1,0,0,0,0,0,-0.6322559354842516,-0.7887936180150993,1.0,-0.6294879245599866,-0.43452476519854605,1,25.0,1,1,-1.1612823614581194,-1.1612823614581191
2017-01-10,air_0867f7bebad6a649,0,0,0,0,0,1,0,-0.7531587866121806,-0.47073959382166664,0.0,1.3826992158714835,-0.7821902927456206,1,20.0,1,1,-1.0908373072103295,-1.0908373072103292
2017-01-12,air_0867f7bebad6a649,0,0,0,0,1,0,0,-0.914362588116086,-1.0791907705395376,0.0,-0.13373167256962448,-0.8852023009077167,1,2.0,1,1,-0.7958931154354921,-0.795893115435492
2017-01-13,air_0867f7bebad6a649,1,0,0,0,0,0,0,-1.0218317891186894,-1.341931051394982,0.0,-0.7752985869100932,-1.065473315191385,1,14.0,1,1,0.7026653112902194,0.7026653112902196
2017-01-14,air_0867f7bebad6a649,0,0,1,0,0,0,0,-1.5323104938810563,-1.687641947257409,0.0,-0.10456954009960315,-1.4775213478397695,1,17.0,1,1,1.1328070819244513,1.1328070819244516
2017-01-15,air_0867f7bebad6a649,0,0,0,1,0,0,0,-1.6666469951343106,-1.922725356443859,0.0,-0.4836772622098801,-1.4646448468195077,1,14.0,1,1,-0.7677862503568285,-0.7677862503568283
2017-01-16,air_0867f7bebad6a649,0,1,0,0,0,0,0,-1.4651422432544288,-1.549357588912438,0.0,0.18705178460060995,-1.3358798366168874,1,10.0,1,1,-1.2811812669202667,-1.2811812669202665
2017-01-18,air_0867f7bebad6a649,0,0,0,0,0,0,1,-1.0755663896199912,-0.8855926688565787,0.0,1.032753626231228,-1.1427323213129572,1,9.0,1,1,-0.38176158440303054,-0.3817615844030304
2017-01-19,air_0867f7bebad6a649,0,0,0,0,1,0,0,-0.8740616377401096,-0.7611367463461051,0.0,0.21621391707063115,-0.8723257998874547,1,33.0,1,1,-0.39101194506183123,-0.39101194506183107
