visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,total_area_visitors,total_genre_visitors
2016-02-15,air_fab092c35776a9b1,0,1,0,0,0,0,0,-1.5144884114199955,-1.749032737764571,0.0,-0.7146150924705448,-1.2233690341018435,1,12.0,1,1,-1.3534464755681215,-1.3534464755681215
2016-02-16,air_fab092c35776a9b1,0,0,0,0,0,1,0,-1.4051008373963745,-1.5279409899370093,0.0,-1.1382643333067728,-1.2708591097488342,1,10.0,1,1,-1.1937624182242368,-1.1937624182242368
2016-02-17,air_fab092c35776a9b1,0,0,0,0,0,0,1,-1.3443299629388072,-1.4813953588154174,0.0,-0.8142972667849514,-1.3777117799545633,1,18.0,1,1,-1.025727213665854,-1.025727213665854
2016-02-18,air_fab092c35776a9b1,0,0,0,0,1,0,0,-1.2106340391321595,-0.9344841931367128,0.0,-0.11652204658410512,-1.4133293366898065,1,17.0,1,1,-1.0353436862158818,-1.0353436862158818
2016-02-19,air_fab092c35776a9b1,1,0,0,0,0,0,0,-0.7730837430376754,-0.7832108919915391,0.0,-0.6647740053133415,-0.9740461369551418,1,6.0,1,1,-0.7180000920649601,-0.7180000920649601
2016-02-20,air_fab092c35776a9b1,0,0,1,0,0,0,0,-0.9310880166273502,-1.0741210865014883,0.0,-1.2379465076211795,-0.7247232398084403,1,13.0,1,1,-0.7519108110571638,-0.7519108110571638
2016-02-21,air_fab092c35776a9b1,0,0,0,1,0,0,0,-1.2106340391321595,-1.3068492421094478,0.0,1.1295051323459777,-1.1996239962783481,1,13.0,1,1,-1.1186020932937553,-1.1186020932937553
2016-02-22,air_fab092c35776a9b1,0,1,0,0,0,0,0,-1.2470965638066998,-1.23703079542706,0.0,-1.2379465076211795,-1.2589865908370867,1,18.0,1,1,-1.3405401571457156,-1.3405401571457156
2016-02-23,air_fab092c35776a9b1,0,0,0,0,0,1,0,-1.0161672408679443,-0.8297565231131311,0.0,0.05792175846610651,-0.890938504572908,1,14.0,1,1,-1.1254348501056173,-1.1254348501056173
2016-02-24,air_fab092c35776a9b1,0,0,0,0,0,0,1,-1.1255548148915653,-1.1672123487446722,0.0,-0.4654096566845283,-1.2471140719253389,1,14.0,1,1,-1.0816545934962796,-1.0816545934962796
2016-02-25,air_fab092c35776a9b1,0,0,0,0,1,0,0,-1.4537175369624284,-1.4464861354742233,0.0,-0.4654096566845283,-1.3895842988663112,1,14.0,1,1,-0.9778979159828202,-0.9778979159828202
2016-02-26,air_fab092c35776a9b1,1,0,0,0,0,0,0,-1.3200216131557803,-1.1323031254034783,0.0,0.830458609402758,-1.5320545258072835,1,9.0,1,1,-0.5699570278079511,-0.5699570278079511
2016-02-27,air_fab092c35776a9b1,0,0,1,0,0,0,0,-0.9432421915188636,-0.6901196297483553,0.0,-0.6896945488919431,-0.9621736180433943,1,16.0,1,1,-0.40268101845088633,-0.40268101845088633
2016-02-28,air_fab092c35776a9b1,0,0,0,1,0,0,0,-0.44492102096681246,-0.28284535743442624,0.0,1.2291873066603842,-0.7128507208966927,1,12.0,1,1,-0.9832122823920462,-0.9832122823920462
2016-02-29,air_fab092c35776a9b1,0,1,0,0,0,0,0,-1.2470965638066998,-0.7250288530895492,0.0,-0.415568569527325,-1.2827316286605819,1,12.0,1,1,-1.292963924529788,-1.292963924529788
2016-03-01,air_fab092c35776a9b1,0,0,0,0,0,1,0,-1.5387967612030224,-1.5744866210586013,0.0,-0.041760415848300196,-1.3064766664840772,1,9.0,1,1,-1.1843990107413147,-1.1843990107413147
2016-03-02,air_fab092c35776a9b1,0,0,0,0,0,0,1,-1.1498631646745923,-0.8879385620151209,0.0,1.1544256759245792,-1.3539667421310682,1,15.0,1,1,-1.0550827614501497,-1.0550827614501497
2016-03-04,air_fab092c35776a9b1,1,0,0,0,0,0,0,-0.15322082357048977,0.042974060416717044,0.0,-0.21620422089851182,-0.23794996442678493,1,16.0,1,1,-0.7005386024346462,-0.7005386024346462
2016-03-05,air_fab092c35776a9b1,0,0,1,0,0,0,0,0.13847937382583292,0.33388425492666635,0.0,1.2790283938175875,-0.2616950022502804,1,18.0,1,1,-0.47834747351557977,-0.47834747351557977
2016-03-06,air_fab092c35776a9b1,0,0,0,1,0,0,0,0.0655543244767521,0.12442891487950276,0.0,-0.7644561796277481,0.0826080461904027,1,8.0,1,1,-1.1099978810121514,-1.1099978810121514
2016-03-07,air_fab092c35776a9b1,0,1,0,0,0,0,0,-0.238300047811084,-0.36430021189721196,0.0,-1.1881054204639763,-0.012372105103578711,1,13.0,1,1,-1.3969736671103532,-1.3969736671103532
2016-03-08,air_fab092c35776a9b1,0,0,0,0,0,1,0,-0.3355334469431914,-0.1897540951912424,0.0,-0.415568569527325,-0.2142049266032896,1,13.0,1,1,-1.0626747134633296,-1.0626747134633296
2016-03-09,air_fab092c35776a9b1,0,0,0,0,0,0,1,-0.7730837430376754,-0.9577570086975087,0.0,-1.2379465076211795,-0.5347629372204772,1,11.0,1,1,-1.1089856207437272,-1.1089856207437272
2016-03-10,air_fab092c35776a9b1,0,0,0,0,1,0,0,-0.8460087923867562,-1.0043026398191006,0.0,-1.1631848768853748,-0.772213315455431,1,11.0,1,1,-0.9887797138683782,-0.9887797138683782
2016-03-11,air_fab092c35776a9b1,1,0,0,0,0,0,0,-1.2106340391321595,-1.3417584654506418,0.0,-1.0884232461495698,-1.009663693690385,1,13.0,1,1,-0.6509378492818706,-0.6509378492818706
2016-03-12,air_fab092c35776a9b1,0,0,1,0,0,0,0,-1.307867438264267,-1.271940018768254,0.0,-0.988741071835163,-1.2708591097488342,1,15.0,1,1,-0.4613921140194779,-0.4613921140194779
2016-03-13,air_fab092c35776a9b1,0,0,0,1,0,0,0,-1.1620173395661058,-1.1323031254034783,0.0,-1.2379465076211795,-1.1402614017196098,1,15.0,1,1,-1.0598909977251636,-1.0598909977251636
2016-03-14,air_fab092c35776a9b1,0,1,0,0,0,0,0,-0.955396366410377,-0.9112113775759167,0.0,-0.839217810363553,-0.8671934667494127,1,35.0,1,1,-1.28840875332188,-1.28840875332188
2016-03-15,air_fab092c35776a9b1,0,0,0,0,0,1,0,-0.8217004426037292,-0.7366652608699472,0.0,0.9301407837171642,-0.700978201984945,1,17.0,1,1,-1.014086220578978,-1.014086220578978
2016-03-16,air_fab092c35776a9b1,0,0,0,0,0,0,1,-0.6636961690140545,-0.31775458077562024,0.0,0.4815709993023347,-0.7840858343671788,1,15.0,1,1,-0.9250073169576666,-0.9250073169576666
2016-03-17,air_fab092c35776a9b1,0,0,0,0,1,0,0,-0.37199597161773185,-0.015207978485272817,0.0,1.328869480974791,-0.7603407965436835,1,13.0,1,1,-0.877684149408845,-0.877684149408845
2016-03-18,air_fab092c35776a9b1,1,0,0,0,0,0,0,-0.12891247378746296,-0.31775458077562024,0.0,-1.1382643333067728,-0.047989661838821876,1,13.0,1,1,-0.5031478500919676,-0.5031478500919676
2016-03-19,air_fab092c35776a9b1,0,0,1,0,0,0,0,-0.2869167473771376,-0.38757302745800826,0.0,-0.31588639521291834,-0.33293011572076653,1,22.0,1,1,-0.4856863604616537,-0.4856863604616537
2016-03-20,air_fab092c35776a9b1,0,0,0,1,0,0,0,-0.6150794694480007,-0.5272099208227838,1.0,1.4534721988677992,-0.5347629372204772,1,17.0,1,1,-0.6975018216293742,-0.6975018216293742
2016-03-21,air_fab092c35776a9b1,0,1,0,0,0,0,0,-0.7730837430376754,-0.6552104064071614,1.0,0.9799818708743678,-0.772213315455431,1,14.0,1,1,-1.1418840794675071,-1.1418840794675071
2016-03-22,air_fab092c35776a9b1,0,0,0,0,0,1,0,-0.6393878192310275,-0.28284535743442624,0.0,1.5780749167608077,-1.1283888828078619,1,16.0,1,1,-1.010037179505282,-1.010037179505282
2016-03-23,air_fab092c35776a9b1,0,0,0,0,0,0,1,-0.5056918954243796,-0.36430021189721196,0.0,0.03300121488750472,-0.5703804939557204,1,12.0,1,1,-0.9090642177299887,-0.9090642177299887
2016-03-24,air_fab092c35776a9b1,0,0,0,0,1,0,0,-0.7487753932546486,-0.7832108919915391,0.0,-0.041760415848300196,-0.6059980506909634,1,11.0,1,1,-0.9685345084998983,-0.9685345084998983
2016-03-25,air_fab092c35776a9b1,1,0,0,0,0,0,0,-0.8946254919528098,-0.806483707552335,0.0,1.328869480974791,-0.890938504572908,1,18.0,1,1,-0.36522738851919856,-0.36522738851919856
2016-03-26,air_fab092c35776a9b1,0,0,1,0,0,0,0,-0.7973920928207023,-0.503937105261988,0.0,1.029822958031571,-1.0452812504256281,1,20.0,1,1,-0.37104788506263653,-0.37104788506263653
2016-03-27,air_fab092c35776a9b1,0,0,0,1,0,0,0,-0.7973920928207023,-0.7599380764307433,0.0,0.3569682814093264,-0.7484682776319358,1,11.0,1,1,-0.9285502278971506,-0.9285502278971506
2016-03-28,air_fab092c35776a9b1,0,1,0,0,0,0,0,-0.6393878192310275,-0.3410273963364161,0.0,1.478392742446401,-0.890938504572908,1,14.0,1,1,-1.0457193539672278,-1.0457193539672278
2016-03-29,air_fab092c35776a9b1,0,0,0,0,0,1,0,-0.3476876218347048,-0.28284535743442624,0.0,-0.4404891131059266,-0.5941255317792157,1,21.0,1,1,-0.7711437561572196,-0.7711437561572196
2016-03-30,air_fab092c35776a9b1,0,0,0,0,0,0,1,-0.04383324954686873,-0.05011720182646681,0.0,-1.063502702570968,-0.012372105103578711,1,14.0,1,1,-0.8564266837719411,-0.8564266837719411
2016-03-31,air_fab092c35776a9b1,0,0,0,0,1,0,0,-0.20183752313654357,-0.2595725418736304,0.0,-1.0136616154137645,-0.047989661838821876,1,16.0,1,1,-0.8207445093099953,-0.8207445093099953
2016-04-01,air_fab092c35776a9b1,1,0,0,0,0,0,0,-0.2504542227025974,-0.4457550663599981,0.0,-1.1881054204639763,-0.03611714292707422,1,16.0,1,1,-0.6139903494843948,-0.6139903494843948
2016-04-02,air_fab092c35776a9b1,0,0,1,0,0,0,0,0.07770849936826571,0.12442891487950276,0.0,0.8553791529813595,0.10635308401389822,1,9.0,1,1,-0.6311987740476027,-0.6311987740476027
2016-04-03,air_fab092c35776a9b1,0,0,0,1,0,0,0,0.18709607339188652,0.34552066270706405,0.0,-0.988741071835163,0.32005842442535676,1,17.0,1,1,-1.155549593091231,-1.155549593091231
2016-04-04,air_fab092c35776a9b1,0,1,0,0,0,0,0,-0.20183752313654357,-0.49230069748158983,0.0,-1.2379465076211795,0.023245451631664242,1,9.0,1,1,-1.2681635479534001,-1.2681635479534001
2016-04-05,air_fab092c35776a9b1,0,0,0,0,0,1,0,-0.1896833482450302,-0.09666283294805895,0.0,0.8802996965599611,-0.2142049266032896,1,15.0,1,1,-1.0636869737317536,-1.0636869737317536
2016-04-06,air_fab092c35776a9b1,0,0,0,0,0,0,1,-0.09244994911292255,-0.015207978485272817,0.0,-0.016839872269698408,-0.2735675211620281,1,14.0,1,1,-0.9966247309486641,-0.9966247309486641
2016-04-07,air_fab092c35776a9b1,0,0,0,0,1,0,0,0.22355859806642694,0.3920662938286562,0.0,-1.2379465076211795,0.0826080461904027,1,14.0,1,1,-1.1125285316832112,-1.1125285316832112
2016-04-08,air_fab092c35776a9b1,1,0,0,0,0,0,0,-0.11675829889594956,-0.03848079404606909,0.0,0.10776284562330986,-0.047989661838821876,1,12.0,1,1,-0.5537608635131672,-0.5537608635131672
2016-04-09,air_fab092c35776a9b1,0,0,1,0,0,0,0,0.0655543244767521,0.29897503158547234,0.0,0.6809353479311478,-0.059862180750569524,1,9.0,1,1,-0.4613921140194779,-0.4613921140194779
2016-04-10,air_fab092c35776a9b1,0,0,0,1,0,0,0,0.016937624910698487,0.19424736156189035,0.0,-0.09160150300550356,0.07073552727865505,1,12.0,1,1,-1.0414172478264259,-1.0414172478264259
2016-04-11,air_fab092c35776a9b1,0,1,0,0,0,0,0,-0.29907092226865123,-0.3293909885560184,0.0,0.7806175222455544,-0.33293011572076653,1,11.0,1,1,-1.290433273858728,-1.290433273858728
2016-04-13,air_fab092c35776a9b1,0,0,0,0,0,0,1,0.04124597469372529,-0.026844386265670955,0.0,-0.7893767232063499,0.17758819748438434,1,9.0,1,1,-1.0388865971553658,-1.0388865971553658
2016-04-14,air_fab092c35776a9b1,0,0,0,0,1,0,0,0.10201684915129251,0.08951969153830876,0.0,0.606173717195343,0.2606958298666181,1,7.0,1,1,-1.00573507336448,-1.00573507336448
2016-04-15,air_fab092c35776a9b1,1,0,0,0,0,0,0,0.016937624910698487,0.1011560993187069,0.0,1.6029954603394092,0.023245451631664242,1,8.0,1,1,-0.581598020894827,-0.581598020894827
2016-04-16,air_fab092c35776a9b1,0,0,1,0,0,0,0,0.28432947252399415,0.5666124105346257,0.0,0.13268338920191144,0.023245451631664242,1,13.0,1,1,-0.3657335186534106,-0.3657335186534106
2016-04-17,air_fab092c35776a9b1,0,0,0,1,0,0,0,0.10201684915129251,0.008064837075523044,0.0,1.4036311117105957,0.023245451631664242,1,9.0,1,1,-1.0781116825567956,-1.0781116825567956
2016-04-18,air_fab092c35776a9b1,0,1,0,0,0,0,0,-0.17752917335351678,-0.36430021189721196,0.0,-1.1631848768853748,-0.15484233204455114,1,12.0,1,1,-1.3800183076142514,-1.3800183076142514
2016-04-19,air_fab092c35776a9b1,0,0,0,0,0,1,0,-0.16537499846200315,0.1011560993187069,0.0,1.4036311117105957,-0.33293011572076653,1,7.0,1,1,-1.0626747134633296,-1.0626747134633296
2016-04-20,air_fab092c35776a9b1,0,0,0,0,0,0,1,-0.007370724872328312,0.24079299268348248,0.0,1.1295051323459777,-0.43978278592649583,1,19.0,1,1,-0.9288032929642566,-0.9288032929642566
2016-04-21,air_fab092c35776a9b1,0,0,0,0,1,0,0,0.13847937382583292,0.0662468759775129,0.0,-1.2379465076211795,0.13009812183739353,1,6.0,1,1,-1.0353436862158818,-1.0353436862158818
2016-04-22,air_fab092c35776a9b1,1,0,0,0,0,0,0,0.24786694784945373,0.22915658490308433,0.0,0.8802996965599611,0.3556759811605995,1,10.0,1,1,-0.5355401786815354,-0.5355401786815354
2016-04-23,air_fab092c35776a9b1,0,0,1,0,0,0,0,0.029091799802211674,0.0662468759775129,0.0,-0.9638205282565614,0.22507827313137516,1,12.0,1,1,-0.43811012784572606,-0.43811012784572606
2016-04-24,air_fab092c35776a9b1,0,0,0,1,0,0,0,0.016937624910698487,-0.0035715707048750932,0.0,-0.415568569527325,0.0826080461904027,1,16.0,1,1,-1.0566011518527856,-1.0566011518527856
2016-04-25,air_fab092c35776a9b1,0,1,0,0,0,0,0,0.16278772360885974,0.33388425492666635,0.0,-0.6398534617347399,-0.08360721857406503,1,15.0,1,1,-1.2428570412428004,-1.2428570412428004
2016-04-26,air_fab092c35776a9b1,0,0,0,0,0,1,0,0.4544879210051822,0.6480672649974115,0.0,0.4815709993023347,0.39129353789584265,1,9.0,1,1,-0.9657507927617323,-0.9657507927617323
2016-04-27,air_fab092c35776a9b1,0,0,0,0,0,0,1,0.22355859806642694,0.0313376526363189,0.0,-1.213025964042578,0.45065613245458114,1,13.0,1,1,-0.9462647825945705,-0.9462647825945705
2016-04-28,air_fab092c35776a9b1,0,0,0,0,1,0,0,-0.20183752313654357,-0.35266380411681425,0.0,-1.2379465076211795,-0.012372105103578711,1,16.0,1,1,-0.7038284483070242,-0.7038284483070242
2016-04-29,air_fab092c35776a9b1,1,0,0,0,0,0,0,-0.1896833482450302,-0.16648127963044654,1.0,1.752518721811019,-0.2142049266032896,1,20.0,1,1,-0.5304788773394153,-0.5304788773394153
2016-04-30,air_fab092c35776a9b1,0,0,1,0,0,0,0,0.18709607339188652,0.4386119249502479,0.0,1.8522008961254257,-0.22607744551503725,1,9.0,1,1,-0.5747652640829651,-0.5747652640829651
2016-05-01,air_fab092c35776a9b1,0,0,0,1,0,0,0,0.4301795712221554,0.6597036727778092,0.0,1.702677634653816,0.17758819748438434,1,9.0,1,1,-0.8559205536377291,-0.8559205536377291
2016-05-02,air_fab092c35776a9b1,0,1,0,0,0,0,0,0.5881838448118303,0.7411585272405954,0.0,1.0049024144529692,0.36754850007234735,1,13.0,1,1,-0.995865535747346,-0.995865535747346
2016-05-03,air_fab092c35776a9b1,0,0,0,0,0,1,0,0.23571277295794055,0.12442891487950276,1.0,-1.0385821589923663,0.2725683487783657,1,14.0,1,1,-0.7093958797833562,-0.7093958797833562
2016-05-04,air_fab092c35776a9b1,0,0,0,0,0,0,1,0.5760296699203167,0.7295221194601972,1.0,1.9020419832826287,0.2844408676901136,1,17.0,1,1,-0.7663355198822057,-0.7663355198822057
2016-05-05,air_fab092c35776a9b1,0,0,0,0,1,0,0,0.612492194594857,0.7411585272405954,1.0,0.8802996965599611,0.5337637648368149,1,16.0,1,1,-0.9591711010169763,-0.9591711010169763
2016-05-06,air_fab092c35776a9b1,1,0,0,0,0,0,0,0.30863782230702097,0.11279250709910463,0.0,-1.2379465076211795,0.2725683487783657,1,3.0,1,1,-1.1142999871529533,-1.1142999871529533
2016-05-07,air_fab092c35776a9b1,0,0,1,0,0,0,0,0.3815628716561018,0.2757022160246765,0.0,0.606173717195343,0.39129353789584265,1,14.0,1,1,-0.6851016333411803,-0.6851016333411803
2016-05-08,air_fab092c35776a9b1,0,0,0,1,0,0,0,0.5031046205712363,0.7411585272405954,0.0,0.008080671308903158,0.2725683487783657,1,26.0,1,1,-1.0277517342027018,-1.0277517342027018
2016-05-09,air_fab092c35776a9b1,0,1,0,0,0,0,0,0.28432947252399415,0.008064837075523044,0.0,-1.2379465076211795,0.4862736891898243,1,8.0,1,1,-1.458468478417111,-1.458468478417111
2016-05-10,air_fab092c35776a9b1,0,0,0,0,0,1,0,0.3329461720900478,0.38042988604825806,0.0,-1.2379465076211795,0.2606958298666181,1,18.0,1,1,-1.294988445066636,-1.294988445066636
2016-05-11,air_fab092c35776a9b1,0,0,0,0,0,0,1,-0.14106664867897636,-0.1897540951912424,0.0,-0.31588639521291834,-0.08360721857406503,1,4.0,1,1,-1.1036712543345013,-1.1036712543345013
2016-05-12,air_fab092c35776a9b1,0,0,0,0,1,0,0,0.17494189850037334,0.4037027016090539,0.0,2.0764857883328407,-0.309185077897271,1,12.0,1,1,-0.9824530871907282,-0.9824530871907282
2016-05-13,air_fab092c35776a9b1,1,0,0,0,0,0,0,0.40587122143912857,0.42697551716984977,0.0,1.2291873066603842,0.415038575719338,1,4.0,1,1,-0.6231006919002108,-0.6231006919002108
2016-05-14,air_fab092c35776a9b1,0,0,1,0,0,0,0,0.36940869676458815,0.4037027016090539,0.0,1.7275981782324175,0.3319309433371042,1,14.0,1,1,-0.4613921140194779,-0.4613921140194779
