visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-08-24,air_b80fed1a07c817d2,0,0,0,0,0,0,1,1.2473861138550055,1.363563807095399,0.0,-0.4320647584699014,1.2772067525282735,1,10.0,1,1,-0.587429247864383,-0.5874292478643829
2016-08-25,air_b80fed1a07c817d2,0,0,0,0,1,0,0,1.2785754079653853,1.4029870690825825,0.0,0.8542850034556793,1.2461919511178063,1,2.0,1,1,-0.4530283417197296,-0.4530283417197294
2016-08-26,air_b80fed1a07c817d2,1,0,0,0,0,0,0,1.2889718393355118,1.343852176101807,0.0,1.169309434947658,1.2668684853914511,1,6.0,1,1,0.9751743908174213,0.9751743908174214
2016-08-27,air_b80fed1a07c817d2,0,0,1,0,0,0,0,1.049853917822601,1.0383218957011346,0.0,0.1454800325987265,1.142809279749582,1,3.0,1,1,1.0404437963876696,1.0404437963876698
2016-08-29,air_b80fed1a07c817d2,0,1,0,0,0,0,0,0.7379609767188045,0.6440892758292985,0.0,-1.4558941608188327,0.6982637928662164,1,4.0,1,1,-1.6336707844904355,-1.6336707844904352
2016-08-30,air_b80fed1a07c817d2,0,0,0,0,0,1,0,0.7587538394590575,0.6440892758292985,0.0,1.1955614709053228,0.7292785942766838,1,4.0,1,1,-0.8122031771063035,-0.8122031771063033
2016-08-31,air_b80fed1a07c817d2,0,0,0,0,0,0,1,1.0602503491927278,0.9890428182171549,0.0,1.773106261973951,1.1014562112022919,1,4.0,1,1,-0.366903623127035,-0.3669036231270348
2016-09-01,air_b80fed1a07c817d2,0,0,0,0,1,0,0,1.1018360746732339,1.0777451576883181,0.0,1.3005696147359824,0.9773970055604225,1,2.0,1,1,-0.7747408555659834,-0.7747408555659832
2016-09-02,air_b80fed1a07c817d2,1,0,0,0,0,0,0,1.1122325060433604,1.2255823901402567,0.0,1.4055777585666422,0.9567204712867777,1,9.0,1,1,0.47310204027704916,0.47310204027704933
2016-09-03,air_b80fed1a07c817d2,0,0,1,0,0,0,0,1.2058003883744994,1.2058707591466646,0.0,-0.012032183147262865,1.142809279749582,1,5.0,1,1,1.0763612799263271,1.0763612799263271
2016-09-05,air_b80fed1a07c817d2,0,1,0,0,0,0,0,1.049853917822601,0.9890428182171549,0.0,-0.7733412259195451,1.142809279749582,1,2.0,1,1,-1.5394356663890116,-1.5394356663890114
2016-09-06,air_b80fed1a07c817d2,0,0,0,0,0,1,0,1.0394574864524744,1.1171684196755016,0.0,-0.45831679442756634,1.153147546886404,1,5.0,1,1,-0.8122031771063035,-0.8122031771063033
2016-09-08,air_b80fed1a07c817d2,0,0,0,0,1,0,0,0.9458896041213355,0.7032241688100741,0.0,-1.167121765284519,0.9980735398340673,1,6.0,1,1,-0.5596221638344547,-0.5596221638344545
2016-09-09,air_b80fed1a07c817d2,1,0,0,0,0,0,0,0.84192529042007,0.8412055857652164,0.0,0.17173206855639153,0.9153674027394877,1,6.0,1,1,0.8013801156303694,0.8013801156303695
2016-09-10,air_b80fed1a07c817d2,0,0,1,0,0,0,0,0.84192529042007,0.9594753717267671,0.0,1.4843338664396366,0.7189403271398613,1,3.0,1,1,1.327397455196513,1.3273974551965133
2016-09-13,air_b80fed1a07c817d2,0,0,0,0,0,1,0,0.7795467021993105,0.45682878139017663,0.0,-1.4558941608188327,0.9773970055604225,1,4.0,1,1,-0.9821353572891987,-0.9821353572891984
2016-09-14,air_b80fed1a07c817d2,0,0,0,0,0,0,1,0.8107359963096903,0.6342334603325028,0.0,-1.2196258371998485,0.9567204712867777,1,4.0,1,1,-0.5739119153498345,-0.5739119153498343
2016-09-15,air_b80fed1a07c817d2,0,0,0,0,1,0,0,0.8107359963096903,0.6539450913260946,0.0,-0.9571054776231995,0.9050291356026655,1,3.0,1,1,-0.2382958594886166,-0.2382958594886164
2016-09-16,air_b80fed1a07c817d2,1,0,0,0,0,0,0,0.9147003100109558,0.9496195562299714,0.0,-0.4058127225122365,0.8843526013290206,1,11.0,1,1,0.7310899865547172,0.7310899865547175
2016-09-17,air_b80fed1a07c817d2,0,0,1,0,0,0,0,1.1018360746732339,0.9791870027203592,0.0,-0.4320647584699014,1.142809279749582,1,1.0,1,1,1.2088311385689021,1.2088311385689023
2016-09-18,air_b80fed1a07c817d2,0,0,0,1,0,0,0,0.84192529042007,0.6145218293389108,0.0,-1.4558941608188327,0.9463822041499551,1,5.0,1,1,-0.00850120674129242,-0.008501206741292242
2016-09-21,air_b80fed1a07c817d2,0,0,0,0,0,0,1,0.561221643426653,0.49625204337736006,0.0,-1.403390088903503,0.667248991455749,1,3.0,1,1,0.2062312754898206,0.20623127548982076
2016-09-22,air_b80fed1a07c817d2,0,0,0,0,1,0,0,0.5924109375370328,0.5159636743709518,1.0,-1.3246339810305083,0.7706316628239736,1,9.0,1,1,-0.4819940542509049,-0.4819940542509047
2016-09-23,air_b80fed1a07c817d2,1,0,0,0,0,0,0,0.5820145061669061,0.49625204337736006,0.0,-1.0358615854961943,0.7292785942766838,1,1.0,1,1,0.015443782284479173,0.015443782284479351
2016-09-24,air_b80fed1a07c817d2,0,0,1,0,0,0,0,0.5300323493162733,0.37798225741580943,0.0,-1.140869729326854,0.6258959229084594,1,5.0,1,1,0.9747881813170056,0.9747881813170057
2016-09-27,air_b80fed1a07c817d2,0,0,0,0,0,1,0,1.0602503491927278,1.067889342191522,0.0,-0.4320647584699014,0.9360439370131329,1,4.0,1,1,-0.6368640639175889,-0.6368640639175888
2016-09-28,air_b80fed1a07c817d2,0,0,0,0,0,0,1,0.9250967413810824,0.7722148772876453,0.0,-1.3246339810305083,1.0187500741077122,1,3.0,1,1,-0.5179115377895623,-0.5179115377895621
2016-09-29,air_b80fed1a07c817d2,0,0,0,0,1,0,0,0.5820145061669061,0.45682878139017663,0.0,-1.4558941608188327,0.667248991455749,1,5.0,1,1,-0.39239345015446925,-0.3923934501544691
2016-09-30,air_b80fed1a07c817d2,1,0,0,0,0,0,0,0.5508252120565263,0.6243776448357068,0.0,-0.30080457868157673,0.5328515186770572,1,8.0,1,1,1.0454645198930734,1.0454645198930734
2016-10-01,air_b80fed1a07c817d2,0,0,1,0,0,0,0,0.7171681139785514,0.594810198345319,0.0,-0.9571054776231995,0.7396168614135061,1,5.0,1,1,1.0806095844308994,1.0806095844308996
2016-10-04,air_b80fed1a07c817d2,0,0,0,0,0,1,0,0.6651859571279186,0.7130799843068697,0.0,-0.9571054776231995,0.7292785942766838,1,1.0,1,1,-0.8736104876723951,-0.8736104876723949
2016-10-05,air_b80fed1a07c817d2,0,0,0,0,0,0,1,0.7899431335694372,0.7229357998036657,0.0,-1.2458778731575135,0.6879255257293939,1,9.0,1,1,-1.0489496008611097,-1.0489496008611094
2016-10-06,air_b80fed1a07c817d2,0,0,0,0,1,0,0,0.6859788198681717,0.7032241688100741,0.0,0.8017809315403491,0.6362341900452816,1,1.0,1,1,-0.5619394208369488,-0.5619394208369486
2016-10-07,air_b80fed1a07c817d2,1,0,0,0,0,0,0,0.5092394865760204,0.5849543828485234,0.0,0.6705207517520246,0.3364244430774307,1,2.0,1,1,0.6503722009678421,0.6503722009678422
2016-10-08,air_b80fed1a07c817d2,0,0,1,0,0,0,0,0.9250967413810824,0.9299079252363798,0.0,-0.3270566146392418,0.801646464234441,1,3.0,1,1,0.9099049852471729,0.909904985247173
2016-10-11,air_b80fed1a07c817d2,0,0,0,0,0,1,0,0.11417509451121116,0.023172899531157,0.0,-0.4320647584699014,0.15033563461462654,1,3.0,1,1,-1.378386304715677,-1.3783863047156768
2016-10-12,air_b80fed1a07c817d2,0,0,0,0,0,0,1,0.15576081999171723,0.3287031799318299,0.0,0.40800039217537554,0.10898256606733671,1,10.0,1,1,-0.6476779299292277,-0.6476779299292275
2016-10-13,air_b80fed1a07c817d2,0,0,0,0,1,0,0,-0.010582081930307418,-0.02610617795282248,0.0,-0.6683330820888855,0.17101216888827137,1,2.0,1,1,-0.6125328653914016,-0.6125328653914015
2016-10-15,air_b80fed1a07c817d2,0,0,1,0,0,0,0,0.1453643886215909,0.31884736443503386,0.0,1.3005696147359824,-0.06676797525864486,1,4.0,1,1,1.2895489241557774,1.2895489241557774
2016-10-18,air_b80fed1a07c817d2,0,0,0,0,0,1,0,0.5716180747967794,0.6736567223196863,0.0,0.09297596068339686,0.5431897858138797,1,3.0,1,1,-0.7820788360738812,-0.782078836073881
2016-10-20,air_b80fed1a07c817d2,0,0,0,0,1,0,0,0.561221643426653,0.5455311208613396,0.0,0.38174835621771075,0.5225132515402349,1,5.0,1,1,-0.41517981067899384,-0.4151798106789936
2016-10-22,air_b80fed1a07c817d2,0,0,1,0,0,0,0,0.010210780809945618,-0.13452014841757712,0.0,-1.403390088903503,0.05729123038322446,1,3.0,1,1,1.3976875842721652,1.3976875842721652
2016-10-23,air_b80fed1a07c817d2,0,0,0,1,0,0,0,0.11417509451121116,-0.09509688643039368,0.0,-1.2458778731575135,0.17101216888827137,1,2.0,1,1,-0.38582788864740286,-0.38582788864740264
2016-11-01,air_b80fed1a07c817d2,0,0,0,0,0,1,0,-0.322475023034104,-0.19365504139835266,0.0,-0.19579643485091727,-0.26319505085827144,1,5.0,1,1,-0.9693904437754816,-0.9693904437754813
2016-11-04,air_b80fed1a07c817d2,1,0,0,0,0,0,0,-0.33287145440423077,-0.2922131963663116,0.0,1.0643012911169982,-0.4286073250474306,1,7.0,1,1,-0.1305434088726444,-0.13054340887264423
2016-11-05,air_b80fed1a07c817d2,0,0,1,0,0,0,0,-0.30168216029385103,-0.13452014841757712,0.0,1.1955614709053228,-0.48029866073154287,1,3.0,1,1,1.099920059451683,1.0999200594516831
2016-11-07,air_b80fed1a07c817d2,0,1,0,0,0,0,0,-0.4368357681054963,-0.33163645835349503,0.0,1.090553327074663,-0.6043578663734124,1,4.0,1,1,-1.5069940683540954,-1.5069940683540952
2016-11-08,air_b80fed1a07c817d2,0,0,0,0,0,1,0,-0.40564647399511655,-0.6273109232573719,0.0,-1.4558941608188327,-0.24251851658462661,1,3.0,1,1,-1.3219997176549891,-1.3219997176549887
2016-11-09,air_b80fed1a07c817d2,0,0,0,0,0,0,1,-0.7279358464690397,-0.7751481557093104,0.0,0.09297596068339686,-0.6767257363311695,1,1.0,1,1,-1.0076251843166328,-1.0076251843166328
2016-11-10,air_b80fed1a07c817d2,0,0,0,0,1,0,0,-0.7591251405794195,-0.8638504951804735,0.0,-1.167121765284519,-0.7490936062889266,1,3.0,1,1,-0.737664743526079,-0.7376647435260788
2016-11-14,air_b80fed1a07c817d2,0,1,0,0,0,0,0,-0.16652855248220574,-0.2725015653727199,0.0,-1.3771380529458381,0.046952963246402045,1,11.0,1,1,-1.6193810329750555,-1.6193810329750553
2016-11-15,air_b80fed1a07c817d2,0,0,0,0,0,1,0,-0.10414996426144663,-0.045817808946414205,0.0,-1.0358615854961943,-0.15981237949004695,1,6.0,1,1,-1.1088120734255387,-1.1088120734255384
2016-11-16,air_b80fed1a07c817d2,0,0,0,0,0,0,1,-0.5408000818067619,-0.5681760302765966,0.0,0.7230248236673548,-0.46996039359472047,1,5.0,1,1,-0.5159804902874839,-0.5159804902874837
2016-11-17,air_b80fed1a07c817d2,0,0,0,0,1,0,0,-0.5304036504366352,-0.31192482735990334,0.0,0.7492768596250196,-0.6767257363311695,1,10.0,1,1,-0.4653870457330311,-0.46538704573303086
2016-11-18,air_b80fed1a07c817d2,1,0,0,0,0,0,0,-0.3744571798847368,-0.20351085689514833,0.0,0.9330411113286737,-0.6250344006470572,1,7.0,1,1,0.8515873506844066,0.8515873506844067
2016-11-19,air_b80fed1a07c817d2,0,0,1,0,0,0,0,-0.11454639563157296,-0.25278993437912783,0.0,-1.429642124861168,-0.035753173848177625,1,10.0,1,1,1.3671770337393272,1.3671770337393274
2016-11-22,air_b80fed1a07c817d2,0,0,0,0,0,1,0,0.010210780809945618,-0.045817808946414205,0.0,0.4342524281330406,0.06762949752004688,1,4.0,1,1,0.5051574288115498,0.50515742881155
2016-11-23,air_b80fed1a07c817d2,0,0,0,0,0,0,1,-0.6447643955080274,-0.5977434767669844,1.0,-1.4558941608188327,-0.5630047978261226,1,7.0,1,1,-0.3842830506457402,-0.38428305064574
2016-11-24,air_b80fed1a07c817d2,0,0,0,0,1,0,0,-0.8007108660599257,-0.6667341852445555,0.0,-0.5895769742158908,-0.7904466748362163,1,8.0,1,1,-1.3304963266641339,-1.3304963266641336
2016-11-25,air_b80fed1a07c817d2,1,0,0,0,0,0,0,-0.7175394150989132,-0.6765900007413514,0.0,0.5655126079213652,-0.7697701405625715,1,16.0,1,1,0.7137105590360121,0.7137105590360122
2016-11-26,air_b80fed1a07c817d2,0,0,1,0,0,0,0,-0.5927822386573947,-0.45976205981184176,0.0,0.5130085360060352,-0.7387553391521041,1,6.0,1,1,1.6927516425897378,1.6927516425897378
2016-11-29,air_b80fed1a07c817d2,0,0,0,0,0,1,0,-0.7279358464690397,-0.7061574472317392,0.0,-0.09078829102025754,-0.6043578663734124,1,10.0,1,1,-0.8021617300954961,-0.8021617300954959
2016-12-01,air_b80fed1a07c817d2,0,0,0,0,1,0,0,-0.39525004262499003,-0.538608583786209,0.0,-1.2983819450728433,-0.36657772222649593,1,3.0,1,1,-0.6638987289466859,-0.6638987289466857
2016-12-02,air_b80fed1a07c817d2,1,0,0,0,0,0,0,-0.5927822386573947,-0.637166738754168,0.0,0.9592931472863385,-0.5836813320997674,1,6.0,1,1,0.9856020473286444,0.9856020473286445
2016-12-03,air_b80fed1a07c817d2,0,0,1,0,0,0,0,-0.6447643955080274,-0.4991853217990252,0.0,0.9855451832440038,-0.8317997433835062,1,11.0,1,1,2.155816833588127,2.155816833588127
2016-12-05,air_b80fed1a07c817d2,0,1,0,0,0,0,0,-0.23930357207309172,-0.3612039048438828,0.0,0.48675650004837046,-0.18048891376369178,1,5.0,1,1,-1.3992416177381233,-1.399241617738123
2016-12-06,air_b80fed1a07c817d2,0,0,0,0,0,1,0,-0.6031786700275211,-0.6667341852445555,0.0,-0.09078829102025754,-0.7697701405625715,1,2.0,1,1,-0.9021899907031548,-0.9021899907031546
2016-12-07,air_b80fed1a07c817d2,0,0,0,0,0,0,1,-0.8526930229105585,-0.8342830486900858,0.0,1.0117972192016687,-0.9455206818885531,1,7.0,1,1,-0.34488968160334177,-0.34488968160334155
2016-12-08,air_b80fed1a07c817d2,0,0,0,0,1,0,0,-0.7175394150989132,-0.7751481557093104,0.0,0.828032967498014,-0.6870640034679919,1,4.0,1,1,-0.1730264539183682,-0.17302645391836802
2016-12-09,air_b80fed1a07c817d2,1,0,0,0,0,0,0,-0.6343679641379006,-0.5090411372958212,0.0,-0.19579643485091727,-0.7284170720152817,1,11.0,1,1,1.6305719130228147,1.630571913022815
2016-12-10,air_b80fed1a07c817d2,0,0,1,0,0,0,0,-0.9150716111313177,-0.9229853881612489,0.0,0.040471888768066996,-0.9041676133412635,1,11.0,1,1,2.3840666483337887,2.3840666483337887
2016-12-12,air_b80fed1a07c817d2,0,1,0,0,0,0,0,-1.0918109444234692,-1.1595249600843505,0.0,-0.510820866342896,-1.1212712232145348,1,6.0,1,1,-1.196481630019896,-1.1964816300198957
2016-12-13,air_b80fed1a07c817d2,0,0,0,0,0,1,0,-0.9046751797611913,-1.090534251606779,0.0,-1.4558941608188327,-0.7180788048784593,1,1.0,1,1,-0.5963120663739435,-0.5963120663739433
2016-12-14,air_b80fed1a07c817d2,0,0,0,0,0,0,1,-0.9150716111313177,-0.9919760966388202,0.0,-1.1933738012421837,-0.9972120175726653,1,12.0,1,1,0.07839593085223352,0.0783959308522337
2016-12-15,air_b80fed1a07c817d2,0,0,0,0,1,0,0,-1.206171689494861,-1.2285156685619218,0.0,-0.11704032697792259,-1.172962558898647,1,5.0,1,1,0.18228628646404899,0.18228628646404915
2016-12-16,air_b80fed1a07c817d2,1,0,0,0,0,0,0,-1.216568120864988,-1.3270738235298807,0.0,0.2504881764293862,-1.1109329560777124,1,8.0,1,1,1.807455864213192,1.8074558642131922
2016-12-17,air_b80fed1a07c817d2,0,0,1,0,0,0,0,-1.0190359248325833,-0.9328412036580449,0.0,0.06672392472573181,-1.2246538945827592,1,3.0,1,1,2.8421111158267744,2.8421111158267744
2016-12-18,air_b80fed1a07c817d2,0,0,0,1,0,0,0,-0.9462609052416974,-0.8638504951804735,0.0,0.9330411113286737,-1.0695798875304225,1,4.0,1,1,0.1301480039079334,0.1301480039079336
2016-12-19,air_b80fed1a07c817d2,0,1,0,0,0,0,0,-0.8319001601703052,-0.6765900007413514,0.0,0.880537039413344,-0.9765354832990205,1,1.0,1,1,-0.6399537399209143,-0.6399537399209141
2016-12-20,air_b80fed1a07c817d2,0,0,0,0,0,1,0,-0.7591251405794195,-0.8737063106772693,0.0,-1.2196258371998485,-0.6353726677838796,1,4.0,1,1,0.10234091987800512,0.1023409198780053
2016-12-21,air_b80fed1a07c817d2,0,0,0,0,0,0,1,-0.6863501209885334,-0.5681760302765966,0.0,0.6180166798366951,-0.7697701405625715,1,8.0,1,1,0.6928552460135659,0.6928552460135661
2016-12-22,air_b80fed1a07c817d2,0,0,0,0,1,0,0,-0.20811427796271198,-0.045817808946414205,0.0,-1.429642124861168,-0.2838715851319163,1,5.0,1,1,1.8236766632306503,1.8236766632306503
2016-12-23,air_b80fed1a07c817d2,1,0,0,0,0,0,0,-0.5927822386573947,-0.6470225542509639,1.0,-0.7208371540042154,-0.5940195992365898,1,2.0,1,1,1.3165835891848743,1.3165835891848745
2016-12-26,air_b80fed1a07c817d2,0,1,0,0,0,0,0,-0.8111072974300523,-0.8638504951804735,0.0,-1.3771380529458381,-0.8731528119307961,1,5.0,1,1,-0.30240663655761796,-0.30240663655761774
2016-12-27,air_b80fed1a07c817d2,0,0,0,0,0,1,0,-0.7383322778391662,-0.8047156021996982,0.0,-1.3771380529458381,-0.8317997433835062,1,3.0,1,1,0.4866193727915976,0.4866193727915978
2016-12-28,air_b80fed1a07c817d2,0,0,0,0,0,0,1,-1.2789467090857471,-1.3763529010138602,0.0,-0.2220484708085821,-1.1419477574881798,1,8.0,1,1,1.691206804588075,1.6912068045880753
2016-12-29,air_b80fed1a07c817d2,0,0,0,0,1,0,0,-1.2269645522351145,-1.2876505615426972,1.0,-0.5895769742158908,-1.214315627445937,1,6.0,1,1,1.2544038596179512,1.2544038596179514
2016-12-30,air_b80fed1a07c817d2,1,0,0,0,0,0,0,-1.1749823953844816,-1.198948222071534,1.0,-0.06453625506259272,-1.10059468894089,1,1.0,1,1,0.45688124125959095,0.4568812412595911
2017-01-06,air_b80fed1a07c817d2,1,0,0,0,0,0,0,-1.0918109444234692,-1.0708226206131872,0.0,0.48675650004837046,-0.9972120175726653,1,7.0,1,1,-0.17611612992169356,-0.1761161299216934
2017-01-07,air_b80fed1a07c817d2,0,0,1,0,0,0,0,-1.1333966699039755,-1.0609668051163914,0.0,0.5130085360060352,-1.3073600316773388,1,9.0,1,1,0.6430342204599443,0.6430342204599445
2017-01-08,air_b80fed1a07c817d2,0,0,0,1,0,0,0,-1.1437931012741018,-1.4059203475042479,0.0,-1.4558941608188327,-0.8731528119307961,1,1.0,1,1,-0.5155942807870683,-0.515594280787068
