visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-01-24,air_77488fa378cf98c3,0,0,0,1,0,0,0,-1.482967010796638,-1.3561009757824936,0.0,0.9719259427136712,-1.5348033569349049,1,12.0,1,1,-1.3430103316030868,-1.3430103316030868
2016-01-25,air_77488fa378cf98c3,0,1,0,0,0,0,0,-1.5900876017808911,-1.4266774418996326,0.0,1.1232223939618917,-1.7040315449900112,1,14.0,1,1,-1.3678954588126704,-1.3678954588126704
2016-01-26,air_77488fa378cf98c3,0,0,0,0,0,1,0,-1.482967010796638,-1.2149480435482152,0.0,0.8710616418815239,-1.6137765113606213,1,3.0,1,1,-1.1936995683455862,-1.1936995683455862
2016-01-27,air_77488fa378cf98c3,0,0,0,0,0,0,1,-1.1497029499567388,-0.7914892468453801,0.0,1.0475741683377817,-1.5122395985275576,1,11.0,1,1,-1.0407971372434035,-1.0407971372434035
2016-01-28,air_77488fa378cf98c3,0,0,0,0,1,0,0,-1.0068754953110677,-0.7091500363753844,0.0,1.0727902435458183,-1.3542932896761248,1,10.0,1,1,-1.0464411867136183,-1.0464411867136183
2016-01-29,air_77488fa378cf98c3,1,0,0,0,0,0,0,-1.2330189651667136,-1.5090166523696285,0.0,-1.3227369012176757,-0.9594275175475435,1,5.0,1,1,-0.9022613775199492,-0.9022613775199492
2016-01-30,air_77488fa378cf98c3,0,0,1,0,0,0,0,-1.4115532834738025,-1.744271539426759,0.0,-1.3227369012176757,-1.0948100679916286,1,7.0,1,1,-0.5982523492379247,-0.5982523492379247
2016-01-31,air_77488fa378cf98c3,0,0,0,1,0,0,0,-1.1020937984081816,-1.0385068782553672,0.0,0.1397954608484574,-1.1512194640099975,1,14.0,1,1,-1.1577828898987648,-1.1577828898987648
2016-02-01,air_77488fa378cf98c3,0,1,0,0,0,0,0,-1.2687258288281313,-1.5913558628396243,0.0,-1.3227369012176757,-0.9594275175475435,1,12.0,1,1,-1.4143305930903467,-1.4143305930903467
2016-02-02,air_77488fa378cf98c3,0,0,0,0,0,1,0,-1.1378006620695995,-1.167897066136789,0.0,0.4928205137609724,-0.9368637591401962,1,5.0,1,1,-1.265019829832846,-1.265019829832846
2016-02-03,air_77488fa378cf98c3,0,0,0,0,0,0,1,-1.2449212530538527,-1.36786372013535,0.0,-0.08714921602387347,-1.117373826398976,1,8.0,1,1,-1.1895948050945209,-1.1895948050945209
2016-02-04,air_77488fa378cf98c3,0,0,0,0,1,0,0,-1.256823540940992,-1.2031852991953587,0.0,0.16501153605649432,-1.1625013432136713,1,10.0,1,1,-1.1516257450221667,-1.1516257450221667
2016-02-05,air_77488fa378cf98c3,1,0,0,0,0,0,0,-1.0306800710853463,-0.8267774799039498,0.0,0.9719259427136712,-1.3317295312687776,1,3.0,1,1,-0.7745006213305414,-0.7745006213305414
2016-02-06,air_77488fa378cf98c3,0,0,1,0,0,0,0,-1.0425823589724854,-1.2384735322539282,0.0,-1.1210082995533817,-0.9594275175475435,1,14.0,1,1,-0.5495082856315241,-0.5495082856315241
2016-02-07,air_77488fa378cf98c3,0,0,0,1,0,0,0,-1.2925304046024098,-1.36786372013535,0.0,1.0475741683377817,-1.1512194640099975,1,21.0,1,1,-1.1652227732913207,-1.1652227732913207
2016-02-08,air_77488fa378cf98c3,0,1,0,0,0,0,0,-1.3520418440381061,-1.4031519531939196,0.0,-0.06193314081583679,-1.1399375848063236,1,6.0,1,1,-1.362507957045647,-1.362507957045647
2016-02-09,air_77488fa378cf98c3,0,0,0,0,0,1,0,-1.113996086295321,-0.6032853371996757,0.0,0.896277717089561,-1.3768570480834725,1,6.0,1,1,-1.142903123113653,-1.142903123113653
2016-02-10,air_77488fa378cf98c3,0,0,0,0,0,0,1,-1.1258983741824602,-1.1326088330782196,0.0,1.1484384691699288,-1.0158369135659122,1,7.0,1,1,-0.8163178969507693,-0.8163178969507693
2016-02-11,air_77488fa378cf98c3,0,0,0,0,1,0,0,-1.1258983741824602,-1.120846088725363,1.0,1.1484384691699288,-1.0158369135659122,1,3.0,1,1,-0.8902036354699449,-0.8902036354699449
2016-02-12,air_77488fa378cf98c3,1,0,0,0,0,0,0,-1.0068754953110677,-0.8738284573153757,0.0,-0.4653903441444253,-1.1850651016210185,1,8.0,1,1,-0.8335065930646053,-0.8335065930646053
2016-02-13,air_77488fa378cf98c3,0,0,1,0,0,0,0,-0.14991076743704174,0.17305579008885524,0.0,-0.26366174248013097,-0.3727697989565084,1,14.0,1,1,-0.6421220064836851,-0.6421220064836851
2016-02-14,air_77488fa378cf98c3,0,0,0,1,0,0,0,0.4690082026941993,0.5965145867916904,0.0,0.08936331043238381,0.439525503708002,1,22.0,1,1,-1.1829245648115398,-1.1829245648115398
2016-02-15,air_77488fa378cf98c3,0,1,0,0,0,0,0,-0.8759503285525361,-0.567997104141106,0.0,-1.2470886755935655,-0.9707093967512173,1,10.0,1,1,-1.3660996248903292,-1.3660996248903292
2016-02-16,air_77488fa378cf98c3,0,0,0,0,0,1,0,-1.2330189651667136,-1.144371577431076,0.0,1.1484384691699288,-1.2866020144540824,1,8.0,1,1,-1.204218024176441,-1.204218024176441
2016-02-17,air_77488fa378cf98c3,0,0,0,0,0,0,1,-1.1973121015052957,-0.7914892468453801,0.0,0.44238836334489884,-1.3091657728614299,1,10.0,1,1,-1.0338703492572308,-1.0338703492572308
2016-02-18,air_77488fa378cf98c3,0,0,0,0,1,0,0,-1.1973121015052957,-1.0267441339025107,0.0,0.9971420179217078,-1.3317295312687776,1,6.0,1,1,-1.043619161978511,-1.043619161978511
2016-02-19,air_77488fa378cf98c3,1,0,0,0,0,0,0,-0.7688297375682828,-0.4033186832011145,0.0,1.0727902435458183,-1.2076288600283662,1,11.0,1,1,-0.7219083421762671,-0.7219083421762671
2016-02-20,air_77488fa378cf98c3,0,0,1,0,0,0,0,-0.9116571922139538,-1.0973206000196498,0.0,-1.272304750801602,-0.5984073830299835,1,24.0,1,1,-0.7562857344039391,-0.7562857344039391
2016-02-21,air_77488fa378cf98c3,0,0,0,1,0,0,0,-0.6736114344711687,-0.6032853371996757,0.0,-0.26366174248013097,-0.6209711414373309,1,19.0,1,1,-1.1280233563285413,-1.1280233563285413
2016-02-22,air_77488fa378cf98c3,0,1,0,0,0,0,0,-1.0068754953110677,-1.2267107879010717,0.0,-0.9192796978890873,-0.6999442958630472,1,14.0,1,1,-1.3530156920275587,-1.3530156920275587
2016-02-23,air_77488fa378cf98c3,0,0,0,0,0,1,0,-1.018777783198207,-1.2267107879010717,0.0,-1.2975208260096391,-0.756353691881416,1,12.0,1,1,-1.134950144314714,-1.134950144314714
2016-02-24,air_77488fa378cf98c3,0,0,0,0,0,0,1,-1.1258983741824602,-1.4502029306053457,0.0,-1.3227369012176757,-1.0158369135659122,1,9.0,1,1,-1.0905673916625702,-1.0905673916625702
2016-02-25,air_77488fa378cf98c3,0,0,0,0,1,0,0,-1.399650995586663,-1.4854911636639154,0.0,-0.9949279235131977,-1.21891073923204,1,3.0,1,1,-0.9853828333540218,-0.9853828333540218
2016-02-26,air_77488fa378cf98c3,1,0,0,0,0,0,0,-1.161605237843878,-1.0149813895496542,0.0,1.2493027700020756,-1.2753201352504087,1,7.0,1,1,-0.5718279358091918,-0.5718279358091918
2016-02-27,air_77488fa378cf98c3,0,0,1,0,0,0,0,-0.9116571922139538,-0.7679637581396671,0.0,1.224086694794039,-0.9368637591401962,1,18.0,1,1,-0.4022499039995561,-0.4022499039995561
2016-02-28,air_77488fa378cf98c3,0,0,0,1,0,0,0,-0.8164388891168398,-0.6032853371996757,0.0,0.9971420179217078,-1.03840067197326,1,31.0,1,1,-0.990770335121045,-0.990770335121045
2016-02-29,air_77488fa378cf98c3,0,1,0,0,0,0,0,-0.8759503285525361,-0.5327088710825365,0.0,-0.8184153970569402,-0.756353691881416,1,15.0,1,1,-1.3047847238275412,-1.3047847238275412
2016-03-01,air_77488fa378cf98c3,0,0,0,0,0,1,0,-1.2449212530538527,-1.2855245096653543,0.0,1.2745188452101128,-1.0609644303806074,1,6.0,1,1,-1.1947257591583527,-1.1947257591583527
2016-03-02,air_77488fa378cf98c3,0,0,0,0,0,0,1,-1.1497029499567388,-0.9679304121382281,0.0,0.644116965009193,-1.4219845648981675,1,16.0,1,1,-1.0636298828274542,-1.0636298828274542
2016-03-03,air_77488fa378cf98c3,0,0,0,0,1,0,0,-0.7569274496811436,-0.32097947273111893,0.0,1.2745188452101128,-1.1850651016210185,1,10.0,1,1,-1.0805620312380986,-1.0805620312380986
2016-03-04,air_77488fa378cf98c3,1,0,0,0,0,0,0,-0.6140999950354724,-0.4621324049653972,0.0,0.6945491154252666,-0.8014812086961111,1,9.0,1,1,-0.704206550656048,-0.704206550656048
2016-03-05,air_77488fa378cf98c3,0,0,1,0,0,0,0,-0.542686267712637,-0.4268441719068275,0.0,-0.6419028706006827,-0.39533355736385584,1,19.0,1,1,-0.4789576672538391,-0.4789576672538391
2016-03-06,air_77488fa378cf98c3,0,0,0,1,0,0,0,-0.19751991898559856,-0.15630105179112766,0.0,-0.7427671714328299,-0.2825147653271183,1,26.0,1,1,-1.1193007344200274,-1.1193007344200274
2016-03-07,air_77488fa378cf98c3,0,1,0,0,0,0,0,-0.2570313584212948,-0.5562343597882495,0.0,-1.3227369012176757,0.10106912759778937,1,9.0,1,1,-1.4102258298392814,-1.4102258298392814
2016-03-08,air_77488fa378cf98c3,0,0,0,0,0,1,0,0.06433041453146489,0.16129304573599895,0.0,-0.036717065607800095,0.055941610783094314,1,8.0,1,1,-1.0713263139232017,-1.0713263139232017
2016-03-09,air_77488fa378cf98c3,0,0,0,0,0,0,1,-0.7569274496811436,-0.5327088710825365,0.0,-1.3227369012176757,-0.8240449671034585,1,9.0,1,1,-1.1182745436072612,-1.1182745436072612
2016-03-11,air_77488fa378cf98c3,1,0,0,0,0,0,0,-1.2925304046024098,-1.63840684025105,0.0,-1.3227369012176757,-0.9481456383438698,1,7.0,1,1,-0.6539232008304979,-0.6539232008304979
2016-03-12,air_77488fa378cf98c3,0,0,1,0,0,0,0,-1.1258983741824602,-1.4031519531939196,0.0,-1.1966565251774919,-0.9030181215291748,1,11.0,1,1,-0.4617689711400031,-0.4617689711400031
2016-03-13,air_77488fa378cf98c3,0,0,0,1,0,0,0,-1.0306800710853463,-1.320812742723924,0.0,-1.3227369012176757,-0.7789174502887635,1,11.0,1,1,-1.0685042891880943,-1.0685042891880943
2016-03-14,air_77488fa378cf98c3,0,1,0,0,0,0,0,-1.161605237843878,-1.5325421410753415,0.0,-1.3227369012176757,-0.8127630878997848,1,11.0,1,1,-1.3001668651700928,-1.3001668651700928
2016-03-15,air_77488fa378cf98c3,0,0,0,0,0,1,0,-0.8640480406653968,-0.7797265024925236,0.0,1.45103137166637,-0.8127630878997848,1,14.0,1,1,-1.022069154910418,-1.022069154910418
2016-03-16,air_77488fa378cf98c3,0,0,0,0,0,0,1,-0.828341177003979,-0.6856245476696713,0.0,-0.9192796978890873,-1.03840067197326,1,8.0,1,1,-0.9317643633869811,-0.9317643633869811
2016-03-17,air_77488fa378cf98c3,0,0,0,0,1,0,0,-0.29273822208271266,0.1260048126774293,0.0,1.4762474468744067,-0.7450718126777423,1,16.0,1,1,-0.8837899428901553,-0.8837899428901553
2016-03-18,air_77488fa378cf98c3,1,0,0,0,0,0,0,-0.07849704011420605,0.20834402314742492,0.0,0.3919562129288252,-0.5645617454189622,1,10.0,1,1,-0.5040993421666141,-0.5040993421666141
2016-03-19,air_77488fa378cf98c3,0,0,1,0,0,0,0,0.004818975095768632,-0.2151147735554103,0.0,-0.6671189458087194,0.08978724839411546,1,9.0,1,1,-0.48639755064639495,-0.48639755064639495
2016-03-20,air_77488fa378cf98c3,0,0,0,1,0,0,0,-0.17371534321132015,-0.23864026226112328,1.0,0.16501153605649432,-0.07944093966099085,1,1.0,1,1,-0.701127978217749,-0.701127978217749
2016-03-21,air_77488fa378cf98c3,0,1,0,0,0,0,0,-0.6260022829226118,-0.7091500363753844,1.0,-0.3393099681042414,-0.4517429533822246,1,14.0,1,1,-1.1516257450221667,-1.1516257450221667
2016-03-22,air_77488fa378cf98c3,0,0,0,0,0,1,0,-0.5069794040512193,-0.2856912396725492,0.0,1.1232223939618917,-0.7676355710850898,1,11.0,1,1,-1.0179643916593526,-1.0179643916593526
2016-03-23,air_77488fa378cf98c3,0,0,0,0,0,0,1,-0.5188816919383585,-0.2268775179082666,0.0,-0.1880135168560207,-0.6096892622336572,1,14.0,1,1,-0.9156018580859114,-0.9156018580859114
2016-03-24,air_77488fa378cf98c3,0,0,0,0,1,0,0,-1.0544846468596247,-1.2031852991953587,0.0,-0.7175510962247931,-0.7789174502887635,1,4.0,1,1,-0.9758905683359332,-0.9758905683359332
2016-03-25,air_77488fa378cf98c3,1,0,0,0,0,0,0,-0.8997549043268145,-0.8738284573153757,0.0,0.8710616418815239,-1.03840067197326,1,12.0,1,1,-0.364280843927202,-0.364280843927202
2016-03-26,air_77488fa378cf98c3,0,0,1,0,0,0,0,-0.828341177003979,-0.7914892468453801,0.0,0.24065976168060463,-0.6548167790483522,1,13.0,1,1,-0.37018144110060835,-0.37018144110060835
2016-03-27,air_77488fa378cf98c3,0,0,0,1,0,0,0,-0.5664908434869156,-0.4856578936711104,0.0,-0.3393099681042414,-0.5532798662152885,1,9.0,1,1,-0.9353560312316632,-0.9353560312316632
2016-03-28,air_77488fa378cf98c3,0,1,0,0,0,0,0,-0.447467964615523,-0.43860691625968423,0.0,-0.616686795392646,-0.293796644530792,1,17.0,1,1,-1.0541376178093658,-1.0541376178093658
2016-03-29,air_77488fa378cf98c3,0,0,0,0,0,1,0,-0.3165427978569911,-0.121012818732558,0.0,1.022358093129745,-0.6209711414373309,1,12.0,1,1,-0.7757833598464994,-0.7757833598464994
2016-03-30,air_77488fa378cf98c3,0,0,0,0,0,0,1,-0.054692464339927624,0.043665602207433665,0.0,-0.5158224945604988,-0.21482349010507581,1,10.0,1,1,-0.8622399358220625,-0.8622399358220625
2016-03-31,air_77488fa378cf98c3,0,0,0,0,1,0,0,-0.030887888565649207,0.10247932397171632,0.0,1.0475741683377817,-0.3502060405491609,1,17.0,1,1,-0.8260667096720494,-0.8260667096720494
2016-04-01,air_77488fa378cf98c3,1,0,0,0,0,0,0,-0.30464050996985187,-0.1092500743797013,0.0,-0.7931993218489034,-0.2825147653271183,1,5.0,1,1,-0.616467236164527,-0.616467236164527
2016-04-02,air_77488fa378cf98c3,0,0,1,0,0,0,0,-0.5069794040512193,-0.8267774799039498,0.0,-1.3227369012176757,-0.22610536930874953,1,16.0,1,1,-0.6339124799815545,-0.6339124799815545
2016-04-03,air_77488fa378cf98c3,0,0,0,1,0,0,0,-0.18561763109845936,-0.20335202920255363,0.0,-1.2218726003855287,-0.1922597316977284,1,22.0,1,1,-1.1654793209945122,-1.1654793209945122
2016-04-04,air_77488fa378cf98c3,0,1,0,0,0,0,0,-0.04279017645278842,0.13776755703028556,0.0,-1.1714404499694553,-0.15841409408670704,1,4.0,1,1,-1.279643048914766,-1.279643048914766
2016-04-05,air_77488fa378cf98c3,0,0,0,0,0,1,0,-0.5069794040512193,-0.7562010137868104,0.0,-1.3227369012176757,-0.22610536930874953,1,11.0,1,1,-1.072352504735968,-1.072352504735968
2016-04-06,air_77488fa378cf98c3,0,0,0,0,0,0,1,-0.06659475222706683,0.2318695118531379,0.0,0.9214937922975978,-0.5194342286042672,1,10.0,1,1,-1.0043673633901988,-1.0043673633901988
2016-04-07,air_77488fa378cf98c3,0,0,0,0,1,0,0,-0.28083593419557346,-0.544471615435393,0.0,-1.3227369012176757,-0.00046778523527445337,1,6.0,1,1,-1.1218662114519433,-1.1218662114519433
2016-04-08,air_77488fa378cf98c3,1,0,0,0,0,0,0,0.20715786917713583,0.17305579008885524,0.0,-0.4401742689363885,0.07850536919044174,1,16.0,1,1,-0.5554088828049305,-0.5554088828049305
2016-04-09,air_77488fa378cf98c3,0,0,1,0,0,0,0,0.24286473283855367,0.4435989102045555,0.0,0.4928205137609724,-0.06815906045731694,1,8.0,1,1,-0.4617689711400031,-0.4617689711400031
2016-04-10,air_77488fa378cf98c3,0,0,0,1,0,0,0,0.24286473283855367,0.4553616545574122,0.0,-0.3897421185203149,0.08978724839411546,1,15.0,1,1,-1.0497763068551087,-1.0497763068551087
2016-04-11,air_77488fa378cf98c3,0,1,0,0,0,0,0,-0.447467964615523,-0.39155593884825823,0.0,0.3919562129288252,-0.46302483258589844,1,16.0,1,1,-1.3022192467956253,-1.3022192467956253
2016-04-12,air_77488fa378cf98c3,0,0,0,0,0,1,0,-0.5545885555997762,-0.4738951493182539,0.0,1.45103137166637,-0.6999442958630472,1,11.0,1,1,-1.1364894305338635,-1.1364894305338635
2016-04-13,air_77488fa378cf98c3,0,0,0,0,0,0,1,-0.09039932800134547,0.1260048126774293,0.0,-1.0201439987212344,-0.09072281886466456,1,13.0,1,1,-1.047210829823193,-1.047210829823193
2016-04-14,air_77488fa378cf98c3,0,0,0,0,1,0,0,0.016721262982907843,-0.20335202920255363,0.0,-1.2975208260096391,0.23645167804187434,1,4.0,1,1,-1.0136030807050957,-1.0136030807050957
2016-04-15,air_77488fa378cf98c3,1,0,0,0,0,0,0,0.12384185396716114,-0.026910863909705676,0.0,1.7284081989547746,-0.15841409408670704,1,9.0,1,1,-0.5836291301560045,-0.5836291301560045
2016-04-16,air_77488fa378cf98c3,0,0,1,0,0,0,0,0.016721262982907843,0.18481853444171195,0.0,-0.1880135168560207,-0.31636040293813966,1,5.0,1,1,-0.3647939393335851,-0.3647939393335851
2016-04-17,air_77488fa378cf98c3,0,0,0,1,0,0,0,0.5285196421298956,0.5847518424388338,0.0,-0.3393099681042414,0.665163087781477,1,20.0,1,1,-1.086975723817888,-1.086975723817888
2016-04-18,air_77488fa378cf98c3,0,1,0,0,0,0,0,0.42139905114564247,0.8082439851431081,0.0,-0.162797441647984,0.3718342284859593,1,5.0,1,1,-1.3930371337254455,-1.3930371337254455
2016-04-19,air_77488fa378cf98c3,0,0,0,0,0,1,0,0.18335329340285741,0.4200734214988425,0.0,1.3249509956261862,0.10106912759778937,1,4.0,1,1,-1.0713263139232017,-1.0713263139232017
2016-04-20,air_77488fa378cf98c3,0,0,0,0,0,0,1,-0.007083312791370577,0.008377369148863995,0.0,1.7031921237467378,-0.14713221488303332,1,9.0,1,1,-0.9356125789348548,-0.9356125789348548
2016-04-21,air_77488fa378cf98c3,0,0,0,0,1,0,0,0.0762327024186041,0.1260048126774293,0.0,-1.3227369012176757,0.11235100680146308,1,7.0,1,1,-1.043619161978511,-1.043619161978511
2016-04-22,air_77488fa378cf98c3,1,0,0,0,0,0,0,0.2666693086128321,0.46712439891026847,0.0,0.7701973410493771,0.2138879196345269,1,2.0,1,1,-0.5369374481751366,-0.5369374481751366
2016-04-23,air_77488fa378cf98c3,0,0,1,0,0,0,0,0.31427846016138933,0.39654793279312955,0.0,-1.070576149137308,0.3492704700786119,1,12.0,1,1,-0.4381665824463776,-0.4381665824463776
2016-04-24,air_77488fa378cf98c3,0,0,0,1,0,0,0,0.10003727819288273,-0.06219909696827535,0.0,-0.8184153970569402,0.15747852361615813,1,10.0,1,1,-1.0651691690466036,-1.0651691690466036
2016-04-25,air_77488fa378cf98c3,0,1,0,0,0,0,0,0.3737898995970856,0.40831067714598585,0.0,0.8206294914654505,0.2928610740602431,1,3.0,1,1,-1.253988278595608,-1.253988278595608
2016-04-26,air_77488fa378cf98c3,0,0,0,0,0,1,0,0.49281277846847815,0.7376675190259687,0.0,1.5266795972904805,0.3041429532639168,1,2.0,1,1,-0.9730685436008258,-0.9730685436008258
2016-04-27,air_77488fa378cf98c3,0,0,0,0,0,0,1,0.3737898995970856,0.2671577449117076,0.0,-1.2470886755935655,0.47337114131902314,1,6.0,1,1,-0.9533143704550741,-0.9533143704550741
2016-04-28,air_77488fa378cf98c3,0,0,0,0,1,0,0,-0.07849704011420605,-0.5327088710825365,0.0,-1.3227369012176757,0.27029731565289566,1,8.0,1,1,-0.7075416707975386,-0.7075416707975386
2016-04-29,air_77488fa378cf98c3,1,0,0,0,0,0,0,0.10003727819288273,0.043665602207433665,1.0,1.7788403493708485,0.08978724839411546,1,11.0,1,1,-0.531806494111305,-0.531806494111305
2016-04-30,air_77488fa378cf98c3,0,0,1,0,0,0,0,0.12384185396716114,0.3142087223231335,0.0,1.7536242741628112,-0.15841409408670704,1,10.0,1,1,-0.5767023421698317,-0.5767023421698317
2016-05-01,air_77488fa378cf98c3,0,0,0,1,0,0,0,0.42139905114564247,0.8435322182016773,0.0,1.0980063187538551,-0.034313422846295794,1,7.0,1,1,-0.8617268404156793,-0.8617268404156793
2016-05-02,air_77488fa378cf98c3,0,1,0,0,0,0,0,0.3380830359356678,0.18481853444171195,0.0,-0.9697118483051609,0.25901543644922176,1,7.0,1,1,-1.003597720280624,-1.003597720280624
2016-05-03,air_77488fa378cf98c3,0,0,0,0,0,1,0,0.6713470967755669,0.7023792859673991,1.0,0.1397954608484574,0.7441362422071933,1,13.0,1,1,-0.7131857202677534,-0.7131857202677534
2016-05-04,air_77488fa378cf98c3,0,0,0,0,0,0,1,0.9689042939540482,1.0905498496116646,1.0,0.9467098675056345,0.8795187926512782,1,9.0,1,1,-0.7709089534858593,-0.7709089534858593
2016-05-05,air_77488fa378cf98c3,0,0,0,0,1,0,0,0.909392854518352,1.008210639141669,1.0,1.8544885749949584,0.6990087253924984,1,11.0,1,1,-0.9663983033178447,-0.9663983033178447
2016-05-06,air_77488fa378cf98c3,1,0,0,0,0,0,0,0.3856921874842246,0.2671577449117076,0.0,-1.1462243747614183,0.4959348997263708,1,10.0,1,1,-1.1236620453742845,-1.1236620453742845
2016-05-07,air_77488fa378cf98c3,0,0,1,0,0,0,0,0.8498814150826557,0.8200067294959643,0.0,1.6023278229145905,0.6990087253924984,1,19.0,1,1,-0.6885571407613615,-0.6885571407613615
2016-05-08,air_77488fa378cf98c3,0,0,0,1,0,0,0,0.7308585362112632,0.8552949625545341,0.0,1.5518956724985173,0.7328543630035194,1,13.0,1,1,-1.0359227308827634,-1.0359227308827634
2016-05-09,air_77488fa378cf98c3,0,1,0,0,0,0,0,0.40949676325850304,0.2553950005588509,0.0,-1.3227369012176757,0.5636261749484133,1,10.0,1,1,-1.4725669217148358,-1.4725669217148358
2016-05-10,air_77488fa378cf98c3,0,0,0,0,0,1,0,0.4452036269199209,0.37302244408741614,0.0,-1.0201439987212344,0.5523442957447395,1,8.0,1,1,-1.3068371054530739,-1.3068371054530739
2016-05-11,air_77488fa378cf98c3,0,0,0,0,0,0,1,0.6713470967755669,0.9493969173773864,0.0,-0.9444957730971241,0.5410624165410656,1,12.0,1,1,-1.112887041840238,-1.112887041840238
2016-05-12,air_77488fa378cf98c3,0,0,0,0,1,0,0,0.8260768393083768,0.9964478947888123,0.0,1.9553528758271057,0.7215724837998458,1,2.0,1,1,-0.9900006920114702,-0.9900006920114702
