visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-16,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,-1.1306624462256667,-0.9305984635633349,0.0,0.6868252328403234,-1.3310335168608058,1,36.0,1,1,-0.6159225874313734,-0.6159225874313734
2016-01-17,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,-1.179483527247803,-1.363973891037723,0.0,-1.246578923894169,-1.0571827482445038,1,21.0,1,1,-1.2200560353820247,-1.2200560353820247
2016-01-18,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-1.2283046082699391,-1.2702710959081256,0.0,-0.7012598027639275,-1.4143794029614194,1,1.0,1,1,-1.5039351629243096,-1.5039351629243096
2016-01-19,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-1.7653364995134373,-2.066744854509704,0.0,-1.2217916911155218,-1.4858187339048026,1,6.0,1,1,-1.2671148513276542,-1.2671148513276542
2016-01-20,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-1.7165154184913014,-1.7856364691209117,0.0,-0.7012598027639275,-1.5215383993764942,1,16.0,1,1,-1.1419638381100878,-1.1419638381100878
2016-01-21,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-1.704310148235767,-1.691933673991314,0.0,-1.2217916911155218,-1.6048842854771077,1,5.0,1,1,-1.0198652886295352,-1.0198652886295352
2016-01-22,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-1.3381520405697456,-1.4576766861673205,0.0,-0.9987065961076956,-1.2715007410746533,1,25.0,1,1,-0.7113120792130552,-0.7113120792130552
2016-01-23,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,-1.6188732564470287,-1.7856364691209117,0.0,-1.246578923894169,-1.5929777303198773,1,42.0,1,1,-0.6380529495247236,-0.6380529495247236
2016-01-24,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,-2.290163120501402,-2.3712789386808955,0.0,-1.246578923894169,-2.0811464917663285,1,21.0,1,1,-1.3352865414542963,-1.3352865414542963
2016-01-25,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-1.8995944723243121,-2.0901705532921033,0.0,-1.2217916911155218,-1.8549219437789486,1,2.0,1,1,-1.359960623328491,-1.359960623328491
2016-01-26,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-1.5090258241472223,-1.621656577644116,0.0,-1.1970044583368742,-1.3786597374897278,1,3.0,1,1,-1.187242050209126,-1.187242050209126
2016-01-27,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-1.2405098785254731,-1.2702710959081256,0.0,-1.1970044583368742,-1.1643417446595783,1,25.0,1,1,-1.0356363512707731,-1.0356363512707731
2016-01-28,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-1.0330202841813942,-1.0477269574753316,0.0,-1.246578923894169,-0.8309582002571237,1,12.0,1,1,-1.0412325347886318,-1.0412325347886318
2016-01-29,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-0.7034779872819749,-0.74319287330414,0.0,-1.246578923894169,-0.41422876975405554,1,3.0,1,1,-0.8982754831051515,-0.8982754831051515
2016-01-30,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,-0.7278885277930428,-0.7080543251305409,0.0,0.5381018361684394,-0.5928270971125134,1,22.0,1,1,-0.5968446890750371,-0.5968446890750371
2016-01-31,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,-0.8865570411149857,-0.9657370117369339,0.0,0.09193164615278733,-0.7118926486848186,1,37.0,1,1,-1.1516299732772983,-1.1516299732772983
2016-02-01,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-1.1550729867367346,-1.3405481922553237,0.0,-1.2217916911155218,-0.9857434173011205,1,16.0,1,1,-1.406001951361783,-1.406001951361783
2016-02-02,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-1.2771256892920753,-1.2819839452993251,0.0,-0.6268981044279855,-1.0452761930872732,1,5.0,1,1,-1.2579574601166128,-1.2579574601166128
2016-02-03,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-1.216099338014405,-1.2117068489521272,0.0,-0.5277491733133962,-1.1881548549740395,1,7.0,1,1,-1.1831720985597742,-1.1831720985597742
2016-02-04,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-1.2649204190365413,-1.1765683007785281,0.0,0.36459120671790796,-1.3548466271752668,1,2.0,1,1,-1.1455250458032706,-1.1455250458032706
2016-02-05,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-1.2527151487810073,-1.1765683007785281,0.0,-0.37902577664151216,-1.1405286343451173,1,8.0,1,1,-0.771598238019078,-0.771598238019078
2016-02-06,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,-1.3015362298031434,-1.5630923306881177,0.0,-1.0730682944436376,-1.1524351895023481,1,10.0,1,1,-0.548514013238985,-0.548514013238985
2016-02-07,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,-1.4846152836361544,-1.4928152343409196,0.0,-1.0482810616649902,-1.42628595811865,1,22.0,1,1,-1.1590067606417482,-1.1590067606417482
2016-02-08,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-1.2527151487810073,-1.293696794690525,0.0,-0.25508961274827546,-1.402472847804189,1,18.0,1,1,-1.354618811788717,-1.354618811788717
2016-02-09,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-0.8865570411149857,-0.9540241623457343,0.0,1.1329954228559753,-0.9619303069866595,1,6.0,1,1,-1.136876398548398,-1.136876398548398
2016-02-10,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-1.1184571759701327,-0.8486085178249372,0.0,1.1825698884132703,-1.2357810756029617,1,43.0,1,1,-0.813060870446849,-0.813060870446849
2016-02-11,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-0.7767096088151791,-0.4972230360889465,1.0,0.8355486295122074,-1.1167155240306563,1,28.0,1,1,-0.8863200001351806,-0.8863200001351806
2016-02-12,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-0.22747244731614674,-0.23954034948255365,0.0,-1.0730682944436376,-0.39041565943959455,1,9.0,1,1,-0.8301037929785096,-0.8301037929785096
2016-02-13,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,0.04104349830560255,-0.028709060440959326,0.0,-0.8995576649931063,0.062033436535165375,1,19.0,1,1,-0.6403422973274839,-0.6403422973274839
2016-02-14,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,-0.7767096088151791,-0.26296604826495296,0.0,-1.2217916911155218,-0.950023751829429,1,16.0,1,1,-1.1765584271295777,-1.1765584271295777
2016-02-15,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-1.5334363646582905,-1.773923619729712,0.0,-0.7260470355425749,-1.2357810756029617,1,9.0,1,1,-1.3581800194818998,-1.3581800194818998
2016-02-16,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-1.423588932358484,-1.551379481296918,0.0,-1.1474299927795795,-1.2834072962318834,1,13.0,1,1,-1.19767130131059,-1.19767130131059
2016-02-17,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-1.3625625810808137,-1.504528083732119,0.0,-0.8251959666571642,-1.3905662926469582,1,26.0,1,1,-1.028768307862492,-1.028768307862492
2016-02-18,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-1.2283046082699391,-0.9540241623457343,0.0,-0.1311534488550388,-1.42628595811865,1,11.0,1,1,-1.0384344430297026,-1.0384344430297026
2016-02-19,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-0.7889148790707131,-0.8017571202601383,0.0,-0.6764725699852803,-0.9857434173011205,1,7.0,1,1,-0.7194519825117587,-0.7194519825117587
2016-02-20,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,-0.9475833923926559,-1.0945783550401305,0.0,-1.246578923894169,-0.7357057589992796,1,38.0,1,1,-0.7535378275750796,-0.7535378275750796
2016-02-21,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,-1.2283046082699391,-1.328835342864124,0.0,1.1082081900773282,-1.2119679652885007,1,32.0,1,1,-1.122122823819498,-1.122122823819498
2016-02-22,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-1.2649204190365413,-1.258558246516926,0.0,-1.246578923894169,-1.2715007410746533,1,7.0,1,1,-1.345207048599591,-1.345207048599591
2016-02-23,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-1.0330202841813942,-0.8486085178249372,0.0,0.042357180595492615,-0.9023975312005069,1,22.0,1,1,-1.128990867227779,-1.128990867227779
2016-02-24,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-1.1428677164812007,-1.188281150169728,0.0,-0.4781747077561015,-1.2595941859174227,1,9.0,1,1,-1.0849845150191633,-1.0849845150191633
2016-02-25,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-1.4724100133806202,-1.46938953555852,0.0,-0.4781747077561015,-1.402472847804189,1,27.0,1,1,-0.9806920040045245,-0.9806920040045245
2016-02-26,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-1.3381520405697456,-1.1531426019961288,0.0,0.8107613967335602,-1.5453515096909551,1,32.0,1,1,-0.5706443753323351,-0.5706443753323351
2016-02-27,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,-0.9597886626481898,-0.7080543251305409,0.0,-0.7012598027639275,-0.9738368621438902,1,35.0,1,1,-0.40250449781849074,-0.40250449781849074
2016-02-28,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,-0.4593725821712938,-0.2981045964385521,0.0,1.2073571211919176,-0.7237992038420491,1,21.0,1,1,-0.9860338155442987,-0.9860338155442987
2016-02-29,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-1.2649204190365413,-0.74319287330414,0.0,-0.4286002421988069,-1.2953138513891143,1,26.0,1,1,-1.297385116719708,-1.297385116719708
2016-03-01,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-1.5578469051693586,-1.5982308788617168,0.0,-0.05679175051909682,-1.3191269617035752,1,30.0,1,1,-1.188259538121464,-1.188259538121464
2016-03-02,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-1.1672782569922688,-0.9071727647809356,0.0,1.1329954228559753,-1.3667531823324972,1,18.0,1,1,-1.0582754573202924,-1.0582754573202924
2016-03-03,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-0.6912727170264408,-0.2512531988737535,0.0,1.3560805178638016,-1.0214630827728122,1,23.0,1,1,-1.0750640078738682,-1.0750640078738682
2016-03-04,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-0.1664460960384765,0.029855186515039073,0.0,-0.23030237996962824,-0.24753699755282815,1,22.0,1,1,-0.7019003160239292,-0.7019003160239292
2016-03-05,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,0.12648039009434084,0.3226764212950311,0.0,1.2569315867492121,-0.27135010786728936,1,42.0,1,1,-0.47856171926575164,-0.47856171926575164
2016-03-06,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,0.05324876856113634,0.11184513225343676,0.0,-0.7756215010998696,0.07393999169239586,1,32.0,1,1,-1.1134741765646254,-1.1134741765646254
2016-03-07,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-0.25188298782721497,-0.3800945421769497,0.0,-1.1970044583368742,-0.021312449565448196,1,25.0,1,1,-1.401931999712431,-1.401931999712431
2016-03-08,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-0.34952514987148725,-0.20440180130895452,0.0,-0.4286002421988069,-0.2237238872383672,1,12.0,1,1,-1.0659066166628268,-1.0659066166628268
2016-03-09,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-0.7889148790707131,-0.9774498611281336,0.0,-1.246578923894169,-0.5452008764835912,1,30.0,1,1,-1.1124566886522875,-1.1124566886522875
2016-03-10,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-0.8621465006039176,-1.0243012586929323,0.0,-1.172217225558227,-0.7833319796282017,1,22.0,1,1,-0.9916299990621573,-0.9916299990621573
2016-03-11,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-1.2283046082699391,-1.363973891037723,0.0,-1.097855527222285,-1.0214630827728122,1,33.0,1,1,-0.6520434083193702,-0.6520434083193702
2016-03-12,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,-1.3259467703142114,-1.293696794690525,0.0,-0.9987065961076956,-1.2834072962318834,1,37.0,1,1,-0.4615187967340912,-0.4615187967340912
2016-03-13,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,-1.179483527247803,-1.1531426019961288,0.0,-1.246578923894169,-1.1524351895023481,1,21.0,1,1,-1.0631085249038976,-1.0631085249038976
2016-03-14,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-0.9719939329037239,-0.9305984635633349,0.0,-0.8499831994358116,-0.8785844208860459,1,12.0,1,1,-1.2928064211141872,-1.2928064211141872
2016-03-15,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-0.8377359600928493,-0.7549057226953396,0.0,0.9099103278481492,-0.7118926486848186,1,30.0,1,1,-1.0170671968706058,-1.0170671968706058
2016-03-16,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-0.6790674467709068,-0.33324314461215115,0.0,0.4637401378324974,-0.7952385347854323,1,33.0,1,1,-0.9275282605848671,-0.9275282605848671
2016-03-17,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-0.3861409606380895,-0.028709060440959326,0.0,1.306506052306507,-0.7714254244709712,1,14.0,1,1,-0.8799607006830685,-0.8799607006830685
2016-03-18,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-0.14203555552740846,-0.33324314461215115,0.0,-1.1474299927795795,-0.05703211503713985,1,37.0,1,1,-0.5034901731180311,-0.5034901731180311
2016-03-19,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,-0.300704068849351,-0.4035202409593494,0.0,-0.32945131108421744,-0.3427894388106724,1,52.0,1,1,-0.4859385066302017,-0.4859385066302017
2016-03-20,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,-0.6302463657487706,-0.5440744336537455,1.0,1.4304422161997437,-0.5452008764835912,1,54.0,1,1,-0.6988478522869154,-0.6988478522869154
2016-03-21,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-0.7889148790707131,-0.6729157769569419,1.0,0.9594847934054441,-0.7833319796282017,1,84.0,1,1,-1.1455250458032706,-1.1455250458032706
2016-03-22,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-0.6546569062598386,-0.2981045964385521,0.0,1.5543783800929805,-1.1405286343451173,1,5.0,1,1,-1.0129972452212541,-1.0129972452212541
2016-03-23,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-0.520398933448964,-0.3800945421769497,0.0,0.017569947816845146,-0.5809205419552829,1,6.0,1,1,-0.9115028259655447,-0.9115028259655447
2016-03-24,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-0.7645043385596451,-0.8017571202601383,0.0,-0.05679175051909682,-0.6166402074269743,1,13.0,1,1,-0.9712802408153985,-0.9712802408153985
2016-03-25,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-0.9109675816260536,-0.8251828190425377,0.0,1.306506052306507,-0.9023975312005069,1,53.0,1,1,-0.364857445061987,-0.364857445061987
2016-03-26,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,-0.8133254195817814,-0.5206487348713462,0.0,1.0090592589627387,-1.0571827482445038,1,58.0,1,1,-0.37070800055793013,-0.37070800055793013
2016-03-27,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,-0.8133254195817814,-0.7783314214777391,0.0,0.3398039739392607,-0.7595188693137407,1,29.0,1,1,-0.93108946827805,-0.93108946827805
2016-03-28,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-0.6546569062598386,-0.35666884339455046,0.0,1.455229448978391,-0.9023975312005069,1,5.0,1,1,-1.0488636941311664,-1.0488636941311664
2016-03-29,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-0.3617304201270213,-0.2981045964385521,0.0,-0.45338747497745413,-0.6047336522697438,1,45.0,1,1,-0.7728700979095005,-0.7728700979095005
2016-03-30,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-0.05659866373866996,-0.06384760861455845,0.0,-1.0730682944436376,-0.021312449565448196,1,3.0,1,1,-0.8585934545239718,-0.8585934545239718
2016-03-31,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-0.21526717706061274,-0.2746788976561528,0.0,-1.0234938288863429,-0.05703211503713985,1,40.0,1,1,-0.8227270056140594,-0.8227270056140594
2016-04-01,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-0.264088258082749,-0.46208448791534784,0.0,-1.1970044583368742,-0.04512555987990937,1,27.0,1,1,-0.6149050995190355,-0.6149050995190355
2016-04-02,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,0.06545403881667057,0.11184513225343676,0.0,0.8355486295122074,0.09775310200685702,1,28.0,1,1,-0.6322023940287804,-0.6322023940287804
2016-04-03,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,0.17530147111647687,0.33438927068623053,0.0,-0.9987065961076956,0.3120710948370065,1,40.0,1,1,-1.1592611326198328,-1.1592611326198328
2016-04-04,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-0.21526717706061274,-0.5089358854801463,0.0,-1.246578923894169,0.014407215906243243,1,9.0,1,1,-1.2724566628674285,-1.2724566628674285
2016-04-05,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-0.2030619068050787,-0.11069900617935742,0.0,0.8603358622908547,-0.2237238872383672,1,73.0,1,1,-1.0669241045751647,-1.0669241045751647
2016-04-06,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-0.1054197447608062,-0.028709060440959326,0.0,-0.03200451774044936,-0.2832566630245198,1,17.0,1,1,-0.9995155303827764,-0.9995155303827764
2016-04-07,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,0.21191728188307912,0.3812406682510295,0.0,-1.246578923894169,0.07393999169239586,1,3.0,1,1,-1.1160178963454703,-1.1160178963454703
2016-04-08,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-0.12983028527187446,-0.05213475922335902,0.0,0.09193164615278733,-0.05703211503713985,1,8.0,1,1,-0.5543645687349281,-0.5543645687349281
2016-04-09,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,0.05324876856113634,0.287537873121432,0.0,0.6620380000616761,-0.06893867019437033,1,16.0,1,1,-0.4615187967340912,-0.4615187967340912
2016-04-10,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,0.004427687539000306,0.1821222286006346,0.0,-0.10636621607639155,0.062033436535165375,1,42.0,1,1,-1.0445393705037302,-1.0445393705037302
2016-04-11,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-0.3129093391048852,-0.34495599400335103,0.0,0.7611869311762653,-0.3427894388106724,1,7.0,1,1,-1.294841396938863,-1.294841396938863
2016-04-12,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-0.14203555552740846,0.14698368042703588,0.0,0.6372507672830287,-0.5094812110118998,1,25.0,1,1,-1.130517099096286,-1.130517099096286
2016-04-13,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,0.028838228050068325,-0.040421909832159174,0.0,-0.800408733878517,0.1691924329502401,1,9.0,1,1,-1.0419956507228854,-1.0419956507228854
2016-04-14,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,0.08986457932773859,0.07670658407983763,0.0,0.5876763017257342,0.25253831905085367,1,21.0,1,1,-1.0086729215938177,-1.0086729215938177
2016-04-15,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,0.004427687539000306,0.08841943347103748,0.0,1.5791656128716276,0.014407215906243243,1,15.0,1,1,-0.5823454863242215,-0.5823454863242215
2016-04-16,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,0.2729436331607494,0.5569334091190247,0.0,0.11671887893143458,0.014407215906243243,1,38.0,1,1,-0.365366189018156,-0.365366189018156
2016-04-17,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,0.08986457932773859,-0.00528336165856005,0.0,1.3808677506424487,0.014407215906243243,1,25.0,1,1,-1.0814233073259805,-1.0814233073259805
2016-04-18,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,-0.1908566365495447,-0.3800945421769497,0.0,-1.172217225558227,-0.1641911114522146,1,5.0,1,1,-1.3848890771807707,-1.3848890771807707
2016-04-19,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,-0.1786513662940105,0.08841943347103748,0.0,1.3808677506424487,-0.3427894388106724,1,7.0,1,1,-1.0659066166628268,-1.0659066166628268
2016-04-20,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,-0.019982852972067713,0.22897362616543354,0.0,1.1082081900773282,-0.4499484352257472,1,3.0,1,1,-0.9313438402561345,-0.9313438402561345
2016-04-21,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,0.12648039009434084,0.05328088529743835,0.0,-1.246578923894169,0.12156621232131799,1,17.0,1,1,-1.0384344430297026,-1.0384344430297026
2016-04-22,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,0.23632782239414712,0.21726077677423372,0.0,0.8603358622908547,0.34779076030869777,1,27.0,1,1,-0.5360497863128452,-0.5360497863128452
2016-04-23,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,0.0166329577945341,0.05328088529743835,0.0,-0.9739193633290483,0.21681865357916225,1,59.0,1,1,-0.43811657475031857,-0.43811657475031857
2016-04-24,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,0.004427687539000306,-0.016996211049759895,0.0,-0.4286002421988069,0.07393999169239586,1,39.0,1,1,-1.0598016891887991,-1.0598016891887991
2016-04-25,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,0.15089093060540884,0.3226764212950311,0.0,-0.6516853372066329,-0.0927517805088315,1,10.0,1,1,-1.24701946505898,-1.24701946505898
2016-04-26,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,0.44381741673822594,0.6389233548574224,0.0,0.4637401378324974,0.3835104257803894,1,15.0,1,1,-0.9684821490564692,-0.9684821490564692
2016-04-27,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,0.21191728188307912,0.01814233712383923,0.0,-1.2217916911155218,0.44304320156654203,1,11.0,1,1,-0.948895506743964,-0.948895506743964
2016-04-28,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,-0.21526717706061274,-0.3683816927857503,0.0,-1.246578923894169,-0.021312449565448196,1,16.0,1,1,-0.7052071517390276,-0.7052071517390276
2016-04-29,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,-0.2030619068050787,-0.18097610252655524,1.0,1.7278890095435115,-0.2237238872383672,1,37.0,1,1,-0.5309623467511555,-0.5309623467511555
2016-04-30,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,0.17530147111647687,0.42809206581582804,0.0,1.827037940658101,-0.2356304423955977,1,59.0,1,1,-0.5754774429159404,-0.5754774429159404
2016-05-01,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,0.41940687622715794,0.6506362042486218,0.0,1.678314543986217,0.1691924329502401,1,31.0,1,1,-0.8580847105678029,-0.8580847105678029
2016-05-02,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,0.5780753895491006,0.7326261499870199,0.0,0.9842720261840914,0.3596973154659284,1,42.0,1,1,-0.9987524144485229,-0.9987524144485229
2016-05-03,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,0.22412255213861335,0.11184513225343676,1.0,-1.0482810616649902,0.26444487420808416,1,46.0,1,1,-0.7108033352568862,-0.7108033352568862
2016-05-04,air_fe22ef5a9cbef123,0,0,0,0,0,0,1,0.5658701192935665,0.72091330059582,1.0,1.8766124062153955,0.27635142936531487,1,38.0,1,1,-0.7680370303258953,-0.7680370303258953
2016-05-05,air_fe22ef5a9cbef123,0,0,0,0,1,0,0,0.6024859300601687,0.7326261499870199,1.0,0.8603358622908547,0.5263890876671555,1,15.0,1,1,-0.9618684776262726,-0.9618684776262726
2016-05-06,air_fe22ef5a9cbef123,1,0,0,0,0,0,0,0.2973541736718174,0.10013228286223691,0.0,-1.246578923894169,0.26444487420808416,1,17.0,1,1,-1.1177985001920618,-1.1177985001920618
2016-05-07,air_fe22ef5a9cbef123,0,0,1,0,0,0,0,0.3705857952050219,0.26411217433903267,0.0,0.5876763017257342,0.3835104257803894,1,35.0,1,1,-0.6863836253607757,-0.6863836253607757
2016-05-08,air_fe22ef5a9cbef123,0,0,0,1,0,0,0,0.4926384977603624,0.7326261499870199,0.0,-0.007217284961802105,0.26444487420808416,1,22.0,1,1,-1.030803283687168,-1.030803283687168
2016-05-09,air_fe22ef5a9cbef123,0,1,0,0,0,0,0,0.2729436331607494,-0.00528336165856005,0.0,-1.246578923894169,0.4787628670382337,1,16.0,1,1,-1.463744390386961,-1.463744390386961
2016-05-10,air_fe22ef5a9cbef123,0,0,0,0,0,1,0,0.32176471418288544,0.36952781885982966,0.0,-1.246578923894169,0.25253831905085367,1,7.0,1,1,-1.2994200925443837,-1.2994200925443837
