visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Creative cuisine,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-01-16,air_d0a1e69685259c92,0,0,1,0,0,0,0,-1.079416644704775,-0.977286270134859,0.0,0.93553834206025,-1.1432543432931628,1,13.0,1,1,-0.6607456721890179,-0.660745672189018
2016-01-17,air_d0a1e69685259c92,0,0,0,1,0,0,0,-1.1667441223069461,-1.3739838697703914,0.0,-0.5662153682891778,-1.0834966049469197,1,1.0,1,1,-1.2669525001006035,-1.2669525001006037
2016-01-18,air_d0a1e69685259c92,0,1,0,0,0,0,0,-1.541004740601964,-1.6715070694970406,0.0,-0.9917122528881824,-1.3344791060011407,1,13.0,1,1,-1.5518058979740055,-1.5518058979740055
2016-01-19,air_d0a1e69685259c92,0,0,0,0,0,1,0,-1.2540715999091168,-1.3739838697703914,0.0,0.93553834206025,-1.2508182723164003,1,3.0,1,1,-1.314172821432664,-1.314172821432664
2016-01-20,air_d0a1e69685259c92,0,0,0,0,0,0,1,-1.3788251393407895,-1.3119998698273394,0.0,0.9605675705660737,-1.4420430350243783,1,3.0,1,1,-1.1885922911874007,-1.1885922911874007
2016-01-21,air_d0a1e69685259c92,0,0,0,0,1,0,0,-1.216645538079615,-1.262412669872898,0.0,0.5100414574612455,-1.2388667246471516,1,5.0,1,1,-1.066074700704217,-1.066074700704217
2016-01-22,air_d0a1e69685259c92,1,0,0,0,0,0,0,-1.1667441223069461,-1.1632382699640147,0.0,0.685246057002012,-0.9998357712621793,1,7.0,1,1,-0.7564625397540051,-0.7564625397540052
2016-01-23,air_d0a1e69685259c92,0,0,1,0,0,0,0,-1.403775847227124,-1.6467134695198198,0.0,-1.292062994958068,-1.047641961939174,1,18.0,1,1,-0.682951985464095,-0.6829519854640951
2016-01-24,air_d0a1e69685259c92,0,0,0,1,0,0,0,-1.4786279708861279,-1.299603069838729,0.0,0.9105091135544262,-1.5018007733706213,1,8.0,1,1,-1.382578476119108,-1.3825784761191082
2016-01-25,air_d0a1e69685259c92,0,1,0,0,0,0,0,-1.5285293866587968,-1.398777469747612,0.0,1.060684484589369,-1.6691224407401022,1,3.0,1,1,-1.4073372391959182,-1.4073372391959182
2016-01-26,air_d0a1e69685259c92,0,0,0,0,0,1,0,-1.4162512011702915,-1.2500158698842876,0.0,0.810392199531131,-1.5137523210398702,1,3.0,1,1,-1.2340258976582479,-1.2340258976582479
2016-01-27,air_d0a1e69685259c92,0,0,0,0,0,0,1,-1.1043673525911097,-0.7789374703170928,0.0,1.0106260275777215,-1.4898492257013727,1,17.0,1,1,-1.0818998894749616,-1.0818998894749616
2016-01-28,air_d0a1e69685259c92,0,0,0,0,1,0,0,-0.9172370434436006,-0.7045566703854306,0.0,1.0106260275777215,-1.107399700285417,1,17.0,1,1,-1.087515279038774,-1.0875152790387743
2016-01-29,air_d0a1e69685259c92,1,0,0,0,0,0,0,-1.216645538079615,-1.4731582696792744,0.0,-1.3421214519697156,-1.047641961939174,1,22.0,1,1,-0.94406760018138,-0.9440676001813801
2016-01-30,air_d0a1e69685259c92,0,0,1,0,0,0,0,-1.4786279708861279,-1.8202686693603651,0.0,-1.3421214519697156,-1.1791089863009085,1,12.0,1,1,-0.6416022986760205,-0.6416022986760206
2016-02-03,air_d0a1e69685259c92,0,0,0,0,0,0,1,-1.266546953852284,-1.299603069838729,0.0,0.434953771943774,-1.1791089863009085,1,5.0,1,1,-1.2299419779754752,-1.2299419779754752
2016-02-04,air_d0a1e69685259c92,0,0,0,0,1,0,0,-1.2540715999091168,-1.262412669872898,0.0,0.13460302987388859,-1.2269151769779032,1,9.0,1,1,-1.1921657209098269,-1.1921657209098269
2016-02-05,air_d0a1e69685259c92,1,0,0,0,0,0,0,-0.9546631052731024,-0.7913342703057032,0.0,0.9105091135544262,-1.2866729153241463,1,13.0,1,1,-0.8169556000550771,-0.8169556000550771
2016-02-06,air_d0a1e69685259c92,0,0,1,0,0,0,0,-1.0544659368184404,-1.2128254699184564,0.0,-1.0918291669114777,-0.8325141038926985,1,24.0,1,1,-0.5931057524430936,-0.5931057524430937
2016-02-07,air_d0a1e69685259c92,0,0,0,1,0,0,0,-1.266546953852284,-1.2748094698615082,0.0,0.8854798850486025,-1.1791089863009085,1,4.0,1,1,-1.2056937048590117,-1.2056937048590117
2016-02-08,air_d0a1e69685259c92,0,1,0,0,0,0,0,-1.3413990775112876,-1.2872062698501185,0.0,0.034486115850593316,-1.2030120816394059,1,6.0,1,1,-1.401977094612279,-1.401977094612279
2016-02-09,air_d0a1e69685259c92,0,0,0,0,0,1,0,-1.0669412907616078,-0.617779070465158,0.0,0.810392199531131,-1.2866729153241463,1,16.0,1,1,-1.1834873915839348,-1.1834873915839348
2016-02-10,air_d0a1e69685259c92,0,0,0,0,0,0,1,-1.1417934144206114,-1.1012542700209629,0.0,1.1357721701068406,-1.16715743863166,1,10.0,1,1,-0.8585605318233248,-0.8585605318233249
2016-02-11,air_d0a1e69685259c92,0,0,0,0,1,0,0,-1.1417934144206114,-1.0144766701006902,1.0,1.1357721701068406,-1.1552058909624114,1,13.0,1,1,-0.932071086113235,-0.9320710861132351
2016-02-12,air_d0a1e69685259c92,1,0,0,0,0,0,0,-0.9920891671026042,-0.9648894701462486,0.0,-0.7414199678299445,-1.1791089863009085,1,19.0,1,1,-0.8756619454949358,-0.8756619454949359
2016-02-13,air_d0a1e69685259c92,0,0,1,0,0,0,0,-0.1437650989672299,0.2623937287261795,0.0,-0.19077694070182097,-0.3664037447920022,1,17.0,1,1,-0.6852491902856547,-0.6852491902856547
2016-02-14,air_d0a1e69685259c92,0,0,0,1,0,0,0,0.4176258284752972,0.41115532858950404,0.0,-0.24083539771346837,0.44630149671690394,1,2.0,1,1,-1.2233056084909695,-1.2233056084909695
2016-02-15,air_d0a1e69685259c92,0,1,0,0,0,0,0,-0.8798109816140988,-0.5186046705562748,0.0,-1.2420045379464202,-0.9759326759236819,1,8.0,1,1,-1.405550524334705,-1.405550524334705
2016-02-16,air_d0a1e69685259c92,0,0,0,0,0,1,0,-1.1916948301932806,-1.200428669929846,0.0,1.0106260275777215,-1.2149636293086545,1,9.0,1,1,-1.2444909418453531,-1.2444909418453534
2016-02-17,air_d0a1e69685259c92,0,0,0,0,0,0,1,-1.1168427065342768,-0.7789374703170928,0.0,0.7853629710253073,-1.2030120816394059,1,9.0,1,1,-1.0750082750102825,-1.0750082750102825
2016-02-18,air_d0a1e69685259c92,0,0,0,0,1,0,0,-1.1168427065342768,-1.1136510700095734,0.0,0.35986608642630263,-1.2269151769779032,1,9.0,1,1,-1.0847075842568679,-1.0847075842568679
2016-02-19,air_d0a1e69685259c92,1,0,0,0,0,0,0,-0.6802053185234226,-0.394636670670171,0.0,0.9855967990718978,-1.071545057277671,1,18.0,1,1,-0.7646303791195507,-0.7646303791195508
2016-02-20,air_d0a1e69685259c92,0,0,1,0,0,0,0,-0.892286335557266,-1.0516670700665214,0.0,-1.1919460809347728,-0.5815316028384775,1,7.0,1,1,-0.7988332064627728,-0.7988332064627729
2016-02-21,air_d0a1e69685259c92,0,0,0,1,0,0,0,-0.7051560264097569,-0.49381107057905416,0.0,-0.3910107687484113,-0.6173862458462234,1,13.0,1,1,-1.1686831827338833,-1.1686831827338835
2016-02-22,air_d0a1e69685259c92,0,1,0,0,0,0,0,-1.0544659368184404,-1.2252222699070667,0.0,-1.2169753094405966,-0.7727563655464554,1,5.0,1,1,-1.3925330303458667,-1.3925330303458667
2016-02-23,air_d0a1e69685259c92,0,0,0,0,0,1,0,-1.0544659368184404,-1.200428669929846,0.0,-1.3170922234638918,-0.7727563655464554,1,6.0,1,1,-1.1755747971985624,-1.1755747971985624
2016-02-24,air_d0a1e69685259c92,0,0,0,0,0,0,1,-1.1667441223069461,-1.485555069667885,0.0,-1.3170922234638918,-1.0595935096084224,1,15.0,1,1,-1.1314174156285817,-1.1314174156285817
2016-02-25,air_d0a1e69685259c92,0,0,0,0,1,0,0,-1.4162512011702915,-1.398777469747612,0.0,-0.8415368818532396,-1.3105760106626434,1,9.0,1,1,-1.026766973757529,-1.0267669737575291
2016-02-26,air_d0a1e69685259c92,1,0,0,0,0,0,0,-1.1667441223069461,-1.0268734700893005,0.0,1.2859475411417831,-1.3464306536703894,1,12.0,1,1,-0.6153120657181707,-0.6153120657181708
2016-02-27,air_d0a1e69685259c92,0,0,1,0,0,0,0,-0.9172370434436006,-0.8905086702145864,0.0,1.2859475411417831,-1.035690414269925,1,38.0,1,1,-0.44659513382361987,-0.44659513382362
2016-02-28,air_d0a1e69685259c92,0,0,0,1,0,0,0,-0.8049588579550953,-0.5805886704993267,0.0,1.1107429416010168,-0.916174937577439,1,15.0,1,1,-1.0321271183411682,-1.0321271183411682
2016-02-29,air_d0a1e69685259c92,0,1,0,0,0,0,0,-0.8548602737277641,-0.6053822704765475,0.0,-0.8165076533474158,-0.7847079132157041,1,4.0,1,1,-1.3445469740732865,-1.3445469740732865
2016-03-01,air_d0a1e69685259c92,0,0,0,0,0,1,0,-1.2415962459659493,-1.1632382699640147,0.0,1.3860644551650785,-1.107399700285417,1,10.0,1,1,-1.2350468775789412,-1.2350468775789412
2016-03-02,air_d0a1e69685259c92,0,0,0,0,0,0,1,-1.1043673525911097,-0.9029054702031967,0.0,0.8354214280369546,-1.2269151769779032,1,5.0,1,1,-1.1046166927103853,-1.1046166927103853
2016-03-03,air_d0a1e69685259c92,0,0,0,0,1,0,0,-0.7425820882392589,-0.40703347065878154,0.0,1.3610352266592547,-1.0834966049469197,1,23.0,1,1,-1.121462861401823,-1.121462861401823
2016-03-04,air_d0a1e69685259c92,1,0,0,0,0,0,0,-0.5928778409212515,-0.46901747060183324,0.0,1.0857137130951926,-0.6890955318617151,1,9.0,1,1,-0.747018475487593,-0.7470184754875931
2016-03-05,air_d0a1e69685259c92,0,0,1,0,0,0,0,-0.5554517790917498,-0.4194302706473917,0.0,-0.6913615108182968,-0.43811303080749403,1,18.0,1,1,-0.5229133828954363,-0.5229133828954364
2016-03-06,air_d0a1e69685259c92,0,0,0,1,0,0,0,-0.24356793051256811,-0.29546227076128784,0.0,-0.5662153682891778,-0.28274291110726196,1,4.0,1,1,-1.1600048534079912,-1.1600048534079912
2016-03-07,air_d0a1e69685259c92,0,1,0,0,0,0,0,-0.13128974502406265,-0.5186046705562748,0.0,-1.3421214519697156,0.17141590032418577,1,13.0,1,1,-1.4494526609245124,-1.4494526609245124
2016-03-08,air_d0a1e69685259c92,0,0,0,0,0,1,0,0.08079127200978103,0.13842572884007565,0.0,0.685246057002012,0.15946435265493697,1,7.0,1,1,-1.1122740421155843,-1.1122740421155843
2016-03-09,air_d0a1e69685259c92,0,0,0,0,0,0,1,-0.8049588579550953,-0.5929854704879371,0.0,-1.3421214519697156,-0.9042233899081903,1,18.0,1,1,-1.158983873487298,-1.158983873487298
2016-03-10,air_d0a1e69685259c92,0,0,0,0,1,0,0,-1.1293180604774442,-1.3863806697590018,0.0,-1.3421214519697156,-0.9281264852466876,1,4.0,1,1,-1.037742507904981,-1.037742507904981
2016-03-11,air_d0a1e69685259c92,1,0,0,0,0,0,0,-1.3164483696249532,-1.683903869485651,0.0,-1.3421214519697156,-0.9998357712621793,1,10.0,1,1,-0.6969904593736264,-0.6969904593736265
2016-03-12,air_d0a1e69685259c92,0,0,1,0,0,0,0,-1.1667441223069461,-1.398777469747612,0.0,-0.9917122528881824,-1.011787318931428,1,24.0,1,1,-0.5058119692238253,-0.5058119692238254
2016-03-13,air_d0a1e69685259c92,0,0,0,1,0,0,0,-1.0544659368184404,-1.299603069838729,0.0,-1.3170922234638918,-0.8922718422389416,1,14.0,1,1,-1.1094663473336779,-1.1094663473336779
2016-03-14,air_d0a1e69685259c92,0,1,0,0,0,0,0,-1.1792194762501131,-1.584729469576768,0.0,-1.3421214519697156,-0.8922718422389416,1,3.0,1,1,-1.339952564430167,-1.339952564430167
2016-03-15,air_d0a1e69685259c92,0,0,0,0,0,1,0,-0.8798109816140988,-0.6921598703968203,0.0,1.5112105976941974,-0.8803202945696931,1,14.0,1,1,-1.0632670059223108,-1.0632670059223108
2016-03-16,air_d0a1e69685259c92,0,0,0,0,0,0,1,-0.8049588579550953,-0.7169534703740409,0.0,-0.7414199678299445,-1.011787318931428,1,4.0,1,1,-0.9734207729013095,-0.9734207729013095
2016-03-17,air_d0a1e69685259c92,0,0,0,0,1,0,0,-0.2560432844557354,0.08883852888563384,0.0,1.5112105976941974,-0.5934831505077262,1,26.0,1,1,-0.9256899616089025,-0.9256899616089026
2016-03-18,air_d0a1e69685259c92,1,0,0,0,0,0,0,-0.043962267421891646,0.2128065287717377,0.0,0.560099914472893,-0.4500645784767427,1,17.0,1,1,-0.5479273909524196,-0.5479273909524197
2016-03-19,air_d0a1e69685259c92,0,0,1,0,0,0,0,-0.031486913478724426,-0.3698430706929503,0.0,-0.8665661103590634,0.2670282816781746,1,19.0,1,1,-0.530315487320462,-0.5303154873204621
2016-03-20,air_d0a1e69685259c92,0,0,0,1,0,0,0,-0.21861722262623345,-0.08471667095491137,1.0,-0.040601569666878036,-0.3664037447920022,1,1.0,1,1,-0.7439555357255134,-0.7439555357255135
2016-03-21,air_d0a1e69685259c92,0,1,0,0,0,0,0,-0.7051560264097569,-0.7293502703626513,1.0,-0.21580616920764467,-0.533725412161483,1,6.0,1,1,-1.1921657209098269,-1.1921657209098269
2016-03-22,air_d0a1e69685259c92,0,0,0,0,0,1,0,-0.518025717262248,-0.27066867078406714,0.0,0.8604506565427789,-0.7129986272002123,1,3.0,1,1,-1.059183086239538,-1.059183086239538
2016-03-23,air_d0a1e69685259c92,0,0,0,0,0,0,1,-0.4556489475464116,-0.20868467084101522,0.0,0.13460302987388859,-0.4620161261459913,1,14.0,1,1,-0.9573403391503916,-0.9573403391503916
2016-03-24,air_d0a1e69685259c92,0,0,0,0,1,0,0,-1.1043673525911097,-1.262412669872898,0.0,-0.9666830243823586,-0.8683687469004445,1,11.0,1,1,-1.017322909491117,-1.017322909491117
2016-03-25,air_d0a1e69685259c92,1,0,0,0,0,0,0,-0.8798109816140988,-0.6549694704309891,0.0,0.9605675705660737,-1.0595935096084224,1,18.0,1,1,-0.40881887675797157,-0.4088188767579717
2016-03-26,air_d0a1e69685259c92,0,0,1,0,0,0,0,-0.892286335557266,-0.8905086702145864,0.0,0.20969071539135994,-0.7488532702079582,1,22.0,1,1,-0.41468951130195747,-0.4146895113019576
2016-03-27,air_d0a1e69685259c92,0,0,0,1,0,0,0,-0.5928778409212515,-0.4442238706246123,0.0,-0.040601569666878036,-0.6412893411847206,1,4.0,1,1,-0.9769942026237356,-0.9769942026237357
2016-03-28,air_d0a1e69685259c92,0,1,0,0,0,0,0,-0.4805996554327461,-0.35744627070433976,0.0,-0.6413030538066493,-0.28274291110726196,1,4.0,1,1,-1.0951726284439731,-1.0951726284439731
2016-03-29,air_d0a1e69685259c92,0,0,0,0,0,1,0,-0.26851863839890255,-0.13430387090935272,0.0,1.1107429416010168,-0.47396767381523985,1,24.0,1,1,-0.8182318249559435,-0.8182318249559436
2016-03-30,air_d0a1e69685259c92,0,0,0,0,0,0,1,-0.031486913478724426,0.039251328931192486,0.0,-0.4410692257600588,-0.23493672043026745,1,17.0,1,1,-0.9042493832743453,-0.9042493832743455
2016-03-31,air_d0a1e69685259c92,0,0,0,0,1,0,0,-0.031486913478724426,0.06404492890841317,0.0,0.93553834206025,-0.29469445877651057,1,14.0,1,1,-0.8682598410699102,-0.8682598410699103
2016-04-01,air_d0a1e69685259c92,1,0,0,0,0,0,0,-0.293469346285237,-0.15909747088657386,0.0,-0.2658646262192923,-0.3903068401304996,1,29.0,1,1,-0.6597246922683248,-0.6597246922683248
2016-04-02,air_d0a1e69685259c92,0,0,1,0,0,0,0,-0.5804024869780843,-0.7913342703057032,0.0,-1.3421214519697156,-0.43811303080749403,1,20.0,1,1,-0.677081350920109,-0.6770813509201091
2016-04-06,air_d0a1e69685259c92,0,0,0,0,0,0,1,-0.06891297530822632,0.06404492890841317,0.0,0.7353045140136598,-0.4859192214844886,1,7.0,1,1,-1.045655102290353,-1.045655102290353
2016-04-07,air_d0a1e69685259c92,0,0,0,0,1,0,0,-0.16871580685356433,0.05164812891980305,0.0,-1.2169753094405966,0.05190042363169954,1,17.0,1,1,-1.1625573032097243,-1.1625573032097243
2016-04-08,air_d0a1e69685259c92,1,0,0,0,0,0,0,0.11821733383928293,0.39875852860089345,0.0,-0.24083539771346837,0.01604578062395359,1,19.0,1,1,-0.5989763869870794,-0.5989763869870796
2016-04-09,air_d0a1e69685259c92,0,0,1,0,0,0,0,0.24297087327095562,0.47313932853255597,0.0,0.5350706859670693,-0.0556635053915381,1,19.0,1,1,-0.5058119692238253,-0.5058119692238254
2016-04-10,air_d0a1e69685259c92,0,0,0,1,0,0,0,0.25544622721412263,0.5227265284869973,0.0,-0.29089385472511603,0.09970661430869386,1,3.0,1,1,-1.090833463781027,-1.090833463781027
2016-04-11,air_d0a1e69685259c92,0,1,0,0,0,0,0,-0.4431735936032444,-0.3202558707385085,0.0,0.20969071539135994,-0.47396767381523985,1,4.0,1,1,-1.3419945242715536,-1.3419945242715536
2016-04-12,air_d0a1e69685259c92,0,0,0,0,0,1,0,-0.5804024869780843,-0.5681918705107164,0.0,1.5112105976941974,-0.7488532702079582,1,5.0,1,1,-1.1771062670796022,-1.1771062670796022
2016-04-13,air_d0a1e69685259c92,0,0,0,0,0,0,1,-0.09386368319456077,-0.08471667095491137,0.0,-1.166916852428949,-0.09151814839928406,1,10.0,1,1,-1.088281013979294,-1.0882810139792942
2016-04-14,air_d0a1e69685259c92,0,0,0,0,1,0,0,-0.0190115595355572,-0.25827187079545655,0.0,-1.3421214519697156,0.2072705433319315,1,35.0,1,1,-1.054843921576592,-1.054843921576592
2016-04-15,air_d0a1e69685259c92,1,0,0,0,0,0,0,0.1431680417256174,0.2128065287717377,0.0,1.686415197234964,-0.04371195772228952,1,28.0,1,1,-0.6270533348061424,-0.6270533348061424
2016-04-16,air_d0a1e69685259c92,0,0,1,0,0,0,0,0.08079127200978103,0.15082252882868577,0.0,-0.3659815402425875,-0.15127588674552717,1,16.0,1,1,-0.40932936671831816,-0.40932936671831827
2016-04-17,air_d0a1e69685259c92,0,0,0,1,0,0,0,0.504953306077468,0.4235521285781146,0.0,-0.5912445967950016,0.6255747117556335,1,2.0,1,1,-1.1278439859061555,-1.1278439859061555
2016-04-18,air_d0a1e69685259c92,0,1,0,0,0,0,0,0.4675272442479661,0.8822337281566988,0.0,0.3848953149321266,0.290931377016672,1,4.0,1,1,-1.4323512472529014,-1.4323512472529014
2016-04-20,air_d0a1e69685259c92,0,0,0,0,0,0,1,-0.031486913478724426,-0.04752627098908012,0.0,1.5112105976941974,-0.1871305297532729,1,10.0,1,1,-0.977249447603909,-0.977249447603909
2016-04-21,air_d0a1e69685259c92,0,0,0,0,1,0,0,0.16811874961195183,0.06404492890841317,0.0,-1.3421214519697156,0.23117363867042887,1,13.0,1,1,-1.0847075842568679,-1.0847075842568679
2016-04-22,air_d0a1e69685259c92,1,0,0,0,0,0,0,0.2679215811572901,0.49793292850977666,0.0,0.7853629710253073,0.2192220910011801,1,25.0,1,1,-0.5805987484146019,-0.580598748414602
2016-04-23,air_d0a1e69685259c92,0,0,1,0,0,0,0,0.34277370481629343,0.3367745286578415,0.0,-0.8165076533474158,0.31483447235516915,1,23.0,1,1,-0.48232943104788173,-0.48232943104788184
2016-04-24,air_d0a1e69685259c92,0,0,0,1,0,0,0,0.06831591806661359,-0.0723198709663008,0.0,-1.04177070989983,0.08775506663944528,1,12.0,1,1,-1.1061481625914251,-1.1061481625914251
2016-04-25,air_d0a1e69685259c92,0,1,0,0,0,0,0,0.3677244127026283,0.4235521285781146,0.0,0.8354214280369546,0.25507673400892605,1,9.0,1,1,-1.2940084679989732,-1.2940084679989734
2016-04-26,air_d0a1e69685259c92,0,0,0,0,0,1,0,0.504953306077468,0.6714881283503223,0.0,1.3860644551650785,0.3387375676936663,1,25.0,1,1,-1.0145152147092107,-1.0145152147092107
2016-04-27,air_d0a1e69685259c92,0,0,0,0,0,0,1,0.3677244127026283,0.2623937287261795,0.0,-1.2670337664522442,0.45825304438615255,1,10.0,1,1,-0.9948613512358666,-0.9948613512358666
2016-04-28,air_d0a1e69685259c92,0,0,0,0,1,0,0,-0.09386368319456077,-0.5310014705448852,0.0,-1.3421214519697156,0.23117363867042887,1,16.0,1,1,-0.7503366602298459,-0.750336660229846
2016-04-29,air_d0a1e69685259c92,1,0,0,0,0,0,0,0.08079127200978103,0.2128065287717377,1.0,1.0106260275777215,0.004094232954705009,1,13.0,1,1,-0.575493848811136,-0.5754938488111361
2016-04-30,air_d0a1e69685259c92,0,0,1,0,0,0,0,0.10574197989611549,0.24999692873756893,0.0,1.4110936836709023,-0.10346969606853264,1,9.0,1,1,-0.6201617203414633,-0.6201617203414634
2016-05-01,air_d0a1e69685259c92,0,0,0,1,0,0,0,0.3801997666457953,0.6590913283617117,0.0,0.9105091135544262,0.06385197130094812,1,4.0,1,1,-0.9037388933139988,-0.9037388933139988
2016-05-02,air_d0a1e69685259c92,0,1,0,0,0,0,0,0.2803969351004571,0.2128065287717377,0.0,-0.46609845426588264,0.2192220910011801,1,10.0,1,1,-1.0448893673498332,-1.0448893673498332
2016-05-03,air_d0a1e69685259c92,0,0,0,0,0,1,0,0.6546575533954752,0.6219009283958805,1.0,0.1596322583797123,0.6853324501018766,1,19.0,1,1,-0.7559520497936585,-0.7559520497936586
2016-05-04,air_d0a1e69685259c92,0,0,0,0,0,0,1,0.866738570429319,0.9070273281339194,1.0,0.9605675705660737,0.8765572128098543,1,6.0,1,1,-0.8133821703326508,-0.8133821703326509
2016-05-05,air_d0a1e69685259c92,0,0,0,0,1,0,0,0.866738570429319,0.9566145280883608,1.0,1.7364736542466117,0.6853324501018766,1,19.0,1,1,-1.007878845224705,-1.007878845224705
2016-05-06,air_d0a1e69685259c92,1,0,0,0,0,0,0,0.3677244127026283,0.3491713286464521,0.0,-1.3170922234638918,0.45825304438615255,1,2.0,1,1,-1.1643440180709372,-1.1643440180709372
2016-05-07,air_d0a1e69685259c92,0,0,1,0,0,0,0,0.7544603849408134,0.8326465282022569,0.0,1.5362398262000212,0.4821561397246499,1,4.0,1,1,-0.7314485316970218,-0.7314485316970218
2016-05-08,air_d0a1e69685259c92,0,0,0,1,0,0,0,0.7669357388839808,0.9070273281339194,0.0,1.6363567402233166,0.6972839977711249,1,5.0,1,1,-1.0770502348516688,-1.077050234851669
2016-05-10,air_d0a1e69685259c92,0,0,0,0,0,1,0,0.40515047453212977,0.36156812863506266,0.0,-1.3170922234638918,0.5658169734093904,1,12.0,1,1,-1.3465889339146728,-1.3465889339146728
2016-05-11,air_d0a1e69685259c92,0,0,0,0,0,0,1,0.7794110928271478,0.9194241281225299,0.0,-0.916624567370711,0.5538654257401416,1,12.0,1,1,-1.1536237289036586,-1.1536237289036588
2016-05-12,air_d0a1e69685259c92,0,0,0,0,1,0,0,0.8168371546566497,1.0309953280200232,0.0,1.9367074822932018,0.7331386407788709,1,26.0,1,1,-1.0313613834006483,-1.0313613834006485
2016-05-13,air_d0a1e69685259c92,1,0,0,0,0,0,0,0.7544603849408134,0.8450433281908675,0.0,1.4361229121767258,0.6136231640863847,1,15.0,1,1,-0.6689135115545635,-0.6689135115545636
2016-05-14,air_d0a1e69685259c92,0,0,1,0,0,0,0,0.5798054297364718,0.634297728384491,0.0,0.8854798850486025,0.3626406630321637,1,20.0,1,1,-0.5058119692238253,-0.5058119692238254
2016-05-15,air_d0a1e69685259c92,0,0,0,1,0,0,0,0.30534764298679196,0.49793292850977666,0.0,1.786532111258259,0.1355612573164398,1,15.0,1,1,-1.1301411907277152,-1.1301411907277152
2016-05-16,air_d0a1e69685259c92,0,1,0,0,0,0,0,0.48000259819113356,0.4483457285553353,0.0,-0.8915953388648873,0.3387375676936663,1,10.0,1,1,-1.4494526609245124,-1.4494526609245124
2016-05-17,air_d0a1e69685259c92,0,0,0,0,0,1,0,0.39267512058896276,0.10123532887424441,0.0,-1.3421214519697156,0.4223984013784068,1,17.0,1,1,-1.2746098495058025,-1.2746098495058025
2016-05-18,air_d0a1e69685259c92,0,0,0,0,0,0,1,0.6047561376228062,0.9814081280655819,0.0,2.0117951678106736,0.2072705433319315,1,12.0,1,1,-1.0686271505059501,-1.0686271505059501
2016-05-19,air_d0a1e69685259c92,0,0,0,0,1,0,0,0.5174286600206355,0.6714881283503223,0.0,1.561269054705845,0.41044685370915823,1,10.0,1,1,-1.0599488211800578,-1.0599488211800578
2016-05-20,air_d0a1e69685259c92,1,0,0,0,0,0,0,0.25544622721412263,0.13842572884007565,0.0,-0.916624567370711,0.3626406630321637,1,7.0,1,1,-0.6684030215942168,-0.6684030215942169
2016-05-21,air_d0a1e69685259c92,0,0,1,0,0,0,0,0.492477952134301,0.8202497282136468,0.0,1.686415197234964,0.17141590032418577,1,25.0,1,1,-0.38916501328462755,-0.38916501328462766
