visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-01-23,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-1.40147256987405,-1.6400638602769315,0.0,-1.2612986622788034,-1.0482446389754367,1,23.0,1,1,-0.6496815675775308,-0.6496815675775308
2016-01-24,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,-1.4766738302717697,-1.2914939414136255,0.0,0.9214231349851898,-1.5046769468784034,1,12.0,1,1,-1.3513877562526753,-1.3513877562526755
2016-01-25,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-1.5268080038702496,-1.3910853468031414,0.0,1.0702450757077346,-1.6728362182110754,1,14.0,1,1,-1.3762201168150572,-1.3762201168150574
2016-01-26,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-1.4140061132736699,-1.2416982387188673,0.0,0.8222085078368264,-1.516688323402166,1,19.0,1,1,-1.2023935928783833,-1.2023935928783835
2016-01-27,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-1.1006675282831713,-0.768639063118666,0.0,1.0206377621335532,-1.4926655703546412,1,17.0,1,1,-1.04981537746416,-1.04981537746416
2016-01-28,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-0.9126643772888723,-0.6939455090765291,0.0,1.0206377621335532,-1.108301521594248,1,8.0,1,1,-1.055447459241195,-1.0554474592411953
2016-01-29,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,-1.2134694188797508,-1.4657789008452784,0.0,-1.310905975852985,-1.0482446389754367,1,21.0,1,1,-0.9115733702096624,-0.9115733702096624
2016-01-30,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-1.4766738302717697,-1.8143488197085846,0.0,-1.310905975852985,-1.1803697807368219,1,19.0,1,1,-0.6082089654011815,-0.6082089654011815
2016-01-31,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,-1.1257346150824112,-1.0425154279398354,0.0,-0.045919479711352705,-1.2043925337843462,1,6.0,1,1,-1.1665530724790691,-1.1665530724790694
2016-02-01,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-1.3012042226770906,-1.602717083255863,0.0,-1.310905975852985,-1.0482446389754367,1,9.0,1,1,-1.4225567896170277,-1.422556789617028
2016-02-02,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-1.1382681584820313,-1.104760056308283,0.0,0.7974048510497357,-1.0482446389754367,1,14.0,1,1,-1.273562626242736,-1.273562626242736
2016-02-03,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-1.2636035924782307,-1.2914939414136255,0.0,0.4501536560304639,-1.1803697807368219,1,15.0,1,1,-1.198297533404176,-1.198297533404176
2016-02-04,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-1.2510700490786109,-1.2541471643925568,0.0,0.15250977458537412,-1.228415286831871,1,19.0,1,1,-1.1604089832677582,-1.1604089832677582
2016-02-05,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,-0.950265007487732,-0.7810879887923555,0.0,0.9214231349851898,-1.2884721694506824,1,11.0,1,1,-0.7840835190749591,-0.7840835190749591
2016-02-06,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-1.0505333546846918,-1.2043514616977988,0.0,-1.0628694079820766,-0.8320398615477155,1,17.0,1,1,-0.5595682591449694,-0.5595682591449694
2016-02-07,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,-1.2636035924782307,-1.2665960900662463,0.0,0.8966194781980991,-1.1803697807368219,1,17.0,1,1,-1.17397718027607,-1.1739771802760701
2016-02-08,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-1.3388048528759504,-1.2790450157399358,0.0,0.05329514743701071,-1.2043925337843462,1,12.0,1,1,-1.3708440387551601,-1.3708440387551601
2016-02-09,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-1.0630668980843117,-0.6068030293607026,0.0,0.8222085078368264,-1.2884721694506824,1,18.0,1,1,-1.1517048568850676,-1.1517048568850676
2016-02-10,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-1.1382681584820313,-1.0923111306345932,0.0,1.1446560460690074,-1.1683584042130595,1,16.0,1,1,-0.8258121249684464,-0.8258121249684464
2016-02-11,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-1.1382681584820313,-1.0051686509187667,1.0,1.1446560460690074,-1.1563470276892973,1,26.0,1,1,-0.8995411955041784,-0.8995411955041784
2016-02-12,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,-0.9878656376865919,-0.9553729482240086,0.0,-0.7156182129628051,-1.1803697807368219,1,21.0,1,1,-0.8429643740166896,-0.8429643740166896
2016-02-13,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-0.13558468651243558,0.27707069347125257,0.0,-0.16993776364680685,-0.36359617712098624,1,18.0,1,1,-0.6519856010317724,-0.6519856010317725
2016-02-14,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,0.42842476647046196,0.4264578015555266,0.0,-0.21954507722098834,0.45317742649484904,1,17.0,1,1,-1.1916414367585892,-1.1916414367585892
2016-02-15,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-0.8750637470900124,-0.5072116239711865,0.0,-1.2116913487046217,-0.9761763798328628,1,19.0,1,1,-1.3744280907950917,-1.3744280907950917
2016-02-16,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-1.188402332080511,-1.1919025360241093,0.0,1.0206377621335532,-1.2164039103081088,1,9.0,1,1,-1.2128897452810397,-1.2128897452810399
2016-02-17,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-1.1132010716827914,-0.768639063118666,0.0,0.7974048510497357,-1.2043925337843462,1,10.0,1,1,-1.0429032771014353,-1.0429032771014353
2016-02-18,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-1.1132010716827914,-1.104760056308283,0.0,0.3757426856691915,-1.228415286831871,1,14.0,1,1,-1.0526314183526777,-1.0526314183526777
2016-02-19,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,-0.6745270526960934,-0.38272236723429137,0.0,0.9958341053464626,-1.072267392022961,1,15.0,1,1,-0.7316027570616775,-0.7316027570616775
2016-02-20,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-0.8875972904896323,-1.0425154279398354,0.0,-1.1620840351304402,-0.5798009545487075,1,24.0,1,1,-0.765907255158164,-0.765907255158164
2016-02-21,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,-0.6995941394953331,-0.48231377262380754,0.0,-0.3683670179435335,-0.6158350841199943,1,11.0,1,1,-1.1368566412910661,-1.1368566412910661
2016-02-22,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-1.0505333546846918,-1.2168003873714883,0.0,-1.1868876919175309,-0.771982978928904,1,9.0,1,1,-1.3613719012210557,-1.3613719012210557
2016-02-23,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-1.0505333546846918,-1.1919025360241093,0.0,-1.2861023190658942,-0.771982978928904,1,6.0,1,1,-1.143768741653791,-1.143768741653791
2016-02-24,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-1.163335245281271,-1.4782278265189681,0.0,-1.2861023190658942,-1.060256015499199,1,13.0,1,1,-1.0994800985889241,-1.0994800985889241
2016-02-25,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-1.4140061132736699,-1.3910853468031414,0.0,-0.8148328401111684,-1.312494922498207,1,17.0,1,1,-0.994518574562361,-0.994518574562361
2016-02-26,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,-1.163335245281271,-1.0176175765924562,0.0,1.2934779867915522,-1.348529052069494,1,20.0,1,1,-0.5818405825359718,-0.5818405825359718
2016-02-27,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-0.9126643772888723,-0.8806793941818717,0.0,1.2934779867915522,-1.0362332624516741,1,26.0,1,1,-0.41262212550778116,-0.41262212550778116
2016-02-28,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,-0.7998624866922928,-0.5694562523396339,0.0,1.1198523892819168,-0.9161194972140515,1,17.0,1,1,-0.9998946526222582,-0.9998946526222582
2016-02-29,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-0.8499966602907724,-0.5943541036870129,0.0,-0.7900291833240776,-0.7839943554526664,1,18.0,1,1,-1.3132432023991194,-1.3132432023991196
2016-03-01,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-1.238536505678991,-1.1545557590030406,0.0,1.3926926139399158,-1.108301521594248,1,15.0,1,1,-1.2034176077469352,-1.2034176077469354
2016-03-02,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-1.1006675282831713,-0.8931283198555611,0.0,0.8470121646239172,-1.228415286831871,1,11.0,1,1,-1.0725997082894383,-1.0725997082894385
2016-03-03,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-0.7371947696941931,-0.39517129290798103,0.0,1.367888957152825,-1.0842787685467237,1,21.0,1,1,-1.0894959536205437,-1.0894959536205437
2016-03-04,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,-0.5867922488987536,-0.4574159212764284,0.0,1.0950487324948255,-0.6879033432625681,1,18.0,1,1,-0.7139385005791584,-0.7139385005791584
2016-03-05,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-0.5491916186998939,-0.4076202185816703,0.0,-0.6660108993886233,-0.43566443626356005,1,20.0,1,1,-0.4891672369320308,-0.4891672369320308
2016-03-06,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,-0.23585303370939523,-0.2831309618447752,0.0,-0.5419926154531692,-0.2795165414546503,1,8.0,1,1,-1.1281525149083753,-1.1281525149083755
2016-03-07,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-0.12305114311281568,-0.5072116239711865,0.0,-1.310905975852985,0.1769157664483166,1,15.0,1,1,-1.4184607301428205,-1.4184607301428205
2016-03-08,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,0.09001909468072353,0.1525814367343575,0.0,0.6981902239013723,0.16490438992455414,1,15.0,1,1,-1.0802798198035772,-1.0802798198035772
2016-03-09,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-0.7998624866922928,-0.5819051780133234,0.0,-1.310905975852985,-0.9041081206902892,1,17.0,1,1,-1.1271285000398237,-1.1271285000398237
2016-03-10,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-1.1257346150824112,-1.378636421129452,0.0,-1.310905975852985,-0.9281308737378138,1,13.0,1,1,-1.0055267343992933,-1.0055267343992933
2016-03-11,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,-1.3137377660767104,-1.6774106372980002,0.0,-1.310905975852985,-1.0001991328803874,1,24.0,1,1,-0.6637617720201185,-0.6637617720201185
2016-03-12,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-1.163335245281271,-1.3910853468031414,0.0,-0.9636547808337134,-1.0122105094041498,1,19.0,1,1,-0.47201498788378754,-0.47201498788378754
2016-03-13,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,-1.0505333546846918,-1.2914939414136255,0.0,-1.2861023190658942,-0.8920967441665268,1,17.0,1,1,-1.0774637789150596,-1.0774637789150596
2016-03-14,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-1.1758687886808912,-1.577819231908484,0.0,-1.310905975852985,-0.8920967441665268,1,9.0,1,1,-1.3086351354906363,-1.3086351354906363
2016-03-15,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-0.8750637470900124,-0.6814965834028396,0.0,1.5167108978753698,-0.8800853676427647,1,16.0,1,1,-1.031127106113089,-1.031127106113089
2016-03-16,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-0.7998624866922928,-0.7063944347502185,0.0,-0.7156182129628051,-1.0122105094041498,1,17.0,1,1,-0.9410137976805277,-0.9410137976805277
2016-03-17,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-0.24838657710901513,0.10278573403959923,0.0,1.5167108978753698,-0.5918123310724698,1,16.0,1,1,-0.8931411025757294,-0.8931411025757294
2016-03-18,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,-0.035316339315475925,0.2272749907764943,0.0,0.5741719399659181,-0.4476758127873224,1,22.0,1,1,-0.5142556012115507,-0.5142556012115508
2016-03-19,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-0.022782795915856024,-0.35782451588691244,0.0,-0.8396364968982593,0.27300677863841477,1,18.0,1,1,-0.49659134472903155,-0.4965913447290316
2016-03-20,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,-0.2107859469101552,-0.0714992253920537,1.0,-0.02111582292426174,-0.36359617712098624,1,24.0,1,1,-0.710866455973503,-0.710866455973503
2016-03-21,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-0.6995941394953331,-0.718843360423908,1.0,-0.1947414204338976,-0.5317554484536583,1,17.0,1,1,-1.1604089832677582,-1.1604089832677582
2016-03-22,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-0.5115909885010339,-0.2582331104973963,0.0,0.8718158214110083,-0.7119260963100926,1,21.0,1,1,-1.0270310466388817,-1.027031046638882
2016-03-23,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-0.4489232715029342,-0.19598848212894876,0.0,0.15250977458537412,-0.45968718931108465,1,13.0,1,1,-0.9248855635008363,-0.9248855635008364
2016-03-24,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-1.1006675282831713,-1.2541471643925568,0.0,-0.9388511240466225,-0.8680739911190024,1,9.0,1,1,-0.9850464370282566,-0.9850464370282567
2016-03-25,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,-0.8750637470900124,-0.644149806381771,0.0,0.9710304485593714,-1.060256015499199,1,13.0,1,1,-0.37473357537136326,-0.3747335753713633
2016-03-26,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-0.8875972904896323,-0.8806793941818717,0.0,0.22692074494664657,-0.7479602258813796,1,22.0,1,1,-0.38062166086553634,-0.38062166086553634
2016-03-27,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,-0.5867922488987536,-0.43251806992904923,0.0,-0.02111582292426174,-0.6398578371675189,1,12.0,1,1,-0.9445978497204591,-0.9445978497204591
2016-03-28,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-0.473990358302174,-0.3453755902132228,0.0,-0.6164035858144418,-0.2795165414546503,1,11.0,1,1,-1.063127570755334,-1.063127570755334
2016-03-29,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-0.26092012050863506,-0.12129492808681155,0.0,1.1198523892819168,-0.4716985658348469,1,18.0,1,1,-0.7853635376606488,-0.7853635376606489
2016-03-30,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-0.022782795915856024,0.05299003134484137,0.0,-0.41797433151771507,-0.23147103535960115,1,18.0,1,1,-0.8716367903361409,-0.8716367903361409
2016-03-31,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-0.022782795915856024,0.0778878826922203,0.0,0.9462267917722805,-0.2915279179784126,1,15.0,1,1,-0.8355402662196888,-0.8355402662196888
2016-04-01,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,-0.28598720730787486,-0.14619277943419093,0.0,-0.24434873400807933,-0.38761893016851096,1,21.0,1,1,-0.6263852293179766,-0.6263852293179766
2016-04-02,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,-0.5742587054991337,-0.7810879887923555,0.0,-1.310905975852985,-0.43566443626356005,1,16.0,1,1,-0.6437934820833577,-0.6437934820833577
2016-04-03,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,-0.24838657710901513,-0.32047773886584385,0.0,-1.310905975852985,-0.2194596588358389,1,15.0,1,1,-1.1742331839932079,-1.174233183993208
2016-04-04,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,0.0649520078814835,0.28951961914494184,0.0,-1.1372803783433492,-0.19543690578831444,1,15.0,1,1,-1.2881548381195995,-1.2881548381195995
2016-04-05,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-0.5366580753002738,-0.843332617160803,0.0,-1.310905975852985,-0.2675051649308881,1,14.0,1,1,-1.081303834672129,-1.081303834672129
2016-04-06,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-0.06038342611471595,0.0778878826922203,0.0,0.7477975374755542,-0.4837099423586092,1,12.0,1,1,-1.01346284963057,-1.01346284963057
2016-04-07,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-0.16065177331167538,0.06543895701853106,0.0,-1.1868876919175309,0.05680200121069375,1,14.0,1,1,-1.130712552079755,-1.130712552079755
2016-04-08,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,0.12761972487958345,0.4140088758818369,0.0,-0.21954507722098834,0.02076787163940681,1,19.0,1,1,-0.5654563446391424,-0.5654563446391424
2016-04-09,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,0.2529551588757829,0.4887024299239741,0.0,0.5493682831788274,-0.051300387503166865,1,19.0,1,1,-0.47201498788378754,-0.47201498788378754
2016-04-10,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,0.2654887022754026,0.5384981326187319,0.0,-0.26915239079517006,0.10484750730574273,1,15.0,1,1,-1.0587755075639886,-1.0587755075639886
2016-04-11,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,-0.43638972810331433,-0.30802881319215414,0.0,0.22692074494664657,-0.4716985658348469,1,12.0,1,1,-1.31068316522774,-1.31068316522774
2016-04-12,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,-0.5742587054991337,-0.5570073266659445,0.0,1.5167108978753698,-0.7479602258813796,1,19.0,1,1,-1.1453047639566187,-1.1453047639566187
2016-04-13,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-0.08545051291395575,-0.0714992253920537,0.0,-1.1372803783433492,-0.0873345170744538,1,25.0,1,1,-1.056215470392609,-1.0562154703926092
2016-04-14,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-0.010249252516236122,-0.24578418482370662,0.0,-1.310905975852985,0.21294989601960335,1,14.0,1,1,-1.0226789834475365,-1.0226789834475365
2016-04-15,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,0.15268681167882325,0.2272749907764943,0.0,1.6903364953850055,-0.03928901097940462,1,16.0,1,1,-0.5936167535243179,-0.5936167535243179
2016-04-16,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,0.09001909468072353,0.16503036240804675,0.0,-0.3435633611564426,-0.14739139969326523,1,20.0,1,1,-0.3752455828056392,-0.3752455828056392
2016-04-17,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,0.5161595702678015,0.43890672722921625,0.0,-0.5667962722402601,0.6333480743512836,1,20.0,1,1,-1.0958960465489926,-1.0958960465489926
2016-04-18,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,0.47855894006894156,0.899516977155728,0.0,0.40054634245628246,0.2970295316859395,1,15.0,1,1,-1.4013084810945773,-1.4013084810945773
2016-04-19,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,0.14015326827920313,0.28951961914494184,0.0,1.5663182114495513,0.08082475425821824,1,11.0,1,1,-1.0802798198035772,-1.0802798198035772
2016-04-20,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,-0.022782795915856024,-0.034152448370985085,0.0,1.5167108978753698,-0.18342552926455197,1,27.0,1,1,-0.9448538534375971,-0.9448538534375971
2016-04-21,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,0.17775389847806305,0.0778878826922203,0.0,-1.310905975852985,0.23697264906712803,1,16.0,1,1,-1.0526314183526777,-1.0526314183526777
2016-04-22,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,0.2780222456750227,0.513600281271353,0.0,0.7974048510497357,0.2249612725433656,1,21.0,1,1,-0.5470240770052094,-0.5470240770052094
2016-04-23,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,0.3532235060727421,0.35176424751338936,0.0,-0.7900291833240776,0.321052284733464,1,12.0,1,1,-0.44846264590709534,-0.4484626459070954
2016-04-24,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,0.0774855512811034,-0.059050299718364015,0.0,-1.013262094407895,0.09283613078198048,1,16.0,1,1,-1.074135730592266,-1.0741357305922663
2016-04-25,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,0.37829059287198236,0.43890672722921625,0.0,0.8470121646239172,0.2609954021146525,1,14.0,1,1,-1.2625544664058037,-1.2625544664058037
2016-04-26,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,0.5161595702678015,0.6878852407030064,0.0,1.3926926139399158,0.3450750377809884,1,22.0,1,1,-0.9822303961397391,-0.9822303961397391
2016-04-27,air_f6b2489ccf873c3b,0,0,0,0,0,0,1,0.37829059287198236,0.27707069347125257,0.0,-1.2364950054917125,0.4651888030186113,1,13.0,1,1,-0.9625181099201162,-0.9625181099201162
2016-04-28,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,-0.08545051291395575,-0.519660549644876,0.0,-1.310905975852985,0.23697264906712803,1,16.0,1,1,-0.7172665489019519,-0.717266548901952
2016-04-29,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,0.09001909468072353,0.2272749907764943,1.0,1.0206377621335532,0.008756495115644565,1,19.0,1,1,-0.5419040026624502,-0.5419040026624503
2016-04-30,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,0.11508618147996334,0.2646217677975629,0.0,1.4174962707270065,-0.09934589359821605,1,20.0,1,1,-0.586704653161593,-0.586704653161593
2016-05-01,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,0.39082413627160206,0.6754363150293168,0.0,0.9214231349851898,0.06881337773445599,1,16.0,1,1,-0.871124782901865,-0.871124782901865
2016-05-02,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,0.2905557890746424,0.2272749907764943,0.0,-0.4427779883048059,0.2249612725433656,1,13.0,1,1,-1.012694838479156,-1.012694838479156
2016-05-03,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,0.6665620910632408,0.6380895380082481,1.0,0.17731343137246489,0.693404956970095,1,14.0,1,1,-0.722898630678987,-0.722898630678987
2016-05-05,air_f6b2489ccf873c3b,0,0,0,0,1,0,0,0.8796323288567802,0.9742105311978647,1.0,1.7399438089591874,0.693404956970095,1,9.0,1,1,-0.9755742994941521,-0.9755742994941522
2016-05-06,air_f6b2489ccf873c3b,1,0,0,0,0,0,0,0.37829059287198236,0.3642131731870791,0.0,-1.2861023190658942,0.4651888030186113,1,15.0,1,1,-1.1325045780997207,-1.1325045780997207
2016-05-07,air_f6b2489ccf873c3b,0,0,1,0,0,0,0,0.7668304382602005,0.8497212744609697,0.0,1.5415145546624607,0.489211556066136,1,14.0,1,1,-0.6983222738337429,-0.698322273833743
2016-05-08,air_f6b2489ccf873c3b,0,0,0,1,0,0,0,0.7793639816598206,0.9244148285031069,0.0,1.640729181810824,0.705416333493857,1,17.0,1,1,-1.0449513068385388,-1.044951306838539
2016-05-09,air_f6b2489ccf873c3b,0,1,0,0,0,0,0,0.42842476647046196,0.27707069347125257,0.0,-1.310905975852985,0.5853025682562342,1,12.0,1,1,-1.4806696334073444,-1.4806696334073446
2016-05-10,air_f6b2489ccf873c3b,0,0,0,0,0,1,0,0.41589122307084186,0.37666209886076873,0.0,-1.2861023190658942,0.5732911917324721,1,15.0,1,1,-1.3152912321362231,-1.3152912321362231
