visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Shizuoka-ken Hamamatsu-shi Motoshirochō,total_area_visitors,total_genre_visitors
2016-01-25,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-1.9348061104711205,-1.8280513454623588,0.0,0.9113907317696279,-1.915767077844359,1,20.0,1,1,-1.4013783752670963,-1.4013783752670956
2016-01-27,air_a678e5b144ca24ce,0,0,0,0,0,0,1,-1.201034137447618,-1.1874487722641285,0.0,0.7899786524553292,-1.306980621281331,1,8.0,1,1,-1.0820874640405915,-1.082087464040591
2016-01-28,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-0.9100555964210568,-0.9362320768922733,0.0,0.7656962365924694,-0.913059972917019,1,19.0,1,1,-1.0875967974107743,-1.0875967974107739
2016-01-29,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-0.998614282820445,-1.3884221285616125,0.0,-1.492568438653489,-0.6862571753739303,1,16.0,1,1,-0.9468583722270131,-0.9468583722270125
2016-01-30,air_a678e5b144ca24ce,0,0,1,0,0,0,0,-1.074521728305635,-1.463787137173169,0.0,-1.492568438653489,-0.7578791114401688,1,25.0,1,1,-0.650105642969438,-0.6501056429694375
2016-01-31,air_a678e5b144ca24ce,0,0,0,1,0,0,0,-1.0998242101340316,-1.0115970855038299,0.0,0.8628259000439081,-1.0563038450494961,1,33.0,1,1,-1.1962809193498356,-1.1962809193498352
2016-02-01,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-1.1883828965334198,-1.4763479719417616,0.0,-1.492568438653489,-0.901122983572646,1,29.0,1,1,-1.446705163449055,-1.4467051634490544
2016-02-03,air_a678e5b144ca24ce,0,0,0,0,0,0,1,-1.3275465465896015,-1.1623271027269428,0.0,0.08578859243239584,-1.2353586852150924,1,12.0,1,1,-1.2273335256181388,-1.2273335256181384
2016-02-04,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-1.2769415829328081,-1.1874487722641285,0.0,0.8628259000439081,-1.3786025573475695,1,21.0,1,1,-1.1902707374914543,-1.1902707374914538
2016-02-05,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-0.9733118009920484,-0.8608670682807166,0.0,0.8142610683181888,-0.913059972917019,1,10.0,1,1,-0.8221470986656018,-0.8221470986656012
2016-02-06,air_a678e5b144ca24ce,0,0,1,0,0,0,0,-1.1757316556192214,-1.1874487722641285,0.0,-0.42414214068765915,-1.2472956745594654,1,22.0,1,1,-0.6025250365905863,-0.6025250365905859
2016-02-07,air_a678e5b144ca24ce,0,0,0,1,0,0,0,-1.314895305675403,-1.1748879374955354,0.0,1.008520395221067,-1.3189176106257041,1,30.0,1,1,-1.203543222428713,-1.2035432224287124
2016-02-08,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-1.4161052329889896,-1.0744012593467935,0.0,0.984237979358207,-1.7367122376787625,1,5.0,1,1,-1.3961194661410128,-1.3961194661410121
2016-02-10,air_a678e5b144ca24ce,0,0,0,0,0,0,1,-1.4034539920747913,-1.313057119950056,0.0,1.0570852269467865,-1.3189176106257041,1,12.0,1,1,-0.8629662504537745,-0.8629662504537741
2016-02-11,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-1.1883828965334198,-0.9613537464294587,1.0,1.0328028110839267,-1.5218464294800467,1,20.0,1,1,-0.9350884327543497,-0.9350884327543492
2016-02-12,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-0.9733118009920484,-1.2376921113384993,0.0,-1.492568438653489,-0.8653120155395266,1,12.0,1,1,-0.8797446748084222,-0.8797446748084217
2016-02-13,air_a678e5b144ca24ce,0,0,1,0,0,0,0,-0.40400595985312404,-0.44635952091715553,0.0,-1.2497442800248912,-0.5668872819301993,1,24.0,1,1,-0.6929281887104045,-0.6929281887104041
2016-02-14,air_a678e5b144ca24ce,0,0,0,1,0,0,0,-0.024468732427174504,-0.2579469993882642,0.0,-1.37115635933919,-0.005848782744663869,1,30.0,1,1,-1.2208224952715592,-1.2208224952715585
2016-02-15,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-0.922706837335255,-1.049279589809608,0.0,0.32861275106099347,-1.1159887917713616,1,27.0,1,1,-1.3996254055584019,-1.3996254055584012
2016-02-18,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-1.2642903420186098,-1.0869620941153864,0.0,0.45002483037529234,-1.271169653248212,1,1.0,1,1,-1.084842130725683,-1.0848421307256824
2016-02-19,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-0.8847531145926603,-0.6347720424460471,0.0,0.984237979358207,-1.1876107278376,1,18.0,1,1,-0.7708101286252618,-0.7708101286252613
2016-02-20,air_a678e5b144ca24ce,0,0,1,0,0,0,0,-0.7455894645364786,-0.6850153815204182,0.0,-1.492568438653489,-0.6862571753739303,1,22.0,1,1,-0.8043669773345572,-0.8043669773345566
2016-02-21,air_a678e5b144ca24ce,0,0,0,1,0,0,0,-0.8847531145926603,-1.0115970855038299,0.0,1.0570852269467865,-0.901122983572646,1,21.0,1,1,-1.167231707034326,-1.1672317070343257
2016-02-22,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-1.0239167646488416,-1.1623271027269428,0.0,-1.3954387752020498,-0.9727449196388843,1,13.0,1,1,-1.3868537691093417,-1.386853769109341
2016-02-25,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-1.352849028417998,-1.2251312765699065,0.0,1.1784973062610853,-1.5337834188244197,1,18.0,1,1,-1.0279958273151601,-1.0279958273151597
2016-02-26,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-1.352849028417998,-1.2753746156442776,0.0,0.7899786524553292,-1.2353586852150924,1,8.0,1,1,-0.6243119458272184,-0.6243119458272179
2016-02-27,air_a678e5b144ca24ce,0,0,1,0,0,0,0,-1.1377779328766267,-1.049279589809608,0.0,0.8142610683181888,-1.3786025573475695,1,15.0,1,1,-0.4587815204776344,-0.4587815204776339
2016-02-28,air_a678e5b144ca24ce,0,0,0,1,0,0,0,-0.6949845008796854,-0.5468461990658977,0.0,0.984237979358207,-0.913059972917019,1,36.0,1,1,-1.0332547364412437,-1.0332547364412432
2016-02-29,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-0.9100555964210568,-0.9739145811980514,0.0,-1.298309111750611,-1.1279257811157346,1,9.0,1,1,-1.3397740112186882,-1.3397740112186878
2016-03-02,air_a678e5b144ca24ce,0,0,0,0,0,0,1,-1.314895305675403,-1.212570441801314,0.0,1.1784973062610853,-1.3547285786588235,1,9.0,1,1,-1.1043752217654221,-1.1043752217654215
2016-03-03,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-0.7961944281932719,-0.5845287033716761,0.0,1.1299324745353658,-1.175673738493227,1,29.0,1,1,-1.1209032218759705,-1.12090322187597
2016-03-04,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-0.5937745735660989,-0.4212378513799701,0.0,1.1542148903982257,-0.8175640581620343,1,15.0,1,1,-0.7535308557824156,-0.7535308557824152
2016-03-05,air_a678e5b144ca24ce,0,0,1,0,0,0,0,-0.46726216442411567,-0.2579469993882642,0.0,-0.08418831860762258,-0.6623831966851841,1,18.0,1,1,-0.5336583694633009,-0.5336583694633005
2016-03-06,air_a678e5b144ca24ce,0,0,0,1,0,0,0,-0.16363238248335596,-0.2453861646196717,0.0,-0.8126607944934156,-0.20877760159900657,1,21.0,1,1,-1.1587172827349528,-1.1587172827349521
2016-03-07,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-0.16363238248335596,-0.4840420252229339,0.0,-1.492568438653489,0.13739508938781317,1,26.0,1,1,-1.4426983755434675,-1.442698375543467
2016-03-09,air_a678e5b144ca24ce,0,0,0,0,0,0,1,-0.5431696099093055,-0.8231845639749384,0.0,-1.492568438653489,-0.29233652700961815,1,2.0,1,1,-1.1577155857585557,-1.1577155857585553
2016-03-10,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-0.8594506327642635,-1.0869620941153864,0.0,-1.4440036069277693,-0.7340051327514225,1,22.0,1,1,-1.0387640698114267,-1.038764069811426
2016-03-11,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-0.9353580782494534,-0.9739145811980514,0.0,-0.6912487151791167,-0.8414380368507804,1,14.0,1,1,-0.7044477039389686,-0.7044477039389682
2016-03-12,air_a678e5b144ca24ce,0,0,1,0,0,0,0,-1.150429173790825,-0.9739145811980514,0.0,0.40145999864957277,-1.3786025573475695,1,22.0,1,1,-0.5168799451086533,-0.5168799451086528
2016-03-13,air_a678e5b144ca24ce,0,0,0,1,0,0,0,-0.922706837335255,-0.6724545467518253,0.0,-0.15703556619620182,-1.1995477171819733,1,19.0,1,1,-1.1091332824033073,-1.1091332824033067
2016-03-14,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-1.0871729692198333,-1.5014696414789472,0.0,-1.492568438653489,-0.6862571753739303,1,34.0,1,1,-1.3352663748249023,-1.3352663748249018
2016-03-16,air_a678e5b144ca24ce,0,0,0,0,0,0,1,-0.7835431872790736,-0.7980628944377528,0.0,-0.982637705533434,-0.9249969622613922,1,19.0,1,1,-0.9756571602984233,-0.9756571602984228
2016-03-17,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-0.4293084416815206,-0.11977781693374413,0.0,1.3241918014382439,-0.8056270688176612,1,29.0,1,1,-0.9288278266518692,-0.9288278266518687
2016-03-18,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-0.2901447916253391,-0.05697364309078035,0.0,0.40145999864957277,-0.5549502925858262,1,20.0,1,1,-0.5581999453850245,-0.558199945385024
2016-03-19,air_a678e5b144ca24ce,0,0,1,0,0,0,0,0.05143871305801559,0.30729056519840986,0.0,-0.10847073447048225,0.11352111069906706,1,30.0,1,1,-0.5409206725421783,-0.5409206725421779
2016-03-20,air_a678e5b144ca24ce,0,0,0,1,0,0,0,-0.34074975528213247,-0.23282532985107876,1.0,0.20720067174669465,-0.3758954524202299,1,28.0,1,1,-0.750525764853225,-0.7505257648532245
2016-03-21,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-0.6317282963086939,-0.4714811904543414,1.0,0.03722376070667626,-0.5668872819301993,1,26.0,1,1,-1.1902707374914543,-1.1902707374914538
2016-03-24,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-0.5937745735660989,-0.4966028599915268,0.0,0.45002483037529234,-0.6981941647183033,1,11.0,1,1,-1.018730130283489,-1.0187301302834886
2016-03-25,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-0.9480093191636518,-0.7855020596691601,0.0,1.3241918014382439,-0.913059972917019,1,9.0,1,1,-0.42171873235094987,-0.4217187323509494
2016-03-26,air_a678e5b144ca24ce,0,0,1,0,0,0,0,-0.8594506327642635,-0.7101370510576036,0.0,1.202779722123945,-0.9727449196388843,1,22.0,1,1,-0.4274784899652319,-0.42747848996523147
2016-03-27,air_a678e5b144ca24ce,0,0,0,1,0,0,0,-0.6949845008796854,-0.45892035568574846,0.0,0.40145999864957277,-0.9488709409501382,1,31.0,1,1,-0.9791630997158124,-0.9791630997158118
2016-03-28,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-0.5431696099093055,-0.4086770166113776,0.0,0.2557655034724142,-0.4952653458639608,1,35.0,1,1,-1.095109524733751,-1.0951095247337503
2016-03-31,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-0.15098114156915768,0.018391365520776363,0.0,0.8871083159067683,-0.41170642045334904,1,13.0,1,1,-0.8724823717295449,-0.8724823717295443
2016-04-01,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-0.39135471893892576,-0.7980628944377528,0.0,-1.492568438653489,-0.06553372946652933,1,22.0,1,1,-0.6678857643004826,-0.6678857643004821
2016-04-02,air_a678e5b144ca24ce,0,0,1,0,0,0,0,-0.07507369608396783,-0.04441280832218742,0.0,-0.9097904579448546,-0.1013446974996487,1,22.0,1,1,-0.6849146128992295,-0.6849146128992291
2016-04-03,air_a678e5b144ca24ce,0,0,0,1,0,0,0,0.013484990315420541,-0.08209531262796578,0.0,-1.2254618641620316,0.18514304676530557,1,26.0,1,1,-1.203793646672812,-1.2037936466728116
2016-04-04,air_a678e5b144ca24ce,0,1,0,0,0,0,0,0.08939243580061018,-0.08209531262796578,0.0,-1.1040497848477329,0.1970800361096786,1,16.0,1,1,-1.3152324352969649,-1.3152324352969642
2016-04-06,air_a678e5b144ca24ce,0,0,0,0,0,0,1,-0.13832990065495943,-0.09465614739655871,0.0,0.42574241451243267,-0.3758954524202299,1,27.0,1,1,-1.0465272213785024,-1.0465272213785017
2016-04-07,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-0.13832990065495943,-0.1574603212395225,0.0,-1.492568438653489,-0.13715566553276806,1,23.0,1,1,-1.1612215251759448,-1.1612215251759443
2016-04-08,air_a678e5b144ca24ce,1,0,0,0,0,0,0,0.05143871305801559,-0.031851973553594926,0.0,-0.3512948930990799,0.08964713201032075,1,12.0,1,1,-0.6082847942048684,-0.6082847942048679
2016-04-09,air_a678e5b144ca24ce,0,0,1,0,0,0,0,0.013484990315420541,0.2696080608926315,0.0,0.6685665731410303,-0.29233652700961815,1,30.0,1,1,-0.5168799451086533,-0.5168799451086528
2016-04-10,air_a678e5b144ca24ce,0,0,0,1,0,0,0,0.02613623122961859,0.2193647218182602,0.0,-1.152614616573452,-0.1490926548771411,1,11.0,1,1,-1.0908523125840641,-1.0908523125840637
2016-04-11,air_a678e5b144ca24ce,0,1,0,0,0,0,0,-0.18893486431175274,-0.08209531262796578,0.0,1.1056500586725058,-0.44751738848646844,1,29.0,1,1,-1.3372697687776962,-1.3372697687776955
2016-04-13,air_a678e5b144ca24ce,0,0,0,0,0,0,1,-0.16363238248335596,-0.06953447785937283,0.0,-0.8855080420819947,-0.05359674012215628,1,15.0,1,1,-1.088348070143072,-1.0883480701430714
2016-04-14,air_a678e5b144ca24ce,0,0,0,0,1,0,0,0.24120732677099035,0.23192555658685313,0.0,-0.22988281378478106,0.1732060574209325,1,16.0,1,1,-1.0555424941660743,-1.0555424941660738
2016-04-15,air_a678e5b144ca24ce,1,0,0,0,0,0,0,0.2538585676851884,0.4705814171901153,0.0,1.4456038807525426,0.1493320787321862,1,5.0,1,1,-0.6358314610557825,-0.635831461055782
2016-04-16,air_a678e5b144ca24ce,0,0,1,0,0,0,0,0.05143871305801559,0.10631720890092557,0.0,1.3484742173011035,-0.2207145909433796,1,25.0,1,1,-0.42221958083914835,-0.42221958083914785
2016-04-17,air_a678e5b144ca24ce,0,0,0,1,0,0,0,0.17795112219999876,-0.04441280832218742,0.0,-1.492568438653489,0.18514304676530557,1,28.0,1,1,-1.127163827978451,-1.1271638279784504
2016-04-18,air_a678e5b144ca24ce,0,1,0,0,0,0,0,0.07674119488641214,0.31985139996700235,0.0,-0.22988281378478106,-0.1252186761883948,1,16.0,1,1,-1.4259199511888199,-1.4259199511888192
2016-04-20,air_a678e5b144ca24ce,0,0,0,0,0,0,1,-0.10037617791236436,-0.04441280832218742,0.0,0.35289516692385314,-0.19684061225463353,1,21.0,1,1,-0.9794135239599115,-0.979413523959911
2016-04-21,air_a678e5b144ca24ce,0,0,0,0,1,0,0,-0.07507369608396783,-0.20770366031389334,0.0,-1.492568438653489,0.0777101426659477,1,19.0,1,1,-1.084842130725683,-1.0848421307256824
2016-04-22,air_a678e5b144ca24ce,1,0,0,0,0,0,0,0.4436271813981632,0.558507260570265,0.0,1.4456038807525426,0.3045129402090365,1,9.0,1,1,-0.5902542486297245,-0.5902542486297241
2016-04-23,air_a678e5b144ca24ce,0,0,1,0,0,0,0,0.34241725408457657,0.2696080608926315,0.0,0.08578859243239584,0.5313157377521253,1,20.0,1,1,-0.4938409146515251,-0.49384091465152463
2016-04-24,air_a678e5b144ca24ce,0,0,0,1,0,0,0,0.17795112219999876,0.39521640857855905,0.0,-0.5941190517276775,0.31644992955340956,1,30.0,1,1,-1.1058777672300173,-1.1058777672300169
2016-04-25,air_a678e5b144ca24ce,0,1,0,0,0,0,0,0.2665098085993869,0.3324122347355953,0.0,0.7171314048667496,0.23289100414279798,1,15.0,1,1,-1.2901900108870428,-1.2901900108870423
2016-04-27,air_a678e5b144ca24ce,0,0,0,0,0,0,1,0.17795112219999876,-0.031851973553594926,0.0,-1.492568438653489,0.20901702545405168,1,20.0,1,1,-0.9966927968027577,-0.9966927968027571
2016-04-28,air_a678e5b144ca24ce,0,0,0,0,1,0,0,0.10204367671480868,0.05607386982655472,0.0,-1.4440036069277693,0.22095401479842472,1,26.0,1,1,-0.7567863709557054,-0.756786370955705
2016-04-29,air_a678e5b144ca24ce,1,0,0,0,0,0,0,-0.011817491512976005,0.10631720890092557,1.0,1.6641456235182805,0.018025195944082233,1,29.0,1,1,-0.5852457637477402,-0.5852457637477397
2016-04-30,air_a678e5b144ca24ce,0,0,1,0,0,0,0,0.013484990315420541,0.39521640857855905,0.0,1.591298375929701,-0.3042735163539912,1,23.0,1,1,-0.6290700064651036,-0.6290700064651031
2016-05-01,air_a678e5b144ca24ce,0,0,0,1,0,0,0,0.4562784223123617,0.7469197820991563,0.0,0.9356731476324877,-0.1013446974996487,1,27.0,1,1,-0.9072913416593363,-0.9072913416593359
2016-05-02,air_a678e5b144ca24ce,0,1,0,0,0,0,0,0.3803709768271716,0.3575339042727807,0.0,1.1542148903982257,0.24482799348717105,1,17.0,1,1,-1.0457759486462046,-1.0457759486462042
2016-05-04,air_a678e5b144ca24ce,0,0,0,0,0,0,1,0.5068833859691548,0.558507260570265,1.0,1.299909385575384,0.5313157377521253,1,25.0,1,1,-0.8186411592482127,-0.8186411592482122
2016-05-05,air_a678e5b144ca24ce,0,0,0,0,1,0,0,0.5574883496259483,0.6464331039504142,1.0,1.4941687124782623,0.3045129402090365,1,9.0,1,1,-1.009464433251818,-1.0094644332518175
2016-05-06,air_a678e5b144ca24ce,1,0,0,0,0,0,0,0.12734615854320522,0.1188780436695185,0.0,-1.492568438653489,0.2925759508646634,1,10.0,1,1,-1.1629744948846394,-1.1629744948846388
2016-05-07,air_a678e5b144ca24ce,0,0,1,0,0,0,0,0.30446353134198195,0.5836289301074504,0.0,0.03722376070667626,0.0777101426659477,1,23.0,1,1,-0.7382549768923632,-0.7382549768923627
2016-05-08,air_a678e5b144ca24ce,0,0,0,1,0,0,0,0.4689296632265597,0.4705814171901153,0.0,1.2513445538496648,0.2925759508646634,1,27.0,1,1,-1.0773294034027063,-1.0773294034027059
2016-05-09,air_a678e5b144ca24ce,0,1,0,0,0,0,0,0.10204367671480868,-0.11977781693374413,0.0,-1.492568438653489,0.2925759508646634,1,15.0,1,1,-1.5035514668595777,-1.5035514668595773
2016-05-11,air_a678e5b144ca24ce,0,0,0,0,0,0,1,0.41832469956976664,0.06863470459514721,0.0,-1.37115635933919,0.4000088549640211,1,23.0,1,1,-1.1524566766324722,-1.1524566766324718
2016-05-12,air_a678e5b144ca24ce,0,0,0,0,1,0,0,0.4815809041407582,0.6841156082561926,0.0,1.7855577028325795,0.22095401479842472,1,13.0,1,1,-1.032503463708946,-1.0325034637089456
2016-05-13,air_a678e5b144ca24ce,1,0,0,0,0,0,0,0.43097594048396515,0.5082639214958937,0.0,0.69284898900389,0.3283869188977826,1,11.0,1,1,-0.6769010370880545,-0.676901037088054
2016-05-14,air_a678e5b144ca24ce,0,0,1,0,0,0,0,0.5701395905401464,0.6589939387190067,0.0,1.5427335442039818,0.41194584430839437,1,18.0,1,1,-0.5168799451086533,-0.5168799451086528
2016-05-15,air_a678e5b144ca24ce,0,0,0,1,0,0,0,0.31711477225618,0.282168895661224,0.0,0.42574241451243267,0.4238828336527674,1,40.0,1,1,-1.129417646175344,-1.1294176461753436
2016-05-16,air_a678e5b144ca24ce,0,1,0,0,0,0,0,0.3677197359129735,0.40777724334715154,0.0,-1.2740266958877509,0.5432527270964982,1,39.0,1,1,-1.4426983755434675,-1.442698375543467
2016-05-18,air_a678e5b144ca24ce,0,0,0,0,0,0,1,0.5574883496259483,0.5208247562644867,0.0,1.3241918014382439,0.5551897164408715,1,14.0,1,1,-1.069065403347432,-1.0690654033474316
2016-05-19,air_a678e5b144ca24ce,0,0,0,0,1,0,0,0.5195346268833533,0.6715547734875996,0.0,1.3727566331639636,0.3283869188977826,1,10.0,1,1,-1.0605509790480587,-1.060550979048058
2016-05-20,air_a678e5b144ca24ce,1,0,0,0,0,0,0,0.31711477225618,0.3575339042727807,0.0,-0.05990590274476267,0.3522608975865289,1,13.0,1,1,-0.6764001885998561,-0.6764001885998555
2016-05-21,air_a678e5b144ca24ce,0,0,1,0,0,0,0,0.41832469956976664,0.4203380781157445,0.0,1.4698862966154023,0.31644992955340956,1,14.0,1,1,-0.40243606555531,-0.40243606555530953
2016-05-22,air_a678e5b144ca24ce,0,0,0,1,0,0,0,0.7219544815105261,0.847406460247898,0.0,1.712710455244,0.4596938016858866,1,26.0,1,1,-1.1334244340809314,-1.133424434080931
2016-05-23,air_a678e5b144ca24ce,0,1,0,0,0,0,0,0.8611181315667078,1.0735014860825678,0.0,1.3727566331639636,0.5671267057852447,1,17.0,1,1,-1.3345151020926047,-1.3345151020926043
2016-05-25,air_a678e5b144ca24ce,0,0,0,0,0,0,1,0.7599082042531211,0.6087505996446358,0.0,-1.4197211910649097,0.9729843434939296,1,25.0,1,1,-1.0199822515039851,-1.0199822515039847
2016-05-26,air_a678e5b144ca24ce,0,0,0,0,1,0,0,0.8484668906525092,0.7971631211735272,0.0,-0.8126607944934156,0.9610473541495563,1,10.0,1,1,-0.9841715845977967,-0.9841715845977962
2016-05-27,air_a678e5b144ca24ce,1,0,0,0,0,0,0,0.8611181315667078,1.111183990388346,0.0,-0.7155311310419764,0.8774884287389448,1,13.0,1,1,-0.6926777644663054,-0.6926777644663048
2016-05-28,air_a678e5b144ca24ce,0,0,1,0,0,0,0,0.5827908314543448,0.3324122347355953,0.0,-1.492568438653489,0.7342445566064678,1,23.0,1,1,-0.4988493995335095,-0.498849399533509
2016-05-29,air_a678e5b144ca24ce,0,0,0,1,0,0,0,0.5701395905401464,0.6464331039504142,0.0,0.18291825588383498,0.5074417590633792,1,21.0,1,1,-0.9999483119760475,-0.999948311976047
2016-05-30,air_a678e5b144ca24ce,0,1,0,0,0,0,0,0.3297660131703785,0.282168895661224,0.0,-1.492568438653489,0.48356778037463266,1,12.0,1,1,-1.3214930413994452,-1.3214930413994448
2016-06-01,air_a678e5b144ca24ce,0,0,0,0,0,0,1,0.7472569633389231,0.5836289301074504,0.0,-0.30273006137336034,0.6745596098846023,1,17.0,1,1,-1.1163955854821845,-1.116395585482184
2016-06-02,air_a678e5b144ca24ce,0,0,0,0,1,0,0,0.5448371087117498,0.6087505996446358,0.0,1.5184511283411222,0.43581982299714045,1,18.0,1,1,-1.0560433426542728,-1.0560433426542721
2016-06-03,air_a678e5b144ca24ce,1,0,0,0,0,0,0,0.4689296632265597,0.48314225195870825,0.0,0.9356731476324877,0.37613487627527503,1,17.0,1,1,-0.7500249163650266,-0.7500249163650261
2016-06-04,air_a678e5b144ca24ce,0,0,1,0,0,0,0,0.595442072368543,0.5208247562644867,0.0,-0.5698366358648179,0.5551897164408715,1,14.0,1,1,-0.5772321879365652,-0.5772321879365647
2016-06-05,air_a678e5b144ca24ce,0,0,0,1,0,0,0,0.3677197359129735,0.37009473904137363,0.0,-0.7155311310419764,0.41194584430839437,1,13.0,1,1,-1.1622232221523416,-1.1622232221523412
2016-06-06,air_a678e5b144ca24ce,0,1,0,0,0,0,0,0.6586982769395345,0.6715547734875996,0.0,1.202779722123945,0.5313157377521253,1,22.0,1,1,-1.3490397082503593,-1.349039708250359
