visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Nerima-ku Toyotamakita,total_area_visitors,total_genre_visitors
2016-01-30,air_04341b588bde96cd,0,0,1,0,0,0,0,-1.4018138075750324,-1.7347003039021092,0.0,-1.3257256844080378,-1.0835731292139894,1,63.0,1,1,-0.603356890630924,-0.6033568906309241
2016-01-31,air_04341b588bde96cd,0,0,0,1,0,0,0,-1.091502312244075,-1.0270959223392753,0.0,0.1373890105276632,-1.140085095997741,1,47.0,1,1,-1.160410451583474,-1.1604104515834741
2016-02-01,air_04341b588bde96cd,0,1,0,0,0,0,0,-1.2585931174222826,-1.581386021230162,0.0,-1.3257256844080378,-0.947944408932985,1,23.0,1,1,-1.41582244651816,-1.41582244651816
2016-02-02,air_04341b588bde96cd,0,0,0,0,0,1,0,-1.1273074847822624,-1.1568233922924616,0.0,0.49055462654662557,-0.9253396222194844,1,20.0,1,1,-1.2671726654661728,-1.2671726654661728
2016-02-03,air_04341b588bde96cd,0,0,0,0,0,0,1,-1.2347230023968245,-1.3573113004019313,0.0,-0.0896460283416696,-1.10617791592749,1,20.0,1,1,-1.192081538955375,-1.1920815389553752
2016-02-04,air_04341b588bde96cd,0,0,0,0,1,0,0,-1.2466580599095536,-1.1922036113706032,0.0,0.1626151259575892,-1.1513874893544913,1,14.0,1,1,-1.1542805637050415,-1.1542805637050415
2016-02-05,air_04341b588bde96cd,1,0,0,0,0,0,0,-1.0198919671677003,-0.8148146078704251,0.0,0.9698508197152171,-1.3209233897057466,1,45.0,1,1,-0.7788249311510532,-0.7788249311510533
2016-02-06,air_04341b588bde96cd,0,0,1,0,0,0,0,-1.0318270246804295,-1.227583830448745,0.0,-1.1239167609686307,-0.947944408932985,1,35.0,1,1,-0.5548286115933336,-0.5548286115933337
2016-02-07,air_04341b588bde96cd,0,0,0,1,0,0,0,-1.282463232447741,-1.3573113004019313,0.0,1.045529166004995,-1.140085095997741,1,33.0,1,1,-1.16781739943658,-1.16781739943658
2016-02-08,air_04341b588bde96cd,0,1,0,0,0,0,0,-1.3421385200113867,-1.3926915194800729,0.0,-0.0644199129117438,-1.1287827026409905,1,31.0,1,1,-1.3642292235413533,-1.3642292235413533
2016-02-09,air_04341b588bde96cd,0,0,0,0,0,1,0,-1.103437369756804,-0.5907398870421944,0.0,0.8941724734254398,-1.3661329631327481,1,19.0,1,1,-1.1455965558772623,-1.1455965558772623
2016-02-10,air_04341b588bde96cd,0,0,0,0,0,0,1,-1.1153724272695333,-1.12144317321432,0.0,1.1464336277246987,-1.0044563757167368,1,56.0,1,1,-0.820457086325407,-0.8204570863254071
2016-02-11,air_04341b588bde96cd,0,0,0,0,1,0,0,-1.1153724272695333,-1.1096497668549394,1.0,1.1464336277246987,-1.0044563757167368,1,23.0,1,1,-0.8940157408665965,-0.8940157408665966
2016-02-12,air_04341b588bde96cd,1,0,0,0,0,0,0,-0.996021852142242,-0.8619882333079473,0.0,-0.4680377597905579,-1.173992276067992,1,19.0,1,1,-0.837569689986031,-0.8375696899860311
2016-02-13,air_04341b588bde96cd,0,0,1,0,0,0,0,-0.13669771122574495,0.18762493267692296,0.0,-0.2662288363511508,-0.360219954381967,1,53.0,1,1,-0.6470323417647553,-0.6470323417647553
2016-02-14,air_04341b588bde96cd,0,0,0,1,0,0,0,0.48392527943616953,0.6121875616146235,0.0,0.08693677966781138,0.4535523673040582,1,20.0,1,1,-1.185440827087073,-1.1854408270870733
2016-02-15,air_04341b588bde96cd,0,1,0,0,0,0,0,-0.8647362195022217,-0.5553596679640526,0.0,-1.2500473381182602,-0.9592468022897354,1,22.0,1,1,-1.3678049914704389,-1.367804991470439
2016-02-16,air_04341b588bde96cd,0,0,0,0,0,1,0,-1.2227879448840955,-1.1332365795737005,0.0,1.1464336277246987,-1.2757138162787451,1,16.0,1,1,-1.206640022666652,-1.2066400226666523
2016-02-17,air_04341b588bde96cd,0,0,0,0,0,0,1,-1.1869827723459079,-0.7794343887922834,0.0,0.4401023956867738,-1.2983186029922458,1,40.0,1,1,-1.0370464580300207,-1.0370464580300207
2016-02-18,air_04341b588bde96cd,0,0,0,0,1,0,0,-1.1869827723459079,-1.0153025159798947,0.0,0.995076935145143,-1.3209233897057466,1,25.0,1,1,-1.0467521138375389,-1.0467521138375389
2016-02-19,air_04341b588bde96cd,1,0,0,0,0,0,0,-0.7573207018876594,-0.3902519789327246,0.0,1.0707552814349208,-1.1965970627814928,1,31.0,1,1,-0.7264654721894426,-0.7264654721894427
2016-02-20,air_04341b588bde96cd,0,0,1,0,0,0,0,-0.900541392040409,-1.0860629541361781,0.0,-1.275273453548186,-0.586267821516974,1,37.0,1,1,-0.7606906795106905,-0.7606906795106906
2016-02-21,air_04341b588bde96cd,0,0,0,1,0,0,0,-0.6618402417858263,-0.5907398870421944,0.0,-0.2662288363511508,-0.6088726082304746,1,26.0,1,1,-1.1307826601710504,-1.1307826601710504
2016-02-22,air_04341b588bde96cd,0,1,0,0,0,0,0,-0.996021852142242,-1.2157904240893642,0.0,-0.9221078375292237,-0.6879893617277271,1,41.0,1,1,-1.35477897972877,-1.35477897972877
2016-02-23,air_04341b588bde96cd,0,0,0,0,0,1,0,-1.007956909654971,-1.2157904240893642,0.0,-1.300499568978112,-0.7445013285114788,1,36.0,1,1,-1.137678784034287,-1.137678784034287
2016-02-24,air_04341b588bde96cd,0,0,0,0,0,0,1,-1.1153724272695333,-1.439865144917595,0.0,-1.3257256844080378,-1.0044563757167368,1,33.0,1,1,-1.0934925089105862,-1.0934925089105862
2016-02-25,air_04341b588bde96cd,0,0,0,0,1,0,0,-1.3898787500623033,-1.4752453639957368,0.0,-0.9977861838190014,-1.207899456138243,1,56.0,1,1,-0.9887735909873651,-0.9887735909873652
2016-02-26,air_04341b588bde96cd,1,0,0,0,0,0,0,-1.1511775998077207,-1.0035091096205142,0.0,1.2473380894444017,-1.264411422921995,1,65.0,1,1,-0.5770494551526514,-0.5770494551526514
2016-02-27,air_04341b588bde96cd,0,0,1,0,0,0,0,-0.900541392040409,-0.7558475760735224,0.0,1.222111974014476,-0.9253396222194844,1,61.0,1,1,-0.4082221265008239,-0.40822212650082407
2016-02-28,air_04341b588bde96cd,0,0,0,1,0,0,0,-0.805060931938576,-0.5907398870421944,0.0,0.995076935145143,-1.0270611624302375,1,25.0,1,1,-0.9941372428809935,-0.9941372428809935
2016-02-29,air_04341b588bde96cd,0,1,0,0,0,0,0,-0.8647362195022217,-0.5199794488859111,0.0,-0.8212033758095202,-0.7445013285114788,1,24.0,1,1,-1.3067615246810491,-1.3067615246810491
2016-03-01,air_04341b588bde96cd,0,0,0,0,0,1,0,-1.2347230023968245,-1.274757455886267,0.0,1.272564204874328,-1.0496659491437381,1,23.0,1,1,-1.1971897788540689,-1.1971897788540689
2016-03-02,air_04341b588bde96cd,0,0,0,0,0,0,1,-1.1392425422949914,-0.9563354841829919,0.0,0.6419113191261808,-1.4113425365597492,1,16.0,1,1,-1.0666742494424442,-1.0666742494424444
2016-03-03,air_04341b588bde96cd,0,0,0,0,1,0,0,-0.7453856443749304,-0.30769813441706073,0.0,1.272564204874328,-1.173992276067992,1,34.0,1,1,-1.0835314411081336,-1.0835314411081336
2016-03-04,air_04341b588bde96cd,1,0,0,0,0,0,0,-0.6021649542221807,-0.44921901072962744,0.0,0.6923635499860326,-0.7897109019384803,1,55.0,1,1,-0.7088420445389493,-0.7088420445389494
2016-03-05,air_04341b588bde96cd,0,0,1,0,0,0,0,-0.530554609145806,-0.4138387916514857,0.0,-0.644620567800039,-0.3828247410954676,1,26.0,1,1,-0.484590312986295,-0.4845903129862951
2016-03-06,air_04341b588bde96cd,0,0,0,1,0,0,0,-0.1844379412766613,-0.14259044538573298,0.0,-0.7455250295197426,-0.26980080752796415,1,40.0,1,1,-1.122098652343271,-1.1220986523432712
2016-03-07,air_04341b588bde96cd,0,1,0,0,0,0,0,-0.24411322884030692,-0.543566261604672,0.0,-1.3257256844080378,0.11448056660154775,1,35.0,1,1,-1.411735854599205,-1.411735854599205
2016-03-08,air_04341b588bde96cd,0,0,0,0,0,1,0,0.07813332400337941,0.17583152631754265,0.0,-0.03919379748181801,0.06927099317454631,1,14.0,1,1,-1.074336609290485,-1.074336609290485
2016-03-09,air_04341b588bde96cd,0,0,0,0,0,0,1,-0.7453856443749304,-0.5199794488859111,0.0,-1.3257256844080378,-0.8123156886519809,1,23.0,1,1,-1.1210770043635323,-1.1210770043635325
2016-03-10,air_04341b588bde96cd,0,0,0,0,1,0,0,-1.0676321972186167,-1.3219310813237894,0.0,-1.3257256844080378,-0.8236180820087312,1,36.0,1,1,-0.9997563067695565,-0.9997563067695566
2016-03-11,air_04341b588bde96cd,1,0,0,0,0,0,0,-1.282463232447741,-1.6285596466676842,0.0,-1.3257256844080378,-0.9366420155762347,1,43.0,1,1,-0.6587812935317509,-0.658781293531751
2016-03-12,air_04341b588bde96cd,0,0,1,0,0,0,0,-1.1153724272695333,-1.3926915194800729,0.0,-1.1995951072584083,-0.8914324421492333,1,45.0,1,1,-0.46747770932567106,-0.4674777093256712
2016-03-13,air_04341b588bde96cd,0,0,0,1,0,0,0,-1.0198919671677003,-1.310137674964409,0.0,-1.3257256844080378,-0.7671061152249795,1,35.0,1,1,-1.0715270773462033,-1.0715270773462033
2016-03-14,air_04341b588bde96cd,0,1,0,0,0,0,0,-1.1511775998077207,-1.5224189894332592,0.0,-1.3257256844080378,-0.8010132952952305,1,28.0,1,1,-1.3021641087722247,-1.3021641087722247
2016-03-15,air_04341b588bde96cd,0,0,0,0,0,1,0,-0.8528011619894924,-0.7676409824329029,0.0,1.449147012883809,-0.8010132952952305,1,29.0,1,1,-1.0252975062630252,-1.0252975062630252
2016-03-16,air_04341b588bde96cd,0,0,0,0,0,0,1,-0.8169959894513051,-0.6732937315578583,0.0,-0.9221078375292237,-1.0270611624302375,1,49.0,1,1,-0.9353924840460157,-0.9353924840460157
2016-03-17,air_04341b588bde96cd,0,0,0,0,1,0,0,-0.2799184013784944,0.14045130723940086,0.0,1.4743731283137347,-0.7331989351547284,1,39.0,1,1,-0.8876304409932294,-0.8876304409932295
2016-03-18,air_04341b588bde96cd,1,0,0,0,0,0,0,-0.06508736614937002,0.22300515175506475,0.0,0.389650164826922,-0.5523606414467228,1,62.0,1,1,-0.5096206884898943,-0.5096206884898944
2016-03-19,air_04341b588bde96cd,0,0,1,0,0,0,0,0.018458036439733778,-0.2015574771826358,0.0,-0.6698466832299649,0.10317817324479724,1,41.0,1,1,-0.49199726083940093,-0.49199726083940104
2016-03-20,air_04341b588bde96cd,0,0,0,1,0,0,0,-0.1605678262512031,-0.22514428990139687,1.0,0.1626151259575892,-0.06635772710645799,1,79.0,1,1,-0.7057771005997331,-0.7057771005997331
2016-03-21,air_04341b588bde96cd,0,1,0,0,0,0,0,-0.61410001173491,-0.6968805442766195,1.0,-0.3419071826409285,-0.43933670787921936,1,70.0,1,1,-1.1542805637050415,-1.1542805637050415
2016-03-22,air_04341b588bde96cd,0,0,0,0,0,1,0,-0.4947494366076188,-0.27231791533891897,0.0,1.1212075122947724,-0.7558037218682292,1,1.0,1,1,-1.0212109143440702,-1.0212109143440702
2016-03-23,air_04341b588bde96cd,0,0,0,0,0,0,1,-0.5066844941203479,-0.21335088354201615,0.0,-0.1905504900613732,-0.5975702148737243,1,26.0,1,1,-0.9193015283651305,-0.9193015283651306
2016-03-24,air_04341b588bde96cd,0,0,0,0,1,0,0,-1.0437620821931586,-1.1922036113706032,0.0,-0.7202989140898167,-0.7671061152249795,1,54.0,1,1,-0.9793233471747816,-0.9793233471747818
2016-03-25,air_04341b588bde96cd,1,0,0,0,0,0,0,-0.8886063345276798,-0.8619882333079473,0.0,0.8689463579955136,-1.0270611624302375,1,37.0,1,1,-0.3704211512504904,-0.3704211512504905
2016-03-26,air_04341b588bde96cd,0,0,1,0,0,0,0,-0.8169959894513051,-0.7794343887922834,0.0,0.2382934722473668,-0.6427797883007257,1,64.0,1,1,-0.3762956271339882,-0.3762956271339883
2016-03-27,air_04341b588bde96cd,0,0,0,1,0,0,0,-0.5544247241712644,-0.47280582344838873,0.0,-0.3419071826409285,-0.5410582480899725,1,53.0,1,1,-0.9389682519751013,-0.9389682519751014
2016-03-28,air_04341b588bde96cd,0,1,0,0,0,0,0,-0.4350741490439731,-0.42563219801086644,0.0,-0.6193944523701133,-0.28110320088471447,1,21.0,1,1,-1.057224005629861,-1.057224005629861
2016-03-29,air_04341b588bde96cd,0,0,0,0,0,1,0,-0.30378851640395255,-0.10721022630759121,0.0,1.0203030505750692,-0.6088726082304746,1,33.0,1,1,-0.7801019911257266,-0.7801019911257268
2016-03-30,air_04341b588bde96cd,0,0,0,0,0,0,1,-0.041217251123911856,0.05789746272373698,0.0,-0.5184899906504096,-0.20198644738746208,1,35.0,1,1,-0.8661758334187158,-0.8661758334187158
2016-03-31,air_04341b588bde96cd,0,0,0,0,1,0,0,-0.01734713609845369,0.11686449452063981,0.0,1.045529166004995,-0.3376151676684663,1,40.0,1,1,-0.8301627421329251,-0.8301627421329252
2016-04-01,air_04341b588bde96cd,1,0,0,0,0,0,0,-0.2918534588912235,-0.09541681994821047,0.0,-0.7959772603795943,-0.26980080752796415,1,47.0,1,1,-0.6214911422712867,-0.6214911422712868
2016-04-02,air_04341b588bde96cd,0,0,1,0,0,0,0,-0.4947494366076188,-0.8148146078704251,0.0,-1.3257256844080378,-0.2132888407442124,1,44.0,1,1,-0.6388591579268453,-0.6388591579268454
2016-04-03,air_04341b588bde96cd,0,0,0,1,0,0,0,-0.17250288376393222,-0.18976407082325508,0.0,-1.2248212226883342,-0.17938166067396147,1,44.0,1,1,-1.1680728114315146,-1.1680728114315146
2016-04-04,air_04341b588bde96cd,0,1,0,0,0,0,0,-0.029282193611182773,0.15224471359878117,0.0,-1.1743689918284825,-0.14547448060371035,1,34.0,1,1,-1.28173114917745,-1.28173114917745
2016-04-05,air_04341b588bde96cd,0,0,0,0,0,1,0,-0.4947494366076188,-0.7440541697141416,0.0,-1.3257256844080378,-0.2132888407442124,1,8.0,1,1,-1.0753582572702236,-1.0753582572702236
2016-04-06,air_04341b588bde96cd,0,0,0,0,0,0,1,-0.053152308636640944,0.24659196447382578,0.0,0.9193985888553656,-0.5071510680197215,1,42.0,1,1,-1.0076740786125318,-1.0076740786125318
2016-04-07,air_04341b588bde96cd,0,0,0,0,1,0,0,-0.2679833438657653,-0.5317728552452916,0.0,-1.3257256844080378,0.012759026390794568,1,54.0,1,1,-1.124652772292618,-1.124652772292618
2016-04-08,air_04341b588bde96cd,1,0,0,0,0,0,0,0.22135401415612885,0.18762493267692296,0.0,-0.442811644360632,0.09187577988804693,1,34.0,1,1,-0.5607030874768314,-0.5607030874768315
2016-04-09,air_04341b588bde96cd,0,0,1,0,0,0,0,0.2571591866943163,0.45887327894267604,0.0,0.49055462654662557,-0.05505533374970748,1,44.0,1,1,-0.46747770932567106,-0.4674777093256712
2016-04-10,air_04341b588bde96cd,0,0,0,1,0,0,0,0.2571591866943163,0.4706666853020568,0.0,-0.3923594135007802,0.10317817324479724,1,55.0,1,1,-1.0528820017159712,-1.0528820017159712
2016-04-11,air_04341b588bde96cd,0,1,0,0,0,0,0,-0.4350741490439731,-0.3784585725733443,0.0,0.389650164826922,-0.4506391012359698,1,51.0,1,1,-1.3042074047317023,-1.3042074047317023
2016-04-12,air_04341b588bde96cd,0,0,0,0,0,1,0,-0.542489666658535,-0.4610124170890082,0.0,1.449147012883809,-0.6879893617277271,1,18.0,1,1,-1.139211256003895,-1.1392112560038952
2016-04-13,air_04341b588bde96cd,0,0,0,0,0,0,1,-0.07702242366209933,0.14045130723940086,0.0,-1.0230122992489272,-0.07766012046320829,1,23.0,1,1,-1.0503278817666244,-1.0503278817666244
2016-04-14,air_04341b588bde96cd,0,0,0,0,1,0,0,0.03039309395246286,-0.18976407082325508,0.0,-1.300499568978112,0.25010928688255185,1,24.0,1,1,-1.0168689104301805,-1.0168689104301805
2016-04-15,air_04341b588bde96cd,1,0,0,0,0,0,0,0.13780861156702504,-0.012862975432546591,0.0,1.7266342826129937,-0.14547448060371035,1,62.0,1,1,-0.5887984069196469,-0.588798406919647
2016-04-16,air_04341b588bde96cd,0,0,1,0,0,0,0,0.03039309395246286,0.19941833903630368,0.0,-0.1905504900613732,-0.30370798759821527,1,119.0,1,1,-0.37093197524035976,-0.3709319752403599
2016-04-17,air_04341b588bde96cd,0,0,0,1,0,0,0,0.5436005669998152,0.6003941552552428,0.0,-0.3419071826409285,0.6796002344390651,1,31.0,1,1,-1.0899167409815007,-1.0899167409815007
2016-04-18,air_04341b588bde96cd,0,1,0,0,0,0,0,0.4361850493852532,0.8244688760834737,0.0,-0.16532437463144742,0.38573800716355594,1,14.0,1,1,-1.394623250938581,-1.394623250938581
2016-04-19,air_04341b588bde96cd,0,0,0,0,0,1,0,0.1974838991306707,0.43528646622391504,0.0,1.3230164357341796,0.11448056660154775,1,25.0,1,1,-1.074336609290485,-1.074336609290485
2016-04-20,air_04341b588bde96cd,0,0,0,0,0,0,1,0.006522978927004693,0.02251724364559519,0.0,1.7014081671830679,-0.13417208724696003,1,18.0,1,1,-0.939223663970036,-0.9392236639700361
2016-04-21,air_04341b588bde96cd,0,0,0,0,1,0,0,0.09006838151610849,0.14045130723940086,0.0,-1.3257256844080378,0.12578295995829805,1,24.0,1,1,-1.0467521138375389,-1.0467521138375389
2016-04-22,air_04341b588bde96cd,1,0,0,0,0,0,0,0.28102930171977447,0.4824600916614371,0.0,0.7680418962758104,0.22750450016905122,1,38.0,1,1,-0.542313423841534,-0.5423134238415341
2016-04-23,air_04341b588bde96cd,0,0,1,0,0,0,0,0.32876953177069124,0.411699653505154,0.0,-1.073464530108779,0.3631332204500553,1,46.0,1,1,-0.44397980579167995,-0.44397980579168006
2016-04-24,air_04341b588bde96cd,0,0,0,1,0,0,0,0.11393849654156687,-0.04824319451068838,0.0,-0.8212033758095202,0.1709925333852995,1,42.0,1,1,-1.0682067214120523,-1.0682067214120525
2016-04-25,air_04341b588bde96cd,0,1,0,0,0,0,0,0.3884448193343369,0.4234930598645343,0.0,0.8184941271356619,0.3066212536663036,1,33.0,1,1,-1.2561899496839812,-1.2561899496839812
2016-04-26,air_04341b588bde96cd,0,0,0,0,0,1,0,0.5077953944616281,0.7537084379271902,0.0,1.5248253591735867,0.31792364702305387,1,14.0,1,1,-0.9765138152305001,-0.9765138152305002
2016-04-27,air_04341b588bde96cd,0,0,0,0,0,0,1,0.3884448193343369,0.28197218355196757,0.0,-1.2500473381182602,0.48745954737430913,1,40.0,1,1,-0.9568470916205293,-0.9568470916205294
2016-04-28,air_04341b588bde96cd,0,0,0,0,1,0,0,-0.06508736614937002,-0.5199794488859111,0.0,-1.3257256844080378,0.28401646695280297,1,47.0,1,1,-0.7121624004731002,-0.7121624004731003
2016-04-29,air_04341b588bde96cd,1,0,0,0,0,0,0,0.11393849654156687,0.05789746272373698,1.0,1.7770865134728455,0.10317817324479724,1,61.0,1,1,-0.5372051839428403,-0.5372051839428404
2016-04-30,air_04341b588bde96cd,0,0,1,0,0,0,0,0.13780861156702504,0.3291458089894897,0.0,1.7518603980429193,-0.14547448060371035,1,55.0,1,1,-0.5819022830564103,-0.5819022830564105
2016-05-01,air_04341b588bde96cd,0,0,0,1,0,0,0,0.4361850493852532,0.8598490951616151,0.0,1.0959813968648466,-0.021148153679456556,1,54.0,1,1,-0.8656650094288464,-0.8656650094288465
2016-05-02,air_04341b588bde96cd,0,1,0,0,0,0,0,0.3526396467961494,0.19941833903630368,0.0,-0.9725600683890755,0.27271407359605243,1,24.0,1,1,-1.0069078426277278,-1.0069078426277278
2016-05-03,air_04341b588bde96cd,0,0,0,0,0,1,0,0.686821257152565,0.7183282188490484,1.0,0.1373890105276632,0.7587169879363175,1,22.0,1,1,-0.7177814643616632,-0.7177814643616633
2016-05-04,air_04341b588bde96cd,0,0,0,0,0,0,1,0.9851976949707932,1.1075106287086072,1.0,0.9446247042852914,0.8943457082173216,1,60.0,1,1,-0.7752491632219676,-0.7752491632219677
2016-05-05,air_04341b588bde96cd,0,0,0,0,1,0,0,0.9255224074071475,1.0249567841929434,1.0,1.852764859762623,0.7135074145093163,1,22.0,1,1,-0.9698731033621982,-0.9698731033621983
2016-05-06,air_04341b588bde96cd,1,0,0,0,0,0,0,0.4003798768470657,0.28197218355196757,0.0,-1.1491428763985565,0.5100643340878099,1,28.0,1,1,-1.1264406562571607,-1.1264406562571607
2016-05-07,air_04341b588bde96cd,0,0,1,0,0,0,0,0.8658471198435019,0.8362622824428542,0.0,1.6005037054633642,0.7135074145093163,1,33.0,1,1,-0.6932619128479334,-0.6932619128479335
2016-05-08,air_04341b588bde96cd,0,0,0,1,0,0,0,0.7464965447162106,0.8716425015209959,0.0,1.5500514746035126,0.747414594579567,1,54.0,1,1,-1.039089753989498,-1.0390897539894983
2016-05-09,air_04341b588bde96cd,0,1,0,0,0,0,0,0.42424999187252393,0.2701787771925868,0.0,-1.3257256844080378,0.577878694228312,1,49.0,1,1,-1.4738009693683336,-1.4738009693683336
2016-05-10,air_04341b588bde96cd,0,0,0,0,0,1,0,0.46005516441071137,0.3881128407863925,0.0,-1.0230122992489272,0.5665763008715616,1,3.0,1,1,-1.3088048206405265,-1.3088048206405265
2016-05-11,air_04341b588bde96cd,0,0,0,0,0,0,1,0.686821257152565,0.9659897523960405,0.0,-0.9473339529591496,0.5552739075148112,1,19.0,1,1,-1.1157133524699039,-1.115713352469904
