visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-01-14,air_db80363d35f10926,0,0,0,0,1,0,0,-1.0585901679356777,-1.0625431951962394,0.0,-0.8081232034081023,-0.8538180779807765,1,4.0,1,1,-1.0598518111624962,-1.0598518111624962
2016-01-15,air_db80363d35f10926,1,0,0,0,0,0,0,-1.4078284523915476,-1.358409130807938,0.0,0.8312903104198017,-1.4725303949713244,1,27.0,1,1,-0.7840890652106907,-0.7840890652106907
2016-01-16,air_db80363d35f10926,0,0,1,0,0,0,0,-1.586925008522763,-1.4241571164994267,0.0,-0.7300558932258211,-1.5890993822304134,1,47.0,1,1,-0.6368297312051769,-0.6368297312051769
2016-01-17,air_db80363d35f10926,0,0,0,1,0,0,0,-1.5511056972965203,-1.2844426469050134,0.0,0.1286845187792714,-1.5083977756664286,1,12.0,1,1,-1.2387934459437229,-1.2387934459437229
2016-01-18,air_db80363d35f10926,0,1,0,0,0,0,0,-1.5690153529096416,-1.0707616934076754,0.0,-1.0683475706823726,-1.8043036664010388,1,2.0,1,1,-1.521653027269288,-1.521653027269288
2016-01-19,air_db80363d35f10926,0,0,0,0,0,1,0,-0.6377132610273215,-0.8735177363332095,0.0,-1.0683475706823726,-0.3427079030755409,1,2.0,1,1,-1.2856832510917782,-1.2856832510917782
2016-01-20,air_db80363d35f10926,0,0,0,0,0,0,1,-0.7272615390929292,-0.8981732309675178,0.0,-0.15756228522242605,-0.44134319998707755,1,39.0,1,1,-1.160981715238572,-1.160981715238572
2016-01-21,air_db80363d35f10926,0,0,0,0,1,0,0,-0.9332225786438268,-1.0378877005619311,0.0,-0.027450101585290803,-0.9614202200660891,1,2.0,1,1,-1.0393216802598342,-1.0393216802598342
2016-01-22,air_db80363d35f10926,1,0,0,0,0,0,0,-0.9332225786438268,-0.9557027184475703,0.0,-0.8081232034081023,-0.9883207555874174,1,3.0,1,1,-0.7318766335323158,-0.7318766335323158
2016-01-23,air_db80363d35f10926,0,0,1,0,0,0,0,-0.8615839561913408,-0.9392657220246982,0.0,-1.0163026972275186,-1.0331549814562977,1,107.0,1,1,-0.6588806125450731,-0.6588806125450731
2016-01-24,air_db80363d35f10926,0,0,0,1,0,0,0,-1.3809639689718654,-1.2351316576363969,0.0,0.6231108166003854,-1.382861943233564,1,2.0,1,1,-1.3536101039549067,-1.3536101039549067
2016-01-25,air_db80363d35f10926,0,1,0,0,0,0,0,-1.5690153529096416,-1.3255351379621938,0.0,0.5190210696906771,-1.9208726536601275,1,37.0,1,1,-1.37819556935686,-1.37819556935686
2016-01-26,air_db80363d35f10926,0,0,0,0,0,1,0,-0.6466680888338823,-0.7913327542188487,0.0,-0.8601680768629564,-0.6296469486363749,1,2.0,1,1,-1.2060973115431872,-1.2060973115431872
2016-01-27,air_db80363d35f10926,0,0,0,0,0,0,1,-0.73621636689949,-0.815988248853157,0.0,0.050617208596990294,-0.48617742585595786,1,4.0,1,1,-1.055036101444588,-1.055036101444588
2016-01-28,air_db80363d35f10926,0,0,0,0,1,0,0,-1.0227708567094345,-1.1529466755220361,0.0,-0.9902802605000917,-0.8179506972856722,1,27.0,1,1,-1.0606121863811133,-1.0606121863811133
2016-01-29,air_db80363d35f10926,1,0,0,0,0,0,0,-1.2555963796800147,-1.2597871522707051,0.0,-0.5218763994064047,-1.3290608721909076,1,6.0,1,1,-0.918168562093508,-0.918168562093508
2016-01-30,air_db80363d35f10926,0,0,1,0,0,0,0,-1.5511056972965203,-1.4241571164994267,0.0,0.8573127471472289,-1.571165691882861,1,48.0,1,1,-0.6178203507397492,-0.6178203507397492
2016-01-31,air_db80363d35f10926,0,0,0,1,0,0,0,-1.237686724066893,-1.226913159424961,0.0,-0.5478988361338317,-1.230425575279371,1,37.0,1,1,-1.1706131346743887,-1.1706131346743887
2016-02-01,air_db80363d35f10926,0,1,0,0,0,0,0,-1.4078284523915476,-1.4241571164994267,0.0,-1.0683475706823726,-1.3200940270171315,1,31.0,1,1,-1.4240715408800921,-1.4240715408800921
2016-02-04,air_db80363d35f10926,0,0,0,0,1,0,0,-0.7541260225126114,-0.6680552810473076,0.0,-0.36574177904184235,-0.8538180779807765,1,30.0,1,1,-1.1645301329254518,-1.1645301329254518
2016-02-05,air_db80363d35f10926,1,0,0,0,0,0,0,-0.8347194727716584,-0.8817362345446457,0.0,-0.5999437095886859,-0.6744811745052552,1,20.0,1,1,-0.7919462758030675,-0.7919462758030675
2016-02-06,air_db80363d35f10926,0,0,1,0,0,0,0,-1.1750029294209676,-1.0378877005619311,0.0,0.10266208205184443,-1.3469945625384598,1,20.0,1,1,-0.5696632535606655,-0.5696632535606655
2016-02-07,air_db80363d35f10926,0,0,0,1,0,0,0,-1.1481384460012853,-1.1940391665792165,0.0,-0.8081232034081023,-1.230425575279371,1,40.0,1,1,-1.177963428454354,-1.177963428454354
2016-02-08,air_db80363d35f10926,0,1,0,0,0,0,0,-1.1033643069684815,-1.0707616934076754,0.0,0.7532230002375206,-1.266292955974475,1,7.0,1,1,-1.37287294282654,-1.37287294282654
2016-02-09,air_db80363d35f10926,0,0,0,0,0,1,0,-0.9869515454831916,-0.7831142560074127,0.0,-0.8341456401355293,-1.2842266463220273,1,10.0,1,1,-1.1559125471144578,-1.1559125471144578
2016-02-10,air_db80363d35f10926,0,0,0,0,0,0,1,-0.73621636689949,-0.8324252452760291,0.0,-0.9642578237726646,-0.6206801034625988,1,25.0,1,1,-0.8332599960145972,-0.8332599960145972
2016-02-11,air_db80363d35f10926,0,0,0,0,1,0,0,-0.9153129230307053,-0.9639212166590064,1.0,-0.3397193423144154,-0.9255528393709849,1,18.0,1,1,-0.9062560170018398,-0.9062560170018398
2016-02-12,air_db80363d35f10926,1,0,0,0,0,0,0,-0.6914422278666861,-0.6023072953558191,0.0,-1.0423251339549457,-0.8896854586758807,1,6.0,1,1,-0.8502417092303793,-0.8502417092303793
2016-02-13,air_db80363d35f10926,0,0,1,0,0,0,0,-0.20788152631240456,-0.3639708472241729,0.0,-1.0683475706823726,0.02493274904927761,1,43.0,1,1,-0.6611617382009245,-0.6611617382009245
2016-02-14,air_db80363d35f10926,0,0,0,1,0,0,0,-0.5839842941879568,-0.6433997864129994,0.0,-1.0683475706823726,-0.5220448065510621,1,28.0,1,1,-1.1954520584825477,-1.1954520584825477
2016-02-15,air_db80363d35f10926,0,1,0,0,0,0,0,-1.1481384460012853,-1.1858206683677806,0.0,-0.6519885830435399,-0.9524533748923131,1,24.0,1,1,-1.37642136051342,-1.37642136051342
2016-02-17,air_db80363d35f10926,0,0,0,0,0,0,1,-1.0048612010963132,-1.1529466755220361,0.0,-0.678011019770967,-0.7282822455479115,1,8.0,1,1,-1.048192724477034,-1.048192724477034
2016-02-19,air_db80363d35f10926,1,0,0,0,0,0,0,-0.422797393669863,-0.4954668186071501,0.0,-0.8341456401355293,-0.4144426644657494,1,8.0,1,1,-0.7399873025308983,-0.7399873025308983
2016-02-20,air_db80363d35f10926,0,0,1,0,0,0,0,-0.4586167048961061,-0.6105257935672551,0.0,0.4669761962358232,-0.28890683203288453,1,43.0,1,1,-0.7739507289624625,-0.7739507289624625
2016-02-21,air_db80363d35f10926,0,0,0,1,0,0,0,-0.6914422278666861,-0.7748957577959766,0.0,-0.4177866524966965,-0.5668790324199424,1,49.0,1,1,-1.1412119595545271,-1.1412119595545271
2016-02-22,air_db80363d35f10926,0,1,0,0,0,0,0,-0.9153129230307053,-1.0378877005619311,0.0,-0.6259661463161128,-0.6834480196790312,1,12.0,1,1,-1.363494981796929,-1.363494981796929
2016-02-23,air_db80363d35f10926,0,0,0,0,0,1,0,-0.8347194727716584,-0.8652992381217735,0.0,-1.0683475706823726,-0.8538180779807765,1,18.0,1,1,-1.1480553365220811,-1.1480553365220811
2016-02-24,air_db80363d35f10926,0,0,0,0,0,0,1,-1.3809639689718654,-1.2762241486935773,0.0,0.7011781267826664,-1.4904640853188766,1,2.0,1,1,-1.1042070322484943,-1.1042070322484943
2016-02-25,air_db80363d35f10926,0,0,0,0,1,0,0,-1.2735060352931362,-1.1693836719449082,0.0,-0.3397193423144154,-1.2483592656269231,1,4.0,1,1,-1.0002890857041558,-1.0002890857041558
2016-02-26,air_db80363d35f10926,1,0,0,0,0,0,0,-1.0764998235487993,-1.0871986898305475,0.0,0.024594771869563336,-0.9076191490234328,1,41.0,1,1,-0.5917141349005617,-0.5917141349005617
2016-02-27,air_db80363d35f10926,0,0,1,0,0,0,0,-1.157093273807846,-1.0132322059276229,0.0,0.4669761962358232,-1.212491884931819,1,28.0,1,1,-0.42417812839859165,-0.42417812839859165
2016-02-28,air_db80363d35f10926,0,0,0,1,0,0,0,-1.157093273807846,-0.9967952095047508,0.0,0.7272005635100937,-1.230425575279371,1,42.0,1,1,-1.0056117122344757,-1.0056117122344757
2016-03-02,air_db80363d35f10926,0,0,0,0,0,0,1,-1.049635340129117,-0.9557027184475703,0.0,0.5970883798729585,-1.0869560524989539,1,22.0,1,1,-1.0775938995968954,-1.0775938995968954
2016-03-04,air_db80363d35f10926,1,0,0,0,0,0,0,-1.3272350021325008,-0.9474842202361342,0.0,1.039469804239218,-1.7415357501846063,1,23.0,1,1,-0.7224986725027047,-0.7224986725027047
2016-03-05,air_db80363d35f10926,0,0,1,0,0,0,0,-1.1123191347750423,-0.7584587613731045,0.0,1.4558287918780508,-1.4456298594499963,1,48.0,1,1,-0.499962191854097,-0.499962191854097
2016-03-06,air_db80363d35f10926,0,0,0,1,0,0,0,-0.4407070492829846,-0.31465985795555645,0.0,-1.0683475706823726,-0.8896854586758807,1,13.0,1,1,-1.1325943737435331,-1.1325943737435331
2016-03-08,air_db80363d35f10926,0,0,0,0,0,1,0,-0.40488773805674144,-0.24069337405263175,0.0,-0.15756228522242605,-0.39650897411819724,1,5.0,1,1,-1.0851976517830666,-1.0851976517830666
2016-03-09,air_db80363d35f10926,0,0,0,0,0,0,1,-0.6645777444470038,-0.7831142560074127,0.0,-0.001427664857863849,-0.5579121872461663,1,2.0,1,1,-1.1315805401187102,-1.1315805401187102
2016-03-10,air_db80363d35f10926,0,0,0,0,1,0,0,-0.7899453337388546,-0.709147772104488,0.0,0.7272005635100937,-0.8896854586758807,1,20.0,1,1,-1.011187797171001,-1.011187797171001
2016-03-11,air_db80363d35f10926,1,0,0,0,0,0,0,-0.8615839561913408,-0.8488622416989013,0.0,-0.2096071586772802,-0.7013817100265833,1,52.0,1,1,-0.6728208248863868,-0.6728208248863868
2016-03-12,air_db80363d35f10926,0,0,1,0,0,0,0,-0.8615839561913408,-0.8324252452760291,0.0,0.6231108166003854,-0.8896854586758807,1,62.0,1,1,-0.4829804786383149,-0.4829804786383149
2016-03-13,air_db80363d35f10926,0,0,0,1,0,0,0,-0.7183067112863685,-0.5201223132414583,0.0,0.9093576206020828,-1.1228234331940583,1,27.0,1,1,-1.082409609314804,-1.082409609314804
2016-03-14,air_db80363d35f10926,0,1,0,0,0,0,0,-0.39593291025018074,-0.2735673668983761,0.0,0.961402494056937,-0.6296469486363749,1,1.0,1,1,-1.311282550118554,-1.311282550118554
2016-03-15,air_db80363d35f10926,0,0,0,0,0,1,0,-0.6287584332207607,-0.6680552810473076,0.0,0.7272005635100937,-0.5579121872461663,1,19.0,1,1,-1.0365336377915715,-1.0365336377915715
2016-03-16,air_db80363d35f10926,0,0,0,0,0,0,1,-0.306384632184573,-0.09276040624678232,0.0,1.4818512286054781,-0.9165859941972088,1,16.0,1,1,-0.9473162788071638,-0.9473162788071638
2016-03-17,air_db80363d35f10926,0,0,0,0,1,0,0,-0.0019204867615068121,-0.018793922343857752,0.0,1.1695819878763534,-0.14543730925246753,1,37.0,1,1,-0.8999195568466972,-0.8999195568466972
2016-03-18,air_db80363d35f10926,1,0,0,0,0,0,0,0.07867296349754008,0.3346015007478936,0.0,0.440953759508396,-0.3158073675542127,1,43.0,1,1,-0.524801115662256,-0.524801115662256
2016-03-19,air_db80363d35f10926,0,0,1,0,0,0,0,-0.05564945360087148,0.005861572290450534,0.0,-1.0683475706823726,0.10563435561326215,1,73.0,1,1,-0.5073124856340624,-0.5073124856340624
2016-03-20,air_db80363d35f10926,0,0,0,1,0,0,0,-0.5481649829617138,-0.6351812882015634,1.0,0.2587967024164066,-0.5489453420723903,1,22.0,1,1,-0.7194571716282363,-0.7194571716282363
2016-03-21,air_db80363d35f10926,0,1,0,0,0,0,0,-0.7093518834798077,-0.6680552810473076,1.0,0.18072939223412554,-0.6744811745052552,1,17.0,1,1,-1.1645301329254518,-1.1645301329254518
2016-03-22,air_db80363d35f10926,0,0,0,0,0,1,0,-0.49443601612234916,-0.5119038150300222,0.0,-0.18358472194985312,-0.46824373550840576,1,34.0,1,1,-1.0324783032922802,-1.0324783032922802
2016-03-23,air_db80363d35f10926,0,0,0,0,0,0,1,-0.5213004995420315,-0.5283408114528944,0.0,-0.001427664857863849,-0.37857528377064514,1,2.0,1,1,-0.9313483992162045,-0.9313483992162045
2016-03-24,air_db80363d35f10926,0,0,0,0,1,0,0,-0.5571198107682745,-0.4543743275499697,0.0,1.039469804239218,-0.5489453420723903,1,9.0,1,1,-0.9909111246745448,-0.9909111246745448
2016-03-25,air_db80363d35f10926,1,0,0,0,0,0,0,-0.5929391219945177,-0.6023072953558191,0.0,0.1286845187792714,-0.6206801034625988,1,62.0,1,1,-0.3866662842801475,-0.3866662842801475
2016-03-26,air_db80363d35f10926,0,0,1,0,0,0,0,-0.3511587712173769,-0.38040784364704505,0.0,0.7532230002375206,-0.24407260616400422,1,82.0,1,1,-0.3924958276228787,-0.3924958276228787
2016-03-27,air_db80363d35f10926,0,0,0,1,0,0,0,-0.01983014237462837,0.046954063347630914,0.0,1.1956044246037802,-0.2799399868591085,1,35.0,1,1,-0.9508646964940437,-0.9508646964940437
2016-03-28,air_db80363d35f10926,0,1,0,0,0,0,0,-0.13624290385991836,-0.24069337405263175,0.0,1.1175371144214994,-0.20820522546889997,1,4.0,1,1,-1.0682159385672845,-1.0682159385672845
2016-03-29,air_db80363d35f10926,0,0,0,0,0,1,0,-0.20788152631240456,0.05517256155906696,0.0,1.6900307224248943,-0.48617742585595786,1,22.0,1,1,-0.793213567834096,-0.793213567834096
2016-03-30,air_db80363d35f10926,0,0,0,0,0,0,1,-0.05564945360087148,0.0716095579819392,0.0,-0.001427664857863849,-0.10060308338358724,1,27.0,1,1,-0.8786290507254182,-0.8786290507254182
2016-03-31,air_db80363d35f10926,0,0,0,0,1,0,0,-0.18997187069928298,-0.158508391938271,0.0,-0.23562959540470713,-0.14543730925246753,1,7.0,1,1,-0.8428914154504139,-0.8428914154504139
2016-04-01,air_db80363d35f10926,1,0,0,0,0,0,0,-0.07355910921399296,0.03873556513619487,0.0,2.028322399881446,-0.04680201234093088,1,14.0,1,1,-0.6358158975803542,-0.6358158975803542
2016-04-02,air_db80363d35f10926,0,0,1,0,0,0,0,-0.17206221508616149,-0.1174159008810906,0.0,0.8312903104198017,-0.30684052238043663,1,11.0,1,1,-0.653051069202342,-0.653051069202342
2016-04-03,air_db80363d35f10926,0,0,0,1,0,0,0,0.10553744691722244,-0.01057542413242156,0.0,-0.678011019770967,0.17736911700347066,1,8.0,1,1,-1.1782168868605598,-1.1782168868605598
2016-04-04,air_db80363d35f10926,0,1,0,0,0,0,0,0.024943996658175482,0.07982805619337524,0.0,1.6640082856974674,-0.05576885751470694,1,2.0,1,1,-1.2910058776220978,-1.2910058776220978
2016-04-05,air_db80363d35f10926,0,0,0,0,0,1,0,0.015989168851614742,0.28529051147927714,0.0,0.8312903104198017,-0.33374105790176484,1,8.0,1,1,-1.0862114854078893,-1.0862114854078893
2016-04-06,air_db80363d35f10926,0,0,0,0,0,0,1,0.11449227472378318,0.07982805619337524,0.0,1.6119634122426134,0.2132364976985749,1,1.0,1,1,-1.019045007763378,-1.019045007763378
2016-04-07,air_db80363d35f10926,0,0,0,0,1,0,0,0.1771760693697086,0.3263830025364575,0.0,0.41493132278096906,-0.17233784477379574,1,2.0,1,1,-1.13512895780559,-1.13512895780559
2016-04-08,air_db80363d35f10926,1,0,0,0,0,0,0,0.0876277913041009,0.18666853294204414,0.0,-0.4177866524966965,-0.010934631645826635,1,18.0,1,1,-0.5754927969033967,-0.5754927969033967
2016-04-09,air_db80363d35f10926,0,0,1,0,0,0,0,-0.10937842044023607,0.06339105977050301,0.0,-0.4177866524966965,-0.1633709996000197,1,21.0,1,1,-0.4829804786383149,-0.4829804786383149
2016-04-10,air_db80363d35f10926,0,0,0,1,0,0,0,-0.24370083753864763,-0.2571303704755039,0.0,0.6751556900552396,-0.20820522546889997,1,27.0,1,1,-1.0639071456617875,-1.0639071456617875
2016-04-11,air_db80363d35f10926,0,1,0,0,0,0,0,-0.41384256586330226,-0.3639708472241729,0.0,0.41493132278096906,-0.28890683203288453,1,12.0,1,1,-1.3133102173681999,-1.3133102173681999
2016-04-13,air_db80363d35f10926,0,0,0,0,0,0,1,0.11449227472378318,0.07982805619337524,0.0,-1.0683475706823726,0.2580707235674552,1,40.0,1,1,-1.0613725615997305,-1.0613725615997305
2016-04-14,air_db80363d35f10926,0,0,0,0,1,0,0,0.3294081420812417,0.4414419774965626,0.0,-0.9382353870452375,0.39257340117409606,1,1.0,1,1,-1.0281695103867832,-1.0281695103867832
2016-04-15,air_db80363d35f10926,1,0,0,0,0,0,0,-0.1541525594730399,-0.19960088299545137,0.0,-0.7040334564983941,0.006999058701725483,1,10.0,1,1,-0.603373221586024,-0.603373221586024
2016-04-16,air_db80363d35f10926,0,0,1,0,0,0,0,0.024943996658175482,0.0880465544048113,0.0,0.9093576206020828,-0.14543730925246753,1,62.0,1,1,-0.3871732010925589,-0.3871732010925589
2016-04-17,air_db80363d35f10926,0,0,0,1,0,0,0,0.007034341045053926,-0.1913823847840153,0.0,-1.0683475706823726,0.27600441391500735,1,6.0,1,1,-1.1006586145616144,-1.1006586145616144
2016-04-18,air_db80363d35f10926,0,1,0,0,0,0,0,-0.11833324824679685,-0.1831638865725792,0.0,-1.0683475706823726,-0.08266939303603511,1,11.0,1,1,-1.4030344931650187,-1.4030344931650187
2016-04-19,air_db80363d35f10926,0,0,0,0,0,1,0,-0.22579118192552605,-0.2324748758411957,0.0,-0.7040334564983941,-0.1095699285573633,1,11.0,1,1,-1.0851976517830666,-1.0851976517830666
2016-04-20,air_db80363d35f10926,0,0,0,0,0,0,1,0.2577695196287555,0.35925699538220185,0.0,0.38890888605354185,0.0697669749181579,1,5.0,1,1,-0.9511181549002493,-0.9511181549002493
2016-04-21,air_db80363d35f10926,0,0,0,0,1,0,0,0.7234205655699156,0.8194928952226219,0.0,1.7941204693346025,0.6167445305184976,1,8.0,1,1,-1.0578241439128506,-1.0578241439128506
2016-04-22,air_db80363d35f10926,1,0,0,0,0,0,0,0.5264143538255786,0.8770223827026747,0.0,1.6379858489700403,0.3029049494363355,1,70.0,1,1,-0.557243791656586,-0.557243791656586
2016-04-23,air_db80363d35f10926,0,0,1,0,0,0,0,0.16822124156314777,0.12913904546199168,0.0,-0.8861905135903834,0.18633596217724674,1,42.0,1,1,-0.45966230526739016,-0.45966230526739016
2016-04-24,air_db80363d35f10926,0,0,0,1,0,0,0,0.22195020840251245,0.3346015007478936,0.0,0.8833351838746558,0.14150173630836643,1,18.0,1,1,-1.0791146500341298,-1.0791146500341298
2016-04-25,air_db80363d35f10926,0,1,0,0,0,0,0,0.2935888308549986,0.4414419774965626,0.0,1.5859409755151859,-0.019901476819602693,1,14.0,1,1,-1.2656600370015274,-1.2656600370015274
2016-04-26,air_db80363d35f10926,0,0,0,0,0,1,0,0.12344710253034392,0.13735754367342773,0.0,-0.3397193423144154,0.17736911700347066,1,23.0,1,1,-0.9881230822062821,-0.9881230822062821
2016-04-27,air_db80363d35f10926,0,0,0,0,0,0,1,0.04285365227129704,0.2688535150564049,0.0,1.7941204693346025,-0.14543730925246753,1,9.0,1,1,-0.9686067849284429,-0.9686067849284429
2016-04-28,air_db80363d35f10926,0,0,0,0,1,0,0,0.15926641375658704,0.2935090096907132,0.0,0.8312903104198017,-0.19027153512134784,1,23.0,1,1,-0.7257936317833789,-0.7257936317833789
2016-04-29,air_db80363d35f10926,1,0,0,0,0,0,0,-0.2526556653452084,-0.3886263418584811,1.0,-1.0683475706823726,0.006999058701725483,1,2.0,1,1,-0.5521746235324719,-0.5521746235324719
2016-04-30,air_db80363d35f10926,0,0,1,0,0,0,0,-0.20788152631240456,-0.30644135974412035,0.0,-0.6519885830435399,-0.028868321993378757,1,36.0,1,1,-0.59652984461847,-0.59652984461847
2016-05-01,air_db80363d35f10926,0,0,0,1,0,0,0,-0.0019204867615068121,0.022298568713322628,0.0,0.050617208596990294,0.051833284570605785,1,16.0,1,1,-0.8781221339130068,-0.8781221339130068
2016-05-02,air_db80363d35f10926,0,1,0,0,0,0,0,0.32045331427468093,0.5729379488795396,0.0,1.5859409755151859,-0.20820522546889997,1,22.0,1,1,-1.0182846325447608,-1.0182846325447608
2016-05-03,air_db80363d35f10926,0,0,0,0,0,1,0,1.1353426446717108,1.427661762868892,1.0,1.6379858489700403,0.661578756387378,1,46.0,1,1,-0.7313697167199044,-0.7313697167199044
2016-05-04,air_db80363d35f10926,0,0,0,0,0,0,1,0.821923671442084,0.7373079131082612,1.0,-0.9902802605000917,1.0202525633384203,1,26.0,1,1,-0.7883978581161877,-0.7883978581161877
2016-05-05,air_db80363d35f10926,0,0,0,0,1,0,0,0.472685386986214,0.2770720132678411,1.0,-0.8601680768629564,0.5988108401709454,1,36.0,1,1,-0.9815331636449338,-0.9815331636449338
2016-05-06,air_db80363d35f10926,1,0,0,0,0,0,0,0.5264143538255786,0.39213098822794606,0.0,-0.1055174117675719,0.527076078780737,1,3.0,1,1,-1.1369031666490301,-1.1369031666490301
2016-05-07,air_db80363d35f10926,0,0,1,0,0,0,0,0.5443240094387002,0.6551229309939004,0.0,-0.3397193423144154,0.6795124467349299,1,29.0,1,1,-0.7070377097241568,-0.7070377097241568
2016-05-08,air_db80363d35f10926,0,0,0,1,0,0,0,0.5264143538255786,0.5565009524566675,0.0,1.4818512286054781,0.43740762704297637,1,10.0,1,1,-1.0502203917266795,-1.0502203917266795
2016-05-09,air_db80363d35f10926,0,1,0,0,0,0,0,0.624917459697747,0.9427703683941631,0.0,1.9242326529717377,0.051833284570605785,1,5.0,1,1,-1.481606599088787,-1.481606599088787
2016-05-10,air_db80363d35f10926,0,0,0,0,0,1,0,0.7502850489895978,0.811274397011186,0.0,0.440953759508396,0.6257113756922736,1,3.0,1,1,-1.3178724686799024,-1.3178724686799024
2016-05-12,air_db80363d35f10926,0,0,0,0,1,0,0,0.34731779769436316,0.13735754367342773,0.0,-0.9382353870452375,0.5898439949971694,1,34.0,1,1,-1.0048513370158585,-1.0048513370158585
2016-05-13,air_db80363d35f10926,1,0,0,0,0,0,0,0.7950591880224017,1.3701322753888392,0.0,1.8982102162443109,0.32083863978388766,1,30.0,1,1,-0.6449404002037594,-0.6449404002037594
2016-05-14,air_db80363d35f10926,0,0,1,0,0,0,0,0.8040140158289624,1.0578293433542683,0.0,2.3926365140654244,0.4553413173905285,1,83.0,1,1,-0.4829804786383149,-0.4829804786383149
2016-05-15,air_db80363d35f10926,0,0,0,1,0,0,0,0.8040140158289624,0.9838628594513434,0.0,0.6491332533278124,0.4912086980856327,1,14.0,1,1,-1.1029397402174659,-1.1029397402174659
2016-05-16,air_db80363d35f10926,0,1,0,0,0,0,0,0.7950591880224017,0.720870916685389,0.0,-0.3397193423144154,0.7064129822562583,1,11.0,1,1,-1.420016206380801,-1.420016206380801
2016-05-17,air_db80363d35f10926,0,0,0,0,0,1,0,0.9652009163470563,0.9181148737598551,0.0,0.7532230002375206,1.0023188729908683,1,2.0,1,1,-1.246397198129894,-1.246397198129894
2016-05-19,air_db80363d35f10926,0,0,0,0,1,0,0,1.0457943666061031,1.3783507736002754,0.0,2.2104794569734354,0.6257113756922736,1,23.0,1,1,-1.0332386785108973,-1.0332386785108973
2016-05-20,air_db80363d35f10926,1,0,0,0,0,0,0,1.1980264393176365,1.4934097485603803,0.0,2.288546767155717,0.7243466726038102,1,16.0,1,1,-0.6444334833913481,-0.6444334833913481
2016-05-21,air_db80363d35f10926,0,0,1,0,0,0,0,1.3144392008029262,1.6495612145776655,0.0,2.4446813875202786,0.7691808984726906,1,35.0,1,1,-0.36714998700230833,-0.36714998700230833
2016-05-22,air_db80363d35f10926,0,0,0,1,0,0,0,1.332348856416048,1.6495612145776655,0.0,2.548771134429987,1.0471530988597486,1,23.0,1,1,-1.106995074716757,-1.106995074716757
