visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-26,air_465bddfed3353b23,0,0,0,0,0,1,0,0.8642079005485372,0.7755339146774843,0.0,-1.332606169122233,0.9535932754972652,1,27.0,1,1,-0.3551192498615688,-0.3551192498615688
2016-07-27,air_465bddfed3353b23,0,0,0,0,0,0,1,0.9449804313936346,0.7639783476773443,0.0,-1.2792705484628382,1.0637389680807883,1,14.0,1,1,-0.1465627605766694,-0.1465627605766694
2016-07-28,air_465bddfed3353b23,0,0,0,0,1,0,0,1.175759090951056,1.2030898936826764,0.0,0.027452157692335725,1.1628700914059593,1,31.0,1,1,0.08427048078654337,0.08427048078654337
2016-07-29,air_465bddfed3353b23,1,0,0,0,0,0,0,1.2565316217961535,1.3533122646845002,0.0,1.7075242084632734,1.1188118143725498,1,35.0,1,1,1.3141008282823958,1.3141008282823958
2016-07-30,air_465bddfed3353b23,0,0,1,0,0,0,0,1.2565316217961535,1.4110900996852018,0.0,1.5208495361553918,1.0306952603057318,1,50.0,1,1,1.4354707189159652,1.4354707189159652
2016-07-31,air_465bddfed3353b23,0,0,0,1,0,0,0,1.2911484207297668,1.1684231926822553,0.0,0.480804933297192,1.2840303532478343,1,13.0,1,1,-0.3989045901534261,-0.3989045901534261
2016-08-01,air_465bddfed3353b23,0,1,0,0,0,0,0,1.2796094877518955,1.2493121616832374,0.0,-0.8525855831876794,1.3060594917645392,1,45.0,1,1,-1.1605390620723128,-1.1605390620723128
2016-08-02,air_465bddfed3353b23,0,0,0,0,0,1,0,1.1065254930838295,1.0066452546802906,0.0,-0.9059212038470741,1.0747535373391408,1,22.0,1,1,-0.7956612263068351,-0.7956612263068351
2016-08-03,air_465bddfed3353b23,0,0,0,0,0,0,1,1.2103758898846693,1.307089996683939,0.0,-0.26589375593433606,1.1738846606643112,1,16.0,1,1,-0.3328424977832554,-0.3328424977832554
2016-08-04,air_465bddfed3353b23,0,0,0,0,1,0,0,1.3603820185969933,1.4226456666853422,0.0,0.9074898985723507,1.2840303532478343,1,26.0,1,1,-0.20187055884006813,-0.20187055884006813
2016-08-05,air_465bddfed3353b23,1,0,0,0,0,0,0,1.4296156164642195,1.4688679346859033,0.0,1.5208495361553918,1.3060594917645392,1,32.0,1,1,0.8846972278762861,0.8846972278762861
2016-08-06,air_465bddfed3353b23,0,0,1,0,0,0,0,1.475771348375704,1.5613124706870263,0.0,0.9874933295614432,1.4382343228647667,1,16.0,1,1,0.634275807961453,0.634275807961453
2016-08-07,air_465bddfed3353b23,0,0,0,1,0,0,0,1.4180766834863487,1.4919790686861842,0.0,1.627520777474181,1.2950449225061869,1,12.0,1,1,-0.6028520962497089,-0.6028520962497089
2016-08-08,air_465bddfed3353b23,0,1,0,0,0,0,0,1.4065377505084775,1.4457568006856232,0.0,-0.13255470428584898,1.3831614765730054,1,33.0,1,1,-1.141334965453077,-1.141334965453077
2016-08-09,air_465bddfed3353b23,0,0,0,0,0,1,0,1.7988614717560936,1.9657573156919375,0.0,0.8008186572535609,1.4272197536064144,1,8.0,1,1,-0.2809914369113191,-0.2809914369113191
2016-08-10,air_465bddfed3353b23,0,0,0,0,0,0,1,1.475771348375704,1.5382013366867453,0.0,-0.052551273296756504,1.4602634613814713,1,22.0,1,1,0.7571820263245612,0.7571820263245612
2016-08-11,air_465bddfed3353b23,0,0,0,0,1,0,0,1.2680705547740247,1.3186455636840795,1.0,-0.052551273296756504,1.3721469073146528,1,17.0,1,1,0.4360895308509409,0.4360895308509409
2016-08-12,air_465bddfed3353b23,1,0,0,0,0,0,0,1.198836956906798,1.2955344296837985,0.0,0.10745558868142795,1.2620012147311297,1,13.0,1,1,-0.01136592037725028,-0.01136592037725028
2016-08-13,air_465bddfed3353b23,0,0,1,0,0,0,0,1.175759090951056,1.2839788626836586,1.0,0.5608083642862842,1.1628700914059593,1,3.0,1,1,0.16031870339871662,0.16031870339871662
2016-08-14,air_465bddfed3353b23,0,0,0,1,0,0,0,1.1180644260617008,1.1222009246816937,1.0,-0.3458971869234283,1.1848992299226637,1,38.0,1,1,-0.9116539698870185,-0.9116539698870185
2016-08-15,air_465bddfed3353b23,0,1,0,0,0,0,0,1.1872980239289272,1.1684231926822553,1.0,-1.1725993071440484,1.2840303532478343,1,7.0,1,1,-1.4555139861437727,-1.4555139861437727
2016-08-16,air_465bddfed3353b23,0,0,0,0,0,1,0,1.22191482286254,1.4342012336854826,0.0,-0.7992499625282845,1.2069283684393683,1,16.0,1,1,-1.3337600135778185,-1.3337600135778185
2016-08-17,air_465bddfed3353b23,0,0,0,0,0,0,1,1.4296156164642195,1.572868037687166,0.0,1.3075070535178122,1.1298263836309022,1,30.0,1,1,-0.8140971590613013,-0.8140971590613013
2016-08-18,air_465bddfed3353b23,0,0,0,0,1,0,0,1.22191482286254,1.260867728683378,0.0,-1.0659280658252588,1.3721469073146528,1,20.0,1,1,-0.529108365231844,-0.529108365231844
2016-08-19,air_465bddfed3353b23,1,0,0,0,0,0,0,1.302687353707638,1.3417566976843596,0.0,0.480804933297192,1.3501177687979482,1,35.0,1,1,0.8466731165701995,0.8466731165701995
2016-08-20,air_465bddfed3353b23,0,0,1,0,0,0,0,1.0834476271280873,1.0759786566811327,0.0,-0.9325890141767715,1.2509866454727778,1,21.0,1,1,0.7253032259366301,0.7253032259366301
2016-08-21,air_465bddfed3353b23,0,0,0,1,0,0,0,1.3373041526412508,1.4804235016860439,0.0,0.7474830365941663,1.1848992299226637,1,19.0,1,1,-0.8014224552926058,-0.8014224552926058
2016-08-22,air_465bddfed3353b23,0,1,0,0,0,0,0,1.0834476271280873,0.8795340176787474,0.0,-1.3592739794519304,1.1518555221476068,1,18.0,1,1,-2.028564229261765,-2.028564229261765
2016-08-23,air_465bddfed3353b23,0,0,0,0,0,1,0,1.2103758898846693,1.1222009246816937,0.0,-0.9059212038470741,1.2620012147311297,1,22.0,1,1,-0.5959386214667841,-0.5959386214667841
2016-08-24,air_465bddfed3353b23,0,0,0,0,0,0,1,1.175759090951056,1.2146454606828165,0.0,-0.8525855831876794,1.1848992299226637,1,21.0,1,1,-0.3996727540181955,-0.3996727540181955
2016-08-25,air_465bddfed3353b23,0,0,0,0,1,0,0,1.348843085619122,1.3879789656849215,0.0,1.8141954497820632,1.1848992299226637,1,23.0,1,1,-0.26601224154831526,-0.26601224154831526
2016-08-26,air_465bddfed3353b23,1,0,0,0,0,0,0,1.3834598845527353,1.3995345326850612,0.0,1.3608426741772066,1.2399720762144253,1,27.0,1,1,1.154322744410355,1.154322744410355
2016-08-27,air_465bddfed3353b23,0,0,1,0,0,0,0,0.9219025654378926,0.7293116466769233,0.0,-1.3592739794519304,0.9756224140139702,1,30.0,1,1,1.2192325909833714,1.2192325909833714
2016-08-28,air_465bddfed3353b23,0,0,0,1,0,0,0,0.7257407048140845,0.4519780386735558,0.0,-1.3592739794519304,0.9425787062389132,1,24.0,1,1,-0.23374935922799936,-0.23374935922799936
2016-08-29,air_465bddfed3353b23,0,1,0,0,0,0,0,1.0719086941502165,1.0875342236812733,0.0,-0.6659109108797974,1.0306952603057318,1,15.0,1,1,-1.4401507088483843,-1.4401507088483843
2016-08-30,air_465bddfed3353b23,0,0,0,0,0,1,0,1.0142140292608612,0.8564228836784669,0.0,-1.199267117473746,1.0747535373391408,1,33.0,1,1,-0.6232084386660988,-0.6232084386660988
2016-08-31,air_465bddfed3353b23,0,0,0,0,0,0,1,1.2103758898846693,1.2030898936826764,0.0,1.6541885878038787,1.0747535373391408,1,12.0,1,1,-0.18036197062652418,-0.18036197062652418
2016-09-01,air_465bddfed3353b23,0,0,0,0,1,0,0,1.2334537558404113,1.3648678316846405,0.0,1.3341748638475095,1.0196806910473792,1,21.0,1,1,-0.5859524912247815,-0.5859524912247815
2016-09-02,air_465bddfed3353b23,1,0,0,0,0,0,0,1.198836956906798,1.0528675226808522,0.0,-0.052551273296756504,1.1298263836309022,1,39.0,1,1,0.6550162323102275,0.6550162323102275
2016-09-03,air_465bddfed3353b23,0,0,1,0,0,0,0,1.2565316217961535,1.3648678316846405,0.0,0.6141439849456791,1.3060594917645392,1,43.0,1,1,1.2549522106951498,1.2549522106951498
2016-09-04,air_465bddfed3353b23,0,0,0,1,0,0,0,1.198836956906798,1.2955344296837985,0.0,-0.1592225146155463,1.2399720762144253,1,31.0,1,1,-0.7322877074633574,-0.7322877074633574
2016-09-05,air_465bddfed3353b23,0,1,0,0,0,0,0,1.3949988175306063,1.4226456666853422,0.0,1.2008358121990224,1.3280886302812438,1,15.0,1,1,-1.346434717346514,-1.346434717346514
2016-09-06,air_465bddfed3353b23,0,0,0,0,0,1,0,1.4411545494420908,1.3533122646845002,0.0,1.2008358121990224,1.4492488921231188,1,25.0,1,1,-0.6232084386660988,-0.6232084386660988
2016-09-07,air_465bddfed3353b23,0,0,0,0,0,0,1,1.2449926888182825,1.1106453576815538,0.0,-0.7459143418688897,1.3941760458313572,1,42.0,1,1,-0.523731218178458,-0.523731218178458
2016-09-08,air_465bddfed3353b23,0,0,0,0,1,0,0,1.1642201579731848,1.1222009246816937,0.0,-1.0125924451658639,1.3170740610228913,1,6.0,1,1,-0.37201885488649616,-0.37201885488649616
2016-09-09,air_465bddfed3353b23,1,0,0,0,0,0,0,1.2334537558404113,1.3648678316846405,0.0,0.05411996802203305,1.0857681065974931,1,32.0,1,1,0.9814858748372339,0.9814858748372339
2016-09-10,air_465bddfed3353b23,0,0,1,0,0,0,0,1.1872980239289272,1.2146454606828165,0.0,-0.26589375593433606,1.1628700914059593,1,27.0,1,1,1.5046054667452136,1.5046054667452136
2016-09-11,air_465bddfed3353b23,0,0,0,1,0,0,0,0.7949743026813106,0.5097558736742575,0.0,-1.3059383587925355,0.8875058599471517,1,21.0,1,1,-0.2806073549789344,-0.2806073549789344
2016-09-12,air_465bddfed3353b23,0,1,0,0,0,0,0,0.9680582973493767,0.8102006156779054,0.0,-1.2792705484628382,1.0747535373391408,1,17.0,1,1,-1.3245420472005855,-1.3245420472005855
2016-09-13,air_465bddfed3353b23,0,0,0,0,0,1,0,0.7257407048140845,0.37108906967257327,0.0,-1.3592739794519304,0.9535932754972652,1,8.0,1,1,-0.7922044889153727,-0.7922044889153727
2016-09-14,air_465bddfed3353b23,0,0,0,0,0,0,1,0.7834353697034399,0.6830893786763621,0.0,-1.2792705484628382,0.8654767214304472,1,15.0,1,1,-0.38622988638473055,-0.38622988638473055
2016-09-15,air_465bddfed3353b23,0,0,0,0,1,0,0,0.8988246994821505,0.6599782446760811,0.0,-1.332606169122233,1.0417098295640839,1,37.0,1,1,-0.052462687142414616,-0.052462687142414616
2016-09-16,air_465bddfed3353b23,1,0,0,0,0,0,0,0.7603575037476973,0.4288669046732749,0.0,-1.3592739794519304,1.0086661217890267,1,21.0,1,1,0.9115829631432161,0.9115829631432161
2016-09-17,air_465bddfed3353b23,0,0,1,0,0,0,0,1.0372918952166033,1.0066452546802906,0.0,0.05411996802203305,0.9756224140139702,1,63.0,1,1,1.3866923135031066,1.3866923135031066
2016-09-18,air_465bddfed3353b23,0,0,0,1,0,0,0,0.9565193643715059,0.7177560796767828,0.0,-1.3592739794519304,1.0417098295640839,1,18.0,1,1,0.17606606262648986,0.17606606262648986
2016-09-19,air_465bddfed3353b23,0,1,0,0,0,0,0,0.5757345761017605,0.2555333996711701,1.0,-1.3592739794519304,0.7112727518135147,1,11.0,1,1,-1.3276147026596632,-1.3276147026596632
2016-09-20,air_465bddfed3353b23,0,0,0,0,0,1,0,0.321878050588597,-0.0680224763327584,0.0,-1.3592739794519304,0.5350396436798781,1,23.0,1,1,-1.825000805097867,-1.825000805097867
2016-09-21,air_465bddfed3353b23,0,0,0,0,0,0,1,0.43726738036730767,0.29020010067159113,0.0,-1.332606169122233,0.5350396436798781,1,27.0,1,1,0.3896156170323905,0.3896156170323905
2016-09-22,air_465bddfed3353b23,0,0,0,0,1,0,0,0.3564948495222099,0.024422059668363794,1.0,-1.3592739794519304,0.5901124899716397,1,28.0,1,1,-0.2948183864771688,-0.2948183864771688
2016-09-23,air_465bddfed3353b23,1,0,0,0,0,0,0,0.5180399112124051,0.1630888636700479,0.0,-1.3592739794519304,0.7333018903302192,1,40.0,1,1,0.1998791424343421,0.1998791424343421
2016-09-24,air_465bddfed3353b23,0,0,1,0,0,0,0,0.6334292409911157,0.37108906967257327,0.0,-1.3592739794519304,0.8875058599471517,1,22.0,1,1,1.1539386624779702,1.1539386624779702
2016-09-25,air_465bddfed3353b23,0,0,0,1,0,0,0,0.8411300345927951,0.8910895846788875,0.0,-0.452568428242218,0.8324330136553901,1,14.0,1,1,-0.38046865739895985,-0.38046865739895985
2016-09-26,air_465bddfed3353b23,0,1,0,0,0,0,0,1.048830828194474,1.0875342236812733,0.0,-0.5325718592313102,1.0086661217890267,1,19.0,1,1,-1.0898679865135255,-1.0898679865135255
2016-09-27,air_465bddfed3353b23,0,0,0,0,0,1,0,1.0719086941502165,1.0528675226808522,0.0,-0.7459143418688897,1.1077972451141977,1,30.0,1,1,-0.4488352413634389,-0.4488352413634389
2016-09-28,air_465bddfed3353b23,0,0,0,0,0,0,1,1.175759090951056,1.1453120586819747,0.0,-0.7992499625282845,1.2399720762144253,1,11.0,1,1,-0.33053800618894713,-0.33053800618894713
2016-09-29,air_465bddfed3353b23,0,0,0,0,1,0,0,0.9565193643715059,0.8333117496781859,0.0,-1.1725993071440484,0.9866369832723223,1,28.0,1,1,-0.20571137816391527,-0.20571137816391527
2016-09-30,air_465bddfed3353b23,1,0,0,0,0,0,0,0.5872735090796313,0.4635336056736959,0.0,-0.7192465315391923,0.6672144747801056,1,45.0,1,1,1.2242256561043727,1.2242256561043727
2016-10-01,air_465bddfed3353b23,0,0,1,0,0,0,0,0.39111164845582314,0.1284221626696269,0.0,-1.3592739794519304,0.5350396436798781,1,23.0,1,1,1.2591771119513817,1.2591771119513817
2016-10-02,air_465bddfed3353b23,0,0,0,1,0,0,0,0.7834353697034399,0.7986450486777653,0.0,1.0674967605505352,0.6451853362634011,1,27.0,1,1,-0.4380809472566669,-0.4380809472566669
2016-10-03,air_465bddfed3353b23,0,1,0,0,0,0,0,0.7372796377919553,0.6715338116762216,0.0,-1.3592739794519304,0.8104038751386856,1,9.0,1,1,-1.5496140595780274,-1.5496140595780274
2016-10-04,air_465bddfed3353b23,0,0,0,0,0,1,0,0.9911361633051188,1.307089996683939,0.0,0.29413026098930994,0.7663455981052762,1,23.0,1,1,-0.6842774659152682,-0.6842774659152682
2016-10-05,air_465bddfed3353b23,0,0,0,0,0,0,1,0.8872857665042793,0.6599782446760811,0.0,-1.1725993071440484,0.9646078447556177,1,17.0,1,1,-0.858650663217928,-0.858650663217928
2016-10-06,air_465bddfed3353b23,0,0,0,0,1,0,0,1.1180644260617008,1.226201027682957,0.0,0.8541542779129561,0.9535932754972652,1,48.0,1,1,-0.37432334648080445,-0.37432334648080445
2016-10-07,air_465bddfed3353b23,1,0,0,0,0,0,0,0.5872735090796313,0.4866447396739764,0.0,0.18745901967052017,0.6892436132968102,1,31.0,1,1,0.831309839274811,0.831309839274811
2016-10-08,air_465bddfed3353b23,0,0,1,0,0,0,0,0.5641956431238893,0.532867007674538,0.0,-1.3059383587925355,0.6011270592299917,1,22.0,1,1,1.0894128978373383,1.0894128978373383
2016-10-09,air_465bddfed3353b23,0,0,0,1,0,0,0,0.6911239058804711,0.579089275675099,0.0,-1.3592739794519304,0.6451853362634011,1,30.0,1,1,0.35389599732061217,0.35389599732061217
2016-10-11,air_465bddfed3353b23,0,0,0,0,0,1,0,0.14879405592053094,-0.0680224763327584,0.0,-1.3059383587925355,0.38083567406294566,1,23.0,1,1,-1.1862725515420887,-1.1862725515420887
2016-10-12,air_465bddfed3353b23,0,0,0,0,0,0,1,0.1834108548541438,0.29020010067159113,0.0,0.8274864675832583,0.10547144260413813,1,25.0,1,1,-0.45958953547021086,-0.45958953547021086
2016-10-13,air_465bddfed3353b23,0,0,0,0,1,0,0,0.021865793163948988,-0.28757824933542464,0.0,-1.3592739794519304,0.2817045507377751,1,16.0,1,1,-0.42463807962320194,-0.42463807962320194
2016-10-14,air_465bddfed3353b23,1,0,0,0,0,0,0,-0.08198460363689068,-0.13735587833360047,0.0,-0.2925615662640334,-0.015688819237737142,1,27.0,1,1,0.9918560870116212,0.9918560870116212
2016-10-15,air_465bddfed3353b23,0,0,1,0,0,0,0,0.044943659119691046,0.23242226567088956,0.0,1.5208495361553918,-0.10380537330455544,1,59.0,1,1,1.4669654373715117,1.4669654373715117
2016-10-16,air_465bddfed3353b23,0,0,0,1,0,0,0,0.12571618996478845,0.2555333996711701,0.0,0.027452157692335725,-0.0046742499793848815,1,34.0,1,1,-0.47111199344175225,-0.47111199344175225
2016-10-17,air_465bddfed3353b23,0,1,0,0,0,0,0,0.13725512294265968,-0.13735587833360047,0.0,-1.3592739794519304,0.32576282777118415,1,18.0,1,1,-1.4121127277843002,-1.4121127277843002
2016-10-18,air_465bddfed3353b23,0,0,0,0,0,1,0,0.5295788441902759,0.6484226776759411,0.0,0.21412683000021773,0.4359085203547072,1,19.0,1,1,-0.5932500479400911,-0.5932500479400911
2016-10-19,air_465bddfed3353b23,0,0,0,0,0,0,1,0.5180399112124051,0.37108906967257327,0.0,-0.8525855831876794,0.6231561977466962,1,25.0,1,1,-0.4534442245520554,-0.4534442245520554
2016-10-20,air_465bddfed3353b23,0,0,0,0,1,0,0,0.6449681739689866,0.8102006156779054,0.0,1.3075070535178122,0.46895222812976417,1,21.0,1,1,-0.22837221217461337,-0.22837221217461337
2016-10-21,air_465bddfed3353b23,1,0,0,0,0,0,0,0.2180276537877571,0.08219989466906537,0.0,-0.052551273296756504,0.2927191199961274,1,42.0,1,1,1.0156691668194735,1.0156691668194735
2016-10-22,air_465bddfed3353b23,0,0,1,0,0,0,0,0.044943659119691046,-0.27602268233528415,0.0,-1.332606169122233,0.21561713518766115,1,41.0,1,1,1.5745083784392315,1.5745083784392315
2016-10-23,air_465bddfed3353b23,0,0,0,1,0,0,0,0.20648872080988628,0.18619999767032847,0.0,-0.07921908362645406,0.21561713518766115,1,38.0,1,1,-0.19918198531337514,-0.19918198531337514
2016-10-24,air_465bddfed3353b23,0,1,0,0,0,0,0,-0.1627571344819881,-0.18357814633416156,0.0,1.2541714328584175,-0.09279080404620317,1,29.0,1,1,-1.2423485136702568,-1.2423485136702568
2016-10-25,air_465bddfed3353b23,0,0,0,0,0,1,0,-0.26660753128282777,-0.4031339193368278,0.0,-0.7192465315391923,-0.30206761995489695,1,27.0,1,1,-0.5556100185663891,-0.5556100185663891
2016-10-26,air_465bddfed3353b23,0,0,0,0,0,0,1,0.321878050588597,0.579089275675099,0.0,1.2008358121990224,-0.015688819237737142,1,18.0,1,1,-0.15578072695390252,-0.15578072695390252
2016-10-27,air_465bddfed3353b23,0,0,0,0,1,0,0,0.31033911761072575,0.3017556676717316,0.0,0.6674796056050738,0.05039859631237663,1,62.0,1,1,-0.14195377738805284,-0.14195377738805284
2016-10-28,air_465bddfed3353b23,1,0,0,0,0,0,0,-0.47430832488450714,-0.6804675273401952,0.0,-1.3592739794519304,-0.2910530506965447,1,37.0,1,1,0.915807864399448,0.915807864399448
2016-10-29,air_465bddfed3353b23,0,0,1,0,0,0,0,-0.09352353661476172,0.012866492668223723,0.0,-1.3592739794519304,-0.12583451182126015,1,110.0,1,1,1.7596358698486634,1.7596358698486634
2016-10-30,air_465bddfed3353b23,0,0,0,1,0,0,0,-0.5089251238181202,-0.8306898983420195,0.0,-1.3592739794519304,-0.3461258969883062,1,21.0,1,1,-0.11429987825635347,-0.11429987825635347
2016-10-31,air_465bddfed3353b23,0,1,0,0,0,0,0,-0.2319907323492145,-0.18357814633416156,0.0,-0.31922937659373085,-0.32409675847160146,1,62.0,1,1,-1.0691275621647511,-1.0691275621647511
2016-11-01,air_465bddfed3353b23,0,0,0,0,0,1,0,-0.33584112915005415,-0.4955784553379504,0.0,-0.47923623857191544,-0.1148199425629079,1,11.0,1,1,-0.7795297851466771,-0.7795297851466771
2016-11-02,air_465bddfed3353b23,0,0,0,0,0,0,1,-0.6243144535968309,-0.9809122693438437,0.0,-1.3592739794519304,-0.45627158957182923,1,14.0,1,1,0.3972972556800848,0.3972972556800848
2016-11-03,air_465bddfed3353b23,0,0,0,0,1,0,0,-0.3935357940394095,-0.14891144533374095,1.0,1.174168001869325,-0.47830072808853374,1,43.0,1,1,-0.07665984888265157,-0.07665984888265157
2016-11-04,air_465bddfed3353b23,1,0,0,0,0,0,0,-0.26660753128282777,-0.2182448473345826,0.0,1.0941645708802326,-0.4672861588301815,1,28.0,1,1,0.05469617199292043,0.05469617199292043
2016-11-05,air_465bddfed3353b23,0,0,1,0,0,0,0,-0.1973739334156014,-0.13735587833360047,0.0,0.4541371229674944,-0.1698927888546694,1,48.0,1,1,1.2783812085706174,1.2783812085706174
2016-11-06,air_465bddfed3353b23,0,0,0,1,0,0,0,-0.17429606745985912,0.012866492668223723,0.0,1.174168001869325,-0.3130821892132492,1,83.0,1,1,-0.5260357097727663,-0.5260357097727663
2016-11-07,air_465bddfed3353b23,0,1,0,0,0,0,0,-0.6127755206189599,-0.7266897953407565,0.0,0.8808220882426534,-0.5003298666052385,1,16.0,1,1,-1.3141718350261982,-1.3141718350261982
2016-11-08,air_465bddfed3353b23,0,0,0,0,0,1,0,-0.7397037833755417,-0.8191343313418792,0.0,-0.8792533935173769,-0.7316358210306367,1,26.0,1,1,-1.1301965894139205,-1.1301965894139205
2016-11-09,air_465bddfed3353b23,0,0,0,0,0,0,1,-0.6820091184861863,-0.703578661340476,0.0,0.24079464032991507,-0.5333735743802952,1,44.0,1,1,-0.8175538964527638,-0.8175538964527638
2016-11-10,air_465bddfed3353b23,0,0,0,0,1,0,0,-0.7743205823091549,-0.888467733342721,0.0,-1.2259349278034433,-0.5664172821553523,1,34.0,1,1,-0.549080625715849,-0.549080625715849
2016-11-11,air_465bddfed3353b23,1,0,0,0,0,0,0,-0.8435541801763813,-0.992467836343984,0.0,-1.3592739794519304,-0.7756940980640459,1,62.0,1,1,0.41227645104308863,0.41227645104308863
