Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,deepest_snowfall,total_snowfall
109,2016-04-19,8.0,10.0,6.3,0,0
110,2016-04-20,12.1,17.1,8.2,0,0
111,2016-04-21,15.4,20.5,10.5,0,0
112,2016-04-22,13.3,19.2,8.2,0,0
113,2016-04-23,11.9,20.9,6.2,0,0
114,2016-04-24,11.1,17.7,4.8,0,0
115,2016-04-25,10.4,16.8,3.2,0,0
116,2016-04-26,10.4,15.6,5.2,0,0
117,2016-04-27,11.1,16.7,6.6,0,0
118,2016-04-28,8.7,13.2,4.5,0,0
119,2016-04-29,6.6,9.7,4.2,0,0
120,2016-04-30,7.4,10.9,3.6,0,0
121,2016-05-01,8.6,15.5,1.7,0,0
122,2016-05-02,12.8,19.0,4.9,0,0
123,2016-05-03,21.1,30.1,10.3,0,0
124,2016-05-04,16.2,22.4,13.2,0,0
125,2016-05-05,14.8,18.3,12.0,0,0
126,2016-05-06,13.8,17.7,7.7,0,0
127,2016-05-07,14.4,17.4,12.3,0,0
128,2016-05-08,13.4,17.6,7.5,0,0
129,2016-05-09,13.0,20.5,5.5,0,0
130,2016-05-10,11.6,14.6,9.2,0,0
131,2016-05-11,12.4,15.3,10.8,0,0
132,2016-05-12,11.5,14.6,9.2,0,0
133,2016-05-13,15.9,27.3,7.6,0,0
134,2016-05-14,15.1,22.1,10.0,0,0
135,2016-05-15,15.0,23.4,7.0,0,0
136,2016-05-16,17.9,25.4,9.5,0,0
137,2016-05-17,14.8,19.4,10.8,0,0
138,2016-05-18,16.8,24.2,10.8,0,0
139,2016-05-19,17.4,25.8,9.7,0,0
140,2016-05-20,17.3,24.2,11.4,0,0
141,2016-05-21,18.6,27.3,10.9,0,0
142,2016-05-22,19.2,25.8,13.3,0,0
143,2016-05-23,18.3,26.9,12.6,0,0
144,2016-05-24,17.3,22.0,13.3,0,0
145,2016-05-25,19.2,22.8,15.4,0,0
146,2016-05-26,20.7,26.3,17.1,0,0
147,2016-05-27,17.2,22.8,11.9,0,0
148,2016-05-28,17.5,24.7,10.8,0,0
149,2016-05-29,18.4,23.1,12.9,0,0
150,2016-05-30,18.0,23.0,15.1,0,0
151,2016-05-31,17.7,26.8,12.8,0,0
152,2016-06-01,12.9,16.8,10.4,0,0
153,2016-06-02,13.3,16.5,11.5,0,0
154,2016-06-03,15.3,18.9,11.1,0,0
155,2016-06-04,16.6,21.1,13.1,0,0
156,2016-06-05,14.3,18.0,10.8,0,0
157,2016-06-06,15.9,22.2,9.5,0,0
158,2016-06-07,19.2,26.6,13.1,0,0
159,2016-06-08,18.2,21.9,16.6,0,0
160,2016-06-09,18.0,19.9,16.6,0,0
161,2016-06-10,16.5,18.7,14.7,0,0
162,2016-06-11,19.3,27.0,14.0,0,0
163,2016-06-12,18.7,25.3,15.6,0,0
164,2016-06-13,18.7,23.3,16.1,0,0
165,2016-06-14,18.0,21.1,16.4,0,0
166,2016-06-15,19.0,23.4,14.8,0,0
167,2016-06-16,18.4,21.9,16.2,0,0
168,2016-06-17,19.8,22.8,17.5,0,0
169,2016-06-18,17.1,19.0,16.0,0,0
170,2016-06-19,18.6,22.8,15.5,0,0
171,2016-06-20,20.1,24.9,17.2,0,0
172,2016-06-21,19.5,25.5,17.0,0,0
173,2016-06-22,19.1,24.1,15.7,0,0
174,2016-06-23,16.6,19.1,15.1,0,0
175,2016-06-24,17.3,21.4,14.8,0,0
176,2016-06-25,22.2,27.1,17.1,0,0
177,2016-06-26,15.5,20.5,13.7,0,0
178,2016-06-27,16.4,20.4,13.5,0,0
179,2016-06-28,20.3,27.0,14.0,0,0
180,2016-06-29,21.1,27.3,15.3,0,0
181,2016-06-30,22.5,28.7,16.9,0,0
182,2016-07-01,23.5,27.7,20.0,0,0
183,2016-07-02,24.5,28.9,21.8,0,0
184,2016-07-03,21.2,24.4,18.0,0,0
185,2016-07-04,18.2,20.4,16.2,0,0
186,2016-07-05,19.4,25.6,15.9,0,0
187,2016-07-06,16.1,17.9,15.1,0,0
188,2016-07-07,18.4,23.1,15.4,0,0
189,2016-07-08,20.0,24.1,16.6,0,0
190,2016-07-09,22.2,26.5,19.1,0,0
191,2016-07-10,21.2,26.1,18.7,0,0
192,2016-07-11,18.8,21.5,15.4,0,0
193,2016-07-12,20.0,25.4,14.4,0,0
194,2016-07-13,22.8,29.8,16.1,0,0
195,2016-07-14,19.6,20.9,18.4,0,0
196,2016-07-15,20.2,24.1,17.8,0,0
197,2016-07-16,22.2,28.1,18.0,0,0
198,2016-07-17,20.9,22.4,19.4,0,0
199,2016-07-18,22.0,24.7,20.0,0,0
200,2016-07-19,21.5,24.3,19.9,0,0
201,2016-07-20,21.4,24.8,18.8,0,0
202,2016-07-21,21.1,26.1,17.3,0,0
203,2016-07-22,20.7,26.8,16.1,0,0
204,2016-07-23,20.4,26.2,15.3,0,0
205,2016-07-24,21.1,27.1,17.0,0,0
206,2016-07-25,21.7,27.5,17.1,0,0
207,2016-07-26,23.0,27.7,19.4,0,0
208,2016-07-27,23.1,25.6,20.9,0,0
209,2016-07-28,25.9,30.6,22.5,0,0
210,2016-07-29,28.0,33.4,24.8,0,0
211,2016-07-30,27.6,32.2,24.8,0,0
212,2016-07-31,26.3,31.3,23.4,0,0
213,2016-08-01,26.0,31.4,22.4,0,0
214,2016-08-02,25.7,29.8,22.7,0,0
215,2016-08-03,25.1,28.7,22.8,0,0
216,2016-08-04,25.6,29.6,21.8,0,0
217,2016-08-05,26.8,33.5,21.5,0,0
218,2016-08-06,25.9,30.4,22.0,0,0
219,2016-08-07,28.6,35.4,23.2,0,0
220,2016-08-08,28.2,33.8,23.2,0,0
221,2016-08-09,25.7,29.7,23.1,0,0
222,2016-08-10,23.3,26.2,19.4,0,0
223,2016-08-11,23.1,29.5,17.7,0,0
224,2016-08-12,24.3,31.7,17.8,0,0
225,2016-08-13,24.7,31.3,19.4,0,0
226,2016-08-14,23.8,29.5,18.0,0,0
227,2016-08-15,24.5,30.4,18.9,0,0
228,2016-08-16,24.8,29.1,21.4,0,0
229,2016-08-17,23.4,25.1,21.9,0,0
230,2016-08-18,25.1,30.0,20.9,0,0
231,2016-08-19,25.3,30.5,21.2,0,0
232,2016-08-20,26.3,31.7,23.0,0,0
233,2016-08-21,25.6,28.2,23.6,0,0
234,2016-08-22,24.4,28.1,23.0,0,0
235,2016-08-23,24.2,28.3,20.7,0,0
236,2016-08-24,24.2,30.4,18.9,0,0
237,2016-08-25,25.5,30.9,20.1,0,0
238,2016-08-26,21.5,26.2,16.8,0,0
239,2016-08-27,19.4,25.2,13.9,0,0
240,2016-08-28,21.3,26.7,14.7,0,0
241,2016-08-29,25.1,29.1,20.2,0,0
242,2016-08-30,25.6,29.6,21.7,0,0
243,2016-08-31,24.4,30.8,20.8,0,0
244,2016-09-01,24.8,30.5,20.3,0,0
245,2016-09-02,23.7,28.3,20.1,0,0
246,2016-09-03,23.9,29.7,19.3,0,0
247,2016-09-04,23.1,28.1,19.1,0,0
248,2016-09-05,24.0,28.1,20.9,0,0
249,2016-09-06,23.9,29.3,22.0,0,0
250,2016-09-07,23.0,27.4,19.4,0,0
251,2016-09-08,20.0,23.4,17.9,0,0
252,2016-09-09,20.5,24.2,17.8,0,0
253,2016-09-10,20.6,24.0,18.3,0,0
254,2016-09-11,20.0,25.2,16.6,0,0
255,2016-09-12,19.7,24.1,15.4,0,0
256,2016-09-13,19.6,23.5,17.8,0,0
257,2016-09-14,20.5,24.0,18.6,0,0
258,2016-09-15,20.9,26.8,16.9,0,0
259,2016-09-16,20.5,27.0,15.6,0,0
260,2016-09-17,20.1,25.7,16.7,0,0
261,2016-09-18,19.4,24.5,15.4,0,0
262,2016-09-19,16.9,21.9,12.3,0,0
263,2016-09-20,16.0,21.5,12.2,0,0
264,2016-09-21,16.4,23.2,9.4,0,0
265,2016-09-22,17.7,24.3,11.5,0,0
266,2016-09-23,18.9,23.0,16.8,0,0
267,2016-09-24,20.2,26.1,16.0,0,0
268,2016-09-25,19.9,25.8,15.5,0,0
269,2016-09-26,20.2,25.8,16.4,0,0
270,2016-09-27,20.9,25.8,17.3,0,0
271,2016-09-28,21.3,25.0,19.0,0,0
272,2016-09-29,17.4,20.9,13.3,0,0
273,2016-09-30,15.7,21.0,11.1,0,0
274,2016-10-01,17.2,23.6,12.0,0,0
275,2016-10-02,17.5,23.8,12.3,0,0
276,2016-10-03,19.3,26.1,13.1,0,0
277,2016-10-04,17.3,20.3,11.6,0,0
278,2016-10-05,14.0,19.4,9.5,0,0
279,2016-10-06,15.9,19.0,11.8,0,0
280,2016-10-07,13.3,16.8,10.6,0,0
281,2016-10-08,13.4,18.9,9.8,0,0
282,2016-10-09,14.6,19.3,10.2,0,0
283,2016-10-10,11.9,15.5,9.1,0,0
284,2016-10-11,13.0,18.6,8.7,0,0
285,2016-10-12,11.3,13.7,8.6,0,0
286,2016-10-13,11.4,15.9,8.0,0,0
287,2016-10-14,12.1,17.7,8.1,0,0
288,2016-10-15,11.2,18.5,4.5,0,0
289,2016-10-16,14.3,22.4,6.9,0,0
290,2016-10-17,17.4,23.2,12.2,0,0
291,2016-10-18,15.1,20.6,8.3,0,0
292,2016-10-19,12.1,19.4,7.0,0,0
293,2016-10-20,10.1,19.4,7.2,0,0
294,2016-10-21,10.0,12.5,7.4,0,0
295,2016-10-22,10.6,15.2,5.6,0,0
296,2016-10-23,10.1,12.1,8.1,0,0
297,2016-10-24,10.5,13.4,7.5,0,0
298,2016-10-25,10.0,14.4,5.0,0,0
299,2016-10-26,13.6,19.3,8.7,0,0
300,2016-10-27,9.8,11.7,8.7,0,0
301,2016-10-28,10.1,12.7,6.1,0,0
302,2016-10-29,7.0,8.1,5.6,0,0
303,2016-10-30,6.5,10.3,0.5,0,0
304,2016-10-31,7.3,14.2,0.0,0,0
305,2016-11-01,4.7,6.4,3.5,0,0
306,2016-11-02,5.4,10.2,1.1,0,0
307,2016-11-03,5.7,9.3,1.2,0,0
308,2016-11-04,6.7,9.5,4.1,0,0
309,2016-11-05,11.0,15.3,4.3,0,0
310,2016-11-06,5.6,7.6,4.7,0,0
311,2016-11-07,5.2,9.5,1.1,0,0
312,2016-11-08,6.5,13.5,0.0,0,0
313,2016-11-09,2.3,6.2,-0.2,0,0
314,2016-11-10,2.8,4.9,0.3,1,2
315,2016-11-11,4.1,11.4,-1.1,0,0
316,2016-11-12,10.2,14.0,4.7,0,0
317,2016-11-13,9.4,14.8,3.7,0,0
318,2016-11-14,8.0,17.0,1.5,0,0
319,2016-11-15,10.2,13.9,5.2,0,0
320,2016-11-16,4.8,5.6,3.0,0,0
321,2016-11-17,4.6,5.9,2.4,0,0
322,2016-11-18,6.8,13.4,-0.8,0,0
323,2016-11-19,9.2,14.6,3.8,0,0
324,2016-11-20,7.6,11.7,3.5,0,0
325,2016-11-21,4.0,6.8,0.8,0,0
326,2016-11-22,2.6,6.2,-0.2,2,2
327,2016-11-23,-0.5,2.3,-2.7,4,6
328,2016-11-24,-1.4,1.3,-3.8,8,8
329,2016-11-25,1.7,3.0,-1.0,6,2
330,2016-11-26,2.1,6.4,-1.1,1,0
331,2016-11-27,5.6,9.6,2.1,0,0
332,2016-11-28,3.7,6.5,2.4,0,0
333,2016-11-29,1.1,4.3,-0.8,3,5
334,2016-11-30,0.9,3.2,-1.1,3,0
335,2016-12-01,5.3,9.8,-0.5,0,0
336,2016-12-02,4.4,6.7,1.0,0,0
337,2016-12-03,5.4,9.5,1.0,0,0
338,2016-12-04,9.0,15.2,1.8,0,0
339,2016-12-05,8.3,12.6,4.0,0,0
340,2016-12-06,2.3,8.9,-3.6,2,2
341,2016-12-07,-1.0,2.4,-3.6,8,7
342,2016-12-08,-0.3,3.8,-3.1,15,9
343,2016-12-09,3.3,7.2,-1.6,6,1
344,2016-12-10,0.2,2.8,-2.1,3,4
345,2016-12-11,-1.8,0.3,-3.1,10,8
346,2016-12-12,-1.4,2.5,-3.6,12,3
347,2016-12-13,3.0,5.6,-1.2,10,1
348,2016-12-14,0.4,2.5,-2.1,12,9
349,2016-12-15,-2.2,0.5,-5.5,22,17
350,2016-12-16,-2.6,-0.3,-5.7,27,8
351,2016-12-17,0.2,3.0,-2.3,25,4
352,2016-12-18,3.8,8.7,-5.0,23,0
353,2016-12-19,3.3,8.1,-2.2,9,0
354,2016-12-20,3.5,8.8,-2.1,4,0
355,2016-12-21,3.2,8.8,-1.1,2,0
356,2016-12-22,3.6,10.0,-0.4,0,0
357,2016-12-23,6.9,12.9,0.5,0,0
358,2016-12-24,-0.3,1.1,-1.8,3,8
359,2016-12-25,0.8,3.6,-2.1,2,2
360,2016-12-26,3.5,7.7,-1.6,0,0
361,2016-12-27,0.2,4.3,-3.1,6,7
362,2016-12-28,-2.5,0.5,-6.5,6,4
363,2016-12-29,-0.2,2.2,-2.7,7,6
364,2016-12-30,0.0,2.5,-3.1,7,2
365,2016-12-31,2.2,3.8,-1.4,6,0
366,2017-01-01,0.6,4.7,-4.5,3,0
367,2017-01-02,2.5,5.4,1.0,3,1
368,2017-01-03,0.9,3.0,-0.2,3,4
369,2017-01-04,0.5,3.1,-1.1,4,3
370,2017-01-05,-0.5,2.1,-4.7,7,6
371,2017-01-06,-2.3,2.2,-6.4,6,0
372,2017-01-07,2.9,5.8,-3.5,6,0
373,2017-01-08,0.9,4.8,-3.5,4,0
374,2017-01-09,1.6,4.2,-1.3,4,0
375,2017-01-10,-0.1,2.8,-3.3,4,6
376,2017-01-11,-4.2,-2.2,-6.2,4,3
377,2017-01-12,-4.3,-3.0,-6.1,4,0
378,2017-01-13,-4.5,-1.9,-7.1,15,13
379,2017-01-14,-6.6,-5.0,-9.6,40,29
380,2017-01-15,-4.2,0.8,-9.5,40,4
381,2017-01-16,-0.9,2.6,-5.2,34,1
382,2017-01-17,-2.0,2.6,-7.6,31,3
383,2017-01-18,0.0,3.3,-2.2,37,12
384,2017-01-19,0.7,2.9,-1.9,37,6
385,2017-01-20,-0.9,1.6,-3.7,37,1
386,2017-01-21,-1.5,1.7,-5.6,33,3
387,2017-01-22,-0.3,3.4,-5.3,34,4
388,2017-01-23,-0.8,1.8,-4.1,34,3
389,2017-01-24,-3.6,-2.4,-4.9,45,13
390,2017-01-25,-1.5,0.8,-4.1,43,2
391,2017-01-26,0.7,4.5,-2.9,40,0
392,2017-01-27,2.4,6.4,-2.7,35,2
393,2017-01-28,0.6,2.1,-2.4,29,2
394,2017-01-29,-0.4,2.5,-4.0,31,5
395,2017-01-30,-0.3,1.1,-2.7,38,9
396,2017-01-31,-1.7,0.0,-3.7,38,5
397,2017-02-01,-2.4,0.6,-7.1,42,6
398,2017-02-02,-4.8,-2.7,-7.2,40,3
399,2017-02-03,-0.6,2.0,-4.4,40,2
400,2017-02-04,2.0,4.8,-4.2,37,0
401,2017-02-05,0.3,5.8,-6.6,33,0
402,2017-02-06,1.8,3.5,0.4,31,2
403,2017-02-07,-0.6,2.6,-3.8,34,6
404,2017-02-08,-0.6,1.8,-3.6,33,0
405,2017-02-09,0.2,4.0,-4.1,32,0
406,2017-02-10,0.3,3.3,-2.4,34,8
407,2017-02-11,-1.2,3.8,-6.2,34,0
408,2017-02-12,1.6,3.5,-3.0,34,3
409,2017-02-13,2.1,4.3,0.9,30,4
410,2017-02-14,1.2,3.7,-0.3,32,6
411,2017-02-15,0.9,3.3,-2.8,30,2
412,2017-02-16,4.0,9.1,-3.5,29,0
413,2017-02-17,3.3,7.7,-1.4,25,2
414,2017-02-18,-3.6,0.0,-4.9,30,7
415,2017-02-19,-3.9,-1.0,-7.2,30,4
416,2017-02-20,-0.3,2.3,-4.6,32,8
417,2017-02-21,-2.2,-0.1,-3.5,34,5
418,2017-02-22,0.4,2.3,-2.4,33,1
419,2017-02-23,1.9,4.1,-0.7,32,0
420,2017-02-24,-0.8,1.5,-2.5,32,5
421,2017-02-25,0.0,4.0,-2.4,45,18
422,2017-02-26,0.1,3.4,-2.7,46,6
423,2017-02-27,-2.3,0.5,-5.9,41,0
424,2017-02-28,-2.4,4.0,-8.0,35,0
425,2017-03-01,0.4,6.1,-6.1,33,0
426,2017-03-02,2.7,9.4,-4.5,30,0
427,2017-03-03,1.7,3.8,0.2,28,0
428,2017-03-04,1.2,3.6,-0.1,29,6
429,2017-03-05,1.7,4.7,-2.6,26,0
430,2017-03-06,0.2,2.0,-1.3,44,23
431,2017-03-07,-1.4,1.0,-3.2,44,4
432,2017-03-08,-1.3,1.8,-6.0,51,10
433,2017-03-09,1.6,4.3,-0.2,48,0
434,2017-03-10,0.3,3.8,-3.1,44,7
435,2017-03-11,-0.7,3.6,-4.9,45,6
436,2017-03-12,1.4,6.0,-2.9,39,0
437,2017-03-13,1.7,8.3,-4.8,35,0
438,2017-03-14,3.0,7.6,-1.5,32,0
439,2017-03-15,2.1,5.0,-1.0,29,0
440,2017-03-16,1.7,6.8,-5.1,25,3
441,2017-03-17,2.6,6.7,-1.3,22,1
442,2017-03-18,2.7,7.8,-2.2,19,0
443,2017-03-19,3.0,8.4,-4.5,13,0
444,2017-03-20,5.1,11.1,-0.8,0,0
445,2017-03-21,5.4,11.3,1.5,0,0
446,2017-03-22,4.9,8.4,1.9,0,0
447,2017-03-23,2.5,5.4,-0.3,0,0
448,2017-03-24,1.0,4.1,-1.3,2,3
449,2017-03-25,3.0,8.1,-0.5,1,2
450,2017-03-26,3.5,9.0,-1.1,0,0
451,2017-03-27,3.1,6.2,-0.4,0,0
452,2017-03-28,2.4,7.4,-0.7,1,1
453,2017-03-29,5.0,10.7,0.2,0,0
454,2017-03-30,6.6,12.4,2.9,0,0
455,2017-03-31,3.6,7.0,0.2,0,0
456,2017-04-01,3.5,8.5,-1.0,0,0
457,2017-04-02,4.6,10.8,-1.1,0,0
458,2017-04-03,7.2,12.8,2.2,0,0
459,2017-04-04,6.8,12.8,0.6,0,0
460,2017-04-05,11.8,19.4,4.1,0,0
461,2017-04-06,14.0,20.8,8.9,0,0
462,2017-04-07,10.2,13.3,6.2,0,0
463,2017-04-08,11.5,20.9,5.5,0,0
464,2017-04-09,8.4,10.9,6.2,0,0
465,2017-04-10,6.8,12.8,0.4,0,0
466,2017-04-11,8.4,16.6,-0.4,0,0
467,2017-04-12,6.1,8.6,4.4,0,0
468,2017-04-13,5.3,8.4,1.5,0,0
469,2017-04-14,12.6,18.3,5.6,0,0
470,2017-04-15,13.7,17.3,11.0,0,0
471,2017-04-16,13.6,21.8,4.8,0,0
472,2017-04-17,10.7,18.2,2.0,0,0
473,2017-04-18,11.1,15.6,7.5,0,0
474,2017-04-19,8.1,15.4,4.8,0,0
475,2017-04-20,6.5,9.2,4.2,0,0
476,2017-04-21,8.5,13.8,4.2,0,0
477,2017-04-22,7.7,11.3,5.8,0,0
478,2017-04-23,8.0,11.7,4.4,0,0
479,2017-04-24,10.5,18.9,2.2,0,0
480,2017-04-25,14.2,21.5,6.4,0,0
481,2017-04-26,10.5,12.3,7.7,0,0
482,2017-04-27,9.8,14.2,3.9,0,0
483,2017-04-28,12.2,17.2,5.3,0,0
484,2017-04-29,11.9,17.5,8.2,0,0
485,2017-04-30,14.2,21.8,8.2,0,0
486,2017-05-01,11.4,15.8,6.6,0,0
487,2017-05-02,11.1,16.1,7.1,0,0
488,2017-05-03,12.3,19.5,4.9,0,0
489,2017-05-04,14.8,23.4,3.9,0,0
490,2017-05-05,16.1,23.4,7.9,0,0
491,2017-05-06,13.6,19.6,6.9,0,0
492,2017-05-07,13.8,19.3,7.3,0,0
493,2017-05-08,12.5,17.1,8.2,0,0
494,2017-05-09,11.5,17.8,4.1,0,0
495,2017-05-10,13.7,20.6,7.7,0,0
496,2017-05-11,14.0,19.4,10.7,0,0
497,2017-05-12,14.4,19.3,10.8,0,0
498,2017-05-13,12.9,17.0,10.8,0,0
499,2017-05-14,12.5,18.5,10.2,0,0
500,2017-05-15,13.8,22.2,10.9,0,0
501,2017-05-16,12.2,15.4,10.7,0,0
502,2017-05-17,12.2,15.5,10.7,0,0
503,2017-05-18,14.3,18.9,10.2,0,0
504,2017-05-19,16.8,23.5,9.0,0,0
505,2017-05-20,20.3,29.6,14.4,0,0
506,2017-05-21,19.1,25.7,13.0,0,0
507,2017-05-22,17.7,24.8,13.9,0,0
508,2017-05-23,17.5,26.1,12.8,0,0
509,2017-05-24,15.7,18.8,14.3,0,0
510,2017-05-25,15.7,18.9,13.6,0,0
511,2017-05-26,15.9,21.2,12.1,0,0
512,2017-05-27,14.4,18.5,11.7,0,0
513,2017-05-28,15.9,20.8,12.7,0,0
514,2017-05-29,20.0,25.8,12.4,0,0
515,2017-05-30,20.1,26.1,16.1,0,0
516,2017-05-31,20.6,28.4,16.6,0,0
