Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature
298,2016-10-25,15.2,23.2,7.5
299,2016-10-26,18.5,21.4,15.3
300,2016-10-27,16.1,21.6,10.8
301,2016-10-28,14.6,16.8,12.2
302,2016-10-29,15.0,18.7,9.0
303,2016-10-30,11.7,18.9,6.5
304,2016-10-31,11.7,16.7,5.7
305,2016-11-01,10.8,15.1,5.2
306,2016-11-02,9.5,16.3,2.7
307,2016-11-03,8.3,15.3,2.5
308,2016-11-04,8.6,17.7,1.8
309,2016-11-05,9.9,18.5,2.5
310,2016-11-06,10.4,17.7,3.7
311,2016-11-07,8.7,16.5,1.5
312,2016-11-08,11.8,17.2,7.9
313,2016-11-09,8.1,12.9,3.1
314,2016-11-10,7.0,10.4,3.1
315,2016-11-11,10.4,16.7,6.1
316,2016-11-12,9.7,19.2,2.6
317,2016-11-13,12.0,19.1,5.6
318,2016-11-14,13.5,15.9,11.0
319,2016-11-15,14.0,19.9,6.6
320,2016-11-16,8.6,16.1,3.2
321,2016-11-17,8.9,17.6,2.0
322,2016-11-18,10.2,15.5,4.2
323,2016-11-19,15.4,21.0,11.4
324,2016-11-20,14.7,19.5,9.6
325,2016-11-21,12.5,16.1,8.5
326,2016-11-22,14.2,19.9,8.4
327,2016-11-23,9.7,12.6,7.3
328,2016-11-24,8.1,12.1,5.3
329,2016-11-25,7.3,12.8,2.1
330,2016-11-26,6.9,14.1,-1.4
331,2016-11-27,9.6,10.8,7.8
332,2016-11-28,7.5,11.7,1.4
333,2016-11-29,5.6,12.9,-0.8
334,2016-11-30,6.1,10.2,0.4
335,2016-12-01,10.4,14.6,5.3
336,2016-12-02,7.2,15.0,1.6
337,2016-12-03,6.1,16.3,-0.9
338,2016-12-04,6.6,9.5,1.4
339,2016-12-05,9.2,15.3,4.0
340,2016-12-06,7.2,12.0,0.8
341,2016-12-07,5.0,12.2,-2.0
342,2016-12-08,5.2,11.8,0.1
343,2016-12-09,8.2,14.6,2.7
344,2016-12-10,6.0,12.1,0.2
345,2016-12-11,4.0,10.6,-0.8
346,2016-12-12,4.1,9.0,-2.2
347,2016-12-13,8.2,10.7,6.2
348,2016-12-14,6.1,10.7,-0.2
349,2016-12-15,2.8,4.9,0.7
350,2016-12-16,1.9,6.1,-2.5
351,2016-12-17,2.1,8.9,-4.1
352,2016-12-18,3.2,12.0,-3.3
353,2016-12-19,6.1,15.6,-1.0
354,2016-12-20,9.1,15.1,4.6
355,2016-12-21,8.5,14.0,4.4
356,2016-12-22,11.9,17.5,5.6
357,2016-12-23,7.7,10.2,5.2
358,2016-12-24,6.2,9.9,2.3
359,2016-12-25,5.7,11.2,2.2
360,2016-12-26,6.3,7.9,2.3
361,2016-12-27,8.3,14.2,3.2
362,2016-12-28,2.1,5.0,-1.1
363,2016-12-29,1.8,6.5,-2.7
364,2016-12-30,2.9,8.8,-2.0
365,2016-12-31,1.9,10.3,-4.1
366,2017-01-01,3.1,11.4,-2.4
367,2017-01-02,3.8,12.2,-2.8
368,2017-01-03,4.3,13.1,-1.3
369,2017-01-04,4.1,13.7,-3.3
370,2017-01-05,4.4,8.6,-0.4
371,2017-01-06,3.4,10.1,-2.2
372,2017-01-07,2.5,8.3,-3.9
373,2017-01-08,5.5,7.6,3.2
374,2017-01-09,5.3,9.7,1.5
375,2017-01-10,4.2,11.0,-1.5
376,2017-01-11,2.3,7.4,-1.7
377,2017-01-12,3.2,7.5,-2.3
378,2017-01-13,3.3,5.6,0.6
379,2017-01-14,-0.7,2.2,-3.4
380,2017-01-15,-2.0,1.6,-7.5
381,2017-01-16,-0.7,3.7,-6.8
382,2017-01-17,0.1,6.3,-5.8
383,2017-01-18,2.1,10.4,-4.4
384,2017-01-19,3.7,9.5,-1.6
385,2017-01-20,1.7,6.8,-2.0
386,2017-01-21,0.9,5.1,-4.5
387,2017-01-22,1.9,6.2,-0.7
388,2017-01-23,-0.3,2.8,-2.7
389,2017-01-24,-0.5,4.2,-4.8
390,2017-01-25,0.7,6.4,-3.4
391,2017-01-26,0.2,8.5,-6.2
392,2017-01-27,3.8,11.0,-3.5
393,2017-01-28,2.7,11.9,-4.5
394,2017-01-29,3.5,6.7,-2.3
395,2017-01-30,7.0,11.6,2.6
396,2017-01-31,2.3,7.9,-2.5
397,2017-02-01,2.6,8.4,-3.3
398,2017-02-02,2.7,9.3,-3.1
399,2017-02-03,2.8,12.0,-4.5
400,2017-02-04,3.8,12.4,-2.8
401,2017-02-05,6.2,9.7,3.6
402,2017-02-06,4.1,7.5,1.4
403,2017-02-07,2.5,6.5,-1.2
404,2017-02-08,1.6,7.5,-3.9
405,2017-02-09,2.6,6.2,0.3
406,2017-02-10,-0.4,2.4,-2.3
407,2017-02-11,-0.8,3.2,-5.7
408,2017-02-12,-0.4,5.7,-5.4
409,2017-02-13,1.1,8.3,-4.7
410,2017-02-14,0.8,6.4,-3.6
411,2017-02-15,2.0,9.8,-4.4
412,2017-02-16,4.7,15.0,-4.1
413,2017-02-17,9.4,15.4,2.5
414,2017-02-18,6.2,11.8,3.1
415,2017-02-19,4.4,9.8,-0.8
416,2017-02-20,7.5,11.6,2.5
417,2017-02-21,3.1,7.9,-2.2
418,2017-02-22,2.2,9.0,-4.1
419,2017-02-23,7.6,11.9,3.6
420,2017-02-24,3.8,8.4,0.0
421,2017-02-25,2.6,8.6,-3.3
422,2017-02-26,2.8,9.5,-3.3
423,2017-02-27,3.1,11.2,-2.7
424,2017-02-28,2.6,12.0,-4.5
425,2017-03-01,3.1,11.7,-3.3
426,2017-03-02,4.4,8.8,-1.0
427,2017-03-03,4.5,10.5,-0.1
428,2017-03-04,5.9,14.4,-0.7
429,2017-03-05,5.0,12.4,-1.5
430,2017-03-06,5.4,12.8,0.5
431,2017-03-07,3.1,6.9,-2.9
432,2017-03-08,1.3,7.0,-3.2
433,2017-03-09,2.5,9.8,-3.0
434,2017-03-10,6.0,13.5,-2.2
435,2017-03-11,4.3,13.3,-3.7
436,2017-03-12,5.3,14.9,-3.6
437,2017-03-13,8.4,14.7,3.5
438,2017-03-14,7.0,11.7,2.7
439,2017-03-15,4.6,8.0,1.8
440,2017-03-16,5.7,11.5,-2.0
441,2017-03-17,5.4,13.9,-2.9
442,2017-03-18,5.4,13.8,-2.5
443,2017-03-19,6.9,17.3,-2.4
444,2017-03-20,7.4,14.2,-0.7
445,2017-03-21,7.6,10.8,5.4
446,2017-03-22,6.2,12.7,-1.0
447,2017-03-23,7.2,13.8,2.8
448,2017-03-24,6.3,12.0,0.2
449,2017-03-25,5.3,10.4,1.6
450,2017-03-26,7.0,14.4,0.0
451,2017-03-27,6.0,10.3,2.5
452,2017-03-28,6.5,13.0,0.2
453,2017-03-29,8.3,13.5,2.7
454,2017-03-30,11.9,18.4,5.9
455,2017-03-31,4.2,10.2,0.2
456,2017-04-01,6.2,13.4,1.2
457,2017-04-02,5.3,11.4,-0.1
458,2017-04-03,7.8,16.4,-1.3
459,2017-04-04,10.4,21.2,-0.2
460,2017-04-05,11.5,17.8,5.0
461,2017-04-06,13.1,18.1,7.2
462,2017-04-07,15.5,17.2,13.9
463,2017-04-08,16.4,18.2,14.7
464,2017-04-09,15.1,18.8,8.1
465,2017-04-10,9.9,12.2,7.3
466,2017-04-11,11.8,14.3,9.1
467,2017-04-12,10.0,17.1,3.1
468,2017-04-13,10.2,19.8,0.2
469,2017-04-14,13.7,21.6,3.5
470,2017-04-15,15.3,22.3,7.6
471,2017-04-16,16.9,25.3,10.8
472,2017-04-17,15.9,19.1,11.8
473,2017-04-18,15.6,20.1,12.5
474,2017-04-19,14.6,19.5,6.7
475,2017-04-20,11.9,17.9,4.3
476,2017-04-21,14.6,19.8,10.1
477,2017-04-22,13.6,20.0,5.2
478,2017-04-23,10.8,20.0,1.3
479,2017-04-24,13.6,22.5,3.0
480,2017-04-25,15.8,22.3,8.8
481,2017-04-26,14.3,16.4,12.9
482,2017-04-27,13.5,17.5,7.5
483,2017-04-28,11.9,19.1,3.1
484,2017-04-29,14.6,21.8,6.8
485,2017-04-30,16.2,25.6,4.7
486,2017-05-01,18.2,25.7,10.4
487,2017-05-02,14.2,22.8,5.7
488,2017-05-03,16.2,24.1,9.2
489,2017-05-04,17.9,24.3,11.2
490,2017-05-05,19.9,25.1,15.3
491,2017-05-06,18.6,22.8,15.3
492,2017-05-07,19.2,24.6,13.8
493,2017-05-08,18.1,26.1,9.0
494,2017-05-09,14.9,18.1,12.6
495,2017-05-10,15.7,19.6,12.9
496,2017-05-11,19.5,25.4,12.9
497,2017-05-12,17.8,23.4,12.8
498,2017-05-13,17.3,22.7,13.9
499,2017-05-14,18.3,24.4,11.8
500,2017-05-15,16.7,22.0,11.0
501,2017-05-16,14.6,20.5,8.9
502,2017-05-17,14.5,21.9,10.3
503,2017-05-18,16.8,25.0,8.2
504,2017-05-19,18.6,27.0,9.3
505,2017-05-20,20.6,29.0,11.4
506,2017-05-21,19.9,27.4,13.0
507,2017-05-22,19.8,27.2,11.8
508,2017-05-23,20.3,27.0,12.7
509,2017-05-24,18.3,19.9,17.6
510,2017-05-25,19.9,25.0,16.2
511,2017-05-26,16.8,22.2,10.3
512,2017-05-27,15.6,21.9,8.1
513,2017-05-28,17.8,25.6,8.9
514,2017-05-29,20.4,28.3,12.2
515,2017-05-30,22.7,31.4,13.7
516,2017-05-31,20.5,25.2,16.3
