Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,deepest_snowfall,total_snowfall
37,2016-02-07,-3.3,1.5,-8.9,0.0,6,1
38,2016-02-08,-1.7,4.5,-7.9,0.0,5,4
39,2016-02-09,2.1,8.5,-3.7,0.0,4,1
40,2016-02-10,0.3,3.2,-1.5,0.0,4,1
41,2016-02-11,-0.4,3.9,-5.3,0.0,1,0
42,2016-02-12,0.7,9.3,-7.0,0.0,1,0
43,2016-02-13,7.8,17.9,0.8,0.0,1,2
44,2016-02-14,10.5,22.0,3.6,0.0,0,0
45,2016-02-15,0.2,6.4,-4.1,0.0,0,0
46,2016-02-16,-1.6,2.8,-5.9,0.0,0,0
47,2016-02-17,-1.8,3.1,-5.9,0.0,0,0
48,2016-02-18,0.8,7.9,-5.6,0.0,0,0
49,2016-02-19,4.1,11.0,-2.5,0.0,0,0
50,2016-02-20,3.1,6.0,-2.0,19.5,0,0
51,2016-02-21,3.7,8.8,0.2,3.5,2,2
52,2016-02-22,0.2,4.1,-3.1,0.0,0,0
53,2016-02-23,1.7,7.2,-4.0,0.0,0,0
54,2016-02-24,-1.1,2.0,-2.9,0.5,0,0
55,2016-02-25,-1.3,2.4,-4.7,0.0,0,0
56,2016-02-26,-0.8,4.1,-7.0,0.0,0,0
57,2016-02-27,-0.5,4.6,-5.0,5.5,5,6
58,2016-02-28,-0.2,2.2,-2.6,2.0,10,5
59,2016-02-29,5.9,12.9,-0.6,0.5,1,1
60,2016-03-01,-0.3,3.3,-3.0,0.0,0,0
61,2016-03-02,-0.5,3.5,-5.0,0.0,0,0
62,2016-03-03,1.5,8.0,-5.0,2.5,3,3
63,2016-03-04,0.4,4.8,-3.4,0.0,0,0
64,2016-03-05,0.8,5.7,-5.0,0.0,0,0
65,2016-03-06,6.4,15.7,-0.6,0.0,0,0
66,2016-03-07,9.1,16.7,4.7,0.0,0,0
67,2016-03-08,9.0,15.3,4.2,0.0,0,0
68,2016-03-09,3.0,6.5,-1.3,0.0,0,0
69,2016-03-10,0.5,6.0,-3.9,0.0,0,0
70,2016-03-11,-0.7,5.5,-6.2,0.0,0,0
71,2016-03-12,0.0,6.6,-6.6,0.0,0,0
72,2016-03-13,1.8,7.9,-6.4,0.0,0,0
73,2016-03-14,4.2,10.5,-1.8,0.0,0,0
74,2016-03-15,3.8,7.9,0.4,0.0,0,0
75,2016-03-16,7.2,13.3,-1.5,0.0,0,0
76,2016-03-17,10.0,17.8,0.4,0.0,0,0
77,2016-03-18,8.3,19.2,-0.6,0.0,0,0
78,2016-03-19,11.0,17.1,6.3,2.0,0,0
79,2016-03-20,5.9,9.4,1.7,0.0,0,0
80,2016-03-21,3.2,8.6,-3.4,0.0,0,0
81,2016-03-22,4.5,12.1,-3.6,1.0,0,0
82,2016-03-23,3.2,8.7,-2.0,0.0,0,0
83,2016-03-24,1.1,7.3,-2.9,1.5,0,0
84,2016-03-25,2.2,8.2,-3.8,0.0,0,0
85,2016-03-26,3.0,8.8,-2.3,0.0,0,0
86,2016-03-27,4.2,13.0,-4.9,0.0,0,0
87,2016-03-28,5.5,14.7,-2.5,0.0,0,0
88,2016-03-29,6.0,13.3,-2.6,0.0,0,0
89,2016-03-30,8.8,19.1,1.5,0.0,0,0
90,2016-03-31,7.3,15.0,-1.3,0.0,0,0
91,2016-04-01,4.5,9.7,-2.7,0.0,0,0
92,2016-04-02,6.1,9.2,1.7,0.0,0,0
93,2016-04-03,8.7,18.4,1.4,8.0,0,0
94,2016-04-04,3.7,6.7,-0.2,20.5,0,0
95,2016-04-05,7.8,14.9,-1.7,0.0,0,0
96,2016-04-06,8.8,15.2,0.0,0.0,0,0
97,2016-04-07,6.7,12.0,-0.6,22.5,0,0
98,2016-04-08,10.5,16.2,8.0,0.5,0,0
99,2016-04-09,10.7,19.7,0.9,0.0,0,0
100,2016-04-10,5.6,12.2,1.2,0.0,0,0
101,2016-04-11,3.7,8.2,1.0,0.5,0,0
102,2016-04-12,6.1,12.9,0.7,0.0,0,0
103,2016-04-13,10.1,20.3,0.6,0.0,0,0
104,2016-04-14,10.8,15.2,6.9,1.5,0,0
105,2016-04-15,8.7,11.2,6.5,0.5,0,0
106,2016-04-16,9.7,15.4,3.5,0.0,0,0
107,2016-04-17,11.7,19.5,3.5,3.0,0,0
108,2016-04-18,14.1,17.8,7.0,0.0,0,0
109,2016-04-19,7.7,13.0,2.9,1.5,0,0
110,2016-04-20,10.2,16.6,3.5,0.0,0,0
111,2016-04-21,12.2,21.2,3.1,0.0,0,0
112,2016-04-22,10.8,15.2,5.8,0.5,0,0
113,2016-04-23,12.9,24.0,4.4,0.0,0,0
114,2016-04-24,12.3,20.5,4.0,0.0,0,0
115,2016-04-25,8.6,15.6,0.7,0.0,0,0
116,2016-04-26,10.1,19.1,3.1,0.0,0,0
117,2016-04-27,7.8,11.3,4.3,0.0,0,0
118,2016-04-28,8.3,9.7,4.4,37.0,0,0
119,2016-04-29,6.9,10.8,4.9,28.5,0,0
120,2016-04-30,8.4,14.4,1.5,0.0,0,0
121,2016-05-01,6.9,11.6,1.3,1.5,0,0
122,2016-05-02,9.7,14.9,2.0,0.0,0,0
123,2016-05-03,16.6,22.7,9.7,0.0,0,0
124,2016-05-04,17.7,22.9,9.3,3.0,0,0
125,2016-05-05,15.4,19.5,9.2,0.0,0,0
126,2016-05-06,14.1,20.2,8.0,0.0,0,0
127,2016-05-07,16.1,23.8,10.3,0.0,0,0
128,2016-05-08,16.1,22.4,7.6,0.0,0,0
129,2016-05-09,13.2,21.8,2.6,0.0,0,0
130,2016-05-10,11.9,16.8,9.1,15.0,0,0
131,2016-05-11,11.3,12.7,9.8,23.5,0,0
132,2016-05-12,14.4,19.4,8.6,0.5,0,0
133,2016-05-13,15.3,23.7,6.3,0.0,0,0
134,2016-05-14,12.6,17.7,3.8,0.0,0,0
135,2016-05-15,9.9,17.5,1.7,0.0,0,0
136,2016-05-16,13.9,21.9,3.3,0.0,0,0
137,2016-05-17,12.5,15.8,8.6,9.5,0,0
138,2016-05-18,15.8,23.4,6.3,0.0,0,0
139,2016-05-19,13.5,20.8,6.9,0.0,0,0
140,2016-05-20,13.1,20.9,6.4,0.0,0,0
141,2016-05-21,14.0,19.8,7.0,0.0,0,0
142,2016-05-22,17.8,25.6,9.3,0.0,0,0
143,2016-05-23,17.4,25.8,8.7,0.0,0,0
144,2016-05-24,15.3,19.5,11.1,0.0,0,0
145,2016-05-25,17.8,25.2,13.8,1.0,0,0
146,2016-05-26,21.8,29.9,15.5,9.0,0,0
147,2016-05-27,17.7,24.8,10.9,6.0,0,0
148,2016-05-28,16.3,24.8,8.4,0.0,0,0
149,2016-05-29,15.0,20.5,8.6,0.0,0,0
150,2016-05-30,15.5,19.9,12.5,0.0,0,0
151,2016-05-31,17.8,24.3,12.7,10.0,0,0
152,2016-06-01,15.0,18.6,9.8,0.5,0,0
153,2016-06-02,12.9,16.8,8.9,0.0,0,0
154,2016-06-03,14.4,21.4,7.7,0.0,0,0
155,2016-06-04,16.6,26.2,8.1,0.0,0,0
156,2016-06-05,12.2,14.5,7.8,0.0,0,0
157,2016-06-06,14.6,20.6,6.3,0.0,0,0
158,2016-06-07,17.2,24.4,9.5,0.0,0,0
159,2016-06-08,19.2,26.0,12.6,0.0,0,0
160,2016-06-09,18.7,23.5,16.0,19.0,0,0
161,2016-06-10,18.9,27.0,12.7,0.0,0,0
162,2016-06-11,15.4,19.3,11.4,0.0,0,0
163,2016-06-12,16.7,21.6,11.0,0.0,0,0
164,2016-06-13,17.7,20.9,16.1,3.0,0,0
165,2016-06-14,16.0,17.5,15.2,5.5,0,0
166,2016-06-15,16.9,19.4,14.9,0.5,0,0
167,2016-06-16,17.4,20.1,15.4,5.5,0,0
168,2016-06-17,18.5,23.3,16.4,18.0,0,0
169,2016-06-18,18.7,26.1,14.8,0.0,0,0
170,2016-06-19,18.1,21.7,15.5,0.0,0,0
171,2016-06-20,19.2,23.5,15.7,5.5,0,0
172,2016-06-21,18.0,23.8,14.2,1.0,0,0
173,2016-06-22,15.6,19.6,13.9,2.5,0,0
174,2016-06-23,14.5,15.5,13.5,29.5,0,0
175,2016-06-24,16.5,18.2,15.0,3.0,0,0
176,2016-06-25,20.2,24.7,16.9,8.0,0,0
177,2016-06-26,19.4,22.7,15.6,0.0,0,0
178,2016-06-27,17.5,21.6,13.5,0.0,0,0
179,2016-06-28,16.7,21.9,13.0,0.0,0,0
180,2016-06-29,17.0,21.9,11.9,0.0,0,0
181,2016-06-30,20.1,27.3,13.3,0.0,0,0
182,2016-07-01,20.3,25.2,16.9,0.0,0,0
183,2016-07-02,22.1,27.1,17.2,0.0,0,0
184,2016-07-03,25.1,29.4,19.8,0.0,0,0
185,2016-07-04,21.3,27.6,15.7,0.0,0,0
186,2016-07-05,16.7,19.7,15.0,0.0,0,0
187,2016-07-06,16.7,19.7,14.8,26.0,0,0
188,2016-07-07,15.8,18.0,14.6,2.0,0,0
189,2016-07-08,19.0,24.4,15.0,0.5,0,0
190,2016-07-09,19.8,25.4,16.3,0.0,0,0
191,2016-07-10,21.4,28.0,16.9,0.5,0,0
192,2016-07-11,19.1,25.9,14.2,0.0,0,0
193,2016-07-12,19.4,25.1,12.8,0.0,0,0
194,2016-07-13,20.1,25.8,14.4,0.0,0,0
195,2016-07-14,18.6,19.9,17.1,59.0,0,0
196,2016-07-15,17.2,18.5,16.0,16.0,0,0
197,2016-07-16,18.1,21.9,15.8,0.0,0,0
198,2016-07-17,19.4,21.7,17.2,2.5,0,0
199,2016-07-18,21.6,29.1,17.4,0.0,0,0
200,2016-07-19,21.4,26.8,17.9,0.5,0,0
201,2016-07-20,18.5,20.1,16.8,3.5,0,0
202,2016-07-21,18.1,22.3,15.0,0.0,0,0
203,2016-07-22,17.6,21.1,14.8,0.0,0,0
204,2016-07-23,17.9,21.4,14.8,0.0,0,0
205,2016-07-24,18.4,22.2,16.7,0.5,0,0
206,2016-07-25,19.7,21.5,17.7,0.0,0,0
207,2016-07-26,22.6,28.1,17.5,0.0,0,0
208,2016-07-27,21.6,24.3,19.6,1.5,0,0
209,2016-07-28,23.8,28.7,20.0,3.5,0,0
210,2016-07-29,25.9,32.0,20.4,0.0,0,0
211,2016-07-30,25.4,31.8,20.4,16.5,0,0
212,2016-07-31,25.2,31.2,21.3,0.0,0,0
213,2016-08-01,23.6,28.6,20.0,0.0,0,0
214,2016-08-02,22.5,24.8,21.2,2.5,0,0
215,2016-08-03,23.4,27.5,20.7,0.0,0,0
216,2016-08-04,25.1,31.0,20.4,0.0,0,0
217,2016-08-05,26.1,34.0,18.3,0.0,0,0
218,2016-08-06,24.2,28.8,19.6,0.0,0,0
219,2016-08-07,25.1,30.3,20.1,0.0,0,0
220,2016-08-08,25.8,31.8,20.2,0.0,0,0
221,2016-08-09,24.0,29.6,20.3,34.5,0,0
222,2016-08-10,22.2,28.6,17.2,0.0,0,0
223,2016-08-11,20.9,26.6,15.3,0.0,0,0
224,2016-08-12,20.4,26.5,13.7,0.0,0,0
225,2016-08-13,20.4,25.9,14.7,0.0,0,0
226,2016-08-14,20.9,25.6,14.6,0.0,0,0
227,2016-08-15,24.2,30.2,18.8,2.5,0,0
228,2016-08-16,24.0,28.1,21.6,5.5,0,0
229,2016-08-17,22.8,25.8,20.6,82.5,0,0
230,2016-08-18,22.3,25.7,19.2,0.0,0,0
231,2016-08-19,25.0,30.3,20.7,0.0,0,0
232,2016-08-20,25.0,28.7,22.0,1.5,0,0
233,2016-08-21,24.0,28.9,22.3,63.0,0,0
234,2016-08-22,24.9,29.8,22.1,10.5,0,0
235,2016-08-23,24.7,31.3,21.3,6.5,0,0
236,2016-08-24,23.0,27.9,18.3,0.0,0,0
237,2016-08-25,25.0,31.3,21.0,0.0,0,0
238,2016-08-26,23.0,30.0,18.1,48.5,0,0
239,2016-08-27,18.9,22.3,17.3,5.5,0,0
240,2016-08-28,18.2,19.6,16.9,6.5,0,0
241,2016-08-29,21.2,24.0,18.5,33.5,0,0
242,2016-08-30,22.9,24.8,20.2,106.0,0,0
243,2016-08-31,22.9,27.8,18.4,0.0,0,0
244,2016-09-01,22.2,27.5,16.5,0.0,0,0
245,2016-09-02,21.5,25.2,19.5,0.0,0,0
246,2016-09-03,21.7,24.2,20.3,0.0,0,0
247,2016-09-04,21.4,22.8,20.6,1.0,0,0
248,2016-09-05,22.2,26.8,20.4,0.0,0,0
249,2016-09-06,23.5,30.5,19.0,1.5,0,0
250,2016-09-07,21.0,26.0,18.0,0.0,0,0
251,2016-09-08,19.0,20.4,17.5,29.0,0,0
252,2016-09-09,19.8,23.3,16.8,32.5,0,0
253,2016-09-10,21.2,28.2,15.5,0.0,0,0
254,2016-09-11,19.0,22.7,15.7,0.0,0,0
255,2016-09-12,18.6,21.3,16.5,1.0,0,0
256,2016-09-13,18.6,20.0,17.8,32.5,0,0
257,2016-09-14,18.6,20.8,17.4,5.5,0,0
258,2016-09-15,20.0,25.2,16.5,0.0,0,0
259,2016-09-16,19.5,23.2,16.1,0.0,0,0
260,2016-09-17,20.9,27.4,15.2,0.0,0,0
261,2016-09-18,19.5,21.5,17.8,0.0,0,0
262,2016-09-19,17.6,20.2,15.8,0.5,0,0
263,2016-09-20,16.0,19.3,13.5,0.0,0,0
264,2016-09-21,15.9,21.4,9.5,0.0,0,0
265,2016-09-22,17.3,20.8,14.0,2.5,0,0
266,2016-09-23,18.8,21.8,16.3,12.0,0,0
267,2016-09-24,18.7,23.8,14.0,0.0,0,0
268,2016-09-25,19.7,25.6,14.1,0.0,0,0
269,2016-09-26,20.0,26.2,15.6,0.0,0,0
270,2016-09-27,20.0,24.4,17.9,13.0,0,0
271,2016-09-28,21.2,24.8,18.9,0.0,0,0
272,2016-09-29,17.5,20.7,11.9,3.5,0,0
273,2016-09-30,15.0,20.8,9.2,0.0,0,0
274,2016-10-01,16.1,22.7,11.2,0.0,0,0
275,2016-10-02,16.5,23.8,10.9,0.0,0,0
276,2016-10-03,17.4,23.3,10.8,6.0,0,0
277,2016-10-04,18.7,24.3,9.9,1.5,0,0
278,2016-10-05,13.9,18.3,7.7,14.5,0,0
279,2016-10-06,16.7,21.3,10.9,4.5,0,0
280,2016-10-07,13.2,18.9,8.6,0.0,0,0
281,2016-10-08,12.6,16.4,8.6,8.0,0,0
282,2016-10-09,14.0,19.5,6.8,1.0,0,0
283,2016-10-10,10.5,17.4,5.4,0.0,0,0
284,2016-10-11,10.3,18.0,4.0,0.0,0,0
285,2016-10-12,9.6,16.5,4.9,0.0,0,0
286,2016-10-13,9.3,16.5,3.9,0.0,0,0
287,2016-10-14,10.5,19.6,3.7,0.0,0,0
288,2016-10-15,10.7,18.1,4.2,0.0,0,0
289,2016-10-16,12.2,22.2,4.1,0.0,0,0
290,2016-10-17,15.7,24.0,8.8,0.0,0,0
291,2016-10-18,16.4,24.8,8.4,0.0,0,0
292,2016-10-19,10.9,18.1,4.5,0.0,0,0
293,2016-10-20,11.8,22.9,5.4,0.0,0,0
294,2016-10-21,9.1,13.9,2.7,0.0,0,0
295,2016-10-22,8.9,15.3,1.3,0.0,0,0
296,2016-10-23,8.9,14.5,1.0,0.0,0,0
297,2016-10-24,8.4,14.5,0.7,0.0,0,0
298,2016-10-25,8.9,15.3,0.8,6.5,0,0
299,2016-10-26,14.2,19.8,6.9,0.0,0,0
300,2016-10-27,10.3,13.5,7.8,0.0,0,0
301,2016-10-28,7.7,12.6,2.8,0.0,0,0
302,2016-10-29,6.3,9.9,1.4,0.0,0,0
303,2016-10-30,5.3,12.6,-1.0,0.0,0,0
304,2016-10-31,8.2,17.2,-2.0,0.0,0,0
305,2016-11-01,4.9,8.5,2.0,13.0,0,0
306,2016-11-02,4.1,10.7,-1.3,0.0,0,0
307,2016-11-03,6.0,17.5,-1.4,0.0,0,0
308,2016-11-04,6.4,11.3,2.0,0.0,0,0
309,2016-11-05,11.6,17.9,3.2,0.0,0,0
310,2016-11-06,7.0,14.4,3.9,0.0,0,0
311,2016-11-07,4.3,9.5,-0.9,0.0,0,0
312,2016-11-08,6.8,16.1,-1.6,0.0,0,0
313,2016-11-09,3.8,7.3,1.4,0.0,0,0
314,2016-11-10,3.3,6.8,-1.4,0.0,0,0
315,2016-11-11,3.3,9.0,-3.1,2.0,0,0
316,2016-11-12,7.4,15.1,1.1,0.0,0,0
317,2016-11-13,7.2,19.6,-0.1,0.0,0,0
318,2016-11-14,6.4,15.8,-1.6,0.0,0,0
319,2016-11-15,9.3,17.0,2.6,0.0,0,0
320,2016-11-16,6.5,9.1,4.7,0.0,0,0
321,2016-11-17,4.8,8.4,1.4,0.0,0,0
322,2016-11-18,4.5,15.1,-2.5,0.0,0,0
323,2016-11-19,5.2,11.4,-2.5,0.0,0,0
324,2016-11-20,9.7,17.4,1.9,0.0,0,0
325,2016-11-21,5.3,11.8,-0.3,0.0,0,0
326,2016-11-22,5.9,11.0,1.6,0.0,0,0
327,2016-11-23,1.6,4.1,-1.2,0.0,0,0
328,2016-11-24,-1.3,4.6,-5.3,0.0,0,0
329,2016-11-25,-1.1,5.8,-6.0,0.0,0,0
330,2016-11-26,0.5,8.1,-5.8,0.0,0,0
331,2016-11-27,5.0,11.0,-1.7,0.0,0,0
332,2016-11-28,5.0,9.1,1.8,0.5,0,0
333,2016-11-29,2.2,5.9,-0.1,0.0,0,0
334,2016-11-30,0.7,5.7,-4.3,0.0,0,0
335,2016-12-01,7.0,16.9,-2.8,0.0,0,0
336,2016-12-02,5.0,7.8,2.0,0.5,0,0
337,2016-12-03,4.0,11.5,-3.2,0.0,0,0
338,2016-12-04,3.5,11.5,-4.0,0.0,0,0
339,2016-12-05,6.6,14.2,2.0,0.0,0,0
340,2016-12-06,3.6,8.6,-1.1,2.5,0,0
341,2016-12-07,-0.5,4.3,-4.1,0.0,0,0
342,2016-12-08,0.0,5.9,-4.7,1.0,0,0
343,2016-12-09,3.2,11.0,-3.0,0.0,0,0
344,2016-12-10,1.1,5.0,-1.1,0.0,0,0
345,2016-12-11,-0.8,2.5,-3.9,0.0,1,1
346,2016-12-12,-1.0,4.3,-4.9,0.0,0,0
347,2016-12-13,2.5,11.8,-3.3,0.0,0,0
348,2016-12-14,2.1,4.5,-1.7,0.0,0,0
349,2016-12-15,0.2,3.9,-4.1,1.0,0,0
350,2016-12-16,-3.1,1.5,-8.2,0.0,1,1
351,2016-12-17,0.6,3.1,-4.6,0.0,1,0
352,2016-12-18,8.1,11.7,1.2,0.0,0,0
353,2016-12-19,5.4,13.3,-2.4,0.0,0,0
354,2016-12-20,2.5,11.5,-3.1,0.0,0,0
355,2016-12-21,1.5,11.6,-5.2,0.0,0,0
356,2016-12-22,4.8,8.6,-2.3,0.5,0,0
357,2016-12-23,8.0,14.4,2.1,0.5,0,0
358,2016-12-24,0.0,4.9,-2.7,8.5,1,3
359,2016-12-25,-1.3,4.7,-5.7,0.0,0,0
360,2016-12-26,-0.3,7.1,-6.1,0.0,0,0
361,2016-12-27,1.3,3.2,-0.8,11.5,4,4
362,2016-12-28,-2.5,1.2,-7.9,1.0,8,4
363,2016-12-29,-0.4,8.2,-8.0,0.0,2,1
364,2016-12-30,0.1,2.3,-3.2,0.0,0,0
365,2016-12-31,1.7,6.2,-4.8,0.0,0,0
366,2017-01-01,-0.4,6.8,-6.8,0.0,0,0
367,2017-01-02,2.4,8.2,-3.4,0.5,0,0
368,2017-01-03,1.2,5.2,-3.3,0.5,0,0
369,2017-01-04,-0.6,6.1,-4.8,0.0,0,0
370,2017-01-05,-0.2,4.0,-3.6,1.5,3,3
371,2017-01-06,-1.5,2.8,-6.1,0.0,2,0
372,2017-01-07,0.7,7.3,-6.4,0.0,2,1
373,2017-01-08,0.1,4.6,-4.3,0.0,0,0
374,2017-01-09,2.6,6.1,-0.7,3.5,0,0
375,2017-01-10,1.3,6.6,-3.5,0.5,0,0
376,2017-01-11,-2.9,-1.3,-4.3,0.0,0,0
377,2017-01-12,-3.6,-1.5,-6.8,0.0,1,2
378,2017-01-13,-3.4,0.7,-7.2,0.0,1,3
379,2017-01-14,-5.8,-1.3,-9.3,0.0,1,1
380,2017-01-15,-2.5,1.0,-8.6,2.0,6,5
381,2017-01-16,0.7,3.7,-1.9,2.5,8,5
382,2017-01-17,-1.1,3.2,-7.2,2.5,14,7
383,2017-01-18,-1.8,4.6,-7.7,0.0,10,0
384,2017-01-19,0.0,5.2,-6.7,0.0,8,1
385,2017-01-20,-1.2,3.4,-7.2,0.0,7,1
386,2017-01-21,-1.4,1.5,-8.3,25.0,28,22
387,2017-01-22,-2.7,4.5,-9.9,0.0,25,1
388,2017-01-23,-1.9,2.0,-7.5,0.0,20,5
389,2017-01-24,-4.8,-1.0,-9.7,0.0,21,2
390,2017-01-25,-4.7,1.6,-12.6,0.0,19,1
391,2017-01-26,-1.7,5.5,-8.2,0.0,18,0
392,2017-01-27,1.3,11.0,-5.9,1.0,18,3
393,2017-01-28,1.1,3.5,-1.7,0.0,13,0
394,2017-01-29,0.2,6.0,-6.6,0.0,12,0
395,2017-01-30,-0.4,1.4,-4.1,9.0,17,8
396,2017-01-31,-1.9,1.4,-5.8,0.0,16,1
397,2017-02-01,-1.6,5.4,-8.3,2.0,17,7
398,2017-02-02,-4.1,-1.5,-6.3,0.0,17,0
399,2017-02-03,-1.1,2.6,-8.4,0.0,14,2
400,2017-02-04,2.1,6.1,-4.2,0.0,13,0
401,2017-02-05,0.0,7.2,-7.0,2.0,12,0
402,2017-02-06,1.0,3.0,0.2,35.5,14,8
403,2017-02-07,-0.7,1.1,-3.8,0.5,17,8
404,2017-02-08,-1.6,3.2,-6.3,0.0,16,0
405,2017-02-09,-1.3,4.6,-7.1,0.0,15,1
406,2017-02-10,-0.1,1.5,-4.0,9.0,22,8
407,2017-02-11,-2.1,4.4,-9.8,0.0,19,1
408,2017-02-12,2.0,5.4,-5.0,1.0,19,0
409,2017-02-13,2.9,6.2,-0.4,0.0,17,0
410,2017-02-14,1.4,4.9,-2.5,0.0,15,1
411,2017-02-15,2.1,5.4,-2.2,0.0,13,0
412,2017-02-16,3.7,11.0,-4.3,0.0,11,0
413,2017-02-17,4.1,12.0,-1.0,0.5,10,0
414,2017-02-18,-0.4,2.2,-3.1,0.0,6,1
415,2017-02-19,-2.3,0.8,-5.9,0.0,6,0
416,2017-02-20,1.5,7.0,-5.4,3.0,10,6
417,2017-02-21,-1.8,0.8,-3.2,5.0,16,7
418,2017-02-22,-1.6,3.7,-9.5,0.0,14,1
419,2017-02-23,2.7,7.0,-2.0,0.5,11,3
420,2017-02-24,0.5,2.9,-1.6,0.5,9,3
421,2017-02-25,0.5,6.2,-4.2,0.0,5,0
422,2017-02-26,0.7,4.9,-4.2,0.0,0,0
423,2017-02-27,-1.5,3.5,-5.9,0.0,0,0
424,2017-02-28,-1.8,5.0,-8.5,0.0,0,0
425,2017-03-01,0.5,7.7,-6.7,0.0,0,0
426,2017-03-02,4.4,11.9,-2.7,0.0,0,0
427,2017-03-03,3.9,7.0,0.6,0.0,0,0
428,2017-03-04,2.2,6.8,-2.4,0.0,0,0
429,2017-03-05,1.2,7.3,-4.3,0.0,0,0
430,2017-03-06,1.8,5.5,-1.8,6.5,0,0
431,2017-03-07,-0.1,3.1,-2.8,0.5,0,0
432,2017-03-08,-0.1,4.3,-6.0,0.0,0,0
433,2017-03-09,1.0,5.8,-4.2,0.0,0,0
434,2017-03-10,1.0,5.9,-3.0,0.0,0,0
435,2017-03-11,1.3,6.0,-2.5,0.0,0,0
436,2017-03-12,0.8,7.3,-4.8,0.0,0,0
437,2017-03-13,2.4,7.5,-4.1,0.0,0,0
438,2017-03-14,3.2,5.4,-0.8,6.0,0,0
439,2017-03-15,1.0,3.3,-2.3,0.0,0,0
440,2017-03-16,3.2,8.8,-2.4,0.0,0,0
441,2017-03-17,2.3,8.3,-3.0,0.0,0,0
442,2017-03-18,2.4,8.7,-2.7,0.0,0,0
443,2017-03-19,5.3,10.9,-2.7,0.0,0,0
444,2017-03-20,6.1,12.5,-0.7,0.0,0,0
445,2017-03-21,4.3,10.4,-1.0,5.5,0,0
446,2017-03-22,5.8,10.6,1.8,0.5,0,0
447,2017-03-23,3.4,8.2,-0.1,0.0,0,0
448,2017-03-24,1.6,6.1,-3.2,0.5,0,0
449,2017-03-25,2.9,8.1,-2.4,0.0,0,0
450,2017-03-26,3.2,8.5,-2.9,0.0,0,0
451,2017-03-27,3.0,6.4,0.0,7.5,0,0
452,2017-03-28,2.3,9.4,-2.8,0.5,0,0
453,2017-03-29,4.6,9.5,-2.7,0.0,0,0
454,2017-03-30,5.8,14.5,0.1,4.5,0,0
455,2017-03-31,3.4,5.6,1.8,1.5,0,0
456,2017-04-01,2.4,3.8,-0.2,0.0,0,0
457,2017-04-02,2.9,8.8,-1.6,0.0,0,0
458,2017-04-03,4.3,11.4,-2.6,0.0,0,0
459,2017-04-04,5.8,14.2,-1.3,0.0,0,0
460,2017-04-05,8.7,20.0,-2.0,0.0,0,0
461,2017-04-06,14.0,24.5,3.7,0.0,0,0
462,2017-04-07,14.2,20.6,5.3,0.0,0,0
463,2017-04-08,9.7,14.5,5.8,0.0,0,0
464,2017-04-09,9.0,14.3,5.2,0.0,0,0
465,2017-04-10,7.0,14.8,-0.6,0.0,0,0
466,2017-04-11,7.3,17.1,-2.6,15.5,0,0
467,2017-04-12,7.3,11.8,2.6,4.0,0,0
