Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature
70,2016-03-11,0.0,3.6,-2.7
71,2016-03-12,-0.3,5.0,-4.4
72,2016-03-13,1.4,8.1,-6.3
73,2016-03-14,5.0,10.1,-0.1
74,2016-03-15,4.0,7.0,0.7
75,2016-03-16,6.1,13.4,0.9
76,2016-03-17,7.6,16.0,-0.9
77,2016-03-18,9.1,19.3,-1.4
78,2016-03-19,10.2,14.7,6.8
79,2016-03-20,5.6,8.8,2.2
80,2016-03-21,3.1,7.7,-0.8
81,2016-03-22,5.3,9.8,0.3
82,2016-03-23,3.8,9.1,-2.0
83,2016-03-24,2.4,7.3,-3.6
84,2016-03-25,2.4,7.2,-4.3
85,2016-03-26,2.7,9.3,-2.8
86,2016-03-27,3.6,13.7,-5.1
87,2016-03-28,5.8,14.8,-3.1
88,2016-03-29,7.0,16.2,-2.8
89,2016-03-30,8.5,17.2,1.8
90,2016-03-31,7.0,14.3,-0.4
91,2016-04-01,6.7,15.4,-2.0
92,2016-04-02,6.2,7.7,4.7
93,2016-04-03,11.5,18.4,6.3
94,2016-04-04,6.3,10.9,2.1
95,2016-04-05,6.9,15.0,0.6
96,2016-04-06,7.8,14.1,1.1
97,2016-04-07,6.3,10.1,0.8
98,2016-04-08,10.5,13.9,6.1
99,2016-04-09,10.7,18.5,2.6
100,2016-04-10,7.9,15.1,1.9
101,2016-04-11,3.1,6.6,0.6
102,2016-04-12,6.3,12.0,0.9
103,2016-04-13,10.2,17.6,1.7
104,2016-04-14,14.0,19.8,9.9
105,2016-04-15,7.9,12.5,5.7
106,2016-04-16,9.6,16.1,1.7
107,2016-04-17,11.6,16.6,5.0
108,2016-04-18,12.7,16.2,8.1
109,2016-04-19,10.1,14.9,5.7
110,2016-04-20,9.2,15.8,2.6
111,2016-04-21,11.6,16.8,3.8
112,2016-04-22,14.2,18.7,10.8
113,2016-04-23,13.7,19.1,9.9
114,2016-04-24,12.9,19.4,3.6
115,2016-04-25,11.6,22.1,0.6
116,2016-04-26,13.6,22.9,5.1
117,2016-04-27,10.3,18.2,2.7
118,2016-04-28,8.8,10.2,7.5
119,2016-04-29,7.7,11.7,5.3
120,2016-04-30,8.8,13.3,4.8
121,2016-05-01,7.5,8.7,5.5
122,2016-05-02,9.1,12.5,5.2
123,2016-05-03,14.5,20.8,9.8
124,2016-05-04,15.4,20.2,9.9
125,2016-05-05,13.8,17.6,10.1
126,2016-05-06,14.9,22.5,7.1
127,2016-05-07,14.9,20.1,12.1
128,2016-05-08,14.8,19.6,6.7
129,2016-05-09,13.4,21.6,3.7
130,2016-05-10,13.4,15.7,11.2
131,2016-05-11,13.8,16.5,12.4
132,2016-05-12,13.6,16.7,9.2
133,2016-05-13,16.1,24.6,7.1
134,2016-05-14,16.9,23.7,10.9
135,2016-05-15,13.7,20.8,7.1
136,2016-05-16,14.7,20.8,8.2
137,2016-05-17,14.4,18.3,9.5
138,2016-05-18,17.4,25.5,8.7
139,2016-05-19,16.4,23.8,9.8
140,2016-05-20,15.5,23.4,9.1
141,2016-05-21,16.9,24.2,10.2
142,2016-05-22,20.9,29.9,13.4
143,2016-05-23,20.5,30.0,11.7
144,2016-05-24,19.2,26.0,12.9
145,2016-05-25,18.7,21.5,16.1
146,2016-05-26,19.9,22.5,17.7
147,2016-05-27,17.9,22.2,12.0
148,2016-05-28,18.4,27.0,11.2
149,2016-05-29,18.2,26.0,12.0
150,2016-05-30,19.4,25.7,15.6
151,2016-05-31,18.7,24.3,15.0
152,2016-06-01,14.1,17.5,12.0
153,2016-06-02,13.7,17.0,11.5
154,2016-06-03,15.1,21.1,8.3
155,2016-06-04,18.4,26.0,8.7
156,2016-06-05,19.4,25.0,13.7
157,2016-06-06,17.3,23.4,12.3
158,2016-06-07,17.3,22.5,11.6
159,2016-06-08,19.2,23.0,16.5
160,2016-06-09,19.8,22.7,17.4
161,2016-06-10,21.4,27.2,15.1
162,2016-06-11,20.5,30.1,11.9
163,2016-06-12,20.8,26.9,16.7
164,2016-06-13,17.9,20.6,16.2
165,2016-06-14,18.2,21.0,16.2
166,2016-06-15,16.9,18.7,15.5
167,2016-06-16,18.0,19.8,15.3
168,2016-06-17,20.5,24.2,18.4
169,2016-06-18,20.9,25.2,16.6
170,2016-06-19,19.2,22.9,14.9
171,2016-06-20,20.6,25.2,18.0
172,2016-06-21,20.5,25.9,16.1
173,2016-06-22,19.7,24.5,16.4
174,2016-06-23,16.8,18.3,16.1
175,2016-06-24,18.3,22.9,15.7
176,2016-06-25,21.3,24.4,18.7
177,2016-06-26,18.0,20.5,14.9
178,2016-06-27,18.9,24.1,12.8
179,2016-06-28,18.8,20.7,17.1
180,2016-06-29,21.2,27.3,17.0
181,2016-06-30,19.0,20.2,18.2
182,2016-07-01,22.8,28.8,18.7
183,2016-07-02,21.7,24.6,19.1
184,2016-07-03,22.4,26.5,20.2
185,2016-07-04,21.8,26.9,16.9
186,2016-07-05,18.1,21.0,16.2
187,2016-07-06,17.9,19.4,15.4
188,2016-07-07,17.5,22.1,15.0
189,2016-07-08,20.5,25.8,15.9
190,2016-07-09,21.5,23.8,19.8
191,2016-07-10,22.2,25.4,18.9
192,2016-07-11,22.4,27.8,17.3
193,2016-07-12,21.3,28.7,15.1
194,2016-07-13,22.3,27.8,18.7
195,2016-07-14,21.6,22.7,19.9
196,2016-07-15,21.6,27.3,18.9
197,2016-07-16,21.3,24.5,18.0
198,2016-07-17,21.4,24.1,19.0
199,2016-07-18,22.7,25.8,18.4
200,2016-07-19,21.9,27.0,18.2
201,2016-07-20,21.8,28.1,18.9
202,2016-07-21,20.5,24.1,18.3
203,2016-07-22,20.0,26.6,15.6
204,2016-07-23,20.0,25.4,16.0
205,2016-07-24,20.9,26.0,16.6
206,2016-07-25,22.8,28.0,19.2
207,2016-07-26,22.7,26.7,20.3
208,2016-07-27,22.4,24.2,20.7
209,2016-07-28,24.2,27.7,22.0
210,2016-07-29,25.2,30.9,21.2
211,2016-07-30,25.0,30.1,20.9
212,2016-07-31,25.9,31.2,21.7
213,2016-08-01,26.0,30.9,22.7
214,2016-08-02,24.4,30.7,22.6
215,2016-08-03,24.6,28.8,22.1
216,2016-08-04,25.7,32.1,21.1
217,2016-08-05,25.4,32.5,19.1
218,2016-08-06,26.2,33.1,20.0
219,2016-08-07,26.3,32.6,20.5
220,2016-08-08,26.1,32.1,21.1
221,2016-08-09,25.1,30.4,19.1
222,2016-08-10,22.5,29.1,17.3
223,2016-08-11,22.5,30.2,15.5
224,2016-08-12,22.8,29.9,18.0
225,2016-08-13,21.9,29.1,16.1
226,2016-08-14,21.9,28.5,16.1
227,2016-08-15,21.9,26.9,16.5
228,2016-08-16,25.4,30.5,22.1
229,2016-08-17,23.4,27.2,21.0
230,2016-08-18,23.7,27.1,20.3
231,2016-08-19,26.0,31.1,23.1
232,2016-08-20,25.5,29.3,22.9
233,2016-08-21,27.6,33.6,23.4
234,2016-08-22,26.1,30.3,23.7
235,2016-08-23,24.7,30.1,20.9
236,2016-08-24,24.5,29.4,20.8
237,2016-08-25,24.3,28.1,22.1
238,2016-08-26,23.7,26.6,20.9
239,2016-08-27,20.2,23.7,17.1
240,2016-08-28,21.6,26.2,17.6
241,2016-08-29,24.1,29.3,19.8
242,2016-08-30,23.9,28.8,20.7
243,2016-08-31,23.0,28.1,19.6
244,2016-09-01,24.9,31.4,19.6
245,2016-09-02,23.8,29.1,19.1
246,2016-09-03,23.8,28.7,20.0
247,2016-09-04,24.5,29.1,21.2
248,2016-09-05,25.1,28.7,22.5
249,2016-09-06,25.1,31.2,19.8
250,2016-09-07,22.0,26.4,18.0
251,2016-09-08,20.5,24.8,17.3
252,2016-09-09,21.8,27.5,17.3
253,2016-09-10,20.7,26.1,17.1
254,2016-09-11,19.7,23.8,16.4
255,2016-09-12,19.6,21.7,18.3
256,2016-09-13,18.5,20.7,17.9
257,2016-09-14,21.1,26.4,17.9
258,2016-09-15,21.7,28.2,17.5
259,2016-09-16,21.0,25.5,17.2
260,2016-09-17,20.4,24.3,16.9
261,2016-09-18,18.6,19.9,17.2
262,2016-09-19,18.4,21.9,16.5
263,2016-09-20,16.6,18.8,14.7
264,2016-09-21,16.5,23.4,10.0
265,2016-09-22,16.7,20.4,12.8
266,2016-09-23,18.5,22.9,15.8
267,2016-09-24,19.4,24.9,15.1
268,2016-09-25,21.8,27.6,18.4
269,2016-09-26,21.1,25.8,18.5
270,2016-09-27,20.6,22.1,19.1
271,2016-09-28,22.1,26.8,20.2
272,2016-09-29,18.1,20.7,12.9
273,2016-09-30,15.2,20.9,8.6
274,2016-10-01,17.3,23.9,13.1
275,2016-10-02,17.7,25.3,11.9
276,2016-10-03,18.2,21.9,13.1
277,2016-10-04,19.3,24.8,10.6
278,2016-10-05,14.9,18.9,8.9
279,2016-10-06,17.6,20.5,14.3
280,2016-10-07,13.5,18.5,8.0
281,2016-10-08,12.1,16.4,8.4
282,2016-10-09,14.7,19.6,8.1
283,2016-10-10,11.9,16.5,8.4
284,2016-10-11,11.2,16.5,5.0
285,2016-10-12,10.6,15.9,6.2
286,2016-10-13,8.6,15.3,3.8
287,2016-10-14,11.0,18.2,3.4
288,2016-10-15,12.4,20.5,6.3
289,2016-10-16,12.1,21.6,4.3
290,2016-10-17,15.4,18.9,11.8
291,2016-10-18,17.2,24.2,9.1
292,2016-10-19,12.9,21.2,6.3
293,2016-10-20,12.3,22.3,7.0
294,2016-10-21,9.4,13.5,2.3
295,2016-10-22,8.4,14.8,0.9
296,2016-10-23,10.2,15.2,5.0
297,2016-10-24,9.5,15.0,1.8
298,2016-10-25,10.7,16.4,3.1
299,2016-10-26,15.7,22.6,10.2
300,2016-10-27,10.7,14.6,6.8
301,2016-10-28,8.8,11.4,6.0
302,2016-10-29,7.9,11.0,3.8
303,2016-10-30,6.1,11.9,0.6
304,2016-10-31,4.8,9.2,-0.9
305,2016-11-01,5.6,7.9,3.7
306,2016-11-02,4.0,9.5,-0.9
307,2016-11-03,7.4,15.0,2.8
308,2016-11-04,6.4,10.4,2.9
309,2016-11-05,12.5,18.8,5.6
310,2016-11-06,6.6,15.2,3.3
311,2016-11-07,4.0,9.7,-1.3
312,2016-11-08,6.1,10.3,0.3
313,2016-11-09,2.6,7.9,0.2
314,2016-11-10,2.0,4.5,-1.5
315,2016-11-11,1.7,5.6,-1.4
316,2016-11-12,7.2,14.2,1.4
317,2016-11-13,6.9,17.1,-0.3
318,2016-11-14,7.4,13.4,0.1
319,2016-11-15,9.9,16.1,6.5
320,2016-11-16,5.7,8.7,1.5
321,2016-11-17,4.0,6.8,1.6
322,2016-11-18,4.2,12.4,-1.3
323,2016-11-19,3.5,6.3,-0.8
324,2016-11-20,9.1,15.2,3.1
325,2016-11-21,5.6,10.6,-0.4
326,2016-11-22,8.7,16.6,4.2
327,2016-11-23,1.6,4.3,-0.6
328,2016-11-24,-0.9,2.1,-4.9
329,2016-11-25,-0.5,4.1,-5.1
330,2016-11-26,2.4,7.7,-3.0
331,2016-11-27,6.4,9.8,3.9
332,2016-11-28,5.1,8.1,2.4
333,2016-11-29,2.2,4.9,0.5
334,2016-11-30,2.5,5.5,0.0
335,2016-12-01,6.8,10.4,3.1
336,2016-12-02,5.3,8.8,2.0
337,2016-12-03,5.6,10.7,-1.2
338,2016-12-04,4.2,12.7,-2.7
339,2016-12-05,6.6,11.3,0.8
340,2016-12-06,3.8,8.6,-1.6
341,2016-12-07,-0.1,2.2,-1.6
342,2016-12-08,-0.1,5.2,-2.8
343,2016-12-09,2.3,7.9,-3.0
344,2016-12-10,0.5,4.0,-1.9
345,2016-12-11,-2.1,0.1,-3.1
346,2016-12-12,-0.6,2.9,-5.3
347,2016-12-13,-0.3,4.2,-5.6
348,2016-12-14,1.8,4.6,-0.7
349,2016-12-15,-0.5,1.0,-3.3
350,2016-12-16,-3.4,-1.5,-9.5
351,2016-12-17,-0.5,4.1,-2.5
352,2016-12-18,4.1,9.0,-0.3
353,2016-12-19,3.9,9.0,-2.5
354,2016-12-20,2.0,6.5,-2.6
355,2016-12-21,-0.8,4.6,-3.5
356,2016-12-22,1.0,4.3,-4.0
357,2016-12-23,6.3,13.1,1.6
358,2016-12-24,1.8,3.6,-0.7
359,2016-12-25,0.7,5.3,-2.0
360,2016-12-26,-0.1,3.5,-3.8
361,2016-12-27,2.1,4.6,0.6
362,2016-12-28,-0.1,1.9,-2.6
363,2016-12-29,1.0,6.4,-1.2
364,2016-12-30,-0.5,2.7,-2.7
365,2016-12-31,0.9,5.9,-3.2
366,2017-01-01,-0.3,3.6,-4.9
367,2017-01-02,3.2,5.7,-0.3
368,2017-01-03,2.4,5.5,0.2
369,2017-01-04,0.7,2.6,-0.2
370,2017-01-05,0.1,2.8,-4.0
371,2017-01-06,-1.2,2.2,-5.9
372,2017-01-07,1.3,5.5,-1.4
373,2017-01-08,2.1,5.5,-2.9
374,2017-01-09,1.7,5.0,-0.1
375,2017-01-10,2.1,6.6,-2.2
376,2017-01-11,-3.7,-1.9,-5.3
377,2017-01-12,-3.4,-1.8,-4.6
378,2017-01-13,-4.3,-3.0,-7.6
379,2017-01-14,-6.5,-4.2,-13.3
380,2017-01-15,-8.2,-1.5,-16.5
381,2017-01-16,-3.3,1.5,-10.0
382,2017-01-17,-2.0,2.6,-8.2
383,2017-01-18,-1.5,2.7,-4.9
384,2017-01-19,1.0,3.7,-2.5
385,2017-01-20,-0.7,0.9,-3.4
386,2017-01-21,0.0,2.9,-6.6
387,2017-01-22,-2.0,2.8,-8.2
388,2017-01-23,-2.7,1.3,-7.6
389,2017-01-24,-4.0,-2.0,-9.0
390,2017-01-25,-2.8,0.9,-8.0
391,2017-01-26,-0.4,4.7,-5.1
392,2017-01-27,0.4,5.5,-5.0
393,2017-01-28,0.9,3.3,-2.6
394,2017-01-29,0.9,5.7,-4.6
395,2017-01-30,0.4,1.5,-1.0
396,2017-01-31,-1.1,1.0,-2.9
397,2017-02-01,-0.3,4.3,-4.7
398,2017-02-02,-4.4,-1.9,-6.7
399,2017-02-03,-0.5,3.3,-4.1
400,2017-02-04,2.8,5.4,-2.2
401,2017-02-05,-0.2,4.0,-5.7
402,2017-02-06,1.4,3.9,0.0
403,2017-02-07,-1.0,2.2,-3.9
404,2017-02-08,-1.7,2.1,-8.0
405,2017-02-09,-2.0,2.0,-7.0
406,2017-02-10,-0.6,2.3,-3.5
407,2017-02-11,-2.2,1.6,-10.1
408,2017-02-12,-0.4,4.0,-8.3
409,2017-02-13,1.4,4.6,-2.2
410,2017-02-14,0.6,4.5,-4.7
411,2017-02-15,1.2,4.0,-2.0
412,2017-02-16,2.2,8.3,-3.5
413,2017-02-17,3.7,9.1,-0.9
414,2017-02-18,-0.8,1.2,-2.3
415,2017-02-19,-3.2,0.0,-6.1
416,2017-02-20,-0.7,4.0,-4.3
417,2017-02-21,-0.9,2.6,-2.4
418,2017-02-22,-0.1,2.6,-2.2
419,2017-02-23,0.8,4.6,-0.9
420,2017-02-24,0.1,2.6,-1.9
421,2017-02-25,0.1,4.7,-3.8
422,2017-02-26,1.2,5.1,-3.4
423,2017-02-27,-0.7,2.5,-5.7
424,2017-02-28,-1.6,5.6,-8.3
425,2017-03-01,0.3,6.9,-6.7
426,2017-03-02,3.2,7.7,0.2
427,2017-03-03,2.6,5.6,0.3
428,2017-03-04,2.1,7.2,-2.4
429,2017-03-05,1.5,7.3,-4.0
430,2017-03-06,4.2,12.5,-2.2
431,2017-03-07,-0.2,2.3,-2.2
432,2017-03-08,-1.2,2.1,-3.9
433,2017-03-09,0.8,5.4,-2.3
434,2017-03-10,0.8,5.0,-2.6
435,2017-03-11,0.5,5.6,-5.5
436,2017-03-12,2.1,7.6,-1.5
437,2017-03-13,2.8,6.4,-2.0
438,2017-03-14,2.6,3.6,0.3
439,2017-03-15,1.4,4.5,-1.5
440,2017-03-16,2.5,8.4,-2.7
441,2017-03-17,3.3,8.3,-0.7
442,2017-03-18,4.2,8.7,-0.1
443,2017-03-19,4.7,8.9,0.4
444,2017-03-20,5.7,11.3,-0.6
445,2017-03-21,1.9,5.6,-1.5
446,2017-03-22,4.5,8.9,0.5
447,2017-03-23,2.9,6.8,-0.1
448,2017-03-24,1.6,6.4,-2.9
449,2017-03-25,2.6,8.1,-2.5
450,2017-03-26,3.0,8.6,-3.9
451,2017-03-27,3.5,6.3,1.5
452,2017-03-28,2.7,9.1,-1.8
453,2017-03-29,3.1,8.7,-2.0
454,2017-03-30,5.5,14.3,-2.5
455,2017-03-31,5.5,8.6,2.0
456,2017-04-01,3.6,7.1,0.9
457,2017-04-02,4.1,10.1,-0.2
458,2017-04-03,4.9,11.4,-2.0
459,2017-04-04,6.2,13.8,-2.2
460,2017-04-05,8.9,20.2,-1.8
461,2017-04-06,12.4,21.0,4.2
462,2017-04-07,11.5,17.6,4.6
463,2017-04-08,9.1,12.2,4.6
464,2017-04-09,8.3,11.5,5.5
465,2017-04-10,7.6,13.3,0.5
466,2017-04-11,7.0,12.9,-0.1
467,2017-04-12,6.5,10.3,2.2
468,2017-04-13,4.9,9.2,0.1
469,2017-04-14,9.5,18.8,-1.9
470,2017-04-15,12.3,15.8,6.8
471,2017-04-16,13.6,22.8,3.8
472,2017-04-17,12.0,19.0,6.1
473,2017-04-18,11.9,20.5,6.9
474,2017-04-19,9.1,15.7,4.7
475,2017-04-20,8.2,11.9,5.5
476,2017-04-21,10.1,15.6,5.3
477,2017-04-22,8.4,13.2,2.1
478,2017-04-23,7.4,13.9,0.6
479,2017-04-24,8.5,17.5,-0.2
480,2017-04-25,12.7,20.0,7.6
481,2017-04-26,11.0,14.0,8.6
482,2017-04-27,10.0,15.2,5.0
483,2017-04-28,11.9,17.6,6.1
484,2017-04-29,11.3,17.9,4.8
485,2017-04-30,13.2,20.4,2.7
486,2017-05-01,12.6,17.2,6.4
487,2017-05-02,12.8,19.1,5.7
488,2017-05-03,13.3,24.8,1.9
489,2017-05-04,14.8,24.1,5.5
490,2017-05-05,17.5,26.0,8.4
491,2017-05-06,14.8,19.9,11.0
492,2017-05-07,14.2,19.0,7.9
493,2017-05-08,14.6,20.7,7.7
494,2017-05-09,12.6,20.5,4.0
495,2017-05-10,13.7,17.1,9.6
496,2017-05-11,14.2,17.8,11.8
497,2017-05-12,15.4,22.2,11.2
498,2017-05-13,12.3,13.5,11.5
499,2017-05-14,12.4,13.8,11.4
500,2017-05-15,12.7,14.9,11.2
501,2017-05-16,13.0,17.7,10.0
502,2017-05-17,14.6,21.1,9.8
503,2017-05-18,15.9,24.4,8.1
504,2017-05-19,17.2,26.3,8.6
505,2017-05-20,19.2,28.9,10.0
506,2017-05-21,21.8,31.2,13.0
507,2017-05-22,22.4,31.1,14.4
508,2017-05-23,20.2,26.9,14.4
509,2017-05-24,19.5,22.2,17.5
510,2017-05-25,16.6,18.0,15.6
511,2017-05-26,16.5,18.6,15.2
512,2017-05-27,16.8,20.9,14.3
513,2017-05-28,15.6,19.7,11.9
514,2017-05-29,18.3,26.2,9.7
515,2017-05-30,20.2,27.9,13.1
516,2017-05-31,22.5,29.5,17.0
