Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,deepest_snowfall,total_snowfall
38,2016-02-08,-8.6,-5.4,-11.4,7.1,52,3
39,2016-02-09,-2.3,0.8,-8.7,0.0,57,8
40,2016-02-10,-4.2,-0.9,-7.7,0.4,61,11
41,2016-02-11,-5.8,-3.0,-12.8,2.1,65,4
42,2016-02-12,-7.4,-1.0,-18.6,4.3,58,2
43,2016-02-13,1.6,5.9,-2.4,0.8,57,0
44,2016-02-14,-1.8,2.2,-4.5,0.0,52,2
45,2016-02-15,-7.7,-1.8,-16.3,4.5,55,5
46,2016-02-16,-12.6,-3.3,-22.2,7.0,50,0
47,2016-02-17,-9.3,-0.8,-18.1,4.6,52,3
48,2016-02-18,-5.7,3.0,-14.8,5.6,50,0
49,2016-02-19,-3.5,5.6,-13.6,8.0,51,2
50,2016-02-20,-0.4,4.6,-6.3,6.6,56,5
51,2016-02-21,-3.5,-2.3,-5.4,0.0,75,23
52,2016-02-22,-7.1,-1.5,-17.3,3.4,77,5
53,2016-02-23,-8.5,0.7,-21.0,6.3,73,0
54,2016-02-24,-13.6,-8.6,-24.4,9.3,75,3
55,2016-02-25,-15.6,-5.4,-27.6,5.4,70,0
56,2016-02-26,-13.6,-4.9,-23.2,6.0,70,1
57,2016-02-27,-13.5,-2.9,-24.0,6.7,70,0
58,2016-02-28,-13.1,-4.3,-22.6,8.9,69,0
59,2016-02-29,-7.2,-0.7,-19.8,0.0,69,2
60,2016-03-01,-5.8,-0.8,-8.1,0.0,73,14
61,2016-03-02,-9.4,-4.9,-17.4,2.5,66,0
62,2016-03-03,-11.4,-4.4,-20.5,7.6,63,0
63,2016-03-04,-9.6,-2.9,-20.5,8.5,62,2
64,2016-03-05,-8.8,-1.7,-16.7,9.7,61,0
65,2016-03-06,-3.4,2.9,-17.5,0.0,63,4
66,2016-03-07,2.5,11.7,-2.4,8.2,61,0
67,2016-03-08,0.9,4.3,-2.3,2.4,55,0
68,2016-03-09,-2.3,1.5,-9.9,9.1,53,0
69,2016-03-10,-6.0,1.2,-14.3,10.0,52,0
70,2016-03-11,-6.9,0.9,-14.9,4.9,55,3
71,2016-03-12,-7.5,-0.1,-18.1,7.6,52,0
72,2016-03-13,-4.8,2.4,-15.5,9.8,52,0
73,2016-03-14,0.2,6.0,-3.7,6.8,52,3
74,2016-03-15,-2.8,-1.0,-6.3,5.8,53,5
75,2016-03-16,-0.3,8.3,-12.4,9.7,49,0
76,2016-03-17,1.6,9.7,-4.6,9.1,47,1
77,2016-03-18,0.7,7.8,-5.1,0.9,45,0
78,2016-03-19,1.0,4.8,-1.8,0.0,43,0
79,2016-03-20,-2.9,-1.1,-4.9,1.0,43,0
80,2016-03-21,-3.0,1.2,-7.6,7.8,43,0
81,2016-03-22,-2.9,5.2,-10.9,6.4,40,1
82,2016-03-23,-2.6,4.7,-10.8,7.3,40,2
83,2016-03-24,-2.0,0.1,-4.6,0.7,45,10
84,2016-03-25,-4.1,-0.1,-9.5,1.4,43,0
85,2016-03-26,-4.7,-0.1,-11.1,3.1,41,0
86,2016-03-27,-1.5,7.9,-12.2,11.2,41,0
87,2016-03-28,0.6,7.5,-5.3,8.7,37,0
88,2016-03-29,0.5,8.1,-8.2,9.8,33,0
89,2016-03-30,3.4,6.5,0.6,1.0,31,0
90,2016-03-31,2.6,6.8,-1.2,7.1,26,0
91,2016-04-01,0.3,2.4,-1.3,1.3,23,1
92,2016-04-02,0.8,4.6,-1.8,10.7,22,0
93,2016-04-03,2.9,5.9,0.4,0.0,17,1
94,2016-04-04,3.0,7.7,-2.0,1.9,15,0
95,2016-04-05,3.7,10.8,-5.5,11.6,11,0
96,2016-04-06,2.8,9.2,-3.3,8.1,5,0
97,2016-04-07,4.1,11.3,-5.4,8.0,0,0
98,2016-04-08,4.5,6.4,1.6,0.1,0,0
99,2016-04-09,3.5,10.0,-3.6,6.1,0,0
100,2016-04-10,2.7,7.1,-0.7,10.3,0,0
101,2016-04-11,-0.5,3.5,-2.5,3.2,2,2
102,2016-04-12,0.8,5.9,-2.5,7.4,2,0
103,2016-04-13,4.3,8.3,-0.4,0.1,0,0
104,2016-04-14,7.4,13.2,1.7,5.5,0,0
105,2016-04-15,0.9,4.8,-1.6,0.0,0,0
106,2016-04-16,2.8,8.9,-1.3,8.0,0,0
107,2016-04-17,3.7,8.5,-0.9,0.0,0,0
108,2016-04-18,1.5,8.6,-1.4,0.0,0,0
109,2016-04-19,0.0,3.2,-1.8,0.0,0,0
110,2016-04-20,4.5,12.4,-1.9,6.8,0,0
111,2016-04-21,9.4,19.9,-0.1,9.8,0,0
112,2016-04-22,4.9,12.7,-1.4,11.2,0,0
113,2016-04-23,2.3,7.3,-0.9,3.3,0,0
114,2016-04-24,4.9,14.4,-2.3,8.0,0,0
115,2016-04-25,4.7,11.8,-2.6,5.8,0,0
116,2016-04-26,3.4,7.3,0.4,0.7,0,0
117,2016-04-27,3.1,9.5,-2.8,5.2,0,0
118,2016-04-28,3.8,11.4,-4.5,8.5,0,0
119,2016-04-29,-0.4,1.8,-1.6,0.0,17,21
120,2016-04-30,0.2,1.7,-1.8,0.0,28,18
121,2016-05-01,1.4,5.6,-3.8,3.0,24,0
122,2016-05-02,4.4,14.3,-6.3,11.4,12,0
123,2016-05-03,12.0,21.0,4.8,8.4,3,0
124,2016-05-04,11.5,13.9,8.3,0.0,0,0
125,2016-05-05,11.2,18.4,5.3,6.8,0,0
126,2016-05-06,7.7,12.5,3.1,8.4,0,0
127,2016-05-07,7.8,12.2,3.5,1.6,0,0
128,2016-05-08,8.6,17.0,-0.1,5.5,0,0
129,2016-05-09,11.0,21.4,-0.9,9.1,0,0
130,2016-05-10,8.9,15.7,1.4,5.2,0,0
131,2016-05-11,7.2,8.7,5.7,0.0,0,0
132,2016-05-12,6.4,14.5,1.5,4.2,0,0
133,2016-05-13,12.2,23.5,0.3,12.9,0,0
134,2016-05-14,11.9,18.8,2.5,10.8,0,0
135,2016-05-15,10.1,17.6,-1.1,9.1,0,0
136,2016-05-16,6.6,10.5,3.2,0.2,0,0
137,2016-05-17,11.6,15.7,5.8,1.4,0,0
138,2016-05-18,10.8,19.2,1.9,11.3,0,0
139,2016-05-19,12.4,23.8,0.7,13.0,0,0
140,2016-05-20,15.6,29.6,2.8,13.0,0,0
141,2016-05-21,17.2,31.1,4.3,13.1,0,0
142,2016-05-22,16.0,29.5,4.9,13.6,0,0
143,2016-05-23,15.3,23.4,5.5,11.5,0,0
144,2016-05-24,11.8,20.2,5.8,10.2,0,0
145,2016-05-25,11.4,15.6,7.6,0.3,0,0
146,2016-05-26,15.1,22.5,9.9,3.5,0,0
147,2016-05-27,14.5,23.8,5.4,8.3,0,0
148,2016-05-28,13.1,22.8,4.4,11.4,0,0
149,2016-05-29,8.7,13.7,5.3,7.3,0,0
150,2016-05-30,9.7,18.2,2.9,10.1,0,0
151,2016-05-31,10.1,12.8,5.3,0.0,0,0
152,2016-06-01,9.4,12.5,5.6,0.3,0,0
153,2016-06-02,3.6,5.6,2.6,0.0,0,0
154,2016-06-03,3.9,8.1,1.2,0.1,0,0
155,2016-06-04,4.1,7.3,-1.8,0.6,0,0
156,2016-06-05,6.1,12.0,0.3,4.4,0,0
157,2016-06-06,8.9,17.9,-1.4,14.1,0,0
158,2016-06-07,13.1,22.9,2.6,1.8,0,0
159,2016-06-08,15.2,23.0,6.2,7.8,0,0
160,2016-06-09,14.8,20.8,9.3,0.8,0,0
161,2016-06-10,8.4,9.6,7.6,0.0,0,0
162,2016-06-11,8.6,12.8,6.3,0.1,0,0
163,2016-06-12,9.4,13.3,6.3,1.8,0,0
164,2016-06-13,9.0,12.0,6.6,0.0,0,0
165,2016-06-14,11.5,16.6,8.1,4.1,0,0
166,2016-06-15,12.2,19.3,7.6,7.4,0,0
167,2016-06-16,11.3,15.1,7.8,0.7,0,0
168,2016-06-17,10.8,12.3,10.0,0.0,0,0
169,2016-06-18,11.2,14.7,9.1,0.0,0,0
170,2016-06-19,12.4,15.4,8.9,0.5,0,0
171,2016-06-20,14.8,17.6,12.6,0.0,0,0
172,2016-06-21,15.6,19.7,12.9,2.9,0,0
173,2016-06-22,13.7,16.8,10.8,0.3,0,0
174,2016-06-23,10.9,14.6,5.9,0.6,0,0
175,2016-06-24,12.6,20.9,5.6,9.2,0,0
176,2016-06-25,11.1,15.5,8.5,1.4,0,0
177,2016-06-26,10.3,12.6,7.4,0.0,0,0
178,2016-06-27,13.6,19.5,7.5,6.2,0,0
179,2016-06-28,16.7,26.0,8.1,11.7,0,0
180,2016-06-29,19.0,28.6,11.8,9.9,0,0
181,2016-06-30,17.9,24.5,12.3,10.7,0,0
182,2016-07-01,20.7,28.4,15.3,10.4,0,0
183,2016-07-02,18.7,23.4,16.1,2.3,0,0
184,2016-07-03,19.2,23.3,14.6,0.6,0,0
185,2016-07-04,10.6,14.7,8.3,0.0,0,0
186,2016-07-05,12.8,21.9,8.0,7.4,0,0
187,2016-07-06,13.0,18.3,7.1,8.2,0,0
188,2016-07-07,15.3,23.1,6.9,14.3,0,0
189,2016-07-08,15.3,19.7,11.7,4.6,0,0
190,2016-07-09,18.9,27.6,12.5,10.3,0,0
191,2016-07-10,17.2,23.5,13.8,0.8,0,0
192,2016-07-11,13.1,16.1,11.3,0.1,0,0
193,2016-07-12,15.4,21.8,11.4,9.1,0,0
194,2016-07-13,16.4,22.6,11.9,0.5,0,0
195,2016-07-14,14.9,18.1,12.3,0.8,0,0
196,2016-07-15,16.3,21.7,13.1,1.2,0,0
197,2016-07-16,15.8,20.0,13.2,2.1,0,0
198,2016-07-17,17.4,22.2,14.8,1.8,0,0
199,2016-07-18,16.9,19.5,15.5,0.0,0,0
200,2016-07-19,15.0,16.8,13.8,0.0,0,0
201,2016-07-20,14.7,19.1,12.5,1.8,0,0
202,2016-07-21,16.2,21.7,12.9,4.9,0,0
203,2016-07-22,14.9,19.3,12.2,5.9,0,0
204,2016-07-23,15.2,19.1,12.8,1.8,0,0
205,2016-07-24,14.5,16.7,12.5,0.0,0,0
206,2016-07-25,16.4,21.4,12.7,5.4,0,0
207,2016-07-26,16.4,18.6,14.5,0.1,0,0
208,2016-07-27,17.6,21.7,14.9,0.5,0,0
209,2016-07-28,19.5,20.9,17.8,0.0,0,0
210,2016-07-29,20.0,22.0,18.6,0.0,0,0
211,2016-07-30,21.5,24.9,19.4,1.1,0,0
212,2016-07-31,21.6,24.2,19.9,1.1,0,0
213,2016-08-01,22.4,25.1,20.9,0.2,0,0
214,2016-08-02,22.4,26.3,19.7,4.7,0,0
215,2016-08-03,22.6,27.2,18.6,4.5,0,0
216,2016-08-04,23.0,29.6,19.1,7.4,0,0
217,2016-08-05,20.0,27.2,13.1,7.8,0,0
218,2016-08-06,19.0,28.0,11.2,11.3,0,0
219,2016-08-07,20.6,27.8,12.7,11.7,0,0
220,2016-08-08,23.0,26.9,20.3,2.7,0,0
221,2016-08-09,18.3,22.6,15.6,0.0,0,0
222,2016-08-10,15.9,20.8,10.6,6.5,0,0
223,2016-08-11,18.9,26.1,10.8,9.5,0,0
224,2016-08-12,20.5,25.9,16.6,10.8,0,0
225,2016-08-13,18.9,23.3,16.1,2.5,0,0
226,2016-08-14,20.3,25.2,16.2,0.8,0,0
227,2016-08-15,19.7,22.9,18.2,0.0,0,0
228,2016-08-16,21.4,22.8,19.2,0.0,0,0
229,2016-08-17,21.9,23.3,19.6,0.0,0,0
230,2016-08-18,21.3,25.0,17.7,5.0,0,0
231,2016-08-19,22.1,25.8,20.0,0.2,0,0
232,2016-08-20,21.6,25.9,19.4,0.8,0,0
233,2016-08-21,21.2,24.2,19.7,0.2,0,0
234,2016-08-22,22.2,24.6,19.3,4.1,0,0
235,2016-08-23,21.8,26.9,18.7,4.5,0,0
236,2016-08-24,20.9,28.2,15.7,8.0,0,0
237,2016-08-25,21.5,26.1,18.1,2.6,0,0
238,2016-08-26,18.8,22.2,13.9,0.0,0,0
239,2016-08-27,15.9,20.0,13.5,6.2,0,0
240,2016-08-28,15.4,16.9,13.7,0.0,0,0
241,2016-08-29,19.8,23.5,15.5,2.8,0,0
242,2016-08-30,20.7,22.1,19.7,2.6,0,0
243,2016-08-31,22.9,26.0,21.4,2.8,0,0
244,2016-09-01,22.2,26.3,18.6,4.5,0,0
245,2016-09-02,19.2,24.8,16.7,6.5,0,0
246,2016-09-03,19.1,23.3,16.4,2.8,0,0
247,2016-09-04,18.7,22.9,15.7,3.4,0,0
248,2016-09-05,19.1,22.0,16.7,1.9,0,0
249,2016-09-06,19.8,21.3,18.6,0.2,0,0
250,2016-09-07,18.1,23.1,13.3,2.5,0,0
251,2016-09-08,13.4,15.8,12.4,0.1,0,0
252,2016-09-09,14.5,16.7,12.3,0.0,0,0
253,2016-09-10,14.5,17.5,12.3,0.1,0,0
254,2016-09-11,13.6,18.0,9.6,3.7,0,0
255,2016-09-12,12.9,18.2,6.5,7.0,0,0
256,2016-09-13,14.2,20.3,10.1,4.7,0,0
257,2016-09-14,15.0,20.2,8.1,4.1,0,0
258,2016-09-15,16.8,22.4,10.8,6.5,0,0
259,2016-09-16,15.4,17.7,13.0,1.2,0,0
260,2016-09-17,12.6,17.9,8.6,0.4,0,0
261,2016-09-18,11.0,14.3,8.2,0.8,0,0
262,2016-09-19,12.1,16.2,8.4,0.4,0,0
263,2016-09-20,10.8,19.3,3.6,7.7,0,0
264,2016-09-21,10.0,16.9,4.7,6.4,0,0
265,2016-09-22,11.8,19.2,3.3,7.5,0,0
266,2016-09-23,13.7,16.9,10.6,0.0,0,0
267,2016-09-24,16.6,22.2,13.0,6.9,0,0
268,2016-09-25,17.2,22.4,13.0,7.6,0,0
269,2016-09-26,15.5,24.9,9.1,10.0,0,0
270,2016-09-27,14.5,21.5,7.4,5.4,0,0
271,2016-09-28,14.3,21.0,10.2,0.8,0,0
272,2016-09-29,12.1,15.5,9.6,0.4,0,0
273,2016-09-30,11.9,19.1,4.2,9.9,0,0
274,2016-10-01,12.2,21.0,3.9,9.5,0,0
275,2016-10-02,13.8,22.4,6.3,8.0,0,0
276,2016-10-03,13.6,17.4,7.7,0.1,0,0
277,2016-10-04,14.1,19.4,7.2,10.0,0,0
278,2016-10-05,9.4,13.8,6.0,6.6,0,0
279,2016-10-06,8.9,14.3,4.6,4.3,0,0
280,2016-10-07,5.2,12.2,-0.9,3.4,0,0
281,2016-10-08,7.6,14.0,-0.6,0.6,0,0
282,2016-10-09,11.0,17.9,4.0,5.5,0,0
283,2016-10-10,5.0,11.6,-1.1,2.8,0,0
284,2016-10-11,7.7,13.9,0.7,7.2,0,0
285,2016-10-12,5.6,10.7,0.4,2.2,0,0
286,2016-10-13,5.0,11.9,-1.6,3.4,0,0
287,2016-10-14,3.3,11.8,-1.8,5.1,0,0
288,2016-10-15,4.9,14.5,-2.8,9.4,0,0
289,2016-10-16,10.2,22.1,-0.1,9.4,0,0
290,2016-10-17,11.8,15.6,4.1,0.1,0,0
291,2016-10-18,9.1,14.1,0.6,5.9,0,0
292,2016-10-19,7.9,16.7,-1.5,8.8,0,0
293,2016-10-20,6.3,14.4,1.0,1.9,0,0
294,2016-10-21,3.7,7.2,0.2,5.5,0,0
295,2016-10-22,4.7,7.6,2.2,2.0,0,0
296,2016-10-23,3.1,7.4,-2.1,2.7,0,0
297,2016-10-24,1.0,7.1,-3.1,3.6,0,0
298,2016-10-25,5.5,10.4,-0.9,8.1,0,0
299,2016-10-26,8.2,16.7,2.0,7.4,0,0
300,2016-10-27,0.9,3.6,-3.1,0.3,0,0
301,2016-10-28,1.6,8.1,-3.4,6.0,0,0
302,2016-10-29,0.2,4.8,-5.1,4.8,0,0
303,2016-10-30,-1.2,6.9,-6.7,6.6,0,0
304,2016-10-31,1.4,9.4,-6.9,2.0,0,0
305,2016-11-01,-1.1,3.8,-5.8,0.3,0,0
306,2016-11-02,-0.8,4.9,-6.3,4.2,0,0
307,2016-11-03,-1.7,1.2,-6.6,0.0,6,8
308,2016-11-04,-2.3,1.7,-7.9,3.8,5,0
309,2016-11-05,-2.9,0.6,-10.0,0.0,12,10
310,2016-11-06,-1.6,0.8,-5.2,5.7,15,4
311,2016-11-07,-4.6,-0.7,-9.6,8.0,13,0
312,2016-11-08,1.9,9.1,-8.8,0.1,13,1
313,2016-11-09,0.2,6.0,-4.0,5.5,7,1
314,2016-11-10,-1.1,2.5,-7.3,4.5,6,0
315,2016-11-11,-2.0,3.0,-8.1,7.1,7,1
316,2016-11-12,0.7,4.1,-3.9,0.0,7,3
317,2016-11-13,2.3,7.2,-4.0,0.0,6,0
318,2016-11-14,3.2,6.6,-1.7,5.7,2,0
319,2016-11-15,4.9,9.5,0.0,0.7,0,0
320,2016-11-16,-0.8,2.7,-5.9,4.0,0,0
321,2016-11-17,-4.1,2.8,-9.4,6.4,0,0
322,2016-11-18,-0.9,7.2,-10.0,6.1,0,0
323,2016-11-19,3.2,9.4,-1.7,6.7,0,0
324,2016-11-20,3.7,9.1,-2.0,2.2,0,0
325,2016-11-21,-1.2,2.4,-4.6,7.5,0,0
326,2016-11-22,-1.7,-0.3,-3.2,0.0,4,5
327,2016-11-23,-7.4,-3.0,-13.1,3.2,3,1
328,2016-11-24,-10.8,-2.7,-17.8,7.5,1,0
329,2016-11-25,-9.1,-1.1,-17.0,5.0,2,1
330,2016-11-26,-7.7,-1.3,-15.2,6.3,1,0
331,2016-11-27,-1.5,1.8,-6.0,0.0,4,4
332,2016-11-28,-0.3,1.9,-2.4,1.1,3,1
333,2016-11-29,-3.1,-0.8,-5.9,0.4,4,5
334,2016-11-30,-6.3,-1.7,-11.8,6.4,4,1
335,2016-12-01,3.7,7.4,-7.1,0.0,3,0
336,2016-12-02,1.1,5.0,-2.9,2.8,0,0
337,2016-12-03,-1.2,4.4,-6.8,7.5,0,0
338,2016-12-04,1.2,9.5,-8.5,5.3,0,0
339,2016-12-05,2.2,6.2,-0.8,0.1,0,0
340,2016-12-06,-2.5,-0.6,-7.8,0.0,19,19
341,2016-12-07,-10.7,-6.2,-18.1,1.6,18,1
342,2016-12-08,-12.6,-1.3,-20.3,7.3,14,0
343,2016-12-09,-6.2,-0.9,-15.6,0.0,28,15
344,2016-12-10,-4.7,-0.9,-9.8,0.6,32,7
345,2016-12-11,-7.5,-5.5,-9.5,6.7,30,0
346,2016-12-12,-7.4,-3.1,-17.2,3.4,25,0
347,2016-12-13,-7.7,-0.2,-18.2,0.0,25,2
348,2016-12-14,-4.3,-2.7,-6.4,0.2,29,6
349,2016-12-15,-9.9,-5.3,-16.6,7.3,30,1
350,2016-12-16,-13.4,-4.0,-20.2,7.3,27,0
351,2016-12-17,-14.5,-4.5,-22.8,2.7,24,0
352,2016-12-18,-8.0,5.0,-20.3,5.6,24,0
353,2016-12-19,-7.2,1.8,-13.7,7.4,23,0
354,2016-12-20,-6.1,0.9,-15.1,4.4,22,0
355,2016-12-21,-1.7,0.1,-4.8,1.0,23,3
356,2016-12-22,-2.5,-1.4,-3.4,0.0,39,17
357,2016-12-23,-3.4,-2.2,-6.1,0.0,54,18
358,2016-12-24,-7.7,-5.8,-12.8,0.0,55,1
359,2016-12-25,-11.5,-2.1,-18.6,5.6,51,0
360,2016-12-26,-6.1,2.4,-19.4,3.7,49,4
361,2016-12-27,-5.3,-1.6,-8.8,0.0,54,9
362,2016-12-28,-11.8,-7.5,-20.6,4.8,54,2
363,2016-12-29,-7.3,-1.2,-20.1,2.5,49,0
364,2016-12-30,-11.9,-3.4,-19.3,7.3,47,2
365,2016-12-31,-10.9,-4.3,-18.9,3.4,46,0
366,2017-01-01,-14.2,-3.8,-20.8,4.1,44,0
367,2017-01-02,-11.5,-2.1,-18.5,4.6,44,0
368,2017-01-03,-7.8,-1.3,-14.4,2.6,43,0
369,2017-01-04,-7.1,-1.8,-11.5,2.7,42,0
370,2017-01-05,-8.1,-5.8,-14.5,3.1,57,19
371,2017-01-06,-9.9,-4.8,-18.5,2.8,55,0
372,2017-01-07,-9.2,-1.9,-20.2,4.0,53,6
373,2017-01-08,-9.0,-4.6,-19.3,0.7,56,3
374,2017-01-09,-5.6,-1.2,-19.6,0.0,54,0
375,2017-01-10,-7.2,-1.5,-19.8,3.9,50,0
376,2017-01-11,-16.5,-8.3,-24.6,2.6,47,0
377,2017-01-12,-16.7,-7.2,-23.9,7.2,47,0
378,2017-01-13,-18.5,-5.0,-26.7,7.4,45,0
379,2017-01-14,-17.4,-5.8,-25.6,6.9,45,0
380,2017-01-15,-8.9,-2.5,-19.9,2.5,47,2
381,2017-01-16,-2.6,-1.1,-5.3,0.0,52,5
382,2017-01-17,-4.0,-2.5,-5.7,1.1,55,5
383,2017-01-18,-6.2,-4.0,-9.6,0.1,53,0
384,2017-01-19,-9.4,-4.6,-14.7,0.0,51,0
385,2017-01-20,-12.0,-1.4,-18.9,7.0,50,0
386,2017-01-21,-11.3,-4.3,-21.4,0.8,53,4
387,2017-01-22,-9.6,-4.6,-19.3,1.9,63,11
388,2017-01-23,-7.5,-5.3,-10.5,0.0,79,24
389,2017-01-24,-11.5,-10.0,-13.1,2.3,77,0
390,2017-01-25,-11.0,-6.2,-16.8,6.9,71,0
391,2017-01-26,-11.1,-4.7,-16.7,3.5,67,0
392,2017-01-27,-0.4,5.3,-14.6,0.4,64,1
393,2017-01-28,-5.5,-2.7,-9.8,0.7,59,0
394,2017-01-29,-6.9,-2.7,-10.8,7.8,58,0
395,2017-01-30,-7.2,-5.1,-10.0,0.0,65,9
396,2017-01-31,-11.7,-6.8,-21.1,3.4,64,0
397,2017-02-01,-11.2,-2.3,-22.2,6.1,64,5
398,2017-02-02,-10.4,-6.3,-13.1,3.8,65,3
399,2017-02-03,-13.5,-7.9,-20.5,3.7,62,0
400,2017-02-04,-7.7,-3.2,-20.6,4.7,61,2
401,2017-02-05,-7.8,-0.3,-20.2,8.3,55,0
402,2017-02-06,-3.7,-1.9,-6.0,0.0,55,1
403,2017-02-07,-7.5,-5.3,-8.7,2.5,54,0
404,2017-02-08,-4.5,-2.6,-6.7,0.0,55,1
405,2017-02-09,-6.3,0.2,-13.0,5.9,54,0
406,2017-02-10,-7.6,-4.8,-14.8,0.8,55,3
407,2017-02-11,-3.8,-2.2,-6.2,0.0,59,9
408,2017-02-12,-2.7,-1.9,-3.4,0.0,64,11
409,2017-02-13,-3.6,-2.2,-5.2,0.0,63,0
410,2017-02-14,-5.3,-3.5,-7.3,0.0,62,0
411,2017-02-15,-3.4,0.5,-6.7,5.1,61,0
412,2017-02-16,-3.5,0.5,-14.5,5.8,60,0
413,2017-02-17,-0.6,6.1,-6.5,0.1,66,8
414,2017-02-18,-9.1,-4.3,-19.7,7.9,66,1
415,2017-02-19,-9.5,-3.8,-20.2,2.4,61,0
416,2017-02-20,-10.8,-2.0,-21.8,4.4,62,3
417,2017-02-21,-8.6,-6.6,-11.6,0.1,64,5
418,2017-02-22,-4.6,-0.8,-9.5,7.2,63,0
419,2017-02-23,-2.9,1.5,-10.0,0.0,64,4
420,2017-02-24,-3.4,0.3,-11.6,0.9,69,10
421,2017-02-25,-4.6,1.7,-13.8,9.2,69,1
422,2017-02-26,-7.9,-2.2,-17.9,6.0,66,0
423,2017-02-27,-9.3,-0.8,-17.4,9.8,66,0
424,2017-02-28,-9.1,1.8,-20.9,9.8,65,0
425,2017-03-01,-4.6,3.7,-16.0,9.6,64,0
426,2017-03-02,0.2,3.6,-4.6,0.6,63,0
427,2017-03-03,-2.2,0.2,-5.6,0.1,60,1
428,2017-03-04,-6.6,-0.3,-12.9,4.7,58,0
429,2017-03-05,-7.0,1.3,-18.2,8.9,58,0
430,2017-03-06,-5.9,1.1,-16.5,9.7,59,1
431,2017-03-07,-6.3,-2.0,-14.1,0.6,67,8
432,2017-03-08,-7.4,1.4,-17.3,5.4,66,0
433,2017-03-09,-4.7,2.8,-14.8,7.2,65,2
434,2017-03-10,-3.6,0.5,-11.7,6.6,66,2
435,2017-03-11,-3.4,-1.2,-4.6,1.0,64,3
436,2017-03-12,-5.6,-0.7,-13.0,7.2,63,0
437,2017-03-13,-8.1,1.7,-16.9,9.9,62,0
438,2017-03-14,-7.5,-0.6,-16.5,10.1,62,0
439,2017-03-15,-5.6,-3.6,-7.3,1.8,62,2
440,2017-03-16,-2.3,-1.2,-5.9,0.0,70,10
441,2017-03-17,-2.2,1.2,-5.1,1.8,72,2
442,2017-03-18,-1.4,1.9,-5.2,4.6,68,0
443,2017-03-19,-0.9,1.9,-3.5,5.9,66,0
444,2017-03-20,-1.9,2.8,-9.8,7.3,64,0
445,2017-03-21,-2.3,5.0,-12.7,7.4,62,0
446,2017-03-22,-0.7,3.0,-2.9,0.9,71,9
447,2017-03-23,-2.5,0.5,-4.3,2.4,70,6
448,2017-03-24,-3.3,-0.5,-8.2,1.1,69,2
449,2017-03-25,-1.8,2.3,-7.6,3.9,69,2
450,2017-03-26,-2.1,4.6,-10.9,6.2,64,2
451,2017-03-27,-1.1,6.0,-9.4,9.8,64,0
452,2017-03-28,-1.3,5.2,-8.3,5.1,63,4
453,2017-03-29,-1.1,5.6,-5.7,4.0,62,1
454,2017-03-30,-1.0,3.4,-3.1,4.4,60,1
455,2017-03-31,-3.1,-0.9,-7.8,2.3,58,0
