Unnamed: 0,calendar_date,avg_wind_speed
262,2016-09-19,6.9
263,2016-09-20,7.8
264,2016-09-21,6.0
265,2016-09-22,6.1
266,2016-09-23,5.7
267,2016-09-24,5.6
268,2016-09-25,6.5
269,2016-09-26,10.3
270,2016-09-27,17.5
271,2016-09-28,7.5
272,2016-09-29,4.7
273,2016-09-30,3.5
274,2016-10-01,3.2
275,2016-10-02,2.8
276,2016-10-03,7.1
277,2016-10-04,6.4
278,2016-10-05,4.0
279,2016-10-06,4.0
280,2016-10-07,5.2
281,2016-10-08,4.9
282,2016-10-09,2.4
283,2016-10-10,1.7
284,2016-10-11,2.8
285,2016-10-12,3.8
286,2016-10-13,8.4
287,2016-10-14,8.6
288,2016-10-15,5.1
289,2016-10-16,3.3
290,2016-10-17,4.1
291,2016-10-18,4.4
292,2016-10-19,5.4
293,2016-10-20,5.3
294,2016-10-21,6.5
295,2016-10-22,6.1
296,2016-10-23,5.3
297,2016-10-24,4.3
298,2016-10-25,1.9
299,2016-10-26,2.2
300,2016-10-27,2.4
301,2016-10-28,2.1
302,2016-10-29,9.0
303,2016-10-30,9.2
304,2016-10-31,7.2
305,2016-11-01,11.4
306,2016-11-02,11.3
307,2016-11-03,9.6
308,2016-11-04,5.9
309,2016-11-05,2.3
310,2016-11-06,2.7
311,2016-11-07,2.0
312,2016-11-08,6.0
313,2016-11-09,10.5
314,2016-11-10,7.7
315,2016-11-11,6.0
316,2016-11-12,2.4
317,2016-11-13,2.3
318,2016-11-14,1.6
319,2016-11-15,5.5
320,2016-11-16,5.4
321,2016-11-17,2.8
322,2016-11-18,3.0
323,2016-11-19,3.0
324,2016-11-20,3.7
325,2016-11-21,3.7
326,2016-11-22,5.1
327,2016-11-23,9.9
328,2016-11-24,10.4
329,2016-11-25,7.3
330,2016-11-26,5.9
331,2016-11-27,11.2
332,2016-11-28,10.6
333,2016-11-29,8.0
334,2016-11-30,3.8
335,2016-12-01,8.3
336,2016-12-02,10.6
337,2016-12-03,6.6
338,2016-12-04,2.4
339,2016-12-05,7.3
340,2016-12-06,10.1
341,2016-12-07,6.4
342,2016-12-08,5.4
343,2016-12-09,7.1
344,2016-12-10,6.4
345,2016-12-11,7.7
346,2016-12-12,3.6
347,2016-12-13,5.5
348,2016-12-14,10.4
349,2016-12-15,10.6
350,2016-12-16,10.2
351,2016-12-17,5.2
352,2016-12-18,3.6
353,2016-12-19,3.8
354,2016-12-20,3.4
355,2016-12-21,4.2
356,2016-12-22,7.0
357,2016-12-23,9.8
358,2016-12-24,5.7
359,2016-12-25,4.2
360,2016-12-26,3.5
361,2016-12-27,11.0
362,2016-12-28,9.5
363,2016-12-29,10.6
364,2016-12-30,7.5
365,2016-12-31,4.1
366,2017-01-01,4.1
367,2017-01-02,2.0
368,2017-01-03,2.5
369,2017-01-04,1.8
370,2017-01-05,2.1
371,2017-01-06,1.4
372,2017-01-07,2.7
373,2017-01-08,6.3
374,2017-01-09,8.7
375,2017-01-10,5.8
376,2017-01-11,4.7
377,2017-01-12,2.7
378,2017-01-13,9.2
379,2017-01-14,10.1
380,2017-01-15,9.1
381,2017-01-16,8.7
382,2017-01-17,5.1
383,2017-01-18,3.6
384,2017-01-19,5.6
385,2017-01-20,11.1
386,2017-01-21,6.8
387,2017-01-22,8.7
388,2017-01-23,8.5
389,2017-01-24,7.2
390,2017-01-25,7.5
391,2017-01-26,8.0
392,2017-01-27,2.7
393,2017-01-28,3.7
394,2017-01-29,3.0
395,2017-01-30,7.8
396,2017-01-31,8.8
397,2017-02-01,9.3
398,2017-02-02,9.0
399,2017-02-03,4.1
400,2017-02-04,3.9
401,2017-02-05,6.0
402,2017-02-06,9.5
403,2017-02-07,5.7
404,2017-02-08,2.4
405,2017-02-09,12.5
406,2017-02-10,10.0
407,2017-02-11,9.2
408,2017-02-12,6.9
409,2017-02-13,6.5
410,2017-02-14,5.4
411,2017-02-15,3.8
412,2017-02-16,4.6
413,2017-02-17,2.1
414,2017-02-18,7.2
415,2017-02-19,4.8
416,2017-02-20,4.7
417,2017-02-21,7.6
418,2017-02-22,4.8
419,2017-02-23,9.6
420,2017-02-24,8.1
421,2017-02-25,8.6
422,2017-02-26,10.2
423,2017-02-27,8.5
424,2017-02-28,7.9
425,2017-03-01,7.5
426,2017-03-02,9.2
427,2017-03-03,4.2
428,2017-03-04,3.3
429,2017-03-05,5.4
430,2017-03-06,9.9
431,2017-03-07,8.0
432,2017-03-08,8.0
433,2017-03-09,6.9
434,2017-03-10,7.9
435,2017-03-11,10.0
436,2017-03-12,5.2
437,2017-03-13,5.2
438,2017-03-14,13.3
439,2017-03-15,8.1
440,2017-03-16,2.5
441,2017-03-17,5.9
442,2017-03-18,4.7
443,2017-03-19,2.4
444,2017-03-20,4.5
445,2017-03-21,8.9
446,2017-03-22,5.9
447,2017-03-23,10.5
448,2017-03-24,4.9
449,2017-03-25,9.2
450,2017-03-26,10.8
451,2017-03-27,4.8
452,2017-03-28,4.4
453,2017-03-29,3.2
454,2017-03-30,5.1
455,2017-03-31,9.5
456,2017-04-01,13.5
457,2017-04-02,8.9
458,2017-04-03,2.4
459,2017-04-04,4.6
460,2017-04-05,6.3
461,2017-04-06,6.7
462,2017-04-07,5.2
463,2017-04-08,5.0
464,2017-04-09,5.8
465,2017-04-10,3.9
466,2017-04-11,8.1
467,2017-04-12,9.1
468,2017-04-13,4.6
469,2017-04-14,3.5
470,2017-04-15,5.7
471,2017-04-16,6.3
472,2017-04-17,6.8
473,2017-04-18,5.7
474,2017-04-19,4.3
475,2017-04-20,3.6
476,2017-04-21,5.4
477,2017-04-22,11.8
478,2017-04-23,5.9
479,2017-04-24,2.9
480,2017-04-25,4.3
481,2017-04-26,6.0
482,2017-04-27,12.5
483,2017-04-28,7.9
484,2017-04-29,2.7
485,2017-04-30,3.4
486,2017-05-01,3.7
487,2017-05-02,4.5
488,2017-05-03,2.8
489,2017-05-04,3.0
490,2017-05-05,3.9
491,2017-05-06,5.0
492,2017-05-07,7.0
493,2017-05-08,4.4
494,2017-05-09,6.4
495,2017-05-10,4.3
496,2017-05-11,5.5
497,2017-05-12,6.4
498,2017-05-13,6.2
499,2017-05-14,4.5
500,2017-05-15,3.3
501,2017-05-16,8.1
502,2017-05-17,7.0
503,2017-05-18,5.2
504,2017-05-19,5.1
505,2017-05-20,4.4
506,2017-05-21,6.7
507,2017-05-22,3.7
508,2017-05-23,2.2
509,2017-05-24,6.1
510,2017-05-25,9.5
511,2017-05-26,6.8
512,2017-05-27,7.3
513,2017-05-28,8.7
514,2017-05-29,6.1
515,2017-05-30,3.7
516,2017-05-31,3.6
