Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_local_pressure,avg_sea_pressure
56,2016-02-26,4.3,7.5,0.6,3.4,1024.4,1028.0
57,2016-02-27,5.4,10.2,0.2,2.9,1021.1,1024.6
58,2016-02-28,6.7,12.6,-0.6,2.2,1018.1,1021.6
59,2016-02-29,2.9,8.9,-0.8,0.6,1013.2,1016.7
60,2016-03-01,1.5,4.4,-1.5,2.7,1020.5,1024.1
61,2016-03-02,5.8,10.1,-0.5,8.8,1020.4,1023.9
62,2016-03-03,10.1,13.6,4.8,10.2,1021.3,1024.8
63,2016-03-04,9.5,15.3,3.9,5.7,1024.6,1028.1
64,2016-03-05,13.0,16.8,9.4,9.0,1021.9,1025.4
65,2016-03-06,14.2,15.2,12.4,0.0,1015.9,1019.3
66,2016-03-07,11.1,13.1,9.8,2.3,1014.9,1018.3
67,2016-03-08,10.2,14.0,6.8,2.4,1014.9,1018.3
68,2016-03-09,6.2,7.6,5.2,0.0,1015.6,1019.1
69,2016-03-10,4.5,6.5,2.5,0.0,1017.7,1021.2
70,2016-03-11,3.4,7.7,0.1,4.8,1018.5,1022.0
71,2016-03-12,2.7,9.0,-1.8,5.4,1021.1,1024.7
72,2016-03-13,4.5,9.6,-0.9,0.4,1020.1,1023.6
73,2016-03-14,6.8,10.8,4.2,4.7,1015.0,1018.5
74,2016-03-15,5.8,10.4,0.5,9.2,1019.1,1022.6
75,2016-03-16,7.8,14.7,-0.3,7.6,1017.9,1021.4
76,2016-03-17,11.3,18.1,5.9,10.0,1017.8,1021.2
77,2016-03-18,10.8,15.0,6.7,0.1,1011.1,1014.5
78,2016-03-19,11.6,15.5,7.7,8.3,1008.4,1011.8
79,2016-03-20,8.0,12.5,4.3,5.8,1016.6,1020.1
80,2016-03-21,5.4,11.4,0.9,9.8,1019.5,1023.0
81,2016-03-22,8.8,15.0,0.2,8.1,1013.6,1017.1
82,2016-03-23,9.0,10.9,7.0,0.9,1014.5,1017.9
83,2016-03-24,6.9,10.6,4.4,4.7,1018.7,1022.2
84,2016-03-25,4.8,9.4,-0.8,3.9,1020.7,1024.2
85,2016-03-26,4.2,10.9,-1.9,10.8,1018.8,1022.3
86,2016-03-27,6.9,13.3,0.3,8.7,1015.5,1019.0
87,2016-03-28,8.5,15.4,2.7,9.2,1017.4,1020.8
88,2016-03-29,11.7,16.1,3.7,3.3,1017.8,1021.2
89,2016-03-30,13.3,17.9,6.1,5.5,1015.6,1019.0
90,2016-03-31,12.0,18.1,5.7,6.5,1014.3,1017.7
91,2016-04-01,13.2,17.2,8.1,5.9,1012.1,1015.5
92,2016-04-02,14.7,19.8,9.5,10.3,1015.9,1019.3
93,2016-04-03,15.4,20.4,11.4,3.1,1014.2,1017.6
94,2016-04-04,9.7,12.2,6.3,0.0,1009.4,1012.8
95,2016-04-05,11.0,16.3,3.6,9.3,1011.9,1015.3
96,2016-04-06,14.5,20.3,8.5,9.1,1014.5,1017.9
97,2016-04-07,13.1,17.3,10.4,0.0,1003.3,1006.7
98,2016-04-08,14.3,18.9,9.4,10.9,1010.0,1013.3
99,2016-04-09,16.8,21.5,11.1,10.3,1010.0,1013.4
100,2016-04-10,14.5,20.1,8.2,5.1,1009.2,1012.5
101,2016-04-11,7.3,11.5,2.7,10.1,1018.1,1021.6
102,2016-04-12,8.1,12.8,1.2,10.3,1016.4,1019.8
103,2016-04-13,14.5,18.3,7.6,1.8,1007.1,1010.5
104,2016-04-14,13.8,19.9,9.4,9.4,1005.9,1009.3
105,2016-04-15,11.3,14.6,6.6,11.8,1017.7,1021.1
106,2016-04-16,13.7,19.2,5.3,8.5,1011.9,1015.3
107,2016-04-17,16.1,17.6,14.7,4.7,999.1,1002.4
108,2016-04-18,13.1,15.2,6.3,1.0,1010.2,1013.6
109,2016-04-19,11.6,16.5,5.5,10.0,1018.1,1021.5
110,2016-04-20,11.2,18.1,4.5,9.8,1018.6,1022.1
111,2016-04-21,13.3,15.6,10.4,0.0,1004.7,1008.0
112,2016-04-22,15.7,19.7,12.5,7.0,1005.4,1008.7
113,2016-04-23,15.5,17.8,11.0,1.7,1008.2,1011.5
114,2016-04-24,12.7,17.7,7.7,9.4,1011.8,1015.1
115,2016-04-25,12.6,18.6,6.9,11.0,1014.9,1018.3
116,2016-04-26,14.7,22.2,7.4,10.0,1013.2,1016.6
117,2016-04-27,14.5,17.2,13.4,0.9,1006.6,1009.9
118,2016-04-28,11.9,13.8,8.5,0.0,999.9,1003.3
119,2016-04-29,10.6,16.1,6.1,8.7,1008.3,1011.7
120,2016-04-30,14.7,20.2,6.0,9.3,1009.6,1013.0
121,2016-05-01,17.4,21.5,11.6,7.5,1011.7,1015.0
122,2016-05-02,18.5,25.4,11.1,10.6,1013.2,1016.5
123,2016-05-03,17.0,20.3,12.3,0.0,1001.0,1004.3
124,2016-05-04,18.5,21.2,15.8,11.6,999.2,1002.4
125,2016-05-05,17.6,22.0,11.5,11.8,1011.0,1014.3
126,2016-05-06,15.4,21.1,10.4,0.4,1007.3,1010.7
127,2016-05-07,17.7,21.7,11.3,9.4,1007.5,1010.8
128,2016-05-08,15.2,20.7,8.5,11.0,1015.0,1018.4
129,2016-05-09,16.6,20.5,12.8,1.6,1008.5,1011.8
130,2016-05-10,16.1,17.3,14.1,0.0,1000.7,1004.0
131,2016-05-11,13.1,16.1,9.7,1.1,1002.9,1006.2
132,2016-05-12,14.2,19.5,7.6,13.2,1011.8,1015.2
133,2016-05-13,17.4,21.5,10.6,9.3,1015.9,1019.3
134,2016-05-14,15.2,17.9,13.1,10.2,1020.5,1023.9
135,2016-05-15,19.6,23.1,13.3,9.3,1011.4,1014.7
136,2016-05-16,15.9,22.9,9.9,0.4,1005.2,1008.6
137,2016-05-17,15.1,22.4,8.5,13.3,1012.0,1015.4
138,2016-05-18,16.1,22.9,8.5,13.4,1015.7,1019.0
139,2016-05-19,16.2,23.3,9.8,11.4,1015.8,1019.2
140,2016-05-20,17.4,25.2,10.9,13.5,1015.1,1018.4
141,2016-05-21,15.9,22.9,9.1,13.2,1015.4,1018.8
142,2016-05-22,16.7,21.3,10.3,13.3,1014.6,1018.0
143,2016-05-23,18.6,22.7,13.4,12.5,1012.0,1015.3
144,2016-05-24,20.4,25.4,13.8,4.3,1006.0,1009.2
145,2016-05-25,19.7,22.2,17.5,0.0,1006.6,1009.9
146,2016-05-26,20.0,22.2,17.0,0.4,1006.1,1009.4
147,2016-05-27,20.2,24.4,17.6,8.5,1007.5,1010.7
148,2016-05-28,19.2,23.8,15.5,5.2,1005.2,1008.5
149,2016-05-29,18.1,24.9,13.3,3.7,1001.5,1004.8
150,2016-05-30,19.3,22.4,16.6,4.8,1001.7,1004.9
151,2016-05-31,20.7,25.7,16.9,11.2,1003.0,1006.2
152,2016-06-01,17.2,21.5,12.8,8.4,1005.4,1008.7
153,2016-06-02,16.4,21.2,11.7,10.7,1007.5,1010.8
154,2016-06-03,17.6,25.0,10.7,13.5,1008.7,1012.0
155,2016-06-04,18.8,24.6,13.1,1.7,1007.8,1011.1
156,2016-06-05,19.5,22.3,17.5,8.0,1008.7,1012.0
157,2016-06-06,19.1,21.1,17.7,5.6,1010.8,1014.1
158,2016-06-07,20.0,23.8,16.9,1.5,1008.0,1011.2
159,2016-06-08,21.3,25.0,18.3,3.1,1007.1,1010.4
160,2016-06-09,20.9,24.7,18.7,2.0,1007.9,1011.2
161,2016-06-10,20.4,25.2,16.7,7.1,1010.6,1013.9
162,2016-06-11,22.7,28.3,17.7,9.8,1009.0,1012.3
163,2016-06-12,22.3,25.8,19.5,0.9,1004.2,1007.5
164,2016-06-13,21.2,24.2,18.8,1.8,998.4,1001.6
165,2016-06-14,21.2,25.5,17.7,4.3,1001.2,1004.5
166,2016-06-15,23.1,27.1,19.6,4.5,1001.4,1004.6
167,2016-06-16,22.7,25.9,21.3,0.0,996.7,999.9
168,2016-06-17,22.7,26.1,18.7,8.4,1003.9,1007.1
169,2016-06-18,21.6,27.4,16.4,11.0,1010.5,1013.8
170,2016-06-19,21.6,25.7,17.7,1.3,1006.1,1009.4
171,2016-06-20,24.0,27.2,22.1,7.0,1004.4,1007.6
172,2016-06-21,22.7,25.1,21.3,0.5,1004.5,1007.7
173,2016-06-22,21.9,25.6,18.9,5.1,1004.3,1007.6
174,2016-06-23,21.6,24.6,19.2,5.8,1003.0,1006.3
175,2016-06-24,21.9,26.1,18.7,0.0,997.6,1000.8
176,2016-06-25,22.7,24.4,21.6,0.9,998.6,1001.8
177,2016-06-26,22.9,26.4,18.1,13.0,1005.3,1008.6
178,2016-06-27,21.2,24.8,17.2,6.1,1008.6,1011.9
179,2016-06-28,21.8,25.2,20.1,4.3,1008.6,1011.9
180,2016-06-29,21.7,23.4,20.7,0.1,1009.1,1012.4
181,2016-06-30,23.5,26.3,21.3,4.0,1008.7,1011.9
182,2016-07-01,24.8,29.4,22.7,7.4,1008.1,1011.3
183,2016-07-02,26.0,29.1,22.7,0.2,1004.2,1007.4
184,2016-07-03,23.8,25.9,20.1,0.5,1006.3,1009.6
185,2016-07-04,22.0,24.2,20.3,0.0,1009.7,1013.0
186,2016-07-05,24.1,28.6,21.5,6.2,1012.0,1015.3
187,2016-07-06,26.8,30.4,22.9,11.1,1011.9,1015.1
188,2016-07-07,24.2,28.2,22.2,5.8,1012.3,1015.5
189,2016-07-08,24.9,27.8,23.4,0.2,1008.7,1011.9
190,2016-07-09,24.2,27.0,21.4,6.5,1003.6,1006.8
191,2016-07-10,24.0,27.4,20.3,8.1,1002.2,1005.4
192,2016-07-11,25.0,28.4,21.1,9.7,1003.3,1006.5
193,2016-07-12,25.6,28.3,23.9,0.2,1001.2,1004.4
194,2016-07-13,25.3,27.7,23.8,1.5,996.9,1000.1
195,2016-07-14,24.0,26.3,20.8,0.8,996.2,999.4
196,2016-07-15,20.9,22.5,19.9,0.0,999.4,1002.7
197,2016-07-16,22.3,26.0,19.4,2.2,1001.2,1004.4
198,2016-07-17,24.6,27.9,20.9,4.7,1003.4,1006.6
199,2016-07-18,24.2,29.1,19.8,9.7,1006.5,1009.8
200,2016-07-19,23.8,27.3,20.8,9.2,1008.9,1012.2
201,2016-07-20,23.1,26.1,19.7,7.5,1010.5,1013.7
202,2016-07-21,23.4,26.0,21.9,3.6,1010.0,1013.2
203,2016-07-22,23.3,26.2,19.6,5.4,1009.0,1012.2
204,2016-07-23,24.3,28.6,19.4,11.4,1008.1,1011.3
205,2016-07-24,25.7,29.6,21.4,2.3,1008.9,1012.1
206,2016-07-25,25.2,27.6,23.3,0.0,1008.0,1011.2
207,2016-07-26,26.3,28.4,25.2,0.1,1005.2,1008.4
208,2016-07-27,27.5,30.7,25.1,7.1,1004.2,1007.3
209,2016-07-28,27.8,31.9,24.5,9.7,1005.7,1008.9
210,2016-07-29,27.7,32.5,23.7,11.3,1007.6,1010.7
211,2016-07-30,27.6,32.2,23.5,8.2,1008.5,1011.7
212,2016-07-31,26.7,30.4,23.9,5.3,1008.3,1011.5
213,2016-08-01,26.4,30.1,23.4,5.3,1007.1,1010.3
214,2016-08-02,25.7,29.5,23.3,5.5,1005.9,1009.1
215,2016-08-03,25.4,29.3,22.4,4.7,1006.3,1009.5
216,2016-08-04,25.8,29.3,22.8,10.3,1007.3,1010.5
217,2016-08-05,26.3,30.1,22.0,9.9,1007.6,1010.8
218,2016-08-06,27.0,30.6,23.0,11.1,1006.3,1009.5
219,2016-08-07,28.0,33.4,23.8,12.5,1004.6,1007.8
220,2016-08-08,27.8,31.9,24.5,10.5,1003.8,1007.0
221,2016-08-09,26.8,31.6,22.6,11.0,1004.8,1008.0
222,2016-08-10,24.9,29.0,20.9,12.8,1007.4,1010.6
223,2016-08-11,25.0,29.8,20.6,12.5,1007.2,1010.4
224,2016-08-12,25.7,30.1,21.1,13.0,1005.1,1008.3
225,2016-08-13,26.7,32.5,20.1,11.5,1003.1,1006.3
226,2016-08-14,28.5,32.9,24.4,11.3,1000.5,1003.6
227,2016-08-15,27.6,31.4,24.1,6.1,998.1,1001.2
228,2016-08-16,26.0,29.3,24.1,0.8,997.9,1001.1
229,2016-08-17,26.4,30.7,23.4,11.2,999.9,1003.1
230,2016-08-18,26.5,29.8,22.4,10.1,1003.6,1006.8
231,2016-08-19,27.3,29.8,24.0,9.1,1004.4,1007.6
232,2016-08-20,27.2,30.1,25.0,5.5,1002.9,1006.1
233,2016-08-21,27.6,31.1,25.2,6.7,1001.7,1004.9
234,2016-08-22,26.7,30.1,23.7,5.1,1001.9,1005.1
235,2016-08-23,25.6,28.9,21.7,10.5,1004.1,1007.3
236,2016-08-24,26.1,29.4,21.2,8.2,1004.6,1007.8
237,2016-08-25,28.6,33.3,24.9,9.5,1002.3,1005.5
238,2016-08-26,24.4,29.8,20.5,0.9,1003.2,1006.4
239,2016-08-27,24.1,26.4,22.6,8.5,1005.1,1008.3
240,2016-08-28,22.1,24.2,19.0,0.0,996.9,1000.1
241,2016-08-29,22.8,26.3,21.3,0.7,987.8,991.0
242,2016-08-30,22.1,25.1,19.6,5.7,986.8,990.0
243,2016-08-31,24.1,27.1,20.3,6.6,991.6,994.8
244,2016-09-01,25.4,29.2,21.8,9.8,1003.4,1006.6
245,2016-09-02,24.5,29.1,21.1,3.2,1006.7,1009.9
246,2016-09-03,26.0,29.5,21.7,8.3,1007.7,1010.9
247,2016-09-04,26.6,29.4,23.8,2.4,1008.2,1011.4
248,2016-09-05,24.0,25.9,22.9,0.0,1006.8,1010.0
249,2016-09-06,24.5,27.6,23.0,2.8,1005.6,1008.8
250,2016-09-07,24.8,27.5,23.5,2.6,1002.4,1005.6
251,2016-09-08,21.2,23.8,18.6,0.2,1001.9,1005.1
252,2016-09-09,21.1,25.7,17.5,4.2,1006.7,1009.9
253,2016-09-10,21.9,25.8,17.3,6.3,1010.4,1013.6
254,2016-09-11,24.2,26.8,22.9,5.5,1012.0,1015.3
255,2016-09-12,21.7,23.8,18.6,0.0,1013.1,1016.3
256,2016-09-13,22.0,25.0,19.8,1.2,1013.8,1017.0
257,2016-09-14,21.5,25.5,18.0,7.0,1014.4,1017.7
258,2016-09-15,21.7,25.7,17.8,4.6,1013.5,1016.8
259,2016-09-16,22.3,26.1,19.7,0.4,1012.0,1015.3
260,2016-09-17,21.9,23.2,19.9,0.0,1009.5,1012.8
261,2016-09-18,21.5,22.9,20.3,0.0,1005.5,1008.7
262,2016-09-19,20.2,21.5,18.4,0.0,1007.8,1011.1
263,2016-09-20,20.5,21.4,18.5,0.6,1008.4,1011.7
264,2016-09-21,21.8,24.3,20.2,2.3,1015.4,1018.7
265,2016-09-22,21.4,22.5,20.1,0.0,1013.7,1017.0
266,2016-09-23,20.4,23.4,17.0,3.8,1013.7,1017.0
267,2016-09-24,20.4,24.5,15.7,8.3,1013.5,1016.8
268,2016-09-25,22.2,26.5,18.0,6.2,1013.6,1016.9
269,2016-09-26,23.8,27.8,21.7,2.0,1014.0,1017.2
270,2016-09-27,24.9,30.5,21.9,8.0,1012.4,1015.6
271,2016-09-28,22.3,23.7,20.3,0.0,1010.2,1013.4
272,2016-09-29,18.1,20.3,13.5,0.1,1013.4,1016.7
273,2016-09-30,17.2,21.5,12.6,1.8,1013.2,1016.5
274,2016-10-01,19.5,23.3,17.0,3.3,1014.7,1018.0
275,2016-10-02,21.0,25.2,16.5,9.5,1013.7,1017.0
276,2016-10-03,24.9,29.0,20.0,7.8,1007.3,1010.5
277,2016-10-04,22.4,25.5,20.2,3.9,1013.3,1016.5
278,2016-10-05,22.0,26.8,20.0,0.6,1005.7,1009.0
279,2016-10-06,20.3,24.2,17.3,9.5,1016.6,1019.9
280,2016-10-07,19.7,21.2,17.9,8.3,1019.1,1022.4
281,2016-10-08,20.8,24.6,17.8,0.0,1007.3,1010.6
282,2016-10-09,17.8,21.8,14.5,7.0,1010.9,1014.3
283,2016-10-10,16.2,19.3,12.8,6.2,1016.7,1020.0
284,2016-10-11,14.7,20.2,10.7,0.6,1015.4,1018.8
285,2016-10-12,14.4,19.4,10.4,4.2,1017.1,1020.5
286,2016-10-13,13.6,18.9,9.3,6.7,1019.9,1023.3
287,2016-10-14,15.0,21.4,10.0,9.8,1021.5,1024.9
288,2016-10-15,16.6,22.1,10.8,10.3,1023.1,1026.4
289,2016-10-16,17.6,22.4,12.8,2.9,1018.6,1021.9
290,2016-10-17,20.5,22.9,18.1,1.6,1012.7,1016.0
291,2016-10-18,19.4,23.4,15.4,4.0,1015.7,1019.0
292,2016-10-19,18.3,23.7,14.1,2.5,1013.3,1016.7
293,2016-10-20,17.4,24.3,13.0,6.7,1015.7,1019.1
294,2016-10-21,15.9,17.8,15.2,2.8,1018.4,1021.8
295,2016-10-22,17.5,19.8,15.9,0.3,1011.4,1014.7
296,2016-10-23,16.3,18.4,14.3,0.9,1011.8,1015.1
297,2016-10-24,15.4,17.3,13.7,9.2,1015.7,1019.1
298,2016-10-25,19.1,21.9,16.0,0.0,1009.7,1013.0
299,2016-10-26,16.9,21.9,13.5,3.1,1013.8,1017.1
300,2016-10-27,15.9,18.0,13.4,7.0,1021.0,1024.4
301,2016-10-28,15.5,17.5,14.3,0.0,1011.7,1015.0
302,2016-10-29,13.7,16.6,12.4,2.3,1018.4,1021.8
303,2016-10-30,13.5,18.0,8.3,3.8,1022.8,1026.3
304,2016-10-31,13.1,18.2,8.1,0.3,1020.0,1023.4
305,2016-11-01,12.2,16.7,9.1,2.1,1019.7,1023.1
306,2016-11-02,13.3,15.3,10.4,0.7,1018.5,1021.9
307,2016-11-03,12.5,15.7,8.1,3.4,1016.2,1019.6
308,2016-11-04,11.6,18.2,5.9,8.2,1013.6,1017.0
309,2016-11-05,17.4,19.7,9.5,5.5,1009.9,1013.2
310,2016-11-06,11.8,15.5,9.7,4.5,1022.1,1025.5
311,2016-11-07,11.5,15.0,7.5,7.7,1021.0,1024.4
312,2016-11-08,12.7,16.9,8.2,0.0,1015.0,1018.4
313,2016-11-09,7.8,9.7,5.3,0.2,1022.4,1025.9
314,2016-11-10,10.2,13.5,5.4,0.4,1019.7,1023.1
315,2016-11-11,13.6,17.7,8.1,4.7,1013.4,1016.8
316,2016-11-12,11.7,18.5,6.2,9.1,1020.3,1023.7
317,2016-11-13,14.1,20.8,8.9,6.1,1019.9,1023.3
318,2016-11-14,15.4,18.8,11.6,0.2,1013.7,1017.1
319,2016-11-15,14.6,18.7,10.6,4.1,1012.4,1015.8
320,2016-11-16,10.6,14.4,6.2,5.8,1018.5,1021.9
321,2016-11-17,12.1,13.4,8.7,0.2,1020.5,1023.9
322,2016-11-18,12.1,17.0,5.4,8.2,1017.9,1021.3
323,2016-11-19,17.3,20.3,12.5,2.1,1008.8,1012.1
324,2016-11-20,15.6,20.0,11.6,1.1,1015.3,1018.7
325,2016-11-21,14.3,17.0,11.5,4.8,1014.7,1018.1
326,2016-11-22,12.3,17.9,7.3,4.8,1011.8,1015.1
327,2016-11-23,7.6,10.1,5.9,0.1,1018.1,1021.6
328,2016-11-24,7.8,10.2,5.8,0.4,1014.4,1017.9
329,2016-11-25,8.4,12.2,4.1,4.3,1019.3,1022.7
330,2016-11-26,9.3,13.9,5.0,3.0,1019.4,1022.9
331,2016-11-27,9.6,11.2,7.6,0.0,1013.7,1017.1
332,2016-11-28,9.3,12.9,6.8,3.8,1018.1,1021.5
333,2016-11-29,8.4,12.3,6.5,2.2,1026.3,1029.7
334,2016-11-30,7.8,10.4,4.8,0.3,1024.9,1028.4
335,2016-12-01,12.9,14.9,9.0,4.6,1016.7,1020.1
336,2016-12-02,9.3,13.8,3.0,8.0,1022.9,1026.4
337,2016-12-03,9.7,16.5,4.5,7.7,1021.7,1025.2
338,2016-12-04,11.7,16.4,6.6,1.3,1013.8,1017.2
339,2016-12-05,12.3,16.3,6.8,7.4,1010.7,1014.1
340,2016-12-06,8.4,14.0,3.9,2.6,1016.1,1019.6
341,2016-12-07,7.3,12.4,2.6,5.3,1015.2,1018.6
342,2016-12-08,7.5,12.0,3.7,5.1,1014.4,1017.9
343,2016-12-09,10.2,13.8,7.0,4.3,1010.2,1013.6
344,2016-12-10,6.5,9.0,4.9,1.7,1018.1,1021.6
345,2016-12-11,4.9,8.5,1.4,2.6,1022.2,1025.7
346,2016-12-12,5.8,11.0,0.4,1.8,1021.2,1024.7
347,2016-12-13,9.6,11.2,6.7,0.0,1012.1,1015.5
348,2016-12-14,5.0,8.5,3.3,0.0,1011.4,1014.9
349,2016-12-15,3.8,7.2,1.5,0.5,1012.9,1016.4
350,2016-12-16,3.5,7.4,1.0,4.0,1016.5,1020.0
351,2016-12-17,7.9,10.8,4.0,1.0,1022.0,1025.5
352,2016-12-18,10.8,15.7,4.5,7.3,1024.6,1028.0
353,2016-12-19,11.6,15.6,8.0,5.6,1021.9,1025.3
354,2016-12-20,12.2,17.4,7.4,4.3,1022.0,1025.4
355,2016-12-21,11.3,15.3,5.7,6.3,1023.2,1026.7
356,2016-12-22,15.5,18.5,11.1,0.0,1005.2,1008.5
357,2016-12-23,7.8,11.8,4.7,1.7,1007.8,1011.2
358,2016-12-24,6.2,10.3,3.5,2.3,1021.8,1025.3
359,2016-12-25,7.7,10.5,3.4,8.0,1027.3,1030.8
360,2016-12-26,8.7,12.6,4.3,0.0,1016.1,1019.5
361,2016-12-27,6.2,10.7,2.7,0.0,1008.7,1012.2
362,2016-12-28,2.0,4.4,-0.6,0.0,1022.7,1026.2
363,2016-12-29,4.5,8.6,0.0,1.2,1018.8,1022.3
364,2016-12-30,4.1,9.3,2.0,4.1,1024.3,1027.9
365,2016-12-31,7.7,12.0,2.8,4.1,1022.6,1026.1
366,2017-01-01,6.9,12.8,2.3,7.2,1022.4,1025.8
367,2017-01-02,10.6,14.4,4.0,5.8,1015.4,1018.9
368,2017-01-03,10.1,13.1,6.4,3.9,1015.7,1019.1
369,2017-01-04,9.9,12.5,7.3,2.8,1016.9,1020.3
370,2017-01-05,6.1,7.4,5.3,0.5,1023.5,1027.0
371,2017-01-06,6.0,8.8,2.6,0.1,1023.5,1027.0
372,2017-01-07,6.0,10.9,0.0,2.1,1018.9,1022.4
373,2017-01-08,9.3,10.7,7.2,0.0,1008.6,1012.0
374,2017-01-09,7.3,11.1,5.0,2.3,1006.0,1009.4
375,2017-01-10,6.5,11.6,3.3,6.9,1012.3,1015.8
376,2017-01-11,4.0,5.5,2.1,1.1,1014.3,1017.8
377,2017-01-12,6.2,8.1,3.9,0.4,1008.2,1011.7
378,2017-01-13,3.4,7.4,0.5,1.4,1005.5,1009.0
379,2017-01-14,-0.8,2.7,-3.7,0.2,1008.6,1012.1
380,2017-01-15,1.7,4.9,-1.5,2.7,1014.1,1017.7
381,2017-01-16,3.4,6.5,0.8,3.2,1018.0,1021.5
382,2017-01-17,3.8,8.1,0.1,3.4,1026.0,1029.5
383,2017-01-18,4.0,10.2,-1.0,3.3,1023.5,1027.0
384,2017-01-19,5.3,8.9,0.7,3.5,1018.6,1022.1
385,2017-01-20,5.2,9.4,1.2,1.6,1006.7,1010.2
386,2017-01-21,3.6,7.2,0.9,5.0,1019.3,1022.8
387,2017-01-22,3.2,6.8,0.1,2.5,1013.7,1017.2
388,2017-01-23,0.1,2.0,-1.1,1.2,1017.8,1021.4
389,2017-01-24,0.8,3.3,-1.4,2.7,1023.4,1027.0
390,2017-01-25,1.7,7.0,-0.8,4.4,1026.9,1030.4
391,2017-01-26,4.8,9.9,-2.5,4.7,1023.0,1026.6
392,2017-01-27,8.2,12.2,0.0,4.8,1017.8,1021.3
393,2017-01-28,3.7,10.2,-1.2,7.5,1022.8,1026.3
394,2017-01-29,5.8,10.9,1.3,0.1,1014.7,1018.2
