Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,solar_radiation,avg_wind_speed,avg_local_pressure,avg_sea_pressure,cloud_cover
99,2016-04-09,9.6,17.4,1.0,8.5,18.02,5.8,1009.0,1009.5,7.5
100,2016-04-10,6.4,11.7,3.3,5.4,18.18,3.2,1012.5,1013.0,9.8
101,2016-04-11,3.3,8.2,0.4,3.3,12.18,4.0,1013.6,1014.1,8.0
102,2016-04-12,6.8,11.4,2.8,8.8,22.05,4.4,1020.2,1020.7,7.5
103,2016-04-13,11.2,19.9,4.3,3.8,13.36,3.4,1012.1,1012.6,10.0
104,2016-04-14,11.4,13.9,9.9,0.9,9.04,2.2,1005.8,1006.3,10.0
105,2016-04-15,7.3,10.5,5.6,2.0,10.62,7.1,1011.7,1012.2,8.5
106,2016-04-16,9.9,14.5,6.2,5.1,14.9,3.7,1018.4,1018.9,10.0
107,2016-04-17,10.5,15.1,5.9,1.0,8.13,6.2,999.5,1000.0,10.0
108,2016-04-18,10.9,13.6,8.9,0.0,8.03,6.7,1006.2,1006.7,10.0
109,2016-04-19,8.6,11.7,6.7,4.3,16.81,5.3,1017.5,1018.0,8.3
110,2016-04-20,12.3,17.0,7.6,5.9,17.51,5.5,1020.7,1021.2,9.0
111,2016-04-21,15.5,20.8,11.5,1.9,10.86,4.9,1011.1,1011.6,10.0
112,2016-04-22,12.9,18.5,8.4,8.3,21.07,3.6,1008.3,1008.8,2.8
113,2016-04-23,10.3,16.1,6.0,5.2,13.07,2.8,1008.6,1009.1,7.5
114,2016-04-24,12.0,18.3,5.7,12.0,26.11,4.6,1014.1,1014.6,2.8
115,2016-04-25,10.4,16.1,4.2,12.6,26.08,2.5,1019.6,1020.1,1.8
116,2016-04-26,11.3,17.8,5.7,6.9,17.78,3.0,1018.0,1018.5,5.3
117,2016-04-27,10.8,15.4,7.5,11.3,26.67,4.1,1015.4,1015.9,7.0
118,2016-04-28,8.7,13.0,4.7,0.0,6.85,4.1,1005.4,1005.9,10.0
119,2016-04-29,6.6,9.6,4.5,0.8,6.71,5.3,1000.7,1001.2,10.0
120,2016-04-30,7.7,11.9,3.7,7.1,20.3,6.0,1010.2,1010.7,5.0
121,2016-05-01,8.0,12.9,1.6,5.7,16.23,2.2,1014.3,1014.8,4.0
122,2016-05-02,11.0,15.5,6.5,6.0,18.11,2.4,1018.7,1019.2,9.0
123,2016-05-03,14.0,18.6,9.1,8.6,24.07,2.0,1009.9,1010.4,9.8
124,2016-05-04,15.3,19.3,12.0,3.0,10.79,5.1,1000.0,1000.5,8.8
125,2016-05-05,15.0,17.6,12.8,0.7,8.52,7.5,1004.7,1005.2,9.0
126,2016-05-06,14.5,18.2,10.5,3.7,10.57,3.3,1013.2,1013.7,8.0
127,2016-05-07,14.5,19.2,10.6,4.2,16.05,5.4,1003.3,1003.8,6.5
128,2016-05-08,14.6,19.6,9.1,11.3,27.67,5.9,1013.5,1014.0,2.5
129,2016-05-09,12.5,19.7,5.7,11.7,27.28,2.4,1015.9,1016.4,6.0
130,2016-05-10,12.1,14.9,9.0,0.0,11.54,7.2,1011.2,1011.7,10.0
131,2016-05-11,12.0,14.8,10.9,0.0,3.76,6.3,999.9,1000.4,10.0
132,2016-05-12,12.0,15.3,9.3,4.5,15.92,5.8,1012.1,1012.6,6.0
133,2016-05-13,15.1,27.4,7.0,10.8,27.22,3.3,1017.3,1017.8,7.5
134,2016-05-14,15.1,21.1,10.4,10.9,28.31,4.0,1025.7,1026.2,5.5
135,2016-05-15,15.2,23.7,7.1,12.8,27.21,3.3,1019.2,1019.7,8.5
136,2016-05-16,13.8,19.1,8.1,12.0,27.02,2.6,1008.8,1009.3,8.8
137,2016-05-17,14.3,19.4,10.6,7.3,19.69,2.9,1013.2,1013.7,5.3
138,2016-05-18,16.6,24.3,9.1,13.7,28.5,2.8,1018.4,1018.9,0.5
139,2016-05-19,14.6,19.1,9.4,12.5,24.38,2.3,1021.8,1022.3,0.5
140,2016-05-20,15.8,26.2,9.6,10.2,22.66,2.6,1020.0,1020.5,10.0
141,2016-05-21,15.1,20.1,9.9,12.7,27.26,2.7,1018.3,1018.8,7.0
142,2016-05-22,19.6,26.8,11.9,13.4,29.03,2.2,1016.4,1016.9,0.5
143,2016-05-23,19.7,28.2,12.0,12.2,26.8,3.2,1013.9,1014.4,7.5
144,2016-05-24,17.6,22.6,14.2,3.5,15.13,2.8,1012.8,1013.3,10.0
145,2016-05-25,19.2,23.9,14.4,4.6,17.12,5.1,1009.5,1010.0,10.0
146,2016-05-26,21.0,29.0,16.2,9.2,23.71,3.8,1007.8,1008.3,10.0
147,2016-05-27,18.6,24.2,13.2,10.3,26.15,4.5,1007.6,1008.1,5.5
148,2016-05-28,18.2,25.5,11.1,14.1,30.14,3.1,1007.1,1007.6,1.8
149,2016-05-29,17.4,21.2,13.3,9.8,25.35,2.7,1007.4,1007.9,5.3
150,2016-05-30,18.2,23.9,15.0,8.6,25.28,3.3,1006.1,1006.6,8.3
151,2016-05-31,16.1,21.5,13.6,5.3,17.99,2.9,1001.7,1002.2,9.8
152,2016-06-01,12.9,16.8,10.1,2.0,12.24,5.7,998.1,998.6,9.3
153,2016-06-02,13.0,16.9,10.3,4.3,14.52,4.9,1004.3,1004.8,7.3
154,2016-06-03,15.3,19.3,10.0,1.5,13.31,5.1,1010.4,1010.9,8.3
155,2016-06-04,16.6,22.7,11.0,3.6,9.18,3.3,1008.2,1008.7,9.3
156,2016-06-05,15.1,19.6,11.7,5.4,18.18,2.9,1012.0,1012.5,6.8
157,2016-06-06,15.5,21.8,9.1,12.0,28.86,2.1,1016.3,1016.8,5.3
158,2016-06-07,17.7,22.1,12.3,9.4,26.34,2.2,1013.3,1013.8,7.5
159,2016-06-08,17.0,19.3,15.3,0.7,9.34,1.6,1011.9,1012.4,10.0
160,2016-06-09,16.9,18.1,16.1,0.0,4.62,1.4,1010.3,1010.8,10.0
161,2016-06-10,18.3,22.7,15.0,9.3,27.46,4.2,1013.7,1014.2,7.5
162,2016-06-11,17.0,21.1,14.2,10.9,28.77,2.9,1015.1,1015.6,8.5
163,2016-06-12,18.0,23.8,15.1,3.7,19.49,2.9,1011.2,1011.7,10.0
164,2016-06-13,17.6,19.6,16.0,0.0,6.65,1.8,1003.9,1004.4,9.8
165,2016-06-14,18.2,20.7,16.3,0.1,9.51,3.3,1004.6,1005.1,10.0
166,2016-06-15,19.0,23.8,15.7,6.7,21.39,3.0,1008.7,1009.2,9.3
167,2016-06-16,17.2,20.1,16.1,0.0,7.08,2.2,1004.2,1004.7,10.0
168,2016-06-17,18.8,23.3,16.2,2.5,10.92,2.4,1002.3,1002.8,10.0
169,2016-06-18,17.7,20.4,15.0,1.4,11.78,3.8,1012.8,1013.3,9.5
170,2016-06-19,17.9,22.5,14.0,6.1,20.68,2.7,1012.7,1013.2,10.0
171,2016-06-20,18.4,21.6,16.6,2.3,10.92,2.0,1005.5,1006.0,8.5
172,2016-06-21,19.4,25.6,15.9,7.3,23.66,3.7,1008.0,1008.5,7.3
173,2016-06-22,18.7,21.9,16.2,9.4,26.65,3.4,1009.2,1009.7,8.0
174,2016-06-23,17.1,20.3,14.8,3.4,15.58,5.1,1006.5,1007.0,9.0
175,2016-06-24,17.6,20.3,14.2,0.8,11.43,2.2,1005.9,1006.4,10.0
176,2016-06-25,22.4,27.4,16.8,3.6,17.41,6.1,995.0,995.5,9.0
177,2016-06-26,16.6,21.1,14.7,1.1,7.88,7.4,1002.4,1002.9,10.0
178,2016-06-27,17.6,23.0,13.9,8.3,23.66,3.9,1013.9,1014.4,8.5
179,2016-06-28,17.9,22.7,14.1,9.8,26.59,2.3,1013.1,1013.6,5.8
180,2016-06-29,18.3,22.3,15.1,10.0,25.78,1.9,1014.2,1014.7,7.0
181,2016-06-30,19.3,23.0,16.2,8.1,25.36,2.0,1011.8,1012.3,8.8
182,2016-07-01,21.4,25.4,18.4,6.0,17.49,2.1,1012.0,1012.5,9.0
183,2016-07-02,22.8,26.3,19.9,0.8,9.63,3.6,1005.1,1005.6,9.8
184,2016-07-03,22.1,25.5,18.9,4.6,18.01,6.8,1005.5,1006.0,9.3
185,2016-07-04,18.9,21.4,17.3,2.9,14.15,4.0,1012.5,1013.0,10.0
186,2016-07-05,19.6,25.0,16.1,9.8,25.98,4.8,1018.9,1019.4,10.0
187,2016-07-06,16.2,17.8,15.0,0.0,3.76,3.6,1013.2,1013.7,10.0
188,2016-07-07,18.5,22.9,15.4,8.0,24.44,4.0,1013.9,1014.4,10.0
189,2016-07-08,20.3,26.0,16.5,6.3,22.72,2.6,1012.5,1013.0,8.3
190,2016-07-09,21.7,24.9,19.0,2.8,15.32,2.0,1005.9,1006.4,9.8
191,2016-07-10,22.6,28.3,19.3,6.6,20.91,4.1,1002.5,1003.0,8.3
192,2016-07-11,20.1,25.3,16.2,8.7,24.39,4.1,1006.1,1006.6,6.3
193,2016-07-12,21.5,26.7,15.2,13.7,27.39,3.0,1006.2,1006.7,6.3
194,2016-07-13,22.4,30.6,16.5,14.2,28.46,3.3,1001.4,1001.9,4.5
195,2016-07-14,19.9,22.9,18.4,0.0,4.85,3.5,997.5,998.0,10.0
196,2016-07-15,20.3,24.0,18.5,1.4,17.29,5.1,1001.5,1002.0,9.5
197,2016-07-16,20.6,25.4,18.5,5.8,21.72,3.2,1006.1,1006.6,8.0
198,2016-07-17,19.6,21.3,18.7,0.0,4.76,1.9,1006.0,1006.5,10.0
199,2016-07-18,21.0,23.3,19.3,0.3,7.41,1.9,1007.4,1007.9,10.0
200,2016-07-19,22.0,26.8,19.9,2.4,13.42,3.2,1009.5,1010.0,10.0
201,2016-07-20,21.2,24.6,18.7,1.9,15.26,2.6,1013.2,1013.7,9.8
202,2016-07-21,20.7,24.8,17.9,9.6,20.8,2.6,1014.2,1014.7,8.3
203,2016-07-22,20.4,27.3,15.5,12.3,28.05,3.8,1014.7,1015.2,2.3
204,2016-07-23,20.5,26.2,14.9,13.1,28.13,4.7,1015.2,1015.7,6.5
205,2016-07-24,21.3,27.0,15.6,13.3,29.25,3.8,1015.2,1015.7,1.0
206,2016-07-25,22.0,27.5,18.2,11.6,27.47,2.7,1013.8,1014.3,9.5
207,2016-07-26,22.3,27.3,19.9,3.8,19.34,2.8,1010.1,1010.6,10.0
208,2016-07-27,21.6,23.1,20.7,0.0,6.07,1.7,1008.1,1008.6,10.0
209,2016-07-28,25.7,31.0,21.8,0.7,10.34,2.9,1009.0,1009.5,10.0
210,2016-07-29,26.0,30.8,22.7,7.4,20.6,1.8,1011.1,1011.6,6.0
211,2016-07-30,26.5,31.7,23.8,3.8,17.33,1.7,1011.9,1012.4,8.5
212,2016-07-31,25.4,29.6,23.2,2.9,16.21,1.7,1012.2,1012.7,8.0
213,2016-08-01,25.3,31.3,22.6,4.8,17.22,2.8,1009.9,1010.4,10.0
214,2016-08-02,24.3,27.4,22.3,1.7,13.28,2.0,1008.0,1008.5,9.5
215,2016-08-03,25.4,29.1,23.3,4.3,18.22,2.3,1008.3,1008.8,9.3
216,2016-08-04,26.3,31.0,22.5,8.0,22.63,3.7,1008.4,1008.9,5.5
217,2016-08-05,27.6,33.4,22.0,9.8,22.36,4.5,1008.1,1008.6,4.3
218,2016-08-06,26.2,29.5,22.1,10.8,24.25,2.3,1009.6,1010.1,3.3
219,2016-08-07,26.2,30.2,23.9,10.6,23.95,2.8,1009.2,1009.7,6.0
220,2016-08-08,26.6,29.3,23.9,6.1,19.34,2.4,1006.0,1006.5,8.3
221,2016-08-09,25.9,30.6,23.1,7.7,21.05,4.9,1001.2,1001.7,6.8
222,2016-08-10,23.5,26.6,20.2,3.7,12.53,4.3,1008.4,1008.9,7.8
223,2016-08-11,23.6,29.3,18.6,12.2,26.33,2.5,1010.9,1011.4,1.8
224,2016-08-12,23.9,29.8,18.3,13.1,26.12,2.5,1009.8,1010.3,0.3
225,2016-08-13,24.0,31.1,19.0,12.9,25.26,3.3,1008.1,1008.6,0.3
226,2016-08-14,23.7,30.1,17.4,13.2,26.06,3.2,1005.2,1005.7,1.3
227,2016-08-15,24.5,29.5,19.9,8.5,21.21,2.3,1001.7,1002.2,6.5
228,2016-08-16,24.1,26.2,21.8,1.2,11.25,2.0,1004.2,1004.7,10.0
229,2016-08-17,23.2,24.4,21.5,0.3,2.92,3.5,1000.3,1000.8,10.0
230,2016-08-18,25.3,30.0,21.7,8.7,21.53,3.0,1007.5,1008.0,5.8
231,2016-08-19,24.4,27.3,21.9,3.1,14.6,2.1,1009.5,1010.0,10.0
232,2016-08-20,25.4,28.3,23.6,1.2,13.13,2.1,1008.7,1009.2,10.0
233,2016-08-21,24.8,27.8,23.5,3.9,16.41,3.8,1005.0,1005.5,9.5
234,2016-08-22,24.1,27.4,22.7,0.5,7.03,2.4,1004.1,1004.6,10.0
235,2016-08-23,24.6,29.9,21.3,8.2,21.17,3.9,1004.1,1004.6,5.0
236,2016-08-24,24.0,29.0,19.2,12.3,24.62,2.9,1009.0,1009.5,1.3
237,2016-08-25,24.4,28.5,20.0,9.8,21.35,1.9,1005.9,1006.4,1.8
238,2016-08-26,21.9,27.2,17.5,0.1,3.99,2.4,1004.7,1005.2,10.0
239,2016-08-27,20.2,25.4,15.2,11.7,23.59,3.6,1009.2,1009.7,3.0
240,2016-08-28,21.6,26.2,17.2,12.1,23.83,5.7,1006.2,1006.7,3.3
241,2016-08-29,24.4,27.3,21.9,6.2,17.39,7.4,999.0,999.5,8.8
242,2016-08-30,24.9,26.9,21.9,2.5,11.47,9.7,989.7,990.2,8.5
243,2016-08-31,24.3,28.7,21.3,9.4,21.37,2.5,999.2,999.7,4.8
244,2016-09-01,23.8,27.3,21.0,8.4,20.71,2.0,1008.9,1009.4,6.0
245,2016-09-02,23.9,27.5,21.3,8.3,19.95,3.6,1014.2,1014.7,7.5
246,2016-09-03,24.2,29.8,19.9,11.1,21.74,3.4,1015.5,1016.0,6.3
247,2016-09-04,23.5,29.0,19.4,11.6,22.41,2.6,1015.9,1016.4,6.5
248,2016-09-05,23.9,27.7,21.4,7.5,19.86,2.4,1012.4,1012.9,7.8
249,2016-09-06,24.0,30.5,22.0,2.2,9.84,3.5,1006.0,1006.5,9.3
250,2016-09-07,23.9,28.9,20.9,5.9,15.34,2.6,1006.5,1007.0,10.0
251,2016-09-08,20.6,24.4,18.5,0.8,6.85,5.2,1005.6,1006.1,10.0
252,2016-09-09,19.9,22.6,18.2,1.9,10.35,3.5,1003.7,1004.2,8.5
253,2016-09-10,20.9,24.5,18.6,4.0,12.84,4.1,1011.4,1011.9,8.0
254,2016-09-11,20.2,24.1,17.0,10.5,21.63,2.8,1017.6,1018.1,5.8
255,2016-09-12,20.1,24.8,14.7,5.0,14.19,3.1,1019.9,1020.4,7.5
256,2016-09-13,19.9,22.2,18.3,0.0,6.95,4.3,1018.4,1018.9,10.0
257,2016-09-14,20.6,24.1,18.5,0.4,10.22,2.1,1016.1,1016.6,10.0
258,2016-09-15,21.5,25.8,17.9,8.7,15.81,2.0,1015.7,1016.2,5.3
259,2016-09-16,21.2,26.6,17.0,6.3,15.5,1.8,1015.5,1016.0,7.0
260,2016-09-17,20.9,26.0,17.3,1.6,10.2,2.8,1012.9,1013.4,9.8
261,2016-09-18,19.6,23.5,15.8,8.4,18.82,3.1,1010.7,1011.2,8.8
262,2016-09-19,17.5,22.1,13.7,5.2,13.29,2.7,1011.9,1012.4,8.8
263,2016-09-20,16.6,21.4,12.9,3.2,13.67,2.4,1015.3,1015.8,10.0
264,2016-09-21,17.3,24.0,10.2,10.9,19.13,3.1,1020.6,1021.1,1.5
265,2016-09-22,18.2,23.9,12.3,2.5,10.28,2.3,1019.8,1020.3,9.3
266,2016-09-23,19.1,22.3,16.9,0.0,5.69,1.8,1014.9,1015.4,10.0
267,2016-09-24,20.6,25.2,16.3,9.1,18.02,2.1,1017.5,1018.0,9.8
268,2016-09-25,20.5,24.8,16.3,4.0,12.56,1.9,1017.4,1017.9,7.0
269,2016-09-26,21.2,27.3,16.7,3.4,12.07,2.3,1019.3,1019.8,7.5
270,2016-09-27,20.3,23.0,18.0,0.2,7.23,1.5,1016.3,1016.8,10.0
271,2016-09-28,21.9,25.8,19.2,1.0,8.81,3.9,1010.6,1011.1,10.0
272,2016-09-29,18.2,21.1,14.0,1.7,7.42,3.2,1012.0,1012.5,8.3
273,2016-09-30,16.4,21.5,11.7,6.1,13.11,2.7,1016.0,1016.5,7.5
274,2016-10-01,18.3,25.0,13.5,9.1,16.99,2.5,1018.0,1018.5,5.3
275,2016-10-02,18.3,24.2,12.8,6.4,13.65,2.6,1018.3,1018.8,8.3
276,2016-10-03,18.8,23.7,13.7,1.1,6.07,3.2,1008.1,1008.6,10.0
277,2016-10-04,17.2,20.7,12.4,3.8,10.49,5.8,1013.2,1013.7,3.8
278,2016-10-05,14.5,19.9,10.2,4.8,9.93,2.2,1014.7,1015.0,7.8
279,2016-10-06,15.8,19.3,12.2,3.0,7.76,5.2,1011.8,1012.3,10.0
280,2016-10-07,13.7,17.5,10.3,9.0,17.42,5.2,1023.3,1023.8,7.3
281,2016-10-08,12.7,18.8,10.4,0.0,1.47,2.4,1009.2,1009.7,10.0
282,2016-10-09,14.7,19.6,10.1,2.7,8.59,5.5,1006.4,1006.9,7.8
283,2016-10-10,11.2,14.9,9.2,2.3,7.29,4.1,1017.4,1017.9,8.8
284,2016-10-11,13.4,18.8,8.7,6.9,13.18,4.1,1016.3,1016.8,8.8
285,2016-10-12,11.3,13.6,9.3,0.7,4.58,3.3,1016.7,1017.2,9.5
286,2016-10-13,11.4,16.4,8.0,3.2,8.38,3.9,1020.2,1020.7,8.5
287,2016-10-14,12.0,17.2,7.8,4.1,7.53,3.2,1023.2,1023.7,5.0
288,2016-10-15,11.7,19.3,5.2,10.7,15.78,1.9,1026.7,1027.2,0.3
289,2016-10-16,15.0,22.3,7.3,8.9,14.28,2.6,1024.9,1025.4,5.5
290,2016-10-17,17.2,23.2,11.7,1.6,7.04,3.3,1015.9,1016.4,10.0
291,2016-10-18,16.2,21.8,10.3,8.2,13.28,3.8,1017.5,1018.0,2.3
