Unnamed: 0,calendar_date,precipitation,hours_sunlight,avg_wind_speed
138,2016-05-18,3.0,4.3,2.8
139,2016-05-19,0.0,9.5,3.4
140,2016-05-20,0.0,8.2,1.9
141,2016-05-21,1.0,0.2,3.7
142,2016-05-22,34.5,2.2,2.7
143,2016-05-23,45.0,2.3,3.0
144,2016-05-24,28.5,5.1,3.8
145,2016-05-25,2.0,5.8,2.9
146,2016-05-26,0.0,10.0,1.8
147,2016-05-27,0.0,11.3,3.0
148,2016-05-28,0.0,11.7,4.2
149,2016-05-29,0.0,5.8,5.8
150,2016-05-30,0.0,10.1,2.7
151,2016-05-31,0.0,12.1,2.6
152,2016-06-01,0.0,10.8,3.5
153,2016-06-02,0.0,0.5,3.7
154,2016-06-03,0.0,10.6,2.8
155,2016-06-04,0.0,11.3,2.4
156,2016-06-05,1.0,11.0,3.7
157,2016-06-06,10.0,6.2,2.7
158,2016-06-07,0.0,9.2,1.9
159,2016-06-08,0.0,5.7,2.3
160,2016-06-09,12.0,3.0,1.5
161,2016-06-10,26.5,0.6,3.2
162,2016-06-11,2.5,0.0,7.3
163,2016-06-12,0.0,8.9,8.3
164,2016-06-13,0.0,0.8,7.2
165,2016-06-14,3.5,0.8,4.7
166,2016-06-15,0.0,11.0,6.4
167,2016-06-16,0.0,11.4,6.8
168,2016-06-17,0.0,9.3,5.9
169,2016-06-18,0.0,12.8,3.9
170,2016-06-19,0.0,11.9,4.1
171,2016-06-20,0.0,9.9,4.0
172,2016-06-21,0.0,12.4,3.7
173,2016-06-22,0.0,12.0,3.8
174,2016-06-23,0.0,12.3,4.4
175,2016-06-24,0.0,12.3,4.6
176,2016-06-25,0.0,11.6,4.9
177,2016-06-26,0.0,10.3,3.6
178,2016-06-27,0.0,11.0,4.3
179,2016-06-28,0.0,11.3,4.7
180,2016-06-29,0.0,12.1,4.0
181,2016-06-30,0.0,10.3,2.7
182,2016-07-01,0.0,12.2,2.6
183,2016-07-02,0.0,10.7,3.6
184,2016-07-03,0.0,12.6,3.3
185,2016-07-04,0.5,12.6,3.1
186,2016-07-05,11.0,10.0,3.6
187,2016-07-06,17.5,11.2,4.3
188,2016-07-07,12.5,1.2,7.2
189,2016-07-08,12.5,7.2,6.5
190,2016-07-09,0.5,5.9,7.1
191,2016-07-10,1.0,6.6,7.2
192,2016-07-11,0.5,8.0,7.8
193,2016-07-12,0.0,11.6,7.7
194,2016-07-13,0.0,11.9,6.5
195,2016-07-14,0.0,12.2,4.9
196,2016-07-15,0.0,8.7,5.5
197,2016-07-16,0.0,9.1,5.6
198,2016-07-17,0.0,9.4,4.6
199,2016-07-18,5.0,2.0,3.8
200,2016-07-19,1.0,8.9,3.1
201,2016-07-20,0.0,11.4,3.9
202,2016-07-21,0.0,12.7,2.8
203,2016-07-22,0.0,8.9,2.0
204,2016-07-23,0.0,12.1,1.5
205,2016-07-24,0.0,7.2,2.0
206,2016-07-25,0.0,6.7,1.9
207,2016-07-26,0.0,11.2,1.7
208,2016-07-27,0.0,12.5,2.4
209,2016-07-28,0.0,11.3,2.5
210,2016-07-29,1.0,12.1,1.9
211,2016-07-30,0.0,7.5,2.0
212,2016-07-31,2.5,7.0,2.8
213,2016-08-01,0.0,8.1,5.1
214,2016-08-02,5.0,10.2,4.0
215,2016-08-03,0.0,11.9,2.2
216,2016-08-04,0.0,11.3,1.7
217,2016-08-05,0.0,0.2,2.8
218,2016-08-06,6.5,8.8,3.9
219,2016-08-07,0.5,8.3,3.3
220,2016-08-08,0.0,11.5,2.7
221,2016-08-09,0.0,10.8,1.7
222,2016-08-10,26.0,1.6,1.9
223,2016-08-11,2.5,2.6,3.6
224,2016-08-12,45.5,3.5,2.3
225,2016-08-13,0.0,5.6,1.7
226,2016-08-14,2.5,8.6,1.5
227,2016-08-15,6.5,11.5,1.2
228,2016-08-16,12.5,9.0,2.3
229,2016-08-17,3.5,2.4,3.3
230,2016-08-18,5.5,6.3,2.7
231,2016-08-19,0.0,10.1,1.7
232,2016-08-20,0.0,11.0,1.8
233,2016-08-21,0.0,10.8,2.0
234,2016-08-22,0.0,10.8,2.3
235,2016-08-23,0.0,11.4,2.3
236,2016-08-24,0.0,10.9,3.1
237,2016-08-25,0.0,11.5,4.3
238,2016-08-26,2.5,7.8,4.7
239,2016-08-27,0.0,11.3,3.9
240,2016-08-28,16.5,1.1,3.4
241,2016-08-29,0.0,10.4,5.1
242,2016-08-30,0.0,7.4,2.3
243,2016-08-31,0.0,1.3,2.4
244,2016-09-01,0.0,3.8,1.6
245,2016-09-02,0.0,9.7,2.0
246,2016-09-03,0.0,4.4,3.1
247,2016-09-04,0.0,9.5,4.0
248,2016-09-05,41.5,6.5,2.8
249,2016-09-06,124.0,0.0,3.7
250,2016-09-07,0.5,3.4,7.7
251,2016-09-08,0.0,1.7,4.7
252,2016-09-09,22.5,2.1,2.7
253,2016-09-10,43.5,0.7,2.1
254,2016-09-11,0.0,9.9,2.1
255,2016-09-12,0.0,8.6,2.5
256,2016-09-13,26.0,4.8,5.3
257,2016-09-14,43.5,0.5,7.2
258,2016-09-15,3.5,8.4,4.4
259,2016-09-16,10.5,5.0,5.6
260,2016-09-17,128.5,0.0,14.0
261,2016-09-18,38.0,0.0,5.1
262,2016-09-19,1.0,1.6,4.4
263,2016-09-20,3.0,4.6,5.2
264,2016-09-21,42.0,1.4,5.2
265,2016-09-22,51.0,4.0,4.7
266,2016-09-23,0.0,9.9,5.6
267,2016-09-24,0.0,11.3,5.7
268,2016-09-25,0.0,11.1,5.6
269,2016-09-26,5.5,2.8,10.5
270,2016-09-27,140.5,0.0,19.2
271,2016-09-28,0.0,7.8,7.0
272,2016-09-29,0.0,9.1,4.4
273,2016-09-30,2.5,9.5,3.3
274,2016-10-01,0.0,7.8,3.6
275,2016-10-02,4.0,8.8,3.4
276,2016-10-03,0.0,6.6,6.2
277,2016-10-04,0.0,7.8,3.4
278,2016-10-05,2.0,7.6,4.4
279,2016-10-06,7.5,1.6,4.6
280,2016-10-07,5.0,2.5,6.0
281,2016-10-08,2.5,0.7,5.6
282,2016-10-09,4.5,1.9,2.2
283,2016-10-10,21.0,2.9,2.3
284,2016-10-11,0.0,9.2,2.5
285,2016-10-12,0.0,10.6,3.6
286,2016-10-13,6.0,8.7,6.2
287,2016-10-14,2.5,2.4,6.5
288,2016-10-15,4.5,7.4,4.7
289,2016-10-16,2.5,9.2,3.9
290,2016-10-17,3.5,6.8,4.1
291,2016-10-18,25.5,6.1,4.6
292,2016-10-19,0.5,9.0,5.6
293,2016-10-20,1.0,9.9,6.0
294,2016-10-21,0.0,7.9,5.9
295,2016-10-22,0.0,8.5,5.4
296,2016-10-23,0.0,8.7,4.6
297,2016-10-24,0.0,5.3,3.3
298,2016-10-25,0.0,10.5,1.8
299,2016-10-26,0.0,4.4,1.9
300,2016-10-27,0.0,10.5,2.0
301,2016-10-28,0.0,10.6,2.3
302,2016-10-29,0.0,2.1,6.4
303,2016-10-30,0.0,0.1,7.8
304,2016-10-31,0.0,10.5,5.3
305,2016-11-01,0.0,4.6,8.7
306,2016-11-02,0.5,2.4,9.2
307,2016-11-03,0.0,1.3,8.1
308,2016-11-04,0.0,6.8,5.8
309,2016-11-05,0.0,0.8,2.5
310,2016-11-06,0.0,7.5,3.0
311,2016-11-07,3.0,1.0,2.6
312,2016-11-08,2.5,5.3,2.7
313,2016-11-09,0.0,1.4,8.0
314,2016-11-10,5.0,4.3,5.0
315,2016-11-11,0.0,6.1,5.4
316,2016-11-12,0.0,9.5,3.2
317,2016-11-13,0.0,8.1,2.4
318,2016-11-14,0.0,10.4,1.8
319,2016-11-15,0.0,9.2,4.7
320,2016-11-16,0.0,9.7,4.8
321,2016-11-17,0.0,9.0,2.8
322,2016-11-18,0.0,2.2,2.9
323,2016-11-19,0.5,7.5,3.1
324,2016-11-20,56.5,0.0,3.8
325,2016-11-21,1.0,0.2,3.4
326,2016-11-22,5.0,0.5,4.8
327,2016-11-23,37.5,0.0,7.1
328,2016-11-24,0.5,0.0,8.6
329,2016-11-25,0.0,3.4,6.6
330,2016-11-26,0.0,2.4,4.6
331,2016-11-27,51.5,0.0,7.6
332,2016-11-28,1.5,0.0,8.4
333,2016-11-29,0.0,3.9,6.8
334,2016-11-30,13.0,0.5,4.0
335,2016-12-01,3.5,0.0,5.8
336,2016-12-02,0.0,0.1,7.8
337,2016-12-03,0.5,0.3,6.0
338,2016-12-04,25.0,5.1,2.7
339,2016-12-05,0.0,5.3,5.0
340,2016-12-06,0.5,0.1,8.0
341,2016-12-07,0.0,0.1,5.6
342,2016-12-08,0.0,0.6,4.8
343,2016-12-09,0.0,5.1,6.0
344,2016-12-10,0.0,8.2,6.0
345,2016-12-11,0.0,9.4,5.8
346,2016-12-12,1.0,8.7,4.2
347,2016-12-13,20.5,5.5,3.3
348,2016-12-14,1.0,4.1,7.1
349,2016-12-15,0.0,0.1,8.1
350,2016-12-16,0.0,0.8,8.1
351,2016-12-17,0.0,8.6,4.8
352,2016-12-18,2.0,0.1,4.1
353,2016-12-19,0.0,4.4,4.5
354,2016-12-20,7.5,1.2,4.1
355,2016-12-21,0.0,0.1,4.3
356,2016-12-22,0.0,5.6,5.2
357,2016-12-23,0.0,0.0,8.2
358,2016-12-24,0.0,1.1,5.3
359,2016-12-25,0.0,4.7,5.0
360,2016-12-26,0.0,7.4,3.3
361,2016-12-27,0.0,0.2,8.5
362,2016-12-28,7.0,0.0,7.8
363,2016-12-29,0.5,0.0,8.0
364,2016-12-30,0.0,0.5,6.1
365,2016-12-31,0.0,7.6,4.6
366,2017-01-01,0.0,9.9,5.3
367,2017-01-02,0.0,10.1,2.7
368,2017-01-03,0.0,4.7,2.2
369,2017-01-04,0.0,7.2,2.0
370,2017-01-05,0.0,8.8,1.3
371,2017-01-06,0.5,4.4,1.9
372,2017-01-07,0.5,5.5,2.4
373,2017-01-08,1.5,0.5,4.7
374,2017-01-09,0.5,1.5,6.7
375,2017-01-10,0.0,9.3,5.1
376,2017-01-11,0.0,6.6,4.8
377,2017-01-12,0.0,2.0,4.3
378,2017-01-13,1.0,0.3,6.9
379,2017-01-14,1.0,0.0,7.7
380,2017-01-15,0.0,0.2,7.5
381,2017-01-16,0.0,0.2,7.7
382,2017-01-17,0.0,1.4,5.3
383,2017-01-18,0.0,5.8,5.5
384,2017-01-19,5.5,0.0,3.7
385,2017-01-20,0.0,0.0,8.1
386,2017-01-21,0.5,0.3,6.0
387,2017-01-22,0.0,2.5,7.0
388,2017-01-23,0.0,2.4,7.3
389,2017-01-24,0.0,0.7,5.9
390,2017-01-25,64.0,0.0,5.8
391,2017-01-26,1.5,4.0,6.8
392,2017-01-27,0.0,1.5,2.6
393,2017-01-28,0.0,7.8,4.0
394,2017-01-29,0.0,10.4,2.5
395,2017-01-30,0.0,5.6,5.7
396,2017-01-31,0.0,0.0,6.9
397,2017-02-01,1.0,0.6,6.7
398,2017-02-02,0.0,0.5,7.6
399,2017-02-03,0.5,3.2,4.2
400,2017-02-04,0.0,0.1,4.5
401,2017-02-05,0.0,3.4,3.9
402,2017-02-06,0.0,1.5,7.8
403,2017-02-07,0.0,0.2,5.3
404,2017-02-08,0.0,8.2,2.1
405,2017-02-09,2.5,0.0,8.9
406,2017-02-10,0.0,0.1,7.3
407,2017-02-11,0.0,1.0,6.8
408,2017-02-12,0.0,2.6,6.1
409,2017-02-13,0.0,5.8,5.3
410,2017-02-14,0.0,7.4,4.2
411,2017-02-15,0.0,6.8,3.9
412,2017-02-16,0.0,10.4,5.1
413,2017-02-17,0.0,8.4,1.6
414,2017-02-18,0.0,4.0,4.3
415,2017-02-19,0.0,6.6,5.3
416,2017-02-20,64.0,0.1,5.7
417,2017-02-21,7.5,0.4,6.0
418,2017-02-22,3.5,0.7,6.1
419,2017-02-23,22.5,0.0,7.5
420,2017-02-24,3.0,0.0,6.2
421,2017-02-25,1.0,0.0,5.8
422,2017-02-26,1.5,0.7,7.2
423,2017-02-27,0.0,0.8,6.3
424,2017-02-28,2.5,1.6,5.0
425,2017-03-01,6.0,1.6,4.7
426,2017-03-02,0.0,3.1,7.1
427,2017-03-03,0.0,7.8,4.3
428,2017-03-04,0.0,7.1,3.5
429,2017-03-05,0.0,9.4,4.8
430,2017-03-06,25.0,0.6,7.0
431,2017-03-07,0.0,0.2,6.0
432,2017-03-08,0.0,0.1,5.2
433,2017-03-09,0.0,0.3,6.5
434,2017-03-10,18.0,0.0,7.9
435,2017-03-11,17.5,3.8,8.4
436,2017-03-12,0.0,9.9,4.3
437,2017-03-13,0.0,8.3,3.2
438,2017-03-14,2.0,0.0,7.5
439,2017-03-15,0.0,2.8,5.2
440,2017-03-16,0.0,4.5,1.6
441,2017-03-17,0.0,0.4,2.2
442,2017-03-18,0.5,9.6,3.6
443,2017-03-19,4.0,0.4,2.3
444,2017-03-20,0.0,6.5,3.7
445,2017-03-21,1.0,0.0,5.6
446,2017-03-22,0.0,2.1,4.7
447,2017-03-23,6.0,2.4,5.3
448,2017-03-24,0.0,8.8,3.1
449,2017-03-25,1.0,3.3,4.2
450,2017-03-26,0.0,0.0,6.6
451,2017-03-27,0.0,11.1,5.2
452,2017-03-28,0.0,10.3,3.5
453,2017-03-29,0.0,5.4,3.0
454,2017-03-30,0.0,8.8,3.4
455,2017-03-31,2.5,7.1,5.6
456,2017-04-01,1.0,0.8,7.7
457,2017-04-02,0.0,11.0,5.9
458,2017-04-03,0.0,9.6,2.9
459,2017-04-04,0.0,9.7,4.0
460,2017-04-05,0.0,8.1,5.5
461,2017-04-06,0.0,3.5,4.8
462,2017-04-07,0.0,2.1,3.7
463,2017-04-08,0.0,10.8,3.1
464,2017-04-09,0.0,4.5,3.9
465,2017-04-10,0.0,7.7,3.9
466,2017-04-11,0.0,2.6,4.3
467,2017-04-12,2.0,0.0,5.8
468,2017-04-13,0.5,0.1,4.0
469,2017-04-14,1.0,0.5,3.8
470,2017-04-15,11.5,0.9,4.1
471,2017-04-16,0.0,8.2,4.2
472,2017-04-17,0.0,2.8,4.4
473,2017-04-18,0.0,7.8,3.7
474,2017-04-19,0.0,8.2,3.9
475,2017-04-20,4.0,4.9,4.0
476,2017-04-21,0.0,5.4,4.1
477,2017-04-22,0.5,0.0,7.1
478,2017-04-23,0.5,4.9,4.2
479,2017-04-24,0.5,1.7,3.7
480,2017-04-25,36.0,0.2,5.6
481,2017-04-26,117.0,0.1,5.0
482,2017-04-27,4.5,0.0,7.2
483,2017-04-28,0.0,7.2,5.3
484,2017-04-29,0.0,12.4,2.7
485,2017-04-30,0.0,11.6,2.7
486,2017-05-01,0.0,9.9,3.8
487,2017-05-02,14.0,0.4,4.6
488,2017-05-03,0.0,6.8,2.0
489,2017-05-04,0.0,9.6,2.6
490,2017-05-05,6.0,2.8,2.7
491,2017-05-06,3.5,6.0,2.0
492,2017-05-07,11.5,4.1,4.4
493,2017-05-08,0.0,7.1,4.2
494,2017-05-09,0.0,10.8,5.0
495,2017-05-10,6.0,8.4,3.8
496,2017-05-11,1.5,7.3,3.9
497,2017-05-12,0.0,8.5,4.9
498,2017-05-13,1.5,7.6,4.7
499,2017-05-14,18.0,7.2,3.8
500,2017-05-15,53.0,5.8,3.3
501,2017-05-16,40.0,0.1,3.7
502,2017-05-17,5.5,0.0,5.0
503,2017-05-18,0.0,6.2,5.2
504,2017-05-19,0.5,1.1,5.1
505,2017-05-20,8.5,0.0,4.6
506,2017-05-21,14.5,3.1,5.1
507,2017-05-22,0.5,6.6,3.2
508,2017-05-23,0.0,4.8,1.9
509,2017-05-24,24.5,6.8,3.6
510,2017-05-25,0.0,0.2,4.4
511,2017-05-26,0.0,1.5,4.2
512,2017-05-27,0.0,0.1,5.1
513,2017-05-28,1.5,0.0,7.3
514,2017-05-29,0.0,3.9,5.0
515,2017-05-30,0.0,6.8,3.3
516,2017-05-31,43.5,7.0,3.4
