Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight
88,2016-03-29,5.3,13.2,-3.6,10.3
89,2016-03-30,10.1,19.0,1.4,8.9
90,2016-03-31,7.1,15.3,-1.0,10.2
91,2016-04-01,4.1,11.3,-2.0,4.5
92,2016-04-02,5.5,7.9,0.9,0.0
93,2016-04-03,12.8,17.0,6.9,3.7
94,2016-04-04,9.4,13.6,6.2,0.0
95,2016-04-05,7.9,13.6,2.9,9.5
96,2016-04-06,9.8,16.8,3.4,10.4
97,2016-04-07,9.7,15.1,3.0,0.0
98,2016-04-08,11.8,14.9,5.9,4.4
99,2016-04-09,11.2,20.2,1.0,10.4
100,2016-04-10,9.9,21.1,3.8,5.1
101,2016-04-11,4.4,8.8,0.3,7.8
102,2016-04-12,5.0,12.5,-3.1,10.6
103,2016-04-13,10.5,14.6,5.6,0.7
104,2016-04-14,12.7,18.1,9.8,3.3
105,2016-04-15,8.5,12.7,1.0,10.3
106,2016-04-16,9.1,17.4,-1.9,9.7
107,2016-04-17,14.4,18.1,9.4,0.3
108,2016-04-18,13.5,18.6,10.3,3.6
109,2016-04-19,11.1,19.2,5.0,7.5
110,2016-04-20,8.8,16.4,0.7,10.7
111,2016-04-21,12.9,17.4,7.4,0.6
112,2016-04-22,11.5,15.8,7.4,0.7
113,2016-04-23,15.2,22.8,7.5,6.9
114,2016-04-24,11.2,19.1,3.2,5.3
115,2016-04-25,11.6,20.1,2.4,8.0
116,2016-04-26,15.0,24.7,5.9,10.9
117,2016-04-27,10.6,16.1,5.9,8.7
118,2016-04-28,10.1,11.9,7.9,0.0
119,2016-04-29,9.7,14.6,5.5,5.5
120,2016-04-30,9.3,15.3,1.2,7.7
121,2016-05-01,12.1,19.0,7.6,2.1
122,2016-05-02,11.4,18.2,7.6,0.8
123,2016-05-03,17.1,22.9,9.6,6.8
124,2016-05-04,15.1,19.4,7.8,0.2
125,2016-05-05,13.7,20.1,5.9,5.8
126,2016-05-06,14.7,22.4,6.6,4.5
127,2016-05-07,17.8,25.8,13.3,8.4
128,2016-05-08,14.5,20.9,5.9,11.2
129,2016-05-09,13.7,20.7,4.1,7.0
130,2016-05-10,13.8,16.4,12.0,0.0
131,2016-05-11,14.9,19.5,12.0,0.0
132,2016-05-12,15.2,21.3,9.1,12.2
133,2016-05-13,17.5,27.1,8.7,9.7
134,2016-05-14,13.0,17.2,6.8,5.9
135,2016-05-15,12.1,19.6,5.3,12.2
136,2016-05-16,15.2,21.3,8.2,6.7
137,2016-05-17,13.6,16.6,7.6,0.0
138,2016-05-18,13.5,23.5,4.0,12.3
139,2016-05-19,12.4,20.8,4.0,11.6
140,2016-05-20,11.3,17.0,5.6,3.1
141,2016-05-21,13.1,19.5,6.3,2.1
142,2016-05-22,17.2,25.8,8.4,12.3
143,2016-05-23,17.8,29.8,6.2,12.3
144,2016-05-24,18.2,26.8,8.7,7.4
145,2016-05-25,19.8,22.5,16.5,0.0
146,2016-05-26,21.9,29.3,16.6,5.4
147,2016-05-27,16.5,19.6,11.3,1.2
148,2016-05-28,16.0,24.3,9.9,6.9
149,2016-05-29,17.4,25.7,8.7,10.3
150,2016-05-30,16.5,19.6,13.1,0.0
151,2016-05-31,17.9,25.5,12.0,8.6
152,2016-06-01,15.2,19.7,12.2,9.2
153,2016-06-02,13.0,18.6,6.3,8.0
154,2016-06-03,13.3,22.1,3.7,12.6
155,2016-06-04,19.2,27.9,8.5,9.0
156,2016-06-05,19.5,26.5,13.8,5.3
157,2016-06-06,15.2,19.2,13.0,2.0
158,2016-06-07,16.9,22.6,13.8,3.8
159,2016-06-08,19.7,24.9,16.1,7.6
160,2016-06-09,19.0,21.4,16.3,0.2
161,2016-06-10,19.3,27.1,11.5,12.4
162,2016-06-11,19.1,28.9,9.6,12.4
163,2016-06-12,20.2,27.2,13.2,8.5
164,2016-06-13,16.2,19.3,14.5,0.0
165,2016-06-14,16.0,19.5,14.0,0.3
166,2016-06-15,15.4,17.8,13.9,0.0
167,2016-06-16,17.9,20.0,15.4,0.0
168,2016-06-17,21.0,26.6,16.9,5.2
169,2016-06-18,21.5,28.1,14.2,11.9
170,2016-06-19,19.5,27.1,12.1,4.9
171,2016-06-20,21.3,27.9,15.5,9.3
172,2016-06-21,19.5,24.6,14.0,3.7
173,2016-06-22,19.4,24.0,17.3,1.9
174,2016-06-23,18.5,20.3,16.8,0.0
175,2016-06-24,18.5,21.6,16.3,0.6
176,2016-06-25,19.7,22.4,17.1,0.0
177,2016-06-26,19.7,24.5,15.8,6.3
178,2016-06-27,19.7,26.7,15.3,8.1
179,2016-06-28,16.5,18.2,15.7,0.0
180,2016-06-29,18.4,21.8,15.1,2.0
181,2016-06-30,19.0,22.4,17.4,0.3
182,2016-07-01,22.4,30.5,15.7,8.0
183,2016-07-02,23.6,28.1,18.7,2.0
184,2016-07-03,24.9,29.4,21.1,2.0
185,2016-07-04,22.1,25.8,17.1,0.3
186,2016-07-05,15.8,17.4,15.0,0.0
187,2016-07-06,19.7,23.0,15.2,1.9
188,2016-07-07,20.7,25.8,16.2,0.8
189,2016-07-08,22.7,30.1,16.4,5.8
190,2016-07-09,20.4,22.7,17.1,0.0
191,2016-07-10,22.7,29.8,16.7,11.2
192,2016-07-11,22.3,29.9,16.5,11.3
193,2016-07-12,20.3,28.3,14.8,6.7
194,2016-07-13,21.3,25.0,16.1,0.9
195,2016-07-14,23.3,28.0,20.8,2.4
196,2016-07-15,19.1,21.0,16.9,0.0
197,2016-07-16,20.0,25.4,15.4,1.9
198,2016-07-17,23.1,28.2,18.8,1.3
199,2016-07-18,24.0,29.9,20.9,2.9
200,2016-07-19,23.4,30.7,18.0,7.3
201,2016-07-20,19.4,23.8,15.8,2.5
202,2016-07-21,18.2,20.2,17.1,0.0
203,2016-07-22,17.3,20.6,16.0,1.0
204,2016-07-23,17.0,19.9,15.3,0.0
205,2016-07-24,19.0,23.9,16.2,1.5
206,2016-07-25,20.7,25.9,16.4,5.9
207,2016-07-26,20.5,23.8,17.3,0.3
208,2016-07-27,21.6,25.3,19.0,0.3
209,2016-07-28,24.0,29.3,20.7,5.5
210,2016-07-29,24.1,30.9,18.7,11.3
211,2016-07-30,23.6,31.8,16.2,12.0
212,2016-07-31,22.3,27.1,17.3,2.7
213,2016-08-01,23.2,27.1,20.7,2.6
214,2016-08-02,23.1,28.2,19.5,3.4
215,2016-08-03,22.9,27.8,19.3,1.9
216,2016-08-04,24.0,29.4,19.0,8.2
217,2016-08-05,25.8,33.9,19.2,11.2
218,2016-08-06,24.9,31.0,19.0,10.8
219,2016-08-07,23.9,30.0,19.4,8.7
220,2016-08-08,22.4,25.1,19.4,0.1
221,2016-08-09,25.7,30.5,21.2,8.9
222,2016-08-10,23.3,28.3,20.0,3.7
223,2016-08-11,21.0,25.5,15.6,3.8
224,2016-08-12,19.2,26.4,12.3,7.4
225,2016-08-13,18.5,27.1,11.8,8.1
226,2016-08-14,19.2,26.3,12.7,5.7
227,2016-08-15,22.7,26.8,18.0,2.5
228,2016-08-16,24.6,29.0,20.7,8.1
229,2016-08-17,25.0,31.5,21.8,4.2
230,2016-08-18,22.0,23.3,20.4,0.0
231,2016-08-19,23.7,27.6,21.9,4.7
232,2016-08-20,23.1,24.6,21.3,0.0
233,2016-08-21,25.1,31.6,21.4,6.5
234,2016-08-22,23.7,26.5,21.5,0.4
235,2016-08-23,23.4,28.8,20.1,3.0
236,2016-08-24,22.5,26.8,20.6,2.2
237,2016-08-25,24.5,29.1,20.8,6.1
238,2016-08-26,25.2,31.5,20.0,10.0
239,2016-08-27,18.8,22.9,17.0,0.0
240,2016-08-28,18.8,21.3,17.1,0.0
241,2016-08-29,22.5,24.1,19.0,0.0
242,2016-08-30,21.9,23.9,18.9,1.4
243,2016-08-31,21.3,27.9,15.8,8.6
244,2016-09-01,21.0,28.7,14.9,7.8
245,2016-09-02,21.0,27.7,16.0,5.5
246,2016-09-03,21.8,26.6,18.3,4.5
247,2016-09-04,22.5,26.5,19.6,2.6
248,2016-09-05,24.4,30.5,18.7,7.2
249,2016-09-06,25.5,31.7,21.6,7.5
250,2016-09-07,21.7,25.0,19.5,0.9
251,2016-09-08,21.5,23.8,19.4,0.0
252,2016-09-09,22.3,26.5,19.3,7.0
253,2016-09-10,21.8,28.1,16.6,8.9
254,2016-09-11,19.9,24.4,16.9,1.6
255,2016-09-12,19.0,20.4,18.1,0.0
256,2016-09-13,18.4,19.6,17.5,0.0
257,2016-09-14,20.7,25.4,17.6,0.9
258,2016-09-15,20.5,25.8,17.5,4.2
259,2016-09-16,19.7,22.5,17.8,0.0
260,2016-09-17,20.4,24.6,17.7,0.2
261,2016-09-18,18.4,19.8,17.8,0.0
262,2016-09-19,17.8,18.7,17.0,0.0
263,2016-09-20,16.1,17.5,14.5,0.0
264,2016-09-21,15.5,18.3,13.3,1.3
265,2016-09-22,16.6,17.7,15.4,0.0
266,2016-09-23,18.8,22.5,17.0,0.0
267,2016-09-24,18.2,20.3,16.7,0.0
268,2016-09-25,20.3,26.6,14.6,6.3
269,2016-09-26,19.4,23.7,17.9,0.0
270,2016-09-27,21.5,28.4,18.0,4.9
271,2016-09-28,21.6,24.6,19.5,0.0
272,2016-09-29,18.1,20.1,12.8,0.3
273,2016-09-30,14.1,20.2,7.0,7.8
274,2016-10-01,16.3,20.7,14.4,0.5
275,2016-10-02,18.3,25.3,13.8,7.0
276,2016-10-03,19.6,23.4,14.2,0.0
277,2016-10-04,20.7,24.9,12.6,3.2
278,2016-10-05,16.7,21.8,10.9,1.0
279,2016-10-06,19.8,23.7,14.6,7.9
280,2016-10-07,13.4,19.1,9.3,9.8
281,2016-10-08,17.8,20.3,11.7,0.0
282,2016-10-09,16.4,20.1,11.7,0.2
283,2016-10-10,12.2,18.5,8.7,4.9
284,2016-10-11,10.9,16.1,7.0,3.8
285,2016-10-12,10.9,18.5,3.8,6.9
286,2016-10-13,9.1,15.6,5.2,1.5
287,2016-10-14,8.8,17.4,2.2,9.2
288,2016-10-15,9.6,19.3,1.6,9.1
289,2016-10-16,11.3,21.5,2.1,9.7
290,2016-10-17,16.2,18.6,10.1,0.0
291,2016-10-18,18.0,24.2,13.4,4.7
292,2016-10-19,14.8,20.0,9.7,7.4
293,2016-10-20,16.4,21.8,11.8,9.3
294,2016-10-21,10.3,15.6,3.3,8.9
295,2016-10-22,10.1,17.0,1.1,3.5
296,2016-10-23,10.7,17.0,4.1,5.6
297,2016-10-24,7.6,14.3,0.8,9.4
298,2016-10-25,10.0,16.4,-0.2,6.5
299,2016-10-26,17.1,22.8,13.0,6.6
300,2016-10-27,11.2,16.3,5.5,5.4
301,2016-10-28,8.3,9.7,7.0,0.0
302,2016-10-29,8.6,13.9,2.9,1.4
303,2016-10-30,5.6,12.4,1.5,5.8
304,2016-10-31,8.2,16.6,0.6,1.1
305,2016-11-01,8.3,16.6,2.5,1.4
306,2016-11-02,4.0,9.7,-0.6,2.6
307,2016-11-03,7.7,13.1,3.9,7.8
308,2016-11-04,6.6,12.0,0.2,5.5
309,2016-11-05,8.3,17.7,-0.9,5.2
310,2016-11-06,8.4,13.6,-0.9,4.6
311,2016-11-07,1.6,8.7,-2.9,7.9
312,2016-11-08,5.7,12.0,-3.1,2.4
313,2016-11-09,4.5,8.1,1.9,7.5
314,2016-11-10,3.5,7.5,-0.5,1.9
315,2016-11-11,5.4,7.7,1.6,0.0
316,2016-11-12,7.7,14.8,1.2,8.2
317,2016-11-13,7.1,18.9,-0.9,8.7
318,2016-11-14,9.7,15.1,1.8,1.6
319,2016-11-15,12.8,19.8,7.3,6.0
320,2016-11-16,5.6,9.3,-0.9,8.5
321,2016-11-17,3.4,11.3,-2.1,6.0
322,2016-11-18,4.2,13.0,-4.0,8.7
323,2016-11-19,8.7,14.3,3.4,0.0
324,2016-11-20,13.1,19.4,7.0,4.2
325,2016-11-21,7.0,10.8,1.9,0.1
326,2016-11-22,10.0,17.3,6.1,6.8
327,2016-11-23,4.2,8.3,0.0,7.3
328,2016-11-24,-0.6,1.0,-4.7,0.5
329,2016-11-25,-1.0,5.9,-7.1,2.1
330,2016-11-26,3.0,10.1,-3.2,6.2
331,2016-11-27,6.7,11.6,3.6,0.0
332,2016-11-28,5.7,7.5,2.5,4.1
333,2016-11-29,4.3,7.5,1.3,5.5
334,2016-11-30,1.7,7.5,-3.5,5.9
335,2016-12-01,8.5,13.7,2.9,1.1
336,2016-12-02,6.1,8.4,4.1,7.7
337,2016-12-03,6.8,12.6,1.5,7.3
338,2016-12-04,6.0,14.5,-1.3,5.4
339,2016-12-05,7.4,13.1,3.0,5.7
340,2016-12-06,3.8,10.4,0.8,8.0
341,2016-12-07,2.1,6.7,-1.5,8.3
342,2016-12-08,0.6,6.8,-2.9,5.0
343,2016-12-09,5.2,12.4,-1.9,7.7
344,2016-12-10,2.2,5.0,-1.4,7.9
345,2016-12-11,0.6,3.5,-1.0,7.8
346,2016-12-12,0.2,5.6,-4.0,7.6
347,2016-12-13,4.7,13.8,-2.7,4.9
348,2016-12-14,1.7,5.3,0.0,0.0
349,2016-12-15,-0.2,2.6,-4.2,6.8
350,2016-12-16,-1.5,2.6,-5.7,7.2
351,2016-12-17,1.9,5.0,-1.8,6.4
352,2016-12-18,6.6,11.2,1.1,7.0
353,2016-12-19,6.4,11.6,-0.5,3.6
354,2016-12-20,5.0,12.8,-1.0,5.4
355,2016-12-21,4.5,13.8,-0.8,7.5
356,2016-12-22,13.1,16.8,-0.4,3.0
357,2016-12-23,8.5,15.6,3.1,6.4
358,2016-12-24,1.7,6.2,-2.7,6.5
359,2016-12-25,0.6,5.6,-4.3,3.7
360,2016-12-26,4.5,11.4,-4.4,3.5
361,2016-12-27,7.0,10.7,2.0,0.0
362,2016-12-28,0.0,2.7,-3.9,1.7
363,2016-12-29,0.4,6.5,-5.9,4.8
364,2016-12-30,0.2,2.8,-1.7,7.4
365,2016-12-31,2.1,6.4,-2.0,1.8
366,2017-01-01,3.3,6.8,-0.9,4.0
367,2017-01-02,6.1,10.5,2.4,1.5
368,2017-01-03,1.9,5.8,-2.2,2.8
369,2017-01-04,2.2,5.3,-0.2,1.0
370,2017-01-05,0.2,3.9,-2.3,7.0
371,2017-01-06,-0.8,4.1,-5.4,6.4
372,2017-01-07,-1.1,6.4,-7.3,6.1
373,2017-01-08,0.3,6.0,-5.6,3.5
374,2017-01-09,2.8,5.4,-0.3,0.0
375,2017-01-10,3.0,7.9,-1.1,7.6
376,2017-01-11,-0.6,2.6,-2.4,7.9
377,2017-01-12,-0.5,3.1,-2.1,5.3
378,2017-01-13,-2.0,4.4,-5.7,2.9
379,2017-01-14,-4.8,-0.9,-7.7,0.4
380,2017-01-15,-5.2,-2.1,-7.5,1.9
381,2017-01-16,-1.8,1.2,-6.2,8.1
382,2017-01-17,-1.8,3.8,-7.1,5.5
383,2017-01-18,-1.3,5.3,-6.8,8.1
384,2017-01-19,1.1,3.9,-3.2,5.0
385,2017-01-20,-1.5,2.1,-6.5,0.1
386,2017-01-21,-0.7,2.8,-6.2,6.3
387,2017-01-22,-0.6,6.0,-6.8,8.5
388,2017-01-23,-2.6,-0.1,-6.4,4.6
389,2017-01-24,-4.2,-0.8,-9.5,7.7
390,2017-01-25,-2.7,1.2,-10.2,7.1
391,2017-01-26,-1.5,4.2,-7.0,8.2
392,2017-01-27,3.0,9.2,-7.2,3.9
393,2017-01-28,1.1,4.8,-3.7,4.8
394,2017-01-29,1.2,5.9,-3.4,1.9
395,2017-01-30,2.9,8.9,-1.2,4.9
396,2017-01-31,-0.8,2.1,-4.5,8.2
397,2017-02-01,1.1,6.1,-3.9,3.0
398,2017-02-02,-2.4,0.1,-4.8,5.4
399,2017-02-03,1.1,4.1,-2.4,4.7
400,2017-02-04,1.9,6.4,-3.5,8.6
401,2017-02-05,1.2,9.3,-5.3,0.8
402,2017-02-06,3.1,6.6,0.4,6.8
403,2017-02-07,-1.4,1.0,-3.5,5.1
404,2017-02-08,-0.6,2.6,-3.7,3.5
405,2017-02-09,-0.6,0.8,-1.3,0.0
406,2017-02-10,-0.9,2.1,-3.7,3.0
407,2017-02-11,-1.1,2.2,-3.8,9.2
408,2017-02-12,-0.3,3.4,-4.5,5.5
409,2017-02-13,0.6,4.4,-2.3,9.3
410,2017-02-14,-0.3,4.6,-4.6,6.3
411,2017-02-15,0.1,4.5,-5.8,8.7
412,2017-02-16,3.1,11.6,-3.0,9.4
413,2017-02-17,4.7,15.6,-4.6,7.1
414,2017-02-18,0.6,4.6,-2.1,8.9
415,2017-02-19,-0.9,3.3,-3.5,8.5
416,2017-02-20,2.4,10.0,-4.9,2.0
417,2017-02-21,-1.0,1.9,-3.5,5.9
418,2017-02-22,2.2,6.9,-4.9,7.4
419,2017-02-23,6.4,12.3,2.1,3.1
420,2017-02-24,0.2,2.9,-2.3,9.4
421,2017-02-25,0.1,6.2,-6.7,8.4
422,2017-02-26,1.7,8.1,-3.8,8.4
423,2017-02-27,0.4,5.4,-2.3,6.5
424,2017-02-28,-1.5,4.0,-6.3,6.4
425,2017-03-01,0.1,8.3,-7.5,8.3
426,2017-03-02,3.2,6.1,-0.3,0.0
427,2017-03-03,2.6,8.4,-0.7,4.2
428,2017-03-04,3.8,11.3,-3.0,8.7
429,2017-03-05,4.1,11.4,-1.1,5.5
430,2017-03-06,4.3,10.1,-1.5,1.3
431,2017-03-07,0.9,4.8,-1.9,5.5
432,2017-03-08,0.0,4.3,-4.4,7.3
433,2017-03-09,1.5,8.3,-5.4,8.6
434,2017-03-10,2.2,7.1,-2.2,8.3
435,2017-03-11,0.5,6.6,-4.4,5.6
436,2017-03-12,-0.5,8.2,-7.0,9.8
437,2017-03-13,2.0,6.7,-4.5,0.3
438,2017-03-14,2.8,5.5,0.2,0.0
439,2017-03-15,-0.4,0.5,-3.5,0.0
440,2017-03-16,0.8,5.4,-6.3,9.1
441,2017-03-17,1.9,7.0,-1.3,4.9
442,2017-03-18,4.1,9.6,-1.6,7.3
443,2017-03-19,4.0,9.4,-2.0,2.3
444,2017-03-20,4.5,11.0,-2.3,9.4
445,2017-03-21,3.8,7.2,-0.7,0.0
446,2017-03-22,4.2,9.0,-1.2,8.4
447,2017-03-23,2.0,8.2,-2.5,5.8
448,2017-03-24,0.0,5.9,-4.0,3.1
449,2017-03-25,0.6,7.8,-6.1,7.9
450,2017-03-26,2.1,7.0,-3.3,0.2
451,2017-03-27,0.6,1.3,0.2,0.0
452,2017-03-28,2.0,5.5,-1.1,6.5
453,2017-03-29,2.3,8.5,-3.1,10.1
454,2017-03-30,6.3,14.3,-2.5,7.3
455,2017-03-31,4.0,6.7,1.6,0.0
456,2017-04-01,1.7,3.3,0.6,0.0
457,2017-04-02,2.5,9.5,-2.4,4.9
458,2017-04-03,2.6,10.7,-4.9,5.9
459,2017-04-04,4.7,12.1,-0.9,5.3
460,2017-04-05,8.6,19.9,-2.7,10.5
461,2017-04-06,12.0,19.7,1.7,7.4
462,2017-04-07,13.1,17.6,6.2,1.8
463,2017-04-08,11.6,18.3,5.4,1.2
464,2017-04-09,9.6,14.3,1.9,0.0
465,2017-04-10,5.5,13.3,-1.1,8.4
466,2017-04-11,5.8,9.7,-2.2,0.0
467,2017-04-12,8.2,13.3,3.3,7.8
468,2017-04-13,5.8,10.4,0.5,10.7
469,2017-04-14,9.4,19.5,-2.0,10.3
470,2017-04-15,11.6,21.4,1.6,7.1
471,2017-04-16,15.7,23.7,3.9,9.5
472,2017-04-17,12.8,15.9,9.8,2.7
473,2017-04-18,13.5,18.6,9.4,3.5
474,2017-04-19,9.4,16.4,4.2,6.2
475,2017-04-20,8.9,14.0,5.7,6.1
476,2017-04-21,10.8,16.7,6.6,1.4
477,2017-04-22,8.7,15.6,2.6,6.8
478,2017-04-23,6.8,14.8,-0.2,8.0
479,2017-04-24,8.7,15.4,2.3,10.8
480,2017-04-25,12.4,19.8,5.1,11.4
481,2017-04-26,12.8,16.5,9.6,0.8
482,2017-04-27,9.6,15.1,3.2,5.8
483,2017-04-28,7.9,16.2,-0.5,6.8
484,2017-04-29,9.1,21.0,-0.7,6.5
485,2017-04-30,13.9,23.0,4.3,11.6
486,2017-05-01,10.4,17.6,2.8,2.5
487,2017-05-02,9.6,18.2,0.6,11.5
488,2017-05-03,13.0,24.5,-0.1,11.2
489,2017-05-04,13.7,23.8,5.2,7.4
490,2017-05-05,16.9,24.8,9.9,9.0
491,2017-05-06,16.8,25.3,8.3,2.3
492,2017-05-07,16.0,22.2,11.8,8.5
493,2017-05-08,16.1,24.6,6.9,11.9
494,2017-05-09,14.4,21.6,6.1,7.1
495,2017-05-10,14.9,18.1,12.5,0.0
496,2017-05-11,15.4,20.7,11.2,5.2
497,2017-05-12,16.5,24.4,9.8,8.3
498,2017-05-13,13.8,14.6,12.8,0.0
499,2017-05-14,12.2,14.5,10.4,0.0
500,2017-05-15,13.0,16.5,10.5,0.0
501,2017-05-16,13.7,18.7,9.7,8.1
502,2017-05-17,12.5,16.2,10.2,1.0
503,2017-05-18,13.4,19.1,9.9,4.9
504,2017-05-19,15.8,24.5,7.2,11.2
505,2017-05-20,18.3,28.2,8.6,12.2
506,2017-05-21,19.7,28.9,9.1,12.3
507,2017-05-22,21.3,31.7,12.5,12.1
508,2017-05-23,19.8,28.4,11.8,10.2
509,2017-05-24,18.4,23.6,14.1,0.4
510,2017-05-25,15.7,18.1,13.8,0.0
511,2017-05-26,14.6,17.7,13.4,0.7
512,2017-05-27,14.5,17.8,12.9,0.1
513,2017-05-28,15.3,21.0,9.2,8.5
514,2017-05-29,17.7,27.6,6.5,12.3
515,2017-05-30,21.0,29.8,11.9,11.6
516,2017-05-31,21.9,28.7,15.3,6.4
