,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
29,2016-01-30,-8.7,-3.3,-14.6,,6.9,18.0,,3.6,2.0,1018.0,64.0,1023.2,8.0
30,2016-01-31,-6.3,-1.8,-12.1,0.0,9.5,18.0,,5.0,2.1,1011.8,57.0,1016.9,1.8
31,2016-02-01,-9.9,-2.3,-16.8,,7.6,17.0,,3.7,1.9,1012.9,66.0,1018.1,2.5
32,2016-02-02,-9.2,-2.4,-18.6,,9.5,17.0,,4.9,2.2,1009.5,69.0,1014.7,2.5
33,2016-02-03,-7.6,-2.7,-12.4,,9.5,17.0,,3.7,2.3,1014.1,66.0,1019.3,1.0
34,2016-02-04,-5.7,1.0,-15.6,,8.4,17.0,,4.5,3.4,1011.3,78.0,1016.4,5.5
35,2016-02-05,-2.0,2.2,-5.8,0.0,9.3,17.0,,6.8,3.0,1005.0,60.0,1010.1,2.0
36,2016-02-06,-5.2,-0.4,-11.4,,9.7,17.0,,4.1,2.4,1006.8,59.0,1011.9,0.5
37,2016-02-07,-5.0,-1.4,-12.0,,9.7,17.0,,6.7,2.2,1006.3,52.0,1011.4,3.0
38,2016-02-08,-5.6,-2.0,-10.0,0.0,9.7,17.0,,5.2,2.5,1012.8,62.0,1018.0,4.3
39,2016-02-09,-1.5,2.0,-6.7,4.0,0.0,19.0,3.0,4.7,5.1,1002.8,90.0,1007.9,10.0
40,2016-02-10,-0.4,3.1,-3.2,,7.1,18.0,,5.5,3.8,1003.6,64.0,1008.6,6.0
41,2016-02-11,-2.4,1.7,-5.7,,9.2,17.0,,5.0,3.1,1021.9,61.0,1027.0,2.8
42,2016-02-12,-3.3,1.2,-10.9,,5.1,16.0,,3.0,4.0,1023.1,80.0,1028.3,7.0
43,2016-02-13,2.5,5.7,-0.3,0.0,2.7,16.0,,4.2,6.1,1008.7,83.0,1013.7,9.0
44,2016-02-14,1.0,3.6,-0.5,10.5,0.0,14.0,2.0,6.0,6.0,989.8,92.0,994.7,10.0
45,2016-02-15,-2.9,1.1,-7.6,0.5,5.4,11.0,1.0,7.9,2.7,992.4,53.0,997.4,3.3
46,2016-02-16,-4.1,-1.1,-8.6,,10.4,10.0,,6.7,2.3,1001.2,49.0,1006.3,1.0
47,2016-02-17,-4.7,1.0,-11.2,,8.2,10.0,,7.2,2.3,1002.4,56.0,1007.5,4.5
48,2016-02-18,-0.6,2.6,-5.5,,9.5,10.0,,7.3,4.3,1012.1,71.0,1017.1,1.8
49,2016-02-19,0.0,4.4,-6.5,0.0,7.8,8.0,,4.7,5.2,1012.9,85.0,1018.0,3.5
50,2016-02-20,2.1,4.4,-1.3,6.5,6.9,14.0,9.0,6.3,4.9,1019.4,70.0,1024.4,7.0
51,2016-02-21,-0.7,1.9,-3.2,15.5,3.7,24.0,11.0,8.4,4.2,1002.4,74.0,1007.4,9.3
52,2016-02-22,-2.5,1.0,-6.1,,10.4,19.0,,6.7,2.8,1018.7,57.0,1023.9,2.8
53,2016-02-23,-4.5,1.6,-11.8,1.0,0.7,18.0,2.0,3.4,3.6,1014.7,78.0,1019.8,8.3
54,2016-02-24,-7.9,-5.0,-13.1,,8.2,17.0,,6.2,1.8,1016.8,52.0,1022.0,6.3
55,2016-02-25,-9.2,-2.4,-18.4,,10.5,16.0,,5.4,1.9,1017.9,63.0,1023.2,2.8
56,2016-02-26,-6.7,-0.2,-15.0,,10.2,16.0,,4.2,2.3,1015.8,64.0,1021.0,2.8
57,2016-02-27,-6.3,0.0,-14.7,,9.8,15.0,,4.2,2.4,1018.9,64.0,1024.1,1.3
58,2016-02-28,-6.2,-1.5,-13.0,,10.6,14.0,,3.5,2.6,1023.6,67.0,1028.8,4.5
59,2016-02-29,-4.1,-1.0,-10.9,13.5,0.0,27.0,13.0,6.7,4.1,1008.5,88.0,1013.6,10.0
60,2016-03-01,-2.5,1.3,-5.5,1.0,8.1,27.0,,8.1,3.3,994.7,63.0,999.7,5.5
61,2016-03-02,-5.0,-0.9,-8.8,,9.3,22.0,,3.8,2.4,1010.6,56.0,1015.7,5.8
62,2016-03-03,-6.8,-1.2,-13.7,0.0,5.7,22.0,,3.5,2.5,1016.6,69.0,1021.8,7.5
63,2016-03-04,-5.3,-0.6,-12.7,,10.6,21.0,,3.7,2.6,1025.9,63.0,1031.1,1.8
64,2016-03-05,-3.7,1.0,-9.4,0.0,9.8,20.0,,3.3,2.9,1030.7,62.0,1035.9,4.3
65,2016-03-06,-2.3,3.4,-10.4,3.5,0.0,19.0,1.0,5.4,4.9,1022.4,87.0,1027.5,9.3
66,2016-03-07,3.9,11.2,0.7,0.0,7.8,16.0,,4.5,6.1,1010.2,78.0,1015.2,7.5
67,2016-03-08,2.0,5.3,0.0,,2.8,10.0,,4.3,5.8,1006.5,83.0,1011.5,10.0
68,2016-03-09,0.6,3.2,-2.4,,9.5,7.0,,9.3,2.9,1009.1,45.0,1014.1,5.5
69,2016-03-10,-2.7,1.1,-8.0,,8.2,7.0,,3.2,3.3,1013.9,67.0,1019.0,4.5
70,2016-03-11,-2.6,1.5,-8.9,,11.0,6.0,,4.2,3.8,1011.4,75.0,1016.5,4.8
71,2016-03-12,-1.7,1.6,-6.7,,9.8,2.0,,4.8,3.3,1017.5,62.0,1022.6,2.3
72,2016-03-13,-1.7,1.9,-7.4,0.5,10.9,0.0,,3.9,4.2,1020.7,77.0,1025.8,2.5
73,2016-03-14,0.4,2.6,-2.0,1.0,2.1,2.0,2.0,3.2,5.9,1012.6,93.0,1017.7,10.0
74,2016-03-15,0.4,3.8,-2.7,,9.5,,,6.0,3.8,1006.0,62.0,1011.0,6.3
75,2016-03-16,1.1,4.9,-5.6,,11.3,,,5.4,4.9,1008.0,72.0,1012.9,0.0
76,2016-03-17,6.2,14.0,1.0,,10.6,,,5.9,5.4,1010.1,61.0,1015.0,1.8
77,2016-03-18,3.7,7.7,-0.4,,5.5,,,3.5,6.8,1011.0,85.0,1015.9,9.3
78,2016-03-19,4.3,8.1,1.8,6.5,0.6,,,4.3,7.7,1001.1,92.0,1006.0,10.0
79,2016-03-20,0.7,4.0,-2.3,,10.9,,,8.3,3.8,1006.1,60.0,1011.1,1.0
80,2016-03-21,0.3,5.0,-3.4,,11.2,,,4.9,3.3,1008.3,53.0,1013.4,2.8
81,2016-03-22,1.3,4.3,-3.0,,11.3,,,5.2,4.4,1004.1,67.0,1009.0,3.0
82,2016-03-23,0.9,5.6,-3.8,0.0,8.5,,,3.4,4.7,1005.4,73.0,1010.4,3.0
83,2016-03-24,-0.1,3.1,-2.7,5.5,1.6,6.0,6.0,4.0,5.1,1010.6,85.0,1015.6,10.0
84,2016-03-25,-1.9,1.9,-6.1,1.0,8.5,5.0,,3.5,4.2,1010.0,79.0,1015.1,6.3
85,2016-03-26,-1.0,3.5,-6.0,,10.9,0.0,,2.8,4.3,1012.9,75.0,1018.0,2.5
86,2016-03-27,1.7,6.3,-5.0,,11.8,,,4.5,5.6,1012.3,80.0,1017.3,0.3
87,2016-03-28,4.6,8.0,1.3,,11.9,,,7.3,6.2,1012.0,73.0,1017.0,2.8
88,2016-03-29,2.3,6.1,-2.5,,11.4,,,3.3,5.1,1019.1,71.0,1024.2,5.3
89,2016-03-30,4.7,9.0,-0.5,3.0,3.1,,,5.8,7.5,1013.6,86.0,1018.6,10.0
90,2016-03-31,5.2,9.6,1.9,1.5,7.8,,,3.3,6.9,1009.0,79.0,1013.9,7.5
91,2016-04-01,3.0,6.7,1.3,1.0,0.8,,,5.1,5.6,1022.9,74.0,1027.9,10.0
92,2016-04-02,2.2,4.1,0.1,,7.7,,,4.0,4.9,1026.7,68.0,1031.7,8.3
93,2016-04-03,4.7,6.1,3.1,2.5,0.0,,,7.5,7.8,1014.3,91.0,1019.3,10.0
94,2016-04-04,4.7,7.2,0.8,,1.9,,,2.5,6.9,1006.4,81.0,1011.4,10.0
95,2016-04-05,3.5,7.8,-1.4,,11.6,,,7.8,6.4,1003.1,81.0,1008.1,4.0
96,2016-04-06,8.0,12.9,3.5,,11.2,,,7.5,4.6,1007.2,46.0,1012.1,3.3
97,2016-04-07,6.2,9.4,2.3,15.5,7.1,,,6.1,7.2,1010.7,75.0,1015.6,7.5
98,2016-04-08,5.9,7.0,4.4,9.5,0.8,,,3.1,8.3,1001.0,90.0,1005.9,10.0
99,2016-04-09,5.4,12.4,0.9,0.5,6.5,,,6.9,5.6,1000.3,64.0,1005.2,3.3
100,2016-04-10,5.5,11.0,1.6,,11.1,,,6.5,3.9,1004.5,43.0,1009.4,1.5
101,2016-04-11,1.9,6.3,0.4,0.5,1.5,,,5.0,4.6,1004.1,65.0,1009.1,10.0
102,2016-04-12,3.7,7.6,0.5,0.0,8.5,,,5.6,4.6,1011.9,58.0,1016.9,7.3
103,2016-04-13,5.3,8.1,1.2,1.0,0.1,,,4.1,7.8,1008.9,86.0,1013.9,10.0
104,2016-04-14,7.9,13.3,4.4,0.0,8.7,,,3.8,9.2,1002.3,88.0,1007.2,5.8
105,2016-04-15,5.7,10.4,2.9,3.5,4.7,,,8.8,6.2,995.4,67.0,1000.3,9.3
106,2016-04-16,6.3,12.9,2.2,,11.8,,,5.8,4.5,1011.1,47.0,1016.0,5.8
107,2016-04-17,5.2,8.6,3.8,38.5,0.0,,,5.7,7.5,1000.2,84.0,1005.1,10.0
108,2016-04-18,5.6,10.5,0.7,0.0,5.4,,,7.9,6.5,994.5,70.0,999.3,8.3
109,2016-04-19,1.8,4.5,0.6,0.5,0.0,,,3.7,5.3,1011.9,76.0,1016.9,10.0
110,2016-04-20,4.6,7.1,1.2,,10.8,,,4.9,7.0,1014.7,82.0,1019.6,6.8
111,2016-04-21,7.8,11.0,4.8,,12.0,,,7.0,7.5,1005.1,72.0,1009.9,7.0
112,2016-04-22,8.9,16.0,2.0,,10.0,,,4.6,6.5,1006.6,60.0,1011.5,4.5
113,2016-04-23,3.0,5.0,1.7,4.5,0.0,,,3.6,7.0,1007.3,92.0,1012.3,10.0
114,2016-04-24,5.7,15.1,2.2,0.0,5.3,,,3.3,7.4,1006.0,82.0,1010.9,7.5
115,2016-04-25,5.7,10.6,0.9,,8.8,,,4.4,7.1,1015.0,78.0,1020.0,7.0
116,2016-04-26,5.7,11.1,3.0,0.5,2.0,,,3.2,7.5,1013.4,82.0,1018.4,10.0
117,2016-04-27,4.0,8.1,1.3,0.5,9.4,,,4.6,6.4,1012.7,79.0,1017.6,6.8
118,2016-04-28,4.6,8.4,1.4,0.5,6.5,,,4.1,6.7,1009.1,79.0,1014.0,8.3
119,2016-04-29,2.2,3.8,0.6,12.0,0.0,0.0,,10.2,5.8,993.3,81.0,998.2,10.0
120,2016-04-30,5.2,10.1,2.1,0.0,4.7,,,9.5,4.4,996.3,51.0,1001.2,7.8
121,2016-05-01,5.8,10.8,2.4,0.0,9.6,,,4.0,5.2,1009.4,57.0,1014.3,4.3
122,2016-05-02,6.3,10.0,0.9,0.0,11.6,,,3.3,6.9,1015.5,72.0,1020.4,3.8
123,2016-05-03,8.7,11.9,6.2,1.0,0.0,,,5.5,10.9,1010.0,96.0,1014.8,10.0
124,2016-05-04,9.0,11.2,5.6,11.0,0.0,,,10.0,11.2,998.3,97.0,1003.1,10.0
125,2016-05-05,9.1,12.2,5.6,0.0,8.1,,,9.1,9.3,996.2,81.0,1001.0,6.0
126,2016-05-06,9.7,14.5,6.8,0.5,10.5,,,4.8,8.3,1008.7,69.0,1013.5,8.5
127,2016-05-07,7.7,12.9,5.6,11.0,0.5,,,6.2,9.4,997.3,90.0,1002.1,7.5
128,2016-05-08,13.8,18.9,8.2,1.0,11.5,,,11.5,5.7,998.4,39.0,1003.1,1.5
129,2016-05-09,10.1,16.3,6.4,,12.5,,,5.0,6.0,1010.7,49.0,1015.5,6.5
130,2016-05-10,10.3,15.5,6.3,0.0,0.0,,,4.9,5.6,1014.0,46.0,1018.9,10.0
131,2016-05-11,6.7,8.4,5.0,31.5,0.0,,,5.9,9.1,1004.7,93.0,1009.5,10.0
132,2016-05-12,8.9,16.6,5.9,0.0,4.3,,,3.6,9.1,1000.2,80.0,1005.0,9.8
133,2016-05-13,10.1,16.8,6.0,,11.9,,,3.2,9.6,1011.6,79.0,1016.4,5.8
134,2016-05-14,12.5,19.2,7.5,,11.8,,,4.3,7.9,1021.7,56.0,1026.5,5.0
135,2016-05-15,9.0,12.9,3.8,,10.3,,,3.2,6.8,1021.0,60.0,1025.9,8.3
136,2016-05-16,7.0,9.9,3.8,0.0,0.0,,,6.4,9.3,1013.5,93.0,1018.4,10.0
137,2016-05-17,8.8,10.3,6.8,2.5,1.4,,,5.7,10.5,1006.7,92.0,1011.5,7.5
138,2016-05-18,11.8,20.0,5.1,,12.1,,,2.8,9.0,1012.1,67.0,1016.9,0.5
139,2016-05-19,11.1,14.7,7.3,,13.1,,,4.1,9.2,1018.1,70.0,1022.9,0.0
140,2016-05-20,11.8,15.2,7.8,,13.0,,,3.3,9.3,1016.5,68.0,1021.3,0.0
141,2016-05-21,12.9,17.5,7.3,,13.2,,,2.9,9.3,1014.0,63.0,1018.8,4.3
142,2016-05-22,13.6,17.2,7.9,,13.7,,,3.0,11.1,1009.9,71.0,1014.7,4.0
143,2016-05-23,14.8,19.4,10.9,,12.0,,,3.5,11.0,1007.6,66.0,1012.4,9.0
144,2016-05-24,12.0,18.3,9.1,,9.2,,,4.9,8.3,1012.8,61.0,1017.6,10.0
145,2016-05-25,10.7,12.9,7.8,2.5,0.0,,,4.6,12.1,1006.8,93.0,1011.6,10.0
146,2016-05-26,12.8,14.7,11.1,,0.0,,,4.9,12.6,1002.3,86.0,1007.0,10.0
147,2016-05-27,14.4,21.7,10.2,4.0,7.5,,,4.3,12.8,999.0,79.0,1003.7,5.3
148,2016-05-28,13.9,18.8,9.5,9.0,12.5,,,4.4,10.8,998.7,70.0,1003.4,3.0
149,2016-05-29,11.4,19.4,7.5,0.5,11.5,,,5.0,10.1,1002.9,76.0,1007.7,7.3
150,2016-05-30,7.9,11.0,5.8,0.0,5.5,,,3.1,8.9,1008.0,83.0,1012.9,9.0
151,2016-05-31,10.5,12.8,7.4,33.5,0.0,,,4.0,12.2,1001.2,96.0,1006.0,10.0
152,2016-06-01,10.4,12.3,8.5,4.0,0.0,,,3.9,12.0,989.1,95.0,993.8,10.0
153,2016-06-02,8.7,11.4,6.8,0.0,1.7,,,8.9,7.1,995.0,64.0,999.8,10.0
154,2016-06-03,9.1,13.8,4.3,0.0,8.4,,,4.1,8.0,1003.1,69.0,1008.0,4.5
155,2016-06-04,6.4,8.2,4.9,4.5,0.2,,,3.6,8.6,1005.5,89.0,1010.4,9.3
156,2016-06-05,9.1,15.0,5.8,0.5,9.6,,,5.1,9.3,1007.4,82.0,1012.2,7.5
157,2016-06-06,10.9,16.7,4.3,,13.5,,,3.0,10.2,1011.4,79.0,1016.2,1.8
158,2016-06-07,12.9,16.2,10.4,,8.9,,,2.9,12.5,1010.2,83.0,1015.0,7.3
159,2016-06-08,14.5,18.8,10.5,4.5,6.6,,,5.8,14.6,1009.6,89.0,1014.3,10.0
160,2016-06-09,14.0,16.0,11.9,43.0,0.0,,,4.7,15.8,1006.4,99.0,1011.1,10.0
161,2016-06-10,15.4,21.0,10.9,0.5,8.7,,,3.7,13.9,1004.6,80.0,1009.3,6.0
162,2016-06-11,13.9,21.0,9.8,,12.2,,,4.9,11.2,1010.4,73.0,1015.2,10.0
163,2016-06-12,9.6,11.4,8.1,0.0,2.4,,,3.6,10.3,1013.0,86.0,1017.9,8.5
164,2016-06-13,10.4,13.6,8.0,3.5,0.0,,,3.5,12.3,1007.7,97.0,1012.6,10.0
165,2016-06-14,12.2,16.1,9.5,3.0,0.1,,,3.9,12.9,1005.6,91.0,1010.3,10.0
166,2016-06-15,10.7,13.6,9.4,0.0,5.6,,,3.3,11.5,1009.6,89.0,1014.4,10.0
167,2016-06-16,11.5,14.2,8.8,17.5,0.0,,,4.3,12.7,1009.0,93.0,1013.8,10.0
168,2016-06-17,11.7,12.8,10.4,155.0,0.0,,,5.7,13.4,1003.5,97.0,1008.3,10.0
169,2016-06-18,12.0,14.7,9.6,19.5,0.0,,,4.5,13.7,1008.3,97.0,1013.1,10.0
170,2016-06-19,12.6,16.6,9.1,3.5,1.2,,,4.8,14.3,1012.4,97.0,1017.2,10.0
171,2016-06-20,14.8,15.7,12.8,13.5,0.0,,,4.6,16.6,1007.6,99.0,1012.3,10.0
172,2016-06-21,14.6,16.4,12.0,2.0,0.0,,,4.9,16.0,1008.1,96.0,1012.8,10.0
173,2016-06-22,12.6,13.8,10.8,1.0,0.0,,,7.6,13.5,1007.9,92.0,1012.7,10.0
174,2016-06-23,10.9,12.4,7.7,3.5,0.0,,,5.9,12.6,1008.7,96.0,1013.5,10.0
175,2016-06-24,10.0,13.6,6.8,0.0,7.5,,,3.6,11.1,1006.4,90.0,1011.2,8.0
176,2016-06-25,11.8,14.3,10.2,6.0,0.0,,,3.1,12.9,999.6,93.0,1004.4,10.0
177,2016-06-26,11.7,15.5,9.9,2.0,0.0,,,4.1,12.9,996.3,94.0,1001.0,10.0
178,2016-06-27,13.6,17.0,9.5,,12.7,,,3.2,13.1,1007.5,84.0,1012.3,3.8
179,2016-06-28,15.4,18.7,11.3,0.0,7.8,,,2.9,15.7,1009.8,90.0,1014.5,9.3
180,2016-06-29,15.4,19.3,13.8,,5.7,,,3.0,16.6,1010.0,95.0,1014.8,8.8
181,2016-06-30,15.3,17.6,13.2,0.0,0.3,,,3.4,17.0,1009.3,97.0,1014.1,10.0
182,2016-07-01,17.5,21.1,14.0,0.5,4.0,,,2.6,19.0,1007.6,95.0,1012.3,10.0
183,2016-07-02,17.0,18.4,15.4,43.0,0.0,,,5.3,19.0,1004.6,98.0,1009.3,10.0
184,2016-07-03,19.4,25.4,15.9,0.5,9.0,,,5.2,18.1,993.6,82.0,998.2,5.8
185,2016-07-04,15.1,19.2,10.6,0.0,2.1,,,7.3,13.1,1006.1,77.0,1010.8,9.0
186,2016-07-05,12.7,16.8,10.0,,10.4,,,4.3,12.0,1017.9,82.0,1022.7,5.5
187,2016-07-06,13.4,15.1,12.0,0.0,0.0,,,2.9,13.6,1014.3,89.0,1019.1,9.8
188,2016-07-07,13.8,17.0,10.6,,12.8,,,3.2,13.9,1011.3,88.0,1016.1,6.3
189,2016-07-08,15.4,17.1,13.4,0.0,1.9,,,4.1,15.9,1007.0,91.0,1011.7,10.0
190,2016-07-09,16.4,18.2,14.9,,5.8,,,3.1,16.7,1000.8,90.0,1005.5,10.0
191,2016-07-10,18.2,23.3,15.3,2.5,4.7,,,3.3,18.4,996.0,89.0,1000.7,9.0
192,2016-07-11,18.6,23.6,14.5,0.0,8.9,,,6.0,16.0,999.5,76.0,1004.2,6.8
193,2016-07-12,17.2,21.1,13.4,,14.4,,,3.2,15.9,1001.0,81.0,1005.6,2.3
194,2016-07-13,15.4,18.0,13.9,0.0,0.6,,,2.7,15.1,1001.2,86.0,1005.9,10.0
195,2016-07-14,15.8,19.5,13.1,0.0,0.1,,,3.2,15.7,1000.2,87.0,1004.9,8.0
196,2016-07-15,17.4,23.8,14.1,0.0,2.1,,,4.1,16.7,999.7,84.0,1004.4,9.5
197,2016-07-16,16.6,19.7,15.3,,5.4,,,3.2,17.1,1003.6,91.0,1008.3,10.0
198,2016-07-17,16.5,18.4,15.2,0.5,0.0,,,2.8,18.3,1005.4,97.0,1010.1,10.0
199,2016-07-18,17.3,18.8,16.3,3.0,0.0,,,2.3,18.8,1005.5,95.0,1010.2,10.0
200,2016-07-19,16.0,17.7,14.5,18.5,0.0,,,2.9,17.4,1006.2,96.0,1010.9,10.0
201,2016-07-20,16.4,19.3,14.0,0.0,4.8,,,2.6,16.6,1009.4,89.0,1014.2,8.8
202,2016-07-21,16.3,19.8,14.3,0.0,3.0,,,3.1,15.5,1011.5,83.0,1016.2,10.0
203,2016-07-22,14.9,16.9,13.1,,0.0,,,3.0,14.1,1013.3,83.0,1018.1,9.8
204,2016-07-23,15.3,17.9,14.2,0.0,0.0,,,2.7,15.1,1014.9,87.0,1019.7,10.0
205,2016-07-24,15.5,17.9,14.3,0.0,1.4,,,2.7,14.7,1015.3,84.0,1020.1,10.0
206,2016-07-25,16.9,19.8,14.3,0.0,4.0,,,3.1,17.1,1012.7,89.0,1017.4,9.8
207,2016-07-26,16.7,18.9,15.4,2.5,0.0,,,3.8,18.3,1010.4,97.0,1015.1,10.0
208,2016-07-27,18.6,21.0,16.5,5.0,0.5,,,4.9,20.0,1010.7,93.0,1015.4,10.0
209,2016-07-28,19.2,19.8,18.4,41.0,0.0,,,8.5,22.0,1007.5,99.0,1012.2,10.0
210,2016-07-29,19.4,20.2,18.4,20.0,0.0,,,4.7,22.5,1009.3,100.0,1014.0,10.0
211,2016-07-30,20.0,20.8,18.9,0.0,0.0,,,4.7,23.2,1009.9,99.0,1014.6,10.0
212,2016-07-31,20.1,21.5,19.3,23.5,0.0,,,5.0,23.6,1010.5,100.0,1015.1,10.0
213,2016-08-01,21.5,22.5,19.8,4.5,0.0,,,5.7,25.6,1009.4,100.0,1014.1,10.0
214,2016-08-02,22.6,28.7,20.1,1.0,3.8,,,4.0,25.5,1003.8,93.0,1008.4,10.0
215,2016-08-03,20.8,23.5,19.2,0.5,1.1,,,2.7,23.8,1003.9,97.0,1008.5,10.0
216,2016-08-04,22.1,25.6,19.1,,9.2,,,3.0,23.6,1000.7,89.0,1005.3,7.0
217,2016-08-05,23.2,30.3,19.9,,6.9,,,3.5,22.7,1000.8,81.0,1005.3,9.5
218,2016-08-06,21.3,25.3,17.9,,12.9,,,3.0,19.4,1005.2,77.0,1009.8,5.3
219,2016-08-07,21.1,25.2,16.5,,6.7,,,4.0,22.4,1007.7,90.0,1012.3,9.8
220,2016-08-08,22.8,24.7,20.8,3.5,2.3,,,6.5,27.0,1005.3,97.0,1009.9,10.0
221,2016-08-09,21.6,23.4,19.6,28.0,0.1,,,7.2,23.1,995.7,89.0,1000.3,10.0
222,2016-08-10,20.9,26.2,17.4,,12.3,,,3.5,18.7,1002.0,76.0,1006.7,4.8
223,2016-08-11,19.8,22.9,16.0,,10.5,,,2.8,19.8,1007.1,86.0,1011.7,5.8
224,2016-08-12,20.4,23.0,17.4,,9.3,,,2.8,20.7,1007.1,87.0,1011.7,8.0
225,2016-08-13,20.8,23.7,18.7,,6.2,,,2.8,19.0,1007.2,78.0,1011.9,5.0
226,2016-08-14,21.0,26.2,17.5,0.5,1.3,,,4.5,22.2,1004.9,89.0,1009.5,10.0
227,2016-08-15,21.1,22.6,19.1,31.0,0.1,,,9.0,23.4,996.1,94.0,1000.7,10.0
228,2016-08-16,21.7,23.1,19.7,12.5,0.0,,,6.8,25.8,1004.1,100.0,1008.7,10.0
229,2016-08-17,22.3,23.6,20.8,49.0,0.0,,,11.7,25.9,999.3,96.0,1003.9,10.0
230,2016-08-18,20.8,22.9,19.5,13.5,0.8,,,4.5,23.7,1004.8,96.0,1009.4,10.0
231,2016-08-19,21.4,23.0,19.7,6.0,0.1,,,4.1,25.1,1008.2,99.0,1012.8,10.0
232,2016-08-20,22.1,22.9,20.8,5.0,0.0,,,5.8,26.5,1008.9,100.0,1013.5,10.0
233,2016-08-21,21.7,22.8,19.5,131.5,0.0,,,5.3,26.0,1004.9,100.0,1009.5,10.0
234,2016-08-22,21.2,22.5,19.5,50.5,0.3,,,7.5,25.2,1001.7,100.0,1006.3,8.0
235,2016-08-23,21.7,24.3,20.0,5.0,5.4,,,8.7,23.8,998.5,92.0,1003.0,9.8
236,2016-08-24,22.1,26.9,18.5,4.5,10.6,,,2.4,23.2,1005.7,88.0,1010.3,5.5
237,2016-08-25,21.4,23.3,20.4,3.5,0.8,,,5.5,25.3,1003.7,99.0,1008.3,10.0
238,2016-08-26,20.4,22.6,16.2,39.0,0.0,,,9.0,23.7,1000.0,98.0,1004.6,10.0
239,2016-08-27,18.6,24.0,15.6,4.5,5.0,,,7.8,16.1,1005.7,77.0,1010.4,9.5
