Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
102,2016-04-12,7.0,12.5,0.0,11.7,5.3,5.8,1016.9,60,1022.3
103,2016-04-13,11.1,14.5,5.5,7.8,6.3,11.0,1010.7,83,1015.9
104,2016-04-14,13.1,16.9,10.5,2.6,2.7,13.4,1001.4,90,1006.5
105,2016-04-15,9.9,13.4,7.4,10.1,10.2,7.3,1007.1,59,1012.3
106,2016-04-16,10.0,13.0,6.3,10.2,3.9,8.3,1015.9,67,1021.2
107,2016-04-17,13.1,17.6,7.6,1.1,8.6,12.1,1000.6,81,1005.7
108,2016-04-18,14.3,18.3,11.0,3.7,5.3,8.8,1003.7,54,1008.8
109,2016-04-19,11.8,17.8,6.0,10.1,5.0,7.8,1012.6,58,1017.8
110,2016-04-20,9.6,14.4,5.0,10.3,4.5,8.2,1018.9,70,1024.2
111,2016-04-21,12.4,16.6,7.7,2.4,3.5,11.3,1009.4,79,1014.6
112,2016-04-22,13.0,16.7,10.9,0.1,3.0,12.9,1002.6,87,1007.8
113,2016-04-23,12.7,15.7,9.7,7.3,3.9,12.1,1005.9,83,1011.0
114,2016-04-24,13.6,20.9,9.0,7.8,4.2,8.8,1009.1,60,1014.3
115,2016-04-25,11.9,16.2,5.3,12.2,3.8,10.3,1014.9,74,1020.1
116,2016-04-26,12.6,17.7,8.0,11.2,3.4,9.9,1012.4,68,1017.6
117,2016-04-27,10.7,15.4,6.8,8.1,4.1,8.5,1010.6,67,1015.8
118,2016-04-28,10.9,13.4,8.9,0.0,4.9,12.2,998.0,93,1003.2
119,2016-04-29,9.0,14.0,6.1,4.9,7.1,8.9,994.1,78,999.2
120,2016-04-30,10.7,16.2,5.0,9.5,5.4,7.8,1006.2,62,1011.4
121,2016-05-01,9.5,12.2,8.0,0.5,2.9,10.9,1009.6,92,1014.8
122,2016-05-02,10.6,12.9,8.3,0.1,2.2,11.1,1016.2,87,1021.4
123,2016-05-03,13.8,17.0,11.3,4.3,6.4,14.6,1010.4,93,1015.5
124,2016-05-04,14.2,16.7,11.7,0.3,7.0,14.9,999.1,92,1004.2
125,2016-05-05,16.2,21.5,11.4,4.0,5.9,9.7,1003.7,54,1008.8
126,2016-05-06,15.0,19.0,10.3,6.5,4.8,9.6,1010.8,56,1015.9
127,2016-05-07,15.1,21.5,12.9,4.3,5.6,12.8,1001.6,75,1006.6
128,2016-05-08,16.4,21.3,12.0,13.2,7.8,7.8,1010.2,43,1015.3
129,2016-05-09,14.1,18.4,7.9,10.7,4.6,11.5,1011.9,71,1017.1
130,2016-05-10,14.1,16.0,13.0,0.0,4.4,15.3,1005.5,95,1010.6
131,2016-05-11,13.3,14.4,12.3,0.1,2.7,14.5,995.9,95,1001.0
132,2016-05-12,15.5,19.2,11.8,13.4,6.6,11.7,1008.3,68,1013.4
133,2016-05-13,15.5,19.3,10.2,12.5,3.4,14.9,1014.2,85,1019.3
134,2016-05-14,15.2,20.0,11.1,10.2,5.6,11.0,1019.6,64,1024.8
135,2016-05-15,12.9,18.2,9.1,12.5,2.9,9.6,1018.1,65,1023.3
136,2016-05-16,14.3,17.9,9.2,10.1,5.4,14.0,1009.4,86,1014.6
137,2016-05-17,14.3,15.9,11.8,0.1,3.2,15.4,1008.7,95,1013.8
138,2016-05-18,15.2,24.2,10.2,13.5,4.3,12.7,1013.6,75,1018.8
139,2016-05-19,16.0,22.0,10.6,12.9,3.3,10.8,1017.9,62,1023.0
140,2016-05-20,14.3,17.8,10.3,6.6,2.8,11.6,1016.8,72,1022.0
141,2016-05-21,15.3,18.0,12.2,0.1,3.1,15.1,1013.7,86,1018.8
142,2016-05-22,17.0,22.6,14.6,10.2,3.0,17.4,1012.4,90,1017.5
143,2016-05-23,21.0,30.7,13.7,12.3,3.7,13.7,1008.9,63,1013.9
144,2016-05-24,19.1,25.3,14.5,8.1,3.9,15.4,1008.9,71,1014.0
145,2016-05-25,17.6,19.4,16.0,0.1,3.8,17.8,1007.5,88,1012.6
146,2016-05-26,18.6,21.6,16.6,3.5,3.9,18.6,1005.3,87,1010.3
147,2016-05-27,16.8,18.3,14.3,2.1,3.2,17.7,1004.0,92,1009.1
148,2016-05-28,16.9,22.3,13.3,11.5,3.4,14.8,1003.1,79,1008.1
149,2016-05-29,18.0,22.6,12.5,10.8,3.4,14.3,1003.6,70,1008.6
150,2016-05-30,19.5,23.4,16.9,5.4,3.3,16.7,1002.8,75,1007.8
151,2016-05-31,17.9,20.3,15.8,5.1,4.1,17.7,999.2,86,1004.3
152,2016-06-01,16.6,21.4,12.8,8.9,7.8,10.6,995.2,57,1000.2
153,2016-06-02,14.7,18.6,11.6,5.6,6.8,10.1,999.4,61,1004.4
154,2016-06-03,15.1,21.1,9.8,13.4,4.5,11.3,1007.3,66,1012.4
155,2016-06-04,18.2,21.2,12.3,11.2,2.7,14.7,1005.9,71,1010.9
156,2016-06-05,18.2,25.5,13.5,6.1,4.9,14.0,1006.4,68,1011.4
157,2016-06-06,16.0,19.4,13.7,9.2,3.3,12.7,1012.5,70,1017.6
158,2016-06-07,17.3,20.1,13.8,4.3,3.9,15.6,1011.0,79,1016.1
159,2016-06-08,18.8,21.3,16.9,3.0,5.0,18.8,1008.9,87,1014.0
160,2016-06-09,18.8,21.2,17.6,0.0,3.9,20.8,1006.4,96,1011.4
161,2016-06-10,20.9,28.3,16.8,14.3,3.5,16.9,1008.2,71,1013.2
162,2016-06-11,20.5,26.1,15.0,13.7,3.4,16.1,1010.7,69,1015.7
163,2016-06-12,19.8,22.5,17.7,6.0,4.4,20.3,1007.7,88,1012.8
164,2016-06-13,17.9,19.9,16.7,0.0,4.7,19.3,1000.6,94,1005.6
165,2016-06-14,18.1,21.6,16.3,4.4,4.4,16.7,1000.3,81,1005.4
166,2016-06-15,17.8,19.8,16.6,0.0,2.7,16.8,1006.3,82,1011.4
167,2016-06-16,18.5,19.7,17.2,0.0,7.3,20.6,1002.1,97,1007.1
168,2016-06-17,20.7,26.4,17.6,5.3,3.7,20.4,999.2,85,1004.1
169,2016-06-18,22.8,27.8,18.2,14.1,6.0,17.8,1007.7,66,1012.6
170,2016-06-19,20.6,24.4,17.4,2.0,4.3,20.6,1009.5,85,1014.5
171,2016-06-20,20.2,23.0,18.4,3.1,4.7,21.8,1003.0,92,1008.0
172,2016-06-21,21.0,26.2,17.9,7.5,3.5,20.4,1003.5,83,1008.5
173,2016-06-22,19.9,23.5,18.0,2.8,4.2,19.5,1005.1,84,1010.1
174,2016-06-23,17.5,18.1,16.8,0.0,4.5,19.1,1001.2,96,1006.2
175,2016-06-24,19.1,21.5,16.9,0.9,3.3,20.5,1002.4,93,1007.4
176,2016-06-25,21.5,25.8,19.4,0.1,4.2,22.0,994.2,87,999.1
177,2016-06-26,20.4,23.9,17.4,10.6,5.5,16.8,1000.3,71,1005.3
178,2016-06-27,20.2,25.8,15.4,12.6,4.5,16.5,1009.4,71,1014.5
179,2016-06-28,19.0,20.5,18.0,0.0,2.5,20.0,1009.0,91,1014.1
180,2016-06-29,20.4,24.1,16.5,10.0,3.3,19.7,1010.4,83,1015.4
181,2016-06-30,20.0,20.7,19.3,0.0,3.5,21.8,1008.8,93,1013.8
182,2016-07-01,21.9,27.2,19.0,8.4,3.1,22.9,1008.3,88,1013.3
183,2016-07-02,21.8,24.3,20.9,0.0,4.8,24.6,1005.0,94,1010.0
184,2016-07-03,23.9,27.7,21.7,1.9,4.7,21.7,1002.2,73,1007.1
185,2016-07-04,22.9,29.2,17.6,6.3,5.8,19.2,1007.1,69,1012.1
186,2016-07-05,18.1,19.6,17.1,0.1,5.3,15.7,1015.7,76,1020.8
187,2016-07-06,19.6,21.0,17.7,0.0,5.1,21.4,1009.7,94,1014.8
188,2016-07-07,19.6,23.3,17.4,2.4,3.8,19.4,1009.1,84,1014.1
189,2016-07-08,20.0,22.5,16.8,4.9,2.9,21.0,1009.0,90,1014.0
190,2016-07-09,21.1,23.3,19.8,0.5,2.1,24.3,1002.6,97,1007.6
191,2016-07-10,23.8,29.1,19.7,9.0,3.6,23.3,998.9,80,1003.8
192,2016-07-11,23.0,29.4,18.4,13.1,3.8,20.6,1000.5,75,1005.4
193,2016-07-12,20.9,23.9,17.4,11.7,3.4,20.3,1001.9,82,1006.9
194,2016-07-13,22.1,26.0,19.3,1.6,2.4,23.3,998.0,88,1002.9
195,2016-07-14,22.5,25.5,21.1,0.9,2.6,25.4,992.3,93,997.2
196,2016-07-15,21.1,24.9,18.8,3.8,4.8,20.1,996.4,80,1001.4
197,2016-07-16,20.7,23.3,18.6,4.4,3.1,20.3,1003.0,83,1007.9
198,2016-07-17,22.4,23.7,20.9,0.0,3.4,25.6,1002.7,94,1007.6
199,2016-07-18,25.5,30.8,21.5,10.8,3.7,24.3,1003.0,76,1007.9
200,2016-07-19,24.6,30.1,19.9,10.1,4.2,21.9,1005.0,72,1009.9
201,2016-07-20,21.7,25.1,19.5,5.2,4.0,20.1,1008.2,78,1013.2
202,2016-07-21,20.5,23.0,19.0,0.5,3.1,19.1,1009.9,79,1014.9
203,2016-07-22,20.0,24.1,17.2,13.0,4.4,16.7,1010.6,72,1015.6
204,2016-07-23,20.0,23.6,17.6,5.0,3.9,18.0,1011.6,77,1016.6
205,2016-07-24,20.5,24.6,17.8,4.3,3.6,20.5,1012.0,85,1017.0
206,2016-07-25,22.7,26.7,19.5,9.6,3.0,23.1,1010.5,84,1015.4
207,2016-07-26,23.1,25.7,21.5,1.8,4.4,24.3,1007.2,86,1012.2
208,2016-07-27,23.3,25.3,22.5,0.1,5.1,25.6,1006.1,90,1011.0
209,2016-07-28,24.1,26.7,22.7,2.1,4.2,27.0,1007.8,90,1012.7
210,2016-07-29,25.1,27.7,23.3,11.8,4.9,26.6,1009.2,84,1014.1
211,2016-07-30,25.1,28.2,23.1,12.3,4.4,26.6,1009.5,84,1014.4
212,2016-07-31,26.0,29.0,23.7,11.7,3.2,28.1,1009.0,84,1013.9
213,2016-08-01,25.8,29.4,23.8,5.7,3.3,28.3,1005.4,86,1010.3
214,2016-08-02,25.0,28.6,23.3,5.9,2.8,27.2,1003.9,86,1008.8
215,2016-08-03,25.4,28.4,23.3,5.2,2.7,29.0,1004.3,90,1009.2
216,2016-08-04,26.6,32.5,23.5,12.6,3.2,27.2,1004.6,79,1009.4
217,2016-08-05,26.6,33.7,21.8,12.7,3.5,27.2,1005.1,79,1009.9
218,2016-08-06,26.7,31.9,22.9,13.0,3.6,24.7,1005.4,71,1010.3
219,2016-08-07,26.0,29.2,22.7,12.8,2.9,27.6,1006.6,82,1011.5
220,2016-08-08,25.7,30.4,22.7,3.1,4.5,27.5,1001.2,84,1006.0
221,2016-08-09,26.1,32.8,22.2,7.2,6.7,25.5,994.9,77,999.7
222,2016-08-10,24.3,28.9,21.3,3.4,3.5,21.2,1003.9,70,1008.8
223,2016-08-11,23.0,27.3,19.9,10.9,3.1,22.6,1006.3,81,1011.3
224,2016-08-12,22.3,27.1,19.3,12.9,3.0,21.6,1006.2,81,1011.2
225,2016-08-13,21.8,25.5,17.9,12.3,3.0,20.8,1005.1,80,1010.1
226,2016-08-14,22.4,26.9,18.3,11.8,2.8,19.5,1001.8,73,1006.7
227,2016-08-15,23.7,26.0,19.6,2.2,4.2,24.7,999.0,84,1003.9
228,2016-08-16,26.6,29.6,24.6,6.8,5.2,29.3,1000.5,84,1005.4
229,2016-08-17,25.6,29.1,23.6,2.3,6.8,29.3,993.4,90,998.2
230,2016-08-18,24.2,26.1,22.8,0.6,4.0,28.2,1002.9,94,1007.8
231,2016-08-19,25.8,29.5,23.6,8.9,3.4,28.7,1005.6,87,1010.4
232,2016-08-20,25.5,29.3,23.4,0.8,4.3,30.0,1004.0,92,1008.9
233,2016-08-21,25.6,29.3,22.7,5.8,5.3,29.1,999.5,89,1004.4
234,2016-08-22,26.0,28.5,23.7,1.1,7.3,31.0,998.5,93,1003.3
235,2016-08-23,25.2,31.6,21.6,4.3,3.9,26.6,1000.7,84,1005.6
236,2016-08-24,23.9,27.9,21.2,4.3,3.1,25.9,1004.7,88,1009.6
237,2016-08-25,25.1,27.9,23.2,7.7,5.0,28.4,1003.8,89,1008.7
238,2016-08-26,25.1,27.9,22.3,7.1,5.0,28.4,1000.4,89,1005.2
239,2016-08-27,20.2,22.5,18.8,0.0,3.7,21.2,1003.0,89,1008.0
240,2016-08-28,21.2,24.4,18.2,2.0,4.2,21.2,1000.9,84,1005.8
241,2016-08-29,24.3,27.7,21.1,2.6,6.1,28.4,993.2,93,998.0
242,2016-08-30,24.5,28.6,21.2,0.4,10.0,26.7,982.0,87,986.8
243,2016-08-31,23.6,26.4,20.4,8.7,3.9,25.3,995.7,87,1000.6
244,2016-09-01,24.2,27.4,21.2,10.3,2.9,25.6,1004.2,85,1009.1
245,2016-09-02,23.6,28.0,20.4,4.4,3.4,25.3,1009.7,87,1014.7
246,2016-09-03,24.5,28.6,21.5,8.1,3.2,24.7,1012.1,81,1017.1
247,2016-09-04,25.1,29.2,22.2,6.4,2.6,27.5,1011.8,87,1016.8
248,2016-09-05,25.8,28.3,24.0,7.0,4.0,29.4,1008.5,89,1013.4
249,2016-09-06,26.0,28.5,23.6,4.8,4.7,28.6,1003.5,85,1008.3
250,2016-09-07,23.7,28.0,20.9,2.1,2.7,23.9,1001.9,82,1006.8
251,2016-09-08,22.4,25.1,20.0,0.1,6.2,25.2,999.9,92,1004.8
252,2016-09-09,23.8,28.4,20.0,8.2,4.6,22.5,999.3,77,1004.2
253,2016-09-10,23.0,28.8,17.9,9.7,3.8,20.4,1007.1,74,1012.1
254,2016-09-11,20.3,22.8,18.3,0.1,3.6,20.3,1012.5,85,1017.5
255,2016-09-12,20.8,22.4,19.6,0.0,4.1,19.7,1015.2,80,1020.2
256,2016-09-13,19.6,21.5,18.2,0.0,3.8,21.3,1013.9,94,1019.0
257,2016-09-14,20.9,24.8,17.9,1.5,3.0,22.9,1011.4,93,1016.4
258,2016-09-15,21.6,26.1,19.7,5.7,2.6,22.5,1010.9,88,1015.9
259,2016-09-16,21.8,23.9,19.8,0.5,3.1,22.5,1011.9,87,1016.9
260,2016-09-17,21.8,24.3,18.9,0.2,2.7,23.4,1009.1,90,1014.1
261,2016-09-18,19.0,20.5,18.4,0.0,1.9,21.2,1005.6,96,1010.6
262,2016-09-19,18.5,19.8,17.5,0.0,3.0,19.8,1006.2,93,1011.2
263,2016-09-20,16.9,18.4,14.6,0.0,3.6,17.7,1009.3,92,1014.4
264,2016-09-21,18.1,22.9,14.1,8.1,4.0,15.8,1015.5,78,1020.6
265,2016-09-22,18.9,22.8,16.6,0.3,3.2,18.8,1016.0,87,1021.0
266,2016-09-23,19.2,22.7,16.3,0.4,3.3,20.6,1010.1,93,1015.1
267,2016-09-24,20.3,24.6,16.9,5.2,2.7,21.1,1013.6,89,1018.6
268,2016-09-25,21.1,23.3,19.2,4.6,2.2,22.9,1013.6,92,1018.6
269,2016-09-26,21.1,23.8,19.5,0.0,2.6,23.5,1015.5,94,1020.5
270,2016-09-27,21.4,24.0,19.0,1.0,2.3,23.4,1013.1,92,1018.1
271,2016-09-28,22.6,24.3,21.6,0.0,1.7,26.1,1007.1,95,1012.0
272,2016-09-29,18.9,22.0,14.3,0.3,4.1,19.1,1007.1,85,1012.2
273,2016-09-30,17.5,20.9,12.5,8.8,4.0,14.1,1012.3,71,1017.3
274,2016-10-01,18.3,23.6,14.9,8.3,3.4,15.4,1014.0,75,1019.0
275,2016-10-02,19.3,25.1,14.8,10.5,3.0,17.7,1013.9,81,1019.0
276,2016-10-03,20.6,23.2,16.6,0.3,2.4,23.0,1007.3,94,1012.3
277,2016-10-04,21.5,26.1,15.6,7.2,6.9,17.1,1007.7,67,1012.7
278,2016-10-05,17.8,21.7,11.8,0.5,4.7,16.9,1010.5,81,1015.5
279,2016-10-06,19.9,23.9,15.6,9.8,7.4,15.7,1006.5,68,1011.5
280,2016-10-07,15.2,19.9,11.5,5.9,3.7,9.7,1019.2,57,1024.4
281,2016-10-08,15.3,21.6,10.6,0.0,3.2,16.6,1007.4,93,1012.5
282,2016-10-09,16.6,21.6,10.5,0.6,4.8,14.8,1002.6,77,1007.6
283,2016-10-10,12.8,16.8,9.6,4.7,3.5,10.3,1013.2,70,1018.4
284,2016-10-11,12.8,17.0,8.4,5.7,2.8,10.5,1013.8,72,1019.0
285,2016-10-12,12.5,19.1,7.9,6.0,3.5,10.9,1012.3,77,1017.5
286,2016-10-13,11.0,16.4,6.2,3.7,2.6,9.8,1017.0,76,1022.3
287,2016-10-14,12.8,17.7,7.1,9.3,2.8,11.1,1019.6,77,1024.8
288,2016-10-15,14.6,20.3,9.2,8.4,2.9,12.7,1022.5,78,1027.7
289,2016-10-16,15.2,20.4,8.1,7.8,4.0,14.1,1021.9,83,1027.1
290,2016-10-17,18.7,20.2,15.6,0.4,3.0,19.1,1013.8,89,1018.9
291,2016-10-18,18.5,24.7,14.0,3.1,2.9,17.7,1012.1,83,1017.1
292,2016-10-19,15.7,20.6,10.0,10.3,3.6,14.7,1012.5,83,1017.6
293,2016-10-20,15.5,24.5,10.1,9.8,7.3,11.6,1007.6,67,1012.7
294,2016-10-21,11.5,15.8,7.6,9.0,5.5,7.3,1013.8,55,1019.0
295,2016-10-22,11.0,15.3,5.3,6.3,3.0,10.0,1010.4,76,1015.6
296,2016-10-23,11.8,17.1,7.8,6.4,5.2,9.2,1006.5,66,1011.6
297,2016-10-24,10.6,16.0,4.2,8.8,5.2,7.5,1011.3,61,1016.5
298,2016-10-25,13.6,18.2,6.7,6.4,6.6,11.4,1012.4,72,1017.6
299,2016-10-26,18.7,22.5,15.1,8.4,3.8,14.6,1007.6,68,1012.6
300,2016-10-27,12.5,16.5,9.3,9.9,6.0,7.7,1014.8,53,1020.0
301,2016-10-28,11.0,13.6,8.7,0.0,3.8,9.3,1013.4,71,1018.7
302,2016-10-29,9.0,12.1,5.6,3.0,4.9,8.6,1011.1,75,1016.4
303,2016-10-30,8.5,14.4,4.7,6.7,3.0,6.9,1021.9,64,1027.2
304,2016-10-31,8.5,16.0,2.7,0.1,3.0,9.2,1018.3,82,1023.5
305,2016-11-01,7.6,12.5,4.4,0.0,4.3,9.5,1014.3,90,1019.6
