,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
23,2016-01-24,-0.1,3.7,-2.1,1.5,4.0,9.26,9.0,4.0,2.2,4.5,995.0,75.0,1003.6,8.5
24,2016-01-25,-0.4,3.0,-3.6,2.5,5.1,9.07,13.0,5.0,2.7,4.1,1006.4,71.0,1015.2,8.0
25,2016-01-26,0.8,8.4,-5.5,,8.3,12.83,11.0,,1.3,4.3,1013.3,68.0,1022.0,1.3
26,2016-01-27,4.0,9.4,-1.5,0.0,5.8,9.66,6.0,,1.9,5.5,1013.8,67.0,1022.5,7.3
27,2016-01-28,5.4,9.7,1.8,0.0,4.8,9.46,3.0,,1.6,6.2,1016.9,70.0,1025.5,5.5
28,2016-01-29,1.2,4.6,-1.3,7.5,0.0,3.46,7.0,7.0,2.0,5.8,1017.6,87.0,1026.4,10.0
29,2016-01-30,0.2,2.7,-1.6,8.0,0.6,6.64,16.0,9.0,0.7,5.5,1013.4,89.0,1022.1,10.0
30,2016-01-31,1.7,5.6,-1.6,0.0,7.3,11.14,9.0,,2.1,5.0,1012.5,74.0,1021.2,6.5
31,2016-02-01,1.4,3.3,-1.7,0.0,1.3,6.38,5.0,,2.8,4.2,1012.4,63.0,1021.2,7.5
32,2016-02-02,1.0,5.0,-2.9,0.0,6.2,10.36,3.0,,3.1,3.8,1009.6,60.0,1018.3,4.0
33,2016-02-03,2.0,6.3,-1.5,0.0,6.3,11.84,2.0,,2.6,4.1,1013.4,60.0,1022.2,5.5
34,2016-02-04,2.2,8.2,-3.8,0.0,7.4,12.29,,,2.0,4.7,1010.8,67.0,1019.5,4.5
35,2016-02-05,3.0,5.6,-0.1,0.0,0.8,4.94,,,1.9,5.6,1008.0,75.0,1016.7,6.5
36,2016-02-06,1.9,5.4,0.1,0.5,1.6,7.21,3.0,3.0,1.6,5.2,1006.3,75.0,1015.0,9.5
37,2016-02-07,0.4,4.2,-3.1,0.0,8.9,14.56,,,3.2,3.6,1008.9,58.0,1017.6,2.8
38,2016-02-08,0.8,7.0,-5.6,,8.4,13.23,,,1.5,4.1,1010.4,63.0,1019.1,3.0
39,2016-02-09,2.6,9.3,-2.0,0.0,5.7,9.89,1.0,1.0,2.3,5.1,1000.8,70.0,1009.4,5.5
40,2016-02-10,1.7,4.4,-0.3,0.5,6.8,12.74,2.0,2.0,5.5,4.3,1009.6,62.0,1018.3,6.5
41,2016-02-11,3.2,7.3,-0.9,0.0,8.7,14.89,,,3.2,4.0,1022.1,52.0,1030.9,3.3
42,2016-02-12,3.9,12.3,-3.9,,9.0,12.9,,,1.4,5.3,1022.0,66.0,1030.7,3.5
43,2016-02-13,8.1,13.2,4.3,0.5,0.8,6.89,,,0.9,8.3,1010.3,77.0,1018.8,10.0
44,2016-02-14,13.6,21.4,7.4,5.5,1.2,5.7,,,4.5,11.5,990.4,73.0,998.6,9.5
45,2016-02-15,3.3,9.6,-0.6,0.0,2.4,7.84,,,5.8,4.3,996.1,55.0,1004.6,9.3
46,2016-02-16,2.6,7.9,-2.6,0.0,9.3,15.88,,,3.1,3.5,1002.6,49.0,1011.2,4.3
47,2016-02-17,2.1,5.4,-0.2,0.0,3.3,9.73,,,2.9,4.9,1006.9,68.0,1015.6,6.5
48,2016-02-18,4.0,11.4,-2.5,,10.0,16.04,,,2.3,3.9,1015.4,51.0,1024.1,0.8
49,2016-02-19,6.4,13.4,-1.6,0.0,8.9,14.46,,,2.4,5.4,1016.3,58.0,1024.9,2.3
50,2016-02-20,6.4,9.3,4.5,15.0,0.0,2.73,,,1.0,7.5,1012.7,79.0,1021.2,10.0
51,2016-02-21,7.1,12.1,3.3,0.0,6.2,14.73,,,5.4,6.4,1005.0,64.0,1013.5,6.8
52,2016-02-22,3.7,7.5,1.6,0.0,5.5,11.47,,,3.2,4.3,1020.9,55.0,1029.7,7.5
53,2016-02-23,6.2,13.1,0.7,0.0,5.2,12.39,,,1.9,5.4,1012.7,59.0,1021.3,8.8
54,2016-02-24,1.9,5.7,-0.7,0.0,4.5,10.83,,,4.4,4.0,1015.4,57.0,1024.1,8.5
55,2016-02-25,0.8,4.8,-2.5,0.0,6.9,12.88,,,2.7,3.5,1017.7,55.0,1026.5,2.5
56,2016-02-26,3.0,7.0,0.5,0.0,7.9,14.58,1.0,1.0,2.6,4.6,1015.8,62.0,1024.6,7.8
57,2016-02-27,5.2,10.6,0.6,0.0,7.2,14.17,,,2.1,5.0,1015.6,58.0,1024.3,7.8
58,2016-02-28,6.0,10.7,3.0,0.0,6.5,13.57,,,2.4,5.1,1017.5,55.0,1026.1,8.5
59,2016-02-29,6.3,13.7,0.9,0.0,2.0,6.32,,,3.2,6.4,1002.0,66.0,1010.5,10.0
60,2016-03-01,0.4,3.0,-1.7,3.5,3.9,12.75,7.0,7.0,4.5,4.0,1006.1,65.0,1014.8,8.8
61,2016-03-02,1.7,7.0,-2.8,0.0,3.1,10.44,1.0,1.0,1.9,4.6,1012.4,68.0,1021.1,6.0
62,2016-03-03,6.0,11.0,-0.2,0.0,5.2,11.22,,,3.3,5.6,1012.8,61.0,1021.4,6.8
63,2016-03-04,5.3,12.7,-0.2,,9.5,15.51,,,1.5,5.2,1022.1,61.0,1030.8,1.0
64,2016-03-05,5.1,12.2,-1.2,,6.0,12.65,,,1.8,6.2,1025.0,71.0,1033.7,5.0
65,2016-03-06,10.8,18.2,5.7,0.0,3.3,11.06,,,2.1,9.2,1016.4,72.0,1024.8,10.0
66,2016-03-07,13.6,18.4,10.9,6.0,0.3,6.04,,,1.7,12.4,1009.6,80.0,1017.9,10.0
67,2016-03-08,12.7,19.1,9.5,0.0,3.4,10.02,,,2.9,10.5,1005.5,73.0,1013.8,8.8
68,2016-03-09,5.4,9.8,4.1,0.0,0.0,4.23,,,2.9,5.1,1009.3,57.0,1017.9,10.0
69,2016-03-10,4.3,7.4,1.9,,1.9,8.66,,,2.7,4.4,1010.3,54.0,1018.9,8.5
70,2016-03-11,3.8,9.4,0.1,,5.8,15.67,,,2.5,4.4,1010.9,56.0,1019.6,8.3
71,2016-03-12,3.5,9.2,-2.0,0.0,8.3,17.31,,,1.5,4.7,1015.7,62.0,1024.4,5.0
72,2016-03-13,5.8,10.6,1.1,0.0,3.8,11.62,,,1.8,5.8,1016.3,65.0,1024.9,10.0
73,2016-03-14,4.9,6.1,3.9,4.0,0.0,4.15,,,1.1,7.4,1008.2,86.0,1016.8,10.0
74,2016-03-15,5.5,9.2,2.3,0.0,7.9,18.32,,,3.9,4.7,1007.6,53.0,1016.2,5.0
75,2016-03-16,8.3,14.3,1.9,,7.0,14.62,,,3.0,5.2,1013.2,48.0,1021.7,9.3
76,2016-03-17,11.6,19.8,3.3,,10.9,20.8,,,1.8,5.6,1012.9,46.0,1021.3,1.5
77,2016-03-18,13.2,22.2,4.6,0.0,8.1,17.0,,,1.8,6.9,1009.1,48.0,1017.5,9.3
78,2016-03-19,13.7,19.9,10.5,0.0,0.8,7.0,,,2.7,10.5,999.3,67.0,1007.5,9.5
79,2016-03-20,8.9,11.8,6.1,,4.6,15.1,,,5.2,6.1,1004.9,53.0,1013.3,6.8
80,2016-03-21,6.7,11.7,3.3,0.0,9.2,20.52,,,3.9,4.4,1009.9,45.0,1018.4,3.8
81,2016-03-22,10.1,16.4,2.6,0.0,9.3,21.15,,,2.4,4.4,1005.7,38.0,1014.1,4.3
82,2016-03-23,8.4,13.1,5.8,0.0,6.6,16.53,,,4.2,5.2,1006.4,48.0,1014.9,9.3
83,2016-03-24,5.9,10.5,2.3,0.0,6.6,18.01,,,3.4,4.5,1008.2,50.0,1016.8,5.3
84,2016-03-25,4.7,9.3,1.0,0.0,8.6,19.82,,,3.2,4.5,1010.5,54.0,1019.1,4.0
85,2016-03-26,6.0,12.6,-0.5,,9.3,20.51,,,2.0,4.8,1012.2,53.0,1020.7,3.8
86,2016-03-27,7.8,15.7,0.1,,9.3,19.4,,,1.7,6.2,1011.2,60.0,1019.7,4.5
87,2016-03-28,10.9,18.4,4.9,,9.4,19.94,,,1.9,5.7,1011.1,48.0,1019.5,6.5
88,2016-03-29,10.3,18.4,2.4,,11.3,22.35,,,1.8,5.7,1014.5,49.0,1023.0,4.5
89,2016-03-30,13.0,21.9,5.8,0.0,9.2,18.77,,,2.2,7.1,1009.5,51.0,1017.9,7.3
90,2016-03-31,12.4,17.6,6.3,,10.6,21.95,,,3.2,4.9,1010.0,36.0,1018.3,1.0
91,2016-04-01,8.4,14.7,3.1,,6.5,16.58,,,2.8,6.3,1015.1,57.0,1023.7,8.0
92,2016-04-02,8.6,11.2,6.5,0.0,1.6,10.33,,,2.5,8.6,1018.8,77.0,1027.3,8.8
93,2016-04-03,15.5,22.0,8.3,,7.2,19.01,,,4.4,11.6,1012.0,67.0,1020.2,9.3
94,2016-04-04,11.8,16.7,8.6,22.0,0.0,4.04,,,3.4,11.3,1001.5,81.0,1009.8,10.0
95,2016-04-05,11.0,18.6,5.4,,9.8,22.8,,,2.1,7.2,1005.0,56.0,1013.4,5.8
96,2016-04-06,12.9,19.3,5.7,0.0,11.2,23.5,,,2.9,5.6,1010.4,41.0,1018.8,4.8
97,2016-04-07,9.4,11.0,6.8,43.5,0.0,1.62,,,1.4,10.0,1002.7,84.0,1011.1,10.0
98,2016-04-08,13.9,18.0,9.6,,4.7,16.87,,,3.9,9.6,1001.3,61.0,1009.6,6.5
99,2016-04-09,15.5,23.6,6.3,,10.7,22.13,,,2.7,7.0,1003.9,47.0,1012.1,5.5
100,2016-04-10,11.9,19.2,7.8,0.0,5.0,15.5,,,3.1,8.7,1001.8,63.0,1010.1,7.5
101,2016-04-11,5.8,9.7,1.9,1.0,6.8,20.09,,,4.5,5.9,1006.5,64.0,1015.1,8.0
102,2016-04-12,8.8,17.0,0.8,,11.6,25.08,,,2.7,4.7,1013.4,44.0,1021.9,3.0
103,2016-04-13,12.8,16.7,5.6,1.5,7.1,18.42,,,4.1,10.2,1007.4,67.0,1015.7,10.0
104,2016-04-14,15.3,19.8,12.2,12.0,2.9,12.7,,,2.1,13.7,998.3,80.0,1006.5,9.0
105,2016-04-15,11.0,15.3,8.6,0.0,10.1,25.13,,,6.5,6.9,1005.5,52.0,1013.9,3.5
106,2016-04-16,13.3,20.9,3.9,,11.3,23.29,,,3.4,7.9,1012.2,52.0,1020.6,6.0
107,2016-04-17,16.9,20.7,14.1,5.5,1.9,5.85,,,4.5,12.5,997.3,65.0,1005.5,7.5
108,2016-04-18,16.5,21.4,12.8,,4.0,11.36,,,4.7,7.6,1000.9,41.0,1009.0,7.3
109,2016-04-19,13.5,19.9,8.7,0.0,10.4,22.45,,,2.8,6.9,1009.4,46.0,1017.7,6.3
110,2016-04-20,13.0,21.3,5.9,,11.4,24.84,,,2.9,6.7,1015.2,48.0,1023.5,4.8
111,2016-04-21,14.3,20.0,8.2,5.0,1.3,10.09,,,2.9,11.2,1006.0,68.0,1014.3,10.0
112,2016-04-22,14.9,20.2,12.5,0.0,2.1,12.82,,,2.7,13.5,999.2,80.0,1007.4,10.0
113,2016-04-23,17.6,26.1,11.3,,5.9,19.19,,,2.3,12.5,1002.0,65.0,1010.1,9.5
114,2016-04-24,17.0,22.4,11.1,0.0,6.5,20.92,,,2.4,7.1,1005.6,39.0,1013.7,8.3
115,2016-04-25,15.5,25.4,7.5,,10.4,23.68,,,1.7,9.4,1010.9,56.0,1019.2,5.3
116,2016-04-26,17.2,26.8,9.8,,11.1,24.22,,,2.2,10.7,1008.5,60.0,1016.7,5.3
117,2016-04-27,13.1,20.5,9.2,0.0,9.5,23.72,,,3.2,10.1,1006.8,69.0,1015.1,8.3
118,2016-04-28,10.2,12.4,8.8,65.0,0.0,1.62,,,1.2,11.9,994.9,95.0,1003.2,10.0
119,2016-04-29,11.9,15.1,7.6,2.0,8.2,23.06,,,5.5,8.7,992.6,63.0,1000.9,9.3
120,2016-04-30,12.4,18.3,7.2,0.5,7.6,21.72,,,3.6,7.4,1003.6,52.0,1011.9,7.0
121,2016-05-01,12.8,19.7,9.7,2.5,3.8,12.71,,,2.0,11.7,1005.7,80.0,1014.0,9.5
122,2016-05-02,12.3,17.4,9.8,0.0,0.4,8.08,,,1.5,12.0,1012.6,84.0,1020.9,9.0
123,2016-05-03,19.2,26.1,10.7,0.0,6.3,19.91,,,4.2,13.7,1006.1,64.0,1014.2,8.3
124,2016-05-04,19.5,22.7,16.1,5.0,2.7,11.68,,,3.0,12.8,995.0,58.0,1003.0,6.0
125,2016-05-05,18.6,21.9,15.2,0.0,5.2,15.12,,,4.9,8.0,1001.6,38.0,1009.7,7.3
126,2016-05-06,17.8,23.8,10.3,,2.9,14.44,,,3.3,10.0,1007.3,49.0,1015.4,7.8
127,2016-05-07,18.7,23.8,13.2,0.0,3.1,11.31,,,3.9,13.1,998.8,60.0,1006.9,7.8
128,2016-05-08,17.6,23.0,12.2,0.0,13.2,29.13,,,3.8,7.7,1008.0,40.0,1016.2,2.8
129,2016-05-09,17.3,24.7,9.1,0.0,6.5,20.79,,,3.8,11.8,1007.9,60.0,1016.1,8.3
130,2016-05-10,15.6,17.9,13.7,9.0,0.0,4.85,,,2.3,16.1,1002.0,91.0,1010.2,10.0
131,2016-05-11,15.8,18.9,13.8,1.0,0.0,3.7,,,1.3,15.2,993.1,85.0,1001.3,10.0
132,2016-05-12,18.1,22.6,13.7,,12.7,29.01,,,3.7,11.2,1005.7,55.0,1013.8,2.8
133,2016-05-13,20.6,29.1,11.6,,11.1,23.5,,,1.9,12.9,1010.4,56.0,1018.5,7.8
134,2016-05-14,18.4,24.9,11.6,0.0,8.6,25.54,,,3.2,12.3,1016.1,58.0,1024.3,8.5
135,2016-05-15,14.6,22.5,8.7,,13.3,28.6,,,2.8,10.9,1014.4,68.0,1022.7,4.0
136,2016-05-16,17.9,24.0,11.0,,7.3,22.89,,,3.6,13.9,1005.0,68.0,1013.2,8.3
137,2016-05-17,15.9,18.2,13.3,33.0,0.3,5.57,,,1.6,14.9,1005.6,82.0,1013.8,10.0
138,2016-05-18,19.1,27.9,9.7,,13.4,28.75,,,2.0,10.3,1010.4,52.0,1018.5,0.8
139,2016-05-19,17.5,24.1,10.9,,12.2,27.53,,,2.3,10.3,1014.5,55.0,1022.7,5.0
140,2016-05-20,15.6,21.4,10.0,,5.2,18.62,,,2.1,10.4,1013.4,61.0,1021.7,8.8
141,2016-05-21,16.2,20.3,11.5,2.0,2.8,12.41,,,1.6,14.3,1010.6,78.0,1018.8,10.0
142,2016-05-22,21.5,29.0,14.6,,10.8,27.36,,,1.8,15.3,1009.0,65.0,1017.1,3.8
143,2016-05-23,23.3,32.1,14.6,,13.1,27.25,,,2.5,10.6,1006.2,42.0,1014.2,4.5
144,2016-05-24,20.9,28.7,14.7,0.0,8.4,22.7,,,2.4,14.2,1005.5,59.0,1013.5,7.8
145,2016-05-25,21.6,24.4,18.2,0.0,0.0,7.32,,,2.2,16.9,1004.2,66.0,1012.2,10.0
146,2016-05-26,24.0,29.3,18.9,0.0,1.7,15.39,,,2.2,19.9,1001.9,68.0,1009.8,9.8
147,2016-05-27,20.3,24.7,16.0,3.0,2.7,9.9,,,2.5,16.9,1000.9,72.0,1008.9,8.0
148,2016-05-28,20.7,27.8,14.8,,6.8,22.36,,,1.9,14.3,1000.0,62.0,1008.0,7.0
149,2016-05-29,21.2,31.0,14.6,,11.4,27.49,,,2.9,14.1,999.8,61.0,1007.8,5.8
150,2016-05-30,20.0,22.6,17.5,0.0,0.0,8.37,,,1.9,15.7,999.2,69.0,1007.2,10.0
151,2016-05-31,21.9,29.0,15.9,0.0,9.6,24.86,,,2.3,15.9,995.4,62.0,1003.4,8.0
152,2016-06-01,18.2,23.1,15.1,0.5,11.1,29.36,,,4.8,10.0,993.1,49.0,1001.1,4.0
153,2016-06-02,16.1,20.3,13.0,0.0,7.8,24.41,,,4.7,9.5,997.8,53.0,1006.0,4.8
154,2016-06-03,18.7,26.0,10.6,,12.2,28.49,,,2.4,9.8,1004.0,48.0,1012.1,1.8
155,2016-06-04,22.3,31.4,12.3,,10.2,26.32,,,2.3,11.8,1002.9,48.0,1010.9,7.0
156,2016-06-05,21.4,29.2,16.1,,5.0,18.64,,,2.7,14.8,1002.9,60.0,1010.9,9.5
157,2016-06-06,19.0,24.9,15.4,,8.5,24.48,,,2.9,14.2,1008.5,66.0,1016.7,9.5
158,2016-06-07,19.7,25.5,15.8,0.0,1.6,13.69,,,2.1,16.6,1007.0,73.0,1015.1,10.0
159,2016-06-08,22.9,29.3,19.0,0.0,2.8,16.52,,,2.7,19.0,1004.6,69.0,1012.6,10.0
160,2016-06-09,22.5,24.2,20.6,2.0,0.0,9.17,,,2.4,20.2,1002.8,74.0,1010.8,10.0
161,2016-06-10,24.9,31.3,19.3,,13.4,30.43,,,2.5,13.6,1005.1,46.0,1013.0,0.5
162,2016-06-11,22.8,31.4,16.9,,10.6,23.56,,,2.4,17.0,1007.1,64.0,1015.1,3.0
163,2016-06-12,24.0,31.7,18.2,0.0,6.2,22.35,,,2.0,19.6,1003.4,68.0,1011.4,9.5
164,2016-06-13,18.9,23.3,17.1,27.0,0.0,3.46,,,2.2,19.4,996.6,90.0,1004.7,10.0
165,2016-06-14,18.8,21.6,17.1,3.0,0.9,11.68,,,2.5,18.1,997.2,84.0,1005.2,10.0
166,2016-06-15,18.1,20.9,16.4,1.0,0.0,6.02,,,2.3,17.4,1002.8,84.0,1010.9,10.0
167,2016-06-16,20.3,23.2,16.5,4.0,0.0,5.29,,,2.5,20.6,998.0,87.0,1006.0,10.0
168,2016-06-17,23.0,29.5,19.0,0.5,3.8,17.75,,,2.2,19.7,996.0,73.0,1003.9,7.8
169,2016-06-18,24.5,30.3,17.6,,13.5,28.63,,,3.2,16.2,1005.0,55.0,1012.9,5.0
170,2016-06-19,22.7,27.7,17.5,0.0,5.9,22.15,,,2.8,19.9,1005.4,72.0,1013.4,9.0
171,2016-06-20,24.3,30.1,19.3,0.5,8.5,22.33,,,2.3,19.4,999.2,66.0,1007.2,9.3
172,2016-06-21,22.6,28.4,18.8,1.5,3.3,15.67,,,2.3,20.7,1000.0,76.0,1008.0,10.0
173,2016-06-22,22.0,27.5,18.8,1.0,3.1,17.36,,,2.5,21.3,1001.3,82.0,1009.3,9.8
174,2016-06-23,18.9,19.8,18.3,25.0,0.0,3.32,,,2.1,20.7,997.8,94.0,1005.9,10.0
175,2016-06-24,20.5,23.9,17.7,3.5,0.0,9.09,,,1.7,21.0,998.6,88.0,1006.6,10.0
176,2016-06-25,22.3,27.2,19.6,9.0,0.0,5.16,,,2.1,21.2,991.4,80.0,999.3,10.0
177,2016-06-26,20.6,23.9,16.9,0.0,1.8,9.2,,,1.8,17.6,997.8,73.0,1005.8,7.5
178,2016-06-27,22.3,29.5,15.6,0.0,10.7,26.76,,,2.1,17.6,1005.8,68.0,1013.8,8.0
179,2016-06-28,18.6,21.0,17.7,20.0,0.0,3.47,,,1.6,19.8,1005.9,92.0,1014.0,10.0
180,2016-06-29,21.9,26.7,16.8,0.0,3.3,18.43,,,1.6,19.9,1006.9,77.0,1014.9,8.0
181,2016-06-30,21.7,25.6,19.8,8.5,0.0,8.86,,,2.2,22.9,1005.0,88.0,1013.0,10.0
182,2016-07-01,25.9,32.4,20.4,,8.3,23.01,,,1.8,23.5,1004.8,72.0,1012.7,5.3
183,2016-07-02,25.5,28.4,22.9,1.0,0.7,10.34,,,2.3,25.7,1001.7,79.0,1009.6,10.0
184,2016-07-03,25.7,28.9,23.7,0.0,1.2,9.53,,,1.5,25.9,999.4,79.0,1007.3,10.0
185,2016-07-04,24.9,29.1,19.6,0.0,1.3,14.16,,,2.4,22.1,1004.2,72.0,1012.2,9.8
186,2016-07-05,17.9,19.6,17.0,1.5,0.0,4.93,,,2.4,18.5,1012.7,90.0,1020.9,10.0
187,2016-07-06,20.5,22.9,17.4,13.5,0.0,5.19,,,2.7,21.7,1006.8,90.0,1014.8,10.0
188,2016-07-07,22.0,26.3,18.5,0.5,1.0,10.55,,,2.4,22.0,1005.6,84.0,1013.6,10.0
189,2016-07-08,23.8,31.1,18.4,1.0,6.1,19.95,,,1.5,22.8,1005.4,79.0,1013.3,10.0
190,2016-07-09,23.2,25.6,20.7,6.5,0.4,8.21,,,1.7,25.0,999.6,88.0,1007.5,10.0
191,2016-07-10,26.2,32.4,20.6,0.0,8.5,23.31,,,2.2,22.0,996.0,66.0,1003.9,4.3
192,2016-07-11,25.8,31.9,21.3,,12.8,27.77,,,3.0,21.0,997.5,66.0,1005.4,1.8
193,2016-07-12,24.8,32.6,18.9,0.0,11.0,28.11,,,2.1,20.2,998.1,68.0,1006.0,5.3
194,2016-07-13,22.7,25.2,20.8,4.0,0.2,6.35,,,1.7,23.8,994.6,86.0,1002.5,10.0
195,2016-07-14,24.4,28.5,21.5,6.0,1.0,11.18,,,1.3,25.2,989.2,83.0,997.0,10.0
196,2016-07-15,22.6,26.0,20.2,0.5,0.3,11.36,,,2.6,22.6,993.2,83.0,1001.1,10.0
197,2016-07-16,22.9,27.8,18.9,0.5,4.0,18.22,,,2.2,21.2,999.2,77.0,1007.2,10.0
198,2016-07-17,24.2,29.0,21.0,0.5,1.0,9.49,,,1.5,26.0,999.1,86.0,1007.0,10.0
199,2016-07-18,27.2,32.3,22.7,,8.5,20.58,,,1.8,23.8,999.9,68.0,1007.7,5.5
200,2016-07-19,26.6,32.4,22.1,,9.3,22.71,,,2.4,21.1,1002.0,61.0,1009.8,4.3
201,2016-07-20,24.6,30.1,20.9,0.0,6.6,18.73,,,2.7,20.7,1004.5,68.0,1012.5,8.5
202,2016-07-21,20.8,22.0,19.3,1.0,0.0,4.36,,,1.9,21.4,1006.4,87.0,1014.5,10.0
203,2016-07-22,21.0,25.0,18.6,10.0,2.3,14.67,,,2.3,18.6,1007.2,76.0,1015.2,9.8
204,2016-07-23,20.3,23.1,17.8,0.0,0.0,8.7,,,1.8,18.2,1008.4,77.0,1016.5,10.0
205,2016-07-24,21.7,26.1,18.4,0.0,3.6,16.68,,,2.2,20.6,1008.6,80.0,1016.6,8.5
206,2016-07-25,24.0,29.3,19.8,,4.8,19.39,,,2.0,22.0,1006.9,75.0,1014.9,10.0
207,2016-07-26,24.0,26.7,21.7,0.5,0.0,8.3,,,1.8,23.4,1003.5,78.0,1011.5,10.0
208,2016-07-27,24.9,28.7,22.6,0.0,0.5,10.66,,,2.6,24.5,1002.3,78.0,1010.2,10.0
209,2016-07-28,26.8,29.9,24.2,,0.3,11.21,,,2.5,25.8,1004.1,74.0,1012.0,10.0
210,2016-07-29,28.6,34.7,25.0,,8.2,23.45,,,2.8,25.4,1005.0,66.0,1012.9,6.0
211,2016-07-30,27.6,34.6,23.1,,9.5,23.8,,,2.8,25.3,1005.7,70.0,1013.5,4.3
212,2016-07-31,27.4,32.2,23.4,0.0,10.0,23.09,,,2.7,26.9,1005.4,75.0,1013.3,7.3
213,2016-08-01,27.0,31.9,23.7,5.0,7.2,21.21,,,2.3,28.1,1002.1,80.0,1009.9,8.3
214,2016-08-02,25.7,33.3,22.8,39.0,3.4,14.97,,,1.7,27.6,1000.7,85.0,1008.6,9.0
215,2016-08-03,26.5,33.4,22.3,0.0,4.1,17.88,,,1.7,27.2,1001.1,80.0,1008.9,9.3
216,2016-08-04,28.9,35.0,23.5,,12.3,26.08,,,1.8,26.7,1001.4,69.0,1009.2,2.8
217,2016-08-05,29.7,36.2,23.6,,12.9,26.01,,,2.0,23.1,1002.0,58.0,1009.8,0.0
218,2016-08-06,28.9,36.3,23.0,,12.9,25.67,,,2.1,24.2,1002.2,63.0,1010.0,0.3
219,2016-08-07,27.9,34.4,23.7,,7.9,21.69,,,2.4,27.5,1002.8,74.0,1010.7,4.3
220,2016-08-08,26.3,28.8,24.0,4.5,0.6,9.09,,,2.5,27.0,998.1,79.0,1005.9,10.0
221,2016-08-09,28.9,33.5,24.4,,8.0,21.64,,,4.3,24.1,993.2,61.0,1000.9,5.5
222,2016-08-10,26.5,31.8,21.8,,6.6,19.7,,,1.8,21.0,1000.8,62.0,1008.7,7.3
223,2016-08-11,25.7,31.6,21.8,,10.8,25.19,,,2.2,20.9,1002.8,65.0,1010.7,5.0
224,2016-08-12,24.6,31.7,19.2,,11.7,25.78,,,2.1,19.9,1002.8,66.0,1010.7,2.3
225,2016-08-13,23.7,31.8,17.9,,11.2,25.39,,,2.3,20.2,1001.5,70.0,1009.4,2.8
