,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
75,2016-03-16,10.9,13.5,7.8,0.0,3.2,2.9,9.1,1017.2,70.0,1022.9
76,2016-03-17,11.8,16.9,7.2,,11.6,2.4,9.1,1016.3,66.0,1022.0
77,2016-03-18,14.1,17.7,9.3,2.5,6.6,2.8,12.0,1014.4,75.0,1020.0
78,2016-03-19,15.7,19.1,13.7,47.0,3.9,4.8,15.6,1001.1,87.0,1006.6
79,2016-03-20,13.3,16.7,8.5,,5.4,3.6,9.9,1004.7,65.0,1010.2
80,2016-03-21,11.2,14.3,7.1,0.0,3.8,3.6,9.0,1010.1,67.0,1015.8
81,2016-03-22,11.9,15.2,7.2,0.0,8.5,4.9,9.3,1010.8,67.0,1016.4
82,2016-03-23,13.8,17.3,10.5,,7.5,6.2,8.9,1007.5,56.0,1013.1
83,2016-03-24,11.1,14.4,7.1,4.0,3.7,4.3,9.4,1007.6,72.0,1013.3
84,2016-03-25,8.2,12.8,2.6,0.5,11.3,3.5,5.9,1011.4,56.0,1017.1
85,2016-03-26,10.0,14.3,4.1,0.0,6.8,3.2,8.2,1012.9,67.0,1018.6
86,2016-03-27,12.0,16.3,8.4,0.0,8.7,3.1,8.2,1012.8,59.0,1018.5
87,2016-03-28,11.8,15.1,9.0,5.0,6.9,2.8,10.2,1012.6,74.0,1018.3
88,2016-03-29,12.6,17.1,6.9,,9.7,2.9,9.1,1017.6,63.0,1023.3
89,2016-03-30,14.9,18.5,11.2,,7.2,4.9,10.9,1014.1,65.0,1019.7
90,2016-03-31,14.9,19.0,11.7,0.0,9.2,3.4,10.5,1012.8,62.0,1018.4
91,2016-04-01,13.3,15.3,12.0,8.5,0.0,3.8,12.7,1012.5,83.0,1018.1
92,2016-04-02,14.4,16.7,11.3,0.0,5.5,5.1,11.9,1017.5,73.0,1023.1
93,2016-04-03,15.3,18.3,13.0,5.0,1.6,2.9,15.2,1017.3,87.0,1023.0
94,2016-04-04,16.8,18.5,14.6,29.5,0.6,5.7,17.8,1002.3,93.0,1007.8
95,2016-04-05,14.6,17.7,11.7,,1.3,4.1,13.7,1007.1,82.0,1012.7
96,2016-04-06,14.5,18.5,9.3,,9.3,2.3,12.4,1013.5,75.0,1019.1
97,2016-04-07,15.4,19.3,11.0,45.0,0.0,6.4,16.0,1005.4,90.0,1011.0
98,2016-04-08,16.1,20.7,12.3,,3.7,5.5,13.6,1003.3,75.0,1008.8
99,2016-04-09,15.5,19.6,10.7,0.0,6.8,3.1,14.5,1009.2,83.0,1014.7
100,2016-04-10,16.2,19.1,13.3,,0.7,4.8,14.4,1004.6,79.0,1010.1
101,2016-04-11,15.3,18.8,11.6,,11.1,8.2,9.5,1004.9,56.0,1010.5
102,2016-04-12,13.1,15.1,10.8,0.0,5.4,4.3,9.0,1016.4,59.0,1022.0
103,2016-04-13,16.4,19.8,13.9,31.0,4.7,4.5,14.0,1011.1,76.0,1016.6
104,2016-04-14,16.0,18.8,13.9,24.0,0.0,3.1,17.2,998.9,95.0,1004.4
105,2016-04-15,17.6,23.6,13.0,,11.7,4.8,10.8,1006.9,55.0,1012.4
106,2016-04-16,16.8,19.8,14.4,,11.1,3.2,13.8,1015.9,72.0,1021.4
107,2016-04-17,17.9,19.6,16.7,13.0,0.1,7.4,18.3,1005.2,89.0,1010.7
108,2016-04-18,17.6,20.9,14.4,0.0,6.3,7.8,13.2,1003.9,66.0,1009.4
109,2016-04-19,16.3,21.0,12.0,,11.9,7.2,9.1,1010.8,49.0,1016.3
110,2016-04-20,15.7,18.5,11.4,,9.4,3.6,11.7,1018.8,66.0,1024.4
111,2016-04-21,15.6,18.2,12.4,58.5,0.0,2.8,15.4,1010.1,87.0,1015.6
112,2016-04-22,18.0,21.4,14.0,16.5,10.7,6.4,16.8,999.9,82.0,1005.4
113,2016-04-23,18.2,20.7,16.3,,8.6,3.7,17.8,1005.8,85.0,1011.3
114,2016-04-24,17.1,20.5,15.5,0.5,2.9,4.9,14.7,1006.8,76.0,1012.3
115,2016-04-25,18.2,21.5,16.4,,6.8,4.4,13.4,1012.9,64.0,1018.4
116,2016-04-26,18.5,22.5,16.0,,11.6,3.5,16.1,1011.3,76.0,1016.8
117,2016-04-27,16.9,18.7,14.0,4.5,0.0,2.9,17.1,1007.0,89.0,1012.5
118,2016-04-28,16.4,18.4,14.6,26.0,0.0,5.7,16.8,993.0,90.0,998.4
119,2016-04-29,16.6,22.1,12.7,,9.8,6.7,9.5,994.4,51.0,999.9
120,2016-04-30,15.2,20.1,9.2,,12.5,5.4,10.1,1007.0,57.0,1012.6
121,2016-05-01,17.9,21.3,13.8,,10.0,6.1,14.2,1009.0,70.0,1014.6
122,2016-05-02,18.6,21.6,15.4,,10.8,3.7,16.4,1014.4,76.0,1019.9
123,2016-05-03,18.7,21.1,16.8,0.0,1.7,3.0,19.4,1012.2,90.0,1017.8
124,2016-05-04,19.3,23.1,17.4,8.5,11.3,8.9,16.6,1001.6,75.0,1007.0
125,2016-05-05,19.8,24.0,16.1,,12.3,7.7,12.4,1006.0,54.0,1011.5
126,2016-05-06,16.8,20.2,14.6,6.5,0.6,2.7,14.3,1011.6,75.0,1017.1
127,2016-05-07,16.8,20.3,13.2,4.5,5.9,5.4,16.1,1004.8,84.0,1010.3
128,2016-05-08,18.6,23.0,13.3,,10.7,3.5,14.0,1010.7,65.0,1016.2
129,2016-05-09,16.7,18.3,14.4,17.5,0.0,3.8,16.6,1010.6,88.0,1016.1
130,2016-05-10,18.4,20.7,15.8,40.5,2.5,3.1,19.9,1002.6,94.0,1008.0
131,2016-05-11,19.0,20.5,15.8,24.5,0.0,7.8,20.5,997.8,93.0,1003.2
132,2016-05-12,18.6,23.6,14.4,,13.3,4.4,15.6,1008.2,73.0,1013.7
133,2016-05-13,19.2,22.7,16.5,,10.4,3.0,18.4,1014.0,83.0,1019.5
134,2016-05-14,19.8,25.2,16.9,,12.2,3.9,18.5,1016.2,81.0,1021.8
135,2016-05-15,18.5,21.2,16.2,,10.1,3.5,15.5,1015.5,73.0,1021.0
136,2016-05-16,19.7,22.8,17.1,0.5,6.2,2.9,18.6,1009.8,81.0,1015.3
137,2016-05-17,19.2,21.1,17.6,37.0,2.2,4.6,20.0,1005.1,90.0,1010.6
138,2016-05-18,19.6,23.6,16.7,,13.0,2.7,16.3,1012.1,72.0,1017.6
139,2016-05-19,19.7,24.2,15.4,,12.4,3.8,14.7,1014.0,65.0,1019.5
140,2016-05-20,18.2,21.0,15.8,0.0,6.1,3.4,14.1,1013.6,67.0,1019.1
141,2016-05-21,18.6,22.1,15.1,,12.4,2.5,16.0,1011.4,75.0,1017.0
142,2016-05-22,20.5,25.5,16.2,,13.0,3.0,17.2,1011.1,73.0,1016.6
143,2016-05-23,21.1,25.0,17.4,,11.8,3.1,19.6,1009.5,79.0,1014.9
144,2016-05-24,21.4,25.2,17.4,,11.1,2.5,20.9,1009.0,82.0,1014.5
145,2016-05-25,21.4,24.2,19.4,,0.2,2.2,22.2,1009.6,87.0,1015.1
146,2016-05-26,22.2,25.8,20.3,7.0,6.0,2.3,24.0,1007.0,90.0,1012.4
147,2016-05-27,21.0,25.3,19.3,20.5,2.3,3.2,22.3,1002.2,90.0,1007.6
148,2016-05-28,20.1,22.1,18.3,,0.0,1.9,19.8,1003.6,84.0,1009.0
149,2016-05-29,20.6,23.8,17.2,0.0,7.7,2.7,20.4,1002.6,85.0,1008.1
150,2016-05-30,18.7,20.6,15.9,20.0,0.0,6.0,17.9,999.2,83.0,1004.7
151,2016-05-31,21.0,23.9,18.0,0.0,9.3,4.0,21.4,999.8,86.0,1005.2
152,2016-06-01,20.9,23.5,16.6,0.0,6.5,7.8,15.4,994.8,63.0,1000.2
153,2016-06-02,19.6,23.4,15.2,,9.0,3.6,15.6,999.0,69.0,1004.4
154,2016-06-03,19.7,22.8,16.9,0.0,7.2,3.9,15.8,1007.9,69.0,1013.3
155,2016-06-04,20.5,23.8,16.7,,5.8,2.3,19.9,1008.8,83.0,1014.3
156,2016-06-05,18.6,21.2,15.9,5.0,2.1,2.2,17.3,1006.3,81.0,1011.8
157,2016-06-06,20.6,24.8,16.3,,10.9,3.6,18.5,1009.7,78.0,1015.2
158,2016-06-07,20.6,22.8,19.2,0.5,0.7,2.8,21.0,1009.5,87.0,1014.9
159,2016-06-08,21.3,25.1,18.2,1.5,7.7,4.5,20.3,1007.7,81.0,1013.1
160,2016-06-09,20.9,22.7,19.9,0.0,0.0,2.5,23.0,1005.2,93.0,1010.6
161,2016-06-10,22.5,26.1,19.8,0.0,11.7,3.2,22.6,1007.7,84.0,1013.1
162,2016-06-11,21.8,25.2,18.6,,11.8,2.4,22.1,1010.5,84.0,1015.9
163,2016-06-12,22.4,25.7,20.4,7.5,6.5,3.6,23.2,1006.4,86.0,1011.8
164,2016-06-13,21.3,23.5,20.0,20.5,0.0,5.0,23.8,993.7,94.0,999.1
165,2016-06-14,21.3,24.2,18.6,9.5,0.6,2.7,21.8,998.6,86.0,1004.0
166,2016-06-15,22.7,25.5,20.6,,9.3,2.7,22.5,1004.4,82.0,1009.8
167,2016-06-16,21.5,23.2,20.0,7.0,0.0,4.1,23.2,999.8,91.0,1005.2
168,2016-06-17,23.7,27.4,20.1,0.0,9.2,7.2,23.8,998.9,82.0,1004.2
169,2016-06-18,24.1,28.1,19.4,,13.1,2.8,20.5,1007.9,69.0,1013.3
170,2016-06-19,22.1,25.4,19.7,6.5,1.2,2.8,23.6,1008.1,89.0,1013.5
171,2016-06-20,22.9,26.1,19.6,,5.9,5.4,25.1,1002.5,90.0,1007.9
172,2016-06-21,22.2,25.4,19.2,72.0,4.3,3.8,25.0,1001.9,93.0,1007.3
173,2016-06-22,22.6,24.4,21.1,13.5,0.0,2.6,25.5,1003.3,93.0,1008.7
174,2016-06-23,23.9,27.8,20.9,19.0,7.1,5.7,26.4,997.1,89.0,1002.5
175,2016-06-24,22.3,25.5,20.3,12.0,2.1,4.3,24.6,1001.1,91.0,1006.5
176,2016-06-25,23.8,25.9,18.9,27.0,1.5,6.4,25.7,997.0,87.0,1002.4
177,2016-06-26,22.0,25.4,18.9,0.0,9.7,7.3,21.0,1002.0,79.0,1007.4
178,2016-06-27,22.5,26.1,19.4,2.0,9.0,3.3,23.2,1008.3,85.0,1013.7
179,2016-06-28,19.7,21.5,17.6,76.5,0.0,4.2,22.2,1005.9,97.0,1011.4
180,2016-06-29,21.3,24.6,20.1,2.5,1.3,3.7,23.0,1009.1,91.0,1014.6
181,2016-06-30,22.9,26.0,20.5,0.0,4.4,3.3,25.9,1007.3,92.0,1012.7
182,2016-07-01,24.4,27.1,22.4,,7.5,2.2,28.0,1007.9,92.0,1013.3
183,2016-07-02,25.4,28.4,22.7,,3.8,4.0,30.0,1006.9,93.0,1012.3
184,2016-07-03,25.6,27.7,24.1,,5.3,6.3,29.9,1004.8,91.0,1010.2
185,2016-07-04,25.9,28.9,23.4,,12.1,5.9,28.6,1006.2,86.0,1011.5
186,2016-07-05,23.9,27.0,21.8,,8.1,4.5,24.9,1012.3,84.0,1017.7
187,2016-07-06,23.9,26.9,21.4,0.0,7.6,4.6,25.7,1012.1,87.0,1017.6
188,2016-07-07,25.9,29.6,23.5,,12.1,7.0,28.7,1007.3,86.0,1012.7
189,2016-07-08,24.0,25.8,22.4,,1.7,3.4,26.9,1008.6,90.0,1014.0
190,2016-07-09,21.9,23.9,19.5,87.0,0.4,3.5,25.5,1003.0,97.0,1008.4
191,2016-07-10,24.2,27.3,22.0,,8.8,3.5,27.5,999.4,91.0,1004.7
192,2016-07-11,25.0,28.9,22.5,,11.1,2.8,28.9,999.4,91.0,1004.8
193,2016-07-12,24.8,26.8,23.3,0.0,0.6,2.7,28.8,1000.4,92.0,1005.7
194,2016-07-13,25.3,29.2,23.6,0.0,2.5,3.4,30.2,996.8,94.0,1002.1
195,2016-07-14,26.0,29.3,24.1,,11.8,6.6,28.5,991.4,85.0,996.6
196,2016-07-15,25.4,28.9,23.3,,9.0,4.9,25.5,993.4,79.0,998.6
197,2016-07-16,24.4,27.0,23.2,,4.9,3.4,26.2,1001.8,86.0,1007.1
198,2016-07-17,25.9,30.0,23.8,0.0,3.8,3.0,30.6,1001.7,92.0,1007.1
199,2016-07-18,26.9,30.5,25.0,,10.2,2.9,30.5,1001.6,87.0,1006.9
200,2016-07-19,26.2,29.4,24.4,,12.1,3.1,29.2,1004.0,86.0,1009.4
201,2016-07-20,25.9,29.0,24.1,,9.3,2.1,29.3,1005.9,88.0,1011.2
202,2016-07-21,25.6,28.6,23.4,,10.3,3.2,27.6,1006.3,84.0,1011.6
203,2016-07-22,24.6,26.9,23.2,0.0,3.7,4.4,24.3,1006.7,79.0,1012.1
204,2016-07-23,24.1,27.0,22.4,,6.8,4.2,21.7,1008.5,72.0,1013.8
205,2016-07-24,24.0,26.7,21.8,,6.4,2.4,22.3,1009.8,75.0,1015.2
206,2016-07-25,24.4,27.7,21.6,,8.1,2.0,23.6,1009.2,77.0,1014.5
207,2016-07-26,23.1,25.0,21.1,7.0,0.0,1.6,24.1,1006.6,86.0,1012.0
208,2016-07-27,22.9,24.4,21.4,26.5,0.0,2.4,27.2,1005.4,97.0,1010.8
209,2016-07-28,24.9,28.7,22.9,,7.4,2.4,27.9,1007.5,89.0,1012.8
210,2016-07-29,25.7,29.0,23.3,,12.6,2.6,27.8,1008.6,85.0,1014.0
211,2016-07-30,25.6,29.3,22.7,,13.2,2.7,27.6,1008.2,84.0,1013.5
212,2016-07-31,26.9,30.9,23.4,,12.2,2.6,26.8,1005.7,76.0,1011.0
213,2016-08-01,27.1,30.2,24.7,,7.2,2.3,29.5,1003.4,83.0,1008.7
214,2016-08-02,26.3,29.5,24.6,0.0,3.0,2.9,30.1,1002.6,88.0,1007.9
215,2016-08-03,26.2,29.2,23.8,6.0,7.4,2.4,30.5,1003.6,90.0,1008.9
216,2016-08-04,26.7,29.6,24.4,,11.6,2.1,30.8,1004.7,88.0,1010.0
217,2016-08-05,26.8,30.4,24.4,,11.9,2.3,30.7,1005.5,87.0,1010.9
218,2016-08-06,27.2,30.0,24.8,,12.5,2.2,31.4,1004.6,87.0,1009.9
219,2016-08-07,27.8,31.3,25.1,,13.0,2.4,29.3,1003.4,79.0,1008.6
220,2016-08-08,28.3,31.1,25.7,,12.7,3.5,29.4,997.2,76.0,1002.4
221,2016-08-09,28.9,33.6,25.7,,11.4,4.1,29.6,996.3,75.0,1001.6
222,2016-08-10,27.7,31.1,24.8,,10.6,2.8,28.5,1002.0,77.0,1007.3
223,2016-08-11,27.1,30.3,24.4,,11.5,3.5,29.7,1003.9,83.0,1009.2
224,2016-08-12,27.1,30.2,25.8,,4.4,4.1,26.3,1004.3,74.0,1009.6
225,2016-08-13,27.1,30.4,25.3,0.0,7.3,3.0,25.9,1003.0,73.0,1008.3
226,2016-08-14,25.5,29.1,23.5,0.5,1.6,3.0,25.9,1000.3,80.0,1005.6
227,2016-08-15,26.2,28.8,23.7,3.0,2.6,2.8,30.5,997.9,89.0,1003.2
228,2016-08-16,28.4,32.2,25.4,,12.0,3.7,28.4,995.4,74.0,1000.6
229,2016-08-17,28.2,31.2,26.8,,9.4,5.6,33.2,995.1,87.0,1000.3
230,2016-08-18,28.3,31.8,25.9,,7.2,2.4,33.5,1000.6,88.0,1005.9
231,2016-08-19,28.1,31.9,25.7,,10.0,2.8,31.0,1000.9,82.0,1006.1
232,2016-08-20,28.8,31.9,26.9,,10.9,4.2,29.5,998.6,75.0,1003.8
233,2016-08-21,28.3,32.1,25.7,0.0,9.9,4.2,30.8,999.9,80.0,1005.1
234,2016-08-22,27.6,29.8,25.4,4.0,0.2,7.4,30.9,994.0,84.0,999.2
235,2016-08-23,27.1,30.4,25.3,,5.1,2.8,32.1,999.7,90.0,1005.0
236,2016-08-24,27.3,30.6,25.5,,8.6,3.3,31.0,1002.8,86.0,1008.1
237,2016-08-25,27.5,30.8,24.8,8.0,10.7,2.8,30.1,1002.9,82.0,1008.2
238,2016-08-26,27.3,30.9,24.5,,12.4,2.7,29.6,1000.0,82.0,1005.2
239,2016-08-27,26.7,30.8,23.6,27.5,6.1,3.8,30.0,998.8,86.0,1004.1
240,2016-08-28,25.9,29.1,24.0,0.0,4.4,4.8,26.4,995.5,79.0,1000.8
241,2016-08-29,27.9,30.6,25.6,0.0,6.1,4.9,28.5,985.4,76.0,990.6
242,2016-08-30,25.0,28.8,20.8,2.5,7.7,8.3,21.7,983.7,69.0,989.0
243,2016-08-31,26.4,30.2,22.4,,10.8,3.6,25.5,996.2,74.0,1001.5
244,2016-09-01,26.8,30.3,23.9,,11.4,2.6,26.6,1003.4,76.0,1008.7
245,2016-09-02,26.7,30.7,22.9,,10.9,3.8,26.9,1006.8,77.0,1012.1
246,2016-09-03,27.9,31.2,25.8,0.0,7.7,4.3,27.8,1007.7,75.0,1013.0
247,2016-09-04,27.6,30.4,25.3,0.0,9.8,3.7,30.2,1009.6,82.0,1015.0
248,2016-09-05,26.8,29.4,25.6,2.5,2.0,2.9,31.3,1008.5,89.0,1013.8
249,2016-09-06,26.0,28.8,24.3,7.5,2.2,2.5,30.9,1004.8,92.0,1010.1
250,2016-09-07,25.8,29.2,23.5,11.0,3.1,4.5,30.3,1000.5,92.0,1005.8
251,2016-09-08,26.3,28.8,24.5,7.0,2.5,4.9,30.0,996.7,88.0,1002.0
252,2016-09-09,25.9,29.9,22.6,,12.1,7.0,23.5,999.3,70.0,1004.6
253,2016-09-10,26.0,30.2,21.6,,11.2,2.9,26.3,1005.5,78.0,1010.9
254,2016-09-11,24.9,26.5,23.5,0.0,1.3,3.4,25.7,1008.9,81.0,1014.3
255,2016-09-12,25.6,28.3,23.7,0.0,2.0,3.6,25.8,1011.8,79.0,1017.2
256,2016-09-13,25.4,28.1,23.2,47.0,0.4,4.2,30.6,1009.5,94.0,1014.9
257,2016-09-14,24.5,25.9,23.2,31.0,0.2,3.1,28.6,1009.9,93.0,1015.3
258,2016-09-15,25.3,27.9,23.1,3.0,1.8,3.1,27.4,1009.3,85.0,1014.7
259,2016-09-16,25.2,27.8,24.2,,3.6,2.5,26.4,1010.4,82.0,1015.8
260,2016-09-17,25.6,27.9,23.8,1.0,3.3,2.6,28.8,1008.7,88.0,1014.1
261,2016-09-18,25.7,26.6,25.2,2.0,0.0,5.0,30.7,1004.1,93.0,1009.4
262,2016-09-19,25.3,28.9,23.1,2.0,4.6,4.0,28.5,1002.3,89.0,1007.6
263,2016-09-20,22.3,24.7,20.3,98.0,0.0,6.4,25.2,1001.2,94.0,1006.5
264,2016-09-21,22.8,25.1,20.7,0.5,0.1,4.5,21.9,1011.2,79.0,1016.6
265,2016-09-22,22.5,25.1,20.6,13.5,1.7,5.6,24.2,1011.5,89.0,1017.0
266,2016-09-23,22.9,24.2,21.7,66.0,0.0,2.9,26.9,1009.8,96.0,1015.2
267,2016-09-24,22.3,23.4,21.4,31.0,0.0,2.2,25.8,1012.1,96.0,1017.5
268,2016-09-25,23.3,27.3,20.8,0.0,6.7,2.5,24.2,1012.8,85.0,1018.2
269,2016-09-26,24.5,28.5,21.9,0.0,7.8,2.8,27.5,1014.1,90.0,1019.5
270,2016-09-27,25.4,29.0,23.4,,10.9,2.7,29.1,1012.3,90.0,1017.7
271,2016-09-28,25.3,28.0,23.9,0.0,1.8,3.8,30.3,1008.4,94.0,1013.8
272,2016-09-29,25.5,28.7,23.3,1.5,5.6,5.5,28.2,1005.4,86.0,1010.7
273,2016-09-30,22.7,24.8,21.0,0.0,0.0,4.8,21.7,1010.5,78.0,1015.9
274,2016-10-01,22.6,24.7,21.0,,0.2,3.1,24.1,1011.8,88.0,1017.2
275,2016-10-02,23.2,24.4,21.6,,0.0,2.1,26.1,1012.9,92.0,1018.3
276,2016-10-03,22.6,25.2,20.5,8.5,0.0,3.2,25.8,1008.4,94.0,1013.8
277,2016-10-04,24.0,27.2,21.6,0.0,5.4,3.8,25.9,1007.7,87.0,1013.1
278,2016-10-05,24.5,27.8,22.0,24.0,2.4,4.1,27.2,1009.4,88.0,1014.8
279,2016-10-06,24.8,27.5,22.2,2.0,9.8,7.2,22.8,1007.0,73.0,1012.4
