Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,solar_radiation,avg_wind_speed,avg_local_pressure,avg_sea_pressure,cloud_cover
25,2016-01-26,4.7,9.2,1.0,0.1,2.97,2.0,1023.5,1028.1,8.5
26,2016-01-27,7.6,11.6,2.7,1.4,6.48,1.4,1025.7,1030.1,7.8
27,2016-01-28,10.2,15.7,7.4,0.0,0.84,1.4,1021.4,1025.8,10.0
28,2016-01-29,13.3,16.4,10.6,0.0,1.33,2.2,1012.8,1017.1,10.0
29,2016-01-30,11.4,15.2,8.6,7.0,12.75,2.6,1015.3,1019.7,5.0
30,2016-01-31,9.5,13.4,7.1,6.6,11.84,1.9,1020.8,1025.2,4.3
31,2016-02-01,6.9,9.5,5.2,0.4,3.97,2.2,1019.6,1024.1,10.0
32,2016-02-02,5.9,9.0,3.2,5.8,11.93,2.2,1019.3,1023.8,6.3
33,2016-02-03,5.6,11.3,1.7,7.1,13.54,2.1,1021.0,1025.5,3.5
34,2016-02-04,6.2,11.3,1.7,5.4,11.51,1.9,1020.5,1024.9,7.8
35,2016-02-05,6.7,10.9,3.7,3.8,9.29,1.6,1016.9,1021.3,6.5
36,2016-02-06,5.8,8.8,3.9,3.0,9.73,2.7,1015.8,1020.3,9.8
37,2016-02-07,5.4,9.6,1.6,5.7,11.81,2.1,1016.2,1020.7,8.5
38,2016-02-08,6.9,10.8,1.9,4.2,10.46,2.5,1015.9,1020.4,6.5
39,2016-02-09,10.3,12.4,5.9,9.2,15.52,5.4,1017.4,1021.8,2.0
40,2016-02-10,8.0,13.9,3.0,9.3,15.77,1.3,1021.4,1025.9,1.5
41,2016-02-11,10.7,18.0,4.4,7.0,13.79,1.3,1022.4,1026.9,6.0
42,2016-02-12,14.9,17.3,12.1,0.0,4.3,1.6,1017.6,1021.9,10.0
43,2016-02-13,18.5,21.1,15.3,0.3,5.09,3.0,1007.8,1012.0,10.0
44,2016-02-14,10.0,16.4,5.1,0.0,1.58,6.4,1008.8,1013.2,10.0
45,2016-02-15,3.7,5.2,2.0,0.4,4.84,4.5,1014.8,1019.3,9.5
46,2016-02-16,5.5,9.4,2.0,1.8,6.23,3.5,1016.5,1021.0,8.8
47,2016-02-17,6.4,9.8,3.5,2.1,8.23,2.8,1019.7,1024.2,8.8
48,2016-02-18,7.2,12.8,2.1,6.3,14.67,1.3,1021.4,1025.9,5.0
49,2016-02-19,9.9,14.4,6.0,2.7,7.48,1.3,1022.3,1026.7,7.8
50,2016-02-20,10.0,13.6,7.8,0.1,6.24,3.0,1014.2,1018.6,9.0
51,2016-02-21,6.9,9.3,3.6,8.1,16.15,3.4,1023.8,1028.3,4.5
52,2016-02-22,7.1,10.7,3.3,0.0,7.19,1.2,1025.1,1029.6,10.0
53,2016-02-23,8.9,13.3,6.0,3.2,10.19,2.9,1020.9,1025.3,9.5
54,2016-02-24,7.2,9.8,4.0,6.2,15.76,3.6,1024.1,1028.5,7.0
55,2016-02-25,5.2,8.3,2.4,7.3,15.98,2.8,1027.6,1032.2,4.8
56,2016-02-26,5.6,11.0,0.8,8.2,14.46,1.5,1027.0,1031.5,5.0
57,2016-02-27,10.7,16.3,5.0,4.9,11.69,2.0,1022.1,1026.5,5.8
58,2016-02-28,12.9,18.0,6.9,8.2,15.4,2.0,1018.6,1022.9,3.0
59,2016-02-29,6.0,14.8,1.4,0.8,6.46,5.3,1019.1,1023.6,9.5
60,2016-03-01,3.2,5.2,1.3,0.1,5.03,2.3,1023.0,1027.5,7.8
61,2016-03-02,6.4,12.6,0.9,7.9,17.8,1.5,1023.1,1027.6,6.5
62,2016-03-03,11.4,17.8,4.7,9.3,17.83,1.5,1022.0,1026.4,5.8
63,2016-03-04,15.9,21.4,12.4,4.9,13.38,2.1,1022.1,1026.4,9.0
64,2016-03-05,17.4,22.6,13.1,9.3,18.05,1.7,1019.8,1024.1,1.0
65,2016-03-06,18.2,23.9,15.7,1.8,10.53,1.6,1014.2,1018.4,10.0
66,2016-03-07,16.3,22.0,13.5,8.6,17.92,2.1,1012.3,1016.6,3.0
67,2016-03-08,14.9,19.7,11.6,7.6,16.17,2.5,1012.3,1016.6,1.8
68,2016-03-09,10.5,13.1,8.3,0.6,4.83,3.9,1008.8,1013.2,9.3
69,2016-03-10,9.9,12.2,7.9,0.2,7.56,3.1,1015.0,1019.4,8.3
70,2016-03-11,6.7,9.9,3.4,3.9,11.45,2.9,1017.3,1021.7,5.8
71,2016-03-12,6.8,13.7,1.6,9.0,20.98,1.7,1019.2,1023.6,2.3
72,2016-03-13,7.3,10.4,4.4,0.0,3.99,1.5,1017.3,1021.8,7.5
73,2016-03-14,9.3,13.2,6.4,7.0,17.11,3.9,1012.3,1016.7,4.8
74,2016-03-15,9.8,15.0,4.9,10.1,21.17,1.8,1017.6,1022.1,3.8
75,2016-03-16,11.7,17.6,6.9,5.7,14.51,1.4,1017.8,1022.2,7.3
76,2016-03-17,14.5,21.6,7.7,10.0,21.27,1.7,1016.5,1020.8,4.5
77,2016-03-18,15.3,16.6,13.6,0.0,2.55,1.7,1008.2,1012.5,10.0
78,2016-03-19,15.1,18.3,10.6,2.9,10.17,2.5,1007.5,1011.8,7.5
79,2016-03-20,12.0,17.3,8.9,10.6,21.69,2.9,1014.0,1018.4,0.8
80,2016-03-21,11.1,16.9,7.7,10.9,22.51,2.8,1016.6,1021.0,3.5
81,2016-03-22,11.4,18.7,4.6,10.9,22.89,1.8,1015.0,1019.4,3.8
82,2016-03-23,12.0,14.8,8.5,0.0,6.48,1.6,1012.1,1016.5,9.0
83,2016-03-24,11.0,14.6,7.9,9.5,21.21,3.7,1014.5,1018.9,8.0
84,2016-03-25,9.9,14.6,6.2,9.2,21.35,2.5,1017.9,1022.3,7.8
85,2016-03-26,10.5,16.3,5.6,7.9,20.6,2.7,1016.3,1020.7,6.0
86,2016-03-27,9.7,13.3,6.7,4.6,13.63,2.9,1016.1,1020.6,6.3
87,2016-03-28,10.8,16.5,5.1,10.3,21.97,1.9,1018.8,1023.2,0.3
88,2016-03-29,13.5,17.7,8.4,2.9,12.74,2.0,1020.2,1024.6,8.5
89,2016-03-30,16.4,18.4,13.3,0.0,5.93,2.7,1017.1,1021.4,10.0
90,2016-03-31,13.8,16.7,12.2,0.0,6.25,1.4,1012.0,1016.3,10.0
91,2016-04-01,15.3,18.8,13.1,4.8,16.6,3.4,1008.4,1012.7,7.8
92,2016-04-02,16.6,22.5,11.7,7.9,18.83,1.9,1014.8,1019.1,6.8
93,2016-04-03,17.7,20.8,15.7,0.0,5.45,1.0,1012.0,1016.3,10.0
94,2016-04-04,16.0,18.8,12.8,4.1,12.34,2.5,1005.8,1010.0,8.8
95,2016-04-05,15.2,20.3,11.0,9.2,22.34,2.1,1012.0,1016.3,5.5
96,2016-04-06,16.1,20.2,12.5,0.3,9.08,1.2,1012.2,1016.5,7.8
97,2016-04-07,19.1,23.0,15.7,0.0,0.58,5.9,1005.3,1009.5,10.0
98,2016-04-08,16.4,20.6,14.0,5.0,14.19,1.5,1010.8,1015.0,9.8
99,2016-04-09,17.2,23.4,12.7,6.3,18.17,1.4,1010.5,1014.7,10.0
100,2016-04-10,17.4,21.2,15.1,3.0,13.85,2.4,1008.0,1012.2,10.0
101,2016-04-11,15.4,19.4,11.8,7.2,20.08,3.3,1012.3,1016.5,9.5
102,2016-04-12,16.4,22.8,11.2,6.0,18.44,2.0,1012.3,1016.6,9.0
103,2016-04-13,17.9,20.8,15.6,0.0,6.17,1.7,1004.1,1008.3,10.0
104,2016-04-14,18.9,25.1,15.9,8.8,22.99,2.2,1005.1,1009.3,6.3
105,2016-04-15,19.2,26.2,14.4,11.1,24.82,1.8,1013.3,1017.5,3.3
106,2016-04-16,18.4,23.1,14.8,1.3,11.48,2.1,1009.7,1014.0,10.0
107,2016-04-17,16.2,20.7,11.7,5.0,16.55,4.6,1007.1,1011.4,8.5
108,2016-04-18,13.9,16.7,10.5,0.1,8.18,1.6,1012.8,1017.1,10.0
109,2016-04-19,15.0,20.4,10.2,10.0,22.39,2.5,1018.8,1023.2,2.0
110,2016-04-20,17.4,23.3,10.1,7.3,21.88,2.4,1016.7,1021.0,6.5
111,2016-04-21,18.4,22.7,15.7,0.0,0.76,4.1,1004.0,1008.3,10.0
112,2016-04-22,17.7,21.2,14.9,6.5,20.07,2.2,1006.9,1011.1,7.5
113,2016-04-23,15.3,18.1,13.8,0.0,4.32,1.0,1008.5,1012.8,9.8
114,2016-04-24,16.0,19.8,14.0,0.5,6.17,1.2,1008.7,1013.0,10.0
115,2016-04-25,16.6,18.8,13.7,0.0,5.46,1.4,1010.8,1015.1,10.0
116,2016-04-26,19.4,23.3,16.9,0.0,9.08,1.3,1009.6,1013.9,10.0
117,2016-04-27,18.4,20.5,17.0,0.0,4.12,2.4,999.8,1004.0,10.0
118,2016-04-28,16.1,18.6,13.6,3.7,17.33,4.7,1000.1,1004.3,10.0
119,2016-04-29,15.9,20.8,11.4,11.5,26.73,2.2,1008.6,1012.8,1.0
120,2016-04-30,16.6,22.4,11.2,11.7,26.19,1.7,1012.0,1016.3,0.0
121,2016-05-01,19.1,25.1,13.9,11.0,25.65,1.5,1013.2,1017.4,3.0
122,2016-05-02,21.1,26.6,15.7,8.4,21.69,2.3,1012.5,1016.7,8.0
123,2016-05-03,18.5,21.9,15.8,2.0,4.87,4.8,1002.8,1007.0,10.0
124,2016-05-04,19.2,22.6,13.7,11.7,26.56,4.8,1008.4,1012.6,0.0
125,2016-05-05,19.8,24.5,14.9,5.6,17.43,1.2,1012.8,1017.0,7.5
126,2016-05-06,18.4,20.9,15.3,0.0,2.38,1.8,1006.3,1010.5,10.0
127,2016-05-07,19.4,23.1,17.1,4.2,15.83,2.3,1008.3,1012.6,9.0
128,2016-05-08,19.0,24.0,16.6,1.6,11.85,1.5,1011.2,1015.4,10.0
129,2016-05-09,20.0,23.4,18.2,1.9,10.36,3.4,1006.1,1010.3,9.5
130,2016-05-10,20.3,22.5,17.6,0.0,2.66,2.5,999.9,1004.1,10.0
131,2016-05-11,17.5,21.3,14.9,2.8,16.55,2.7,1004.5,1008.8,7.3
132,2016-05-12,18.8,25.3,12.1,12.3,28.56,1.7,1010.6,1014.9,1.8
133,2016-05-13,20.8,25.5,18.1,12.3,27.11,2.3,1014.6,1018.9,5.5
134,2016-05-14,21.4,27.0,15.7,11.2,27.22,2.2,1016.5,1020.7,5.8
135,2016-05-15,23.0,28.4,20.1,1.4,13.24,1.8,1010.6,1014.8,10.0
136,2016-05-16,17.1,23.5,12.4,0.2,3.86,3.0,1006.6,1010.8,10.0
137,2016-05-17,18.2,25.1,11.7,11.8,28.82,1.9,1011.1,1015.3,1.0
138,2016-05-18,19.0,24.8,13.4,10.8,24.89,1.8,1012.7,1016.9,8.0
139,2016-05-19,20.6,27.0,15.5,5.5,18.61,1.3,1012.8,1017.0,10.0
140,2016-05-20,22.5,28.7,16.9,11.3,26.96,1.7,1011.4,1015.6,5.3
141,2016-05-21,22.3,26.4,18.5,5.0,16.94,1.7,1011.7,1015.9,10.0
142,2016-05-22,22.5,28.3,17.3,10.5,23.98,1.8,1010.9,1015.1,8.5
143,2016-05-23,22.5,29.4,17.6,11.0,25.2,1.6,1009.7,1013.8,7.3
144,2016-05-24,23.3,26.9,20.1,0.8,10.76,1.5,1005.3,1009.4,10.0
145,2016-05-25,22.4,25.8,20.0,6.1,16.78,2.0,1005.4,1009.6,5.8
146,2016-05-26,22.8,27.1,20.0,9.2,21.7,2.2,1005.4,1009.5,6.3
147,2016-05-27,22.3,25.7,19.8,2.3,15.83,2.2,1006.6,1010.8,10.0
148,2016-05-28,20.0,21.4,19.1,0.0,4.72,1.5,1003.5,1007.7,10.0
149,2016-05-29,20.8,22.2,20.0,0.0,4.24,0.9,1000.0,1004.2,10.0
150,2016-05-30,22.0,26.4,17.9,12.5,27.78,2.3,1001.5,1005.6,2.8
151,2016-05-31,21.8,28.2,15.9,9.0,23.93,1.9,1003.8,1007.9,7.0
152,2016-06-01,21.5,24.6,19.1,2.1,9.6,1.5,1001.2,1005.3,7.5
153,2016-06-02,21.9,28.7,17.4,11.7,29.05,3.3,1003.9,1008.0,2.5
154,2016-06-03,22.2,27.6,17.1,8.9,25.38,1.9,1007.4,1011.5,9.3
155,2016-06-04,18.9,22.0,16.9,0.0,3.23,1.8,1003.1,1007.3,10.0
156,2016-06-05,20.4,22.1,18.9,0.0,4.53,1.9,1002.8,1007.0,10.0
157,2016-06-06,21.7,24.1,20.0,0.5,9.49,1.6,1007.2,1011.4,10.0
158,2016-06-07,22.8,27.0,20.5,8.7,22.97,1.8,1006.2,1010.3,5.3
159,2016-06-08,22.5,26.6,19.3,9.1,22.41,1.6,1006.1,1010.2,10.0
160,2016-06-09,23.3,27.2,20.5,7.2,20.42,1.8,1006.3,1010.5,7.5
161,2016-06-10,24.5,29.1,20.5,11.9,27.45,2.0,1008.1,1012.2,2.8
162,2016-06-11,26.2,30.4,22.9,6.1,20.76,1.5,1007.2,1011.3,9.5
163,2016-06-12,23.7,25.8,22.4,0.0,5.79,1.5,1000.6,1004.7,10.0
164,2016-06-13,23.7,27.8,21.7,2.4,11.9,2.1,996.8,1000.8,8.3
165,2016-06-14,23.6,27.6,20.0,12.1,27.02,2.1,999.9,1004.0,2.3
166,2016-06-15,25.5,30.6,20.9,7.9,22.86,2.0,1000.5,1004.6,7.8
167,2016-06-16,23.6,26.1,21.5,0.0,4.23,2.9,997.8,1001.9,10.0
168,2016-06-17,22.8,25.8,20.6,4.3,15.2,2.4,1006.0,1010.2,10.0
169,2016-06-18,23.9,29.2,19.3,6.3,20.47,1.4,1009.8,1014.0,8.0
170,2016-06-19,24.9,27.1,22.2,0.9,7.12,3.9,1006.8,1010.9,10.0
171,2016-06-20,24.7,26.3,22.9,0.0,5.8,4.4,1004.7,1008.8,10.0
172,2016-06-21,24.3,25.7,23.4,0.0,7.96,3.7,1004.3,1008.4,10.0
173,2016-06-22,25.4,26.9,23.4,0.0,3.68,5.3,1002.3,1006.4,10.0
174,2016-06-23,24.3,26.7,23.4,0.4,9.16,3.1,1002.5,1006.6,10.0
175,2016-06-24,25.9,28.4,23.6,0.3,5.0,5.3,1000.2,1004.3,10.0
176,2016-06-25,20.4,23.7,17.7,0.0,3.37,2.9,1004.2,1008.4,9.8
177,2016-06-26,23.2,26.8,19.6,7.0,22.71,3.2,1007.5,1011.6,8.0
178,2016-06-27,19.8,22.5,17.8,0.0,3.73,1.4,1006.6,1010.8,9.3
179,2016-06-28,20.8,23.0,18.7,0.0,4.3,1.2,1006.7,1010.9,10.0
180,2016-06-29,23.8,26.9,21.7,0.0,4.25,2.3,1008.0,1012.1,10.0
181,2016-06-30,23.9,27.5,22.0,2.2,11.22,1.4,1009.3,1013.5,8.0
182,2016-07-01,26.2,30.4,22.2,2.9,16.41,1.7,1008.5,1012.6,10.0
183,2016-07-02,27.7,29.7,26.4,3.0,17.36,4.5,1007.0,1011.1,9.3
184,2016-07-03,27.6,30.3,25.7,1.8,15.44,4.4,1007.8,1011.9,10.0
185,2016-07-04,28.2,31.2,25.8,4.9,20.54,3.4,1009.2,1013.2,7.5
186,2016-07-05,28.5,33.1,25.2,11.9,27.94,2.1,1011.5,1015.6,6.0
187,2016-07-06,27.8,32.0,25.2,11.9,27.84,2.0,1012.5,1016.6,1.0
188,2016-07-07,27.5,31.1,23.6,6.5,18.93,1.3,1010.5,1014.6,5.3
189,2016-07-08,24.4,27.3,23.1,0.0,2.91,1.7,1004.4,1008.5,10.0
190,2016-07-09,26.7,31.0,24.2,3.4,16.82,2.2,1002.0,1006.1,9.5
191,2016-07-10,26.0,28.3,25.0,0.3,6.87,1.0,1001.0,1005.1,10.0
192,2016-07-11,26.4,28.3,24.8,0.0,5.62,2.4,1002.4,1006.5,10.0
193,2016-07-12,28.6,31.0,27.0,3.3,17.02,5.8,1001.8,1005.9,9.5
194,2016-07-13,26.9,28.4,25.5,0.0,1.7,6.3,999.3,1003.4,10.0
195,2016-07-14,26.7,29.7,23.8,6.2,19.17,3.2,998.0,1002.1,6.0
196,2016-07-15,26.2,30.2,23.1,10.9,25.59,1.8,999.5,1003.6,4.3
197,2016-07-16,27.3,30.6,24.5,0.8,9.2,3.4,1000.1,1004.2,10.0
198,2016-07-17,26.7,30.2,24.7,6.8,21.94,2.5,1004.4,1008.5,9.0
199,2016-07-18,26.8,30.9,23.1,6.5,21.13,1.5,1006.0,1010.1,8.3
200,2016-07-19,27.9,32.3,24.5,8.4,23.4,2.0,1006.3,1010.4,8.0
201,2016-07-20,27.6,32.0,23.7,5.9,21.23,2.3,1006.9,1010.9,6.3
202,2016-07-21,27.8,31.5,24.5,12.4,25.88,2.6,1007.0,1011.1,3.8
203,2016-07-22,27.6,32.2,24.2,11.8,26.52,2.4,1005.9,1010.0,5.5
204,2016-07-23,27.9,32.5,24.1,11.2,25.31,1.7,1006.2,1010.3,5.5
205,2016-07-24,28.9,33.0,25.5,11.6,25.07,1.7,1007.7,1011.8,7.8
206,2016-07-25,28.8,32.9,26.5,10.3,24.7,1.7,1008.1,1012.2,6.5
207,2016-07-26,28.3,32.9,25.5,11.2,26.01,1.7,1006.1,1010.2,7.8
208,2016-07-27,28.1,32.5,25.1,11.6,25.74,1.8,1004.7,1008.8,4.8
209,2016-07-28,28.8,33.4,25.8,11.1,24.36,1.9,1005.4,1009.5,2.8
210,2016-07-29,29.4,34.1,26.6,12.1,25.43,1.7,1006.9,1010.9,4.3
211,2016-07-30,30.1,34.0,26.8,10.5,24.44,1.9,1007.3,1011.3,7.5
212,2016-07-31,29.6,33.0,26.8,10.8,24.81,2.3,1007.0,1011.0,4.5
213,2016-08-01,29.9,33.6,27.3,10.9,24.72,2.4,1005.9,1009.9,6.0
214,2016-08-02,29.4,33.1,26.7,7.5,19.9,1.8,1004.4,1008.5,9.3
215,2016-08-03,29.2,32.7,26.7,8.6,20.52,1.8,1004.4,1008.5,10.0
216,2016-08-04,29.1,32.9,26.0,9.2,21.89,1.8,1004.6,1008.7,8.0
217,2016-08-05,28.7,33.7,25.6,8.8,21.42,1.6,1004.9,1009.0,8.0
218,2016-08-06,29.8,34.7,26.0,11.7,25.96,1.7,1003.8,1007.9,4.0
219,2016-08-07,29.8,34.5,27.4,7.8,22.58,1.7,1003.2,1007.2,6.8
220,2016-08-08,29.6,33.3,27.4,4.7,17.35,1.9,1002.5,1006.6,10.0
221,2016-08-09,30.1,35.1,27.5,7.1,20.2,1.8,1002.8,1006.8,7.8
222,2016-08-10,30.3,35.1,27.4,11.2,23.16,1.8,1004.6,1008.6,0.3
223,2016-08-11,30.5,35.0,26.9,11.6,24.87,2.0,1004.8,1008.9,2.3
224,2016-08-12,30.4,34.7,27.0,11.6,24.23,1.9,1003.3,1007.3,1.3
225,2016-08-13,30.4,34.4,27.7,11.3,23.53,1.9,1002.4,1006.4,3.5
226,2016-08-14,30.1,34.6,27.0,11.3,24.05,2.0,1000.9,1004.9,1.5
227,2016-08-15,29.8,34.4,26.7,10.0,23.52,2.2,998.6,1002.6,4.8
228,2016-08-16,29.5,34.3,27.3,7.0,17.51,2.2,997.3,1001.3,7.5
229,2016-08-17,29.6,34.0,26.0,8.9,21.01,2.2,998.1,1002.1,2.5
230,2016-08-18,30.2,35.1,26.9,10.1,22.09,1.9,1000.1,1004.1,5.0
231,2016-08-19,30.2,34.4,28.0,10.2,21.39,2.0,1001.6,1005.6,8.0
232,2016-08-20,30.0,35.2,27.2,8.8,18.52,2.3,999.8,1003.8,3.0
233,2016-08-21,30.3,34.7,26.5,11.3,23.94,2.5,998.6,1002.7,3.5
234,2016-08-22,30.6,36.2,27.2,9.8,21.33,2.8,999.5,1003.5,3.3
235,2016-08-23,30.5,37.1,27.0,10.5,23.63,2.9,999.6,1003.6,0.8
236,2016-08-24,29.7,34.2,25.8,11.2,23.34,2.3,1000.1,1004.1,1.0
237,2016-08-25,30.4,35.0,27.0,11.4,23.47,2.0,1000.7,1004.7,3.0
238,2016-08-26,29.0,34.1,26.6,6.7,15.24,2.7,1000.8,1004.8,5.8
239,2016-08-27,28.2,33.4,25.8,6.0,16.61,2.9,999.8,1003.8,6.3
240,2016-08-28,25.5,28.0,21.7,0.4,6.48,2.2,993.1,997.2,10.0
241,2016-08-29,23.4,28.1,20.9,8.0,18.87,3.6,995.0,999.1,5.3
242,2016-08-30,25.4,29.0,20.4,8.4,21.26,6.2,993.4,997.5,6.0
243,2016-08-31,26.6,29.7,24.3,10.0,22.79,5.6,997.1,1001.1,5.5
244,2016-09-01,26.6,28.4,25.2,0.0,6.73,2.0,1002.5,1006.6,10.0
245,2016-09-02,23.7,25.6,22.3,0.0,1.96,1.5,1002.8,1006.9,10.0
246,2016-09-03,25.6,29.0,22.8,0.0,7.65,1.9,1003.0,1007.1,10.0
247,2016-09-04,25.3,27.6,23.9,0.0,4.42,1.9,1002.6,1006.7,10.0
248,2016-09-05,27.0,31.2,23.9,8.0,19.37,2.8,1005.2,1009.3,8.0
249,2016-09-06,27.3,32.1,23.9,9.4,20.69,2.2,1003.5,1007.5,6.5
250,2016-09-07,27.0,31.4,24.3,1.4,12.36,2.5,999.9,1004.0,10.0
251,2016-09-08,25.5,29.4,22.2,9.7,16.91,2.3,1002.3,1006.4,5.3
252,2016-09-09,25.5,29.9,21.6,10.7,22.69,1.9,1005.4,1009.5,4.3
253,2016-09-10,25.7,30.2,21.5,6.4,18.48,1.4,1007.0,1011.1,9.0
254,2016-09-11,26.9,31.6,23.2,7.5,18.57,1.8,1008.4,1012.5,8.3
255,2016-09-12,23.3,25.2,22.1,0.1,4.1,2.1,1007.8,1012.0,10.0
256,2016-09-13,25.2,29.5,21.4,4.5,15.41,2.1,1010.8,1014.9,9.8
257,2016-09-14,24.7,27.7,22.8,0.1,8.13,1.4,1011.7,1015.8,10.0
258,2016-09-15,25.3,29.0,22.5,2.7,14.05,1.6,1010.8,1014.9,10.0
259,2016-09-16,26.4,31.1,22.9,5.4,15.8,1.4,1009.6,1013.8,10.0
260,2016-09-17,26.5,31.9,23.6,7.4,20.15,1.9,1006.4,1010.5,8.0
261,2016-09-18,26.0,27.4,24.1,0.0,5.54,2.0,1003.6,1007.7,10.0
262,2016-09-19,24.0,24.6,22.6,0.0,1.74,2.7,999.5,1003.6,10.0
263,2016-09-20,22.5,25.2,20.2,3.9,12.44,5.0,1003.3,1007.4,8.0
264,2016-09-21,23.0,28.2,18.3,4.7,16.55,1.5,1011.3,1015.5,6.8
265,2016-09-22,23.8,27.8,21.2,1.2,11.13,1.8,1010.6,1014.8,10.0
266,2016-09-23,24.2,28.6,21.4,7.5,16.49,2.1,1010.3,1014.4,6.3
267,2016-09-24,25.1,29.6,21.2,10.0,19.64,2.0,1009.9,1014.1,6.0
268,2016-09-25,25.1,28.4,22.4,2.0,9.74,2.1,1010.5,1014.7,7.5
269,2016-09-26,27.6,33.3,23.9,8.5,19.52,1.6,1010.5,1014.6,6.5
270,2016-09-27,27.2,32.7,24.3,5.9,14.9,1.5,1010.1,1014.1,8.0
271,2016-09-28,26.4,28.1,25.1,0.0,3.03,1.5,1008.8,1012.9,10.0
272,2016-09-29,24.2,27.1,22.8,0.5,7.93,2.8,1009.1,1013.2,10.0
273,2016-09-30,25.2,29.9,22.6,2.4,11.96,2.2,1009.4,1013.6,9.8
274,2016-10-01,26.8,30.6,24.1,8.5,19.32,1.8,1011.8,1015.9,5.8
275,2016-10-02,26.9,31.6,23.9,7.0,17.05,1.5,1010.9,1015.0,4.8
276,2016-10-03,26.4,31.0,23.7,2.8,11.27,1.2,1006.5,1010.6,8.0
277,2016-10-04,27.3,29.8,24.6,0.2,7.8,1.2,1007.0,1011.1,10.0
278,2016-10-05,25.8,28.4,22.6,0.2,5.8,4.3,1005.9,1010.0,9.8
279,2016-10-06,24.5,29.2,21.5,6.0,15.7,2.2,1012.8,1017.0,7.0
280,2016-10-07,25.5,30.7,21.9,6.0,14.87,1.4,1013.8,1017.9,9.5
281,2016-10-08,24.8,27.0,22.0,0.2,4.08,2.1,1007.8,1011.9,10.0
282,2016-10-09,21.2,25.5,17.3,7.1,15.26,2.9,1008.3,1012.5,5.3
283,2016-10-10,20.3,25.6,16.4,9.6,19.29,2.4,1010.9,1015.1,1.3
284,2016-10-11,20.6,25.7,17.0,5.9,15.45,2.2,1011.5,1015.7,9.0
285,2016-10-12,20.7,24.3,18.1,1.1,9.41,1.7,1013.8,1018.0,9.8
286,2016-10-13,20.7,24.8,18.3,0.7,10.02,1.8,1015.3,1019.6,10.0
287,2016-10-14,19.8,23.2,16.9,0.7,7.63,1.1,1017.6,1021.9,8.5
288,2016-10-15,20.4,25.6,15.8,4.6,12.61,1.7,1018.2,1022.5,7.5
289,2016-10-16,21.2,25.4,16.8,0.8,8.99,1.4,1014.6,1018.8,9.8
290,2016-10-17,23.5,27.5,21.2,9.3,17.42,1.5,1011.9,1016.1,4.0
291,2016-10-18,22.7,27.3,20.0,6.9,15.14,1.6,1012.7,1016.9,9.0
292,2016-10-19,21.7,24.0,20.0,0.0,5.55,1.3,1011.8,1016.0,10.0
293,2016-10-20,21.4,24.5,18.7,2.2,9.41,1.6,1012.2,1016.4,10.0
