Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature
202,2016-07-21,25.0,32.0,19.9
203,2016-07-22,24.3,31.6,18.2
204,2016-07-23,24.7,30.9,19.0
205,2016-07-24,24.8,29.4,19.8
206,2016-07-25,23.4,29.6,20.7
207,2016-07-26,24.3,29.8,20.8
208,2016-07-27,25.2,31.0,20.3
209,2016-07-28,25.2,29.9,21.3
210,2016-07-29,25.3,30.9,21.0
211,2016-07-30,25.0,30.8,20.7
212,2016-07-31,25.4,32.1,19.5
213,2016-08-01,25.8,32.2,19.6
214,2016-08-02,25.4,31.5,20.3
215,2016-08-03,24.7,31.4,20.3
216,2016-08-04,24.6,31.8,19.5
217,2016-08-05,25.1,31.0,20.9
218,2016-08-06,25.4,31.9,20.9
219,2016-08-07,25.5,31.8,20.7
220,2016-08-08,26.2,33.9,19.9
221,2016-08-09,25.4,32.1,19.1
222,2016-08-10,26.4,34.1,20.5
223,2016-08-11,25.6,34.3,18.8
224,2016-08-12,25.7,34.3,18.2
225,2016-08-13,26.1,33.0,20.0
226,2016-08-14,26.0,33.7,20.5
227,2016-08-15,26.6,34.3,21.6
228,2016-08-16,26.0,31.6,22.5
229,2016-08-17,26.1,32.0,21.6
230,2016-08-18,25.9,32.6,21.3
231,2016-08-19,26.0,32.4,20.8
232,2016-08-20,26.1,33.4,19.8
233,2016-08-21,25.4,32.8,19.6
234,2016-08-22,26.6,32.6,20.6
235,2016-08-23,25.4,32.3,20.2
236,2016-08-24,24.4,30.5,19.9
237,2016-08-25,25.7,31.8,20.8
238,2016-08-26,24.8,32.0,19.2
239,2016-08-27,24.1,29.3,21.9
240,2016-08-28,22.8,26.0,20.7
241,2016-08-29,19.0,21.9,15.9
242,2016-08-30,20.0,25.0,14.7
243,2016-08-31,20.6,25.8,15.9
244,2016-09-01,21.4,29.0,15.1
245,2016-09-02,22.7,26.9,17.7
246,2016-09-03,24.2,26.2,22.2
247,2016-09-04,23.9,28.9,22.3
248,2016-09-05,24.8,29.6,21.5
249,2016-09-06,25.0,29.9,21.7
250,2016-09-07,24.2,29.0,21.7
251,2016-09-08,21.9,26.4,17.5
252,2016-09-09,20.8,28.1,15.1
253,2016-09-10,21.1,27.9,15.5
254,2016-09-11,23.1,29.4,18.6
255,2016-09-12,21.5,25.0,19.8
256,2016-09-13,21.8,25.1,19.5
257,2016-09-14,21.6,24.6,20.1
258,2016-09-15,22.5,27.3,19.5
259,2016-09-16,23.4,29.5,20.2
260,2016-09-17,24.0,30.2,19.5
261,2016-09-18,22.9,25.7,21.6
262,2016-09-19,22.1,23.9,19.9
263,2016-09-20,18.2,20.0,16.7
264,2016-09-21,17.6,21.3,15.6
265,2016-09-22,18.8,22.0,15.7
266,2016-09-23,20.3,26.1,16.3
267,2016-09-24,20.4,25.9,16.3
268,2016-09-25,21.4,24.6,19.0
269,2016-09-26,23.6,27.8,21.0
270,2016-09-27,24.0,28.4,20.3
271,2016-09-28,23.3,25.7,22.2
272,2016-09-29,21.3,24.2,19.5
273,2016-09-30,21.4,25.3,19.3
274,2016-10-01,23.6,29.3,20.4
275,2016-10-02,23.7,29.9,20.8
276,2016-10-03,23.8,28.5,20.7
277,2016-10-04,23.2,26.6,20.7
278,2016-10-05,23.2,28.2,21.1
279,2016-10-06,20.7,26.3,16.4
280,2016-10-07,19.9,24.1,14.8
281,2016-10-08,22.2,28.1,19.7
282,2016-10-09,17.3,21.0,12.3
283,2016-10-10,14.4,21.4,10.2
284,2016-10-11,15.4,22.2,9.4
285,2016-10-12,15.0,20.6,10.2
286,2016-10-13,14.0,18.6,10.3
287,2016-10-14,13.7,20.4,8.4
288,2016-10-15,13.4,20.4,5.1
289,2016-10-16,18.6,21.2,13.9
290,2016-10-17,21.3,27.5,17.7
291,2016-10-18,20.0,25.3,15.6
292,2016-10-19,18.4,22.7,15.1
293,2016-10-20,17.3,25.1,12.6
294,2016-10-21,15.9,18.4,13.8
295,2016-10-22,16.8,18.4,15.1
296,2016-10-23,16.1,17.6,14.3
297,2016-10-24,13.4,20.0,9.2
298,2016-10-25,16.3,24.9,8.2
299,2016-10-26,18.3,22.1,14.7
300,2016-10-27,15.6,19.9,12.8
301,2016-10-28,18.5,21.8,14.8
302,2016-10-29,14.0,17.9,8.3
303,2016-10-30,11.6,18.4,7.4
304,2016-10-31,11.2,16.7,7.1
305,2016-11-01,9.2,12.9,1.9
306,2016-11-02,7.7,16.1,1.7
307,2016-11-03,7.4,14.4,2.3
308,2016-11-04,7.6,17.1,1.7
309,2016-11-05,9.5,19.3,2.4
310,2016-11-06,12.2,18.1,6.6
311,2016-11-07,8.5,16.7,2.5
312,2016-11-08,10.4,16.2,5.6
313,2016-11-09,9.8,12.7,5.0
314,2016-11-10,7.8,10.7,4.8
315,2016-11-11,9.9,14.5,5.3
316,2016-11-12,9.2,19.0,3.4
317,2016-11-13,11.7,20.5,4.9
318,2016-11-14,14.8,16.8,12.9
319,2016-11-15,14.7,18.8,9.1
320,2016-11-16,10.0,16.3,2.6
321,2016-11-17,7.6,17.5,0.4
322,2016-11-18,10.4,15.7,3.6
323,2016-11-19,16.6,20.6,14.1
324,2016-11-20,15.5,20.1,10.0
325,2016-11-21,12.9,16.4,9.4
326,2016-11-22,13.4,18.4,8.7
327,2016-11-23,10.4,12.3,8.8
328,2016-11-24,5.6,9.0,-1.0
329,2016-11-25,4.1,11.4,-1.5
330,2016-11-26,6.3,13.9,-1.4
331,2016-11-27,9.8,10.8,8.5
332,2016-11-28,6.4,10.1,0.8
333,2016-11-29,4.5,11.2,-0.4
334,2016-11-30,7.1,13.5,1.8
335,2016-12-01,10.0,13.8,5.7
336,2016-12-02,6.6,13.8,-0.4
337,2016-12-03,4.1,16.4,-3.6
338,2016-12-04,7.6,13.2,0.6
339,2016-12-05,9.0,14.1,3.6
340,2016-12-06,6.7,11.1,-1.5
341,2016-12-07,3.1,10.9,-3.4
342,2016-12-08,4.5,11.7,-0.3
343,2016-12-09,6.7,14.0,-0.7
344,2016-12-10,4.1,11.6,-0.7
345,2016-12-11,3.0,10.3,-2.3
346,2016-12-12,4.5,12.1,-2.8
347,2016-12-13,9.6,11.7,7.0
348,2016-12-14,7.3,10.4,1.6
349,2016-12-15,3.5,6.5,1.4
350,2016-12-16,0.9,4.9,-2.8
351,2016-12-17,2.6,9.7,-3.6
352,2016-12-18,1.2,13.5,-6.0
353,2016-12-19,4.6,16.7,-3.4
354,2016-12-20,8.9,12.4,4.9
355,2016-12-21,13.4,17.9,8.5
356,2016-12-22,14.8,20.3,8.8
357,2016-12-23,5.2,8.8,2.8
358,2016-12-24,4.5,9.8,0.0
359,2016-12-25,5.0,12.7,-0.8
360,2016-12-26,10.0,15.7,4.7
361,2016-12-27,7.3,14.9,0.5
362,2016-12-28,1.4,4.8,-1.5
363,2016-12-29,0.8,3.9,-1.9
364,2016-12-30,1.1,8.4,-3.1
365,2016-12-31,1.7,10.3,-4.6
366,2017-01-01,2.8,13.3,-3.2
367,2017-01-02,4.9,12.3,-2.3
368,2017-01-03,5.5,12.6,-1.5
369,2017-01-04,4.8,14.1,-4.2
370,2017-01-05,4.0,8.1,-1.1
371,2017-01-06,3.5,10.1,-2.4
372,2017-01-07,3.6,10.9,-4.1
373,2017-01-08,8.1,9.4,6.9
374,2017-01-09,6.5,8.7,0.8
375,2017-01-10,3.6,8.7,-0.3
376,2017-01-11,1.6,6.1,-2.2
377,2017-01-12,1.8,5.9,-2.7
378,2017-01-13,3.1,5.9,1.4
379,2017-01-14,0.1,2.6,-2.2
380,2017-01-15,-2.0,2.2,-5.2
381,2017-01-16,-0.8,4.2,-5.3
382,2017-01-17,-0.4,7.1,-5.3
383,2017-01-18,1.7,10.7,-4.4
384,2017-01-19,2.7,8.6,-1.6
385,2017-01-20,1.5,5.6,-1.0
386,2017-01-21,0.1,5.1,-5.1
387,2017-01-22,0.8,3.3,-1.6
388,2017-01-23,-2.3,0.0,-4.4
389,2017-01-24,-1.9,2.6,-6.0
390,2017-01-25,-2.2,6.0,-8.4
391,2017-01-26,-0.8,10.1,-7.5
392,2017-01-27,3.2,13.0,-5.4
393,2017-01-28,2.6,12.9,-3.8
394,2017-01-29,9.2,18.4,-1.4
395,2017-01-30,7.7,13.4,1.2
396,2017-01-31,2.4,8.8,-2.6
397,2017-02-01,3.0,7.1,-2.8
398,2017-02-02,2.0,8.3,-3.8
399,2017-02-03,2.3,11.1,-4.6
400,2017-02-04,5.9,12.6,-2.0
401,2017-02-05,7.7,12.3,4.2
402,2017-02-06,3.9,7.5,1.8
403,2017-02-07,3.3,7.6,-1.8
404,2017-02-08,2.1,8.3,-3.4
405,2017-02-09,0.5,3.1,-2.7
406,2017-02-10,-2.8,-1.1,-4.7
407,2017-02-11,-2.5,0.5,-5.0
408,2017-02-12,-0.9,4.1,-4.8
409,2017-02-13,-0.6,6.5,-6.8
410,2017-02-14,2.5,6.5,-1.0
411,2017-02-15,2.1,11.8,-4.4
412,2017-02-16,5.0,16.3,-5.1
413,2017-02-17,12.2,17.9,4.2
414,2017-02-18,4.9,9.9,0.6
415,2017-02-19,3.8,13.9,-3.9
416,2017-02-20,10.2,15.2,3.4
417,2017-02-21,2.7,7.8,-3.0
418,2017-02-22,4.8,13.7,-4.2
419,2017-02-23,7.2,14.1,2.7
420,2017-02-24,3.3,7.6,-1.8
421,2017-02-25,1.8,8.6,-4.0
422,2017-02-26,3.5,8.7,-2.2
423,2017-02-27,2.0,9.1,-3.3
424,2017-02-28,1.9,10.4,-4.5
425,2017-03-01,3.0,12.5,-3.6
426,2017-03-02,4.7,8.0,2.0
427,2017-03-03,5.4,12.4,0.7
428,2017-03-04,5.7,14.7,-0.8
429,2017-03-05,5.0,13.7,-1.4
430,2017-03-06,5.9,11.5,-1.2
431,2017-03-07,3.0,7.7,-1.9
432,2017-03-08,1.5,5.5,-0.6
433,2017-03-09,3.9,9.8,0.2
434,2017-03-10,6.2,13.1,-1.0
435,2017-03-11,3.5,13.0,-4.5
436,2017-03-12,5.3,15.9,-3.7
437,2017-03-13,6.0,8.6,3.7
438,2017-03-14,6.2,10.6,1.9
439,2017-03-15,4.1,8.3,-0.2
440,2017-03-16,3.8,10.7,-2.9
441,2017-03-17,4.1,12.2,-3.4
442,2017-03-18,4.9,14.3,-3.0
443,2017-03-19,6.9,15.4,1.4
444,2017-03-20,6.2,11.7,0.2
445,2017-03-21,7.7,10.5,5.5
446,2017-03-22,6.2,12.2,2.7
447,2017-03-23,4.3,7.1,2.1
448,2017-03-24,4.8,10.0,1.2
449,2017-03-25,4.3,5.6,2.6
450,2017-03-26,6.5,11.5,3.6
451,2017-03-27,5.0,8.7,1.7
452,2017-03-28,5.9,12.6,0.5
453,2017-03-29,7.0,11.3,3.5
454,2017-03-30,12.6,19.2,7.2
455,2017-03-31,6.3,9.6,3.1
456,2017-04-01,6.8,12.5,3.1
457,2017-04-02,4.4,8.4,1.9
458,2017-04-03,7.2,16.5,-1.2
459,2017-04-04,9.6,21.4,-0.5
460,2017-04-05,11.8,17.7,3.5
461,2017-04-06,14.0,16.6,11.8
462,2017-04-07,16.2,20.7,13.0
463,2017-04-08,16.9,19.8,14.9
464,2017-04-09,15.8,20.9,11.6
465,2017-04-10,10.9,14.2,8.0
466,2017-04-11,11.9,15.6,5.8
467,2017-04-12,10.2,16.8,4.9
468,2017-04-13,10.6,18.3,2.2
469,2017-04-14,12.6,22.2,1.9
470,2017-04-15,16.1,23.2,7.5
471,2017-04-16,16.9,24.3,11.3
472,2017-04-17,17.2,21.1,14.1
473,2017-04-18,15.5,20.1,11.6
474,2017-04-19,13.7,19.6,7.6
475,2017-04-20,11.6,16.1,6.9
476,2017-04-21,14.5,19.6,11.2
477,2017-04-22,13.4,19.4,5.4
478,2017-04-23,9.7,19.7,1.3
479,2017-04-24,11.4,21.0,0.6
480,2017-04-25,14.4,22.1,5.8
481,2017-04-26,13.1,15.7,11.5
482,2017-04-27,12.4,17.2,6.6
483,2017-04-28,11.1,19.6,1.8
484,2017-04-29,14.3,22.2,7.4
485,2017-04-30,16.6,24.6,6.0
486,2017-05-01,17.5,24.3,11.1
487,2017-05-02,15.1,23.1,7.8
488,2017-05-03,16.7,22.4,12.5
489,2017-05-04,16.3,18.5,14.6
490,2017-05-05,19.0,24.8,14.2
491,2017-05-06,19.5,23.5,14.9
492,2017-05-07,17.4,23.3,12.8
493,2017-05-08,18.6,25.1,9.4
494,2017-05-09,13.8,16.0,11.2
495,2017-05-10,14.4,15.6,12.9
496,2017-05-11,18.9,24.3,11.7
497,2017-05-12,16.7,22.0,13.7
498,2017-05-13,17.8,24.7,13.7
499,2017-05-14,18.5,25.8,12.1
500,2017-05-15,15.9,22.7,10.2
501,2017-05-16,13.8,18.7,9.0
502,2017-05-17,15.1,21.7,9.1
503,2017-05-18,15.5,24.4,6.5
504,2017-05-19,17.2,27.8,6.9
505,2017-05-20,18.8,27.4,9.6
506,2017-05-21,18.1,27.0,11.3
507,2017-05-22,18.3,24.9,9.8
508,2017-05-23,19.1,24.9,13.4
509,2017-05-24,18.0,19.6,16.9
510,2017-05-25,19.4,24.3,15.6
511,2017-05-26,16.1,23.1,9.2
512,2017-05-27,14.7,22.5,6.6
513,2017-05-28,17.4,27.4,7.4
514,2017-05-29,21.1,30.1,12.5
515,2017-05-30,21.8,31.4,12.9
516,2017-05-31,19.6,23.8,14.9
