Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
46,2016-02-16,3.9,9.2,-1.4,2.0,5.4,1001.3,68,1020.6
47,2016-02-17,6.7,11.8,2.2,2.3,5.7,1003.8,60,1023.0
48,2016-02-18,6.4,14.1,0.9,1.5,6.3,1006.8,68,1026.1
49,2016-02-19,9.6,18.5,0.9,1.8,8.4,1007.9,73,1027.0
50,2016-02-20,10.6,14.3,8.6,2.9,11.3,997.3,88,1016.0
51,2016-02-21,7.5,12.5,3.9,2.3,5.6,1007.1,55,1026.3
52,2016-02-22,6.7,11.8,2.6,1.8,7.9,1009.9,80,1029.2
53,2016-02-23,9.1,11.4,6.8,3.2,10.9,1004.1,95,1023.1
54,2016-02-24,7.0,13.4,2.4,2.0,6.6,1007.3,68,1026.5
55,2016-02-25,4.5,11.8,-1.2,1.5,5.1,1010.9,63,1030.4
56,2016-02-26,5.8,13.5,-0.5,1.5,4.7,1011.2,55,1030.5
57,2016-02-27,8.2,16.6,1.4,1.2,6.3,1008.3,63,1027.5
58,2016-02-28,9.9,18.3,2.0,1.5,9.0,1004.9,76,1023.9
59,2016-02-29,7.2,11.9,1.6,3.6,7.0,1002.0,67,1021.1
60,2016-03-01,3.1,10.6,-2.1,1.8,4.0,1006.6,54,1026.1
61,2016-03-02,5.8,15.7,-3.0,1.3,5.5,1007.8,63,1027.1
62,2016-03-03,9.2,18.3,0.0,1.3,7.3,1007.9,67,1026.9
63,2016-03-04,12.4,21.2,4.3,1.7,10.3,1008.9,74,1027.8
64,2016-03-05,14.6,21.2,8.3,2.0,12.2,1007.6,75,1026.3
65,2016-03-06,15.8,20.1,13.1,1.8,15.8,1001.4,88,1019.8
66,2016-03-07,18.3,25.8,13.5,2.4,16.2,997.2,79,1015.5
67,2016-03-08,16.5,26.5,9.6,1.5,13.2,997.7,76,1016.0
68,2016-03-09,12.7,16.6,7.8,2.5,13.5,991.8,91,1010.2
69,2016-03-10,9.3,13.7,5.3,1.2,9.1,998.2,79,1017.1
70,2016-03-11,8.3,14.4,3.7,1.8,6.8,1000.1,65,1019.1
71,2016-03-12,8.4,14.9,3.2,1.6,6.1,1003.2,58,1022.2
72,2016-03-13,8.7,14.4,2.6,1.7,9.3,1001.9,83,1020.9
73,2016-03-14,9.6,15.8,5.0,2.8,9.3,994.1,79,1012.9
74,2016-03-15,8.2,17.0,0.6,1.7,6.4,1002.2,64,1021.2
75,2016-03-16,10.2,18.6,3.7,1.7,9.6,1003.6,79,1022.5
76,2016-03-17,13.0,20.4,5.4,1.8,11.2,1003.0,77,1021.7
77,2016-03-18,13.5,15.3,11.4,1.5,15.2,996.1,97,1014.7
78,2016-03-19,16.9,21.6,11.3,1.7,16.2,991.7,85,1009.9
79,2016-03-20,13.4,21.8,6.3,1.6,9.8,997.2,69,1015.8
80,2016-03-21,12.6,19.5,7.0,1.6,8.8,1000.4,63,1019.1
81,2016-03-22,12.9,21.0,4.8,1.8,9.5,1000.2,67,1018.8
82,2016-03-23,12.4,17.6,9.6,1.3,12.4,996.9,86,1015.5
83,2016-03-24,11.8,17.2,7.8,2.5,9.1,997.5,67,1016.2
84,2016-03-25,9.3,14.5,4.8,2.6,6.3,1001.8,55,1020.8
85,2016-03-26,10.0,18.3,2.9,1.6,7.0,1001.0,62,1019.8
86,2016-03-27,9.4,15.7,4.0,2.2,6.5,1001.2,59,1020.1
87,2016-03-28,9.9,17.9,2.5,1.7,6.4,1003.9,57,1022.9
88,2016-03-29,11.5,19.1,2.8,1.6,8.1,1006.2,63,1025.1
89,2016-03-30,13.1,18.4,9.9,1.4,12.5,1003.8,83,1022.5
90,2016-03-31,12.5,14.4,10.3,1.9,14.2,998.3,98,1016.9
91,2016-04-01,16.6,23.8,13.1,1.6,15.9,992.6,86,1010.8
92,2016-04-02,17.1,21.2,14.2,2.7,16.2,1001.0,83,1019.3
93,2016-04-03,17.4,22.5,14.4,1.3,17.9,998.6,91,1016.9
94,2016-04-04,17.5,20.1,14.2,1.8,18.9,991.1,95,1009.2
95,2016-04-05,16.5,22.4,11.5,1.9,13.8,996.4,75,1014.8
96,2016-04-06,16.0,20.8,11.2,1.6,14.8,999.6,82,1018.0
97,2016-04-07,19.9,24.1,14.6,4.1,22.2,992.9,95,1010.9
98,2016-04-08,16.6,19.4,13.9,1.5,16.6,996.1,88,1014.4
99,2016-04-09,16.3,20.4,12.5,1.4,15.8,996.7,86,1015.1
100,2016-04-10,15.2,17.8,13.8,1.4,15.9,994.2,92,1012.5
101,2016-04-11,16.1,22.9,11.6,1.8,13.3,997.1,75,1015.5
102,2016-04-12,14.5,19.1,11.2,3.3,10.7,999.9,64,1018.4
103,2016-04-13,15.0,17.9,10.8,1.5,15.0,992.0,87,1010.4
104,2016-04-14,20.2,28.0,15.1,1.8,16.9,989.2,74,1007.2
105,2016-04-15,17.7,24.6,10.8,2.3,10.2,999.4,55,1017.7
106,2016-04-16,16.5,22.4,9.2,2.5,12.6,999.3,68,1017.6
107,2016-04-17,18.8,23.9,12.1,3.7,14.6,992.1,68,1010.1
108,2016-04-18,12.3,13.6,9.7,1.4,11.1,997.5,77,1016.2
109,2016-04-19,15.0,24.2,5.1,1.6,9.5,1003.4,62,1022.0
110,2016-04-20,17.0,24.6,8.8,2.1,12.4,1003.8,67,1022.2
111,2016-04-21,18.4,23.0,14.7,3.4,19.7,992.5,92,1010.5
112,2016-04-22,19.9,27.0,14.6,2.0,16.0,992.0,71,1010.0
113,2016-04-23,14.0,18.5,11.7,1.8,13.7,994.3,86,1012.8
114,2016-04-24,13.8,15.1,12.3,2.4,14.9,994.7,95,1013.2
115,2016-04-25,15.8,16.9,14.0,3.9,17.0,997.0,95,1015.4
116,2016-04-26,18.2,20.1,16.7,2.6,19.2,996.7,92,1014.9
117,2016-04-27,18.2,19.5,16.8,1.8,20.5,987.7,98,1005.7
118,2016-04-28,17.3,21.0,14.1,2.5,16.5,984.4,83,1002.4
119,2016-04-29,16.3,24.4,9.7,1.8,10.7,992.6,62,1010.9
120,2016-04-30,17.0,24.9,8.7,2.0,12.5,998.0,68,1016.3
121,2016-05-01,19.5,27.3,11.3,1.7,13.2,999.2,62,1017.4
122,2016-05-02,19.1,27.4,12.0,2.2,13.3,999.9,63,1018.1
123,2016-05-03,18.7,22.4,13.8,3.8,17.1,991.5,78,1009.6
124,2016-05-04,18.1,24.2,10.2,2.9,12.6,995.1,63,1013.3
125,2016-05-05,21.1,28.3,15.1,2.0,14.2,999.1,60,1017.2
126,2016-05-06,16.8,18.6,14.7,1.7,18.1,994.8,94,1013.1
127,2016-05-07,22.0,28.7,17.9,1.5,21.7,993.6,84,1011.5
128,2016-05-08,17.9,20.0,16.5,1.7,18.9,998.5,92,1016.7
129,2016-05-09,20.1,22.9,16.5,1.8,22.2,993.6,94,1011.6
130,2016-05-10,21.6,23.8,18.2,3.3,24.6,987.7,95,1005.5
131,2016-05-11,19.2,24.5,15.7,2.1,16.5,989.2,76,1007.2
132,2016-05-12,19.4,27.4,13.2,1.7,15.2,996.8,72,1014.9
133,2016-05-13,20.5,28.5,13.1,1.5,16.3,1000.5,71,1018.7
134,2016-05-14,21.1,26.4,15.4,1.8,17.9,1002.9,73,1021.0
135,2016-05-15,20.7,23.9,19.2,2.0,21.0,998.7,86,1016.8
136,2016-05-16,19.7,26.0,14.2,2.3,21.1,991.9,91,1009.9
137,2016-05-17,18.7,26.8,13.0,1.5,13.3,995.9,66,1014.1
138,2016-05-18,19.4,28.4,11.4,2.5,13.8,998.9,66,1017.0
139,2016-05-19,20.6,24.8,15.3,3.4,15.8,999.2,67,1017.3
140,2016-05-20,21.8,26.2,18.6,3.8,15.9,998.0,62,1015.9
141,2016-05-21,21.4,26.6,18.3,3.7,17.7,998.2,71,1016.2
142,2016-05-22,21.6,28.7,15.2,2.7,16.2,997.8,65,1015.8
143,2016-05-23,22.7,28.1,17.7,3.2,15.5,996.8,60,1014.7
144,2016-05-24,22.2,27.2,19.2,2.1,20.1,993.6,76,1011.5
145,2016-05-25,22.8,25.6,20.6,1.7,26.4,991.9,95,1009.7
146,2016-05-26,25.0,31.0,21.2,1.6,24.0,990.9,77,1008.5
147,2016-05-27,23.2,29.4,19.8,1.7,20.6,992.0,74,1009.8
148,2016-05-28,19.5,20.9,18.4,1.7,21.6,990.0,95,1008.0
149,2016-05-29,21.0,23.0,18.9,0.9,24.5,986.6,98,1004.4
150,2016-05-30,24.2,30.3,20.5,2.0,22.9,986.5,78,1004.1
151,2016-05-31,23.8,31.6,17.5,2.0,20.9,989.6,74,1007.2
152,2016-06-01,20.1,22.4,15.9,1.1,17.2,987.0,74,1004.9
153,2016-06-02,20.6,27.8,13.3,2.2,12.6,989.5,58,1007.4
154,2016-06-03,20.6,27.6,14.4,1.8,15.5,994.1,65,1012.0
155,2016-06-04,18.5,20.0,17.5,2.2,19.5,990.6,92,1008.7
156,2016-06-05,20.2,23.6,18.6,2.1,21.7,989.7,92,1007.7
157,2016-06-06,21.3,25.2,18.7,3.5,22.5,993.5,89,1011.5
158,2016-06-07,24.0,30.1,20.3,1.8,23.2,992.1,80,1009.8
159,2016-06-08,24.0,28.4,21.2,1.5,24.3,992.3,82,1010.0
160,2016-06-09,23.3,31.3,20.6,1.5,24.2,992.3,86,1010.0
161,2016-06-10,24.2,29.9,19.7,1.7,24.7,994.6,83,1012.4
162,2016-06-11,23.9,28.4,20.1,2.2,24.2,994.6,83,1012.4
163,2016-06-12,23.1,24.7,21.7,2.3,27.4,987.2,97,1004.9
164,2016-06-13,22.9,24.2,21.5,1.2,26.5,982.7,95,1000.3
165,2016-06-14,25.0,30.4,20.3,1.9,24.7,986.1,80,1003.7
166,2016-06-15,25.0,30.6,20.5,2.0,25.1,987.9,81,1005.5
167,2016-06-16,23.2,26.1,21.2,2.0,26.3,984.9,92,1002.6
168,2016-06-17,22.1,25.3,20.3,1.8,21.9,992.2,82,1010.0
169,2016-06-18,24.7,31.2,18.8,1.6,23.5,996.5,77,1014.2
170,2016-06-19,23.7,26.6,21.2,2.5,27.0,994.9,92,1012.7
171,2016-06-20,24.6,26.7,22.4,2.7,28.6,992.5,92,1010.2
172,2016-06-21,25.2,27.8,23.4,2.6,29.7,991.2,93,1008.8
173,2016-06-22,26.3,30.3,24.1,2.9,30.4,990.4,89,1008.0
174,2016-06-23,26.8,30.9,24.8,2.6,29.1,989.1,83,1006.5
175,2016-06-24,27.4,30.9,23.9,3.5,29.7,988.4,82,1005.8
176,2016-06-25,22.6,26.8,18.4,2.0,23.0,990.1,83,1007.8
177,2016-06-26,22.9,29.7,16.4,2.1,18.9,993.5,70,1011.3
178,2016-06-27,18.5,21.8,17.1,1.6,20.3,993.9,95,1012.0
179,2016-06-28,24.9,26.8,21.9,2.8,29.6,993.4,94,1011.1
180,2016-06-29,24.2,26.8,22.3,2.2,28.7,995.8,95,1013.6
181,2016-06-30,23.3,25.8,21.6,1.5,26.7,996.1,93,1013.9
182,2016-07-01,26.0,30.7,20.8,1.8,27.6,996.0,83,1013.6
183,2016-07-02,27.6,32.4,22.2,3.2,28.3,995.0,78,1012.6
184,2016-07-03,28.6,34.6,25.2,2.8,30.4,995.0,79,1012.5
185,2016-07-04,28.5,33.7,24.2,2.0,29.6,996.2,77,1013.7
186,2016-07-05,28.4,34.8,22.9,2.1,27.5,998.3,73,1015.8
187,2016-07-06,28.2,34.6,23.0,2.2,26.5,999.1,71,1016.7
188,2016-07-07,26.5,33.0,21.9,1.8,26.3,997.5,77,1015.2
189,2016-07-08,23.2,24.4,21.9,2.7,27.3,992.4,96,1010.2
190,2016-07-09,25.3,29.6,23.4,2.1,29.7,989.5,93,1007.1
191,2016-07-10,25.3,29.0,24.1,2.3,30.7,988.4,96,1005.9
192,2016-07-11,26.0,27.8,24.5,1.9,31.2,990.3,93,1007.8
193,2016-07-12,27.6,32.6,24.7,3.8,31.2,990.0,85,1007.5
194,2016-07-13,26.8,29.3,25.3,3.4,30.7,987.4,87,1004.8
195,2016-07-14,26.3,29.8,24.0,2.5,30.6,984.5,90,1001.9
196,2016-07-15,26.4,33.3,20.5,1.7,25.7,985.3,77,1002.8
197,2016-07-16,26.0,29.8,23.2,1.9,30.6,988.2,90,1005.7
198,2016-07-17,28.5,32.6,25.5,2.5,31.4,990.6,81,1008.0
199,2016-07-18,28.7,34.4,23.4,1.8,28.5,992.1,73,1009.5
200,2016-07-19,28.3,34.4,24.0,1.9,29.4,992.7,78,1010.2
201,2016-07-20,26.1,32.1,23.4,1.7,29.6,993.4,88,1011.0
202,2016-07-21,26.6,34.0,22.8,1.4,29.6,993.2,86,1010.7
203,2016-07-22,27.8,34.3,24.2,1.7,29.5,992.0,80,1009.5
204,2016-07-23,27.8,32.8,24.1,2.7,27.5,993.1,75,1010.6
205,2016-07-24,25.3,28.7,23.6,2.1,29.3,994.8,91,1012.4
206,2016-07-25,26.2,31.2,23.1,1.5,28.1,995.1,84,1012.8
207,2016-07-26,26.1,31.2,22.0,1.5,27.3,992.9,82,1010.5
208,2016-07-27,26.6,32.8,21.7,1.5,27.0,991.5,79,1009.0
209,2016-07-28,26.5,33.0,22.4,1.7,27.8,992.6,81,1010.1
210,2016-07-29,27.3,32.5,22.3,2.6,27.4,993.9,77,1011.4
211,2016-07-30,27.6,32.5,23.9,2.6,26.7,994.3,74,1011.8
212,2016-07-31,27.9,33.8,23.2,2.2,26.7,993.7,73,1011.2
213,2016-08-01,27.7,35.4,22.6,1.6,27.2,992.3,75,1009.7
214,2016-08-02,27.0,35.6,23.1,1.5,28.7,990.7,82,1008.2
215,2016-08-03,26.3,31.4,22.9,1.3,28.9,991.1,85,1008.6
216,2016-08-04,26.2,33.1,23.8,1.5,29.1,991.6,86,1009.2
217,2016-08-05,27.4,33.2,23.3,2.7,28.7,991.8,80,1009.2
218,2016-08-06,26.7,32.0,23.9,2.0,29.9,990.9,86,1008.4
219,2016-08-07,27.6,33.4,24.7,1.9,28.4,990.2,78,1007.6
220,2016-08-08,27.4,33.0,23.4,2.0,28.5,989.2,79,1006.7
221,2016-08-09,28.4,34.1,24.0,1.5,28.8,989.4,76,1006.8
222,2016-08-10,29.3,36.2,23.9,1.9,29.6,991.3,74,1008.6
223,2016-08-11,29.2,34.7,24.5,1.7,29.3,991.5,73,1008.8
224,2016-08-12,28.8,33.7,25.1,1.5,29.9,990.1,76,1007.5
225,2016-08-13,28.6,33.7,25.0,1.5,29.3,989.3,76,1006.7
226,2016-08-14,28.1,35.0,24.6,1.3,30.9,987.4,83,1004.8
227,2016-08-15,29.1,35.0,24.3,1.4,29.5,985.0,75,1002.2
228,2016-08-16,29.2,34.9,24.4,1.5,28.2,983.5,71,1000.8
229,2016-08-17,29.2,35.7,23.4,1.6,26.2,984.4,66,1001.6
230,2016-08-18,28.1,35.0,25.7,1.5,30.1,987.1,80,1004.4
231,2016-08-19,28.2,35.4,24.5,1.6,29.8,988.3,79,1005.7
232,2016-08-20,29.1,36.1,24.7,1.8,29.9,986.1,76,1003.4
233,2016-08-21,28.6,34.4,23.8,3.3,28.1,985.4,73,1002.7
234,2016-08-22,29.6,36.9,23.7,1.7,28.1,985.6,70,1002.9
235,2016-08-23,29.7,35.6,25.7,2.9,29.1,986.1,71,1003.4
236,2016-08-24,26.3,32.8,24.7,2.8,29.3,987.2,86,1004.7
237,2016-08-25,27.8,33.7,24.4,2.7,29.2,987.8,80,1005.2
238,2016-08-26,28.6,34.4,23.9,2.6,28.6,987.2,75,1004.5
239,2016-08-27,28.4,34.1,24.8,2.8,28.0,986.1,74,1003.5
240,2016-08-28,26.9,31.4,24.1,2.4,27.6,980.0,78,997.3
241,2016-08-29,24.2,29.7,19.9,2.6,19.7,979.3,67,996.7
242,2016-08-30,23.0,28.8,17.7,2.4,19.2,980.3,70,997.9
243,2016-08-31,24.8,29.8,21.4,2.5,18.8,984.6,61,1002.1
244,2016-09-01,24.9,30.4,19.8,1.7,21.4,990.1,69,1007.7
245,2016-09-02,25.4,30.9,21.6,2.2,24.3,990.3,76,1007.9
246,2016-09-03,25.3,28.3,23.3,2.3,26.2,990.1,82,1007.7
247,2016-09-04,24.4,26.2,23.2,1.8,28.7,990.5,94,1008.1
248,2016-09-05,26.8,33.2,22.6,1.7,29.0,992.3,84,1009.9
249,2016-09-06,26.5,31.4,24.2,1.6,30.2,990.1,88,1007.6
250,2016-09-07,27.6,32.7,24.0,2.4,29.4,986.1,80,1003.4
251,2016-09-08,27.1,32.4,22.4,1.8,23.8,987.6,68,1005.1
252,2016-09-09,25.1,31.3,19.8,1.6,22.2,991.1,71,1008.8
253,2016-09-10,25.1,31.6,19.8,1.8,22.9,993.4,73,1011.0
254,2016-09-11,25.1,31.9,21.0,2.4,24.5,995.1,78,1012.8
255,2016-09-12,25.6,28.1,22.6,2.4,29.3,994.5,89,1012.1
256,2016-09-13,26.0,30.2,23.9,1.7,29.7,996.8,89,1014.5
257,2016-09-14,25.3,30.6,23.1,1.1,29.1,997.9,91,1015.6
258,2016-09-15,26.1,32.2,23.4,1.5,28.6,996.9,85,1014.6
259,2016-09-16,25.8,31.4,22.6,1.6,27.0,996.6,82,1014.2
260,2016-09-17,25.7,31.9,21.5,2.2,28.0,994.2,86,1011.9
261,2016-09-18,26.1,31.5,23.6,1.5,30.0,990.7,89,1008.2
262,2016-09-19,25.0,27.7,23.2,2.7,29.4,984.7,93,1002.2
263,2016-09-20,24.2,28.9,21.5,4.3,23.6,983.5,78,1001.0
264,2016-09-21,23.5,27.9,20.8,2.5,21.4,996.9,75,1014.7
265,2016-09-22,24.1,28.2,21.5,1.7,24.5,996.3,82,1014.1
266,2016-09-23,24.0,31.1,20.7,1.4,23.4,996.2,80,1014.0
267,2016-09-24,24.1,30.3,19.6,2.2,24.0,996.4,81,1014.2
268,2016-09-25,25.7,31.4,21.7,2.8,27.1,997.0,83,1014.7
269,2016-09-26,26.2,31.2,23.0,2.5,27.6,997.5,83,1015.1
270,2016-09-27,26.3,30.3,24.0,1.7,30.8,996.8,91,1014.5
271,2016-09-28,26.7,31.4,24.0,1.7,30.5,996.0,88,1013.6
272,2016-09-29,27.0,32.6,23.2,1.6,28.5,995.4,82,1013.0
273,2016-09-30,26.7,31.9,23.5,1.7,28.5,996.3,83,1013.9
274,2016-10-01,27.5,34.0,22.3,1.5,27.6,998.1,77,1015.7
275,2016-10-02,26.6,32.1,23.4,2.0,27.3,997.8,80,1015.5
276,2016-10-03,24.4,27.2,22.8,1.8,28.4,993.5,93,1011.2
277,2016-10-04,25.5,30.6,22.5,2.9,27.3,995.1,85,1012.8
278,2016-10-05,26.4,29.6,22.8,3.9,29.3,993.9,85,1011.5
279,2016-10-06,25.0,30.9,20.9,1.3,25.6,998.6,82,1016.4
280,2016-10-07,22.9,26.3,19.8,3.0,22.7,1001.3,81,1019.2
281,2016-10-08,25.5,30.3,21.7,2.5,26.1,995.3,81,1013.0
282,2016-10-09,21.3,24.8,18.6,2.4,23.3,993.2,91,1011.1
283,2016-10-10,20.3,26.1,16.0,1.9,18.1,996.0,77,1014.1
284,2016-10-11,19.8,24.9,14.5,1.6,18.3,997.5,79,1015.6
285,2016-10-12,20.7,26.3,17.0,2.3,15.6,998.8,66,1016.9
286,2016-10-13,18.9,23.5,14.5,2.4,14.1,1001.0,65,1019.3
287,2016-10-14,17.6,19.2,16.3,2.8,13.3,1003.5,66,1021.9
288,2016-10-15,18.1,20.0,16.6,3.7,16.2,1004.4,78,1022.8
289,2016-10-16,20.6,23.8,17.8,2.4,22.8,1001.8,94,1019.9
290,2016-10-17,23.6,29.7,19.4,1.4,25.5,997.8,88,1015.7
291,2016-10-18,24.3,29.7,21.8,1.2,24.8,998.4,83,1016.2
292,2016-10-19,22.8,26.6,20.8,0.9,23.9,997.6,87,1015.5
293,2016-10-20,21.5,25.7,19.1,1.2,21.4,997.7,84,1015.7
294,2016-10-21,19.0,22.2,16.9,2.0,19.9,998.9,90,1017.1
295,2016-10-22,19.0,20.0,17.8,1.7,21.8,993.6,99,1011.6
296,2016-10-23,18.8,20.1,16.6,2.7,20.2,990.3,92,1008.3
297,2016-10-24,18.7,25.3,14.8,1.7,16.0,996.0,77,1014.2
298,2016-10-25,20.0,27.3,13.1,1.4,18.9,997.5,81,1015.6
299,2016-10-26,22.7,28.5,17.6,1.5,22.4,998.4,82,1016.3
300,2016-10-27,20.6,24.0,18.7,2.1,19.6,1000.7,81,1018.8
301,2016-10-28,20.7,24.1,17.7,1.9,22.9,996.1,93,1014.2
302,2016-10-29,20.4,25.3,15.6,1.7,17.3,999.3,73,1017.4
303,2016-10-30,17.2,23.2,12.0,1.8,13.5,1005.9,71,1024.3
304,2016-10-31,16.7,20.1,11.9,1.7,16.2,1003.7,84,1022.1
305,2016-11-01,16.1,21.0,11.0,1.9,13.2,1002.8,73,1021.2
306,2016-11-02,14.0,20.8,9.6,1.5,11.5,1003.8,73,1022.4
307,2016-11-03,12.8,19.9,8.3,1.7,8.8,1002.3,63,1021.0
308,2016-11-04,11.9,20.4,5.0,1.3,10.0,1000.0,74,1018.7
309,2016-11-05,14.2,22.0,8.1,1.2,11.8,997.8,75,1016.3
310,2016-11-06,15.4,22.9,7.8,2.1,12.1,1001.3,72,1019.8
311,2016-11-07,14.7,21.2,9.0,1.5,12.8,1003.1,78,1021.7
312,2016-11-08,16.9,22.2,12.5,1.3,15.1,999.3,79,1017.6
313,2016-11-09,15.4,19.7,12.1,2.8,9.8,1002.1,57,1020.6
314,2016-11-10,12.1,14.9,10.8,3.0,11.5,1000.9,81,1019.6
315,2016-11-11,13.8,19.9,9.0,1.4,12.0,1000.2,78,1018.7
316,2016-11-12,13.4,21.2,6.3,1.2,12.1,1005.0,80,1023.8
317,2016-11-13,16.4,23.5,9.5,1.6,15.3,1004.4,82,1022.9
318,2016-11-14,18.0,19.9,16.8,1.1,19.3,998.6,94,1016.8
319,2016-11-15,19.1,23.9,13.2,1.3,18.6,995.7,84,1013.8
320,2016-11-16,15.1,22.0,9.5,1.1,14.2,1000.8,84,1019.3
321,2016-11-17,15.4,21.6,11.1,1.5,14.1,1002.8,82,1021.4
322,2016-11-18,15.0,16.4,13.9,1.4,16.3,1001.9,96,1020.4
323,2016-11-19,19.0,25.1,13.3,1.6,19.7,997.4,90,1015.6
324,2016-11-20,17.6,20.7,14.7,0.9,19.1,999.6,95,1017.9
325,2016-11-21,17.7,18.9,16.6,2.6,18.0,996.5,89,1014.7
326,2016-11-22,17.3,23.6,13.3,1.4,16.6,996.4,85,1014.7
327,2016-11-23,14.0,17.0,11.7,1.5,12.2,998.9,77,1017.4
328,2016-11-24,9.5,12.8,3.1,2.4,8.8,1000.6,73,1019.5
329,2016-11-25,7.4,15.5,0.7,1.2,6.9,1004.8,71,1023.9
330,2016-11-26,12.0,18.3,4.5,1.4,11.5,1003.4,81,1022.2
331,2016-11-27,14.7,17.6,12.3,1.3,16.0,995.9,95,1014.4
332,2016-11-28,10.4,15.6,5.4,1.5,8.6,1003.1,70,1022.0
333,2016-11-29,8.5,16.8,1.9,1.1,8.3,1009.1,78,1028.2
334,2016-11-30,12.0,19.2,4.9,1.2,11.0,1008.1,80,1026.9
335,2016-12-01,13.8,18.5,9.6,1.5,12.3,1004.9,79,1023.6
336,2016-12-02,10.3,18.1,4.7,1.2,9.6,1007.8,78,1026.7
337,2016-12-03,10.4,19.5,2.9,1.1,10.2,1007.0,83,1026.0
338,2016-12-04,13.9,19.3,9.5,1.4,13.8,1000.6,87,1019.2
339,2016-12-05,13.5,18.3,9.0,1.2,11.7,999.2,77,1017.8
340,2016-12-06,11.6,15.7,4.9,1.7,8.9,1001.5,67,1020.2
341,2016-12-07,8.0,15.6,1.9,1.2,7.8,1002.5,76,1021.5
