,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,deepest_snowfall,total_snowfall,avg_wind_speed
68,2016-03-09,-0.3,3.6,-6.5,0.0,0,0,5.4
69,2016-03-10,-2.3,2.3,-8.5,0.0,0,0,3.0
70,2016-03-11,-2.1,2.8,-6.7,0.5,2,2,3.6
71,2016-03-12,-1.7,3.1,-7.2,0.0,1,1,3.2
72,2016-03-13,1.1,5.2,-3.4,0.5,0,0,3.9
73,2016-03-14,2.1,7.4,-1.9,2.5,0,0,2.7
74,2016-03-15,2.0,6.4,-5.4,0.0,0,0,4.6
75,2016-03-16,6.5,11.3,-3.0,0.0,0,0,5.8
76,2016-03-17,7.8,11.8,-0.4,0.0,0,0,4.3
77,2016-03-18,9.5,13.8,1.1,0.0,0,0,2.8
78,2016-03-19,8.0,10.5,4.0,15.0,0,0,2.8
79,2016-03-20,2.8,6.3,-2.5,0.0,0,0,4.8
80,2016-03-21,1.0,7.2,-6.2,0.0,0,0,4.4
81,2016-03-22,1.8,7.5,-4.2,0.0,0,0,4.4
82,2016-03-23,2.2,7.2,-3.8,0.0,0,0,4.8
83,2016-03-24,1.1,7.5,-5.7,0.0,0,0,3.7
84,2016-03-25,2.2,7.8,-4.9,0.0,0,0,3.7
85,2016-03-26,3.0,10.3,-5.0,0.0,0,0,3.7
86,2016-03-27,4.8,10.7,-3.9,0.0,0,0,4.5
87,2016-03-28,5.9,11.9,-1.5,0.0,0,0,4.3
88,2016-03-29,6.2,11.6,-3.2,0.0,0,0,3.7
89,2016-03-30,6.2,10.1,-0.7,9.5,0,0,3.5
90,2016-03-31,5.4,11.8,-1.7,0.0,0,0,4.6
91,2016-04-01,4.7,9.7,-2.5,0.0,0,0,6.4
92,2016-04-02,6.0,7.6,4.4,0.0,0,0,9.0
93,2016-04-03,7.9,10.1,6.4,5.0,0,0,4.0
94,2016-04-04,5.7,10.1,-1.6,0.0,0,0,2.4
95,2016-04-05,6.6,11.3,-2.9,1.0,0,0,6.2
96,2016-04-06,7.3,13.6,-0.4,0.0,0,0,5.6
97,2016-04-07,7.6,12.9,1.6,9.5,0,0,5.0
98,2016-04-08,7.6,11.0,3.0,2.0,0,0,3.5
99,2016-04-09,6.3,14.0,-1.0,0.0,0,0,6.1
100,2016-04-10,5.5,10.9,1.0,0.0,0,0,4.5
101,2016-04-11,3.8,8.6,-2.1,0.0,0,0,4.3
102,2016-04-12,5.6,11.4,-3.4,0.0,0,0,4.1
103,2016-04-13,8.5,11.9,3.8,6.5,0,0,3.0
104,2016-04-14,11.0,16.5,8.7,3.0,0,0,2.5
105,2016-04-15,6.9,10.2,3.0,0.0,0,0,6.8
106,2016-04-16,7.4,12.3,-0.7,0.0,0,0,3.4
107,2016-04-17,9.1,12.2,6.5,14.0,0,0,7.9
108,2016-04-18,7.6,10.0,6.2,0.0,0,0,7.3
109,2016-04-19,6.7,9.5,4.7,0.0,0,0,4.2
110,2016-04-20,8.8,13.5,2.0,0.0,0,0,4.5
111,2016-04-21,12.2,15.1,9.2,0.0,0,0,4.3
112,2016-04-22,10.8,14.1,6.2,0.5,0,0,4.6
113,2016-04-23,9.0,11.8,2.2,2.5,0,0,4.1
114,2016-04-24,8.3,17.9,0.1,0.0,0,0,3.5
115,2016-04-25,8.7,13.7,0.7,0.0,0,0,2.7
116,2016-04-26,10.1,16.8,1.9,0.0,0,0,3.6
117,2016-04-27,7.1,11.4,2.4,0.0,0,0,4.0
118,2016-04-28,6.6,9.6,4.2,13.0,0,0,5.9
119,2016-04-29,5.8,9.4,4.0,8.0,0,0,4.7
120,2016-04-30,6.6,11.5,1.7,0.0,0,0,6.3
121,2016-05-01,6.5,10.7,1.0,0.0,0,0,3.5
122,2016-05-02,9.3,12.4,4.1,0.0,0,0,2.9
123,2016-05-03,14.0,22.5,7.0,0.0,0,0,2.6
124,2016-05-04,13.1,16.0,11.5,5.5,0,0,4.0
125,2016-05-05,11.3,14.5,9.5,0.0,0,0,6.1
126,2016-05-06,11.3,14.3,3.7,0.5,0,0,3.4
127,2016-05-07,11.8,17.1,10.0,4.0,0,0,5.2
128,2016-05-08,14.1,19.1,7.1,0.0,0,0,7.6
129,2016-05-09,10.8,16.6,2.8,0.0,0,0,2.6
130,2016-05-10,11.7,16.0,8.0,11.0,0,0,5.5
131,2016-05-11,9.3,11.3,8.1,22.0,0,0,9.5
132,2016-05-12,10.7,15.3,4.7,0.0,0,0,6.1
133,2016-05-13,12.0,18.5,4.4,0.0,0,0,3.7
134,2016-05-14,12.8,17.8,5.0,0.0,0,0,4.0
135,2016-05-15,12.4,17.3,7.3,0.0,0,0,7.9
136,2016-05-16,13.4,17.7,9.3,1.0,0,0,5.9
137,2016-05-17,12.6,15.6,9.2,1.5,0,0,3.9
138,2016-05-18,12.7,16.8,6.0,0.0,0,0,3.1
139,2016-05-19,14.3,19.6,8.7,0.0,0,0,2.4
140,2016-05-20,15.9,23.7,7.9,0.0,0,0,3.0
141,2016-05-21,15.3,21.4,7.8,0.0,0,0,2.6
142,2016-05-22,15.2,20.0,8.7,0.0,0,0,2.4
143,2016-05-23,14.1,18.3,9.5,0.0,0,0,2.4
144,2016-05-24,14.2,18.6,9.6,0.0,0,0,5.1
145,2016-05-25,14.9,17.4,13.0,1.0,0,0,4.7
146,2016-05-26,15.9,18.4,13.6,0.0,0,0,3.0
147,2016-05-27,15.8,21.3,6.5,0.0,0,0,4.0
148,2016-05-28,15.2,23.2,4.8,0.5,0,0,4.8
149,2016-05-29,14.1,18.4,8.0,0.0,0,0,2.5
150,2016-05-30,14.0,18.5,11.8,0.0,0,0,5.7
151,2016-05-31,14.9,19.5,12.4,12.0,0,0,2.8
152,2016-06-01,13.4,17.7,10.1,0.5,0,0,5.8
153,2016-06-02,12.5,17.0,8.4,0.0,0,0,6.0
154,2016-06-03,11.4,15.8,4.6,9.0,0,0,2.9
155,2016-06-04,14.3,16.1,10.2,0.5,0,0,3.6
156,2016-06-05,12.7,15.5,9.1,0.0,0,0,2.9
157,2016-06-06,13.1,17.9,8.0,0.0,0,0,2.4
158,2016-06-07,16.6,22.3,11.3,0.0,0,0,2.6
159,2016-06-08,14.5,18.1,11.4,3.0,0,0,1.7
160,2016-06-09,14.8,16.3,13.6,24.0,0,0,1.2
161,2016-06-10,15.5,19.3,10.1,0.0,0,0,4.1
162,2016-06-11,14.7,17.2,10.2,0.0,0,0,2.0
163,2016-06-12,14.9,17.7,13.0,0.0,0,0,4.5
164,2016-06-13,16.1,19.2,13.0,4.5,0,0,5.2
165,2016-06-14,15.0,16.1,14.0,3.5,0,0,6.6
166,2016-06-15,15.5,17.3,13.9,0.0,0,0,6.0
167,2016-06-16,14.7,15.6,13.9,2.5,0,0,6.2
168,2016-06-17,16.3,19.6,14.9,26.5,0,0,2.1
169,2016-06-18,16.7,21.3,12.0,0.0,0,0,3.6
170,2016-06-19,15.2,19.4,11.4,0.0,0,0,4.1
171,2016-06-20,17.0,19.0,15.4,22.5,0,0,2.8
172,2016-06-21,16.4,20.1,13.9,0.5,0,0,3.6
173,2016-06-22,16.1,19.4,13.3,0.0,0,0,3.8
174,2016-06-23,14.6,17.3,13.0,0.0,0,0,4.7
175,2016-06-24,13.8,15.7,12.2,0.5,0,0,5.3
176,2016-06-25,16.4,20.7,13.9,24.0,0,0,7.7
177,2016-06-26,14.8,17.1,13.4,0.0,0,0,7.4
178,2016-06-27,15.3,18.5,11.7,0.0,0,0,4.1
179,2016-06-28,16.5,22.0,11.6,0.0,0,0,3.0
180,2016-06-29,15.7,20.4,12.4,0.0,0,0,1.8
181,2016-06-30,16.6,21.8,12.3,0.0,0,0,2.4
182,2016-07-01,18.6,22.6,15.6,0.0,0,0,1.8
183,2016-07-02,20.2,26.1,16.9,19.5,0,0,4.8
184,2016-07-03,18.1,21.1,15.7,0.5,0,0,5.8
185,2016-07-04,18.7,24.4,15.7,0.0,0,0,4.9
186,2016-07-05,16.2,19.5,13.8,0.0,0,0,5.1
187,2016-07-06,14.6,16.2,13.7,14.0,0,0,4.2
188,2016-07-07,15.8,19.4,13.6,0.0,0,0,3.4
189,2016-07-08,17.9,23.4,13.6,0.0,0,0,3.1
190,2016-07-09,19.1,21.6,14.0,0.0,0,0,1.7
191,2016-07-10,19.4,23.2,17.0,1.5,0,0,2.9
192,2016-07-11,19.0,24.6,14.6,0.0,0,0,3.6
193,2016-07-12,18.1,21.8,13.7,0.0,0,0,2.5
194,2016-07-13,20.0,25.4,15.6,0.0,0,0,3.9
195,2016-07-14,17.6,18.7,16.4,17.5,0,0,6.0
196,2016-07-15,18.0,22.0,16.1,0.0,0,0,4.4
197,2016-07-16,19.9,23.4,16.1,0.0,0,0,3.9
198,2016-07-17,18.6,19.8,17.6,2.0,0,0,2.9
199,2016-07-18,19.2,20.9,18.1,0.5,0,0,2.2
200,2016-07-19,20.8,24.8,18.7,5.0,0,0,2.8
201,2016-07-20,19.1,21.9,17.0,0.5,0,0,2.6
202,2016-07-21,18.7,22.1,15.3,0.0,0,0,2.8
203,2016-07-22,18.9,22.6,15.7,0.0,0,0,4.0
204,2016-07-23,17.6,20.2,16.2,0.0,0,0,4.5
205,2016-07-24,18.0,21.7,16.1,0.0,0,0,4.8
206,2016-07-25,19.2,22.9,17.2,0.0,0,0,3.9
207,2016-07-26,20.5,25.4,18.4,0.0,0,0,4.0
208,2016-07-27,20.8,21.7,19.9,20.5,0,0,5.5
209,2016-07-28,22.3,23.9,21.2,42.0,0,0,2.6
210,2016-07-29,24.8,28.4,22.0,1.0,0,0,2.0
211,2016-07-30,24.1,26.4,21.5,0.0,0,0,2.0
212,2016-07-31,23.9,27.4,21.8,0.0,0,0,2.1
213,2016-08-01,24.1,28.6,19.6,0.0,0,0,3.6
214,2016-08-02,23.3,25.5,21.3,0.0,0,0,1.9
215,2016-08-03,23.2,25.7,20.8,0.0,0,0,2.5
216,2016-08-04,23.4,26.2,19.6,0.0,0,0,3.7
217,2016-08-05,23.3,28.0,17.5,0.0,0,0,2.7
218,2016-08-06,22.8,26.6,17.9,0.0,0,0,2.6
219,2016-08-07,25.0,30.1,20.1,0.0,0,0,3.2
220,2016-08-08,25.5,29.6,21.5,0.0,0,0,3.1
221,2016-08-09,25.1,31.6,17.3,0.0,0,0,3.7
222,2016-08-10,21.7,26.8,16.6,0.0,0,0,3.5
223,2016-08-11,20.9,25.3,16.7,0.0,0,0,2.8
224,2016-08-12,21.6,26.6,17.0,0.0,0,0,3.3
225,2016-08-13,22.2,27.4,18.4,0.0,0,0,3.7
226,2016-08-14,21.9,25.9,18.3,0.0,0,0,5.1
227,2016-08-15,23.0,25.6,20.2,0.0,0,0,2.4
228,2016-08-16,23.4,25.8,20.7,2.0,0,0,2.5
229,2016-08-17,22.8,24.0,20.7,35.0,0,0,3.7
230,2016-08-18,23.3,27.3,18.6,0.5,0,0,2.9
231,2016-08-19,23.9,26.1,21.0,0.0,0,0,2.3
232,2016-08-20,24.8,28.7,22.1,0.0,0,0,2.7
233,2016-08-21,23.7,25.3,22.0,12.0,0,0,3.2
234,2016-08-22,23.0,25.5,21.5,35.0,0,0,1.6
235,2016-08-23,23.1,27.8,18.3,19.0,0,0,3.7
236,2016-08-24,21.6,25.7,16.9,0.0,0,0,3.2
237,2016-08-25,23.2,26.3,18.6,0.0,0,0,2.9
238,2016-08-26,20.3,24.2,14.1,23.0,0,0,2.5
239,2016-08-27,18.5,23.5,11.9,0.0,0,0,2.9
240,2016-08-28,20.3,24.9,15.5,0.0,0,0,4.0
241,2016-08-29,22.7,24.2,20.4,3.5,0,0,7.9
242,2016-08-30,23.2,24.7,20.9,46.5,0,0,13.4
243,2016-08-31,22.8,27.2,19.7,0.0,0,0,3.7
244,2016-09-01,22.0,24.4,19.5,0.0,0,0,2.1
245,2016-09-02,22.8,25.9,19.6,0.0,0,0,3.6
246,2016-09-03,21.5,23.7,20.5,0.0,0,0,6.1
247,2016-09-04,21.2,23.0,20.4,0.0,0,0,4.3
248,2016-09-05,21.6,22.7,20.6,0.0,0,0,4.1
249,2016-09-06,22.7,24.6,21.3,34.5,0,0,3.0
250,2016-09-07,,,,,0,0,
251,2016-09-08,18.7,21.2,16.4,41.0,0,0,6.5
252,2016-09-09,18.7,21.3,15.7,6.0,0,0,2.3
253,2016-09-10,20.4,24.8,15.5,0.0,0,0,4.3
254,2016-09-11,18.1,22.4,13.4,0.0,0,0,2.6
255,2016-09-12,18.7,22.4,15.9,0.0,0,0,4.3
256,2016-09-13,18.4,20.9,16.3,0.0,0,0,5.4
257,2016-09-14,18.3,20.5,17.1,2.0,0,0,3.4
258,2016-09-15,20.0,25.7,16.2,0.0,0,0,3.0
259,2016-09-16,19.9,24.1,15.4,0.0,0,0,3.0
260,2016-09-17,19.4,23.8,15.2,2.0,0,0,2.5
261,2016-09-18,17.0,22.1,11.5,0.0,0,0,3.1
262,2016-09-19,15.5,20.7,10.6,0.0,0,0,2.4
263,2016-09-20,15.0,20.7,10.1,0.0,0,0,2.9
264,2016-09-21,16.1,22.2,9.5,0.0,0,0,2.8
265,2016-09-22,18.2,21.5,13.7,8.5,0,0,7.0
266,2016-09-23,17.5,19.0,14.7,26.0,0,0,2.3
267,2016-09-24,18.3,22.2,13.3,0.0,0,0,2.6
268,2016-09-25,19.3,24.1,14.3,0.0,0,0,2.8
269,2016-09-26,19.1,24.6,13.5,0.0,0,0,3.1
270,2016-09-27,18.9,22.7,14.9,0.0,0,0,2.3
271,2016-09-28,20.2,24.2,16.1,10.5,0,0,3.3
272,2016-09-29,15.9,21.0,9.8,0.0,0,0,3.3
273,2016-09-30,14.9,20.3,7.9,0.0,0,0,3.5
274,2016-10-01,16.7,22.0,11.0,0.0,0,0,3.3
275,2016-10-02,17.3,22.4,11.3,0.0,0,0,3.2
276,2016-10-03,18.4,22.4,13.3,15.5,0,0,4.0
277,2016-10-04,15.2,19.7,6.2,0.0,0,0,7.4
278,2016-10-05,12.9,17.8,6.5,9.5,0,0,3.6
279,2016-10-06,14.2,18.9,9.0,0.5,0,0,5.6
280,2016-10-07,11.7,15.6,7.9,0.0,0,0,5.5
281,2016-10-08,12.9,17.8,8.6,3.0,0,0,3.2
282,2016-10-09,13.1,17.7,6.2,0.0,0,0,6.3
283,2016-10-10,9.2,14.2,3.0,0.0,0,0,3.8
284,2016-10-11,11.3,16.5,4.5,0.5,0,0,4.6
285,2016-10-12,8.8,14.8,3.3,0.0,0,0,3.8
286,2016-10-13,9.6,15.7,2.7,0.5,0,0,3.4
287,2016-10-14,8.3,13.6,3.8,1.5,0,0,3.2
288,2016-10-15,9.1,16.2,2.9,0.0,0,0,3.3
289,2016-10-16,13.4,18.8,4.5,0.0,0,0,3.1
290,2016-10-17,15.5,18.2,12.0,0.0,0,0,2.3
291,2016-10-18,13.0,18.9,5.4,0.0,0,0,4.1
292,2016-10-19,10.2,16.1,3.9,0.0,0,0,2.9
293,2016-10-20,9.5,16.5,5.1,6.0,0,0,7.3
294,2016-10-21,6.5,11.6,0.3,0.0,0,0,5.0
295,2016-10-22,7.5,11.8,-0.1,0.0,0,0,3.0
296,2016-10-23,6.0,12.0,-0.2,0.0,0,0,3.6
297,2016-10-24,6.2,9.9,-0.4,0.5,0,0,6.2
298,2016-10-25,8.9,12.9,0.0,0.0,0,0,2.9
299,2016-10-26,12.0,17.4,5.3,1.0,0,0,5.1
300,2016-10-27,6.5,10.4,0.3,0.0,0,0,5.5
301,2016-10-28,7.6,11.8,3.9,0.0,0,0,4.3
302,2016-10-29,5.6,7.9,3.9,0.0,0,0,5.4
303,2016-10-30,3.5,8.3,-2.9,0.0,0,0,4.3
304,2016-10-31,6.3,12.5,-0.5,5.0,0,0,6.0
305,2016-11-01,3.3,5.8,1.7,0.0,0,0,2.3
306,2016-11-02,3.2,8.5,0.8,0.0,0,0,2.5
307,2016-11-03,4.1,7.7,1.0,4.0,0,0,3.4
308,2016-11-04,3.7,7.2,0.2,0.0,0,0,4.6
309,2016-11-05,9.2,16.2,2.5,4.0,0,0,4.8
310,2016-11-06,2.7,6.2,1.1,0.0,0,0,5.6
311,2016-11-07,2.9,7.8,-4.1,0.0,0,0,2.7
312,2016-11-08,7.8,10.8,2.4,7.0,0,0,5.4
313,2016-11-09,-0.8,2.7,-3.4,2.0,13,13,6.4
314,2016-11-10,0.1,3.3,-3.0,0.0,9,0,3.9
315,2016-11-11,4.6,10.3,-1.6,22.5,4,0,5.6
316,2016-11-12,9.0,13.3,4.4,1.0,0,0,3.7
317,2016-11-13,7.8,14.0,-1.1,9.5,0,0,4.6
318,2016-11-14,6.1,12.5,-0.4,0.0,0,0,3.5
319,2016-11-15,8.2,15.3,1.8,24.0,0,0,6.0
320,2016-11-16,1.7,2.9,0.2,0.0,0,0,5.7
321,2016-11-17,1.8,4.0,0.2,0.0,0,0,5.2
322,2016-11-18,8.2,12.9,-3.3,0.0,0,0,6.8
323,2016-11-19,11.5,14.5,5.8,0.0,0,0,4.3
324,2016-11-20,7.7,13.3,3.1,1.0,0,0,6.0
325,2016-11-21,2.7,5.5,1.0,0.0,0,0,4.7
326,2016-11-22,2.9,5.9,-0.7,0.0,0,0,3.6
327,2016-11-23,-3.6,-0.6,-6.7,0.0,1,1,6.2
328,2016-11-24,-3.6,0.7,-9.5,0.0,1,0,2.7
329,2016-11-25,-1.9,0.9,-7.2,1.5,5,5,3.4
330,2016-11-26,0.3,4.5,-5.0,0.0,2,0,2.7
331,2016-11-27,4.8,9.5,-2.1,0.0,0,0,4.2
332,2016-11-28,1.2,5.9,-2.7,0.0,2,2,4.6
333,2016-11-29,-1.1,2.5,-6.0,0.0,6,5,4.3
334,2016-11-30,-0.5,2.6,-5.9,0.0,2,0,2.3
335,2016-12-01,5.8,10.5,1.2,6.5,0,0,5.5
336,2016-12-02,2.1,3.8,0.0,2.0,1,1,9.1
337,2016-12-03,3.4,9.0,-2.8,0.0,0,0,4.6
338,2016-12-04,8.1,13.5,-0.4,1.0,0,0,4.1
339,2016-12-05,7.4,11.8,2.9,9.5,0,0,2.9
340,2016-12-06,0.2,6.0,-6.1,5.5,3,3,5.8
341,2016-12-07,-3.6,-0.4,-5.8,0.0,5,3,3.6
342,2016-12-08,-2.2,1.2,-7.6,0.0,3,0,3.8
343,2016-12-09,2.0,6.6,-2.6,3.5,2,0,3.7
344,2016-12-10,-1.6,1.2,-5.4,2.0,7,7,5.0
345,2016-12-11,-4.8,-1.1,-11.0,0.0,3,0,3.7
346,2016-12-12,-4.1,0.9,-12.0,0.0,3,0,3.1
347,2016-12-13,3.0,6.9,-2.4,0.5,3,0,4.6
348,2016-12-14,-0.7,3.2,-4.6,0.0,0,0,2.2
349,2016-12-15,-3.2,0.9,-7.9,0.0,0,0,4.5
350,2016-12-16,-5.3,-2.0,-8.7,3.5,14,14,3.3
351,2016-12-17,-2.4,1.8,-8.3,2.0,19,5,4.6
352,2016-12-18,5.0,7.8,1.5,0.0,11,0,8.2
353,2016-12-19,2.8,7.9,-2.8,0.0,0,0,3.6
354,2016-12-20,1.3,7.3,-3.9,0.0,0,0,3.4
355,2016-12-21,2.1,7.1,-3.6,0.0,0,0,2.9
356,2016-12-22,3.9,5.7,0.1,48.5,0,0,5.7
357,2016-12-23,5.2,8.9,-0.5,51.5,8,8,9.4
358,2016-12-24,-2.7,-0.1,-5.9,0.0,8,0,
359,2016-12-25,-1.6,2.9,-7.3,0.0,7,0,3.5
360,2016-12-26,5.0,7.9,1.7,7.5,6,0,6.6
361,2016-12-27,-0.6,1.7,-3.4,2.5,1,2,2.4
362,2016-12-28,-2.3,0.3,-6.3,0.0,0,0,4.2
363,2016-12-29,-1.3,2.3,-6.3,2.0,1,1,5.5
364,2016-12-30,-2.2,1.3,-8.4,0.0,4,5,5.5
365,2016-12-31,-1.0,1.5,-5.7,0.0,7,3,4.9
366,2017-01-01,0.7,3.3,-2.7,0.0,4,0,4.0
367,2017-01-02,2.2,5.1,-1.9,1.0,2,0,2.7
368,2017-01-03,-0.5,4.0,-4.6,0.0,1,0,2.3
369,2017-01-04,-0.4,3.6,-4.7,0.0,0,0,2.9
370,2017-01-05,-1.8,2.5,-7.6,0.0,1,1,4.0
371,2017-01-06,-1.3,3.3,-7.7,0.0,1,1,3.1
372,2017-01-07,2.5,6.5,-1.8,0.0,0,0,5.0
373,2017-01-08,-0.4,3.3,-5.4,0.0,0,0,2.5
374,2017-01-09,4.1,7.4,0.3,0.5,0,0,4.5
375,2017-01-10,-3.0,0.9,-6.7,2.0,6,7,4.5
376,2017-01-11,-7.7,-6.5,-8.4,0.0,7,4,6.1
377,2017-01-12,-7.1,-5.4,-8.7,3.0,15,11,5.8
378,2017-01-13,-7.4,-3.3,-12.4,0.5,15,1,2.6
379,2017-01-14,-7.5,-3.0,-13.9,2.0,19,11,3.4
380,2017-01-15,-3.7,0.6,-10.7,0.0,18,0,3.9
381,2017-01-16,-0.8,3.9,-9.6,0.0,15,0,3.7
382,2017-01-17,-1.3,2.4,-7.8,0.0,12,0,2.8
383,2017-01-18,-1.9,4.6,-8.0,0.0,13,2,2.3
384,2017-01-19,-1.0,3.0,-8.9,5.0,15,5,4.3
385,2017-01-20,-2.9,1.6,-8.6,0.0,12,0,2.3
386,2017-01-21,-2.8,2.2,-10.4,0.0,12,0,2.8
387,2017-01-22,0.4,5.0,-5.1,1.0,15,4,7.1
388,2017-01-23,-2.7,0.4,-7.4,0.0,13,1,4.7
389,2017-01-24,-5.8,-0.5,-11.9,0.0,13,0,2.8
390,2017-01-25,-4.5,0.2,-13.7,0.0,16,4,2.8
391,2017-01-26,-0.2,3.9,-5.3,0.0,16,2,3.6
392,2017-01-27,3.3,8.0,-4.2,14.0,12,9,9.7
393,2017-01-28,-1.0,0.7,-3.7,0.5,9,2,9.1
394,2017-01-29,-1.1,3.0,-8.9,2.0,8,3,2.5
395,2017-01-30,-1.2,1.3,-8.4,0.5,9,5,3.7
396,2017-01-31,-3.0,-0.1,-7.4,0.0,6,0,4.9
397,2017-02-01,-2.1,2.6,-7.9,1.0,9,4,5.2
398,2017-02-02,-8.0,-3.3,-14.7,0.0,8,2,4.3
399,2017-02-03,-5.7,-0.2,-15.0,0.0,6,0,4.0
400,2017-02-04,0.9,3.3,-3.0,0.0,5,0,4.1
401,2017-02-05,0.6,5.9,-6.0,0.0,5,0,2.5
402,2017-02-06,1.7,4.2,0.2,2.0,4,2,4.2
403,2017-02-07,-1.5,1.5,-6.1,0.0,3,1,4.6
404,2017-02-08,-2.9,0.4,-10.0,0.0,3,0,3.8
405,2017-02-09,-0.7,2.1,-3.2,1.0,6,4,2.3
406,2017-02-10,1.1,2.2,-0.6,2.0,6,3,3.6
407,2017-02-11,0.1,3.3,-3.3,0.0,6,0,3.2
408,2017-02-12,1.7,4.5,-0.3,0.0,5,0,5.2
409,2017-02-13,1.8,5.7,-2.4,0.0,3,0,4.2
410,2017-02-14,1.2,4.5,-2.1,0.0,0,0,3.3
