,calendar_date,precipitation
204,2016-07-23,
205,2016-07-24,
206,2016-07-25,
207,2016-07-26,
208,2016-07-27,
209,2016-07-28,
210,2016-07-29,
211,2016-07-30,
212,2016-07-31,
213,2016-08-01,
214,2016-08-02,
215,2016-08-03,
216,2016-08-04,
217,2016-08-05,
218,2016-08-06,
219,2016-08-07,
220,2016-08-08,
221,2016-08-09,
222,2016-08-10,
223,2016-08-11,
224,2016-08-12,
225,2016-08-13,
226,2016-08-14,
227,2016-08-15,
228,2016-08-16,
229,2016-08-17,
230,2016-08-18,
231,2016-08-19,
232,2016-08-20,
233,2016-08-21,
234,2016-08-22,
235,2016-08-23,
236,2016-08-24,
237,2016-08-25,
238,2016-08-26,
239,2016-08-27,
240,2016-08-28,
241,2016-08-29,
242,2016-08-30,
243,2016-08-31,
244,2016-09-01,
245,2016-09-02,
246,2016-09-03,
247,2016-09-04,
248,2016-09-05,
249,2016-09-06,
250,2016-09-07,
251,2016-09-08,
252,2016-09-09,
253,2016-09-10,
254,2016-09-11,
255,2016-09-12,
256,2016-09-13,
257,2016-09-14,
258,2016-09-15,
259,2016-09-16,
260,2016-09-17,
261,2016-09-18,
262,2016-09-19,
263,2016-09-20,
264,2016-09-21,
265,2016-09-22,
266,2016-09-23,
267,2016-09-24,
268,2016-09-25,
269,2016-09-26,
270,2016-09-27,
271,2016-09-28,
272,2016-09-29,8.5
273,2016-09-30,0.5
274,2016-10-01,5.0
275,2016-10-02,0.5
276,2016-10-03,26.5
277,2016-10-04,0.0
278,2016-10-05,35.5
279,2016-10-06,0.0
280,2016-10-07,0.0
281,2016-10-08,22.5
282,2016-10-09,34.5
283,2016-10-10,0.0
284,2016-10-11,0.0
285,2016-10-12,0.0
286,2016-10-13,0.0
287,2016-10-14,0.0
288,2016-10-15,0.0
289,2016-10-16,0.0
290,2016-10-17,51.0
291,2016-10-18,0.0
292,2016-10-19,0.0
293,2016-10-20,0.0
294,2016-10-21,0.0
295,2016-10-22,0.0
296,2016-10-23,2.5
297,2016-10-24,2.5
298,2016-10-25,10.0
299,2016-10-26,4.0
300,2016-10-27,0.0
301,2016-10-28,66.0
302,2016-10-29,0.0
303,2016-10-30,1.0
304,2016-10-31,0.0
305,2016-11-01,9.0
306,2016-11-02,0.0
307,2016-11-03,0.0
308,2016-11-04,0.0
309,2016-11-05,0.0
310,2016-11-06,0.0
311,2016-11-07,0.0
312,2016-11-08,9.5
313,2016-11-09,0.0
314,2016-11-10,1.0
315,2016-11-11,26.5
316,2016-11-12,0.0
317,2016-11-13,0.0
318,2016-11-14,10.0
319,2016-11-15,3.5
320,2016-11-16,0.0
321,2016-11-17,0.0
322,2016-11-18,0.0
323,2016-11-19,38.0
324,2016-11-20,0.0
325,2016-11-21,4.5
326,2016-11-22,3.5
327,2016-11-23,0.0
328,2016-11-24,16.5
329,2016-11-25,0.0
330,2016-11-26,0.0
331,2016-11-27,23.0
332,2016-11-28,0.5
333,2016-11-29,0.0
334,2016-11-30,0.0
335,2016-12-01,0.5
336,2016-12-02,0.0
337,2016-12-03,0.0
338,2016-12-04,5.0
339,2016-12-05,1.5
340,2016-12-06,0.0
341,2016-12-07,0.0
342,2016-12-08,0.0
343,2016-12-09,0.5
344,2016-12-10,0.0
345,2016-12-11,0.0
346,2016-12-12,0.0
347,2016-12-13,33.0
348,2016-12-14,33.5
349,2016-12-15,0.0
350,2016-12-16,0.0
351,2016-12-17,0.0
352,2016-12-18,0.0
353,2016-12-19,0.0
354,2016-12-20,0.0
355,2016-12-21,0.0
356,2016-12-22,112.0
357,2016-12-23,0.5
358,2016-12-24,0.0
359,2016-12-25,0.0
360,2016-12-26,1.0
361,2016-12-27,42.0
362,2016-12-28,0.0
363,2016-12-29,0.0
364,2016-12-30,0.0
365,2016-12-31,0.0
366,2017-01-01,0.0
367,2017-01-02,0.0
368,2017-01-03,0.0
369,2017-01-04,0.0
370,2017-01-05,0.0
371,2017-01-06,0.0
372,2017-01-07,0.0
373,2017-01-08,30.0
374,2017-01-09,0.0
375,2017-01-10,0.0
376,2017-01-11,0.0
377,2017-01-12,0.0
378,2017-01-13,0.0
379,2017-01-14,1.0
380,2017-01-15,0.0
381,2017-01-16,0.0
382,2017-01-17,0.0
383,2017-01-18,0.0
384,2017-01-19,0.0
385,2017-01-20,0.5
386,2017-01-21,0.0
387,2017-01-22,0.0
388,2017-01-23,0.0
389,2017-01-24,0.0
390,2017-01-25,0.0
391,2017-01-26,0.0
392,2017-01-27,0.0
393,2017-01-28,0.0
394,2017-01-29,4.0
395,2017-01-30,8.0
396,2017-01-31,0.0
397,2017-02-01,0.0
398,2017-02-02,0.0
399,2017-02-03,0.0
400,2017-02-04,0.0
401,2017-02-05,14.0
402,2017-02-06,2.5
403,2017-02-07,0.5
404,2017-02-08,0.0
405,2017-02-09,1.5
406,2017-02-10,0.0
407,2017-02-11,0.0
408,2017-02-12,0.0
409,2017-02-13,0.0
410,2017-02-14,0.0
411,2017-02-15,0.0
412,2017-02-16,0.0
413,2017-02-17,9.0
414,2017-02-18,0.0
415,2017-02-19,0.0
416,2017-02-20,20.5
417,2017-02-21,0.0
418,2017-02-22,2.0
419,2017-02-23,75.0
420,2017-02-24,0.0
421,2017-02-25,0.0
422,2017-02-26,0.0
423,2017-02-27,0.0
424,2017-02-28,0.0
425,2017-03-01,5.0
426,2017-03-02,8.0
427,2017-03-03,0.0
428,2017-03-04,0.0
429,2017-03-05,0.0
430,2017-03-06,2.5
431,2017-03-07,0.0
432,2017-03-08,0.0
433,2017-03-09,0.0
434,2017-03-10,0.0
435,2017-03-11,0.0
436,2017-03-12,0.0
437,2017-03-13,2.0
438,2017-03-14,0.0
439,2017-03-15,1.5
440,2017-03-16,0.0
441,2017-03-17,0.0
442,2017-03-18,0.0
443,2017-03-19,0.0
444,2017-03-20,0.0
445,2017-03-21,21.5
446,2017-03-22,0.0
447,2017-03-23,0.0
448,2017-03-24,0.0
449,2017-03-25,2.5
450,2017-03-26,19.0
451,2017-03-27,5.5
452,2017-03-28,0.0
453,2017-03-29,0.0
454,2017-03-30,0.0
455,2017-03-31,17.5
456,2017-04-01,6.5
457,2017-04-02,13.0
458,2017-04-03,0.0
459,2017-04-04,0.0
460,2017-04-05,0.5
461,2017-04-06,24.0
462,2017-04-07,88.5
463,2017-04-08,81.5
464,2017-04-09,11.5
465,2017-04-10,0.0
466,2017-04-11,19.0
467,2017-04-12,0.0
468,2017-04-13,0.0
469,2017-04-14,0.0
470,2017-04-15,2.5
471,2017-04-16,0.0
472,2017-04-17,102.0
473,2017-04-18,82.0
474,2017-04-19,0.0
475,2017-04-20,0.0
476,2017-04-21,0.0
477,2017-04-22,0.0
478,2017-04-23,0.0
479,2017-04-24,0.0
480,2017-04-25,0.0
481,2017-04-26,1.5
482,2017-04-27,1.5
483,2017-04-28,0.0
484,2017-04-29,0.5
485,2017-04-30,0.0
486,2017-05-01,0.0
487,2017-05-02,0.0
488,2017-05-03,0.0
489,2017-05-04,0.0
490,2017-05-05,0.0
491,2017-05-06,0.0
492,2017-05-07,0.0
493,2017-05-08,0.0
494,2017-05-09,2.0
495,2017-05-10,22.0
496,2017-05-11,0.0
497,2017-05-12,0.0
498,2017-05-13,34.0
499,2017-05-14,0.0
500,2017-05-15,0.5
501,2017-05-16,0.0
502,2017-05-17,0.0
503,2017-05-18,0.0
504,2017-05-19,0.0
505,2017-05-20,0.0
506,2017-05-21,0.0
507,2017-05-22,0.0
508,2017-05-23,0.0
509,2017-05-24,0.0
510,2017-05-25,5.0
511,2017-05-26,37.5
512,2017-05-27,0.0
513,2017-05-28,0.0
514,2017-05-29,0.0
515,2017-05-30,0.0
516,2017-05-31,0.0
