,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
29,2016-01-30,9.9,15.2,8.0,19.5,0.0,10.3,10.8,994.0,87.0,1016.5
30,2016-01-31,9.6,13.0,7.2,0.0,5.8,6.5,8.7,999.6,73.0,1022.2
31,2016-02-01,8.4,10.0,7.4,0.0,0.0,6.0,6.8,997.3,62.0,1020.1
32,2016-02-02,7.6,11.1,4.9,,8.2,6.1,5.8,996.0,56.0,1018.8
33,2016-02-03,7.0,11.0,4.2,0.0,7.4,6.3,6.7,999.4,67.0,1022.3
34,2016-02-04,8.3,11.0,5.7,0.0,9.2,5.9,7.0,998.7,64.0,1021.5
35,2016-02-05,10.3,13.5,8.8,,5.3,4.3,9.0,994.8,72.0,1017.3
36,2016-02-06,7.5,10.3,5.1,,1.7,7.0,5.7,991.6,55.0,1014.3
37,2016-02-07,5.8,9.2,4.1,0.0,7.3,5.7,5.5,994.4,59.0,1017.3
38,2016-02-08,7.6,10.8,4.1,0.0,6.6,7.3,6.5,995.1,63.0,1017.8
39,2016-02-09,9.1,12.6,4.9,,8.9,14.2,5.3,993.0,45.0,1015.6
40,2016-02-10,7.0,11.3,3.7,,10.4,4.6,5.3,1002.0,53.0,1025.0
41,2016-02-11,9.2,12.7,6.8,,8.7,4.4,8.7,1006.3,75.0,1029.2
42,2016-02-12,13.8,17.6,10.0,,3.3,5.9,11.5,1005.1,73.0,1027.5
43,2016-02-13,16.6,18.1,14.8,49.0,0.1,13.5,18.2,993.9,96.0,1015.8
44,2016-02-14,15.8,18.5,10.6,6.5,9.7,15.9,15.6,982.4,85.0,1004.1
45,2016-02-15,7.0,10.8,3.1,,6.3,11.3,5.6,986.9,55.0,1009.5
46,2016-02-16,4.6,7.4,1.6,,6.3,10.4,4.7,993.8,54.0,1016.8
47,2016-02-17,6.9,10.0,4.4,0.0,7.9,8.8,5.1,997.1,51.0,1020.0
48,2016-02-18,7.3,10.4,4.0,,10.0,4.3,6.5,1002.4,63.0,1025.3
49,2016-02-19,11.1,13.9,8.7,,8.7,7.2,7.9,1004.5,60.0,1027.1
50,2016-02-20,12.6,16.3,9.8,51.5,0.0,11.0,13.2,992.2,89.0,1014.4
51,2016-02-21,8.4,11.8,5.7,,10.5,9.0,6.0,999.6,54.0,1022.4
52,2016-02-22,7.4,10.0,5.2,0.0,2.7,4.5,6.8,1006.3,65.0,1029.3
53,2016-02-23,8.8,10.9,7.4,1.0,0.7,3.2,10.0,1001.0,88.0,1023.8
54,2016-02-24,6.6,9.4,3.3,0.0,3.4,6.7,7.0,1001.2,72.0,1024.2
55,2016-02-25,5.7,10.5,2.9,0.0,9.3,5.8,6.4,1005.0,70.0,1028.1
56,2016-02-26,7.1,10.9,4.2,,9.8,5.7,4.7,1005.6,47.0,1028.6
57,2016-02-27,9.8,13.0,6.1,,8.3,5.9,6.9,1003.8,55.0,1026.6
58,2016-02-28,12.1,14.5,9.7,,9.0,4.3,10.3,1001.2,73.0,1023.7
59,2016-02-29,9.4,14.2,1.1,0.0,9.6,12.3,8.6,992.0,69.0,1014.5
60,2016-03-01,3.5,8.1,-0.1,,8.2,6.8,4.2,1000.2,54.0,1023.4
61,2016-03-02,7.0,10.9,2.7,,10.9,5.0,5.7,1002.4,56.0,1025.4
62,2016-03-03,10.5,14.5,6.6,,11.0,5.2,7.3,1003.4,58.0,1026.1
63,2016-03-04,12.8,15.4,10.6,0.0,3.5,4.3,10.7,1006.2,72.0,1028.8
64,2016-03-05,15.6,19.6,13.2,,8.0,5.5,13.3,1006.0,75.0,1028.3
65,2016-03-06,16.4,18.2,14.3,0.0,0.7,7.1,16.0,1000.2,86.0,1022.3
66,2016-03-07,16.3,19.4,14.6,0.0,7.6,5.6,16.0,993.2,86.0,1015.2
67,2016-03-08,15.9,18.9,13.9,,10.2,5.4,15.4,993.8,85.0,1015.8
68,2016-03-09,10.9,14.1,8.8,25.5,0.0,12.1,11.9,988.2,91.0,1010.5
69,2016-03-10,8.2,9.0,7.4,,0.0,8.6,8.3,993.3,77.0,1015.9
70,2016-03-11,8.1,12.5,6.5,0.0,4.2,6.3,7.7,994.5,71.0,1017.2
71,2016-03-12,8.1,12.2,5.1,,9.5,5.7,7.2,998.8,67.0,1021.6
72,2016-03-13,9.4,11.6,7.2,11.0,3.6,8.0,9.3,998.8,78.0,1021.4
73,2016-03-14,7.5,9.0,6.0,22.5,0.8,9.3,8.8,989.5,84.0,1012.1
74,2016-03-15,8.9,12.7,5.4,,11.4,4.3,6.5,996.7,57.0,1019.4
75,2016-03-16,11.3,14.6,8.4,,6.1,4.6,9.5,1000.1,71.0,1022.7
76,2016-03-17,13.7,16.3,11.2,,11.5,4.5,10.6,1000.1,67.0,1022.5
77,2016-03-18,14.8,18.3,12.4,32.0,1.1,6.9,13.7,995.3,82.0,1017.5
78,2016-03-19,15.9,18.8,12.6,64.0,4.9,7.1,17.4,985.9,95.0,1007.7
79,2016-03-20,12.4,16.0,9.1,,11.3,5.6,9.3,992.0,65.0,1014.2
80,2016-03-21,10.1,14.0,7.2,,11.5,6.3,7.2,996.1,58.0,1018.6
81,2016-03-22,12.2,16.0,7.9,,11.5,6.6,9.8,995.6,69.0,1017.9
82,2016-03-23,13.9,17.3,11.8,0.0,6.2,5.6,10.8,992.1,68.0,1014.3
83,2016-03-24,9.9,13.0,6.2,0.0,6.1,9.7,7.4,992.8,60.0,1015.3
84,2016-03-25,8.1,12.6,4.6,,11.6,6.2,5.7,997.5,53.0,1020.3
85,2016-03-26,8.5,12.2,5.1,,11.5,6.4,6.5,997.3,59.0,1020.0
86,2016-03-27,10.6,15.1,7.0,3.0,7.6,7.0,8.4,995.4,66.0,1017.8
87,2016-03-28,11.0,16.1,7.3,,9.6,5.0,6.9,997.6,52.0,1020.1
88,2016-03-29,13.3,16.6,10.0,,7.4,5.9,8.4,1001.5,55.0,1023.8
89,2016-03-30,14.9,17.6,12.5,,1.9,6.8,11.9,998.9,70.0,1021.1
90,2016-03-31,14.4,16.9,12.8,6.0,4.9,5.3,13.5,996.1,83.0,1018.3
91,2016-04-01,14.1,15.1,12.8,128.0,0.0,12.3,15.5,989.5,96.0,1011.6
92,2016-04-02,15.1,15.6,14.6,,0.0,6.5,15.0,998.6,88.0,1020.7
93,2016-04-03,16.4,18.8,14.1,15.0,0.1,9.7,18.2,996.7,98.0,1018.8
94,2016-04-04,16.0,17.3,14.8,25.0,1.1,6.5,17.9,986.6,99.0,1008.4
95,2016-04-05,14.6,17.0,13.1,0.0,7.4,6.7,14.6,991.5,88.0,1013.6
96,2016-04-06,15.5,17.9,13.5,,9.3,5.3,13.5,996.7,77.0,1018.8
97,2016-04-07,18.8,20.3,13.8,33.5,0.0,17.5,21.7,986.7,100.0,1008.3
98,2016-04-08,16.1,17.7,14.5,,1.0,4.5,16.4,990.9,90.0,1012.8
99,2016-04-09,16.9,20.2,14.5,,5.1,3.8,16.0,993.6,83.0,1015.5
100,2016-04-10,16.4,17.5,15.6,,0.0,5.9,14.2,989.7,76.0,1011.6
101,2016-04-11,13.5,16.7,8.9,,8.1,7.5,11.5,992.7,73.0,1014.9
102,2016-04-12,11.8,15.7,7.3,0.0,9.7,7.9,9.9,997.7,70.0,1020.1
103,2016-04-13,16.8,18.5,14.1,41.0,1.2,6.9,17.7,990.0,92.0,1011.8
104,2016-04-14,18.3,21.5,15.3,12.0,8.1,4.8,18.8,984.5,90.0,1006.1
105,2016-04-15,16.3,18.1,14.0,,12.1,5.7,11.3,995.4,61.0,1017.4
106,2016-04-16,16.9,20.8,13.4,0.0,10.1,4.7,14.5,997.8,75.0,1019.8
107,2016-04-17,18.7,21.3,14.8,31.0,7.4,13.2,18.9,986.8,88.0,1008.4
108,2016-04-18,15.1,19.9,12.4,1.0,0.1,3.4,12.7,991.2,74.0,1013.3
109,2016-04-19,15.1,18.4,11.4,,12.5,4.8,11.0,998.2,64.0,1020.3
110,2016-04-20,15.8,19.8,12.6,,10.4,5.2,12.9,1001.5,72.0,1023.7
111,2016-04-21,17.3,19.8,14.7,99.0,0.0,11.2,18.1,989.8,91.0,1011.6
112,2016-04-22,18.4,21.2,16.3,0.0,11.1,6.1,,986.4,,1008.0
113,2016-04-23,17.2,20.1,13.8,8.0,6.1,5.0,,989.7,,1011.5
114,2016-04-24,15.3,17.2,13.0,2.0,0.8,4.7,15.1,991.1,87.0,1013.1
115,2016-04-25,16.5,18.8,15.2,1.0,1.1,7.0,15.0,994.8,79.0,1016.8
116,2016-04-26,18.6,21.4,16.7,,12.5,5.3,16.6,994.4,78.0,1016.2
117,2016-04-27,17.3,18.4,16.5,49.5,0.0,9.0,19.0,986.5,96.0,1008.2
118,2016-04-28,18.7,22.0,13.7,5.5,6.4,8.3,19.6,976.6,90.0,998.0
119,2016-04-29,15.6,19.7,12.6,0.0,12.7,3.5,10.2,986.1,58.0,1008.0
120,2016-04-30,16.8,20.4,12.1,,12.8,6.2,10.8,993.6,57.0,1015.5
121,2016-05-01,19.2,22.2,16.9,,12.6,8.5,16.5,994.8,74.0,1016.5
122,2016-05-02,19.6,23.6,16.6,,10.8,5.7,17.8,997.3,78.0,1019.0
123,2016-05-03,18.6,20.6,16.6,17.5,0.0,13.2,18.6,990.3,86.0,1012.0
124,2016-05-04,19.0,21.2,15.8,,12.8,16.3,13.9,986.7,63.0,1008.3
125,2016-05-05,19.7,23.3,18.1,,10.9,11.6,13.2,993.2,58.0,1014.8
126,2016-05-06,16.7,20.4,12.9,8.5,0.0,5.3,15.7,993.5,83.0,1015.4
127,2016-05-07,17.8,21.6,13.4,,6.7,6.1,18.2,989.5,90.0,1011.3
128,2016-05-08,18.2,20.3,16.7,0.0,2.3,7.1,13.5,995.2,65.0,1017.0
129,2016-05-09,16.6,18.9,14.5,37.0,0.1,6.4,17.9,990.8,95.0,1012.7
130,2016-05-10,20.0,22.0,17.9,64.5,0.9,6.6,23.2,984.5,99.0,1005.9
131,2016-05-11,19.3,22.2,16.1,1.0,4.9,11.8,19.4,982.4,86.0,1003.9
132,2016-05-12,18.0,21.6,15.0,,13.5,6.1,15.8,993.4,77.0,1015.2
133,2016-05-13,19.6,24.3,16.1,,12.0,4.5,17.4,997.4,77.0,1019.2
134,2016-05-14,19.5,22.7,17.3,,12.4,5.9,16.4,1000.0,73.0,1021.8
135,2016-05-15,19.6,22.1,18.1,,1.7,5.6,20.2,997.3,89.0,1019.0
136,2016-05-16,19.9,21.8,16.8,22.5,0.0,12.4,22.9,988.9,99.0,1010.4
137,2016-05-17,17.8,21.9,13.9,3.5,8.0,5.2,14.8,990.8,74.0,1012.6
138,2016-05-18,19.0,22.4,16.0,,13.1,5.8,14.0,995.7,64.0,1017.5
139,2016-05-19,19.9,22.7,17.7,,10.8,5.5,14.9,997.2,65.0,1019.0
140,2016-05-20,19.5,22.4,18.1,,9.0,5.4,16.5,996.4,73.0,1018.1
141,2016-05-21,20.3,24.5,17.9,,11.5,4.6,18.4,995.2,77.0,1016.8
142,2016-05-22,20.0,22.7,18.4,,12.2,6.4,16.3,995.2,69.0,1016.9
143,2016-05-23,21.1,24.9,18.6,,12.9,5.7,17.3,994.0,69.0,1015.5
144,2016-05-24,21.3,24.6,19.1,,10.4,5.1,16.2,991.9,65.0,1013.4
145,2016-05-25,21.0,21.6,19.8,8.0,0.0,6.8,24.4,991.2,98.0,1012.7
146,2016-05-26,20.7,21.4,19.6,74.0,0.0,7.5,24.4,988.5,100.0,1010.0
147,2016-05-27,21.9,24.0,19.6,0.0,7.8,4.1,22.3,987.3,85.0,1008.7
148,2016-05-28,19.1,21.7,17.5,3.5,0.0,8.0,20.1,986.6,91.0,1008.2
149,2016-05-29,20.0,21.6,18.3,36.0,0.0,8.2,23.0,983.6,98.0,1005.0
150,2016-05-30,20.4,22.1,19.3,3.0,0.7,5.8,23.6,982.1,99.0,1003.5
151,2016-05-31,22.1,24.8,19.5,,10.2,6.5,23.6,985.1,89.0,1006.4
152,2016-06-01,20.2,22.1,17.9,,1.5,6.3,18.0,983.0,76.0,1004.4
153,2016-06-02,19.2,22.2,16.2,,13.7,8.0,13.1,985.4,59.0,1006.9
154,2016-06-03,19.3,22.3,16.5,,13.4,5.4,14.7,991.3,65.0,1013.0
155,2016-06-04,19.5,22.8,16.6,22.5,0.0,7.2,18.6,990.0,82.0,1011.6
156,2016-06-05,18.0,18.9,16.7,15.0,0.3,10.7,19.5,986.5,95.0,1008.2
157,2016-06-06,19.9,22.1,17.9,18.0,6.5,6.5,20.0,991.9,87.0,1013.5
158,2016-06-07,19.6,21.1,18.2,113.0,0.0,8.9,22.8,989.9,100.0,1011.5
159,2016-06-08,20.5,22.4,18.7,1.5,6.6,7.0,21.9,990.0,91.0,1011.5
160,2016-06-09,21.5,24.0,20.2,0.0,5.3,5.7,22.7,989.0,88.0,1010.4
161,2016-06-10,22.8,25.9,20.9,,12.6,3.1,22.9,991.7,83.0,1013.1
162,2016-06-11,23.6,28.4,20.9,0.0,8.8,5.1,25.2,992.8,86.0,1014.1
163,2016-06-12,22.2,24.0,20.1,118.5,0.0,7.2,26.2,985.9,98.0,1007.2
164,2016-06-13,22.0,23.3,21.0,2.5,0.7,6.0,25.9,977.8,98.0,998.9
165,2016-06-14,22.8,26.0,21.0,,11.6,4.0,22.5,982.8,82.0,1003.9
166,2016-06-15,23.6,28.2,20.7,,9.4,4.3,25.4,986.2,88.0,1007.4
167,2016-06-16,22.6,23.8,21.5,26.0,0.0,7.8,27.3,980.4,99.0,1001.5
168,2016-06-17,22.7,25.6,20.7,,3.4,5.7,23.4,986.3,85.0,1007.6
169,2016-06-18,22.9,25.8,21.4,,6.5,4.8,24.3,992.9,87.0,1014.3
170,2016-06-19,22.4,23.5,21.3,64.0,0.5,9.4,26.0,990.5,96.0,1011.8
171,2016-06-20,22.3,23.7,20.4,24.5,0.2,9.6,26.9,988.2,99.0,1009.5
172,2016-06-21,23.4,26.7,20.8,58.5,6.1,9.0,27.7,985.7,96.0,1006.9
173,2016-06-22,23.0,24.0,21.7,38.5,0.0,5.4,28.0,986.6,99.0,1007.8
174,2016-06-23,24.9,27.9,22.7,17.0,8.3,10.2,29.2,983.0,93.0,1004.1
175,2016-06-24,23.7,26.0,21.2,1.0,0.2,8.5,27.6,983.8,94.0,1004.9
176,2016-06-25,22.9,25.5,19.3,1.0,0.5,11.3,25.4,983.1,90.0,1004.3
177,2016-06-26,21.7,25.6,19.1,,11.6,5.9,20.7,988.5,80.0,1009.9
178,2016-06-27,21.4,24.8,18.5,34.0,7.0,6.2,23.4,990.9,92.0,1012.4
179,2016-06-28,22.2,23.2,20.7,23.0,0.0,8.6,26.8,988.9,100.0,1010.3
180,2016-06-29,22.4,25.5,19.9,4.0,0.6,7.4,26.9,991.6,99.0,1013.0
181,2016-06-30,22.8,24.4,22.2,2.0,0.9,4.3,27.8,991.9,100.0,1013.2
182,2016-07-01,23.8,27.0,21.6,,10.4,4.8,27.6,992.5,94.0,1013.8
183,2016-07-02,25.1,27.4,23.6,0.0,0.9,10.1,31.5,991.5,99.0,1012.7
184,2016-07-03,25.2,26.8,24.7,0.0,0.3,10.5,32.0,990.8,100.0,1011.9
185,2016-07-04,25.5,27.9,24.5,0.0,3.1,7.2,31.9,992.4,98.0,1013.6
186,2016-07-05,26.2,29.0,24.5,0.0,10.3,6.3,32.6,995.3,96.0,1016.5
187,2016-07-06,26.6,29.6,24.9,0.0,12.1,5.9,31.8,996.3,92.0,1017.5
188,2016-07-07,25.7,28.6,24.1,,10.2,6.2,30.4,994.3,92.0,1015.6
189,2016-07-08,23.3,26.3,21.3,47.0,0.0,7.5,26.3,991.8,92.0,1013.1
190,2016-07-09,24.4,26.2,22.0,98.0,0.8,9.5,30.3,985.5,99.0,1006.6
191,2016-07-10,24.6,27.4,23.6,1.0,3.3,5.6,30.8,984.4,99.0,1005.5
192,2016-07-11,25.1,27.7,24.1,0.5,1.1,6.6,31.5,985.7,99.0,1006.8
193,2016-07-12,25.2,26.6,24.0,0.5,0.1,9.4,32.0,985.8,100.0,1006.8
194,2016-07-13,25.0,26.5,23.9,0.5,1.1,15.0,31.6,981.9,100.0,1002.9
195,2016-07-14,25.5,28.2,24.0,0.5,6.8,8.5,31.0,978.4,95.0,999.3
196,2016-07-15,25.2,28.5,23.0,,10.7,3.5,26.9,980.0,84.0,1000.9
197,2016-07-16,24.9,28.2,22.4,,7.1,5.0,26.5,985.0,84.0,1006.1
198,2016-07-17,26.0,29.1,24.1,,8.3,6.0,31.8,986.0,94.0,1007.0
199,2016-07-18,25.9,29.3,24.3,,6.4,3.7,31.9,987.8,95.0,1008.8
200,2016-07-19,25.8,28.5,23.6,,13.1,3.1,29.1,989.2,88.0,1010.2
201,2016-07-20,25.8,27.8,24.4,,11.3,5.0,27.6,990.1,83.0,1011.2
202,2016-07-21,25.0,27.2,23.1,1.0,7.1,5.6,26.9,989.8,85.0,1010.9
203,2016-07-22,25.1,27.5,23.6,,9.2,5.8,28.2,989.0,88.0,1010.1
204,2016-07-23,24.9,26.9,23.6,2.0,8.2,5.7,28.4,990.7,91.0,1011.9
205,2016-07-24,23.6,25.0,22.5,145.5,0.0,4.1,28.3,992.7,98.0,1014.0
206,2016-07-25,24.5,26.7,23.4,0.0,1.2,3.4,29.1,992.4,94.0,1013.7
207,2016-07-26,25.4,28.3,23.7,0.0,5.4,5.2,28.8,989.7,89.0,1010.8
208,2016-07-27,26.3,29.3,24.5,,9.8,5.1,29.5,988.5,87.0,1009.5
209,2016-07-28,26.6,29.7,23.7,1.0,11.2,3.2,29.8,990.2,85.0,1011.2
210,2016-07-29,24.8,26.8,22.6,8.0,2.2,5.0,29.6,991.6,95.0,1012.8
211,2016-07-30,25.8,28.5,24.2,0.0,11.4,4.4,29.2,991.7,88.0,1012.8
212,2016-07-31,26.4,29.4,24.3,,12.8,4.2,28.9,990.4,84.0,1011.5
213,2016-08-01,27.2,30.6,25.1,,10.4,4.2,29.8,988.1,83.0,1009.0
214,2016-08-02,27.0,28.8,25.7,0.0,10.2,5.6,30.0,986.7,84.0,1007.6
215,2016-08-03,27.0,29.2,25.6,,9.7,3.6,28.9,987.6,81.0,1008.6
216,2016-08-04,26.9,30.6,25.0,,9.3,3.4,31.1,988.5,88.0,1009.4
217,2016-08-05,26.6,28.7,25.4,0.0,5.4,4.5,32.4,989.2,93.0,1010.2
218,2016-08-06,27.2,30.7,25.5,,11.6,4.4,32.9,988.1,91.0,1009.1
219,2016-08-07,26.7,29.5,24.9,0.0,8.3,4.6,30.5,987.5,87.0,1008.4
220,2016-08-08,27.5,30.6,24.8,,13.1,6.5,27.1,985.0,74.0,1005.9
221,2016-08-09,28.4,31.5,26.7,,11.5,4.0,31.6,985.4,82.0,1006.2
222,2016-08-10,27.5,30.2,25.8,,12.1,3.6,30.6,987.9,84.0,1008.8
223,2016-08-11,27.1,29.5,25.5,,12.0,5.1,29.9,988.0,84.0,1009.0
224,2016-08-12,27.4,31.5,24.8,,10.4,5.2,32.2,987.3,88.0,1008.2
225,2016-08-13,27.4,30.7,25.3,0.0,8.6,3.9,33.2,986.4,91.0,1007.3
226,2016-08-14,28.0,31.6,25.5,,10.3,4.7,32.7,983.9,87.0,1004.7
227,2016-08-15,28.0,31.8,26.2,0.0,9.5,4.7,32.7,981.3,86.0,1002.0
228,2016-08-16,27.0,32.1,22.8,86.5,4.7,4.8,33.7,980.0,95.0,1000.8
229,2016-08-17,27.0,29.3,23.6,1.0,9.2,4.0,32.8,980.5,92.0,1001.3
230,2016-08-18,27.6,29.5,26.0,,12.2,3.2,32.0,984.1,87.0,1004.9
231,2016-08-19,27.4,29.7,26.0,,8.4,3.8,32.7,985.0,90.0,1005.9
232,2016-08-20,28.0,30.7,25.6,0.0,12.0,4.0,32.4,982.4,86.0,1003.2
233,2016-08-21,27.7,29.5,26.0,,12.6,5.5,30.5,982.4,82.0,1003.2
234,2016-08-22,28.6,31.7,26.9,,10.5,3.9,30.5,982.0,78.0,1002.7
235,2016-08-23,27.6,29.8,24.5,6.0,10.5,5.6,30.3,983.3,82.0,1004.1
236,2016-08-24,26.7,28.8,24.3,8.0,9.9,6.8,31.8,984.9,91.0,1005.8
237,2016-08-25,26.0,28.5,23.8,16.0,7.6,5.1,32.0,985.8,95.0,1006.8
238,2016-08-26,26.7,29.5,24.2,9.0,10.6,4.6,31.9,984.3,91.0,1005.2
239,2016-08-27,26.3,28.5,24.9,0.0,9.3,6.5,28.3,982.9,83.0,1003.8
240,2016-08-28,25.8,27.5,23.5,8.0,6.8,7.6,29.3,977.1,88.0,997.9
241,2016-08-29,24.6,27.7,22.4,90.5,6.0,7.3,27.1,970.6,87.0,991.4
242,2016-08-30,24.2,26.3,21.8,,11.6,14.0,18.2,972.2,60.0,993.0
243,2016-08-31,25.4,27.3,23.5,,12.2,11.4,20.6,979.0,64.0,999.9
244,2016-09-01,25.2,27.6,23.3,,11.3,4.1,21.3,987.1,66.0,1008.2
245,2016-09-02,25.5,28.9,23.9,,9.5,4.9,25.9,989.3,79.0,1010.4
246,2016-09-03,25.4,27.4,23.6,6.5,4.0,7.0,30.8,989.2,95.0,1010.3
247,2016-09-04,25.9,29.3,24.2,14.5,5.7,7.6,32.4,990.6,97.0,1011.7
248,2016-09-05,24.9,27.2,22.0,76.0,1.5,7.3,31.2,990.6,99.0,1011.7
249,2016-09-06,25.1,27.5,23.7,24.5,4.3,4.3,31.6,987.4,99.0,1008.5
250,2016-09-07,25.0,27.3,23.7,25.5,2.0,4.5,31.4,983.3,99.0,1004.3
251,2016-09-08,26.3,30.0,24.4,0.0,8.9,6.2,29.7,981.2,87.0,1002.1
252,2016-09-09,24.8,27.2,22.9,,10.2,3.1,24.9,986.9,80.0,1008.0
253,2016-09-10,24.3,27.0,22.2,,11.0,4.6,23.9,990.4,78.0,1011.6
254,2016-09-11,25.0,27.6,23.3,,7.9,3.7,26.4,992.8,83.0,1014.0
255,2016-09-12,25.9,28.9,24.1,17.5,5.3,6.8,30.6,993.3,92.0,1014.5
256,2016-09-13,24.8,26.2,23.2,36.5,0.0,9.4,31.2,992.9,100.0,1014.1
257,2016-09-14,23.1,24.2,22.3,26.5,1.8,6.8,28.1,994.5,99.0,1015.9
258,2016-09-15,23.8,26.2,21.5,29.5,4.2,6.3,26.9,993.7,92.0,1015.1
259,2016-09-16,24.9,27.1,23.7,0.0,6.0,4.5,28.4,993.8,90.0,1015.0
260,2016-09-17,25.9,29.4,23.8,2.5,8.3,5.4,31.3,992.0,94.0,1013.1
261,2016-09-18,24.4,26.5,21.9,138.5,0.2,9.2,30.5,987.7,100.0,1008.9
262,2016-09-19,23.8,26.5,21.6,20.0,3.9,6.7,28.9,985.1,98.0,1006.2
263,2016-09-20,23.1,26.8,21.0,83.5,3.0,13.2,25.2,979.1,90.0,1000.2
264,2016-09-21,22.9,24.2,21.8,,4.4,7.6,23.1,993.7,83.0,1015.1
265,2016-09-22,23.4,26.0,22.0,4.5,2.1,6.2,27.2,993.0,94.0,1014.4
266,2016-09-23,23.4,25.5,22.3,0.5,5.3,6.3,26.6,992.7,93.0,1014.1
267,2016-09-24,22.2,23.3,21.1,12.0,0.0,7.9,25.5,993.8,95.0,1015.2
268,2016-09-25,22.8,24.4,21.9,176.5,0.1,8.4,27.8,994.9,100.0,1016.3
269,2016-09-26,25.3,28.4,23.6,0.5,5.2,6.0,31.8,996.1,99.0,1017.4
270,2016-09-27,24.0,25.3,22.2,14.0,1.6,7.3,29.8,995.1,100.0,1016.5
271,2016-09-28,25.4,27.5,23.7,39.5,1.9,7.6,32.4,992.7,100.0,1013.9
272,2016-09-29,24.5,28.3,21.1,0.5,3.6,10.0,29.6,991.4,96.0,1012.7
273,2016-09-30,22.9,24.6,21.6,0.0,2.3,6.8,24.8,993.3,89.0,1014.7
274,2016-10-01,24.5,26.0,23.8,9.0,5.6,5.1,30.5,995.0,99.0,1016.3
275,2016-10-02,25.0,26.9,23.7,1.5,7.3,4.2,31.4,995.7,99.0,1017.0
276,2016-10-03,22.0,24.8,19.3,59.5,0.0,6.3,26.4,991.2,100.0,1012.7
277,2016-10-04,23.5,26.0,21.6,0.5,5.0,2.8,27.2,993.6,94.0,1015.0
278,2016-10-05,24.6,26.8,21.2,33.0,1.3,11.2,30.6,991.3,98.0,1012.5
279,2016-10-06,24.3,26.8,21.2,,9.2,5.0,25.4,994.5,83.0,1015.8
280,2016-10-07,21.9,24.2,19.3,0.0,10.8,9.0,19.8,998.8,75.0,1020.4
281,2016-10-08,24.5,27.3,21.1,1.0,2.6,8.2,29.9,992.0,97.0,1013.2
282,2016-10-09,21.7,25.4,18.6,16.0,2.0,9.4,23.2,988.7,88.0,1010.1
