,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,deepest_snowfall,total_snowfall,avg_wind_speed
39,2016-02-09,-5.7,2.0,-16.0,,40.0,1.0,3.6
40,2016-02-10,-4.2,-1.0,-9.3,,45.0,7.0,3.8
41,2016-02-11,-6.6,-0.8,-13.4,,45.0,1.0,1.4
42,2016-02-12,-2.4,1.9,-10.9,,41.0,0.0,5.8
43,2016-02-13,3.6,6.7,1.5,,40.0,0.0,5.2
44,2016-02-14,-1.6,2.6,-5.9,,35.0,8.0,4.0
45,2016-02-15,-8.4,-5.1,-10.9,,36.0,7.0,4.8
46,2016-02-16,-9.5,-5.9,-14.6,,36.0,1.0,4.8
47,2016-02-17,-6.9,-5.1,-8.2,,41.0,10.0,3.5
48,2016-02-18,-3.6,-0.7,-7.7,,55.0,18.0,3.4
49,2016-02-19,0.2,3.2,-5.8,,54.0,0.0,4.4
50,2016-02-20,-1.1,2.0,-4.3,,44.0,6.0,2.9
51,2016-02-21,-3.3,-0.6,-9.5,,61.0,24.0,5.7
52,2016-02-22,-6.1,-3.7,-9.8,,64.0,6.0,3.8
53,2016-02-23,-5.1,0.7,-9.9,,64.0,5.0,5.4
54,2016-02-24,-12.1,-5.7,-19.2,,64.0,0.0,2.2
55,2016-02-25,-10.3,-6.0,-14.8,,61.0,2.0,4.0
56,2016-02-26,-8.1,-3.9,-13.2,,60.0,0.0,4.5
57,2016-02-27,-8.8,-4.0,-14.4,,57.0,0.0,4.0
58,2016-02-28,-8.8,-2.4,-14.3,,56.0,1.0,2.5
59,2016-02-29,-6.1,-0.3,-15.0,,56.0,1.0,4.9
60,2016-03-01,-5.5,-1.3,-9.9,,49.0,0.0,6.3
61,2016-03-02,-7.7,-1.2,-13.3,,51.0,3.0,2.2
62,2016-03-03,-10.5,-5.3,-17.9,,52.0,2.0,2.3
63,2016-03-04,-11.4,-1.7,-21.0,,52.0,0.0,1.5
64,2016-03-05,-9.1,-0.1,-19.4,,52.0,0.0,1.9
65,2016-03-06,0.0,4.3,-9.3,,51.0,0.0,6.6
66,2016-03-07,2.0,6.2,-4.2,,45.0,0.0,2.7
67,2016-03-08,0.3,4.9,-4.4,,39.0,3.0,5.3
68,2016-03-09,-3.6,-0.5,-8.3,,36.0,0.0,5.6
69,2016-03-10,-4.7,-0.1,-9.4,,35.0,1.0,3.5
70,2016-03-11,-6.1,-1.7,-9.5,,39.0,5.0,3.8
71,2016-03-12,-5.6,-0.6,-9.3,,37.0,0.0,3.4
72,2016-03-13,-3.1,2.6,-11.1,,36.0,1.0,5.5
73,2016-03-14,-0.3,5.9,-6.8,,36.0,1.0,3.4
74,2016-03-15,-2.7,-0.3,-7.2,,35.0,1.0,3.4
75,2016-03-16,1.1,7.7,-7.3,,34.0,0.0,6.3
76,2016-03-17,4.5,8.3,0.5,,27.0,1.0,4.3
77,2016-03-18,6.3,11.5,-3.0,,24.0,0.0,5.4
78,2016-03-19,4.1,7.9,0.9,,17.0,0.0,3.8
79,2016-03-20,-2.1,1.1,-8.4,,12.0,0.0,5.5
80,2016-03-21,-3.6,0.5,-8.2,,12.0,3.0,3.0
81,2016-03-22,-1.4,3.5,-6.4,,10.0,0.0,4.9
82,2016-03-23,-1.4,2.4,-5.0,,10.0,3.0,3.5
83,2016-03-24,-2.3,3.1,-7.5,,8.0,0.0,2.9
84,2016-03-25,-2.7,1.1,-8.5,,1.0,1.0,2.0
85,2016-03-26,0.0,4.2,-3.8,,2.0,2.0,2.3
86,2016-03-27,3.7,9.4,-2.3,,0.0,0.0,5.0
87,2016-03-28,3.0,6.6,-3.1,,0.0,0.0,4.4
88,2016-03-29,3.2,11.7,-5.1,,0.0,0.0,2.7
89,2016-03-30,4.6,9.7,0.6,,0.0,0.0,6.0
90,2016-03-31,3.0,7.3,-2.4,,0.0,0.0,3.1
91,2016-04-01,3.6,10.8,-1.3,,0.0,0.0,2.1
92,2016-04-02,2.6,7.1,-2.2,,0.0,0.0,6.1
93,2016-04-03,4.8,8.6,1.5,,0.0,0.0,6.5
94,2016-04-04,4.4,10.0,-2.6,,0.0,0.0,2.8
95,2016-04-05,5.3,13.5,-3.2,,0.0,0.0,6.2
96,2016-04-06,4.9,10.6,0.4,,0.0,0.0,5.3
97,2016-04-07,6.8,13.0,-0.5,,0.0,0.0,4.6
98,2016-04-08,5.4,11.5,-1.7,,0.0,0.0,3.6
99,2016-04-09,3.2,10.1,-1.7,,0.0,0.0,6.9
100,2016-04-10,0.8,5.6,-4.8,,0.0,0.0,3.5
101,2016-04-11,-0.6,4.4,-4.9,,1.0,1.0,3.8
102,2016-04-12,2.5,8.7,-5.7,,1.0,0.0,3.0
103,2016-04-13,6.4,10.3,1.7,,0.0,0.0,5.2
104,2016-04-14,9.5,16.1,5.4,,0.0,0.0,3.2
105,2016-04-15,2.4,6.5,-1.3,,0.0,0.0,6.9
106,2016-04-16,4.4,10.1,-2.3,,0.0,0.0,2.2
107,2016-04-17,4.7,7.2,3.0,,0.0,0.0,2.4
108,2016-04-18,3.7,7.6,-0.8,,0.0,0.0,4.3
109,2016-04-19,1.7,5.8,-1.1,,0.0,0.0,1.9
110,2016-04-20,7.0,13.3,0.4,,0.0,0.0,5.1
111,2016-04-21,11.7,17.5,4.1,,0.0,0.0,5.6
112,2016-04-22,10.8,19.6,2.0,,0.0,0.0,2.9
113,2016-04-23,6.8,12.4,2.3,,0.0,0.0,5.2
114,2016-04-24,5.9,13.1,-0.5,,0.0,0.0,3.2
115,2016-04-25,7.8,14.4,-0.7,,0.0,0.0,3.2
116,2016-04-26,5.7,11.2,2.2,,0.0,0.0,3.3
117,2016-04-27,4.3,11.3,-2.5,,0.0,0.0,2.6
118,2016-04-28,6.0,13.3,-2.2,0.5,0.0,0.0,4.4
119,2016-04-29,1.1,4.1,-0.5,4.5,0.0,0.0,5.8
120,2016-04-30,1.6,4.9,-0.8,0.0,1.0,1.0,6.3
121,2016-05-01,3.7,9.7,-2.2,0.0,0.0,0.0,2.4
122,2016-05-02,8.0,16.2,-4.3,0.0,0.0,0.0,2.5
123,2016-05-03,18.2,26.5,10.1,0.0,0.0,0.0,4.6
124,2016-05-04,14.0,17.5,11.3,1.0,0.0,0.0,5.3
125,2016-05-05,10.0,11.9,6.7,3.0,0.0,0.0,5.4
126,2016-05-06,10.0,14.8,5.6,1.0,0.0,0.0,2.5
127,2016-05-07,10.3,16.2,7.5,2.5,0.0,0.0,5.6
128,2016-05-08,9.6,15.3,2.1,2.0,0.0,0.0,6.7
129,2016-05-09,11.5,19.6,0.7,0.0,0.0,0.0,3.0
130,2016-05-10,12.0,18.0,4.9,0.0,0.0,0.0,4.3
131,2016-05-11,9.9,13.6,7.1,2.0,0.0,0.0,4.7
132,2016-05-12,7.7,10.5,4.5,0.5,0.0,0.0,4.0
133,2016-05-13,14.4,25.3,4.9,0.0,0.0,0.0,5.8
134,2016-05-14,12.9,21.7,3.8,0.0,0.0,0.0,2.2
135,2016-05-15,13.6,20.2,6.6,0.0,0.0,0.0,4.9
136,2016-05-16,12.5,16.4,7.0,0.0,0.0,0.0,8.3
137,2016-05-17,14.6,19.5,9.1,5.0,0.0,0.0,5.0
138,2016-05-18,14.2,20.0,8.2,0.0,0.0,0.0,2.9
139,2016-05-19,15.7,25.4,5.8,0.0,0.0,0.0,1.8
140,2016-05-20,16.9,26.7,7.1,0.0,0.0,0.0,2.3
141,2016-05-21,18.2,28.7,6.7,0.0,0.0,0.0,2.3
142,2016-05-22,19.2,29.1,9.5,0.0,0.0,0.0,3.6
143,2016-05-23,16.8,25.4,7.8,0.0,0.0,0.0,2.5
144,2016-05-24,15.8,23.4,8.7,0.0,0.0,0.0,4.5
145,2016-05-25,15.3,21.0,10.5,0.5,0.0,0.0,7.0
146,2016-05-26,18.7,23.5,14.7,0.0,0.0,0.0,5.3
147,2016-05-27,15.3,20.4,6.1,0.0,0.0,0.0,4.2
148,2016-05-28,14.2,21.7,4.5,5.0,0.0,0.0,4.3
149,2016-05-29,11.7,20.3,3.3,0.0,0.0,0.0,3.1
150,2016-05-30,14.3,22.3,6.5,0.0,0.0,0.0,3.0
151,2016-05-31,14.1,23.8,8.6,10.5,0.0,0.0,3.7
152,2016-06-01,8.4,12.0,5.2,4.0,0.0,0.0,4.6
153,2016-06-02,6.7,9.3,4.1,1.0,0.0,0.0,5.5
154,2016-06-03,8.2,12.4,1.6,0.5,0.0,0.0,1.8
155,2016-06-04,8.2,11.6,4.4,20.0,0.0,0.0,3.0
156,2016-06-05,10.2,17.5,5.2,0.5,0.0,0.0,2.8
157,2016-06-06,13.9,20.4,5.0,0.0,0.0,0.0,1.9
158,2016-06-07,17.1,23.7,9.9,0.0,0.0,0.0,2.2
159,2016-06-08,14.7,18.0,8.9,1.5,0.0,0.0,1.7
160,2016-06-09,16.1,19.4,12.7,8.5,0.0,0.0,1.6
161,2016-06-10,14.4,17.6,11.4,0.0,0.0,0.0,4.0
162,2016-06-11,14.9,20.5,10.1,0.0,0.0,0.0,2.1
163,2016-06-12,15.1,24.0,7.7,0.0,0.0,0.0,3.7
164,2016-06-13,13.9,16.0,11.5,0.5,0.0,0.0,6.1
165,2016-06-14,14.2,17.1,11.1,10.5,0.0,0.0,4.2
166,2016-06-15,15.8,20.6,12.0,0.0,0.0,0.0,4.0
167,2016-06-16,13.8,18.6,10.8,6.0,0.0,0.0,5.5
168,2016-06-17,13.4,14.8,11.9,28.0,0.0,0.0,4.8
169,2016-06-18,13.9,16.8,11.2,0.0,0.0,0.0,3.7
170,2016-06-19,17.3,24.9,11.9,0.0,0.0,0.0,3.4
171,2016-06-20,17.3,20.8,14.0,0.0,0.0,0.0,4.4
172,2016-06-21,18.8,24.3,14.3,0.0,0.0,0.0,3.8
173,2016-06-22,17.8,24.3,12.7,2.5,0.0,0.0,3.3
174,2016-06-23,17.2,22.3,12.8,0.0,0.0,0.0,5.5
175,2016-06-24,,,,,0.0,0.0,
176,2016-06-25,13.8,16.9,11.3,12.5,0.0,0.0,4.0
177,2016-06-26,12.1,14.0,9.8,7.0,0.0,0.0,3.5
178,2016-06-27,14.8,21.3,9.3,0.0,0.0,0.0,1.6
179,2016-06-28,18.5,25.2,11.7,0.0,0.0,0.0,2.5
180,2016-06-29,19.5,27.0,10.6,0.0,0.0,0.0,2.2
181,2016-06-30,20.7,28.6,12.9,0.0,0.0,0.0,2.0
182,2016-07-01,21.0,27.8,13.0,0.0,0.0,0.0,2.3
183,2016-07-02,20.1,25.1,15.6,23.5,0.0,0.0,2.6
184,2016-07-03,18.6,21.7,14.8,0.0,0.0,0.0,4.7
185,2016-07-04,13.0,17.7,7.7,1.5,0.0,0.0,5.4
186,2016-07-05,15.2,23.2,8.1,0.0,0.0,0.0,2.5
187,2016-07-06,16.9,23.5,10.9,0.0,0.0,0.0,3.7
188,2016-07-07,17.4,26.0,8.0,0.0,0.0,0.0,2.7
189,2016-07-08,19.6,27.2,12.0,0.0,0.0,0.0,3.0
190,2016-07-09,19.7,25.1,12.9,3.5,0.0,0.0,2.0
191,2016-07-10,18.2,20.7,15.3,9.0,0.0,0.0,2.5
192,2016-07-11,17.2,22.1,14.0,0.0,0.0,0.0,2.9
193,2016-07-12,19.3,26.1,14.4,0.0,0.0,0.0,2.5
194,2016-07-13,20.3,27.3,12.7,0.0,0.0,0.0,2.6
195,2016-07-14,19.8,25.7,15.9,0.0,0.0,0.0,5.2
196,2016-07-15,19.6,26.3,13.8,0.0,0.0,0.0,3.2
197,2016-07-16,20.9,25.7,15.6,0.0,0.0,0.0,1.8
198,2016-07-17,20.1,26.9,17.2,0.5,0.0,0.0,1.9
199,2016-07-18,19.7,23.4,17.0,1.5,0.0,0.0,2.6
200,2016-07-19,18.3,22.3,16.0,11.5,0.0,0.0,2.4
201,2016-07-20,19.1,25.5,14.3,0.0,0.0,0.0,2.6
202,2016-07-21,19.9,26.3,13.7,0.0,0.0,0.0,2.7
203,2016-07-22,20.5,26.0,16.4,0.0,0.0,0.0,3.1
204,2016-07-23,21.0,27.5,14.0,0.0,0.0,0.0,3.1
205,2016-07-24,21.1,28.7,14.4,0.0,0.0,0.0,3.3
206,2016-07-25,21.2,28.6,13.7,0.0,0.0,0.0,2.6
207,2016-07-26,21.2,29.9,14.5,0.0,0.0,0.0,2.8
208,2016-07-27,19.7,24.8,17.2,6.5,0.0,0.0,4.6
209,2016-07-28,21.6,24.3,18.1,20.0,0.0,0.0,5.0
210,2016-07-29,23.7,26.1,21.7,29.0,0.0,0.0,4.1
211,2016-07-30,25.5,29.0,22.4,0.0,0.0,0.0,3.2
212,2016-07-31,23.2,29.8,19.6,30.5,0.0,0.0,2.2
213,2016-08-01,22.9,30.6,18.6,0.5,0.0,0.0,2.5
214,2016-08-02,24.2,30.2,19.9,0.0,0.0,0.0,1.8
215,2016-08-03,25.0,29.7,20.8,0.0,0.0,0.0,2.1
216,2016-08-04,23.4,28.1,19.1,0.0,0.0,0.0,2.8
217,2016-08-05,21.1,26.5,14.6,0.0,0.0,0.0,3.4
218,2016-08-06,20.0,27.7,12.3,0.0,0.0,0.0,2.7
219,2016-08-07,24.1,32.4,13.8,0.0,0.0,0.0,3.5
220,2016-08-08,25.8,32.2,19.4,0.0,0.0,0.0,3.1
221,2016-08-09,19.9,24.1,14.7,7.0,0.0,0.0,5.3
222,2016-08-10,18.7,26.0,11.4,0.0,0.0,0.0,2.3
223,2016-08-11,20.9,27.9,13.3,0.0,0.0,0.0,2.0
224,2016-08-12,21.9,28.9,14.8,0.0,0.0,0.0,1.9
225,2016-08-13,22.8,30.2,16.2,0.0,0.0,0.0,2.9
226,2016-08-14,22.5,30.1,14.8,0.0,0.0,0.0,3.7
227,2016-08-15,22.5,27.3,18.9,0.0,0.0,0.0,2.0
228,2016-08-16,22.4,27.0,18.8,13.5,0.0,0.0,3.3
229,2016-08-17,20.4,22.3,18.8,87.5,0.0,0.0,3.6
230,2016-08-18,23.4,28.9,19.7,3.0,0.0,0.0,3.1
231,2016-08-19,22.8,26.6,19.5,2.5,0.0,0.0,1.7
232,2016-08-20,21.2,24.4,19.9,125.5,0.0,0.0,2.2
233,2016-08-21,21.5,24.5,19.5,1.5,0.0,0.0,2.1
234,2016-08-22,22.2,25.7,19.6,9.0,0.0,0.0,2.6
235,2016-08-23,21.1,26.0,18.1,49.0,0.0,0.0,2.6
236,2016-08-24,21.0,26.8,16.2,0.0,0.0,0.0,1.8
237,2016-08-25,22.8,30.0,15.1,0.0,0.0,0.0,3.6
238,2016-08-26,18.4,24.0,13.9,3.5,0.0,0.0,3.0
239,2016-08-27,16.4,23.4,11.5,0.0,0.0,0.0,3.7
240,2016-08-28,16.5,24.6,7.1,0.0,0.0,0.0,2.0
241,2016-08-29,22.2,32.1,14.4,0.0,0.0,0.0,2.0
242,2016-08-30,25.2,32.6,19.4,0.0,0.0,0.0,3.3
243,2016-08-31,24.1,30.1,19.0,2.0,0.0,0.0,3.8
244,2016-09-01,23.2,30.8,17.4,3.0,0.0,0.0,1.9
245,2016-09-02,23.0,29.1,19.6,5.5,0.0,0.0,1.9
246,2016-09-03,22.2,27.8,19.0,0.0,0.0,0.0,1.5
247,2016-09-04,21.2,24.8,18.9,0.0,0.0,0.0,2.4
248,2016-09-05,21.9,27.7,17.9,0.0,0.0,0.0,3.7
249,2016-09-06,20.9,22.0,19.5,21.5,0.0,0.0,3.2
250,2016-09-07,19.4,24.3,14.6,1.5,0.0,0.0,3.3
251,2016-09-08,15.7,19.3,13.2,3.5,0.0,0.0,2.6
252,2016-09-09,15.9,21.3,12.6,32.0,0.0,0.0,2.7
253,2016-09-10,15.8,19.0,13.8,3.0,0.0,0.0,2.0
254,2016-09-11,15.2,19.2,11.6,1.0,0.0,0.0,1.6
255,2016-09-12,13.9,20.0,9.4,0.0,0.0,0.0,1.3
256,2016-09-13,15.6,20.6,11.9,0.0,0.0,0.0,2.4
257,2016-09-14,16.6,22.1,11.1,0.0,0.0,0.0,2.4
258,2016-09-15,17.8,23.2,14.6,0.0,0.0,0.0,1.9
259,2016-09-16,19.5,25.0,14.3,0.0,0.0,0.0,4.2
260,2016-09-17,14.6,19.5,10.2,9.0,0.0,0.0,3.9
261,2016-09-18,12.8,16.5,9.2,0.0,0.0,0.0,3.3
262,2016-09-19,11.3,18.8,5.9,0.0,0.0,0.0,2.2
263,2016-09-20,11.7,19.2,4.0,0.0,0.0,0.0,2.4
264,2016-09-21,11.7,19.4,6.8,0.0,0.0,0.0,1.7
265,2016-09-22,13.5,20.6,4.2,0.0,0.0,0.0,2.1
266,2016-09-23,13.7,14.8,12.5,8.0,0.0,0.0,1.9
267,2016-09-24,16.9,23.0,13.4,0.0,0.0,0.0,1.4
268,2016-09-25,18.0,24.5,12.3,0.0,0.0,0.0,4.6
269,2016-09-26,17.5,23.6,10.4,0.0,0.0,0.0,3.8
270,2016-09-27,16.7,24.9,8.0,0.0,0.0,0.0,3.4
271,2016-09-28,16.7,20.6,10.8,0.0,0.0,0.0,3.9
272,2016-09-29,13.1,17.3,10.5,3.0,0.0,0.0,2.1
273,2016-09-30,13.5,20.9,7.0,0.0,0.0,0.0,3.7
274,2016-10-01,14.4,21.4,9.0,0.0,0.0,0.0,2.8
275,2016-10-02,15.4,22.3,6.4,0.0,0.0,0.0,4.1
276,2016-10-03,14.9,20.6,11.6,9.5,0.0,0.0,3.4
277,2016-10-04,11.9,19.4,6.6,3.5,0.0,0.0,6.4
278,2016-10-05,8.9,14.6,2.4,0.5,0.0,0.0,2.3
279,2016-10-06,8.5,13.6,4.4,9.5,0.0,0.0,3.4
280,2016-10-07,6.7,11.4,2.4,1.5,0.0,0.0,3.6
281,2016-10-08,10.7,15.6,6.9,1.0,0.0,0.0,4.8
282,2016-10-09,10.1,15.4,6.1,10.5,0.0,0.0,5.3
283,2016-10-10,5.0,7.0,1.9,2.0,0.0,0.0,3.7
284,2016-10-11,7.2,11.6,1.6,4.0,0.0,0.0,4.3
285,2016-10-12,5.4,9.3,2.9,5.0,0.0,0.0,2.4
286,2016-10-13,6.5,10.7,3.1,0.5,0.0,0.0,2.5
287,2016-10-14,6.5,10.9,2.6,0.0,0.0,0.0,3.3
288,2016-10-15,8.0,14.5,0.5,0.0,0.0,0.0,5.1
289,2016-10-16,14.0,19.6,9.4,0.0,0.0,0.0,4.3
290,2016-10-17,12.9,17.9,8.0,0.0,0.0,0.0,3.1
291,2016-10-18,10.6,15.6,1.8,0.0,0.0,0.0,3.1
292,2016-10-19,8.6,17.2,1.9,0.0,0.0,0.0,3.0
293,2016-10-20,5.2,11.8,-0.1,21.0,4.0,4.0,5.1
294,2016-10-21,1.0,3.6,-0.9,1.0,5.0,1.0,2.4
295,2016-10-22,3.2,6.9,-0.8,0.0,0.0,0.0,1.9
296,2016-10-23,2.5,4.0,0.4,1.0,0.0,0.0,2.4
297,2016-10-24,0.8,4.6,-2.3,6.0,8.0,8.0,3.7
298,2016-10-25,4.6,9.8,-2.7,,5.0,0.0,3.9
299,2016-10-26,6.2,13.5,0.3,,0.0,0.0,4.7
300,2016-10-27,2.0,3.6,-0.3,,6.0,6.0,2.5
301,2016-10-28,4.4,7.6,2.0,,0.0,0.0,2.9
302,2016-10-29,0.5,3.1,-2.1,,3.0,4.0,3.3
303,2016-10-30,0.1,2.5,-2.0,,1.0,1.0,3.5
304,2016-10-31,1.3,4.7,-1.1,,1.0,0.0,4.2
305,2016-11-01,-0.3,1.4,-1.4,,1.0,1.0,1.9
306,2016-11-02,-0.1,2.6,-2.0,,1.0,1.0,3.7
307,2016-11-03,-0.3,1.5,-4.7,,10.0,11.0,3.1
308,2016-11-04,-1.4,0.3,-5.2,,14.0,5.0,2.8
309,2016-11-05,-0.7,0.5,-1.9,,21.0,20.0,2.8
310,2016-11-06,-2.9,-0.3,-5.9,,32.0,16.0,3.4
311,2016-11-07,-3.5,1.8,-7.4,,30.0,0.0,2.1
312,2016-11-08,-0.2,5.7,-5.4,,22.0,1.0,3.3
313,2016-11-09,-1.6,1.4,-4.1,,21.0,10.0,5.0
314,2016-11-10,-2.8,-0.7,-6.6,,38.0,17.0,3.2
315,2016-11-11,-4.4,1.5,-12.4,,30.0,1.0,2.0
316,2016-11-12,-0.8,2.2,-3.8,,26.0,2.0,2.0
317,2016-11-13,2.4,4.9,-0.4,,19.0,0.0,3.2
318,2016-11-14,1.9,7.5,-4.5,,11.0,0.0,3.7
319,2016-11-15,3.2,9.7,-0.3,,7.0,0.0,3.4
320,2016-11-16,-2.5,-0.1,-8.5,,12.0,12.0,3.6
321,2016-11-17,-3.2,-0.5,-8.5,,7.0,1.0,3.4
322,2016-11-18,1.4,4.9,-3.3,,4.0,0.0,5.4
323,2016-11-19,6.9,11.9,2.8,,0.0,0.0,4.3
324,2016-11-20,3.8,8.9,-2.0,,1.0,1.0,5.3
325,2016-11-21,-1.7,-0.2,-3.5,,1.0,0.0,5.2
326,2016-11-22,-2.6,-0.1,-5.5,,5.0,5.0,2.1
327,2016-11-23,-8.6,-4.4,-14.1,,12.0,9.0,4.0
328,2016-11-24,-9.0,-4.3,-14.5,,8.0,0.0,4.4
329,2016-11-25,-6.0,-2.7,-9.9,,7.0,0.0,3.7
330,2016-11-26,-4.0,-1.0,-8.8,,9.0,3.0,3.1
331,2016-11-27,-0.6,3.9,-5.8,,6.0,0.0,2.8
332,2016-11-28,-1.5,0.2,-4.0,,33.0,34.0,2.6
333,2016-11-29,-4.9,-1.5,-13.7,,35.0,8.0,2.2
334,2016-11-30,-6.5,-2.2,-10.5,,32.0,3.0,2.6
335,2016-12-01,-1.2,6.3,-11.4,,25.0,1.0,4.2
336,2016-12-02,-1.9,3.0,-4.2,,19.0,15.0,5.7
337,2016-12-03,-0.6,3.9,-6.1,,17.0,0.0,5.0
338,2016-12-04,3.3,6.7,-3.1,,12.0,0.0,5.6
339,2016-12-05,2.7,6.3,0.1,,2.0,0.0,1.6
340,2016-12-06,-4.3,0.2,-9.7,,18.0,15.0,5.0
341,2016-12-07,-8.1,-5.3,-11.3,,18.0,1.0,3.2
342,2016-12-08,-5.6,-3.7,-8.5,,18.0,4.0,4.8
343,2016-12-09,-3.7,-2.7,-5.9,,22.0,6.0,2.3
344,2016-12-10,-6.5,-3.3,-13.3,,24.0,4.0,3.1
345,2016-12-11,-10.6,-5.9,-17.4,,26.0,4.0,1.7
346,2016-12-12,-9.2,-3.0,-13.3,,23.0,1.0,1.7
347,2016-12-13,-5.6,2.9,-12.5,,23.0,2.0,3.1
348,2016-12-14,-5.1,-1.7,-10.3,,21.0,0.0,4.1
349,2016-12-15,-11.6,-6.0,-16.9,,18.0,0.0,1.6
350,2016-12-16,-11.5,-5.6,-17.9,,19.0,1.0,2.7
351,2016-12-17,-7.7,-4.7,-13.9,,22.0,3.0,3.7
352,2016-12-18,-0.3,3.6,-5.0,,20.0,0.0,5.1
353,2016-12-19,-3.6,3.8,-8.5,,15.0,0.0,3.1
354,2016-12-20,-6.2,-3.1,-12.5,,16.0,1.0,1.8
355,2016-12-21,-1.0,1.4,-4.2,,16.0,1.0,2.9
356,2016-12-22,-3.7,-0.1,-5.2,,36.0,20.0,1.4
357,2016-12-23,-3.6,-1.7,-7.8,,,,5.3
358,2016-12-24,-10.7,-5.2,-14.4,,55.0,0.0,3.6
359,2016-12-25,-6.0,-1.8,-9.4,,54.0,3.0,4.4
360,2016-12-26,-1.3,2.4,-4.4,,55.0,8.0,4.6
361,2016-12-27,-7.3,-2.1,-15.8,,57.0,3.0,5.0
362,2016-12-28,-13.7,-7.7,-22.1,,49.0,1.0,2.6
363,2016-12-29,-6.5,-2.9,-10.8,,55.0,9.0,4.4
364,2016-12-30,-6.4,-4.0,-10.5,,62.0,8.0,4.3
365,2016-12-31,-6.0,-3.9,-7.8,,67.0,7.0,3.0
366,2017-01-01,-3.9,-1.6,-6.9,,63.0,0.0,4.5
367,2017-01-02,-2.5,-0.1,-5.8,,57.0,1.0,3.5
368,2017-01-03,-4.6,0.5,-10.0,,54.0,1.0,1.6
369,2017-01-04,-7.0,-3.7,-12.5,,53.0,1.0,1.0
370,2017-01-05,-12.0,-7.3,-18.3,,51.0,0.0,1.6
371,2017-01-06,-12.6,-5.8,-20.3,,50.0,0.0,2.0
372,2017-01-07,-4.0,-0.2,-7.0,,49.0,1.0,3.3
373,2017-01-08,-9.3,-4.9,-18.7,,48.0,0.0,2.0
374,2017-01-09,-8.5,-0.6,-19.1,,48.0,3.0,2.4
375,2017-01-10,-7.3,-1.6,-17.3,,50.0,4.0,3.2
376,2017-01-11,-11.9,-10.1,-17.6,,50.0,3.0,3.2
377,2017-01-12,-11.1,-9.2,-14.0,,55.0,5.0,4.8
378,2017-01-13,-12.0,-6.1,-14.9,,52.0,0.0,3.7
379,2017-01-14,-14.7,-9.7,-22.5,,51.0,0.0,3.3
