,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
16,2016-01-17,-3.0,-0.4,-5.6,1.0,4.2,7.14,13.0,,3.3,3.4,1015.7,71,1022.1,8.0
17,2016-01-18,-1.9,0.9,-3.9,13.5,0.0,1.15,17.0,7.0,6.8,4.3,1005.8,81,1012.1,9.8
18,2016-01-19,-1.1,1.0,-3.1,5.5,0.0,2.37,20.0,3.0,3.7,4.8,991.6,86,997.8,10.0
19,2016-01-20,-0.2,2.0,-2.2,0.0,5.0,7.95,19.0,,4.5,3.9,999.7,65,1005.9,7.0
20,2016-01-21,-1.6,1.0,-3.3,0.0,6.9,8.97,17.0,,4.4,3.7,1007.8,68,1014.1,4.3
21,2016-01-22,-1.4,1.6,-3.6,0.0,6.6,9.34,17.0,1.0,4.6,3.8,1009.4,69,1015.7,7.5
22,2016-01-23,-2.3,-0.6,-3.6,0.0,4.3,7.94,17.0,,4.8,3.3,1008.8,64,1015.1,7.5
23,2016-01-24,-2.4,1.2,-5.1,2.5,3.7,7.39,20.0,4.0,2.9,4.0,996.0,79,1002.2,8.3
24,2016-01-25,-3.4,-1.7,-6.9,1.0,4.3,7.29,19.0,,4.8,3.2,1005.0,67,1011.3,8.0
25,2016-01-26,1.2,3.0,-2.4,0.0,0.7,3.68,18.0,,5.9,5.2,1010.6,77,1016.8,9.0
26,2016-01-27,0.0,1.9,-1.5,1.5,4.9,8.59,18.0,3.0,7.6,4.2,1012.2,68,1018.5,7.0
27,2016-01-28,-2.2,0.7,-4.4,0.0,2.3,4.89,18.0,,7.0,3.4,1016.9,65,1023.3,8.0
28,2016-01-29,-4.2,-2.3,-6.2,0.5,2.0,5.67,17.0,,6.0,2.8,1020.0,62,1026.5,9.5
29,2016-01-30,-3.9,-1.1,-6.9,2.0,6.9,10.77,21.0,5.0,3.0,2.8,1016.0,61,1022.4,7.8
30,2016-01-31,-4.5,-2.3,-5.8,0.0,3.0,7.34,20.0,,6.9,2.7,1012.7,61,1019.1,8.3
31,2016-02-01,-4.6,-2.8,-6.4,0.5,2.6,7.64,18.0,1.0,5.3,2.7,1013.1,63,1019.5,9.5
32,2016-02-02,-4.0,-1.7,-5.4,3.0,1.0,4.63,23.0,6.0,5.7,3.2,1009.5,71,1015.8,9.5
33,2016-02-03,-2.5,-0.4,-5.7,1.0,2.0,6.4,23.0,2.0,5.0,3.7,1013.6,73,1020.0,9.8
34,2016-02-04,0.8,3.2,-1.1,1.0,6.6,10.19,22.0,2.0,4.7,4.9,1009.1,76,1015.4,9.3
35,2016-02-05,-1.1,0.9,-3.1,0.0,4.3,8.77,21.0,,7.7,3.4,1006.6,60,1012.9,9.0
36,2016-02-06,-3.4,-1.0,-5.6,0.5,5.4,10.37,20.0,1.0,6.4,3.0,1007.2,63,1013.6,8.8
37,2016-02-07,-3.2,-0.8,-5.9,0.5,4.5,9.92,20.0,,7.2,3.3,1007.3,68,1013.6,10.0
38,2016-02-08,-1.1,2.0,-3.8,0.0,9.4,12.82,20.0,,3.8,3.8,1010.2,66,1016.5,5.3
39,2016-02-09,2.2,4.8,-0.2,0.0,5.6,8.01,19.0,,6.9,5.4,998.7,76,1004.9,8.5
40,2016-02-10,-1.5,1.2,-3.4,0.0,5.5,9.1,18.0,1.0,6.4,4.3,1008.6,77,1014.9,4.8
41,2016-02-11,-1.3,1.9,-3.7,,7.3,12.07,18.0,,4.3,3.4,1023.5,61,1029.9,2.5
42,2016-02-12,1.7,4.9,-3.1,,4.1,8.14,17.0,,2.6,5.3,1021.4,76,1027.8,7.5
43,2016-02-13,5.2,7.6,3.2,0.0,0.0,1.87,16.0,,2.6,8.1,1007.7,91,1013.9,10.0
44,2016-02-14,4.4,8.9,-0.5,8.5,0.0,2.03,9.0,,6.9,8.0,986.5,93,992.5,10.0
45,2016-02-15,-4.8,-0.5,-7.2,0.5,3.6,8.55,2.0,2.0,9.8,2.9,996.0,65,1002.3,7.5
46,2016-02-16,-3.5,-1.4,-6.3,0.5,2.7,8.0,3.0,1.0,7.4,3.3,1000.8,69,1007.1,8.8
47,2016-02-17,-3.0,-1.2,-4.5,1.5,3.4,8.63,5.0,3.0,7.6,3.6,1003.9,73,1010.2,8.0
48,2016-02-18,1.4,4.5,-2.6,3.5,2.4,7.28,13.0,8.0,4.3,5.4,1011.4,80,1017.7,10.0
49,2016-02-19,3.7,7.7,-0.1,1.0,2.6,7.47,5.0,,5.2,5.9,1012.4,74,1018.6,7.0
50,2016-02-20,1.9,4.1,-0.2,6.5,1.1,6.85,9.0,7.0,4.2,5.0,1017.2,72,1023.5,9.3
51,2016-02-21,0.6,4.2,-2.5,6.0,4.2,11.18,14.0,6.0,6.9,5.3,1004.0,84,1010.3,8.8
52,2016-02-22,-1.7,0.0,-3.3,0.5,2.6,8.11,7.0,,7.4,3.3,1020.5,61,1026.9,8.0
53,2016-02-23,0.3,3.7,-2.5,1.5,5.3,10.49,12.0,6.0,3.2,5.1,1012.7,81,1019.0,6.5
54,2016-02-24,-4.8,-1.7,-7.2,1.0,7.0,13.94,9.0,3.0,4.8,2.6,1016.8,60,1023.2,6.0
55,2016-02-25,-4.2,-1.3,-6.5,1.0,3.4,10.16,9.0,2.0,6.1,3.0,1017.4,68,1023.8,8.8
56,2016-02-26,-3.2,-0.4,-5.4,0.0,5.5,12.32,8.0,,5.6,3.1,1015.8,65,1022.2,8.8
57,2016-02-27,-2.7,-0.1,-4.0,1.0,3.8,9.9,11.0,3.0,5.1,3.0,1018.4,61,1024.8,9.3
58,2016-02-28,-1.6,1.7,-5.1,0.0,10.1,16.0,9.0,,3.4,3.1,1021.3,56,1027.7,5.0
59,2016-02-29,2.1,6.6,-1.5,21.0,3.3,8.92,30.0,21.0,9.0,5.8,999.2,81,1005.4,8.5
60,2016-03-01,-1.2,1.8,-3.8,4.0,5.7,14.81,14.0,3.0,9.1,4.3,1000.0,78,1006.2,9.3
61,2016-03-02,-1.8,1.4,-3.9,0.0,4.2,12.31,15.0,1.0,5.8,3.7,1010.9,69,1017.3,7.8
62,2016-03-03,-0.6,3.0,-3.3,2.0,1.7,7.13,16.0,3.0,3.7,4.7,1013.3,80,1019.7,7.5
63,2016-03-04,-0.8,3.3,-4.7,,10.5,17.4,15.0,,3.4,3.6,1025.5,62,1031.9,1.5
64,2016-03-05,0.3,3.9,-3.9,,10.0,17.29,14.0,,3.4,3.5,1028.6,57,1035.1,4.0
65,2016-03-06,5.0,7.8,2.0,16.0,0.0,0.49,13.0,,4.7,8.3,1015.2,94,1021.4,10.0
66,2016-03-07,4.9,8.2,2.2,0.0,8.3,15.6,4.0,,5.0,6.4,1011.7,74,1017.9,8.3
67,2016-03-08,3.5,9.7,0.8,0.5,2.3,8.72,,,6.0,5.3,1005.5,67,1011.7,6.8
68,2016-03-09,0.3,2.8,-2.0,0.0,7.2,14.38,,,7.0,3.2,1010.8,51,1017.1,8.5
69,2016-03-10,-0.6,2.8,-3.3,0.0,8.9,16.86,1.0,1.0,3.1,3.9,1012.9,67,1019.2,7.0
70,2016-03-11,-0.6,3.0,-2.4,0.0,7.8,17.73,1.0,,5.8,3.7,1011.6,64,1017.9,6.5
71,2016-03-12,-0.2,4.2,-3.2,0.0,10.4,18.45,,,3.6,3.7,1017.0,62,1023.4,5.3
72,2016-03-13,0.2,2.5,-2.9,1.0,3.2,9.45,0.0,,3.4,5.3,1017.7,84,1024.0,6.3
73,2016-03-14,2.6,6.5,-0.3,0.0,4.2,11.13,,,2.1,6.0,1011.0,83,1017.2,4.5
74,2016-03-15,1.8,5.5,-1.4,0.0,9.0,17.54,,,5.0,3.9,1008.0,56,1014.3,2.8
75,2016-03-16,5.4,10.3,-0.1,,6.2,14.87,,,4.7,6.2,1008.0,69,1014.2,2.5
76,2016-03-17,7.8,13.2,3.5,,10.8,18.71,,,4.1,6.6,1011.1,64,1017.2,2.0
77,2016-03-18,8.4,13.7,5.6,,5.9,14.83,,,3.1,7.7,1008.5,71,1014.6,9.8
78,2016-03-19,6.2,8.7,3.6,7.0,0.0,3.67,,,3.1,8.7,1000.7,91,1006.8,9.5
79,2016-03-20,2.4,6.3,-1.5,0.0,8.1,19.09,,,5.2,4.4,1007.8,60,1014.1,4.3
80,2016-03-21,1.5,6.1,-1.7,0.0,9.3,19.21,,,3.7,4.0,1009.7,60,1015.9,5.5
81,2016-03-22,2.8,7.5,-1.3,,10.0,19.32,,,4.1,4.6,1004.0,62,1010.2,4.3
82,2016-03-23,3.2,7.5,0.0,0.0,7.5,18.57,,,4.9,5.3,1005.6,70,1011.8,8.0
83,2016-03-24,1.5,5.4,-1.1,0.0,9.7,20.45,,,4.5,5.1,1009.5,75,1015.8,3.5
84,2016-03-25,2.1,7.1,-0.9,0.0,7.7,18.03,,,4.2,5.0,1010.0,70,1016.3,5.8
85,2016-03-26,4.2,8.8,-0.2,,10.9,21.21,,,3.7,5.3,1012.2,66,1018.4,1.8
86,2016-03-27,6.2,11.9,1.9,0.0,10.8,21.17,,,2.9,6.5,1010.9,70,1017.1,5.3
87,2016-03-28,6.7,11.3,2.4,0.0,9.1,20.35,,,3.8,5.7,1011.9,60,1018.0,4.3
88,2016-03-29,5.6,10.2,1.6,,7.9,17.05,,,3.1,6.4,1016.1,70,1022.3,5.8
89,2016-03-30,5.9,8.6,3.9,2.5,1.9,5.26,,,4.5,8.2,1009.1,88,1015.2,7.5
90,2016-03-31,6.1,10.6,3.0,,11.5,21.47,,,4.6,6.4,1009.9,69,1016.0,0.3
91,2016-04-01,4.9,9.7,2.1,,11.5,22.72,,,4.1,6.6,1019.8,76,1026.0,0.8
92,2016-04-02,4.2,6.1,3.1,,0.0,8.86,,,5.5,6.4,1021.7,77,1028.0,9.8
93,2016-04-03,6.5,8.6,5.0,5.5,0.0,5.28,,,3.9,8.0,1011.9,83,1018.1,10.0
94,2016-04-04,6.4,11.0,3.3,,6.1,16.6,,,3.3,5.6,1006.2,59,1012.3,7.0
95,2016-04-05,7.1,13.0,2.3,1.0,10.5,22.57,,,4.9,6.4,1003.2,64,1009.2,3.0
96,2016-04-06,7.3,11.9,4.2,,12.1,24.07,,,6.1,6.2,1009.6,63,1015.8,0.0
97,2016-04-07,6.7,8.4,3.2,11.5,0.1,9.75,,,5.0,8.0,1007.2,81,1013.3,10.0
98,2016-04-08,6.6,9.9,4.1,4.0,1.6,8.96,,,3.6,8.3,1000.7,84,1006.8,6.8
99,2016-04-09,5.9,11.5,2.6,0.0,10.0,21.75,,,6.4,5.3,1000.9,58,1007.0,5.3
100,2016-04-10,4.7,9.6,1.7,,11.5,24.36,,,4.3,4.0,1005.7,48,1011.9,5.5
101,2016-04-11,3.6,8.1,0.6,0.0,9.8,22.2,,,4.8,4.9,1006.0,61,1012.2,9.5
102,2016-04-12,6.0,11.4,1.5,0.0,10.3,22.65,,,3.8,5.3,1012.6,58,1018.7,4.3
103,2016-04-13,7.0,11.1,4.1,3.5,1.1,8.64,,,3.8,7.9,1005.8,79,1011.9,9.5
104,2016-04-14,8.7,11.9,6.2,9.0,1.7,13.53,,,3.8,10.5,999.9,94,1006.0,10.0
105,2016-04-15,5.5,8.3,3.9,0.5,7.0,19.02,,,7.7,6.9,1002.6,76,1008.7,6.8
106,2016-04-16,7.4,13.7,3.3,,7.8,18.82,,,3.7,7.0,1011.8,69,1017.9,5.3
107,2016-04-17,8.0,10.7,6.6,8.5,0.0,2.56,,,6.9,9.0,993.2,84,999.2,10.0
108,2016-04-18,6.8,9.0,4.7,0.0,4.5,15.16,,,7.7,7.6,997.2,77,1003.3,9.0
109,2016-04-19,5.9,9.5,3.5,0.0,6.3,17.82,,,3.6,7.3,1010.2,79,1016.4,9.8
110,2016-04-20,8.6,13.3,5.0,,9.0,22.69,,,3.2,7.5,1013.4,67,1019.5,8.5
111,2016-04-21,12.8,18.7,8.0,,10.4,21.94,,,2.7,8.8,1004.3,59,1010.2,7.0
112,2016-04-22,10.4,15.3,7.8,,6.3,20.69,,,3.4,9.2,1003.3,72,1009.3,7.5
113,2016-04-23,7.0,7.9,6.0,5.5,0.0,2.75,,,4.3,9.4,1002.9,94,1009.0,10.0
114,2016-04-24,10.1,17.3,4.7,,12.6,26.05,,,3.7,7.3,1006.7,62,1012.8,2.8
115,2016-04-25,10.2,15.9,5.6,,11.5,25.88,,,3.0,7.2,1013.3,59,1019.4,5.0
116,2016-04-26,9.9,16.1,6.0,,9.0,20.97,,,4.0,7.8,1011.6,65,1017.7,6.0
117,2016-04-27,7.4,11.8,3.7,,13.4,28.06,,,3.5,7.7,1010.6,75,1016.7,4.0
118,2016-04-28,6.3,9.4,4.3,10.5,0.2,7.28,,,4.4,8.4,1003.5,88,1009.6,8.8
119,2016-04-29,5.5,8.4,3.4,11.5,0.0,7.95,,,4.0,7.7,994.1,85,1000.2,9.3
120,2016-04-30,5.9,9.5,3.4,0.0,12.3,27.4,,,5.9,5.9,1002.4,64,1008.5,7.5
121,2016-05-01,6.4,10.8,3.3,,6.8,22.12,,,2.6,6.6,1008.8,68,1014.9,4.8
122,2016-05-02,8.3,12.2,4.3,0.0,8.3,21.21,,,3.0,8.5,1013.2,78,1019.4,7.8
123,2016-05-03,11.3,16.2,7.9,0.0,7.9,23.24,,,6.7,11.6,1005.5,87,1011.5,8.3
124,2016-05-04,11.5,15.0,9.5,7.5,0.1,4.46,,,6.2,12.3,993.6,91,999.6,10.0
125,2016-05-05,10.9,14.6,8.9,2.0,6.7,20.16,,,4.5,10.7,996.7,83,1002.7,8.5
126,2016-05-06,10.4,14.6,8.2,0.5,7.1,17.06,,,3.5,10.7,1007.4,85,1013.4,7.5
127,2016-05-07,10.1,14.4,8.4,6.0,5.2,12.0,,,6.2,10.9,995.4,88,1001.3,5.3
128,2016-05-08,12.7,17.3,8.6,0.0,11.8,27.93,,,7.8,7.6,1003.6,53,1009.6,1.0
129,2016-05-09,13.0,21.0,8.9,,9.6,21.89,,,3.3,6.8,1010.0,47,1016.0,8.3
130,2016-05-10,10.1,13.3,8.1,12.0,0.2,6.93,,,3.5,8.9,1008.1,73,1014.2,10.0
131,2016-05-11,8.7,10.0,7.5,34.0,0.0,3.85,,,4.6,11.1,997.1,98,1003.1,10.0
132,2016-05-12,10.0,13.7,7.5,5.0,5.6,18.27,,,5.7,10.2,1003.4,84,1009.4,9.8
133,2016-05-13,12.1,18.3,7.9,,12.3,28.11,,,4.5,10.8,1011.1,77,1017.1,5.5
134,2016-05-14,12.8,18.8,8.8,,13.0,29.89,,,4.3,7.8,1020.7,54,1026.7,5.8
135,2016-05-15,10.6,14.3,8.4,,10.1,23.77,,,4.4,8.9,1017.0,70,1023.1,9.5
136,2016-05-16,9.9,11.8,8.3,0.5,0.0,3.88,,,6.7,11.5,1005.7,94,1011.7,10.0
137,2016-05-17,13.0,18.5,9.6,1.0,10.3,24.83,,,2.9,11.3,1006.3,77,1012.3,5.3
138,2016-05-18,15.7,22.6,10.8,,13.2,27.65,,,2.9,11.1,1011.4,63,1017.4,2.0
139,2016-05-19,12.8,17.3,9.8,,12.4,24.02,,,4.4,11.5,1016.7,78,1022.7,0.8
140,2016-05-20,12.9,19.7,8.8,,12.4,25.4,,,1.5,11.0,1016.1,76,1022.1,5.0
141,2016-05-21,14.4,20.0,8.7,,12.7,27.78,,,2.5,10.3,1013.3,66,1019.3,3.5
142,2016-05-22,14.4,20.5,10.7,,13.5,29.26,,,1.9,13.8,1010.0,85,1016.0,1.3
143,2016-05-23,16.8,23.5,11.2,,10.4,25.61,,,2.4,14.3,1006.9,77,1012.8,8.0
144,2016-05-24,13.3,16.3,11.5,0.0,4.2,19.07,,,4.1,12.2,1008.6,80,1014.5,10.0
145,2016-05-25,14.8,20.2,11.5,1.5,3.9,12.7,,,3.5,15.0,1003.3,90,1009.3,9.3
146,2016-05-26,17.0,21.1,13.8,,5.6,19.28,,,2.3,15.5,1001.6,80,1007.4,10.0
147,2016-05-27,16.4,21.9,11.8,0.0,10.9,25.51,,,4.3,11.3,1000.3,62,1006.2,4.8
148,2016-05-28,16.1,21.8,10.2,2.0,13.3,27.67,,,5.1,10.5,1000.0,59,1005.9,2.8
149,2016-05-29,13.9,19.2,9.0,,12.8,29.94,,,2.5,11.5,1002.1,73,1008.0,4.3
150,2016-05-30,11.9,14.4,11.0,0.0,0.9,9.15,,,4.4,12.1,1003.6,87,1009.6,9.3
151,2016-05-31,12.3,14.3,10.9,15.5,0.1,7.66,,,5.2,14.2,996.3,99,1002.2,10.0
152,2016-06-01,12.3,18.0,9.4,0.0,9.1,25.25,,,6.3,11.5,989.9,80,995.8,7.3
153,2016-06-02,11.4,15.5,9.0,0.0,7.0,22.44,,,6.0,9.0,997.7,68,1003.7,8.0
154,2016-06-03,12.5,19.1,9.0,0.0,6.2,18.29,,,3.1,11.5,1003.2,80,1009.1,9.5
155,2016-06-04,13.5,17.2,10.8,4.0,0.2,6.29,,,3.5,14.0,1001.3,90,1007.2,10.0
156,2016-06-05,12.8,17.9,10.1,,14.4,31.33,,,4.1,11.8,1006.0,81,1011.9,2.0
157,2016-06-06,13.0,17.1,8.7,,11.9,28.39,,,2.4,12.0,1010.6,80,1016.6,5.0
158,2016-06-07,15.7,20.4,12.2,,12.1,27.52,,,3.5,12.9,1008.4,73,1014.3,8.3
159,2016-06-08,14.5,19.5,13.4,4.0,0.4,8.51,,,4.9,15.7,1006.6,95,1012.6,10.0
160,2016-06-09,14.7,16.3,13.4,27.0,0.0,4.58,,,2.4,16.7,1004.8,100,1010.7,10.0
161,2016-06-10,15.3,19.2,12.5,,12.7,29.84,,,5.8,15.0,1006.6,87,1012.6,3.5
162,2016-06-11,15.0,19.1,12.3,,8.1,24.74,,,3.2,14.4,1009.7,85,1015.6,9.5
163,2016-06-12,12.8,14.2,11.6,3.5,0.0,4.72,,,4.8,14.2,1008.1,97,1014.1,10.0
164,2016-06-13,13.2,14.6,11.7,49.5,0.0,2.23,,,5.7,15.2,1000.7,100,1006.6,10.0
165,2016-06-14,13.1,13.5,12.7,11.5,0.0,3.56,,,4.4,15.0,1001.4,100,1007.3,10.0
166,2016-06-15,13.1,14.7,12.5,0.0,0.0,8.39,,,3.8,14.9,1005.7,98,1011.7,10.0
167,2016-06-16,12.8,14.1,12.1,41.5,0.0,1.59,,,6.0,14.8,1001.8,100,1007.7,10.0
168,2016-06-17,14.3,15.8,13.6,18.0,0.1,6.07,,,4.5,16.3,996.6,100,1002.5,10.0
169,2016-06-18,15.8,21.3,11.9,0.0,10.4,27.92,,,3.6,15.7,1005.9,88,1011.8,5.0
170,2016-06-19,13.3,15.3,12.0,2.5,0.0,10.33,,,3.9,14.8,1008.9,97,1014.9,10.0
171,2016-06-20,14.7,16.3,13.9,27.5,0.0,4.22,,,5.6,16.7,1000.7,100,1006.6,10.0
172,2016-06-21,14.5,16.8,13.4,1.0,0.2,9.82,,,3.1,16.5,1003.9,100,1009.8,10.0
173,2016-06-22,15.2,19.6,12.4,,11.7,29.22,,,2.8,15.4,1004.9,90,1010.8,5.8
174,2016-06-23,14.5,18.8,12.5,0.0,2.1,16.15,,,3.5,14.4,1003.4,88,1009.3,10.0
175,2016-06-24,12.6,14.2,11.9,4.5,0.0,4.44,,,4.0,14.0,1003.1,96,1009.0,10.0
176,2016-06-25,13.6,17.2,12.2,62.5,0.0,3.64,,,7.0,14.8,991.1,95,997.0,10.0
177,2016-06-26,14.5,18.7,12.9,0.5,2.0,12.19,,,6.4,14.9,993.4,90,999.3,10.0
178,2016-06-27,16.5,21.5,13.4,0.0,13.1,30.04,,,4.2,14.7,1006.9,79,1012.7,7.0
179,2016-06-28,16.3,20.3,12.9,,13.6,29.21,,,2.3,15.6,1008.3,85,1014.2,4.0
180,2016-06-29,16.0,20.7,13.5,0.0,9.3,26.94,,,2.6,16.9,1008.8,93,1014.7,7.8
181,2016-06-30,16.5,20.9,13.8,0.0,4.2,21.77,,,3.5,17.4,1007.3,93,1013.2,9.8
182,2016-07-01,18.8,22.8,16.5,,8.8,24.51,,,2.2,19.6,1006.1,90,1012.0,7.0
183,2016-07-02,17.9,20.4,16.5,21.5,0.0,4.61,,,5.4,19.5,999.2,95,1005.0,9.3
184,2016-07-03,17.9,21.8,15.8,0.0,4.6,20.54,,,7.1,18.0,996.6,88,1002.4,9.3
185,2016-07-04,17.2,22.8,14.9,,9.6,26.42,,,5.0,15.5,1005.8,79,1011.7,6.3
186,2016-07-05,15.0,17.2,13.5,,7.0,20.62,,,3.3,14.8,1015.4,87,1021.4,8.5
187,2016-07-06,13.5,14.1,12.7,7.5,0.0,4.83,,,4.3,14.8,1010.8,95,1016.8,10.0
188,2016-07-07,15.1,18.7,12.0,0.5,12.2,27.82,,,2.8,15.3,1009.4,89,1015.4,6.8
189,2016-07-08,17.9,24.1,13.5,,11.4,28.69,,,3.4,16.7,1006.2,82,1012.1,5.0
190,2016-07-09,18.6,23.3,15.8,0.0,3.3,18.28,,,2.7,18.6,999.9,87,1005.7,7.0
191,2016-07-10,19.8,24.2,16.8,0.0,5.8,18.2,,,3.8,19.8,995.9,86,1001.7,6.3
192,2016-07-11,19.0,25.1,15.5,,14.1,29.75,,,4.7,17.0,999.2,79,1005.0,1.5
193,2016-07-12,20.2,27.0,15.0,,14.2,29.87,,,3.1,17.6,999.9,76,1005.6,4.0
194,2016-07-13,18.1,22.4,16.2,,4.4,20.6,,,3.4,18.8,997.8,91,1003.6,7.5
195,2016-07-14,16.8,17.5,15.9,7.5,0.0,3.31,,,3.5,17.8,995.6,93,1001.4,10.0
196,2016-07-15,17.9,22.3,15.7,1.5,4.2,18.36,,,2.4,18.1,997.4,89,1003.1,9.3
197,2016-07-16,18.7,22.3,15.5,,11.8,26.64,,,3.2,18.5,1001.6,86,1007.4,6.0
198,2016-07-17,17.0,17.5,16.8,14.5,0.0,3.9,,,4.9,18.9,1001.9,98,1007.8,10.0
199,2016-07-18,17.3,18.3,16.7,6.0,0.0,5.77,,,3.0,19.4,1002.5,98,1008.3,10.0
200,2016-07-19,18.6,21.8,17.2,5.5,0.3,10.03,,,3.0,20.7,1003.2,96,1009.1,10.0
201,2016-07-20,18.0,20.9,15.7,0.0,1.2,13.73,,,2.5,19.7,1007.9,95,1013.8,8.8
202,2016-07-21,18.4,21.2,15.5,,3.8,17.46,,,2.4,19.3,1009.4,91,1015.2,10.0
203,2016-07-22,18.0,21.0,16.7,0.0,5.1,21.19,,,3.1,18.1,1010.6,88,1016.5,9.5
204,2016-07-23,17.2,19.7,15.9,0.0,0.0,11.67,,,3.2,17.2,1012.1,88,1018.0,10.0
205,2016-07-24,16.8,18.6,15.7,2.0,0.0,8.05,,,3.5,17.8,1012.3,93,1018.2,10.0
206,2016-07-25,17.6,19.9,16.3,2.5,0.3,12.57,,,3.1,19.0,1010.3,95,1016.2,10.0
207,2016-07-26,17.8,18.9,16.8,2.5,0.0,6.1,,,4.8,19.9,1006.6,98,1012.5,10.0
208,2016-07-27,18.8,20.3,18.3,54.5,0.0,2.38,,,5.8,21.3,1003.6,98,1009.4,10.0
209,2016-07-28,21.2,24.6,19.3,20.0,0.0,5.97,,,2.8,24.7,1002.8,98,1008.6,10.0
210,2016-07-29,20.4,23.0,19.2,11.5,2.2,11.04,,,5.9,23.1,1005.7,96,1011.5,10.0
211,2016-07-30,20.3,22.4,19.4,9.5,2.1,10.17,,,5.9,23.0,1006.5,96,1012.3,10.0
212,2016-07-31,21.2,24.9,19.5,0.5,1.7,15.33,,,4.8,23.7,1007.6,94,1013.4,10.0
213,2016-08-01,21.7,24.0,20.5,0.5,1.3,16.35,,,4.1,25.0,1006.2,96,1012.0,10.0
214,2016-08-02,22.9,28.1,20.3,,9.0,21.5,,,2.8,25.6,1002.5,92,1008.2,8.3
215,2016-08-03,22.9,28.0,20.8,0.0,6.8,21.4,,,2.8,25.5,1002.6,92,1008.3,8.5
216,2016-08-04,23.9,27.8,20.9,,11.6,24.62,,,4.5,24.1,1001.7,82,1007.4,4.5
217,2016-08-05,23.6,28.2,20.1,0.0,6.3,19.05,,,3.1,23.7,1001.5,81,1007.2,7.5
218,2016-08-06,22.6,29.0,18.6,,13.4,26.51,,,2.4,21.6,1004.0,80,1009.7,0.3
219,2016-08-07,22.5,24.6,19.8,,7.5,20.77,,,5.0,24.1,1004.8,88,1010.6,6.3
220,2016-08-08,23.1,24.1,22.3,2.0,0.1,9.83,,,4.9,27.1,1002.1,96,1007.8,10.0
221,2016-08-09,24.0,29.5,20.5,0.5,9.6,21.76,,,4.5,22.8,995.4,77,1001.0,6.0
222,2016-08-10,22.2,27.0,19.2,,10.2,23.96,,,4.4,19.9,1001.5,75,1007.3,3.3
223,2016-08-11,21.3,25.2,18.2,0.0,12.6,26.24,,,2.5,21.8,1005.3,86,1011.0,2.8
224,2016-08-12,21.7,25.4,19.8,,10.2,24.37,,,2.5,22.5,1005.0,87,1010.7,3.8
225,2016-08-13,21.5,24.5,19.6,,9.9,22.77,,,3.7,21.5,1004.4,84,1010.1,4.8
226,2016-08-14,21.4,24.9,19.1,0.0,2.8,16.55,,,3.2,22.4,1002.0,88,1007.7,9.3
227,2016-08-15,23.0,28.7,20.1,0.0,8.3,21.38,,,3.7,24.0,996.2,86,1001.8,7.5
228,2016-08-16,22.6,24.7,21.8,4.5,1.3,9.05,,,4.0,25.9,999.7,95,1005.4,9.8
