Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_wind_speed
85,2016-03-26,5.3,10.3,1.1,3.9
86,2016-03-27,7.0,12.7,1.4,3.5
87,2016-03-28,8.7,13.6,4.3,3.4
88,2016-03-29,11.7,18.4,4.7,4.1
89,2016-03-30,12.8,18.1,8.4,3.4
90,2016-03-31,12.7,18.1,8.2,3.2
91,2016-04-01,13.4,17.5,11.2,2.6
92,2016-04-02,15.1,19.2,9.4,3.7
93,2016-04-03,18.2,20.7,14.9,6.2
94,2016-04-04,11.5,15.1,9.7,7.3
95,2016-04-05,11.8,15.1,9.1,2.7
96,2016-04-06,13.0,18.2,6.9,3.6
97,2016-04-07,15.8,25.0,12.8,7.5
98,2016-04-08,13.6,17.6,10.6,3.2
99,2016-04-09,15.3,21.9,9.7,3.3
100,2016-04-10,14.0,18.8,11.1,4.1
101,2016-04-11,8.5,11.2,5.3,7.6
102,2016-04-12,10.8,18.1,2.1,5.2
103,2016-04-13,16.5,23.0,13.2,4.6
104,2016-04-14,14.1,16.9,12.1,2.5
105,2016-04-15,11.6,14.1,7.1,5.6
106,2016-04-16,16.7,26.2,6.8,5.6
107,2016-04-17,18.8,28.0,12.4,11.0
108,2016-04-18,13.2,16.4,8.9,4.9
109,2016-04-19,11.6,17.1,6.5,5.7
110,2016-04-20,14.0,20.9,5.9,4.6
111,2016-04-21,16.7,18.7,14.7,7.9
112,2016-04-22,15.5,18.2,13.8,3.8
113,2016-04-23,15.2,18.9,12.7,2.9
114,2016-04-24,13.4,16.7,9.8,2.5
115,2016-04-25,12.7,17.4,6.7,3.2
116,2016-04-26,15.2,19.0,10.1,2.6
117,2016-04-27,15.4,18.6,13.0,3.5
118,2016-04-28,13.3,15.4,11.6,8.8
119,2016-04-29,11.7,14.6,7.7,6.1
120,2016-04-30,14.5,21.1,6.4,3.5
121,2016-05-01,16.2,21.4,10.1,2.7
122,2016-05-02,17.8,23.9,11.1,3.4
123,2016-05-03,19.7,21.3,15.0,11.8
124,2016-05-04,21.1,27.3,14.5,7.0
125,2016-05-05,17.9,20.9,14.1,4.4
126,2016-05-06,17.8,21.7,13.7,7.4
127,2016-05-07,17.1,20.4,12.8,5.7
128,2016-05-08,15.3,19.3,9.5,4.6
129,2016-05-09,17.8,20.2,14.4,4.0
130,2016-05-10,18.3,22.9,16.6,1.7
131,2016-05-11,14.7,22.7,11.9,6.6
132,2016-05-12,15.2,19.2,9.8,4.0
133,2016-05-13,18.1,22.3,12.7,2.9
134,2016-05-14,16.6,19.1,14.2,4.8
135,2016-05-15,22.3,28.4,13.6,6.5
136,2016-05-16,18.1,25.1,11.6,9.0
137,2016-05-17,14.6,19.4,9.5,2.5
138,2016-05-18,15.6,21.4,9.0,4.2
139,2016-05-19,16.5,20.6,11.3,2.8
140,2016-05-20,17.6,21.6,13.4,2.4
141,2016-05-21,16.7,20.5,12.7,2.9
142,2016-05-22,17.0,20.8,11.7,3.4
143,2016-05-23,18.5,22.3,13.5,2.3
144,2016-05-24,23.6,29.4,17.2,6.1
145,2016-05-25,22.2,24.0,19.6,5.9
146,2016-05-26,22.8,26.7,19.3,4.0
147,2016-05-27,20.0,22.7,18.1,2.3
148,2016-05-28,19.2,22.9,16.9,2.1
149,2016-05-29,20.2,28.3,15.7,4.3
150,2016-05-30,19.7,22.1,18.3,2.8
151,2016-05-31,20.1,23.9,15.8,3.3
152,2016-06-01,18.5,21.6,16.7,4.9
153,2016-06-02,17.6,20.8,13.6,4.2
154,2016-06-03,18.4,23.2,11.3,3.5
155,2016-06-04,21.2,25.9,17.3,5.1
156,2016-06-05,19.0,23.4,16.1,6.0
157,2016-06-06,19.4,23.3,14.8,4.2
158,2016-06-07,22.0,24.7,19.6,4.4
159,2016-06-08,22.9,27.6,18.9,3.5
160,2016-06-09,20.9,23.2,19.6,1.9
161,2016-06-10,21.7,24.6,19.8,3.5
162,2016-06-11,24.7,30.5,20.1,3.9
163,2016-06-12,24.0,28.3,20.3,4.9
164,2016-06-13,20.6,23.0,19.5,4.9
165,2016-06-14,21.9,24.9,19.4,2.7
166,2016-06-15,26.2,30.9,20.5,5.7
167,2016-06-16,23.4,25.9,20.0,5.6
168,2016-06-17,22.6,26.0,20.0,3.3
169,2016-06-18,22.3,26.3,18.3,3.1
170,2016-06-19,23.3,27.2,20.9,4.9
171,2016-06-20,23.5,27.3,19.8,2.3
172,2016-06-21,23.3,25.7,21.5,3.1
173,2016-06-22,23.3,25.1,22.2,3.7
174,2016-06-23,21.8,24.2,19.6,3.7
175,2016-06-24,22.9,27.9,18.0,5.3
176,2016-06-25,22.8,26.1,20.9,3.9
177,2016-06-26,22.5,25.6,20.3,3.2
178,2016-06-27,22.2,25.3,18.5,3.5
179,2016-06-28,21.0,23.9,17.6,3.8
180,2016-06-29,22.7,26.7,20.2,2.4
181,2016-06-30,23.5,25.8,21.5,1.7
182,2016-07-01,25.8,28.9,21.6,3.2
183,2016-07-02,29.1,34.6,24.5,5.7
184,2016-07-03,25.3,29.6,22.8,3.7
185,2016-07-04,24.0,29.0,20.8,2.9
186,2016-07-05,26.1,31.4,23.1,3.4
187,2016-07-06,27.5,34.2,24.3,3.8
188,2016-07-07,25.0,27.6,23.4,2.5
189,2016-07-08,24.7,26.3,23.2,3.8
190,2016-07-09,23.8,26.5,21.6,2.4
191,2016-07-10,25.1,28.1,22.2,2.1
192,2016-07-11,25.3,27.6,23.3,3.0
193,2016-07-12,27.3,31.3,24.4,3.6
194,2016-07-13,26.2,30.0,24.9,4.6
195,2016-07-14,25.3,29.1,22.1,4.9
196,2016-07-15,21.9,23.2,20.8,7.3
197,2016-07-16,24.8,28.9,20.2,4.1
198,2016-07-17,25.5,28.6,23.4,3.3
199,2016-07-18,24.7,27.8,21.7,2.5
200,2016-07-19,23.6,26.5,21.6,3.0
201,2016-07-20,23.6,26.7,20.6,4.8
202,2016-07-21,23.5,26.9,21.2,4.5
203,2016-07-22,23.5,27.1,19.6,4.2
204,2016-07-23,25.3,29.0,21.3,2.7
205,2016-07-24,27.1,31.6,24.7,2.9
206,2016-07-25,26.2,26.8,25.3,3.7
207,2016-07-26,25.8,28.6,23.9,2.8
208,2016-07-27,27.5,31.6,25.2,2.9
209,2016-07-28,29.0,33.3,26.4,4.2
210,2016-07-29,29.0,33.5,27.1,4.1
211,2016-07-30,28.4,31.7,26.3,3.1
212,2016-07-31,27.5,30.3,25.2,2.5
213,2016-08-01,27.4,30.7,24.8,2.8
214,2016-08-02,26.7,30.4,23.9,2.6
215,2016-08-03,26.6,30.7,23.0,3.3
216,2016-08-04,26.5,30.6,23.1,3.7
217,2016-08-05,27.1,31.4,23.2,3.7
218,2016-08-06,27.5,31.2,24.6,3.1
219,2016-08-07,28.8,33.3,24.6,2.6
220,2016-08-08,28.1,31.6,23.9,2.7
221,2016-08-09,27.3,31.0,24.5,2.9
222,2016-08-10,25.4,30.0,22.0,3.9
223,2016-08-11,25.0,30.0,19.9,3.9
224,2016-08-12,26.3,30.7,21.6,3.5
225,2016-08-13,28.0,32.4,24.0,2.3
226,2016-08-14,28.7,33.8,25.4,2.5
227,2016-08-15,28.2,33.8,24.7,3.2
228,2016-08-16,26.8,31.9,24.6,2.8
229,2016-08-17,25.9,29.8,24.0,2.6
230,2016-08-18,26.2,30.4,22.3,4.8
231,2016-08-19,26.9,30.7,23.2,4.3
232,2016-08-20,26.5,30.1,23.3,3.8
233,2016-08-21,27.8,30.9,24.2,2.6
234,2016-08-22,27.3,30.4,25.8,4.9
235,2016-08-23,26.3,29.7,22.9,4.0
236,2016-08-24,25.8,29.9,21.1,4.8
237,2016-08-25,28.2,35.3,24.5,2.8
238,2016-08-26,26.7,31.3,23.6,6.2
239,2016-08-27,23.2,25.9,20.5,6.8
240,2016-08-28,22.6,26.7,19.2,4.2
241,2016-08-29,22.5,24.0,20.8,4.7
242,2016-08-30,23.2,27.7,20.5,5.4
243,2016-08-31,26.2,29.8,22.6,6.4
244,2016-09-01,26.1,31.4,22.1,4.0
245,2016-09-02,25.1,31.6,20.6,3.8
246,2016-09-03,26.4,30.4,22.4,3.4
247,2016-09-04,28.1,32.2,24.2,3.0
248,2016-09-05,26.7,28.6,24.3,4.0
249,2016-09-06,24.8,27.2,23.4,3.0
250,2016-09-07,24.8,27.6,22.8,2.6
251,2016-09-08,22.3,24.7,20.9,5.7
252,2016-09-09,22.7,26.5,19.9,2.7
253,2016-09-10,22.0,25.9,18.7,3.7
254,2016-09-11,23.4,26.8,20.6,3.3
255,2016-09-12,22.3,24.2,20.2,6.2
256,2016-09-13,22.1,24.3,20.6,4.4
257,2016-09-14,22.7,25.7,20.9,2.6
258,2016-09-15,22.3,24.9,20.3,2.9
259,2016-09-16,22.7,25.9,19.7,2.6
260,2016-09-17,23.3,26.6,21.6,3.8
261,2016-09-18,23.5,25.9,21.6,4.9
262,2016-09-19,20.4,22.2,18.4,8.1
263,2016-09-20,19.7,21.0,18.6,12.4
264,2016-09-21,19.7,21.2,18.4,3.0
265,2016-09-22,19.7,21.0,18.9,1.7
266,2016-09-23,20.1,23.2,17.2,2.5
267,2016-09-24,20.4,24.4,16.8,3.2
268,2016-09-25,22.5,26.8,19.0,2.4
269,2016-09-26,24.1,27.5,21.5,3.0
270,2016-09-27,26.0,31.6,23.0,3.5
271,2016-09-28,23.3,26.1,22.3,2.8
272,2016-09-29,20.1,22.8,17.4,6.0
273,2016-09-30,18.4,21.3,15.3,3.1
274,2016-10-01,20.6,23.8,17.9,2.4
275,2016-10-02,23.0,26.9,20.5,3.1
276,2016-10-03,26.9,29.8,23.1,4.6
277,2016-10-04,22.4,24.5,19.6,4.9
278,2016-10-05,23.6,30.4,17.9,6.8
279,2016-10-06,21.3,23.9,19.3,6.1
280,2016-10-07,20.4,23.9,16.2,6.1
281,2016-10-08,24.1,28.1,21.3,4.1
282,2016-10-09,19.2,22.3,17.2,7.6
283,2016-10-10,17.5,20.0,15.7,7.1
284,2016-10-11,15.8,19.8,12.5,2.9
285,2016-10-12,16.3,21.6,12.1,6.2
286,2016-10-13,15.0,19.8,11.7,3.3
287,2016-10-14,15.0,21.0,10.5,4.0
288,2016-10-15,15.9,21.7,10.3,5.0
289,2016-10-16,18.6,24.7,12.7,4.0
290,2016-10-17,20.6,26.5,16.9,2.8
291,2016-10-18,20.1,23.0,17.2,3.7
292,2016-10-19,19.4,24.0,15.5,3.1
293,2016-10-20,19.5,23.1,17.3,5.4
294,2016-10-21,16.3,19.5,11.7,6.4
295,2016-10-22,14.8,19.0,10.6,2.9
296,2016-10-23,17.5,19.6,15.1,9.1
297,2016-10-24,15.8,18.8,11.0,7.9
298,2016-10-25,18.9,22.4,7.9,6.0
299,2016-10-26,19.1,21.9,17.9,3.8
300,2016-10-27,16.7,19.8,12.6,7.2
301,2016-10-28,13.8,17.3,12.2,2.7
302,2016-10-29,15.4,18.6,12.3,11.1
303,2016-10-30,12.8,18.5,8.2,3.5
304,2016-10-31,13.8,18.2,9.7,3.3
305,2016-11-01,13.1,16.3,9.3,8.4
306,2016-11-02,12.4,17.1,7.8,3.9
307,2016-11-03,12.9,16.8,8.8,5.8
308,2016-11-04,13.1,18.9,9.5,4.6
309,2016-11-05,14.4,20.6,8.8,4.4
310,2016-11-06,13.0,16.1,7.4,9.6
311,2016-11-07,12.3,16.3,7.7,4.0
312,2016-11-08,12.6,18.3,9.9,6.1
313,2016-11-09,9.8,11.3,7.4,10.4
314,2016-11-10,9.7,13.3,6.8,3.6
315,2016-11-11,13.0,18.6,8.0,4.9
316,2016-11-12,12.5,18.1,8.2,3.9
317,2016-11-13,14.1,19.3,8.9,2.9
318,2016-11-14,15.7,21.1,12.2,3.4
319,2016-11-15,14.7,18.6,11.9,6.8
320,2016-11-16,11.6,14.2,8.0,5.1
321,2016-11-17,10.9,15.5,5.5,5.3
322,2016-11-18,12.5,20.1,5.3,3.9
323,2016-11-19,17.4,21.6,14.6,4.4
324,2016-11-20,15.8,19.0,13.2,5.1
325,2016-11-21,13.9,17.0,10.5,2.3
326,2016-11-22,14.9,18.0,10.2,4.9
327,2016-11-23,7.7,10.9,5.7,8.6
328,2016-11-24,7.5,11.1,5.0,5.1
329,2016-11-25,7.9,10.8,4.5,3.5
330,2016-11-26,9.6,15.3,4.1,3.5
331,2016-11-27,10.5,12.6,9.5,3.3
332,2016-11-28,10.8,12.7,7.8,7.2
333,2016-11-29,9.4,12.1,7.2,6.2
334,2016-11-30,10.3,13.5,7.5,4.9
335,2016-12-01,13.9,15.8,11.2,7.3
336,2016-12-02,10.0,13.3,6.6,4.6
337,2016-12-03,10.4,16.4,5.9,4.1
338,2016-12-04,12.5,18.2,8.3,4.4
339,2016-12-05,11.9,16.9,8.6,4.3
340,2016-12-06,9.6,14.3,6.2,7.8
341,2016-12-07,8.6,13.3,4.5,4.4
342,2016-12-08,8.7,12.8,6.1,3.7
343,2016-12-09,11.4,15.6,8.8,7.7
344,2016-12-10,7.0,10.6,4.8,6.6
345,2016-12-11,5.5,8.0,4.4,3.3
346,2016-12-12,7.0,11.7,1.7,3.7
347,2016-12-13,9.9,12.0,7.5,3.7
348,2016-12-14,7.1,12.0,5.2,12.7
349,2016-12-15,4.6,7.1,1.1,4.5
350,2016-12-16,4.1,6.9,1.6,9.2
351,2016-12-17,6.3,9.0,2.5,4.4
352,2016-12-18,8.5,14.6,4.7,4.9
353,2016-12-19,10.7,17.1,6.2,4.7
354,2016-12-20,11.1,15.1,8.3,3.7
355,2016-12-21,12.3,17.8,5.2,5.2
356,2016-12-22,16.9,21.0,12.4,9.4
357,2016-12-23,8.2,12.4,4.2,7.1
358,2016-12-24,5.7,7.9,3.9,3.5
359,2016-12-25,6.5,10.6,4.1,4.0
360,2016-12-26,9.8,13.9,4.3,4.4
361,2016-12-27,8.5,14.4,3.7,11.1
362,2016-12-28,4.3,5.7,2.4,8.0
363,2016-12-29,4.3,7.5,1.7,5.8
364,2016-12-30,5.1,6.7,2.8,5.8
365,2016-12-31,6.3,11.7,1.9,5.1
366,2017-01-01,7.2,13.0,3.6,4.8
367,2017-01-02,8.4,14.6,3.1,4.9
368,2017-01-03,9.5,12.9,5.3,5.4
369,2017-01-04,8.8,13.4,4.2,7.6
370,2017-01-05,7.3,8.7,6.4,9.2
371,2017-01-06,6.3,8.6,1.2,5.9
372,2017-01-07,4.8,10.2,0.1,4.1
373,2017-01-08,5.9,8.5,3.5,2.6
374,2017-01-09,8.1,10.5,5.2,6.7
375,2017-01-10,8.3,12.4,5.3,7.5
376,2017-01-11,4.5,7.8,1.2,6.4
377,2017-01-12,5.0,7.3,1.9,6.2
378,2017-01-13,3.2,7.2,0.2,8.2
379,2017-01-14,1.4,4.7,-0.8,15.4
380,2017-01-15,3.0,5.3,0.0,13.4
381,2017-01-16,4.6,6.9,1.8,12.7
382,2017-01-17,5.0,7.7,1.7,6.6
383,2017-01-18,4.7,10.2,0.7,4.2
384,2017-01-19,4.2,8.3,0.5,3.5
385,2017-01-20,4.8,8.0,1.0,9.3
386,2017-01-21,4.6,7.2,2.1,7.4
387,2017-01-22,2.7,5.7,-0.1,6.2
388,2017-01-23,1.2,3.4,-0.6,9.3
389,2017-01-24,1.9,3.9,-0.3,8.3
390,2017-01-25,1.7,4.6,-0.3,4.0
391,2017-01-26,3.4,8.0,-0.4,4.2
392,2017-01-27,5.3,8.3,1.4,4.9
393,2017-01-28,3.1,8.0,-0.6,4.0
394,2017-01-29,4.5,7.7,1.1,3.9
395,2017-01-30,7.0,10.9,3.4,9.6
396,2017-01-31,3.3,6.3,0.2,5.8
397,2017-02-01,4.2,9.6,-0.5,8.4
398,2017-02-02,6.0,8.8,2.6,8.6
399,2017-02-03,8.1,12.2,3.3,6.9
400,2017-02-04,6.3,11.8,1.4,3.4
401,2017-02-05,7.9,10.4,5.4,4.3
402,2017-02-06,4.7,7.2,1.9,10.4
403,2017-02-07,4.5,6.1,2.4,9.7
404,2017-02-08,4.3,6.9,1.7,3.8
405,2017-02-09,4.6,8.5,1.7,5.7
406,2017-02-10,0.5,4.4,-1.4,8.1
407,2017-02-11,0.6,3.3,-1.2,7.1
408,2017-02-12,1.1,4.3,-0.4,4.1
409,2017-02-13,1.4,3.4,0.3,3.5
410,2017-02-14,3.1,5.7,0.5,6.0
411,2017-02-15,3.2,8.8,0.8,3.8
412,2017-02-16,7.2,13.0,1.6,4.6
413,2017-02-17,9.6,15.3,3.8,6.7
414,2017-02-18,4.7,9.2,1.5,6.0
415,2017-02-19,4.9,9.6,1.2,4.3
416,2017-02-20,8.7,15.2,3.9,10.8
417,2017-02-21,4.0,6.1,1.4,9.0
418,2017-02-22,6.0,12.2,-0.9,6.5
419,2017-02-23,9.3,13.5,3.6,8.7
420,2017-02-24,5.0,7.1,2.8,5.3
421,2017-02-25,5.1,9.4,2.1,4.8
422,2017-02-26,5.3,10.8,0.8,5.6
423,2017-02-27,5.2,8.2,1.4,6.0
424,2017-02-28,3.7,8.7,0.7,3.4
425,2017-03-01,5.9,11.4,-0.4,4.2
426,2017-03-02,8.4,14.2,3.5,6.2
427,2017-03-03,6.7,9.3,2.4,6.4
428,2017-03-04,7.2,13.9,1.5,3.9
429,2017-03-05,7.8,13.4,2.6,3.6
430,2017-03-06,7.4,13.2,4.4,6.6
431,2017-03-07,2.2,7.5,0.5,6.9
432,2017-03-08,3.3,7.9,-0.6,6.4
433,2017-03-09,5.0,10.2,0.4,5.3
434,2017-03-10,7.3,11.7,4.2,7.6
435,2017-03-11,5.5,10.9,1.3,4.2
436,2017-03-12,6.2,11.4,0.8,4.3
437,2017-03-13,9.8,15.8,5.5,5.6
438,2017-03-14,8.2,11.2,5.4,8.5
439,2017-03-15,6.7,9.2,3.7,13.0
440,2017-03-16,6.9,10.5,3.3,4.6
441,2017-03-17,5.9,11.4,0.8,3.6
442,2017-03-18,6.6,11.7,1.8,3.4
443,2017-03-19,9.3,15.4,2.9,4.4
444,2017-03-20,9.8,14.8,3.5,4.5
445,2017-03-21,8.3,10.1,6.9,6.9
446,2017-03-22,8.6,12.0,4.9,5.8
447,2017-03-23,8.5,13.3,3.8,5.0
448,2017-03-24,7.3,9.9,2.8,6.0
449,2017-03-25,6.0,10.5,2.8,4.5
450,2017-03-26,6.8,12.1,0.8,5.0
451,2017-03-27,8.0,11.5,5.3,3.8
452,2017-03-28,8.2,13.4,4.4,4.9
453,2017-03-29,9.3,14.2,4.6,3.3
454,2017-03-30,11.5,15.9,7.2,3.8
455,2017-03-31,7.1,10.3,5.8,2.6
456,2017-04-01,7.7,11.6,3.7,5.4
457,2017-04-02,6.7,11.6,1.1,5.9
458,2017-04-03,10.5,17.0,1.8,6.7
459,2017-04-04,11.1,15.7,4.4,3.8
460,2017-04-05,16.7,21.4,11.1,5.2
461,2017-04-06,16.8,19.7,15.4,7.0
462,2017-04-07,15.9,18.2,13.8,2.8
463,2017-04-08,14.3,19.3,12.5,2.3
464,2017-04-09,11.9,13.8,8.6,6.1
465,2017-04-10,11.4,16.2,4.9,5.6
466,2017-04-11,12.9,15.4,11.8,5.2
467,2017-04-12,10.4,12.9,6.0,6.7
468,2017-04-13,10.7,15.7,4.5,4.4
469,2017-04-14,15.2,21.7,8.2,3.3
470,2017-04-15,17.0,22.0,13.4,4.1
471,2017-04-16,16.9,24.0,12.7,3.6
472,2017-04-17,19.2,21.7,14.9,6.4
473,2017-04-18,14.8,18.6,12.7,6.6
474,2017-04-19,14.2,18.7,8.6,8.0
475,2017-04-20,13.5,19.5,6.4,4.3
476,2017-04-21,14.8,18.3,11.9,3.0
477,2017-04-22,11.9,14.4,7.3,4.6
478,2017-04-23,10.5,15.3,4.9,5.0
479,2017-04-24,16.8,25.0,6.0,5.3
480,2017-04-25,18.4,24.3,15.3,7.4
481,2017-04-26,14.2,17.6,12.3,3.0
482,2017-04-27,13.4,16.6,9.5,3.9
483,2017-04-28,14.6,19.7,6.7,3.5
484,2017-04-29,16.3,20.2,12.3,5.5
485,2017-04-30,20.2,28.9,12.5,5.1
486,2017-05-01,15.6,19.2,9.9,3.7
487,2017-05-02,12.9,17.6,6.6,5.7
488,2017-05-03,19.8,25.4,11.2,7.0
489,2017-05-04,21.4,26.8,15.8,6.9
490,2017-05-05,20.5,25.9,18.1,3.7
491,2017-05-06,17.4,22.0,13.9,3.2
492,2017-05-07,18.7,21.9,14.1,4.6
493,2017-05-08,17.7,22.1,11.9,3.8
494,2017-05-09,17.2,21.4,14.5,5.2
495,2017-05-10,18.3,23.3,15.9,4.4
496,2017-05-11,17.9,22.8,13.7,2.5
497,2017-05-12,20.5,25.1,15.2,3.3
498,2017-05-13,16.7,19.2,13.9,3.4
499,2017-05-14,17.9,21.5,12.9,2.7
500,2017-05-15,16.8,21.1,12.3,4.8
501,2017-05-16,15.5,19.7,10.8,4.8
502,2017-05-17,15.2,17.4,11.6,2.9
503,2017-05-18,15.0,20.3,9.3,3.9
504,2017-05-19,19.1,26.7,10.9,3.5
505,2017-05-20,21.3,28.2,16.6,3.2
506,2017-05-21,20.4,27.6,15.7,3.0
507,2017-05-22,19.7,24.2,15.6,2.6
508,2017-05-23,20.0,23.8,15.0,2.5
509,2017-05-24,20.0,23.8,18.4,2.2
510,2017-05-25,20.2,23.9,17.2,2.9
511,2017-05-26,17.5,21.1,12.3,6.4
512,2017-05-27,16.6,20.8,12.2,5.2
513,2017-05-28,17.7,22.4,12.2,3.5
514,2017-05-29,21.4,26.7,16.6,3.1
515,2017-05-30,21.9,27.5,17.2,2.4
516,2017-05-31,22.0,26.0,17.6,2.5
