,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
50,2016-02-20,7.6,9.1,6.4,24.5,0.0,,,1.9,8.4,1016.2,79,1018.4,10.0
51,2016-02-21,7.9,10.9,4.5,0.0,7.3,,,4.9,5.6,1019.2,52,1021.4,7.0
52,2016-02-22,7.0,10.8,2.7,,1.1,,,2.2,4.9,1027.3,49,1029.5,10.0
53,2016-02-23,9.1,14.8,4.6,0.0,8.8,,,2.9,6.2,1021.3,56,1023.5,6.0
54,2016-02-24,5.9,9.2,2.0,0.0,10.2,,,5.4,3.6,1022.5,39,1024.7,1.3
55,2016-02-25,4.5,10.3,-0.4,0.0,10.4,,,3.5,3.8,1026.0,48,1028.2,4.0
56,2016-02-26,3.8,9.4,0.1,0.0,6.3,,,2.7,5.4,1026.3,69,1028.5,4.7
57,2016-02-27,5.7,11.1,0.0,0.0,6.2,,,1.7,5.7,1025.1,65,1027.3,9.7
58,2016-02-28,9.2,15.4,2.7,,10.1,,,1.8,5.8,1022.8,54,1024.9,1.3
59,2016-02-29,7.1,11.2,0.7,3.5,1.4,0.0,,3.7,6.6,1011.3,65,1013.5,8.0
60,2016-03-01,2.3,5.7,-0.8,0.5,7.8,1.0,1.0,3.8,4.1,1019.4,58,1021.6,7.0
61,2016-03-02,4.8,9.6,1.0,0.0,6.0,,,2.5,5.1,1022.7,60,1024.9,3.7
62,2016-03-03,7.1,14.1,0.2,,6.4,,,2.1,6.0,1024.2,61,1026.4,4.0
63,2016-03-04,10.4,18.7,2.7,,10.4,,,1.6,6.8,1027.3,56,1029.4,1.3
64,2016-03-05,12.7,17.6,9.1,0.0,2.4,,,1.6,8.8,1028.3,60,1030.5,10.0
65,2016-03-06,15.5,19.6,11.7,0.0,1.3,,,2.4,12.4,1022.6,70,1024.7,10.0
66,2016-03-07,16.5,20.0,14.2,0.0,0.6,,,1.5,14.8,1014.9,80,1017.0,10.0
67,2016-03-08,15.4,22.0,10.5,,6.6,,,3.3,11.3,1013.8,66,1015.9,6.3
68,2016-03-09,10.4,13.7,6.2,23.5,0.0,,,3.4,9.6,1012.0,77,1014.1,9.7
69,2016-03-10,7.6,11.5,4.6,0.0,1.1,,,3.6,5.6,1014.8,55,1016.9,10.0
70,2016-03-11,7.7,13.5,3.9,,11.1,,,3.9,4.3,1016.1,43,1018.3,1.3
71,2016-03-12,6.7,13.0,0.6,,11.5,,,3.0,4.3,1020.1,46,1022.3,0.3
72,2016-03-13,7.8,13.4,2.1,1.5,4.0,,,1.7,5.3,1021.5,52,1023.6,10.0
73,2016-03-14,6.8,8.6,5.2,17.5,0.2,,,2.9,7.6,1012.1,77,1014.2,6.7
74,2016-03-15,8.0,13.1,3.1,,11.4,,,4.8,4.6,1015.9,45,1018.0,1.0
75,2016-03-16,8.0,13.6,1.2,,3.7,,,1.5,5.8,1021.8,55,1023.9,10.0
76,2016-03-17,12.8,22.3,4.0,,11.4,,,2.0,6.6,1020.2,49,1022.4,2.0
77,2016-03-18,13.5,19.2,7.2,12.5,5.2,,,2.7,10.4,1017.2,67,1019.3,10.0
78,2016-03-19,15.9,22.5,12.6,51.5,5.0,,,4.7,12.6,1006.3,71,1008.3,7.3
79,2016-03-20,11.5,15.5,8.7,,11.2,,,6.8,6.0,1012.0,44,1014.1,1.3
80,2016-03-21,9.5,15.5,5.5,,11.7,,,5.5,4.5,1016.3,39,1018.5,0.0
81,2016-03-22,10.3,18.3,2.4,,10.5,,,2.2,4.9,1015.4,42,1017.6,0.3
82,2016-03-23,12.1,19.0,6.4,,8.0,,,3.0,6.7,1012.5,49,1014.6,10.0
83,2016-03-24,9.4,13.7,5.2,,10.9,,,5.6,4.4,1014.7,38,1016.8,1.3
84,2016-03-25,7.4,12.6,3.3,,11.6,,,5.0,4.2,1018.0,43,1020.2,4.3
85,2016-03-26,8.4,15.5,3.0,,11.8,,,3.4,4.6,1017.9,44,1020.0,0.7
86,2016-03-27,10.3,17.5,2.9,,11.2,,,2.2,5.7,1016.7,49,1018.8,5.3
87,2016-03-28,11.7,17.7,7.6,0.0,9.4,,,3.1,7.0,1017.0,53,1019.1,2.0
88,2016-03-29,12.5,19.1,4.9,,8.2,,,2.0,6.5,1021.3,48,1023.4,6.7
89,2016-03-30,14.9,21.0,8.4,0.0,9.8,,,2.4,7.7,1018.3,47,1020.4,7.0
90,2016-03-31,15.4,22.6,7.7,,8.9,,,2.3,6.6,1016.6,41,1018.7,9.0
91,2016-04-01,13.7,16.0,12.0,0.0,0.0,,,1.5,10.0,1015.7,64,1017.8,10.0
92,2016-04-02,15.7,21.5,11.2,0.0,2.1,,,2.6,12.7,1020.7,73,1022.8,10.0
93,2016-04-03,16.9,19.3,14.4,4.0,0.0,,,2.8,13.1,1020.1,69,1022.2,10.0
94,2016-04-04,15.2,19.9,11.6,40.0,0.7,,,2.9,14.6,1006.5,84,1008.5,8.3
95,2016-04-05,13.8,19.1,9.8,,7.4,,,3.2,8.2,1011.6,54,1013.7,4.7
96,2016-04-06,15.1,22.3,7.5,,5.6,,,1.8,7.6,1017.2,48,1019.2,9.7
97,2016-04-07,12.1,15.3,10.2,52.5,0.0,,,1.8,12.4,1009.5,88,1011.6,10.0
98,2016-04-08,15.2,19.2,9.9,,3.6,,,4.4,10.5,1009.8,63,1011.8,6.7
99,2016-04-09,16.4,24.7,8.7,,8.1,,,2.1,8.9,1013.0,50,1015.0,10.0
100,2016-04-10,16.5,22.2,11.1,,0.5,,,2.4,10.3,1008.8,56,1010.8,10.0
101,2016-04-11,12.1,15.6,6.8,,11.5,,,5.3,5.8,1013.7,41,1015.8,3.3
102,2016-04-12,11.0,16.9,3.9,,5.8,,,2.6,6.9,1020.4,51,1022.5,8.3
103,2016-04-13,12.8,14.7,11.0,20.0,0.0,,,2.1,13.2,1013.4,89,1015.5,10.0
104,2016-04-14,18.3,26.7,12.7,5.0,8.8,,,4.1,13.4,1004.0,67,1006.0,4.7
105,2016-04-15,15.8,21.4,10.2,,12.0,,,6.1,5.6,1014.4,34,1016.5,0.0
106,2016-04-16,16.0,22.9,7.5,,11.7,,,3.1,8.4,1018.8,47,1020.9,8.7
107,2016-04-17,19.9,27.6,16.2,11.5,5.0,,,5.7,14.3,1006.7,62,1008.7,5.3
108,2016-04-18,16.0,19.2,12.2,0.0,2.4,,,3.6,8.2,1010.5,46,1012.6,9.7
109,2016-04-19,14.5,20.5,8.4,,12.1,,,4.7,6.5,1018.1,40,1020.1,0.7
110,2016-04-20,14.7,20.9,7.1,,9.7,,,2.6,9.3,1022.7,56,1024.8,7.3
111,2016-04-21,15.4,18.4,13.3,86.5,0.0,,,2.5,14.1,1012.5,81,1014.6,10.0
112,2016-04-22,17.8,23.6,13.5,2.5,10.5,,,4.1,13.8,1004.7,71,1006.8,4.0
113,2016-04-23,18.1,24.3,12.5,0.5,3.9,,,1.9,14.8,1009.6,72,1011.6,10.0
114,2016-04-24,17.7,24.4,14.0,0.0,5.7,,,3.3,12.2,1010.4,62,1012.5,10.0
115,2016-04-25,18.5,22.4,15.2,,1.7,,,2.0,13.9,1016.5,67,1018.5,9.7
116,2016-04-26,19.7,26.1,13.4,,12.0,,,2.4,13.8,1014.8,63,1016.9,4.3
117,2016-04-27,18.0,20.9,14.8,4.0,0.0,,,1.6,15.9,1009.8,77,1011.9,10.0
118,2016-04-28,15.0,16.8,13.6,29.5,0.0,,,2.4,15.0,997.6,88,999.6,10.0
119,2016-04-29,13.8,17.7,9.9,,10.9,,,6.6,7.0,1004.5,45,1006.6,3.3
120,2016-04-30,15.8,23.1,7.4,,11.3,,,2.6,8.1,1012.1,48,1014.2,6.3
121,2016-05-01,18.4,26.4,11.4,,7.8,,,2.3,10.1,1013.9,51,1015.9,5.0
122,2016-05-02,20.0,28.8,13.2,,11.2,,,2.3,12.6,1017.3,56,1019.4,7.3
123,2016-05-03,19.9,24.4,16.9,11.5,2.6,,,5.4,16.0,1013.1,70,1015.2,10.0
124,2016-05-04,21.2,25.9,17.6,23.0,11.0,,,4.6,11.2,1004.5,46,1006.5,1.3
125,2016-05-05,19.4,24.1,13.6,,12.3,,,4.1,8.2,1012.1,38,1014.2,3.7
126,2016-05-06,15.4,19.4,13.6,16.0,0.0,,,1.7,11.0,1015.1,64,1017.2,10.0
127,2016-05-07,17.0,22.9,13.1,3.5,3.1,,,2.8,13.6,1010.1,71,1012.2,8.0
128,2016-05-08,20.0,26.5,13.1,,12.6,,,3.4,10.4,1014.8,46,1016.9,10.0
129,2016-05-09,17.2,19.5,14.9,19.5,0.0,,,1.7,15.7,1013.7,81,1015.8,10.0
130,2016-05-10,17.2,19.8,15.4,19.5,0.0,,,1.1,18.6,1005.9,95,1007.9,10.0
131,2016-05-11,18.2,20.9,15.1,11.0,0.2,,,3.6,16.6,1001.5,79,1003.5,8.0
132,2016-05-12,20.5,27.8,12.6,,13.5,,,3.1,11.9,1012.5,52,1014.5,0.0
133,2016-05-13,20.8,27.5,14.5,,9.1,,,2.0,14.4,1017.1,61,1019.2,7.3
134,2016-05-14,21.7,28.4,15.6,,12.1,,,3.1,14.9,1019.8,59,1021.9,6.7
135,2016-05-15,20.4,24.6,18.2,0.0,5.9,,,3.4,15.2,1018.5,64,1020.5,5.3
136,2016-05-16,19.1,21.0,17.6,19.5,0.0,,,3.6,16.7,1011.6,76,1013.6,10.0
137,2016-05-17,18.0,24.6,12.9,21.5,8.0,,,4.6,13.2,1009.5,67,1011.6,7.0
138,2016-05-18,20.2,28.9,11.7,,13.2,,,2.5,10.6,1015.5,48,1017.5,0.3
139,2016-05-19,21.0,28.1,14.8,,11.3,,,2.7,12.6,1017.5,53,1019.5,10.0
140,2016-05-20,20.5,26.0,17.0,,6.4,,,2.5,14.6,1016.8,61,1018.9,4.7
141,2016-05-21,21.8,30.0,15.0,,12.9,,,2.5,14.7,1014.1,59,1016.1,0.0
142,2016-05-22,23.7,30.6,17.3,,12.9,,,2.1,14.5,1014.4,52,1016.4,0.7
143,2016-05-23,25.2,33.3,17.6,,12.0,,,2.3,12.6,1012.4,43,1014.4,4.7
144,2016-05-24,24.7,30.8,18.8,,9.3,,,3.0,13.7,1011.4,46,1013.4,9.7
145,2016-05-25,23.2,25.8,21.0,0.0,0.0,,,3.0,17.9,1012.4,63,1014.4,10.0
146,2016-05-26,23.2,27.5,19.7,0.5,0.3,,,2.4,20.9,1010.0,75,1012.0,10.0
147,2016-05-27,23.6,29.3,20.5,2.5,6.6,,,4.0,18.1,1006.0,65,1008.0,7.3
148,2016-05-28,22.1,24.8,19.2,0.0,0.4,,,1.8,19.1,1006.8,72,1008.8,7.0
149,2016-05-29,21.5,28.3,17.1,18.0,6.7,,,2.7,18.1,1005.5,72,1007.5,8.7
150,2016-05-30,20.1,23.9,16.8,20.0,0.0,,,2.7,19.4,1002.8,83,1004.8,10.0
151,2016-05-31,24.3,30.4,19.0,,10.3,,,2.9,16.5,1003.3,57,1005.3,8.0
152,2016-06-01,21.2,25.8,17.3,,10.7,,,5.7,10.5,1001.8,43,1003.8,6.3
153,2016-06-02,20.7,26.6,16.1,,13.9,,,5.5,9.2,1004.2,39,1006.2,0.0
154,2016-06-03,20.7,27.3,13.3,,13.6,,,2.6,10.5,1010.9,44,1012.9,2.7
155,2016-06-04,21.5,25.4,18.2,0.5,1.8,,,2.7,15.5,1011.9,61,1013.9,10.0
156,2016-06-05,20.1,24.7,16.2,6.0,4.4,,,1.6,16.9,1009.9,73,1011.9,4.7
157,2016-06-06,21.9,27.1,16.9,,10.5,,,2.6,16.8,1012.9,65,1014.9,8.3
158,2016-06-07,20.6,23.7,18.0,7.5,0.0,,,1.7,19.1,1012.7,79,1014.7,10.0
159,2016-06-08,22.6,27.9,18.1,,10.1,,,2.5,18.4,1011.0,69,1013.0,9.0
160,2016-06-09,23.2,27.5,21.1,1.0,1.9,,,1.8,21.3,1008.6,75,1010.6,9.3
161,2016-06-10,24.8,32.1,19.2,,12.9,,,3.0,18.7,1010.9,62,1012.9,4.0
162,2016-06-11,24.7,29.9,20.6,,10.4,,,2.5,18.7,1013.5,62,1015.5,9.3
163,2016-06-12,23.2,25.9,21.0,8.5,0.0,,,1.8,21.5,1008.9,76,1010.9,10.0
164,2016-06-13,21.9,24.4,19.5,28.0,0.1,,,2.7,22.7,996.9,87,998.9,10.0
165,2016-06-14,24.9,30.0,20.6,0.0,8.2,,,3.2,20.5,1000.9,66,1002.9,7.3
166,2016-06-15,24.4,29.0,21.6,5.5,2.2,,,3.2,21.5,1006.7,71,1008.7,10.0
167,2016-06-16,21.4,23.9,19.8,21.5,0.0,,,1.9,22.6,1002.5,89,1004.5,10.0
168,2016-06-17,24.3,29.5,20.3,0.0,3.2,,,2.9,20.3,1004.4,70,1006.4,8.3
169,2016-06-18,26.4,33.5,19.2,,13.3,,,2.5,17.1,1011.4,53,1013.4,5.0
170,2016-06-19,22.5,25.7,19.5,8.0,0.1,,,1.6,20.8,1011.2,77,1013.2,10.0
171,2016-06-20,25.6,31.5,20.0,0.0,6.7,,,2.2,21.7,1006.4,69,1008.4,9.3
172,2016-06-21,25.5,32.0,20.8,26.5,7.0,,,2.9,22.3,1004.7,70,1006.7,6.7
173,2016-06-22,25.0,28.8,22.2,20.5,1.0,,,2.8,24.0,1005.9,77,1007.9,10.0
174,2016-06-23,25.3,31.8,21.7,36.0,6.8,,,3.7,22.7,1001.2,73,1003.2,3.7
175,2016-06-24,22.3,26.5,19.4,28.0,0.2,,,1.8,21.1,1003.8,79,1005.8,10.0
176,2016-06-25,22.8,25.8,20.3,19.0,0.0,,,2.1,22.6,1001.1,82,1003.1,10.0
177,2016-06-26,23.6,28.5,18.7,,9.2,,,2.8,17.8,1006.7,63,1008.7,6.3
178,2016-06-27,24.2,31.4,18.9,3.0,8.1,,,2.7,16.7,1011.2,57,1013.2,6.7
179,2016-06-28,20.8,25.3,17.4,21.0,0.4,,,1.6,20.6,1009.3,84,1011.4,10.0
180,2016-06-29,22.8,26.8,21.0,27.5,1.0,,,1.7,24.0,1011.8,87,1013.8,10.0
181,2016-06-30,24.5,27.7,21.6,3.0,0.6,,,1.3,26.4,1010.8,87,1012.8,10.0
182,2016-07-01,27.9,33.4,21.9,,11.2,,,2.1,25.3,1010.6,69,1012.6,5.7
183,2016-07-02,28.9,33.3,25.1,,4.8,,,1.8,26.5,1009.4,67,1011.4,9.3
184,2016-07-03,27.2,31.8,24.5,33.5,2.2,,,1.7,28.4,1008.6,80,1010.6,9.0
185,2016-07-04,27.7,34.3,23.8,1.0,6.8,,,2.0,27.2,1011.0,75,1013.0,9.0
186,2016-07-05,27.8,35.7,22.8,1.0,8.6,,,2.9,26.1,1014.7,72,1016.7,7.7
187,2016-07-06,25.7,30.0,22.2,1.0,3.4,,,1.9,26.1,1015.7,80,1017.7,9.0
188,2016-07-07,29.5,34.3,24.8,2.0,9.6,,,3.0,25.5,1012.3,64,1014.3,4.3
189,2016-07-08,26.8,29.2,24.6,0.5,0.0,,,1.9,25.8,1011.6,73,1013.6,10.0
190,2016-07-09,22.4,25.1,20.7,62.0,0.0,,,1.8,25.5,1006.3,94,1008.3,10.0
191,2016-07-10,27.2,32.8,21.2,,10.1,,,2.1,24.9,1002.8,72,1004.8,8.7
192,2016-07-11,29.1,35.1,22.6,,12.9,,,2.8,20.1,1003.0,53,1005.0,7.3
193,2016-07-12,27.9,31.4,24.2,0.0,0.4,,,1.6,24.4,1003.7,65,1005.7,10.0
194,2016-07-13,26.4,29.2,23.9,40.0,0.3,,,1.4,29.3,1000.0,85,1002.0,10.0
195,2016-07-14,28.2,33.9,24.0,0.5,8.8,,,2.7,25.3,995.9,69,997.8,4.3
196,2016-07-15,25.1,28.8,23.1,0.0,3.3,,,2.8,22.2,997.9,70,999.9,8.3
197,2016-07-16,25.9,30.0,22.1,0.0,1.3,,,2.2,23.6,1004.7,71,1006.7,10.0
198,2016-07-17,26.1,28.0,24.3,1.5,0.0,,,1.8,27.2,1005.6,80,1007.6,10.0
199,2016-07-18,28.2,33.3,22.6,,13.5,,,4.1,22.6,1005.7,61,1007.7,0.7
200,2016-07-19,28.4,34.4,23.1,,13.8,,,3.6,21.1,1007.3,55,1009.2,0.3
201,2016-07-20,27.9,33.9,23.2,,13.6,,,3.2,21.2,1008.8,58,1010.7,4.3
202,2016-07-21,27.9,33.9,23.4,0.0,10.2,,,2.7,22.3,1009.0,61,1011.0,8.0
203,2016-07-22,26.6,32.2,24.1,0.0,8.0,,,3.9,24.0,1009.3,70,1011.3,7.0
204,2016-07-23,25.7,29.9,23.7,,3.3,,,3.0,22.3,1011.5,68,1013.5,9.3
205,2016-07-24,26.0,30.0,23.5,0.0,3.0,,,2.4,22.4,1012.7,67,1014.7,10.0
206,2016-07-25,26.6,30.9,24.1,0.0,1.2,,,2.5,21.8,1012.1,63,1014.1,9.7
207,2016-07-26,22.5,25.4,20.6,41.0,0.0,,,1.9,24.3,1009.6,89,1011.6,10.0
208,2016-07-27,25.5,30.0,22.1,,2.8,,,1.7,26.6,1008.1,82,1010.1,8.0
209,2016-07-28,27.0,30.2,25.1,0.0,2.5,,,2.2,26.8,1010.2,75,1012.2,9.7
210,2016-07-29,28.2,33.3,24.0,,8.2,,,2.2,24.9,1011.5,67,1013.5,8.3
211,2016-07-30,28.6,33.4,25.4,,7.3,,,2.4,23.6,1011.2,62,1013.2,10.0
212,2016-07-31,28.4,35.8,25.1,0.5,10.7,,,2.3,24.4,1008.9,65,1010.9,2.0
213,2016-08-01,28.1,35.4,24.1,0.5,9.7,,,2.6,26.1,1006.6,70,1008.6,3.7
214,2016-08-02,27.5,35.3,23.8,52.0,8.7,,,2.3,26.4,1005.8,74,1007.8,8.3
215,2016-08-03,28.5,34.4,24.2,0.0,8.4,,,2.4,27.0,1006.4,71,1008.4,9.3
216,2016-08-04,29.4,35.4,25.1,3.0,8.3,,,2.3,27.5,1007.4,69,1009.3,6.0
217,2016-08-05,30.3,36.1,25.9,,11.9,,,2.5,27.1,1008.3,65,1010.3,5.0
218,2016-08-06,30.7,36.2,26.6,0.0,11.7,,,2.8,27.3,1007.2,63,1009.2,3.3
219,2016-08-07,30.6,35.6,27.5,,10.3,,,2.8,27.1,1006.6,63,1008.5,5.3
220,2016-08-08,31.8,38.5,26.2,,12.7,,,4.1,24.2,1001.5,54,1003.4,0.0
221,2016-08-09,30.9,36.6,26.2,,12.6,,,5.2,21.6,1002.2,49,1004.1,1.0
222,2016-08-10,28.6,34.7,23.8,,11.5,,,3.4,20.5,1005.8,54,1007.7,5.7
223,2016-08-11,28.6,35.7,23.3,,11.7,,,2.6,22.4,1006.8,59,1008.8,8.7
224,2016-08-12,28.8,33.2,26.1,0.0,5.1,,,2.9,26.2,1007.1,67,1009.1,7.7
225,2016-08-13,29.1,34.2,26.1,,6.5,,,2.4,25.1,1005.6,63,1007.6,7.7
226,2016-08-14,28.9,33.8,26.7,0.0,3.4,,,2.9,27.8,1002.6,70,1004.6,9.7
227,2016-08-15,27.8,31.4,24.3,7.5,2.1,,,1.8,27.8,1000.6,75,1002.6,9.3
228,2016-08-16,29.7,34.4,25.9,0.0,7.9,,,2.2,25.4,999.1,62,1001.0,8.0
229,2016-08-17,30.4,35.7,26.6,0.0,7.7,,,3.1,27.7,998.2,64,1000.1,7.0
230,2016-08-18,29.4,33.5,26.4,0.0,2.2,,,2.0,29.5,1003.4,72,1005.4,9.7
231,2016-08-19,30.2,36.5,25.8,15.0,8.6,,,2.4,29.3,1004.1,71,1006.1,7.0
232,2016-08-20,29.6,36.4,25.5,0.5,9.2,,,2.5,28.7,1001.8,72,1003.8,6.7
233,2016-08-21,29.5,35.2,25.4,,10.9,,,2.3,26.8,1003.1,66,1005.1,4.3
234,2016-08-22,31.4,37.4,26.5,0.0,8.7,,,3.9,26.1,998.8,59,1000.7,8.0
235,2016-08-23,30.6,36.4,26.0,0.0,8.8,,,3.0,25.2,1002.4,59,1004.3,7.7
236,2016-08-24,26.9,28.9,25.1,9.5,1.1,,,1.9,29.8,1005.8,84,1007.8,10.0
237,2016-08-25,28.5,32.2,25.8,0.0,4.8,,,2.4,28.0,1005.9,73,1007.9,7.0
238,2016-08-26,29.0,34.5,24.3,4.5,9.3,,,2.3,25.6,1003.1,66,1005.1,7.0
239,2016-08-27,26.5,31.5,24.1,2.5,2.8,,,2.8,25.5,1002.1,74,1004.1,8.3
240,2016-08-28,25.7,29.4,23.9,0.0,0.2,,,1.7,25.8,998.4,78,1000.4,8.7
241,2016-08-29,26.6,31.8,23.0,0.0,2.9,,,2.8,25.7,989.5,75,991.4,10.0
242,2016-08-30,24.3,29.6,20.4,13.5,6.6,,,3.1,20.0,989.3,68,991.3,7.3
243,2016-08-31,26.9,32.3,21.2,,12.0,,,3.4,18.8,998.0,55,1000.0,2.3
244,2016-09-01,27.7,33.2,22.9,,10.7,,,1.9,20.5,1006.3,57,1008.3,6.0
245,2016-09-02,27.8,33.3,23.6,,9.5,,,2.4,21.9,1009.8,60,1011.8,5.7
246,2016-09-03,29.0,34.5,25.0,,7.8,,,2.2,24.5,1010.6,62,1012.6,5.7
247,2016-09-04,29.0,33.9,26.0,,7.3,,,2.9,26.4,1012.1,67,1014.1,6.7
248,2016-09-05,25.6,27.6,23.4,17.5,0.2,,,1.9,28.8,1011.3,87,1013.3,10.0
249,2016-09-06,27.0,31.9,24.7,9.0,2.5,,,1.9,29.5,1007.6,83,1009.6,10.0
250,2016-09-07,28.6,33.3,25.0,0.0,8.0,,,2.5,28.9,1002.9,75,1004.9,7.3
251,2016-09-08,26.3,30.1,23.5,20.5,3.7,,,4.5,27.3,999.7,80,1001.6,6.7
252,2016-09-09,25.9,31.4,22.4,,11.3,,,5.1,18.9,1004.7,58,1006.7,2.7
253,2016-09-10,25.7,32.0,20.2,,11.6,,,2.5,18.8,1009.6,58,1011.5,6.7
254,2016-09-11,26.4,30.7,23.3,,2.8,,,1.7,23.5,1012.4,69,1014.4,8.0
