Unnamed: 0,calendar_date,deepest_snowfall
387,2017-01-22,84
388,2017-01-23,100
389,2017-01-24,104
390,2017-01-25,106
391,2017-01-26,102
392,2017-01-27,84
393,2017-01-28,79
394,2017-01-29,74
395,2017-01-30,78
396,2017-01-31,80
397,2017-02-01,87
398,2017-02-02,107
399,2017-02-03,110
400,2017-02-04,99
401,2017-02-05,86
402,2017-02-06,79
403,2017-02-07,89
404,2017-02-08,87
405,2017-02-09,87
406,2017-02-10,89
407,2017-02-11,107
408,2017-02-12,123
409,2017-02-13,122
410,2017-02-14,120
411,2017-02-15,116
412,2017-02-16,106
413,2017-02-17,97
414,2017-02-18,94
415,2017-02-19,93
416,2017-02-20,98
417,2017-02-21,103
418,2017-02-22,102
419,2017-02-23,97
420,2017-02-24,98
421,2017-02-25,103
422,2017-02-26,113
423,2017-02-27,105
424,2017-02-28,97
425,2017-03-01,95
426,2017-03-02,93
427,2017-03-03,92
428,2017-03-04,92
429,2017-03-05,89
430,2017-03-06,87
431,2017-03-07,92
432,2017-03-08,99
433,2017-03-09,103
434,2017-03-10,101
435,2017-03-11,97
436,2017-03-12,89
437,2017-03-13,87
438,2017-03-14,86
439,2017-03-15,89
440,2017-03-16,86
441,2017-03-17,83
442,2017-03-18,80
443,2017-03-19,76
444,2017-03-20,69
445,2017-03-21,64
446,2017-03-22,63
447,2017-03-23,61
448,2017-03-24,63
449,2017-03-25,61
450,2017-03-26,57
451,2017-03-27,51
452,2017-03-28,50
453,2017-03-29,49
454,2017-03-30,45
455,2017-03-31,39
456,2017-04-01,36
457,2017-04-02,32
458,2017-04-03,30
459,2017-04-04,25
460,2017-04-05,19
461,2017-04-06,14
462,2017-04-07,7
463,2017-04-08,3
464,2017-04-09,0
465,2017-04-10,0
466,2017-04-11,0
467,2017-04-12,0
468,2017-04-13,0
469,2017-04-14,0
470,2017-04-15,0
471,2017-04-16,0
472,2017-04-17,0
473,2017-04-18,0
474,2017-04-19,0
475,2017-04-20,0
476,2017-04-21,0
477,2017-04-22,0
478,2017-04-23,0
479,2017-04-24,0
480,2017-04-25,0
481,2017-04-26,0
482,2017-04-27,0
483,2017-04-28,0
484,2017-04-29,0
485,2017-04-30,0
486,2017-05-01,0
487,2017-05-02,0
488,2017-05-03,0
489,2017-05-04,0
490,2017-05-05,0
491,2017-05-06,0
492,2017-05-07,0
493,2017-05-08,0
494,2017-05-09,0
495,2017-05-10,0
496,2017-05-11,0
497,2017-05-12,0
498,2017-05-13,0
499,2017-05-14,0
500,2017-05-15,0
501,2017-05-16,0
502,2017-05-17,0
503,2017-05-18,0
504,2017-05-19,0
505,2017-05-20,0
506,2017-05-21,0
507,2017-05-22,0
508,2017-05-23,0
509,2017-05-24,0
510,2017-05-25,0
511,2017-05-26,0
512,2017-05-27,0
513,2017-05-28,0
514,2017-05-29,0
515,2017-05-30,0
516,2017-05-31,0
