Unnamed: 0,calendar_date,avg_wind_speed
406,2017-02-10,12.0
407,2017-02-11,11.3
408,2017-02-12,7.7
409,2017-02-13,6.2
410,2017-02-14,5.2
411,2017-02-15,2.3
412,2017-02-16,5.4
413,2017-02-17,4.6
414,2017-02-18,7.2
415,2017-02-19,6.2
416,2017-02-20,8.5
417,2017-02-21,7.0
418,2017-02-22,9.5
419,2017-02-23,10.1
420,2017-02-24,8.5
421,2017-02-25,5.7
422,2017-02-26,7.7
423,2017-02-27,7.0
424,2017-02-28,3.0
425,2017-03-01,5.2
426,2017-03-02,10.9
427,2017-03-03,3.7
428,2017-03-04,2.4
429,2017-03-05,8.5
430,2017-03-06,9.9
431,2017-03-07,6.9
432,2017-03-08,6.6
433,2017-03-09,6.2
434,2017-03-10,4.3
435,2017-03-11,4.9
436,2017-03-12,6.2
437,2017-03-13,8.5
438,2017-03-14,10.9
439,2017-03-15,7.7
440,2017-03-16,1.7
441,2017-03-17,2.2
442,2017-03-18,7.2
443,2017-03-19,2.6
444,2017-03-20,5.7
445,2017-03-21,9.8
446,2017-03-22,3.8
447,2017-03-23,9.4
448,2017-03-24,4.0
449,2017-03-25,8.9
450,2017-03-26,9.3
451,2017-03-27,8.4
452,2017-03-28,4.1
453,2017-03-29,5.9
454,2017-03-30,6.4
455,2017-03-31,10.0
456,2017-04-01,11.0
457,2017-04-02,8.7
458,2017-04-03,4.8
459,2017-04-04,5.3
460,2017-04-05,10.0
461,2017-04-06,10.2
462,2017-04-07,8.1
463,2017-04-08,6.8
464,2017-04-09,6.0
465,2017-04-10,7.5
466,2017-04-11,6.1
467,2017-04-12,7.1
468,2017-04-13,5.1
469,2017-04-14,5.2
470,2017-04-15,7.6
471,2017-04-16,7.2
472,2017-04-17,7.7
473,2017-04-18,5.2
474,2017-04-19,5.0
475,2017-04-20,5.9
476,2017-04-21,4.4
477,2017-04-22,9.2
478,2017-04-23,4.2
479,2017-04-24,4.3
480,2017-04-25,8.8
481,2017-04-26,8.7
482,2017-04-27,9.6
483,2017-04-28,6.6
484,2017-04-29,2.1
485,2017-04-30,2.8
486,2017-05-01,4.4
487,2017-05-02,6.5
488,2017-05-03,4.9
489,2017-05-04,2.6
490,2017-05-05,3.7
491,2017-05-06,3.5
492,2017-05-07,4.0
493,2017-05-08,5.0
494,2017-05-09,6.3
495,2017-05-10,3.3
496,2017-05-11,6.4
497,2017-05-12,6.8
498,2017-05-13,5.6
499,2017-05-14,2.2
500,2017-05-15,2.3
501,2017-05-16,6.2
502,2017-05-17,4.7
503,2017-05-18,3.5
504,2017-05-19,3.4
505,2017-05-20,4.9
506,2017-05-21,4.6
507,2017-05-22,4.2
508,2017-05-23,3.0
509,2017-05-24,6.3
510,2017-05-25,8.0
511,2017-05-26,5.4
512,2017-05-27,3.7
513,2017-05-28,2.8
514,2017-05-29,4.7
515,2017-05-30,3.9
516,2017-05-31,3.0
