Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,deepest_snowfall,total_snowfall
101,2016-04-11,4.3,8.6,0.8,0,0
102,2016-04-12,6.5,10.4,2.4,0,0
103,2016-04-13,10.2,17.7,2.4,0,0
104,2016-04-14,13.5,18.6,9.9,0,0
105,2016-04-15,7.9,10.8,6.1,0,0
106,2016-04-16,9.7,17.5,2.3,0,0
107,2016-04-17,13.4,19.1,8.3,0,0
108,2016-04-18,12.2,14.3,10.4,0,0
109,2016-04-19,8.9,11.4,5.2,0,0
110,2016-04-20,10.1,15.1,4.9,0,0
111,2016-04-21,14.3,20.4,7.4,0,0
112,2016-04-22,14.3,19.7,9.9,0,0
113,2016-04-23,13.8,22.7,7.0,0,0
114,2016-04-24,11.3,16.8,4.1,0,0
115,2016-04-25,10.2,18.5,2.3,0,0
116,2016-04-26,10.7,18.9,2.7,0,0
117,2016-04-27,11.0,17.7,3.5,0,0
118,2016-04-28,11.4,12.4,10.4,0,0
119,2016-04-29,8.8,11.2,6.5,0,0
120,2016-04-30,9.6,12.0,6.9,0,0
121,2016-05-01,9.2,11.0,7.4,0,0
122,2016-05-02,12.9,18.6,6.1,0,0
123,2016-05-03,20.4,30.5,10.2,0,0
124,2016-05-04,16.5,20.9,11.8,0,0
125,2016-05-05,14.2,15.9,12.7,0,0
126,2016-05-06,17.6,22.4,11.3,0,0
127,2016-05-07,14.3,18.0,12.7,0,0
128,2016-05-08,13.3,16.9,7.7,0,0
129,2016-05-09,14.5,22.8,5.2,0,0
130,2016-05-10,16.7,20.4,12.2,0,0
131,2016-05-11,14.6,18.7,12.1,0,0
132,2016-05-12,12.3,14.6,10.4,0,0
133,2016-05-13,16.5,24.5,8.9,0,0
134,2016-05-14,15.9,19.9,12.5,0,0
135,2016-05-15,19.4,26.5,12.9,0,0
136,2016-05-16,20.1,27.9,13.6,0,0
137,2016-05-17,13.8,17.7,10.6,0,0
138,2016-05-18,14.3,19.9,9.0,0,0
139,2016-05-19,17.5,26.6,8.9,0,0
140,2016-05-20,20.1,28.3,13.7,0,0
141,2016-05-21,17.7,23.8,12.9,0,0
142,2016-05-22,17.9,25.3,12.0,0,0
143,2016-05-23,16.4,23.1,9.3,0,0
144,2016-05-24,19.9,27.4,11.4,0,0
145,2016-05-25,19.0,22.2,17.6,0,0
146,2016-05-26,20.1,23.5,17.6,0,0
147,2016-05-27,17.4,20.1,13.2,0,0
148,2016-05-28,17.0,22.8,11.8,0,0
149,2016-05-29,18.9,25.0,10.6,0,0
150,2016-05-30,22.0,28.7,17.5,0,0
151,2016-05-31,18.5,23.3,15.1,0,0
152,2016-06-01,13.7,17.0,12.0,0,0
153,2016-06-02,13.3,16.5,11.2,0,0
154,2016-06-03,15.1,20.2,10.0,0,0
155,2016-06-04,18.5,24.9,9.8,0,0
156,2016-06-05,16.3,18.6,13.7,0,0
157,2016-06-06,17.1,22.6,11.3,0,0
158,2016-06-07,20.1,26.6,15.7,0,0
159,2016-06-08,20.6,25.0,17.0,0,0
160,2016-06-09,19.4,22.4,17.8,0,0
161,2016-06-10,18.0,21.9,14.1,0,0
162,2016-06-11,21.1,29.7,13.0,0,0
163,2016-06-12,23.8,30.3,16.5,0,0
164,2016-06-13,20.2,23.1,18.4,0,0
165,2016-06-14,21.0,23.7,18.5,0,0
166,2016-06-15,22.0,28.2,17.7,0,0
167,2016-06-16,20.1,22.7,17.1,0,0
168,2016-06-17,20.9,23.5,19.1,0,0
169,2016-06-18,18.9,22.2,16.3,0,0
170,2016-06-19,22.8,31.6,15.6,0,0
171,2016-06-20,21.0,24.1,19.0,0,0
172,2016-06-21,21.5,27.0,17.8,0,0
173,2016-06-22,20.6,24.6,18.1,0,0
174,2016-06-23,19.6,21.3,17.6,0,0
175,2016-06-24,21.3,25.8,18.5,0,0
176,2016-06-25,22.0,24.5,19.7,0,0
177,2016-06-26,16.9,20.5,14.4,0,0
178,2016-06-27,18.4,22.8,13.0,0,0
179,2016-06-28,21.2,25.2,17.2,0,0
180,2016-06-29,21.6,26.3,15.9,0,0
181,2016-06-30,21.7,26.2,19.6,0,0
182,2016-07-01,23.4,27.2,20.2,0,0
183,2016-07-02,23.5,27.1,20.5,0,0
184,2016-07-03,21.2,23.6,19.9,0,0
185,2016-07-04,20.6,23.5,18.1,0,0
186,2016-07-05,21.5,27.3,16.3,0,0
187,2016-07-06,20.8,23.5,18.3,0,0
188,2016-07-07,19.8,22.1,18.4,0,0
189,2016-07-08,20.9,25.4,18.0,0,0
190,2016-07-09,22.6,24.6,20.8,0,0
191,2016-07-10,22.2,24.0,20.6,0,0
192,2016-07-11,20.8,24.3,16.9,0,0
193,2016-07-12,21.2,27.0,15.6,0,0
194,2016-07-13,23.2,30.5,16.4,0,0
195,2016-07-14,22.9,24.3,21.2,0,0
196,2016-07-15,23.8,28.2,20.4,0,0
197,2016-07-16,23.7,27.9,20.0,0,0
198,2016-07-17,23.4,25.9,21.0,0,0
199,2016-07-18,22.3,25.1,20.5,0,0
200,2016-07-19,21.8,25.0,19.9,0,0
201,2016-07-20,21.4,25.4,18.0,0,0
202,2016-07-21,22.1,27.3,17.2,0,0
203,2016-07-22,23.5,29.7,18.2,0,0
204,2016-07-23,23.4,30.2,17.6,0,0
205,2016-07-24,24.8,31.4,19.6,0,0
206,2016-07-25,25.2,32.0,19.9,0,0
207,2016-07-26,25.0,28.7,22.0,0,0
208,2016-07-27,24.7,27.8,23.0,0,0
209,2016-07-28,26.3,31.6,23.1,0,0
210,2016-07-29,27.6,33.4,23.3,0,0
211,2016-07-30,27.2,32.8,22.2,0,0
212,2016-07-31,27.1,33.5,23.2,0,0
213,2016-08-01,27.5,33.8,23.0,0,0
214,2016-08-02,26.0,29.6,23.5,0,0
215,2016-08-03,25.6,30.1,22.2,0,0
216,2016-08-04,24.9,29.8,20.8,0,0
217,2016-08-05,25.6,30.4,21.0,0,0
218,2016-08-06,25.9,31.7,20.7,0,0
219,2016-08-07,29.2,36.1,23.3,0,0
220,2016-08-08,28.9,35.3,23.8,0,0
221,2016-08-09,26.2,30.5,23.1,0,0
222,2016-08-10,23.4,28.5,18.8,0,0
223,2016-08-11,23.1,29.4,17.8,0,0
224,2016-08-12,24.6,31.6,17.4,0,0
225,2016-08-13,25.6,33.1,20.3,0,0
226,2016-08-14,25.2,32.2,20.3,0,0
227,2016-08-15,24.9,30.9,20.1,0,0
228,2016-08-16,27.0,33.9,21.7,0,0
229,2016-08-17,23.9,26.2,22.7,0,0
230,2016-08-18,25.3,31.1,21.4,0,0
231,2016-08-19,27.2,33.1,22.0,0,0
232,2016-08-20,28.5,32.9,24.5,0,0
233,2016-08-21,26.7,31.3,22.5,0,0
234,2016-08-22,26.2,33.1,21.9,0,0
235,2016-08-23,24.6,29.2,20.4,0,0
236,2016-08-24,24.4,30.4,19.3,0,0
237,2016-08-25,26.5,31.9,21.2,0,0
238,2016-08-26,22.9,26.7,19.6,0,0
239,2016-08-27,21.3,26.2,17.9,0,0
240,2016-08-28,23.7,30.1,16.4,0,0
241,2016-08-29,27.6,32.0,23.5,0,0
242,2016-08-30,24.6,30.1,20.3,0,0
243,2016-08-31,24.0,31.2,18.4,0,0
244,2016-09-01,23.7,30.2,19.1,0,0
245,2016-09-02,25.2,31.7,18.9,0,0
246,2016-09-03,26.4,32.4,22.2,0,0
247,2016-09-04,27.0,34.4,21.7,0,0
248,2016-09-05,27.6,33.7,23.4,0,0
249,2016-09-06,24.7,29.6,21.2,0,0
250,2016-09-07,22.3,26.8,19.5,0,0
251,2016-09-08,22.0,27.0,18.4,0,0
252,2016-09-09,23.6,26.9,20.7,0,0
253,2016-09-10,21.6,24.8,17.8,0,0
254,2016-09-11,20.9,26.6,17.4,0,0
255,2016-09-12,21.0,25.4,17.6,0,0
256,2016-09-13,21.2,23.8,19.2,0,0
257,2016-09-14,22.4,27.4,19.3,0,0
258,2016-09-15,22.0,26.6,18.3,0,0
259,2016-09-16,20.9,27.1,17.3,0,0
260,2016-09-17,20.8,26.1,16.4,0,0
261,2016-09-18,19.4,22.9,17.6,0,0
262,2016-09-19,18.4,22.9,15.5,0,0
263,2016-09-20,17.0,19.8,14.7,0,0
264,2016-09-21,18.8,25.5,12.1,0,0
265,2016-09-22,19.7,23.5,16.8,0,0
266,2016-09-23,19.3,22.3,16.8,0,0
267,2016-09-24,20.0,25.8,15.4,0,0
268,2016-09-25,21.4,27.4,17.4,0,0
269,2016-09-26,21.8,27.0,18.2,0,0
270,2016-09-27,22.0,25.9,18.4,0,0
271,2016-09-28,22.9,25.9,20.6,0,0
272,2016-09-29,18.1,20.7,12.3,0,0
273,2016-09-30,15.8,21.7,11.1,0,0
274,2016-10-01,17.6,23.8,13.2,0,0
275,2016-10-02,17.8,23.8,12.4,0,0
276,2016-10-03,21.1,27.6,14.7,0,0
277,2016-10-04,19.2,23.7,11.4,0,0
278,2016-10-05,16.7,20.3,10.5,0,0
279,2016-10-06,18.4,21.0,16.6,0,0
280,2016-10-07,14.4,18.6,9.4,0,0
281,2016-10-08,16.5,24.1,9.7,0,0
282,2016-10-09,16.4,20.1,11.1,0,0
283,2016-10-10,14.2,17.1,10.8,0,0
284,2016-10-11,12.9,18.2,8.9,0,0
285,2016-10-12,10.9,14.4,7.8,0,0
286,2016-10-13,11.2,17.3,7.9,0,0
287,2016-10-14,12.7,19.6,8.0,0,0
288,2016-10-15,14.2,20.5,9.1,0,0
289,2016-10-16,14.6,22.7,7.7,0,0
290,2016-10-17,17.8,21.8,13.8,0,0
291,2016-10-18,17.0,21.5,11.7,0,0
292,2016-10-19,13.2,20.2,8.8,0,0
293,2016-10-20,12.2,20.8,7.9,0,0
294,2016-10-21,11.3,13.9,6.4,0,0
295,2016-10-22,10.2,16.4,4.2,0,0
296,2016-10-23,11.4,14.5,6.8,0,0
297,2016-10-24,13.0,15.5,10.4,0,0
298,2016-10-25,13.3,18.2,7.4,0,0
299,2016-10-26,17.5,20.3,14.8,0,0
300,2016-10-27,12.0,14.8,10.5,0,0
301,2016-10-28,11.9,14.9,9.3,0,0
302,2016-10-29,9.5,11.8,8.2,0,0
303,2016-10-30,9.0,12.5,2.7,0,0
304,2016-10-31,9.2,15.6,2.0,0,0
305,2016-11-01,6.8,9.7,4.2,0,0
306,2016-11-02,6.0,11.7,2.0,0,0
307,2016-11-03,9.7,15.7,4.6,0,0
308,2016-11-04,9.2,12.0,6.6,0,0
309,2016-11-05,13.8,17.5,7.0,0,0
310,2016-11-06,7.9,11.5,6.3,0,0
311,2016-11-07,6.6,12.0,3.1,0,0
312,2016-11-08,10.1,13.9,5.4,0,0
313,2016-11-09,4.9,9.1,1.7,0,0
314,2016-11-10,5.4,8.2,0.9,0,0
315,2016-11-11,7.6,14.6,0.7,0,0
316,2016-11-12,11.9,15.6,5.5,0,0
317,2016-11-13,9.5,17.6,3.6,0,0
318,2016-11-14,10.4,19.3,3.2,0,0
319,2016-11-15,11.4,17.9,7.1,0,0
320,2016-11-16,7.2,9.0,4.6,0,0
321,2016-11-17,5.9,8.8,2.2,0,0
322,2016-11-18,6.9,14.3,2.3,0,0
323,2016-11-19,7.7,11.6,1.7,0,0
324,2016-11-20,11.1,18.0,5.7,0,0
325,2016-11-21,7.4,10.7,2.0,0,0
326,2016-11-22,7.7,13.5,2.1,0,0
327,2016-11-23,2.8,5.0,0.7,0,0
328,2016-11-24,0.8,4.2,-1.4,0,0
329,2016-11-25,0.9,2.4,-0.8,0,0
330,2016-11-26,3.7,8.0,-0.8,0,0
331,2016-11-27,7.8,11.1,5.4,0,0
332,2016-11-28,6.0,8.7,3.4,0,0
333,2016-11-29,4.5,7.1,1.3,0,0
334,2016-11-30,3.9,6.4,1.9,0,0
335,2016-12-01,9.8,15.7,5.0,0,0
336,2016-12-02,7.3,11.1,3.1,0,0
337,2016-12-03,6.9,11.0,1.6,0,0
338,2016-12-04,7.7,16.2,1.5,0,0
339,2016-12-05,10.0,14.8,6.2,0,0
340,2016-12-06,5.2,11.3,-0.2,0,0
341,2016-12-07,1.7,4.2,0.0,2,2
342,2016-12-08,1.7,6.8,-0.4,2,2
343,2016-12-09,4.8,8.3,-0.3,0,0
344,2016-12-10,2.7,5.9,0.4,0,0
345,2016-12-11,1.0,2.5,-0.6,3,5
346,2016-12-12,2.6,5.8,-0.1,3,0
347,2016-12-13,2.7,7.1,0.5,0,0
348,2016-12-14,2.8,4.2,1.1,0,0
349,2016-12-15,2.0,4.3,-0.4,0,0
350,2016-12-16,0.4,2.5,-2.0,10,13
351,2016-12-17,3.9,6.6,0.8,10,1
352,2016-12-18,9.1,11.4,6.3,2,0
353,2016-12-19,7.6,11.8,3.1,0,0
354,2016-12-20,4.5,8.8,1.0,0,0
355,2016-12-21,2.5,9.9,-0.5,0,0
356,2016-12-22,7.4,13.1,0.9,0,0
357,2016-12-23,8.2,14.7,2.6,0,0
358,2016-12-24,2.9,4.5,0.4,0,0
359,2016-12-25,2.3,6.6,-2.0,0,0
360,2016-12-26,3.4,9.1,-1.4,0,0
361,2016-12-27,3.4,6.9,0.9,0,0
362,2016-12-28,0.6,2.8,-1.6,0,0
363,2016-12-29,2.8,6.6,0.4,0,0
364,2016-12-30,2.0,4.4,-0.7,0,0
365,2016-12-31,4.1,7.5,-1.6,0,0
366,2017-01-01,3.7,7.5,-2.1,0,0
367,2017-01-02,6.0,7.8,2.6,0,0
368,2017-01-03,2.6,5.4,0.9,0,0
369,2017-01-04,1.9,4.3,0.4,0,0
370,2017-01-05,0.4,3.0,-2.8,9,10
371,2017-01-06,-0.3,1.3,-2.3,11,3
372,2017-01-07,5.6,6.9,0.3,6,0
373,2017-01-08,3.1,6.3,-1.3,0,0
374,2017-01-09,4.7,7.6,2.4,0,0
375,2017-01-10,2.3,5.8,-1.9,13,13
376,2017-01-11,-1.5,1.1,-3.0,12,4
377,2017-01-12,-0.6,1.0,-2.3,11,1
378,2017-01-13,-1.1,1.1,-4.7,21,14
379,2017-01-14,-3.9,-2.1,-6.1,32,17
380,2017-01-15,-4.5,-1.4,-10.0,46,21
381,2017-01-16,0.1,4.5,-6.9,44,2
382,2017-01-17,-2.8,2.6,-11.0,38,9
383,2017-01-18,2.9,6.4,-0.7,38,0
384,2017-01-19,2.0,6.1,-0.5,28,4
385,2017-01-20,0.9,3.6,-2.9,24,4
386,2017-01-21,0.5,3.7,-2.4,24,5
387,2017-01-22,1.5,4.4,-2.4,27,8
388,2017-01-23,0.4,3.1,-2.0,42,20
389,2017-01-24,-1.3,-0.1,-2.8,41,2
390,2017-01-25,1.1,3.3,-2.2,42,3
391,2017-01-26,3.6,6.0,0.7,39,0
392,2017-01-27,3.5,9.0,-0.8,33,1
393,2017-01-28,3.1,4.9,0.6,25,0
394,2017-01-29,3.2,6.5,-0.8,24,4
395,2017-01-30,1.7,4.1,-1.4,23,2
396,2017-01-31,1.0,3.3,-1.6,22,2
397,2017-02-01,1.6,5.6,-3.2,22,3
398,2017-02-02,-1.6,1.1,-4.5,24,8
399,2017-02-03,2.1,4.5,-1.1,24,1
400,2017-02-04,5.4,7.3,0.1,22,2
401,2017-02-05,2.4,8.0,-3.4,18,4
402,2017-02-06,4.2,7.4,2.1,16,4
403,2017-02-07,1.1,3.7,-1.6,9,1
404,2017-02-08,1.5,4.2,-1.3,9,2
405,2017-02-09,1.8,4.9,-0.6,13,6
406,2017-02-10,1.5,4.1,-0.7,15,10
407,2017-02-11,1.3,3.6,-0.8,16,7
408,2017-02-12,2.4,4.3,0.6,17,3
409,2017-02-13,3.5,6.0,0.5,16,1
410,2017-02-14,1.7,3.9,-0.5,23,10
411,2017-02-15,3.5,5.6,-0.4,19,3
412,2017-02-16,5.1,10.1,1.2,17,1
413,2017-02-17,7.1,12.0,1.4,7,0
414,2017-02-18,0.0,2.7,-1.8,2,4
415,2017-02-19,-0.3,1.8,-3.1,2,2
416,2017-02-20,2.5,6.7,-1.3,11,10
417,2017-02-21,0.0,2.7,-1.8,1,3
418,2017-02-22,2.0,3.7,0.3,1,1
419,2017-02-23,3.5,7.9,1.0,0,0
420,2017-02-24,1.3,3.6,-1.1,0,0
421,2017-02-25,3.3,6.2,0.2,0,0
422,2017-02-26,3.9,6.7,0.4,0,0
423,2017-02-27,0.4,3.5,-2.5,0,0
424,2017-02-28,-0.6,5.3,-5.6,0,0
425,2017-03-01,1.6,8.0,-3.2,0,0
426,2017-03-02,4.6,12.3,-1.7,0,0
427,2017-03-03,4.0,7.1,1.1,0,0
428,2017-03-04,3.8,6.2,0.6,0,0
429,2017-03-05,2.3,6.8,-1.5,0,0
430,2017-03-06,3.9,11.5,-0.2,0,0
431,2017-03-07,1.8,4.2,-0.9,0,0
432,2017-03-08,1.4,3.3,-1.0,3,4
433,2017-03-09,4.0,7.2,0.6,0,0
434,2017-03-10,2.7,5.7,0.4,0,0
435,2017-03-11,2.3,6.3,-1.3,0,0
436,2017-03-12,2.8,8.6,-1.0,0,0
437,2017-03-13,4.2,9.7,-2.0,0,0
438,2017-03-14,4.3,7.2,2.6,0,0
439,2017-03-15,2.9,6.4,-0.4,0,0
440,2017-03-16,3.4,7.7,-0.8,0,0
441,2017-03-17,5.4,8.8,1.3,0,0
442,2017-03-18,6.6,10.2,2.0,0,0
443,2017-03-19,4.8,8.6,-0.6,0,0
444,2017-03-20,6.6,11.0,1.4,0,0
445,2017-03-21,5.7,11.4,0.7,0,0
446,2017-03-22,6.4,10.0,4.0,0,0
447,2017-03-23,4.5,7.4,1.3,0,0
448,2017-03-24,2.4,6.0,-1.5,0,0
449,2017-03-25,2.6,7.2,-0.9,0,0
450,2017-03-26,3.8,10.4,-2.1,0,0
451,2017-03-27,4.9,7.5,1.2,0,0
452,2017-03-28,3.2,7.9,0.0,0,0
453,2017-03-29,6.2,11.0,0.7,0,0
454,2017-03-30,6.6,13.6,0.3,0,0
455,2017-03-31,5.9,8.7,0.0,0,0
456,2017-04-01,3.8,9.4,-1.6,0,0
457,2017-04-02,4.6,9.5,-0.3,0,0
458,2017-04-03,6.0,12.1,1.1,0,0
459,2017-04-04,6.3,12.5,-0.4,0,0
460,2017-04-05,10.3,20.1,1.0,0,0
461,2017-04-06,12.3,21.3,6.3,0,0
462,2017-04-07,11.1,14.3,7.8,0,0
463,2017-04-08,12.1,17.4,5.4,0,0
464,2017-04-09,9.1,11.1,7.4,0,0
465,2017-04-10,7.0,12.9,0.2,0,0
466,2017-04-11,9.9,15.0,5.9,0,0
467,2017-04-12,8.0,10.4,4.8,0,0
468,2017-04-13,7.0,10.3,2.0,0,0
469,2017-04-14,11.3,18.3,0.1,0,0
470,2017-04-15,13.7,16.9,11.0,0,0
471,2017-04-16,14.9,19.1,11.3,0,0
472,2017-04-17,13.4,20.7,6.4,0,0
473,2017-04-18,12.0,17.6,7.7,0,0
474,2017-04-19,9.0,14.7,5.8,0,0
475,2017-04-20,8.0,10.5,6.4,0,0
476,2017-04-21,11.1,16.3,6.1,0,0
477,2017-04-22,9.2,11.6,6.8,0,0
478,2017-04-23,8.3,12.4,3.2,0,0
479,2017-04-24,10.3,20.3,1.5,0,0
480,2017-04-25,15.0,22.8,6.6,0,0
481,2017-04-26,11.8,15.8,10.0,0,0
482,2017-04-27,10.5,13.8,5.6,0,0
483,2017-04-28,12.1,16.0,8.7,0,0
484,2017-04-29,10.0,14.9,6.0,0,0
485,2017-04-30,13.9,22.7,6.1,0,0
486,2017-05-01,11.8,15.5,6.0,0,0
487,2017-05-02,11.1,15.5,5.5,0,0
488,2017-05-03,11.7,19.5,2.9,0,0
489,2017-05-04,14.7,24.2,6.1,0,0
490,2017-05-05,16.1,22.5,7.7,0,0
491,2017-05-06,13.1,16.6,8.1,0,0
492,2017-05-07,13.5,17.0,5.8,0,0
493,2017-05-08,13.7,16.9,8.6,0,0
494,2017-05-09,11.9,16.8,6.2,0,0
495,2017-05-10,15.7,21.1,10.5,0,0
496,2017-05-11,13.4,16.1,10.5,0,0
497,2017-05-12,16.0,20.3,12.2,0,0
498,2017-05-13,15.5,17.1,14.5,0,0
499,2017-05-14,18.0,23.6,13.3,0,0
500,2017-05-15,15.9,21.5,12.9,0,0
501,2017-05-16,13.6,16.3,11.9,0,0
502,2017-05-17,13.0,16.9,9.6,0,0
503,2017-05-18,12.8,18.1,7.4,0,0
504,2017-05-19,14.8,21.0,8.1,0,0
505,2017-05-20,18.2,25.7,9.7,0,0
506,2017-05-21,18.7,24.4,12.9,0,0
507,2017-05-22,19.3,27.9,12.4,0,0
508,2017-05-23,18.9,25.8,12.9,0,0
509,2017-05-24,17.9,21.1,16.2,0,0
510,2017-05-25,18.6,22.9,15.6,0,0
511,2017-05-26,19.7,24.7,15.3,0,0
512,2017-05-27,16.5,20.9,14.1,0,0
513,2017-05-28,16.3,19.5,12.7,0,0
514,2017-05-29,17.8,25.6,10.5,0,0
515,2017-05-30,19.4,24.5,12.8,0,0
516,2017-05-31,21.9,27.9,15.6,0,0
