Unnamed: 0,calendar_date,precipitation,hours_sunlight,avg_wind_speed
114,2016-04-24,0.0,4.8,1.5
115,2016-04-25,0.0,6.3,1.8
116,2016-04-26,0.0,11.0,1.7
117,2016-04-27,8.0,0.0,2.9
118,2016-04-28,11.5,0.0,1.7
119,2016-04-29,0.0,9.1,2.0
120,2016-04-30,0.0,12.5,2.4
121,2016-05-01,0.0,11.7,2.3
122,2016-05-02,0.0,12.1,1.8
123,2016-05-03,18.0,0.0,4.3
124,2016-05-04,0.0,12.6,6.2
125,2016-05-05,0.0,10.2,3.1
126,2016-05-06,3.0,0.0,1.4
127,2016-05-07,0.0,5.3,1.7
128,2016-05-08,0.0,9.0,2.1
129,2016-05-09,12.0,0.0,1.2
130,2016-05-10,6.5,0.0,1.0
131,2016-05-11,0.5,1.7,2.5
132,2016-05-12,0.0,13.1,2.0
133,2016-05-13,0.0,11.2,2.0
134,2016-05-14,0.0,12.4,2.2
135,2016-05-15,0.0,5.4,2.1
136,2016-05-16,19.0,1.5,1.9
137,2016-05-17,0.0,12.6,2.0
138,2016-05-18,0.0,13.2,1.9
139,2016-05-19,0.0,10.6,1.8
140,2016-05-20,0.0,12.1,1.9
141,2016-05-21,0.0,12.9,2.0
142,2016-05-22,0.0,12.8,2.3
143,2016-05-23,0.0,12.5,1.8
144,2016-05-24,0.0,5.8,1.8
145,2016-05-25,2.0,0.2,1.4
146,2016-05-26,0.0,0.5,1.5
147,2016-05-27,0.0,8.2,1.7
148,2016-05-28,0.0,0.1,1.2
149,2016-05-29,15.5,0.0,1.0
150,2016-05-30,1.0,6.4,1.7
151,2016-05-31,0.0,12.7,2.2
152,2016-06-01,0.0,9.8,1.9
153,2016-06-02,0.0,13.0,2.2
154,2016-06-03,0.0,13.2,2.2
155,2016-06-04,9.0,0.0,1.8
156,2016-06-05,22.0,0.2,2.4
157,2016-06-06,0.0,5.8,1.6
158,2016-06-07,35.5,1.4,1.3
159,2016-06-08,0.0,2.8,1.5
160,2016-06-09,14.5,2.3,1.2
161,2016-06-10,0.0,12.8,1.7
162,2016-06-11,0.0,5.7,2.0
163,2016-06-12,61.5,0.8,2.2
164,2016-06-13,3.5,1.3,1.1
165,2016-06-14,0.0,13.1,1.6
166,2016-06-15,0.0,6.7,1.6
167,2016-06-16,7.5,0.0,1.4
168,2016-06-17,0.0,6.6,2.2
169,2016-06-18,0.0,11.9,1.6
170,2016-06-19,30.5,0.1,1.4
171,2016-06-20,5.0,1.8,1.7
172,2016-06-21,48.0,3.5,1.6
173,2016-06-22,63.0,0.0,1.0
174,2016-06-23,67.0,7.2,1.7
175,2016-06-24,40.0,0.0,1.3
176,2016-06-25,0.0,0.0,3.1
177,2016-06-26,0.0,12.7,2.8
178,2016-06-27,24.5,5.3,1.5
179,2016-06-28,1.5,1.2,1.4
180,2016-06-29,42.0,0.0,0.9
181,2016-06-30,0.0,0.6,1.2
182,2016-07-01,0.0,7.4,1.4
183,2016-07-02,0.0,8.2,1.4
184,2016-07-03,0.0,5.5,2.3
185,2016-07-04,0.0,9.8,1.9
186,2016-07-05,0.0,9.5,1.6
187,2016-07-06,0.0,10.7,1.7
188,2016-07-07,0.0,12.0,1.9
189,2016-07-08,29.5,0.0,1.5
190,2016-07-09,39.0,5.4,1.6
191,2016-07-10,0.0,7.6,1.3
192,2016-07-11,0.0,0.7,1.5
193,2016-07-12,0.0,2.6,1.4
194,2016-07-13,22.0,0.2,2.2
195,2016-07-14,27.5,5.8,2.1
196,2016-07-15,0.0,3.9,2.3
197,2016-07-16,0.0,5.0,1.3
198,2016-07-17,0.5,4.5,1.7
199,2016-07-18,0.0,11.2,2.0
200,2016-07-19,0.0,11.6,1.8
201,2016-07-20,0.0,9.7,1.9
202,2016-07-21,0.0,10.0,2.0
203,2016-07-22,0.0,10.7,1.8
204,2016-07-23,0.0,11.5,2.2
205,2016-07-24,0.0,9.1,1.9
206,2016-07-25,0.0,0.8,1.4
207,2016-07-26,1.0,4.7,1.8
208,2016-07-27,0.0,8.3,1.6
209,2016-07-28,0.0,8.2,1.8
210,2016-07-29,0.0,8.0,1.7
211,2016-07-30,0.0,9.4,1.7
212,2016-07-31,0.0,8.8,1.6
213,2016-08-01,5.0,11.2,2.1
214,2016-08-02,2.0,7.5,1.8
215,2016-08-03,0.0,8.9,1.7
216,2016-08-04,0.0,11.0,1.9
217,2016-08-05,0.0,8.6,2.1
218,2016-08-06,0.0,10.9,1.9
219,2016-08-07,0.0,9.8,2.1
220,2016-08-08,0.5,9.8,2.4
221,2016-08-09,0.0,9.2,1.7
222,2016-08-10,0.0,12.2,1.8
223,2016-08-11,0.0,12.6,2.0
224,2016-08-12,0.0,12.5,2.0
225,2016-08-13,0.0,11.1,2.1
226,2016-08-14,0.0,11.3,2.1
227,2016-08-15,0.0,7.4,1.7
228,2016-08-16,2.5,3.2,1.6
229,2016-08-17,0.0,5.4,1.5
230,2016-08-18,0.0,12.2,2.1
231,2016-08-19,0.0,10.4,1.8
232,2016-08-20,0.0,9.2,1.7
233,2016-08-21,0.0,12.2,2.0
234,2016-08-22,0.0,7.2,2.1
235,2016-08-23,0.0,9.9,2.2
236,2016-08-24,0.0,4.6,1.5
237,2016-08-25,0.0,7.9,2.0
238,2016-08-26,8.0,9.5,1.9
239,2016-08-27,0.0,0.3,1.6
240,2016-08-28,0.0,2.7,1.8
241,2016-08-29,40.0,1.5,2.7
242,2016-08-30,0.0,5.9,3.4
243,2016-08-31,0.0,11.3,5.4
244,2016-09-01,0.0,7.6,2.1
245,2016-09-02,0.0,7.2,2.0
246,2016-09-03,0.0,4.7,2.3
247,2016-09-04,0.0,0.6,2.2
248,2016-09-05,7.5,1.9,1.5
249,2016-09-06,0.0,7.0,1.9
250,2016-09-07,0.0,3.3,1.9
251,2016-09-08,19.5,2.5,2.0
252,2016-09-09,0.0,10.5,1.8
253,2016-09-10,0.0,8.6,1.6
254,2016-09-11,0.0,9.4,1.8
255,2016-09-12,3.5,0.0,1.8
256,2016-09-13,27.0,2.6,1.7
257,2016-09-14,1.0,0.7,1.1
258,2016-09-15,0.0,1.1,1.6
259,2016-09-16,0.0,4.4,1.3
260,2016-09-17,1.5,4.0,1.7
261,2016-09-18,23.0,0.0,1.2
262,2016-09-19,10.5,0.0,1.2
263,2016-09-20,61.0,0.1,1.9
264,2016-09-21,0.0,0.0,1.3
265,2016-09-22,20.0,0.0,1.2
266,2016-09-23,0.0,2.4,1.4
267,2016-09-24,0.0,8.5,1.6
268,2016-09-25,18.0,0.4,1.2
269,2016-09-26,39.5,0.5,1.0
270,2016-09-27,2.0,7.3,1.5
271,2016-09-28,4.0,0.1,1.4
272,2016-09-29,12.5,0.0,1.0
273,2016-09-30,4.5,0.0,1.3
274,2016-10-01,1.5,0.4,0.7
275,2016-10-02,0.0,7.1,1.4
276,2016-10-03,0.0,1.5,1.6
277,2016-10-04,0.0,1.1,1.5
278,2016-10-05,1.0,0.9,2.6
279,2016-10-06,0.0,8.0,1.6
280,2016-10-07,0.0,5.2,1.7
281,2016-10-08,3.0,4.0,1.2
282,2016-10-09,13.0,5.1,1.4
283,2016-10-10,0.0,9.9,1.8
284,2016-10-11,0.0,0.7,1.3
285,2016-10-12,0.0,6.5,2.0
286,2016-10-13,0.0,2.4,1.3
287,2016-10-14,0.0,5.4,2.0
288,2016-10-15,0.0,9.4,2.0
289,2016-10-16,2.5,0.1,1.8
290,2016-10-17,24.0,1.1,1.3
291,2016-10-18,0.0,4.7,1.2
292,2016-10-19,0.0,0.9,1.0
293,2016-10-20,0.0,5.8,1.4
294,2016-10-21,0.0,0.2,1.2
295,2016-10-22,10.0,0.0,1.1
296,2016-10-23,0.0,0.3,1.2
297,2016-10-24,0.0,10.4,1.6
298,2016-10-25,0.0,7.0,1.7
299,2016-10-26,0.0,1.0,1.3
300,2016-10-27,0.0,8.7,1.7
301,2016-10-28,0.0,0.3,1.6
302,2016-10-29,0.0,4.8,1.8
303,2016-10-30,0.0,8.9,1.6
304,2016-10-31,6.0,2.2,1.6
305,2016-11-01,2.5,5.2,1.6
306,2016-11-02,0.0,3.1,1.4
307,2016-11-03,0.0,8.6,2.5
308,2016-11-04,0.0,9.5,1.8
309,2016-11-05,0.0,9.8,2.1
310,2016-11-06,0.0,6.2,2.1
311,2016-11-07,0.0,9.7,1.5
312,2016-11-08,0.5,0.4,1.5
313,2016-11-09,0.0,6.3,1.7
314,2016-11-10,0.5,0.9,2.0
315,2016-11-11,0.5,5.5,1.7
316,2016-11-12,0.0,9.2,1.3
317,2016-11-13,0.0,6.0,1.5
318,2016-11-14,3.0,0.0,1.3
319,2016-11-15,0.0,3.6,1.5
320,2016-11-16,0.0,8.8,1.8
321,2016-11-17,0.0,6.8,1.5
322,2016-11-18,6.5,4.7,1.4
323,2016-11-19,12.0,0.7,1.7
324,2016-11-20,0.0,1.1,1.6
325,2016-11-21,0.0,0.0,1.2
326,2016-11-22,0.0,8.9,2.1
327,2016-11-23,0.0,0.0,2.2
328,2016-11-24,0.0,6.1,2.6
329,2016-11-25,0.0,7.2,2.0
330,2016-11-26,4.0,6.7,1.6
331,2016-11-27,20.0,0.0,0.9
332,2016-11-28,0.0,1.8,1.6
333,2016-11-29,0.0,5.0,1.7
334,2016-11-30,0.0,2.3,1.7
335,2016-12-01,0.0,1.8,2.1
336,2016-12-02,0.0,8.8,1.9
337,2016-12-03,0.0,8.8,1.5
338,2016-12-04,21.5,0.7,1.6
339,2016-12-05,0.0,4.4,2.2
340,2016-12-06,0.0,4.5,2.6
341,2016-12-07,0.0,6.0,2.0
342,2016-12-08,0.0,8.9,2.0
343,2016-12-09,0.0,6.1,2.5
344,2016-12-10,0.0,3.5,1.7
345,2016-12-11,0.0,8.1,2.1
346,2016-12-12,0.0,1.5,1.8
347,2016-12-13,18.5,0.0,0.9
348,2016-12-14,0.0,1.9,1.8
349,2016-12-15,0.5,3.2,1.6
350,2016-12-16,0.0,5.4,2.2
351,2016-12-17,0.0,8.7,2.3
352,2016-12-18,0.0,8.4,1.9
353,2016-12-19,0.0,8.7,1.5
354,2016-12-20,0.0,3.0,1.4
355,2016-12-21,0.0,5.1,1.5
356,2016-12-22,3.5,0.0,2.4
357,2016-12-23,1.0,2.1,3.0
358,2016-12-24,0.0,5.9,1.6
359,2016-12-25,0.0,7.4,1.7
360,2016-12-26,12.5,0.0,1.2
361,2016-12-27,13.0,2.1,2.7
362,2016-12-28,0.0,3.4,1.8
363,2016-12-29,0.0,0.4,2.3
364,2016-12-30,0.0,6.0,2.0
365,2016-12-31,0.0,7.5,1.9
366,2017-01-01,0.0,8.8,2.2
367,2017-01-02,0.0,3.3,1.9
368,2017-01-03,0.0,8.3,2.3
369,2017-01-04,0.0,8.5,2.5
370,2017-01-05,0.0,3.6,1.9
371,2017-01-06,0.0,7.7,1.9
372,2017-01-07,0.0,3.9,1.5
373,2017-01-08,12.0,0.0,0.9
374,2017-01-09,0.0,2.9,2.2
375,2017-01-10,0.0,7.4,2.8
376,2017-01-11,0.0,7.8,3.2
377,2017-01-12,0.0,4.5,2.8
378,2017-01-13,0.0,7.3,3.5
379,2017-01-14,0.0,7.3,4.6
380,2017-01-15,0.0,8.4,3.0
381,2017-01-16,0.0,6.8,2.8
382,2017-01-17,0.0,6.3,1.6
383,2017-01-18,0.0,8.7,1.5
384,2017-01-19,0.0,4.5,1.4
385,2017-01-20,0.5,3.2,3.1
386,2017-01-21,0.0,6.2,1.9
387,2017-01-22,0.0,3.2,3.8
388,2017-01-23,0.0,7.5,3.2
389,2017-01-24,0.0,8.6,3.0
390,2017-01-25,0.0,6.1,2.0
391,2017-01-26,0.0,9.8,1.9
392,2017-01-27,0.0,3.4,2.3
393,2017-01-28,0.0,9.5,1.9
394,2017-01-29,7.5,0.7,1.4
395,2017-01-30,1.0,3.9,3.0
396,2017-01-31,0.0,8.0,1.7
397,2017-02-01,0.0,2.0,2.5
398,2017-02-02,0.0,7.9,2.5
399,2017-02-03,0.0,7.6,2.4
400,2017-02-04,0.0,9.6,2.0
401,2017-02-05,7.5,0.0,1.3
402,2017-02-06,0.0,6.7,4.0
403,2017-02-07,0.0,3.7,1.7
404,2017-02-08,0.0,6.8,2.1
405,2017-02-09,3.5,1.6,2.9
406,2017-02-10,0.0,7.6,4.2
407,2017-02-11,0.0,7.8,3.4
408,2017-02-12,0.0,8.5,2.6
409,2017-02-13,0.0,8.4,2.3
410,2017-02-14,0.0,6.2,2.5
411,2017-02-15,0.0,10.3,2.3
412,2017-02-16,0.0,8.7,2.0
413,2017-02-17,0.0,0.6,1.2
414,2017-02-18,0.0,1.8,2.6
415,2017-02-19,0.0,9.9,2.3
416,2017-02-20,7.0,0.0,2.7
417,2017-02-21,0.0,8.1,2.3
418,2017-02-22,3.5,3.6,2.0
419,2017-02-23,9.5,3.0,2.9
420,2017-02-24,0.0,6.8,2.3
421,2017-02-25,0.0,5.4,2.7
422,2017-02-26,0.0,3.9,2.0
423,2017-02-27,0.0,8.6,2.0
424,2017-02-28,0.0,10.8,2.1
425,2017-03-01,0.0,4.5,1.9
426,2017-03-02,1.0,4.0,3.2
427,2017-03-03,0.0,6.5,2.0
428,2017-03-04,0.0,9.4,1.9
429,2017-03-05,0.0,4.2,1.6
430,2017-03-06,0.0,2.7,2.8
431,2017-03-07,0.0,7.0,3.8
432,2017-03-08,0.0,5.0,2.8
433,2017-03-09,0.0,5.4,2.7
434,2017-03-10,0.0,9.7,3.0
435,2017-03-11,0.0,10.2,2.3
436,2017-03-12,0.0,10.8,1.9
437,2017-03-13,0.0,1.7,1.7
438,2017-03-14,0.0,4.0,1.9
439,2017-03-15,0.0,6.9,3.2
440,2017-03-16,0.0,6.5,2.1
441,2017-03-17,0.0,10.6,2.4
442,2017-03-18,0.0,5.1,1.7
443,2017-03-19,0.0,10.6,2.2
444,2017-03-20,7.0,6.5,2.4
445,2017-03-21,11.0,2.0,2.6
446,2017-03-22,0.0,9.4,2.4
447,2017-03-23,0.0,3.5,1.8
448,2017-03-24,0.0,8.8,2.3
449,2017-03-25,0.0,3.7,2.3
450,2017-03-26,0.5,6.5,2.1
451,2017-03-27,4.0,4.0,2.2
452,2017-03-28,0.5,6.2,2.2
453,2017-03-29,0.0,5.5,2.2
454,2017-03-30,0.0,6.8,1.8
455,2017-03-31,22.5,0.0,1.4
456,2017-04-01,0.0,7.1,1.8
457,2017-04-02,0.0,5.8,2.2
458,2017-04-03,0.0,11.7,3.3
459,2017-04-04,0.0,11.2,2.4
460,2017-04-05,0.0,3.5,1.8
461,2017-04-06,6.5,0.5,1.5
462,2017-04-07,8.0,0.0,0.9
463,2017-04-08,0.0,0.0,0.5
464,2017-04-09,2.0,0.4,1.5
465,2017-04-10,0.0,0.0,2.7
466,2017-04-11,3.5,0.1,4.0
467,2017-04-12,0.0,2.6,1.9
468,2017-04-13,0.0,11.9,3.3
469,2017-04-14,0.0,11.8,2.5
470,2017-04-15,0.0,4.9,2.3
471,2017-04-16,0.0,11.6,1.9
472,2017-04-17,34.0,0.0,1.5
473,2017-04-18,4.5,7.4,3.2
474,2017-04-19,0.0,12.1,3.6
475,2017-04-20,0.0,3.5,1.8
476,2017-04-21,0.0,4.3,1.7
477,2017-04-22,0.0,9.6,1.9
478,2017-04-23,0.0,12.3,2.1
479,2017-04-24,0.0,10.2,2.4
480,2017-04-25,0.0,8.3,2.1
481,2017-04-26,16.0,0.0,1.4
482,2017-04-27,0.0,6.1,2.0
483,2017-04-28,0.0,12.4,3.0
484,2017-04-29,0.5,9.1,3.1
485,2017-04-30,0.0,12.2,3.0
486,2017-05-01,0.0,7.3,2.5
487,2017-05-02,0.0,11.9,2.2
488,2017-05-03,0.0,5.2,2.3
489,2017-05-04,0.0,9.3,2.2
490,2017-05-05,0.0,9.6,1.7
491,2017-05-06,0.0,1.0,1.4
492,2017-05-07,0.0,11.0,3.3
493,2017-05-08,0.0,9.8,2.8
494,2017-05-09,11.5,0.0,1.9
495,2017-05-10,0.0,1.4,2.3
496,2017-05-11,0.0,12.0,3.5
497,2017-05-12,5.0,2.3,1.6
498,2017-05-13,8.0,4.2,1.9
499,2017-05-14,0.0,12.0,2.5
500,2017-05-15,0.0,5.4,2.6
501,2017-05-16,0.0,2.3,1.5
502,2017-05-17,0.0,4.8,1.8
503,2017-05-18,0.0,13.0,2.1
504,2017-05-19,0.0,13.3,2.1
505,2017-05-20,0.0,12.9,2.3
506,2017-05-21,0.0,8.8,1.8
507,2017-05-22,0.0,12.8,2.0
508,2017-05-23,0.0,11.5,1.9
509,2017-05-24,17.5,0.0,0.9
510,2017-05-25,8.5,7.1,1.4
511,2017-05-26,0.0,8.7,2.6
512,2017-05-27,0.0,9.3,2.3
513,2017-05-28,0.0,13.3,2.1
514,2017-05-29,0.0,12.8,2.0
515,2017-05-30,0.0,11.2,1.7
516,2017-05-31,9.0,2.7,1.6
