Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,solar_radiation,avg_wind_speed,avg_local_pressure,avg_sea_pressure,cloud_cover
61,2016-03-02,2.8,7.7,-0.4,3.6,11.71,2.5,1022.8,1025.0,6.0
62,2016-03-03,5.3,11.9,0.5,3.3,9.3,2.5,1024.0,1026.2,7.7
63,2016-03-04,8.7,17.7,1.0,10.1,18.3,2.5,1026.9,1029.1,4.0
64,2016-03-05,13.4,19.5,7.3,7.3,14.75,4.5,1025.8,1027.9,3.3
65,2016-03-06,17.3,21.1,14.2,4.8,10.86,6.0,1019.6,1021.7,10.0
66,2016-03-07,13.0,17.3,9.8,1.0,7.1,2.0,1015.4,1017.5,5.7
67,2016-03-08,11.6,16.2,9.5,0.6,6.61,2.1,1015.7,1017.8,10.0
68,2016-03-09,6.2,10.3,3.9,0.0,2.09,3.6,1015.1,1017.3,10.0
69,2016-03-10,5.3,8.5,3.1,0.6,8.86,4.1,1017.6,1019.8,9.3
70,2016-03-11,5.0,9.8,1.0,9.0,19.07,2.6,1018.4,1020.6,7.7
71,2016-03-12,4.5,10.3,0.2,8.4,19.61,2.4,1021.8,1024.0,1.7
72,2016-03-13,5.5,11.4,-0.2,1.4,11.47,1.9,1021.7,1023.9,10.0
73,2016-03-14,6.0,8.5,4.1,0.0,6.53,3.4,1014.3,1016.4,7.7
74,2016-03-15,6.2,10.3,1.7,6.2,15.82,3.4,1018.6,1020.8,4.3
75,2016-03-16,7.4,16.8,-0.5,5.7,15.06,2.8,1020.7,1022.8,9.7
76,2016-03-17,10.8,19.6,2.9,10.9,21.74,2.6,1020.2,1022.3,2.0
77,2016-03-18,12.8,19.2,5.8,3.2,9.33,3.5,1014.6,1016.7,10.0
78,2016-03-19,12.1,14.5,9.2,0.0,3.7,2.7,1008.0,1010.1,10.0
79,2016-03-20,9.3,12.5,7.0,1.0,9.61,3.5,1015.1,1017.2,10.0
80,2016-03-21,7.3,11.8,2.7,7.5,19.84,3.3,1019.4,1021.5,4.0
81,2016-03-22,8.6,16.9,0.3,11.0,22.39,2.6,1015.9,1018.0,2.3
82,2016-03-23,8.7,14.1,5.6,3.9,12.84,3.0,1014.8,1016.9,10.0
83,2016-03-24,6.6,11.1,3.4,2.8,12.97,3.3,1017.4,1019.6,9.3
84,2016-03-25,5.2,9.0,2.6,4.5,15.27,2.9,1020.2,1022.4,8.0
85,2016-03-26,6.0,11.9,1.1,9.7,22.65,2.8,1019.6,1021.7,2.7
86,2016-03-27,8.1,16.0,0.5,10.6,22.61,2.4,1017.1,1019.2,4.3
87,2016-03-28,9.4,14.9,5.2,8.7,20.68,2.5,1018.7,1020.8,4.0
88,2016-03-29,11.1,18.6,2.8,8.8,19.46,2.6,1020.8,1023.0,7.3
89,2016-03-30,12.9,19.0,8.6,1.5,10.16,2.4,1018.3,1020.4,9.3
90,2016-03-31,13.2,21.2,6.3,10.0,20.2,2.3,1016.6,1018.7,8.0
91,2016-04-01,14.4,20.6,6.7,2.9,11.22,2.1,1014.3,1016.4,8.7
92,2016-04-02,16.9,23.5,10.8,8.4,19.85,3.7,1018.7,1020.8,5.0
93,2016-04-03,18.3,20.8,15.0,0.7,9.29,6.0,1017.3,1019.3,9.7
94,2016-04-04,12.0,16.7,9.8,0.0,3.35,3.0,1008.2,1010.3,10.0
95,2016-04-05,11.6,16.7,7.7,7.6,19.23,2.0,1013.3,1015.4,5.0
96,2016-04-06,12.8,20.8,5.2,9.1,21.73,2.1,1017.3,1019.4,7.7
97,2016-04-07,14.2,17.8,10.7,0.0,2.11,4.2,1006.7,1008.8,10.0
98,2016-04-08,13.7,16.8,10.6,2.1,11.79,2.1,1011.7,1013.8,6.7
99,2016-04-09,15.8,23.8,8.2,11.0,22.8,2.7,1012.5,1014.5,8.0
100,2016-04-10,14.5,20.9,10.4,0.0,12.44,2.5,1009.6,1011.7,10.0
101,2016-04-11,8.0,13.0,5.0,3.2,15.34,4.9,1017.3,1019.4,7.7
102,2016-04-12,10.5,16.8,2.2,9.8,23.33,3.1,1018.8,1021.0,6.7
103,2016-04-13,16.2,21.5,12.7,3.4,13.92,6.0,1010.4,1012.5,10.0
104,2016-04-14,15.3,22.0,12.0,6.5,19.99,2.9,1006.1,1008.2,7.3
105,2016-04-15,11.7,15.1,7.3,9.6,24.31,4.2,1018.1,1020.2,2.7
106,2016-04-16,16.5,26.4,5.3,11.0,22.81,5.0,1016.0,1018.1,7.0
107,2016-04-17,19.8,26.6,12.9,7.7,19.64,7.9,1003.8,1005.8,7.3
108,2016-04-18,13.6,17.3,10.2,0.6,10.37,2.6,1012.5,1014.6,10.0
109,2016-04-19,11.9,18.0,6.9,6.1,17.67,2.6,1019.7,1021.8,8.3
110,2016-04-20,15.2,24.0,6.2,10.2,24.16,3.4,1021.0,1023.1,5.0
111,2016-04-21,16.6,20.3,14.4,0.2,5.04,4.7,1008.8,1010.8,10.0
112,2016-04-22,14.6,16.0,12.2,0.9,5.08,2.3,1007.0,1009.1,8.0
113,2016-04-23,16.1,23.7,10.9,6.9,19.47,2.8,1009.7,1011.7,7.3
114,2016-04-24,14.5,19.8,11.6,4.7,17.19,2.4,1012.4,1014.5,7.7
115,2016-04-25,15.9,21.9,10.1,8.5,21.34,2.1,1016.1,1018.2,10.0
116,2016-04-26,18.2,24.7,11.9,12.1,25.78,2.8,1014.6,1016.6,5.7
117,2016-04-27,17.9,24.5,13.4,3.6,13.58,1.9,1008.5,1010.5,10.0
118,2016-04-28,13.2,16.2,11.7,0.0,3.83,3.7,998.7,1000.8,10.0
119,2016-04-29,11.7,15.3,7.8,5.1,17.42,4.5,1007.7,1009.8,6.7
120,2016-04-30,13.6,20.4,5.7,6.2,16.51,2.1,1012.6,1014.7,10.0
121,2016-05-01,16.5,22.8,11.9,3.6,17.94,2.5,1014.3,1016.4,5.7
122,2016-05-02,19.7,30.0,10.6,11.8,25.81,2.7,1015.8,1017.8,5.3
123,2016-05-03,22.2,25.0,18.7,2.8,14.1,10.1,1006.6,1008.6,10.0
124,2016-05-04,20.8,25.2,15.2,11.5,27.49,5.6,1003.0,1005.0,4.0
125,2016-05-05,17.8,21.7,13.6,11.0,25.54,3.3,1013.5,1015.5,7.7
126,2016-05-06,16.9,23.6,11.8,0.3,8.89,5.2,1012.0,1014.0,10.0
127,2016-05-07,17.2,20.5,13.4,2.7,9.75,3.5,1009.5,1011.6,10.0
128,2016-05-08,15.7,21.3,10.4,11.5,25.28,2.9,1016.4,1018.5,7.0
129,2016-05-09,18.0,23.0,13.3,0.0,8.85,3.0,1011.3,1013.3,10.0
130,2016-05-10,19.0,23.5,16.2,0.2,6.89,2.2,1003.3,1005.3,10.0
131,2016-05-11,16.2,22.2,13.6,0.0,2.02,2.7,1002.6,1004.7,10.0
132,2016-05-12,16.5,21.8,13.4,10.4,26.28,2.3,1013.8,1015.9,2.7
133,2016-05-13,19.4,27.3,13.2,12.0,28.14,2.8,1017.3,1019.3,6.7
134,2016-05-14,18.3,22.8,15.1,5.7,20.61,2.6,1021.3,1023.4,6.7
135,2016-05-15,21.6,27.6,14.7,11.8,26.66,4.7,1015.3,1017.4,7.3
136,2016-05-16,19.9,26.6,12.2,9.0,24.23,7.5,1008.6,1010.7,10.0
137,2016-05-17,14.8,19.3,11.0,5.5,18.0,3.1,1013.4,1015.5,6.0
138,2016-05-18,17.2,23.2,12.7,11.4,28.83,2.4,1016.9,1018.9,0.3
139,2016-05-19,19.8,27.1,13.1,11.3,23.93,2.1,1017.0,1019.1,10.0
140,2016-05-20,20.4,27.9,15.2,12.8,27.73,2.6,1015.8,1017.9,2.7
141,2016-05-21,18.4,23.1,14.3,12.9,26.87,2.8,1016.0,1018.1,4.0
142,2016-05-22,19.8,25.1,15.0,13.2,27.97,2.4,1015.5,1017.6,1.0
143,2016-05-23,21.3,29.5,14.5,11.4,27.35,2.5,1013.4,1015.5,4.3
144,2016-05-24,24.5,32.2,16.1,8.7,23.26,5.3,1009.2,1011.2,9.7
145,2016-05-25,23.9,25.7,21.9,0.1,7.39,5.4,1009.5,1011.5,10.0
146,2016-05-26,24.7,29.7,20.1,2.5,17.79,4.0,1007.9,1009.9,10.0
147,2016-05-27,20.6,24.2,18.0,6.3,20.15,3.0,1008.1,1010.1,4.0
148,2016-05-28,20.2,24.5,17.3,2.4,11.73,1.6,1006.9,1008.9,6.7
149,2016-05-29,21.3,30.9,14.8,8.0,22.65,2.5,1004.0,1006.0,9.3
150,2016-05-30,19.2,21.3,17.2,0.0,7.62,1.5,1002.9,1004.9,10.0
151,2016-05-31,22.1,28.2,18.2,9.1,26.26,2.7,1004.2,1006.2,10.0
152,2016-06-01,18.6,21.9,16.1,10.6,27.38,3.5,1005.0,1007.1,9.7
153,2016-06-02,17.5,21.9,13.7,12.2,29.18,4.3,1007.4,1009.4,2.7
154,2016-06-03,19.3,26.5,11.4,13.8,30.61,2.4,1010.6,1012.6,1.0
155,2016-06-04,21.6,26.6,16.0,2.4,15.55,3.8,1010.5,1012.5,10.0
156,2016-06-05,20.0,25.8,16.9,5.7,20.67,2.4,1010.0,1012.0,6.0
157,2016-06-06,21.6,25.8,16.5,9.1,23.52,2.6,1012.0,1014.1,10.0
158,2016-06-07,22.7,26.2,19.4,0.1,7.37,3.7,1010.7,1012.7,10.0
159,2016-06-08,24.5,30.2,17.9,10.1,26.34,2.8,1009.1,1011.1,8.7
160,2016-06-09,21.8,24.0,19.5,0.6,7.3,2.4,1009.2,1011.2,8.0
161,2016-06-10,21.9,26.2,18.2,9.4,25.22,2.5,1011.8,1013.8,3.7
162,2016-06-11,25.7,32.1,18.6,8.4,23.17,3.4,1011.4,1013.4,10.0
163,2016-06-12,24.6,29.6,20.2,2.5,14.44,3.3,1007.1,1009.1,10.0
164,2016-06-13,21.2,23.1,20.1,0.0,6.92,3.1,998.2,1000.2,10.0
165,2016-06-14,23.1,28.0,20.1,6.4,23.14,2.6,1002.2,1004.2,5.7
166,2016-06-15,25.4,30.8,19.3,6.2,19.95,4.6,1004.5,1006.5,8.7
167,2016-06-16,23.7,27.1,20.5,0.0,7.73,4.6,1000.1,1002.1,10.0
168,2016-06-17,22.5,26.6,19.6,3.7,18.24,2.6,1005.7,1007.7,7.3
169,2016-06-18,23.5,29.4,18.5,10.7,27.04,2.3,1012.4,1014.4,8.3
170,2016-06-19,22.0,26.5,19.7,0.3,8.85,3.8,1009.4,1011.4,10.0
171,2016-06-20,24.6,29.5,20.4,5.3,19.58,2.2,1006.5,1008.5,8.7
172,2016-06-21,24.8,30.0,21.4,8.4,24.94,2.6,1005.2,1007.2,7.0
173,2016-06-22,24.8,29.1,22.5,2.8,17.42,2.1,1005.5,1007.5,10.0
174,2016-06-23,22.3,24.7,19.1,0.5,11.48,3.0,1003.2,1005.2,8.7
175,2016-06-24,21.8,24.1,18.2,0.1,7.47,2.8,1001.4,1003.4,10.0
176,2016-06-25,22.3,27.3,19.2,0.6,8.33,3.0,1000.9,1002.9,10.0
177,2016-06-26,21.0,26.7,18.5,5.2,14.43,2.2,1007.3,1009.3,5.7
178,2016-06-27,23.1,29.7,17.1,9.2,24.73,2.3,1010.8,1012.8,7.0
179,2016-06-28,20.2,23.3,17.7,0.1,7.64,1.9,1009.7,1011.7,10.0
180,2016-06-29,23.0,28.3,19.4,2.3,15.87,1.9,1010.9,1012.9,10.0
181,2016-06-30,24.3,27.2,22.5,0.0,8.63,1.7,1010.7,1012.7,10.0
182,2016-07-01,26.7,32.5,21.4,10.7,26.88,2.4,1010.5,1012.5,6.3
183,2016-07-02,29.4,35.3,25.0,6.6,21.92,4.2,1007.6,1009.5,9.3
184,2016-07-03,26.5,29.3,23.9,0.1,6.82,2.5,1008.3,1010.3,8.3
185,2016-07-04,24.5,27.9,21.9,0.0,7.91,1.8,1011.9,1013.9,10.0
186,2016-07-05,27.7,33.4,22.6,4.6,21.22,2.1,1013.9,1015.8,9.7
187,2016-07-06,28.9,33.6,25.3,8.3,22.7,3.5,1014.0,1016.0,8.3
188,2016-07-07,26.9,31.6,24.1,5.0,19.66,2.1,1013.7,1015.7,10.0
189,2016-07-08,25.6,29.6,23.0,0.0,8.31,2.0,1011.2,1013.2,10.0
190,2016-07-09,23.9,26.2,22.3,0.0,7.48,1.6,1005.3,1007.3,10.0
191,2016-07-10,25.6,31.6,21.1,10.9,26.4,2.2,1003.5,1005.5,9.3
192,2016-07-11,25.8,31.5,21.0,11.9,26.74,2.5,1004.6,1006.6,9.3
193,2016-07-12,25.9,29.8,21.7,0.3,10.02,2.7,1003.9,1005.9,10.0
194,2016-07-13,26.9,31.8,24.3,1.1,13.2,2.9,999.2,1001.2,10.0
195,2016-07-14,25.9,30.9,22.4,4.5,18.72,2.5,997.0,998.9,10.0
196,2016-07-15,22.1,24.7,20.4,0.1,10.36,2.5,999.2,1001.2,9.3
197,2016-07-16,26.1,31.2,21.3,3.7,17.0,2.7,1003.4,1005.4,10.0
198,2016-07-17,25.3,27.1,24.0,0.0,3.98,1.8,1005.2,1007.2,10.0
199,2016-07-18,25.4,29.8,22.4,7.7,22.72,2.5,1007.9,1009.9,3.7
200,2016-07-19,25.3,30.9,21.0,10.4,26.84,2.6,1009.5,1011.5,3.3
201,2016-07-20,25.0,29.5,21.7,9.2,24.52,2.9,1010.6,1012.6,9.0
202,2016-07-21,24.7,29.4,21.7,7.5,23.52,2.6,1010.3,1012.3,9.3
203,2016-07-22,25.0,29.6,21.1,6.8,23.36,2.4,1009.6,1011.6,7.0
204,2016-07-23,26.6,32.7,21.1,9.7,21.3,2.4,1009.7,1011.7,10.0
205,2016-07-24,27.7,32.6,23.1,10.8,24.89,2.8,1011.1,1013.1,10.0
206,2016-07-25,27.0,30.5,24.3,1.3,12.89,2.6,1010.6,1012.6,10.0
207,2016-07-26,23.2,26.3,21.6,0.0,3.04,3.4,1008.0,1010.0,10.0
208,2016-07-27,27.8,33.5,22.7,6.9,22.87,2.2,1006.6,1008.6,9.7
209,2016-07-28,29.7,34.4,25.4,10.9,24.8,3.3,1008.3,1010.2,5.0
210,2016-07-29,29.6,34.7,24.7,13.2,27.2,3.1,1010.0,1011.9,3.7
211,2016-07-30,29.2,35.5,24.7,13.0,26.74,2.6,1010.4,1012.3,2.3
212,2016-07-31,28.8,33.9,24.8,12.7,26.52,2.9,1009.2,1011.2,3.0
213,2016-08-01,28.1,32.5,25.2,7.6,22.04,2.8,1007.6,1009.6,7.3
214,2016-08-02,27.7,32.3,24.9,6.7,19.2,2.8,1006.4,1008.4,9.3
215,2016-08-03,27.5,32.1,24.2,9.6,23.24,2.5,1007.1,1009.1,5.7
216,2016-08-04,27.6,32.7,24.3,8.9,22.98,2.4,1008.1,1010.1,6.3
217,2016-08-05,28.5,34.2,24.5,11.6,24.49,2.5,1008.5,1010.5,1.3
218,2016-08-06,29.2,33.7,24.9,12.3,25.77,2.5,1007.2,1009.2,3.3
219,2016-08-07,30.6,36.2,25.8,12.0,25.18,2.4,1006.0,1008.0,4.0
220,2016-08-08,29.1,33.4,25.9,11.5,25.68,3.3,1003.9,1005.9,3.0
221,2016-08-09,27.7,31.7,24.4,6.2,20.78,2.6,1004.7,1006.6,4.3
222,2016-08-10,25.9,30.6,22.5,10.4,22.87,2.8,1008.1,1010.1,6.0
223,2016-08-11,25.7,31.0,20.6,12.1,24.49,2.6,1008.2,1010.2,7.3
224,2016-08-12,28.2,33.9,22.8,12.6,25.49,2.4,1006.2,1008.2,0.7
225,2016-08-13,29.4,35.5,24.5,11.5,24.07,2.8,1004.7,1006.6,4.0
226,2016-08-14,28.9,34.5,24.7,5.5,17.6,2.3,1002.1,1004.1,6.3
227,2016-08-15,26.3,30.4,24.5,3.5,8.82,2.4,1000.0,1002.0,6.0
228,2016-08-16,28.1,33.0,24.9,4.1,17.57,2.4,998.9,1000.9,9.3
229,2016-08-17,27.7,32.0,25.3,3.9,16.1,2.8,999.9,1001.9,9.3
230,2016-08-18,28.2,32.5,25.2,6.0,17.35,2.2,1004.0,1006.0,6.7
231,2016-08-19,28.9,33.4,25.5,11.6,23.8,2.7,1004.7,1006.6,3.0
232,2016-08-20,28.4,33.1,25.3,6.0,19.89,2.5,1002.7,1004.6,8.3
233,2016-08-21,29.1,35.5,25.1,8.3,19.56,2.3,1002.7,1004.6,4.0
234,2016-08-22,28.5,32.9,25.3,5.6,17.46,3.2,1001.1,1003.1,9.0
235,2016-08-23,27.9,31.7,24.8,12.3,25.3,3.4,1004.1,1006.1,4.3
236,2016-08-24,27.3,31.9,23.8,4.1,16.28,1.8,1005.3,1007.3,10.0
237,2016-08-25,29.9,34.6,25.0,11.5,23.04,3.6,1004.2,1006.2,3.0
238,2016-08-26,27.5,33.3,23.9,4.1,15.4,2.7,1003.2,1005.1,10.0
239,2016-08-27,24.2,28.6,21.7,3.4,17.1,4.2,1003.9,1005.9,10.0
240,2016-08-28,23.4,26.4,20.6,1.9,7.37,1.4,998.3,1000.3,10.0
241,2016-08-29,24.6,30.2,21.1,0.8,6.88,1.9,990.0,991.9,10.0
242,2016-08-30,22.0,25.7,20.3,2.2,10.35,3.0,989.7,991.7,8.7
243,2016-08-31,27.1,32.3,23.1,11.5,24.79,5.4,996.0,998.0,2.0
244,2016-09-01,25.6,32.5,20.9,8.8,20.81,2.6,1006.3,1008.3,7.3
245,2016-09-02,25.9,32.5,19.9,10.0,20.58,2.4,1009.2,1011.2,8.3
246,2016-09-03,27.2,33.3,21.7,7.3,16.53,2.0,1010.2,1012.2,7.0
247,2016-09-04,29.4,34.5,24.4,10.3,22.25,2.9,1010.9,1012.9,5.3
248,2016-09-05,27.4,31.5,24.9,3.0,11.61,3.1,1009.6,1011.6,9.7
249,2016-09-06,26.6,30.3,24.5,3.6,14.09,2.3,1007.1,1009.1,8.7
250,2016-09-07,27.1,31.1,23.9,5.7,17.67,2.1,1003.0,1005.0,9.3
251,2016-09-08,24.1,26.7,21.7,0.4,6.4,2.6,1000.4,1002.4,9.7
252,2016-09-09,22.9,27.3,19.7,3.1,13.14,2.0,1007.2,1009.2,8.0
253,2016-09-10,23.0,27.8,18.9,7.1,18.96,2.6,1011.1,1013.1,7.7
254,2016-09-11,24.6,29.2,21.2,5.0,15.72,2.2,1012.8,1014.8,7.7
255,2016-09-12,24.7,28.9,21.4,1.4,10.19,1.9,1013.8,1015.8,10.0
256,2016-09-13,23.5,26.1,21.9,0.0,5.78,2.4,1013.2,1015.2,10.0
257,2016-09-14,23.9,29.0,21.0,5.5,16.99,2.3,1014.9,1016.9,10.0
258,2016-09-15,23.3,27.0,21.0,2.3,12.88,2.3,1014.3,1016.3,10.0
259,2016-09-16,23.5,27.8,20.6,0.4,9.52,1.7,1013.6,1015.6,10.0
260,2016-09-17,23.6,28.1,21.7,0.0,6.49,1.8,1011.4,1013.4,10.0
261,2016-09-18,22.5,25.0,21.5,0.0,4.14,2.1,1006.4,1008.4,10.0
262,2016-09-19,21.2,23.5,19.7,0.0,6.21,2.6,1006.9,1008.9,10.0
263,2016-09-20,19.1,20.1,18.0,0.0,1.25,2.5,1005.7,1007.7,10.0
264,2016-09-21,21.8,25.2,19.6,0.4,9.13,1.7,1014.8,1016.8,10.0
265,2016-09-22,21.9,25.0,20.6,0.9,6.03,1.6,1014.4,1016.4,10.0
266,2016-09-23,21.0,23.8,18.5,1.3,7.69,2.6,1014.3,1016.3,8.0
267,2016-09-24,21.6,26.3,16.8,5.4,13.3,1.5,1014.8,1016.9,8.3
268,2016-09-25,25.2,31.2,20.7,5.9,15.96,1.9,1015.5,1017.5,9.7
269,2016-09-26,23.7,26.3,22.1,0.0,5.29,1.9,1016.7,1018.7,10.0
270,2016-09-27,26.7,33.2,21.5,7.8,16.98,2.3,1014.5,1016.5,8.3
271,2016-09-28,24.3,25.9,23.1,0.0,3.8,1.7,1011.3,1013.3,10.0
272,2016-09-29,21.2,23.3,18.5,0.0,5.87,3.2,1012.4,1014.4,10.0
273,2016-09-30,19.6,24.5,15.5,5.0,14.52,1.9,1014.3,1016.4,9.0
274,2016-10-01,20.9,26.5,17.4,3.9,12.85,2.1,1015.7,1017.7,9.7
275,2016-10-02,24.2,29.2,20.8,8.8,17.81,2.0,1015.3,1017.3,3.0
276,2016-10-03,24.6,28.4,21.9,0.0,4.47,2.7,1009.8,1011.8,8.3
277,2016-10-04,22.7,27.7,20.1,2.7,11.94,2.8,1014.1,1016.1,10.0
278,2016-10-05,24.1,29.9,18.8,2.0,7.82,6.0,1009.3,1011.3,10.0
279,2016-10-06,21.3,25.3,18.5,5.2,13.45,3.1,1016.6,1018.7,5.7
280,2016-10-07,20.0,25.8,14.2,10.6,18.42,2.1,1020.5,1022.5,6.0
281,2016-10-08,24.6,27.6,20.3,0.3,6.74,3.7,1009.9,1011.9,10.0
282,2016-10-09,18.7,22.8,15.9,0.4,5.25,3.0,1010.6,1012.7,7.7
283,2016-10-10,16.9,20.8,13.4,8.1,16.65,3.8,1016.1,1018.2,8.0
284,2016-10-11,15.8,20.6,12.0,2.8,10.38,1.7,1016.0,1018.1,9.7
285,2016-10-12,15.5,21.1,11.7,4.6,10.69,2.5,1017.3,1019.4,8.0
286,2016-10-13,14.5,19.6,10.8,4.7,12.71,2.4,1020.4,1022.5,9.7
287,2016-10-14,14.7,21.6,10.1,8.4,16.09,2.2,1022.6,1024.7,3.3
288,2016-10-15,15.8,23.3,9.6,10.6,17.58,2.3,1024.9,1027.0,1.3
289,2016-10-16,19.2,26.2,10.8,7.4,15.78,4.2,1021.7,1023.7,7.7
290,2016-10-17,20.7,27.3,16.5,1.6,9.5,2.4,1015.1,1017.1,7.7
291,2016-10-18,21.1,26.0,18.7,4.2,12.33,2.0,1016.0,1018.1,9.0
292,2016-10-19,21.1,27.0,17.8,6.8,14.99,1.8,1014.3,1016.3,7.0
293,2016-10-20,19.7,24.6,15.6,7.2,13.71,3.0,1015.5,1017.6,7.3
