Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight
49,2016-02-19,3.5,7.4,-1.4,2.4
50,2016-02-20,1.2,3.7,-2.5,0.0
51,2016-02-21,1.7,6.6,-2.3,4.3
52,2016-02-22,-2.0,2.3,-5.3,3.9
53,2016-02-23,-0.2,4.3,-5.4,0.5
54,2016-02-24,-3.5,0.4,-5.7,4.0
55,2016-02-25,-3.8,0.1,-7.7,3.7
56,2016-02-26,-3.3,0.9,-8.7,6.8
57,2016-02-27,-2.3,2.0,-7.0,6.6
58,2016-02-28,-2.0,1.2,-4.9,3.6
59,2016-02-29,3.1,8.1,-2.7,2.1
60,2016-03-01,-2.5,0.4,-5.2,3.9
61,2016-03-02,-2.3,1.5,-5.3,3.7
62,2016-03-03,-0.5,4.8,-7.3,2.4
63,2016-03-04,-0.9,5.9,-4.9,8.4
64,2016-03-05,-1.6,4.5,-7.5,8.7
65,2016-03-06,5.3,16.2,-3.9,0.6
66,2016-03-07,9.9,15.8,3.2,7.7
67,2016-03-08,7.2,13.5,1.7,4.7
68,2016-03-09,1.0,4.5,-3.1,3.0
69,2016-03-10,-1.0,3.4,-5.3,6.1
70,2016-03-11,-2.2,3.5,-7.9,5.4
71,2016-03-12,-1.5,4.9,-7.1,5.9
72,2016-03-13,0.3,7.6,-8.6,5.4
73,2016-03-14,2.4,9.8,-3.2,4.3
74,2016-03-15,1.9,5.4,-1.6,5.4
75,2016-03-16,6.7,10.3,0.4,6.2
76,2016-03-17,8.6,15.7,-0.2,9.2
77,2016-03-18,8.4,18.7,-1.4,2.8
78,2016-03-19,10.9,16.6,5.3,0.2
79,2016-03-20,4.4,8.7,-0.5,1.9
80,2016-03-21,1.2,5.8,-5.8,5.1
81,2016-03-22,4.3,8.5,0.1,1.4
82,2016-03-23,1.8,5.9,-2.8,6.2
83,2016-03-24,-0.6,4.5,-4.2,2.5
84,2016-03-25,0.7,5.5,-4.0,5.3
85,2016-03-26,1.8,7.0,-3.9,3.4
86,2016-03-27,3.0,12.2,-6.1,8.2
87,2016-03-28,3.8,12.9,-4.6,8.2
88,2016-03-29,4.7,14.0,-3.6,9.6
89,2016-03-30,8.0,16.8,0.9,6.4
90,2016-03-31,5.9,12.6,-1.7,9.7
91,2016-04-01,2.1,5.8,-4.5,1.3
92,2016-04-02,4.3,9.0,-0.6,2.7
93,2016-04-03,10.3,16.9,-0.5,2.3
94,2016-04-04,2.0,6.3,-1.5,0.2
95,2016-04-05,7.4,16.0,-3.4,10.1
96,2016-04-06,7.1,13.4,-2.0,8.9
97,2016-04-07,5.7,14.4,-2.6,0.0
98,2016-04-08,8.9,13.6,2.3,1.6
99,2016-04-09,10.0,17.4,0.8,8.6
100,2016-04-10,3.9,12.8,-0.8,1.5
101,2016-04-11,1.6,5.0,-0.3,3.0
102,2016-04-12,4.3,10.6,-1.4,8.9
103,2016-04-13,9.7,19.1,-1.3,3.1
104,2016-04-14,11.4,16.4,7.7,2.1
105,2016-04-15,6.7,10.2,4.4,4.1
106,2016-04-16,8.4,14.4,2.4,4.3
107,2016-04-17,11.4,20.2,2.4,1.5
108,2016-04-18,12.1,15.3,9.4,6.6
109,2016-04-19,8.8,13.0,4.1,3.5
110,2016-04-20,9.7,15.6,4.0,5.5
111,2016-04-21,13.6,19.2,4.6,1.2
112,2016-04-22,10.5,15.4,5.5,2.8
113,2016-04-23,12.1,22.5,1.7,6.5
114,2016-04-24,10.9,18.4,1.8,10.4
115,2016-04-25,7.6,17.7,-1.3,11.1
116,2016-04-26,9.4,20.1,0.9,5.7
117,2016-04-27,6.7,11.7,0.7,3.9
118,2016-04-28,7.5,9.3,5.4,0.0
119,2016-04-29,5.3,8.4,3.3,0.2
120,2016-04-30,6.1,12.1,-0.2,7.6
121,2016-05-01,4.7,9.9,-0.4,0.6
122,2016-05-02,9.5,16.5,-0.1,7.7
123,2016-05-03,20.5,29.6,8.6,10.1
124,2016-05-04,17.2,21.8,10.5,4.3
125,2016-05-05,13.9,16.1,11.4,1.5
126,2016-05-06,13.8,18.6,7.2,3.5
127,2016-05-07,16.1,21.2,10.4,6.1
128,2016-05-08,13.9,20.4,4.4,9.7
129,2016-05-09,13.0,23.2,0.6,10.8
130,2016-05-10,11.4,16.8,8.1,0.7
131,2016-05-11,11.8,16.4,9.6,0.0
132,2016-05-12,13.3,17.8,6.6,6.5
133,2016-05-13,17.0,27.7,4.5,11.4
134,2016-05-14,11.5,16.6,2.0,11.0
135,2016-05-15,9.2,18.8,-0.7,11.7
136,2016-05-16,15.3,25.5,1.6,11.6
137,2016-05-17,14.1,20.1,6.6,3.4
138,2016-05-18,16.5,25.3,6.0,12.2
139,2016-05-19,13.2,22.0,4.5,12.3
140,2016-05-20,13.0,22.8,5.3,12.1
141,2016-05-21,14.6,23.2,5.7,10.8
142,2016-05-22,18.0,28.0,8.5,12.4
143,2016-05-23,18.7,30.2,6.4,11.8
144,2016-05-24,15.2,19.9,9.4,4.3
145,2016-05-25,18.4,23.5,13.8,2.5
146,2016-05-26,21.0,27.9,14.2,7.1
147,2016-05-27,17.5,23.2,10.2,6.2
148,2016-05-28,16.9,27.7,7.0,11.3
149,2016-05-29,14.6,22.3,6.8,9.1
150,2016-05-30,15.4,19.6,11.7,5.6
151,2016-05-31,17.4,25.8,10.8,4.5
152,2016-06-01,13.1,16.4,10.7,7.7
153,2016-06-02,10.9,14.7,7.6,1.8
154,2016-06-03,13.1,18.8,7.6,6.4
155,2016-06-04,17.5,24.5,6.1,7.2
156,2016-06-05,13.0,18.0,7.4,0.6
157,2016-06-06,13.5,21.6,3.7,11.4
158,2016-06-07,16.4,24.9,8.1,10.1
159,2016-06-08,19.2,27.0,11.7,2.0
160,2016-06-09,18.5,24.2,15.7,0.1
161,2016-06-10,19.5,25.9,11.5,12.5
162,2016-06-11,17.1,26.2,9.5,12.3
163,2016-06-12,19.1,25.8,10.5,8.0
164,2016-06-13,17.0,19.6,15.4,0.0
165,2016-06-14,15.1,16.5,13.9,0.0
166,2016-06-15,15.8,18.2,14.0,0.0
167,2016-06-16,16.7,19.8,14.1,0.0
168,2016-06-17,19.0,24.5,15.6,2.5
169,2016-06-18,19.9,25.7,13.4,11.1
170,2016-06-19,17.3,21.6,12.4,6.6
171,2016-06-20,20.0,25.9,16.9,4.0
172,2016-06-21,17.7,23.0,12.8,2.2
173,2016-06-22,14.9,18.9,12.9,0.1
174,2016-06-23,13.6,14.8,12.5,0.0
175,2016-06-24,15.8,18.2,13.8,0.0
176,2016-06-25,20.2,24.5,15.7,1.2
177,2016-06-26,18.2,21.1,15.6,2.0
178,2016-06-27,17.5,22.0,13.1,3.4
179,2016-06-28,17.0,23.6,12.4,0.4
180,2016-06-29,18.5,25.6,11.1,12.6
181,2016-06-30,20.9,28.1,13.1,5.5
182,2016-07-01,21.7,28.3,16.3,6.6
183,2016-07-02,23.1,29.5,16.7,2.0
184,2016-07-03,23.7,28.0,21.7,5.7
185,2016-07-04,21.0,26.9,13.9,7.8
186,2016-07-05,15.4,20.1,13.4,3.3
187,2016-07-06,15.8,18.5,13.9,0.0
188,2016-07-07,15.0,16.9,13.6,0.1
189,2016-07-08,19.6,26.9,14.5,9.1
190,2016-07-09,20.3,27.4,15.9,0.5
191,2016-07-10,21.5,27.0,16.9,4.0
192,2016-07-11,19.7,27.0,13.0,7.7
193,2016-07-12,19.1,27.1,11.5,11.8
194,2016-07-13,19.6,25.8,12.9,11.4
195,2016-07-14,18.4,19.8,16.4,0.0
196,2016-07-15,16.5,18.0,15.7,0.0
197,2016-07-16,18.7,23.8,15.4,0.7
198,2016-07-17,20.7,23.3,17.4,0.0
199,2016-07-18,21.9,27.3,17.8,3.2
200,2016-07-19,21.4,27.1,17.1,4.6
201,2016-07-20,18.3,20.9,16.4,0.1
202,2016-07-21,17.8,21.8,14.7,5.7
203,2016-07-22,16.8,21.3,11.5,10.3
204,2016-07-23,17.3,21.8,13.7,1.8
205,2016-07-24,17.9,22.0,15.8,5.3
206,2016-07-25,19.3,23.1,14.8,7.9
207,2016-07-26,22.1,28.5,15.9,8.1
208,2016-07-27,21.1,24.2,18.7,0.0
209,2016-07-28,23.3,28.2,20.2,0.1
210,2016-07-29,25.5,33.7,19.4,8.7
211,2016-07-30,24.1,31.3,18.5,3.8
212,2016-07-31,24.1,31.5,20.0,4.3
213,2016-08-01,23.6,28.8,18.7,6.4
214,2016-08-02,22.9,28.6,20.2,3.6
215,2016-08-03,23.8,29.1,19.8,2.8
216,2016-08-04,24.8,31.7,19.1,9.8
217,2016-08-05,26.4,32.6,18.4,10.8
218,2016-08-06,24.4,31.0,20.0,7.6
219,2016-08-07,25.4,32.4,19.1,10.5
220,2016-08-08,25.6,33.6,18.7,10.9
221,2016-08-09,23.6,28.1,21.3,2.5
222,2016-08-10,22.0,27.7,15.3,8.1
223,2016-08-11,19.6,27.4,13.6,10.4
224,2016-08-12,19.8,27.7,12.4,11.3
225,2016-08-13,20.1,26.6,13.8,11.2
226,2016-08-14,19.5,25.1,13.3,9.3
227,2016-08-15,23.3,31.5,16.8,6.8
228,2016-08-16,23.6,28.2,20.6,2.4
229,2016-08-17,22.2,24.7,20.2,0.4
230,2016-08-18,21.7,25.3,18.5,0.4
231,2016-08-19,24.8,30.0,20.4,4.9
232,2016-08-20,24.5,30.4,20.4,2.8
233,2016-08-21,24.0,28.0,22.0,1.1
234,2016-08-22,25.2,30.9,21.3,1.7
235,2016-08-23,24.0,29.9,19.9,5.5
236,2016-08-24,22.1,28.2,16.7,8.6
237,2016-08-25,25.0,31.7,19.2,8.4
238,2016-08-26,22.3,28.2,16.4,0.1
239,2016-08-27,17.6,21.3,16.1,1.9
240,2016-08-28,17.4,19.1,15.8,0.0
241,2016-08-29,21.5,23.9,18.1,0.1
242,2016-08-30,22.8,25.0,20.1,0.0
243,2016-08-31,21.7,27.9,16.8,4.9
244,2016-09-01,21.9,30.1,15.1,8.7
245,2016-09-02,20.9,26.0,17.2,2.8
246,2016-09-03,21.0,24.9,18.6,5.2
247,2016-09-04,21.2,24.0,19.3,0.3
248,2016-09-05,23.6,28.8,19.6,7.9
249,2016-09-06,24.0,29.8,20.1,2.3
250,2016-09-07,21.5,26.1,18.2,1.2
251,2016-09-08,18.3,19.7,17.3,0.0
252,2016-09-09,18.6,22.2,15.8,1.3
253,2016-09-10,20.7,26.7,16.3,7.6
254,2016-09-11,17.8,22.8,14.2,4.3
255,2016-09-12,17.7,20.5,15.3,0.0
256,2016-09-13,17.7,19.1,16.9,0.0
257,2016-09-14,17.9,19.7,16.8,0.0
258,2016-09-15,19.4,25.3,15.5,4.9
259,2016-09-16,18.6,23.7,15.0,2.6
260,2016-09-17,20.0,25.5,15.2,3.1
261,2016-09-18,18.5,21.4,16.6,0.7
262,2016-09-19,16.3,19.9,14.5,1.1
263,2016-09-20,14.2,17.2,11.5,0.2
264,2016-09-21,13.7,20.2,6.9,6.8
265,2016-09-22,15.4,19.0,10.8,0.0
266,2016-09-23,18.0,22.0,15.2,0.1
267,2016-09-24,17.6,23.5,12.3,5.6
268,2016-09-25,19.1,26.3,13.7,5.4
269,2016-09-26,19.3,26.2,14.9,3.0
270,2016-09-27,20.2,25.2,17.0,1.6
271,2016-09-28,20.9,26.1,18.2,1.1
272,2016-09-29,16.1,19.5,10.5,1.5
273,2016-09-30,13.3,20.8,7.1,7.0
274,2016-10-01,14.9,22.4,9.8,7.1
275,2016-10-02,15.3,24.4,8.9,8.3
276,2016-10-03,17.8,27.1,9.2,1.7
277,2016-10-04,18.1,23.7,9.5,8.2
278,2016-10-05,12.5,16.8,6.3,3.6
279,2016-10-06,15.6,20.1,12.2,4.0
280,2016-10-07,11.7,17.2,7.9,8.7
281,2016-10-08,13.8,20.8,7.0,0.0
282,2016-10-09,14.2,19.0,9.5,2.7
283,2016-10-10,9.7,14.9,3.8,4.1
284,2016-10-11,9.6,17.2,3.0,8.0
285,2016-10-12,8.5,14.3,3.9,2.5
286,2016-10-13,7.6,14.3,2.5,4.2
287,2016-10-14,10.3,17.9,2.6,5.0
288,2016-10-15,9.5,19.3,3.3,7.9
289,2016-10-16,10.9,21.8,3.6,8.0
290,2016-10-17,15.7,22.6,8.1,4.6
291,2016-10-18,14.6,22.9,5.8,8.1
292,2016-10-19,9.2,19.2,1.9,8.2
293,2016-10-20,10.4,20.4,3.4,5.6
294,2016-10-21,7.8,11.5,3.7,5.3
295,2016-10-22,8.8,15.5,2.7,4.5
296,2016-10-23,8.5,12.6,5.0,4.0
297,2016-10-24,8.2,13.0,3.7,4.5
298,2016-10-25,8.9,14.2,1.5,3.5
299,2016-10-26,15.3,21.2,7.7,7.5
300,2016-10-27,8.7,11.9,6.9,7.1
301,2016-10-28,8.0,10.9,6.1,1.2
302,2016-10-29,4.7,7.6,1.0,0.1
303,2016-10-30,4.9,10.8,-2.0,5.2
304,2016-10-31,6.7,14.3,-3.4,2.0
305,2016-11-01,3.1,6.7,0.5,0.0
306,2016-11-02,2.0,8.4,-2.5,5.5
307,2016-11-03,4.2,14.1,-2.7,5.5
308,2016-11-04,5.1,8.7,1.0,5.8
309,2016-11-05,11.0,16.0,2.2,2.5
310,2016-11-06,5.1,11.3,2.7,1.7
311,2016-11-07,2.5,8.3,-2.7,7.2
312,2016-11-08,4.9,15.0,-3.7,2.7
313,2016-11-09,2.2,5.5,-0.5,4.2
314,2016-11-10,1.8,4.6,-1.8,2.2
315,2016-11-11,1.2,5.3,-4.0,0.0
316,2016-11-12,4.8,12.8,-0.6,2.4
317,2016-11-13,5.5,16.9,-1.7,4.2
318,2016-11-14,4.6,14.2,-3.0,7.3
319,2016-11-15,9.2,18.1,4.3,3.5
320,2016-11-16,4.2,7.1,2.2,4.0
321,2016-11-17,3.4,5.8,2.1,1.0
322,2016-11-18,3.2,12.4,-3.5,7.3
323,2016-11-19,3.7,12.7,-4.2,0.0
324,2016-11-20,8.5,17.9,1.5,3.1
325,2016-11-21,4.0,9.9,-1.0,5.4
326,2016-11-22,4.0,7.9,-0.5,0.2
327,2016-11-23,-0.8,1.2,-2.6,1.5
328,2016-11-24,-3.5,1.8,-7.3,5.3
329,2016-11-25,0.3,3.1,-7.4,1.7
330,2016-11-26,-0.1,5.8,-5.2,6.0
331,2016-11-27,6.2,9.9,-0.8,0.0
332,2016-11-28,2.8,5.4,0.4,1.9
333,2016-11-29,0.1,3.1,-2.7,2.6
334,2016-11-30,-1.1,3.4,-5.1,2.3
335,2016-12-01,5.6,14.5,-3.0,4.6
336,2016-12-02,2.7,5.2,-0.1,3.4
337,2016-12-03,2.5,9.1,-4.4,7.1
338,2016-12-04,1.7,10.7,-5.1,0.4
339,2016-12-05,4.7,11.3,0.3,2.1
340,2016-12-06,1.4,7.7,-3.5,2.6
341,2016-12-07,-1.9,1.8,-5.1,6.4
342,2016-12-08,-2.0,3.7,-7.1,5.4
343,2016-12-09,2.2,7.7,-5.8,6.1
344,2016-12-10,-0.8,3.7,-3.3,4.6
345,2016-12-11,-3.0,-0.4,-5.1,2.6
346,2016-12-12,-2.5,2.0,-6.3,4.8
347,2016-12-13,1.4,9.0,-4.7,4.9
348,2016-12-14,0.3,1.5,-2.8,0.0
349,2016-12-15,-1.6,1.5,-5.4,2.6
350,2016-12-16,-4.7,-1.2,-9.9,2.7
351,2016-12-17,-1.4,0.8,-3.5,1.8
352,2016-12-18,6.0,8.7,0.7,3.0
353,2016-12-19,3.9,11.0,-3.3,6.8
354,2016-12-20,0.7,8.9,-3.7,2.7
355,2016-12-21,1.6,9.4,-4.0,4.5
356,2016-12-22,2.3,6.2,-3.7,0.0
357,2016-12-23,7.1,12.3,2.3,4.6
358,2016-12-24,-1.5,2.7,-3.9,0.0
359,2016-12-25,-1.8,3.2,-8.5,5.7
360,2016-12-26,1.3,7.9,-8.0,5.2
361,2016-12-27,0.1,4.1,-2.0,0.0
362,2016-12-28,-4.2,-1.0,-7.8,4.2
363,2016-12-29,-2.0,4.2,-8.1,2.4
364,2016-12-30,-2.1,0.2,-4.7,3.7
365,2016-12-31,0.1,3.5,-6.5,4.6
366,2017-01-01,-1.5,4.4,-9.9,2.8
367,2017-01-02,3.0,7.4,0.4,2.3
368,2017-01-03,-0.5,2.1,-5.2,0.5
369,2017-01-04,-1.8,4.0,-6.4,3.1
370,2017-01-05,-2.5,1.0,-6.2,3.1
371,2017-01-06,-3.6,0.5,-7.4,3.8
372,2017-01-07,1.5,4.9,-7.0,3.5
373,2017-01-08,-1.2,2.6,-4.8,6.1
374,2017-01-09,1.1,4.7,-2.6,0.1
375,2017-01-10,-0.5,3.8,-5.3,4.8
376,2017-01-11,-5.3,-3.7,-6.7,1.2
377,2017-01-12,-5.7,-4.2,-6.6,0.6
378,2017-01-13,-5.4,-1.5,-10.7,4.8
379,2017-01-14,-9.5,-4.3,-14.7,0.7
380,2017-01-15,-4.7,-1.3,-11.2,6.9
381,2017-01-16,-1.8,1.0,-4.1,0.0
382,2017-01-17,-3.8,0.6,-9.7,2.5
383,2017-01-18,-3.7,2.9,-9.3,2.1
384,2017-01-19,-1.1,2.9,-7.2,3.3
385,2017-01-20,-3.1,1.1,-8.5,3.1
386,2017-01-21,-4.1,-0.6,-12.8,0.1
387,2017-01-22,-3.7,4.1,-13.5,6.9
388,2017-01-23,-4.2,-0.4,-10.3,2.5
389,2017-01-24,-6.4,-3.5,-10.5,2.6
390,2017-01-25,-4.2,-0.2,-10.8,3.8
391,2017-01-26,-1.1,3.9,-7.2,4.9
392,2017-01-27,1.2,8.4,-5.9,3.6
393,2017-01-28,-1.1,0.8,-3.3,0.9
394,2017-01-29,-1.1,4.1,-8.0,3.1
395,2017-01-30,-1.7,0.5,-4.8,0.0
396,2017-01-31,-3.2,-0.5,-6.8,4.7
397,2017-02-01,-2.0,4.1,-8.2,1.7
398,2017-02-02,-6.2,-4.0,-8.6,1.7
399,2017-02-03,-2.4,0.8,-6.5,3.9
400,2017-02-04,1.6,3.8,0.0,1.9
401,2017-02-05,1.0,6.6,-6.5,1.5
402,2017-02-06,0.3,1.6,-0.4,0.0
403,2017-02-07,-2.6,-0.2,-6.2,0.1
404,2017-02-08,-3.2,1.2,-9.2,5.5
405,2017-02-09,-3.2,2.5,-9.2,1.2
406,2017-02-10,-1.1,0.4,-5.6,0.0
407,2017-02-11,-1.1,3.3,-5.3,4.8
408,2017-02-12,0.4,3.0,-5.4,0.9
409,2017-02-13,1.1,3.7,-0.9,2.3
410,2017-02-14,0.0,2.4,-2.0,1.5
411,2017-02-15,0.2,3.6,-5.2,3.3
412,2017-02-16,5.0,8.7,-2.5,5.0
413,2017-02-17,5.4,11.7,-1.7,1.9
414,2017-02-18,-2.6,0.4,-5.1,6.4
415,2017-02-19,-4.3,-2.1,-6.7,5.8
416,2017-02-20,-0.7,6.0,-7.4,0.3
417,2017-02-21,-3.6,-1.1,-5.6,4.0
418,2017-02-22,-1.9,1.7,-6.9,3.1
419,2017-02-23,2.0,7.8,-2.0,0.2
420,2017-02-24,-1.4,0.8,-2.5,3.9
421,2017-02-25,0.2,4.0,-3.2,6.7
422,2017-02-26,0.0,2.8,-3.6,2.4
423,2017-02-27,-3.8,0.9,-9.5,6.5
424,2017-02-28,-4.7,4.0,-12.6,8.6
425,2017-03-01,-1.7,7.7,-10.3,8.0
426,2017-03-02,2.5,10.7,-4.4,5.8
427,2017-03-03,1.5,4.2,-1.8,2.0
428,2017-03-04,1.3,4.2,-1.5,1.9
429,2017-03-05,0.5,5.3,-3.9,7.1
430,2017-03-06,0.1,3.8,-3.5,1.8
431,2017-03-07,-1.8,0.4,-3.9,2.8
432,2017-03-08,-2.3,2.0,-9.2,5.3
433,2017-03-09,-0.2,3.1,-3.9,2.0
434,2017-03-10,-0.6,3.0,-3.2,3.3
435,2017-03-11,-1.8,2.5,-7.7,4.2
436,2017-03-12,-1.2,4.4,-8.1,3.7
437,2017-03-13,0.2,5.3,-5.9,3.9
438,2017-03-14,0.6,4.3,-3.4,0.0
439,2017-03-15,-1.7,0.6,-6.2,0.1
440,2017-03-16,0.8,6.0,-6.1,6.4
441,2017-03-17,1.4,5.9,-2.8,4.7
442,2017-03-18,1.6,5.6,-2.9,3.9
443,2017-03-19,3.3,8.2,-2.3,9.0
444,2017-03-20,4.3,9.9,-0.2,9.3
445,2017-03-21,3.2,9.7,-1.5,0.1
446,2017-03-22,3.5,6.9,1.3,4.4
447,2017-03-23,0.7,4.4,-2.9,3.4
448,2017-03-24,0.0,5.0,-4.7,4.6
449,2017-03-25,0.7,5.1,-3.6,5.0
450,2017-03-26,0.8,6.0,-5.1,1.8
451,2017-03-27,1.4,3.5,-0.9,0.0
452,2017-03-28,1.5,6.2,-4.4,4.5
453,2017-03-29,3.5,6.6,-1.6,5.6
454,2017-03-30,5.7,12.1,0.5,5.0
455,2017-03-31,2.1,4.5,0.6,0.6
456,2017-04-01,0.8,2.2,-1.9,0.0
457,2017-04-02,1.9,7.8,-2.5,4.8
458,2017-04-03,4.2,11.0,-1.5,5.1
459,2017-04-04,4.9,13.7,-2.8,9.6
460,2017-04-05,10.2,18.6,-1.8,9.9
461,2017-04-06,13.9,22.7,5.7,4.9
462,2017-04-07,12.9,18.3,2.9,6.2
463,2017-04-08,10.4,18.3,2.6,4.0
464,2017-04-09,8.7,12.1,3.5,3.1
465,2017-04-10,5.6,12.4,-2.5,9.8
466,2017-04-11,5.9,15.3,-4.4,3.1
467,2017-04-12,5.3,8.7,-0.7,2.0
468,2017-04-13,3.7,6.8,-0.2,6.7
469,2017-04-14,11.8,17.3,3.8,9.7
470,2017-04-15,13.5,15.8,9.2,6.1
471,2017-04-16,15.2,20.6,8.5,10.1
472,2017-04-17,10.5,16.9,4.0,7.3
473,2017-04-18,11.6,20.3,6.1,5.8
474,2017-04-19,9.3,14.8,4.4,4.0
475,2017-04-20,6.9,11.9,3.6,6.2
476,2017-04-21,6.1,10.5,3.5,5.5
477,2017-04-22,7.6,13.3,3.6,7.1
478,2017-04-23,4.8,10.5,-1.0,2.5
479,2017-04-24,7.0,16.3,-2.2,11.1
480,2017-04-25,12.8,22.0,0.1,8.1
481,2017-04-26,9.6,12.8,6.8,0.0
482,2017-04-27,8.5,13.8,2.7,5.9
483,2017-04-28,9.2,15.0,1.9,8.6
484,2017-04-29,8.5,16.8,0.5,5.1
485,2017-04-30,13.7,23.0,0.1,10.7
486,2017-05-01,12.7,17.7,5.1,2.0
487,2017-05-02,11.5,18.6,5.0,8.2
488,2017-05-03,12.5,25.3,1.2,11.5
489,2017-05-04,14.5,25.3,1.0,11.7
490,2017-05-05,15.4,23.9,6.9,8.6
491,2017-05-06,15.3,21.8,8.4,3.6
492,2017-05-07,12.4,19.0,3.1,11.8
493,2017-05-08,13.5,19.5,6.9,10.9
494,2017-05-09,10.7,20.4,2.1,10.7
495,2017-05-10,12.8,22.7,5.2,1.5
496,2017-05-11,14.7,19.0,11.9,0.9
497,2017-05-12,13.4,17.8,9.5,6.4
498,2017-05-13,10.4,15.0,8.9,0.0
499,2017-05-14,9.4,11.2,7.6,0.0
500,2017-05-15,10.7,14.1,7.3,0.9
501,2017-05-16,11.2,17.7,6.9,4.4
502,2017-05-17,11.8,19.0,6.3,7.5
503,2017-05-18,13.6,24.0,4.4,11.6
504,2017-05-19,14.9,25.2,4.8,12.3
505,2017-05-20,20.6,30.0,7.1,12.3
506,2017-05-21,18.5,28.6,9.5,12.4
507,2017-05-22,17.1,29.8,10.3,11.7
508,2017-05-23,17.3,26.2,8.4,8.1
509,2017-05-24,15.5,18.7,13.6,0.3
510,2017-05-25,13.8,16.3,12.7,0.0
511,2017-05-26,12.0,13.8,10.0,0.0
512,2017-05-27,12.3,16.7,9.6,0.2
513,2017-05-28,15.0,20.6,7.5,7.3
514,2017-05-29,18.9,27.5,10.7,11.9
515,2017-05-30,19.4,27.3,10.3,4.5
516,2017-05-31,22.2,28.6,16.8,4.1
