Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed
211,2016-07-30,19.8,21.0,18.9,0.0,2.6
212,2016-07-31,20.5,23.1,19.5,1.0,2.7
213,2016-08-01,19.7,22.3,15.4,1.0,5.5
214,2016-08-02,18.9,21.0,15.0,0.0,6.2
215,2016-08-03,19.6,21.2,17.5,0.1,4.8
216,2016-08-04,20.4,22.8,18.2,9.3,8.1
217,2016-08-05,20.5,22.7,18.0,8.5,7.3
218,2016-08-06,20.1,22.4,17.8,13.5,4.6
219,2016-08-07,20.9,23.1,17.9,13.1,2.8
220,2016-08-08,22.1,24.1,19.2,2.8,2.8
221,2016-08-09,20.7,23.8,19.1,0.7,8.1
222,2016-08-10,19.5,22.3,17.3,8.6,3.3
223,2016-08-11,19.2,21.8,17.0,12.0,3.6
224,2016-08-12,19.6,21.9,17.6,10.5,2.9
225,2016-08-13,19.7,21.9,18.0,10.2,3.8
226,2016-08-14,20.0,21.7,18.7,4.3,10.7
227,2016-08-15,21.1,23.0,19.5,2.9,7.0
228,2016-08-16,21.5,22.9,19.6,0.0,4.1
229,2016-08-17,21.0,22.9,19.1,0.0,9.2
230,2016-08-18,20.5,22.0,18.7,2.2,3.7
231,2016-08-19,20.8,23.0,19.1,2.5,3.1
232,2016-08-20,21.2,22.2,19.4,0.0,4.0
233,2016-08-21,19.3,21.6,17.5,0.5,10.4
234,2016-08-22,20.5,22.0,17.5,0.0,3.9
235,2016-08-23,19.9,21.8,18.1,5.3,8.0
236,2016-08-24,19.8,22.6,17.4,12.4,3.0
237,2016-08-25,19.6,21.4,17.6,0.0,4.2
238,2016-08-26,19.4,21.5,17.1,0.1,5.3
239,2016-08-27,18.0,19.7,16.1,6.2,9.8
240,2016-08-28,18.7,20.6,16.7,4.9,11.7
241,2016-08-29,19.5,20.4,18.9,0.0,13.6
242,2016-08-30,20.3,21.1,19.9,0.0,16.5
243,2016-08-31,20.9,22.2,19.8,8.3,4.9
244,2016-09-01,20.1,21.1,19.4,0.0,5.4
245,2016-09-02,19.2,20.3,18.2,3.7,8.8
246,2016-09-03,18.7,19.9,17.9,8.0,8.8
247,2016-09-04,19.0,20.0,18.3,2.0,8.4
248,2016-09-05,19.1,20.3,18.3,1.7,10.4
249,2016-09-06,20.3,21.4,19.2,0.0,7.7
250,2016-09-07,20.2,22.0,19.1,7.0,8.2
251,2016-09-08,16.7,19.5,14.9,4.9,16.2
252,2016-09-09,17.6,21.0,14.7,0.6,14.7
253,2016-09-10,19.6,21.3,17.9,9.7,9.3
254,2016-09-11,17.8,19.2,16.3,7.9,3.2
255,2016-09-12,17.0,18.2,15.5,7.0,7.1
256,2016-09-13,17.7,19.2,17.0,0.9,5.8
257,2016-09-14,17.4,18.6,16.0,0.2,7.5
258,2016-09-15,18.8,21.1,15.8,11.6,4.5
259,2016-09-16,19.4,21.8,17.5,7.9,4.6
260,2016-09-17,18.4,21.2,13.3,6.1,9.2
261,2016-09-18,14.3,15.4,12.7,2.7,11.9
262,2016-09-19,15.9,18.3,14.2,7.1,4.9
263,2016-09-20,15.8,17.8,13.7,2.2,2.6
264,2016-09-21,16.9,18.1,15.1,11.4,6.1
265,2016-09-22,17.3,18.4,15.7,5.8,3.7
266,2016-09-23,16.6,17.6,15.9,0.0,10.0
267,2016-09-24,17.9,19.8,15.8,3.0,3.5
268,2016-09-25,19.2,21.0,17.3,6.2,3.8
269,2016-09-26,19.5,20.8,18.3,7.5,6.9
270,2016-09-27,18.4,20.0,17.0,2.9,3.8
271,2016-09-28,19.3,21.5,16.5,2.0,6.6
272,2016-09-29,14.7,16.8,13.7,0.0,9.5
273,2016-09-30,16.4,18.1,13.0,8.3,7.6
274,2016-10-01,17.8,19.8,15.6,11.0,6.3
275,2016-10-02,18.0,20.0,15.7,8.2,6.5
276,2016-10-03,18.9,21.2,17.0,0.3,6.4
277,2016-10-04,16.2,21.2,11.2,9.9,17.7
278,2016-10-05,12.7,14.9,9.6,8.1,4.4
279,2016-10-06,14.1,16.3,10.3,7.8,9.9
280,2016-10-07,11.1,12.8,8.4,10.4,13.9
281,2016-10-08,13.3,17.5,11.8,0.0,4.7
282,2016-10-09,14.2,17.7,10.4,4.2,15.0
283,2016-10-10,10.7,12.3,9.6,8.0,10.8
284,2016-10-11,12.2,15.0,8.7,10.2,7.2
285,2016-10-12,11.2,14.7,8.8,8.1,8.6
286,2016-10-13,11.2,12.8,8.4,9.6,6.7
287,2016-10-14,11.2,13.3,9.1,9.7,7.4
288,2016-10-15,11.3,13.5,7.7,10.8,8.5
289,2016-10-16,14.2,16.0,12.5,9.5,8.2
290,2016-10-17,15.1,16.4,13.6,1.8,4.6
291,2016-10-18,13.9,15.3,11.6,10.5,10.3
292,2016-10-19,11.7,13.9,9.2,8.7,6.0
293,2016-10-20,10.2,15.1,5.1,3.8,14.3
294,2016-10-21,6.0,7.7,4.0,9.1,16.4
295,2016-10-22,7.4,9.2,5.0,0.5,8.9
296,2016-10-23,7.6,9.6,5.3,9.1,11.1
297,2016-10-24,6.4,7.9,4.2,2.7,14.4
298,2016-10-25,9.3,10.9,6.1,7.9,7.7
299,2016-10-26,11.8,14.5,8.6,9.2,10.4
300,2016-10-27,7.4,8.7,6.0,9.2,16.1
301,2016-10-28,8.7,9.7,7.3,5.4,12.1
302,2016-10-29,6.5,9.3,4.2,6.8,12.7
303,2016-10-30,5.2,6.8,4.4,5.6,12.2
304,2016-10-31,8.5,12.6,5.1,2.1,11.1
305,2016-11-01,4.6,5.8,2.4,0.0,8.5
306,2016-11-02,4.6,6.9,2.1,8.6,7.3
307,2016-11-03,6.1,7.9,4.8,0.5,9.5
308,2016-11-04,4.6,5.8,3.9,0.6,14.8
309,2016-11-05,7.2,13.3,4.1,0.0,8.3
310,2016-11-06,3.9,9.3,0.4,6.3,14.7
311,2016-11-07,2.8,5.3,-0.6,3.5,4.7
312,2016-11-08,8.7,12.3,5.2,0.0,10.2
313,2016-11-09,2.9,6.9,-0.6,2.0,17.8
314,2016-11-10,2.0,3.9,0.4,3.2,15.5
315,2016-11-11,2.8,4.4,0.2,0.8,11.1
316,2016-11-12,6.7,10.2,3.1,6.0,7.4
317,2016-11-13,9.3,12.1,6.5,2.8,9.1
318,2016-11-14,7.9,13.4,3.6,9.1,4.8
319,2016-11-15,10.0,13.9,4.2,2.6,13.1
320,2016-11-16,2.8,4.5,0.7,6.8,17.0
321,2016-11-17,2.1,3.8,0.8,5.6,12.8
322,2016-11-18,7.6,11.8,2.2,7.2,17.5
323,2016-11-19,11.4,12.7,7.7,0.9,9.0
324,2016-11-20,8.5,12.6,5.3,3.3,10.1
325,2016-11-21,3.5,5.9,1.7,4.5,12.0
326,2016-11-22,3.6,6.5,1.9,1.6,9.7
327,2016-11-23,-1.9,2.1,-4.1,2.2,16.8
328,2016-11-24,-1.9,0.7,-5.0,7.2,9.3
329,2016-11-25,0.5,2.3,-1.6,4.2,10.0
330,2016-11-26,1.5,3.4,-0.9,6.9,8.0
331,2016-11-27,4.9,8.9,1.5,1.5,7.0
332,2016-11-28,4.0,5.8,1.9,7.7,10.2
333,2016-11-29,1.5,3.0,-0.7,8.1,12.9
334,2016-11-30,0.6,2.1,-1.9,6.8,6.5
335,2016-12-01,6.0,11.0,1.9,0.0,9.0
336,2016-12-02,3.1,6.4,0.7,0.3,20.9
337,2016-12-03,4.8,6.1,2.8,8.1,12.7
338,2016-12-04,9.3,11.7,6.0,3.7,7.7
339,2016-12-05,8.2,11.8,4.6,2.8,4.6
340,2016-12-06,2.8,9.1,-4.3,2.4,13.8
341,2016-12-07,-2.5,-1.0,-4.6,6.0,15.0
342,2016-12-08,0.3,2.5,-1.6,3.2,11.0
343,2016-12-09,3.0,5.7,0.9,0.0,6.1
344,2016-12-10,0.5,2.7,-2.5,3.1,10.0
345,2016-12-11,-3.1,-1.2,-5.0,8.0,11.0
346,2016-12-12,-1.4,1.3,-4.9,8.3,7.6
347,2016-12-13,2.1,6.5,-1.9,0.0,9.0
348,2016-12-14,-0.2,3.6,-2.2,1.7,10.8
349,2016-12-15,-1.6,0.8,-4.1,7.4,5.3
350,2016-12-16,-2.5,-0.1,-4.2,4.8,8.1
351,2016-12-17,-1.4,0.1,-3.9,4.0,13.3
352,2016-12-18,4.3,7.1,-0.2,5.8,17.1
353,2016-12-19,3.7,4.7,1.7,8.2,8.3
354,2016-12-20,1.8,4.2,0.4,5.6,3.4
355,2016-12-21,2.3,4.5,0.3,3.2,4.8
356,2016-12-22,0.3,2.1,-0.9,0.0,15.9
357,2016-12-23,-0.7,0.7,-2.5,0.0,21.1
358,2016-12-24,-3.8,-1.8,-6.0,3.1,9.8
359,2016-12-25,0.0,1.5,-4.0,7.3,10.6
360,2016-12-26,3.9,6.4,1.1,5.1,12.4
361,2016-12-27,-1.0,4.0,-5.1,0.0,11.3
362,2016-12-28,-3.7,-0.8,-6.5,7.1,10.4
363,2016-12-29,-0.4,4.3,-4.3,0.0,11.3
364,2016-12-30,-2.3,0.0,-5.0,7.7,13.1
365,2016-12-31,-0.6,2.1,-1.8,7.7,13.1
366,2017-01-01,0.6,2.0,-1.7,2.4,9.4
367,2017-01-02,2.2,2.9,0.2,3.5,8.3
368,2017-01-03,0.0,1.1,-1.4,6.8,4.7
369,2017-01-04,-0.5,0.4,-1.4,4.8,6.7
370,2017-01-05,-2.7,-1.2,-4.5,5.2,9.7
371,2017-01-06,-2.4,0.6,-7.0,8.9,5.3
372,2017-01-07,1.4,3.0,-1.0,7.3,8.2
373,2017-01-08,-1.6,0.0,-3.3,8.3,6.3
374,2017-01-09,0.0,1.3,-1.2,0.7,9.3
375,2017-01-10,-1.2,1.8,-4.0,6.9,11.9
376,2017-01-11,-6.6,-3.6,-7.9,0.0,14.1
377,2017-01-12,-7.0,-4.7,-8.8,0.8,12.2
378,2017-01-13,-5.6,-3.6,-7.9,6.4,4.3
379,2017-01-14,-5.0,-3.6,-7.2,5.7,6.8
380,2017-01-15,-3.0,-1.0,-5.6,8.7,6.0
381,2017-01-16,-1.0,0.4,-3.6,1.8,14.3
382,2017-01-17,-1.2,-0.4,-2.4,7.8,8.3
383,2017-01-18,-2.5,-1.1,-3.6,6.9,4.8
384,2017-01-19,-2.9,-1.9,-4.1,0.7,11.2
385,2017-01-20,-3.0,-1.8,-4.4,6.3,7.0
386,2017-01-21,-2.7,-2.1,-3.2,2.1,10.5
387,2017-01-22,-2.5,-0.1,-4.4,1.7,9.8
388,2017-01-23,-3.3,-1.2,-6.7,3.1,9.0
389,2017-01-24,-6.5,-3.9,-8.8,8.5,8.9
390,2017-01-25,-4.9,-2.5,-8.6,9.2,7.2
391,2017-01-26,-0.9,0.4,-4.0,9.2,9.8
392,2017-01-27,2.8,6.3,-3.0,0.0,13.5
393,2017-01-28,-2.4,-1.0,-3.7,0.6,19.7
394,2017-01-29,-1.2,-0.1,-2.3,7.4,11.2
395,2017-01-30,-2.6,-1.3,-4.6,0.1,12.7
396,2017-01-31,-3.3,-1.5,-6.5,7.3,10.1
397,2017-02-01,-2.0,-0.3,-5.4,2.4,10.0
398,2017-02-02,-6.9,-5.3,-8.8,5.7,12.7
399,2017-02-03,-5.1,-1.8,-9.1,8.6,11.5
400,2017-02-04,-0.3,1.2,-2.3,8.5,11.7
401,2017-02-05,-0.7,1.5,-2.3,7.1,4.6
402,2017-02-06,-1.7,0.4,-2.8,0.0,16.9
403,2017-02-07,-3.0,-1.9,-4.6,4.7,7.9
404,2017-02-08,-1.8,0.2,-4.5,8.1,12.3
405,2017-02-09,-0.4,1.6,-2.1,8.6,6.1
406,2017-02-10,-1.6,-0.6,-2.4,4.7,9.8
407,2017-02-11,-0.8,1.8,-3.1,7.9,4.3
408,2017-02-12,0.3,1.9,-1.9,2.8,2.9
409,2017-02-13,0.7,2.3,-0.6,8.3,3.8
410,2017-02-14,-1.2,-0.3,-2.1,1.8,4.5
411,2017-02-15,-0.1,1.6,-2.9,10.1,6.8
412,2017-02-16,1.9,5.6,-0.7,3.6,7.9
413,2017-02-17,2.6,6.2,-2.5,0.0,11.6
414,2017-02-18,-4.1,-1.5,-6.3,4.5,17.1
415,2017-02-19,-3.5,-1.3,-5.6,6.9,13.5
416,2017-02-20,-2.9,-0.7,-5.1,0.4,12.6
417,2017-02-21,-4.0,-1.6,-6.1,7.9,11.8
418,2017-02-22,-1.9,0.7,-4.6,4.2,9.7
419,2017-02-23,-0.8,1.1,-2.5,0.0,7.8
420,2017-02-24,-1.0,0.1,-2.4,9.8,14.3
421,2017-02-25,-1.0,1.3,-3.3,5.1,7.4
422,2017-02-26,-1.9,1.3,-4.4,8.7,9.7
423,2017-02-27,-3.7,-2.2,-5.4,10.8,5.3
424,2017-02-28,-1.1,-0.1,-3.4,10.9,6.3
425,2017-03-01,0.8,2.9,-2.1,7.8,4.6
426,2017-03-02,1.1,3.9,-0.4,2.0,8.0
427,2017-03-03,0.1,2.1,-2.4,9.6,10.6
428,2017-03-04,-1.7,-0.2,-2.6,3.2,11.1
429,2017-03-05,-0.8,0.9,-2.9,8.6,12.2
430,2017-03-06,-0.8,1.2,-2.9,7.1,9.7
431,2017-03-07,-1.4,-0.4,-3.0,9.8,10.1
432,2017-03-08,-0.9,0.2,-2.2,9.5,9.6
433,2017-03-09,-0.3,0.9,-1.7,7.2,6.0
434,2017-03-10,-0.1,1.6,-1.5,5.8,5.9
435,2017-03-11,-1.0,1.6,-2.4,6.2,3.3
436,2017-03-12,-0.7,1.1,-2.0,10.0,4.1
437,2017-03-13,-1.1,0.2,-3.4,10.9,4.3
438,2017-03-14,-1.5,-0.1,-2.5,7.4,10.9
439,2017-03-15,-2.2,0.1,-3.5,10.0,7.3
440,2017-03-16,0.4,3.2,-2.0,7.0,7.3
441,2017-03-17,1.4,4.1,-0.9,10.9,4.0
442,2017-03-18,0.5,2.3,-1.6,11.7,7.6
443,2017-03-19,1.1,3.1,-1.1,10.9,7.7
444,2017-03-20,1.3,3.9,-1.0,11.3,6.5
445,2017-03-21,0.6,2.2,-1.1,0.6,7.2
446,2017-03-22,0.8,2.1,0.1,7.4,8.6
447,2017-03-23,0.4,1.7,-0.5,11.9,7.6
448,2017-03-24,0.0,1.6,-1.7,9.2,4.8
449,2017-03-25,0.7,2.9,-1.2,8.5,2.8
450,2017-03-26,1.4,4.0,-1.1,11.7,2.3
451,2017-03-27,-0.8,0.6,-2.2,3.8,7.3
452,2017-03-28,0.0,3.2,-2.5,3.7,5.8
453,2017-03-29,2.4,5.5,0.1,11.0,4.1
454,2017-03-30,0.0,1.7,-1.5,0.0,10.4
455,2017-03-31,-1.3,-0.9,-2.0,0.0,7.3
456,2017-04-01,-0.2,1.6,-1.4,12.0,2.3
457,2017-04-02,0.8,2.5,-1.4,12.1,5.0
458,2017-04-03,1.6,4.8,-1.6,6.7,3.4
459,2017-04-04,1.5,4.8,-1.8,7.2,5.5
460,2017-04-05,4.4,8.6,2.1,11.9,8.0
461,2017-04-06,6.5,10.6,3.6,9.9,6.8
462,2017-04-07,4.5,10.7,1.8,5.1,8.1
463,2017-04-08,1.6,2.5,0.3,0.0,7.1
464,2017-04-09,2.2,4.7,0.3,3.0,6.4
