Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_local_pressure,avg_sea_pressure,cloud_cover
62,2016-03-03,7.9,15.6,0.8,10.2,3.1,1023.8,1025.7,1.3
63,2016-03-04,10.9,20.0,3.0,6.6,2.4,1026.1,1028.0,7.0
64,2016-03-05,15.8,21.8,9.9,9.0,4.1,1024.0,1026.0,4.3
65,2016-03-06,17.7,19.3,16.0,0.0,5.5,1017.7,1019.6,8.0
66,2016-03-07,12.6,16.3,8.8,0.1,1.7,1015.8,1017.7,8.8
67,2016-03-08,10.9,15.5,8.2,0.2,2.0,1016.3,1018.2,7.8
68,2016-03-09,6.6,9.8,5.4,0.0,2.1,1016.1,1018.1,10.0
69,2016-03-10,6.9,10.5,4.7,3.2,3.4,1018.1,1020.1,10.0
70,2016-03-11,3.7,6.3,1.7,0.0,1.6,1019.8,1021.8,10.0
71,2016-03-12,4.5,10.5,0.8,9.5,2.2,1022.5,1024.5,5.0
72,2016-03-13,6.0,11.4,0.2,1.9,1.9,1021.3,1023.3,9.0
73,2016-03-14,7.2,11.3,4.9,0.8,3.2,1015.5,1017.5,10.0
74,2016-03-15,6.8,10.9,0.7,8.1,3.9,1020.4,1022.4,5.3
75,2016-03-16,7.4,16.2,-0.3,3.2,3.1,1020.1,1022.1,6.8
76,2016-03-17,11.0,20.9,2.4,10.5,2.9,1019.9,1021.8,5.0
77,2016-03-18,14.8,18.2,11.9,1.9,3.6,1012.8,1014.7,9.0
78,2016-03-19,12.2,14.4,9.7,0.0,2.9,1009.4,1011.3,10.0
79,2016-03-20,9.8,12.6,8.4,3.9,4.6,1017.2,1019.2,9.0
80,2016-03-21,7.7,11.9,1.8,8.1,3.3,1020.7,1022.7,5.3
81,2016-03-22,8.7,18.1,-0.6,10.6,2.6,1015.8,1017.7,1.3
82,2016-03-23,9.4,14.0,7.3,0.2,2.2,1015.0,1017.0,10.0
83,2016-03-24,7.8,11.1,5.8,2.7,5.0,1019.2,1021.2,8.8
84,2016-03-25,6.4,10.3,2.5,5.2,4.2,1021.7,1023.7,8.5
85,2016-03-26,5.7,12.3,0.8,7.3,2.5,1020.1,1022.0,4.0
86,2016-03-27,7.7,14.8,0.6,6.8,2.6,1017.2,1019.1,6.3
87,2016-03-28,9.3,15.9,3.8,10.4,2.5,1019.3,1021.3,3.8
88,2016-03-29,11.9,19.7,3.1,7.9,3.2,1020.4,1022.4,7.5
89,2016-03-30,14.0,19.2,9.2,2.7,2.9,1018.1,1020.0,9.3
90,2016-03-31,13.5,21.4,7.0,8.1,2.5,1016.1,1018.0,8.0
91,2016-04-01,13.7,17.8,10.5,0.2,1.8,1013.0,1014.9,8.3
92,2016-04-02,16.6,22.6,9.3,9.6,3.7,1017.7,1019.6,5.0
93,2016-04-03,18.5,21.8,16.5,1.5,4.6,1016.1,1018.0,10.0
94,2016-04-04,12.6,16.5,10.2,0.0,2.8,1009.6,1011.5,10.0
95,2016-04-05,12.5,17.5,9.0,9.7,2.2,1013.7,1015.6,6.8
96,2016-04-06,13.6,20.1,6.2,6.8,2.6,1016.6,1018.5,8.3
97,2016-04-07,16.2,22.7,13.6,0.0,5.0,1005.0,1006.9,10.0
98,2016-04-08,14.4,20.0,10.0,4.8,2.1,1012.1,1014.0,7.8
99,2016-04-09,16.1,24.4,9.2,9.4,2.5,1012.3,1014.1,8.8
100,2016-04-10,14.4,20.3,10.0,0.5,2.8,1010.4,1012.3,10.0
101,2016-04-11,8.4,12.9,3.2,5.4,3.9,1018.9,1020.9,8.3
102,2016-04-12,11.4,18.8,1.1,8.7,3.3,1017.9,1019.8,6.5
103,2016-04-13,17.1,22.7,13.5,3.3,4.4,1008.7,1010.6,10.0
104,2016-04-14,15.2,18.6,13.1,1.0,2.4,1007.3,1009.2,9.8
105,2016-04-15,12.5,16.4,7.1,11.1,3.5,1018.8,1020.8,3.0
106,2016-04-16,17.7,27.5,6.3,8.8,6.0,1013.6,1015.4,7.5
107,2016-04-17,20.1,28.4,14.2,10.6,8.2,1001.5,1003.3,3.8
108,2016-04-18,13.5,18.0,8.0,0.3,3.1,1012.7,1014.6,10.0
109,2016-04-19,11.3,17.8,4.9,3.2,3.5,1020.4,1022.3,7.3
110,2016-04-20,15.8,24.4,4.7,9.7,3.8,1020.3,1022.2,5.3
111,2016-04-21,17.1,18.8,14.8,0.0,5.9,1006.5,1008.4,10.0
112,2016-04-22,16.5,21.5,13.5,6.4,2.6,1007.3,1009.2,6.5
113,2016-04-23,15.5,20.3,11.9,2.8,2.6,1010.1,1012.0,10.0
114,2016-04-24,14.1,18.7,9.7,6.6,2.3,1013.0,1014.9,8.8
115,2016-04-25,13.9,21.2,6.4,7.8,2.3,1016.0,1017.9,8.5
116,2016-04-26,17.2,25.2,10.1,11.5,2.6,1014.5,1016.3,5.5
117,2016-04-27,16.0,21.2,13.3,0.0,1.4,1007.1,1009.0,10.0
118,2016-04-28,13.8,16.6,11.7,0.0,3.7,999.8,1001.7,10.0
119,2016-04-29,12.3,16.2,7.2,8.1,4.4,1009.7,1011.6,4.0
120,2016-04-30,15.0,23.9,5.2,12.6,2.9,1011.9,1013.8,6.0
121,2016-05-01,17.3,25.8,10.8,8.3,2.6,1013.9,1015.8,5.0
122,2016-05-02,19.4,27.9,10.7,11.6,2.8,1015.3,1017.1,4.3
123,2016-05-03,20.3,22.3,15.7,0.0,9.3,1003.0,1004.8,10.0
124,2016-05-04,20.3,27.2,14.6,12.6,5.0,1003.2,1005.1,1.0
125,2016-05-05,17.3,23.4,11.1,11.1,3.6,1013.6,1015.5,5.3
126,2016-05-06,17.0,21.8,12.7,0.0,5.2,1010.0,1011.9,9.0
127,2016-05-07,18.0,22.4,12.6,3.6,4.1,1009.8,1011.7,9.8
128,2016-05-08,16.8,24.3,9.1,10.8,2.5,1016.1,1018.0,9.8
129,2016-05-09,17.7,19.7,14.6,0.0,3.6,1010.1,1012.0,10.0
130,2016-05-10,20.0,23.5,16.9,0.0,1.6,1001.8,1003.7,10.0
131,2016-05-11,15.3,22.5,12.6,0.0,3.3,1004.3,1006.2,10.0
132,2016-05-12,16.6,23.0,10.0,13.2,2.6,1013.5,1015.4,1.3
133,2016-05-13,18.7,25.3,11.4,10.1,3.0,1017.6,1019.5,6.3
134,2016-05-14,18.1,23.6,14.6,10.9,2.6,1021.3,1023.2,7.5
135,2016-05-15,22.6,28.1,14.3,10.7,5.4,1013.8,1015.7,7.3
136,2016-05-16,18.7,25.2,12.1,2.3,6.4,1007.4,1009.2,9.0
137,2016-05-17,15.4,22.6,9.6,12.6,2.4,1014.0,1015.9,4.8
138,2016-05-18,17.0,25.2,8.3,13.5,2.9,1016.9,1018.8,0.3
139,2016-05-19,18.4,25.2,11.0,12.7,2.7,1017.0,1018.9,7.8
140,2016-05-20,19.1,26.1,13.4,13.4,2.8,1016.3,1018.2,3.8
141,2016-05-21,17.9,23.7,12.1,13.1,2.4,1016.7,1018.6,1.8
142,2016-05-22,18.5,25.1,11.6,13.0,2.6,1015.7,1017.5,3.0
143,2016-05-23,21.1,29.1,13.8,12.6,2.5,1013.3,1015.1,10.0
144,2016-05-24,23.3,29.8,15.4,3.5,4.3,1008.3,1010.1,10.0
145,2016-05-25,22.5,24.3,19.5,0.0,4.1,1008.5,1010.3,10.0
146,2016-05-26,24.1,29.7,19.8,1.5,3.5,1007.5,1009.3,10.0
147,2016-05-27,21.1,25.4,18.1,7.3,2.4,1008.9,1010.8,10.0
148,2016-05-28,19.9,24.5,16.5,2.2,1.9,1006.7,1008.5,8.3
149,2016-05-29,20.3,27.8,14.6,4.6,2.5,1002.9,1004.7,7.5
150,2016-05-30,20.0,22.9,18.2,0.1,2.1,1003.2,1005.0,10.0
151,2016-05-31,21.5,27.7,15.2,12.3,2.9,1004.7,1006.6,6.5
152,2016-06-01,19.0,22.5,15.9,8.4,3.2,1006.5,1008.4,8.3
153,2016-06-02,18.0,23.1,13.1,12.8,3.2,1008.7,1010.6,3.5
154,2016-06-03,19.2,27.4,10.4,13.7,2.8,1010.3,1012.2,3.5
155,2016-06-04,21.1,25.5,17.3,1.5,3.6,1009.7,1011.6,8.3
156,2016-06-05,19.9,26.6,16.5,4.7,2.3,1009.3,1011.1,7.5
157,2016-06-06,20.8,26.4,14.4,8.1,2.4,1011.7,1013.5,9.3
158,2016-06-07,22.2,24.6,19.3,2.4,4.1,1009.6,1011.4,8.0
159,2016-06-08,24.3,30.4,17.9,9.5,3.0,1008.6,1010.4,7.8
160,2016-06-09,22.0,24.9,20.2,1.5,1.7,1009.4,1011.3,10.0
161,2016-06-10,23.5,28.9,19.9,9.5,2.0,1011.5,1013.3,5.5
162,2016-06-11,25.5,30.6,20.3,7.7,3.9,1010.8,1012.6,8.3
163,2016-06-12,24.5,28.6,21.0,0.8,3.5,1005.8,1007.6,10.0
164,2016-06-13,21.4,23.5,19.7,0.0,2.2,999.2,1001.0,10.0
165,2016-06-14,23.4,28.4,19.5,9.1,2.1,1002.5,1004.3,7.8
166,2016-06-15,26.0,31.8,20.1,8.2,4.6,1003.3,1005.1,7.5
167,2016-06-16,23.9,26.7,20.7,0.0,3.5,998.9,1000.7,10.0
168,2016-06-17,23.5,28.7,19.8,8.6,2.8,1006.0,1007.8,9.3
169,2016-06-18,23.9,31.1,17.4,12.2,2.5,1012.1,1013.9,9.8
170,2016-06-19,23.2,26.7,19.0,2.0,3.8,1008.4,1010.3,10.0
171,2016-06-20,24.6,29.9,20.2,9.2,2.3,1006.4,1008.2,8.0
172,2016-06-21,24.6,29.2,21.8,3.0,2.2,1005.6,1007.4,10.0
173,2016-06-22,24.5,28.9,22.4,0.5,1.8,1005.2,1007.0,10.0
174,2016-06-23,22.4,26.8,19.1,5.1,2.4,1003.9,1005.7,8.3
175,2016-06-24,22.9,27.7,17.4,0.7,4.2,999.8,1001.6,10.0
176,2016-06-25,23.5,27.1,21.4,0.1,2.5,1001.0,1002.8,10.0
177,2016-06-26,23.6,28.2,19.7,9.5,2.6,1007.4,1009.2,7.0
178,2016-06-27,23.5,29.5,18.3,7.0,2.3,1010.1,1012.0,6.8
179,2016-06-28,21.4,26.7,17.5,2.2,1.7,1009.6,1011.4,10.0
180,2016-06-29,23.1,26.8,20.3,0.0,1.9,1010.3,1012.1,10.0
181,2016-06-30,24.6,29.4,22.0,1.5,1.7,1010.6,1012.4,10.0
182,2016-07-01,27.7,34.0,21.2,10.6,2.5,1009.9,1011.7,9.3
183,2016-07-02,30.1,34.9,26.4,6.5,4.6,1006.9,1008.7,10.0
184,2016-07-03,26.6,29.9,23.9,1.7,3.2,1008.3,1010.1,10.0
185,2016-07-04,25.2,29.4,21.9,2.6,1.9,1011.5,1013.3,10.0
186,2016-07-05,27.8,35.1,23.2,6.5,2.5,1013.5,1015.3,10.0
187,2016-07-06,28.8,33.9,24.7,6.5,3.9,1014.0,1015.8,9.3
188,2016-07-07,26.7,32.3,24.3,5.3,2.2,1013.7,1015.5,8.3
189,2016-07-08,24.8,26.2,22.9,0.0,2.8,1010.5,1012.3,10.0
190,2016-07-09,24.7,30.2,21.8,2.2,1.8,1004.9,1006.7,7.5
191,2016-07-10,26.7,32.6,21.9,8.7,2.1,1003.4,1005.2,8.5
192,2016-07-11,27.0,33.1,23.1,8.4,2.2,1004.5,1006.3,8.3
193,2016-07-12,27.6,31.1,24.1,0.3,3.0,1003.1,1004.9,10.0
194,2016-07-13,26.9,29.9,25.4,0.4,3.3,999.0,1000.8,9.8
195,2016-07-14,26.3,32.5,23.1,6.0,3.3,997.7,999.5,8.3
196,2016-07-15,21.8,23.2,20.8,0.0,3.4,1000.9,1002.7,10.0
197,2016-07-16,25.9,32.0,20.1,7.8,3.3,1002.9,1004.7,10.0
198,2016-07-17,26.4,31.0,23.3,2.6,2.9,1005.2,1007.0,10.0
199,2016-07-18,25.5,30.7,21.5,10.2,2.3,1008.3,1010.1,4.5
200,2016-07-19,24.8,29.2,21.4,7.0,2.3,1010.3,1012.1,7.3
201,2016-07-20,25.0,30.6,20.4,10.4,2.5,1011.3,1013.1,7.8
202,2016-07-21,24.5,30.5,21.2,5.7,2.0,1010.7,1012.5,9.0
203,2016-07-22,24.9,30.5,19.8,11.1,2.2,1009.9,1011.7,8.3
204,2016-07-23,27.1,33.9,21.4,11.2,2.9,1009.2,1011.0,7.0
205,2016-07-24,28.0,33.1,23.2,4.5,3.0,1010.6,1012.4,8.5
206,2016-07-25,26.6,27.5,25.0,0.0,3.5,1010.2,1012.0,10.0
207,2016-07-26,26.1,29.5,24.0,0.3,2.7,1007.4,1009.2,10.0
208,2016-07-27,28.7,34.1,24.6,5.0,2.7,1006.2,1008.0,7.5
209,2016-07-28,30.2,36.2,26.4,10.9,3.9,1007.6,1009.4,4.3
210,2016-07-29,30.0,35.4,26.9,9.1,3.7,1009.5,1011.3,5.3
211,2016-07-30,29.6,35.9,25.4,11.6,2.9,1010.2,1012.0,4.5
212,2016-07-31,28.4,33.1,24.9,9.2,2.4,1009.6,1011.4,4.3
213,2016-08-01,28.3,33.5,24.6,10.5,2.4,1008.2,1010.0,6.3
214,2016-08-02,27.4,32.7,23.8,7.7,2.3,1007.1,1008.9,6.3
215,2016-08-03,27.6,33.3,22.9,11.2,2.4,1007.5,1009.3,7.0
216,2016-08-04,27.6,34.1,23.3,12.3,2.3,1008.3,1010.1,4.0
217,2016-08-05,28.9,36.3,23.1,12.4,2.1,1008.4,1010.2,0.0
218,2016-08-06,29.2,35.5,24.7,9.8,2.3,1007.2,1009.0,5.0
219,2016-08-07,30.1,38.1,24.5,11.4,2.5,1005.8,1007.6,7.0
220,2016-08-08,29.0,34.7,23.9,12.6,2.6,1005.1,1006.9,2.0
221,2016-08-09,27.5,33.2,23.9,7.0,2.4,1006.0,1007.8,6.5
222,2016-08-10,26.2,32.6,22.0,12.2,2.4,1008.6,1010.4,7.5
223,2016-08-11,26.0,32.9,19.5,12.7,2.5,1008.4,1010.2,5.8
224,2016-08-12,27.6,34.7,21.3,12.7,2.4,1006.2,1008.0,0.3
225,2016-08-13,29.7,36.3,25.1,12.3,3.0,1004.6,1006.4,3.5
226,2016-08-14,29.5,37.2,24.6,10.9,2.6,1002.3,1004.1,2.5
227,2016-08-15,28.6,34.7,24.4,6.9,2.5,999.9,1001.7,9.0
228,2016-08-16,27.0,33.6,24.9,2.9,1.8,999.0,1000.8,9.5
229,2016-08-17,26.1,31.1,23.7,2.9,1.5,1001.0,1002.8,9.3
230,2016-08-18,27.0,33.7,21.9,11.2,2.7,1004.5,1006.3,5.3
231,2016-08-19,27.8,33.9,22.9,12.2,2.2,1005.3,1007.1,8.0
232,2016-08-20,26.8,32.4,23.4,1.8,2.5,1003.8,1005.6,8.5
233,2016-08-21,28.6,34.1,24.0,10.1,2.4,1002.8,1004.6,6.0
234,2016-08-22,27.2,31.0,25.2,3.5,2.9,1002.7,1004.5,8.3
235,2016-08-23,26.8,32.6,22.5,10.1,2.7,1005.0,1006.8,3.8
236,2016-08-24,26.4,33.1,20.8,7.7,2.0,1005.4,1007.2,6.8
237,2016-08-25,29.6,36.8,24.1,10.9,3.3,1003.8,1005.6,5.0
238,2016-08-26,27.1,33.4,23.7,0.9,3.5,1003.7,1005.5,9.5
239,2016-08-27,23.3,26.2,20.6,2.2,2.9,1005.6,1007.4,7.8
240,2016-08-28,23.4,28.6,19.2,1.2,1.8,997.5,999.3,10.0
241,2016-08-29,23.1,24.9,21.9,0.0,2.6,990.1,991.9,10.0
242,2016-08-30,23.6,28.6,20.1,4.0,3.0,989.9,991.7,8.0
243,2016-08-31,26.7,30.6,23.6,11.7,5.8,995.1,996.9,3.5
244,2016-09-01,26.4,32.6,21.4,9.2,3.6,1005.6,1007.4,7.3
245,2016-09-02,25.3,32.9,19.4,6.5,2.8,1008.1,1010.0,10.0
246,2016-09-03,27.5,33.3,21.4,6.7,2.3,1008.7,1010.5,7.5
247,2016-09-04,28.2,32.9,24.6,2.0,2.6,1009.5,1011.3,10.0
248,2016-09-05,26.3,28.8,24.4,0.3,2.5,1008.5,1010.3,10.0
249,2016-09-06,26.4,30.9,23.8,5.3,2.4,1007.1,1008.9,8.3
250,2016-09-07,25.8,30.8,22.7,1.2,1.8,1003.2,1005.0,10.0
251,2016-09-08,22.6,25.3,21.3,0.0,2.7,1002.4,1004.2,10.0
252,2016-09-09,22.9,28.1,19.9,8.0,2.0,1008.1,1009.9,4.5
253,2016-09-10,22.6,28.4,18.4,6.1,2.2,1011.5,1013.4,8.5
254,2016-09-11,24.4,30.3,20.4,9.2,2.0,1013.0,1014.9,9.5
255,2016-09-12,22.7,24.9,20.8,0.0,1.6,1013.5,1015.4,10.0
256,2016-09-13,22.1,24.0,20.6,0.0,2.2,1014.7,1016.6,10.0
257,2016-09-14,23.2,27.4,20.6,3.1,1.7,1015.4,1017.3,9.8
258,2016-09-15,22.9,26.5,20.7,0.7,1.5,1014.6,1016.5,10.0
259,2016-09-16,23.6,28.7,19.9,1.2,2.0,1013.4,1015.2,10.0
260,2016-09-17,24.3,27.9,22.0,0.7,2.3,1010.5,1012.3,10.0
261,2016-09-18,24.1,26.4,22.1,0.0,2.5,1006.0,1007.8,10.0
262,2016-09-19,20.9,22.8,18.3,0.0,1.7,1007.9,1009.7,10.0
263,2016-09-20,19.6,20.6,18.6,0.0,3.7,1008.0,1009.9,10.0
264,2016-09-21,20.0,22.1,18.6,0.2,1.7,1016.2,1018.1,10.0
265,2016-09-22,19.9,21.2,19.2,0.0,1.2,1015.1,1017.0,10.0
266,2016-09-23,20.7,24.8,18.5,2.3,1.4,1014.8,1016.6,8.8
267,2016-09-24,21.8,28.3,16.8,10.3,2.2,1014.4,1016.3,7.8
268,2016-09-25,24.1,31.8,19.7,5.7,2.8,1014.9,1016.8,8.0
269,2016-09-26,24.1,27.5,21.5,0.5,2.8,1015.6,1017.4,10.0
270,2016-09-27,27.2,32.8,22.6,8.7,3.3,1014.0,1015.8,8.0
271,2016-09-28,24.2,27.7,23.1,0.0,1.7,1011.4,1013.2,10.0
272,2016-09-29,20.1,23.4,17.2,0.0,2.6,1014.1,1015.9,10.0
273,2016-09-30,19.0,23.1,15.3,0.5,1.6,1014.3,1016.2,10.0
274,2016-10-01,21.1,25.1,18.1,1.0,1.3,1015.7,1017.6,10.0
275,2016-10-02,24.4,30.2,20.5,5.7,2.1,1014.8,1016.7,8.0
276,2016-10-03,26.6,30.1,22.6,1.3,3.5,1009.2,1011.0,10.0
277,2016-10-04,23.1,26.4,19.9,0.0,1.8,1014.3,1016.1,10.0
278,2016-10-05,23.7,29.8,17.7,1.9,5.4,1008.1,1010.0,10.0
279,2016-10-06,21.3,25.2,17.3,5.1,2.8,1017.7,1019.6,5.5
280,2016-10-07,20.1,25.2,14.7,8.7,2.2,1020.1,1022.0,6.8
281,2016-10-08,25.2,29.1,21.7,0.5,3.3,1009.4,1011.2,10.0
282,2016-10-09,19.1,23.0,17.1,0.9,3.8,1011.8,1013.7,9.0
283,2016-10-10,17.2,20.9,14.2,6.0,3.1,1017.3,1019.2,9.3
284,2016-10-11,15.6,20.0,12.2,0.8,1.7,1016.6,1018.5,8.8
285,2016-10-12,16.1,22.8,11.7,5.1,2.8,1018.2,1020.1,9.0
286,2016-10-13,15.1,21.2,11.7,5.2,2.2,1021.1,1023.0,10.0
287,2016-10-14,15.2,23.2,10.0,9.1,2.4,1022.9,1024.9,4.8
288,2016-10-15,16.3,24.5,9.6,10.4,2.3,1024.4,1026.3,4.3
289,2016-10-16,18.1,24.8,11.5,3.4,3.0,1020.1,1022.0,9.3
290,2016-10-17,21.1,27.3,17.2,5.3,2.4,1014.6,1016.5,8.0
291,2016-10-18,20.7,25.8,17.3,3.4,2.0,1016.7,1018.6,9.3
292,2016-10-19,20.1,26.9,15.5,5.8,2.0,1014.5,1016.4,8.5
293,2016-10-20,19.7,24.2,17.6,5.5,3.0,1016.6,1018.5,9.0
294,2016-10-21,16.3,20.2,11.5,1.9,2.5,1019.1,1021.0,10.0
295,2016-10-22,14.7,20.3,10.1,0.0,1.9,1012.6,1014.5,10.0
296,2016-10-23,16.5,20.2,14.0,0.5,3.1,1012.1,1014.0,9.0
297,2016-10-24,14.8,20.6,8.4,10.1,3.3,1016.5,1018.4,3.5
298,2016-10-25,16.5,22.2,6.7,1.1,4.5,1012.5,1014.3,7.5
299,2016-10-26,19.2,23.7,16.5,1.9,2.2,1014.9,1016.8,9.8
300,2016-10-27,16.3,20.3,12.5,7.4,3.3,1021.7,1023.6,7.3
301,2016-10-28,13.6,15.3,12.1,0.0,1.5,1013.1,1015.0,10.0
302,2016-10-29,14.8,17.7,10.9,0.0,4.4,1018.8,1020.7,10.0
303,2016-10-30,12.4,19.8,7.7,8.1,2.3,1024.7,1026.7,6.5
304,2016-10-31,13.3,19.3,8.1,0.3,2.4,1022.2,1024.1,10.0
305,2016-11-01,12.5,15.9,9.7,0.8,3.5,1020.8,1022.7,9.8
306,2016-11-02,12.3,17.4,7.5,4.9,2.4,1020.8,1022.7,5.8
307,2016-11-03,11.7,16.8,8.2,2.8,3.1,1018.2,1020.1,5.8
308,2016-11-04,12.6,19.2,8.6,6.9,2.5,1015.9,1017.8,4.8
309,2016-11-05,13.7,20.5,7.3,9.8,3.6,1012.9,1014.8,2.3
310,2016-11-06,12.2,15.4,7.4,2.3,3.9,1022.2,1024.2,7.3
311,2016-11-07,11.9,18.2,7.2,9.6,2.2,1022.0,1023.9,6.3
312,2016-11-08,13.4,18.4,9.8,0.0,3.3,1016.5,1018.4,10.0
313,2016-11-09,9.1,11.1,6.5,0.0,4.4,1023.0,1025.0,10.0
314,2016-11-10,9.3,13.6,6.0,2.6,2.0,1021.1,1023.1,9.3
315,2016-11-11,12.9,18.6,8.2,5.2,3.3,1015.8,1017.7,8.8
316,2016-11-12,12.6,19.9,7.3,9.3,2.3,1022.2,1024.1,2.5
317,2016-11-13,14.0,21.2,7.9,7.4,2.5,1022.0,1023.9,7.5
318,2016-11-14,15.5,21.2,11.9,1.0,2.7,1015.6,1017.5,10.0
319,2016-11-15,14.7,17.9,11.4,0.0,3.2,1013.5,1015.4,10.0
320,2016-11-16,11.4,15.4,7.3,5.0,2.6,1020.0,1021.9,8.0
