Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_wind_speed
75,2016-03-16,16.1,18.0,14.6,5.9
76,2016-03-17,20.0,23.2,17.8,3.8
77,2016-03-18,20.6,22.4,19.7,5.3
78,2016-03-19,19.8,22.2,16.6,5.1
79,2016-03-20,17.9,22.8,15.6,5.6
80,2016-03-21,17.8,22.6,15.0,5.3
81,2016-03-22,18.4,21.6,16.5,5.8
82,2016-03-23,19.7,22.3,17.7,4.3
83,2016-03-24,15.5,18.8,13.9,8.7
84,2016-03-25,14.3,15.7,13.0,5.4
85,2016-03-26,14.4,18.8,12.4,6.9
86,2016-03-27,12.9,16.2,11.8,6.2
87,2016-03-28,14.2,19.4,11.0,4.4
88,2016-03-29,15.7,19.9,11.2,3.1
89,2016-03-30,18.3,21.3,15.9,2.8
90,2016-03-31,19.9,22.1,18.0,4.8
91,2016-04-01,18.3,23.0,15.5,4.7
92,2016-04-02,18.2,23.3,15.2,3.9
93,2016-04-03,19.4,21.5,16.2,3.3
94,2016-04-04,21.3,23.4,19.7,3.7
95,2016-04-05,22.3,25.3,19.4,3.0
96,2016-04-06,22.3,25.0,21.0,3.5
97,2016-04-07,22.8,24.5,21.8,4.4
98,2016-04-08,23.1,25.4,20.3,3.7
99,2016-04-09,20.8,21.9,20.3,3.1
100,2016-04-10,21.8,25.3,19.0,4.8
101,2016-04-11,18.9,19.9,18.1,8.3
102,2016-04-12,19.4,20.4,17.8,6.5
103,2016-04-13,20.7,23.2,19.8,4.5
104,2016-04-14,20.8,25.2,18.4,4.9
105,2016-04-15,20.3,25.2,17.3,5.5
106,2016-04-16,20.9,22.7,19.1,6.4
107,2016-04-17,21.2,24.9,18.7,5.0
108,2016-04-18,21.6,26.1,18.6,5.4
109,2016-04-19,19.6,23.4,18.0,7.6
110,2016-04-20,20.6,23.4,18.0,6.8
111,2016-04-21,23.0,24.8,21.5,5.1
112,2016-04-22,23.8,26.4,22.8,3.8
113,2016-04-23,23.9,25.4,23.1,4.3
114,2016-04-24,23.1,25.1,20.2,3.5
115,2016-04-25,22.5,25.0,20.5,3.5
116,2016-04-26,23.8,27.4,22.3,2.8
117,2016-04-27,23.7,25.7,21.0,4.3
118,2016-04-28,20.3,24.4,17.5,7.5
119,2016-04-29,19.1,24.4,16.5,5.8
120,2016-04-30,19.3,23.2,15.5,3.0
121,2016-05-01,21.3,24.8,18.8,5.3
122,2016-05-02,22.1,24.6,20.3,7.2
123,2016-05-03,21.8,24.4,17.7,6.8
124,2016-05-04,20.3,25.1,16.4,6.2
125,2016-05-05,22.4,25.4,19.6,7.2
126,2016-05-06,24.4,26.3,22.7,5.0
127,2016-05-07,25.0,27.1,24.1,3.4
128,2016-05-08,25.3,27.5,24.1,3.0
129,2016-05-09,25.4,27.7,24.1,3.7
130,2016-05-10,24.8,27.2,22.1,4.9
131,2016-05-11,20.2,22.4,19.2,5.0
132,2016-05-12,22.1,26.4,19.1,7.0
133,2016-05-13,24.0,29.1,22.0,5.7
134,2016-05-14,24.2,28.3,21.9,4.6
135,2016-05-15,24.8,28.0,22.3,4.9
136,2016-05-16,23.4,28.1,19.7,4.8
137,2016-05-17,19.1,20.5,17.9,8.7
138,2016-05-18,20.4,21.6,18.4,6.9
139,2016-05-19,22.6,23.9,21.5,6.2
140,2016-05-20,24.4,27.8,22.5,3.3
141,2016-05-21,24.4,27.7,22.7,2.1
142,2016-05-22,23.6,25.0,21.9,3.5
143,2016-05-23,24.7,28.9,23.0,3.0
144,2016-05-24,25.3,29.0,23.5,2.5
145,2016-05-25,26.0,28.5,24.0,2.7
146,2016-05-26,26.2,30.3,24.1,3.2
147,2016-05-27,26.7,31.3,23.8,1.6
148,2016-05-28,27.4,31.0,24.9,2.6
149,2016-05-29,27.5,30.2,25.9,3.9
150,2016-05-30,26.2,30.7,23.2,3.3
151,2016-05-31,25.8,31.0,22.8,1.8
152,2016-06-01,27.1,29.3,25.3,3.7
153,2016-06-02,24.1,26.5,23.3,5.7
154,2016-06-03,23.7,25.4,22.4,6.6
155,2016-06-04,27.4,31.1,25.4,3.1
156,2016-06-05,26.0,30.7,23.4,2.1
157,2016-06-06,24.4,30.2,22.3,3.6
158,2016-06-07,25.2,29.2,22.1,2.7
159,2016-06-08,26.1,30.6,23.2,3.2
160,2016-06-09,26.0,29.7,23.1,2.4
161,2016-06-10,25.3,27.6,23.7,3.1
162,2016-06-11,25.9,27.8,23.6,3.3
163,2016-06-12,25.9,26.8,23.7,4.4
164,2016-06-13,26.1,27.9,23.6,5.9
165,2016-06-14,24.9,26.3,23.7,2.4
166,2016-06-15,26.7,28.8,25.1,5.1
167,2016-06-16,27.3,29.6,26.1,6.1
168,2016-06-17,27.3,29.3,26.4,4.2
169,2016-06-18,27.5,30.3,26.0,3.0
170,2016-06-19,27.6,30.1,26.0,3.5
171,2016-06-20,27.3,30.0,25.4,3.1
172,2016-06-21,27.7,30.6,25.4,2.6
173,2016-06-22,27.8,30.3,26.5,3.5
174,2016-06-23,28.1,30.9,26.2,3.2
175,2016-06-24,28.0,30.5,26.4,4.0
176,2016-06-25,27.9,31.0,24.7,3.7
177,2016-06-26,26.3,29.0,24.7,2.6
178,2016-06-27,27.8,30.0,25.2,3.5
179,2016-06-28,28.3,30.5,26.6,3.6
180,2016-06-29,28.2,31.3,26.7,2.8
181,2016-06-30,28.0,30.4,26.3,2.9
182,2016-07-01,28.2,30.9,26.1,4.8
183,2016-07-02,28.7,31.4,27.0,4.2
184,2016-07-03,28.5,31.2,27.0,4.2
185,2016-07-04,28.7,32.0,26.3,4.8
186,2016-07-05,28.1,31.9,24.6,6.3
187,2016-07-06,27.9,31.4,24.8,7.7
188,2016-07-07,26.5,28.3,24.2,8.5
189,2016-07-08,26.9,28.6,25.2,6.9
190,2016-07-09,26.9,29.6,25.0,6.6
191,2016-07-10,27.8,29.6,25.0,5.7
192,2016-07-11,28.0,29.8,26.4,4.9
193,2016-07-12,28.0,30.2,26.8,4.4
194,2016-07-13,27.8,30.1,26.4,4.3
195,2016-07-14,28.1,31.3,26.2,3.9
196,2016-07-15,28.2,31.5,26.7,4.1
197,2016-07-16,28.3,31.0,27.0,4.6
198,2016-07-17,28.1,30.7,26.5,3.2
199,2016-07-18,27.2,31.1,25.7,4.1
200,2016-07-19,27.5,30.5,25.6,3.0
201,2016-07-20,28.6,33.8,25.4,2.3
202,2016-07-21,28.4,33.6,25.6,2.3
203,2016-07-22,28.7,33.6,25.5,3.0
204,2016-07-23,27.9,33.0,25.1,2.7
205,2016-07-24,28.2,33.8,25.4,3.5
206,2016-07-25,27.7,32.9,25.8,3.3
207,2016-07-26,27.6,33.2,25.0,1.3
208,2016-07-27,28.3,34.0,24.6,2.7
209,2016-07-28,28.1,33.7,24.8,2.5
210,2016-07-29,27.4,32.2,24.5,2.1
211,2016-07-30,26.4,30.0,24.5,6.2
212,2016-07-31,27.7,31.3,24.9,2.9
213,2016-08-01,28.4,32.0,25.9,2.5
214,2016-08-02,28.4,32.9,26.3,1.3
215,2016-08-03,28.3,32.2,25.9,1.7
216,2016-08-04,26.7,29.8,25.4,2.6
217,2016-08-05,26.1,28.6,24.1,2.8
218,2016-08-06,27.0,30.7,25.1,6.9
219,2016-08-07,25.0,26.7,23.2,7.6
220,2016-08-08,27.0,29.6,24.9,7.2
221,2016-08-09,27.3,30.6,24.8,5.7
222,2016-08-10,27.1,30.4,25.6,7.2
223,2016-08-11,28.2,31.2,26.2,4.6
224,2016-08-12,28.3,31.7,26.4,4.6
225,2016-08-13,28.2,31.6,26.8,5.6
226,2016-08-14,28.3,32.1,26.2,5.1
227,2016-08-15,27.6,32.0,25.6,3.7
228,2016-08-16,27.7,32.1,24.9,1.9
229,2016-08-17,27.9,30.1,26.3,1.7
230,2016-08-18,28.1,32.0,25.3,3.1
231,2016-08-19,28.5,33.3,25.6,3.5
232,2016-08-20,28.3,33.4,25.9,3.7
233,2016-08-21,28.6,33.5,26.2,3.1
234,2016-08-22,28.4,32.5,25.8,2.4
235,2016-08-23,28.0,32.6,25.5,2.8
236,2016-08-24,29.0,33.7,26.5,6.2
237,2016-08-25,28.3,33.0,25.7,7.7
238,2016-08-26,27.6,31.7,25.6,7.7
239,2016-08-27,28.1,31.6,26.0,7.4
240,2016-08-28,27.4,31.4,25.1,7.2
241,2016-08-29,26.3,30.7,23.8,6.6
242,2016-08-30,25.9,30.7,22.5,3.9
243,2016-08-31,26.6,31.1,22.5,2.5
244,2016-09-01,26.4,29.9,24.7,5.5
245,2016-09-02,27.6,32.9,24.3,3.8
246,2016-09-03,27.3,33.1,25.2,2.8
247,2016-09-04,27.6,31.0,25.2,4.3
248,2016-09-05,26.9,30.4,24.2,4.8
249,2016-09-06,25.4,26.7,23.2,7.9
250,2016-09-07,24.8,26.0,23.4,4.5
251,2016-09-08,25.1,27.0,22.9,3.0
252,2016-09-09,25.4,26.9,24.3,2.4
253,2016-09-10,26.2,29.9,24.2,3.5
254,2016-09-11,26.7,29.9,24.7,2.3
255,2016-09-12,27.0,29.6,24.8,3.5
256,2016-09-13,27.3,30.0,24.5,6.6
257,2016-09-14,27.0,30.2,25.0,6.8
258,2016-09-15,27.0,30.0,25.6,7.1
259,2016-09-16,27.0,30.9,24.9,7.6
260,2016-09-17,27.4,29.8,25.8,7.1
261,2016-09-18,26.9,29.5,25.4,6.0
262,2016-09-19,26.3,28.4,24.7,4.4
263,2016-09-20,25.9,29.6,24.1,5.5
264,2016-09-21,25.4,30.1,23.8,5.5
265,2016-09-22,25.0,29.2,23.4,6.7
266,2016-09-23,25.2,28.5,22.9,6.8
267,2016-09-24,26.0,29.9,23.9,5.3
268,2016-09-25,27.2,30.7,25.0,7.9
269,2016-09-26,26.9,28.7,25.3,12.3
270,2016-09-27,27.1,29.2,23.8,11.0
271,2016-09-28,26.6,29.0,23.9,7.7
272,2016-09-29,26.7,29.2,25.0,5.0
273,2016-09-30,26.9,30.6,24.7,4.0
274,2016-10-01,26.8,30.5,24.2,5.7
275,2016-10-02,26.9,30.2,25.0,8.0
276,2016-10-03,26.4,28.3,25.5,12.8
277,2016-10-04,25.9,26.5,25.3,7.5
278,2016-10-05,26.5,29.5,25.1,3.4
279,2016-10-06,26.5,30.2,24.5,5.9
280,2016-10-07,26.3,29.2,23.6,6.4
281,2016-10-08,26.6,28.6,25.5,5.1
282,2016-10-09,26.3,29.5,23.8,2.7
283,2016-10-10,25.0,27.4,23.9,4.8
284,2016-10-11,25.3,28.7,23.8,2.4
285,2016-10-12,24.8,28.7,23.5,4.6
286,2016-10-13,24.4,26.2,23.9,8.6
287,2016-10-14,24.1,25.4,23.0,9.8
288,2016-10-15,25.5,28.5,24.2,8.5
289,2016-10-16,26.2,29.8,24.0,4.5
290,2016-10-17,26.2,30.0,24.5,4.5
291,2016-10-18,26.3,29.6,24.7,6.7
292,2016-10-19,26.4,29.6,24.6,6.0
293,2016-10-20,26.6,30.1,25.4,5.5
294,2016-10-21,26.6,29.0,24.5,3.8
295,2016-10-22,26.7,28.9,25.5,3.3
296,2016-10-23,26.1,29.0,24.7,3.9
297,2016-10-24,25.0,29.0,23.5,5.5
298,2016-10-25,25.1,29.0,23.2,3.2
299,2016-10-26,25.6,29.3,23.5,2.2
300,2016-10-27,25.4,29.0,23.6,1.3
301,2016-10-28,25.5,29.1,23.4,2.6
302,2016-10-29,24.4,27.0,23.0,7.7
303,2016-10-30,23.0,26.6,21.6,6.2
304,2016-10-31,24.2,29.0,21.6,3.7
305,2016-11-01,22.5,25.8,19.7,9.6
306,2016-11-02,20.0,23.1,18.8,8.1
307,2016-11-03,20.6,23.9,18.8,9.6
308,2016-11-04,20.7,24.6,17.9,7.0
309,2016-11-05,22.2,26.5,20.2,3.4
310,2016-11-06,22.0,26.0,19.8,5.0
311,2016-11-07,21.7,25.7,19.3,4.7
312,2016-11-08,21.9,26.7,19.4,2.6
313,2016-11-09,20.1,21.5,18.8,9.2
314,2016-11-10,21.3,25.8,19.5,6.0
315,2016-11-11,20.3,23.4,18.7,6.5
316,2016-11-12,21.1,26.0,18.1,4.8
317,2016-11-13,22.7,26.8,19.4,4.3
318,2016-11-14,24.2,27.2,21.4,2.9
319,2016-11-15,22.8,26.3,21.2,5.0
320,2016-11-16,21.6,26.3,19.3,4.2
321,2016-11-17,21.5,26.2,18.8,3.3
322,2016-11-18,23.5,26.9,20.3,3.2
323,2016-11-19,24.1,26.2,22.7,2.5
324,2016-11-20,23.5,26.2,22.0,3.6
325,2016-11-21,22.7,26.6,20.4,2.9
326,2016-11-22,22.3,26.3,20.1,4.9
327,2016-11-23,20.4,22.0,17.7,6.6
328,2016-11-24,17.5,19.6,16.7,9.0
329,2016-11-25,18.2,21.6,16.5,6.2
330,2016-11-26,21.0,24.2,17.4,5.2
331,2016-11-27,19.8,23.7,16.9,7.2
332,2016-11-28,17.9,19.4,17.3,8.3
333,2016-11-29,18.1,21.8,16.6,6.4
334,2016-11-30,21.0,24.4,18.5,5.6
335,2016-12-01,19.6,21.4,18.0,5.1
336,2016-12-02,19.6,22.8,18.7,8.8
337,2016-12-03,20.5,22.9,18.7,6.6
338,2016-12-04,22.8,26.1,20.3,3.7
339,2016-12-05,21.3,24.3,19.9,4.4
340,2016-12-06,18.7,20.3,17.1,7.4
341,2016-12-07,17.6,21.5,16.4,4.9
342,2016-12-08,18.7,22.4,16.1,4.7
343,2016-12-09,19.6,23.4,17.8,5.7
344,2016-12-10,18.8,22.9,16.9,5.7
345,2016-12-11,18.5,22.5,15.9,7.0
346,2016-12-12,20.1,23.9,17.9,6.2
347,2016-12-13,20.9,24.2,18.5,5.4
348,2016-12-14,17.4,19.7,14.5,9.1
349,2016-12-15,14.8,17.7,13.6,7.9
350,2016-12-16,14.1,17.1,12.7,8.2
351,2016-12-17,15.7,19.2,13.0,6.7
352,2016-12-18,18.9,22.3,16.2,6.8
353,2016-12-19,21.0,24.2,18.8,5.6
354,2016-12-20,21.5,24.4,20.0,6.6
355,2016-12-21,21.9,24.3,20.3,8.7
356,2016-12-22,21.1,24.7,17.2,6.5
357,2016-12-23,16.6,18.5,14.8,9.5
358,2016-12-24,16.8,20.3,14.1,6.1
359,2016-12-25,18.6,21.8,15.9,6.3
360,2016-12-26,20.4,24.8,18.6,5.2
361,2016-12-27,17.4,22.0,14.1,8.1
362,2016-12-28,15.0,18.0,13.9,7.1
363,2016-12-29,15.8,18.8,14.4,7.2
364,2016-12-30,16.1,19.7,14.1,6.5
365,2016-12-31,17.6,21.4,15.2,5.6
366,2017-01-01,18.5,22.1,16.8,6.9
367,2017-01-02,19.8,22.9,17.1,3.5
368,2017-01-03,19.7,22.7,18.7,4.5
369,2017-01-04,19.8,21.5,18.8,3.6
370,2017-01-05,19.2,21.3,17.7,3.6
371,2017-01-06,20.1,23.8,18.2,4.5
372,2017-01-07,20.3,25.0,17.7,2.3
373,2017-01-08,19.2,22.0,17.4,5.5
374,2017-01-09,16.8,19.0,15.0,7.2
375,2017-01-10,16.1,18.2,15.3,5.0
376,2017-01-11,16.0,18.8,14.7,5.2
377,2017-01-12,17.1,18.9,15.2,4.2
378,2017-01-13,14.6,17.1,13.8,7.1
379,2017-01-14,14.0,16.3,13.1,7.9
380,2017-01-15,13.5,16.4,11.9,7.2
381,2017-01-16,13.5,17.6,11.8,6.1
382,2017-01-17,15.4,19.4,12.4,5.3
383,2017-01-18,18.4,21.0,16.0,5.7
384,2017-01-19,18.7,22.6,16.7,4.1
385,2017-01-20,14.2,16.9,11.5,8.8
386,2017-01-21,13.5,18.4,11.6,4.5
387,2017-01-22,13.3,16.9,11.7,7.2
388,2017-01-23,12.4,15.6,11.2,7.4
389,2017-01-24,13.2,16.5,11.0,5.1
390,2017-01-25,14.3,18.3,12.0,5.5
391,2017-01-26,14.9,19.2,11.7,6.0
392,2017-01-27,16.6,20.6,13.2,4.5
393,2017-01-28,18.5,22.6,15.6,5.4
394,2017-01-29,19.4,21.8,17.3,4.6
395,2017-01-30,17.9,23.0,14.3,6.1
396,2017-01-31,15.1,17.9,13.6,5.8
397,2017-02-01,16.4,20.8,14.2,6.3
398,2017-02-02,14.8,18.1,13.8,6.7
399,2017-02-03,15.5,19.4,13.3,4.6
400,2017-02-04,17.0,20.6,14.5,4.2
401,2017-02-05,18.4,22.2,15.6,4.4
402,2017-02-06,15.3,17.6,13.8,7.8
403,2017-02-07,15.2,19.0,13.9,5.3
404,2017-02-08,15.7,17.2,14.0,2.9
405,2017-02-09,12.2,17.1,9.4,9.4
406,2017-02-10,10.4,13.9,9.1,9.6
407,2017-02-11,10.8,13.3,9.0,9.2
408,2017-02-12,11.8,15.5,9.1,7.3
409,2017-02-13,13.0,18.2,10.9,5.3
410,2017-02-14,13.7,19.2,10.7,5.0
411,2017-02-15,14.6,19.4,11.0,3.2
412,2017-02-16,16.7,20.6,12.0,3.5
413,2017-02-17,19.3,22.7,17.8,4.1
414,2017-02-18,17.5,21.5,14.6,5.5
415,2017-02-19,15.9,19.6,12.1,5.9
416,2017-02-20,18.9,21.1,17.2,4.4
417,2017-02-21,17.2,20.2,15.6,8.1
418,2017-02-22,19.3,21.5,17.0,6.5
419,2017-02-23,16.0,20.6,12.5,8.0
420,2017-02-24,13.2,14.7,11.7,6.2
421,2017-02-25,14.1,17.6,12.6,5.0
422,2017-02-26,14.0,15.2,13.1,9.3
423,2017-02-27,15.1,20.1,12.6,6.1
424,2017-02-28,14.4,17.8,12.2,3.9
425,2017-03-01,15.3,17.1,14.0,4.4
426,2017-03-02,13.8,17.1,11.0,8.9
427,2017-03-03,13.5,19.0,10.4,3.3
428,2017-03-04,15.7,20.7,12.1,2.9
429,2017-03-05,18.8,21.5,15.5,4.6
430,2017-03-06,16.6,19.6,13.7,7.0
431,2017-03-07,14.2,17.6,12.8,6.2
432,2017-03-08,13.9,17.7,12.3,5.8
433,2017-03-09,13.1,16.8,11.5,5.2
434,2017-03-10,12.9,15.0,10.1,5.4
435,2017-03-11,14.0,15.5,11.8,8.1
436,2017-03-12,18.0,21.8,15.2,6.4
437,2017-03-13,19.3,20.6,18.1,4.8
438,2017-03-14,15.9,18.5,14.2,8.0
439,2017-03-15,14.5,17.9,12.4,7.2
440,2017-03-16,15.1,18.0,13.0,3.4
441,2017-03-17,16.6,19.2,14.5,2.7
442,2017-03-18,19.4,21.6,16.8,4.4
443,2017-03-19,18.4,19.5,17.7,2.4
444,2017-03-20,20.1,22.5,19.0,3.8
445,2017-03-21,16.8,20.0,14.1,8.0
446,2017-03-22,16.5,20.6,13.3,4.8
447,2017-03-23,18.8,22.1,17.3,6.6
448,2017-03-24,18.3,23.6,16.5,5.1
449,2017-03-25,17.1,20.3,15.3,5.4
450,2017-03-26,14.7,17.1,13.1,7.9
451,2017-03-27,15.4,20.2,13.0,7.5
452,2017-03-28,15.4,20.2,11.2,5.0
453,2017-03-29,18.0,21.3,14.6,3.9
454,2017-03-30,19.8,22.4,17.9,3.3
455,2017-03-31,19.6,23.0,15.5,5.9
456,2017-04-01,14.2,15.7,12.3,8.1
457,2017-04-02,14.5,18.0,11.6,8.2
458,2017-04-03,16.6,21.7,13.2,4.9
459,2017-04-04,17.2,21.4,13.6,5.3
460,2017-04-05,19.6,22.8,17.3,7.2
461,2017-04-06,20.4,23.2,18.9,6.8
462,2017-04-07,20.9,23.1,19.9,4.2
463,2017-04-08,21.8,25.4,20.2,3.7
464,2017-04-09,21.7,24.3,20.5,3.1
465,2017-04-10,22.1,23.2,21.4,5.2
466,2017-04-11,20.5,22.9,17.5,5.3
467,2017-04-12,16.7,18.5,14.6,5.8
468,2017-04-13,18.4,23.2,16.0,5.7
469,2017-04-14,20.0,23.3,17.5,4.8
470,2017-04-15,20.8,22.5,19.5,5.1
471,2017-04-16,21.5,24.3,20.3,3.6
472,2017-04-17,22.2,23.2,21.0,4.7
473,2017-04-18,21.1,22.9,19.5,3.5
474,2017-04-19,21.2,25.0,19.7,4.8
475,2017-04-20,21.7,24.4,19.7,5.0
476,2017-04-21,22.9,26.5,20.5,2.9
477,2017-04-22,17.7,20.6,16.4,6.6
478,2017-04-23,19.6,24.4,16.7,5.5
479,2017-04-24,20.5,24.3,16.8,5.2
480,2017-04-25,21.4,24.1,20.0,7.3
481,2017-04-26,21.8,23.3,20.6,5.6
482,2017-04-27,18.4,23.3,15.1,6.8
483,2017-04-28,17.5,22.4,15.3,5.8
484,2017-04-29,18.3,24.1,14.3,2.6
485,2017-04-30,19.1,23.2,15.4,2.5
486,2017-05-01,19.9,24.6,16.6,4.5
487,2017-05-02,19.8,21.4,18.7,7.3
488,2017-05-03,21.5,23.6,20.5,4.5
489,2017-05-04,23.6,27.6,20.7,2.0
490,2017-05-05,24.2,26.9,23.1,2.6
491,2017-05-06,23.3,25.0,21.6,2.0
492,2017-05-07,21.1,23.7,19.2,5.1
493,2017-05-08,22.1,25.9,18.8,4.1
494,2017-05-09,24.4,26.8,22.3,4.6
495,2017-05-10,22.2,26.7,19.0,4.9
496,2017-05-11,23.5,26.1,20.4,4.8
497,2017-05-12,24.7,26.8,23.1,4.6
498,2017-05-13,23.3,24.9,20.9,3.4
499,2017-05-14,23.6,27.5,21.0,2.5
500,2017-05-15,23.9,28.0,21.4,3.2
501,2017-05-16,20.4,23.8,17.5,6.5
502,2017-05-17,18.8,20.1,18.0,5.8
503,2017-05-18,20.1,24.5,17.9,6.3
504,2017-05-19,21.2,25.5,17.5,6.0
505,2017-05-20,21.5,24.3,20.6,7.1
506,2017-05-21,22.9,26.0,21.4,7.7
507,2017-05-22,22.3,25.6,21.2,7.5
508,2017-05-23,23.3,27.6,21.5,5.2
509,2017-05-24,23.6,26.2,21.5,3.8
510,2017-05-25,23.4,26.6,21.8,5.0
511,2017-05-26,22.8,26.3,20.7,4.6
512,2017-05-27,22.2,27.1,20.1,3.7
513,2017-05-28,19.0,20.9,16.5,6.1
514,2017-05-29,21.9,25.5,19.0,8.0
515,2017-05-30,22.8,26.6,20.9,4.2
516,2017-05-31,22.1,24.1,20.8,2.6
