Unnamed: 0,calendar_date,avg_wind_speed
112,2016-04-22,1.7
113,2016-04-23,2.1
114,2016-04-24,1.3
115,2016-04-25,1.5
116,2016-04-26,1.7
117,2016-04-27,2.2
118,2016-04-28,5.7
119,2016-04-29,2.6
120,2016-04-30,1.6
121,2016-05-01,2.1
122,2016-05-02,4.5
123,2016-05-03,5.0
124,2016-05-04,1.5
125,2016-05-05,2.8
126,2016-05-06,3.6
127,2016-05-07,2.1
128,2016-05-08,1.8
129,2016-05-09,2.6
130,2016-05-10,3.8
131,2016-05-11,2.2
132,2016-05-12,1.9
133,2016-05-13,2.5
134,2016-05-14,2.5
135,2016-05-15,3.5
136,2016-05-16,3.5
137,2016-05-17,1.6
138,2016-05-18,2.6
139,2016-05-19,3.5
140,2016-05-20,3.7
141,2016-05-21,2.6
142,2016-05-22,1.9
143,2016-05-23,2.9
144,2016-05-24,3.3
145,2016-05-25,1.4
146,2016-05-26,1.3
147,2016-05-27,1.8
148,2016-05-28,2.3
149,2016-05-29,3.4
150,2016-05-30,3.3
151,2016-05-31,1.9
152,2016-06-01,2.0
153,2016-06-02,2.6
154,2016-06-03,3.5
155,2016-06-04,2.7
156,2016-06-05,3.4
157,2016-06-06,1.3
158,2016-06-07,1.3
159,2016-06-08,1.5
160,2016-06-09,1.8
161,2016-06-10,2.3
162,2016-06-11,1.6
163,2016-06-12,3.1
164,2016-06-13,3.4
165,2016-06-14,1.5
166,2016-06-15,2.0
167,2016-06-16,3.3
168,2016-06-17,1.9
169,2016-06-18,2.0
170,2016-06-19,2.6
171,2016-06-20,2.4
172,2016-06-21,1.4
173,2016-06-22,2.3
174,2016-06-23,1.6
175,2016-06-24,1.6
176,2016-06-25,2.0
177,2016-06-26,1.8
178,2016-06-27,1.7
179,2016-06-28,2.4
180,2016-06-29,1.9
181,2016-06-30,1.4
182,2016-07-01,2.7
183,2016-07-02,2.8
184,2016-07-03,2.4
185,2016-07-04,3.0
186,2016-07-05,3.0
187,2016-07-06,3.0
188,2016-07-07,4.5
189,2016-07-08,5.3
190,2016-07-09,3.8
191,2016-07-10,4.3
192,2016-07-11,3.6
193,2016-07-12,3.6
194,2016-07-13,2.6
195,2016-07-14,3.4
196,2016-07-15,3.5
197,2016-07-16,2.2
198,2016-07-17,1.3
199,2016-07-18,2.2
200,2016-07-19,2.9
201,2016-07-20,2.5
202,2016-07-21,2.7
203,2016-07-22,1.9
204,2016-07-23,1.5
205,2016-07-24,1.5
206,2016-07-25,2.4
207,2016-07-26,2.1
208,2016-07-27,2.0
209,2016-07-28,1.3
210,2016-07-29,2.1
211,2016-07-30,3.0
212,2016-07-31,2.5
213,2016-08-01,2.1
214,2016-08-02,1.2
215,2016-08-03,1.3
216,2016-08-04,0.9
217,2016-08-05,2.3
218,2016-08-06,2.5
219,2016-08-07,2.7
220,2016-08-08,3.7
221,2016-08-09,3.2
222,2016-08-10,3.0
223,2016-08-11,2.6
224,2016-08-12,2.2
225,2016-08-13,2.0
226,2016-08-14,1.8
227,2016-08-15,1.1
228,2016-08-16,1.7
229,2016-08-17,1.9
230,2016-08-18,1.3
231,2016-08-19,1.1
232,2016-08-20,1.2
233,2016-08-21,1.5
234,2016-08-22,2.0
235,2016-08-23,1.5
236,2016-08-24,2.1
237,2016-08-25,3.4
238,2016-08-26,2.7
239,2016-08-27,2.0
240,2016-08-28,3.4
241,2016-08-29,4.8
242,2016-08-30,4.4
243,2016-08-31,3.6
244,2016-09-01,2.5
245,2016-09-02,2.2
246,2016-09-03,2.1
247,2016-09-04,1.8
248,2016-09-05,1.9
249,2016-09-06,3.8
250,2016-09-07,3.4
251,2016-09-08,1.4
252,2016-09-09,1.3
253,2016-09-10,2.5
254,2016-09-11,1.5
255,2016-09-12,3.0
256,2016-09-13,3.1
257,2016-09-14,3.0
258,2016-09-15,2.5
259,2016-09-16,4.1
260,2016-09-17,4.9
261,2016-09-18,4.3
262,2016-09-19,6.1
263,2016-09-20,3.5
264,2016-09-21,1.7
265,2016-09-22,1.3
266,2016-09-23,1.6
267,2016-09-24,2.2
268,2016-09-25,2.8
269,2016-09-26,4.5
270,2016-09-27,4.3
271,2016-09-28,4.3
272,2016-09-29,2.2
273,2016-09-30,1.7
274,2016-10-01,1.9
275,2016-10-02,2.7
276,2016-10-03,4.6
277,2016-10-04,8.1
278,2016-10-05,1.9
279,2016-10-06,1.5
280,2016-10-07,2.5
281,2016-10-08,3.6
282,2016-10-09,2.1
283,2016-10-10,1.5
284,2016-10-11,2.5
285,2016-10-12,2.3
286,2016-10-13,3.1
287,2016-10-14,4.5
288,2016-10-15,3.8
289,2016-10-16,2.5
290,2016-10-17,1.3
291,2016-10-18,1.5
292,2016-10-19,1.3
293,2016-10-20,1.3
294,2016-10-21,1.3
295,2016-10-22,1.8
296,2016-10-23,2.9
297,2016-10-24,2.3
298,2016-10-25,1.8
299,2016-10-26,1.0
300,2016-10-27,1.3
301,2016-10-28,1.9
302,2016-10-29,2.6
303,2016-10-30,2.2
304,2016-10-31,2.0
305,2016-11-01,3.1
306,2016-11-02,3.3
307,2016-11-03,2.8
308,2016-11-04,1.6
309,2016-11-05,2.0
310,2016-11-06,1.9
311,2016-11-07,1.7
312,2016-11-08,1.8
313,2016-11-09,3.0
314,2016-11-10,1.8
315,2016-11-11,2.0
316,2016-11-12,1.6
317,2016-11-13,1.9
318,2016-11-14,2.3
319,2016-11-15,2.9
320,2016-11-16,2.0
321,2016-11-17,1.6
322,2016-11-18,2.1
323,2016-11-19,1.5
324,2016-11-20,1.3
325,2016-11-21,1.3
326,2016-11-22,2.0
327,2016-11-23,2.4
328,2016-11-24,2.4
329,2016-11-25,1.7
330,2016-11-26,1.8
331,2016-11-27,3.5
332,2016-11-28,3.1
333,2016-11-29,1.5
334,2016-11-30,1.9
335,2016-12-01,1.7
336,2016-12-02,2.2
337,2016-12-03,1.7
338,2016-12-04,1.1
339,2016-12-05,1.1
340,2016-12-06,2.4
341,2016-12-07,1.3
342,2016-12-08,1.8
343,2016-12-09,1.4
344,2016-12-10,1.2
345,2016-12-11,1.6
346,2016-12-12,3.3
347,2016-12-13,2.8
348,2016-12-14,3.6
349,2016-12-15,3.3
350,2016-12-16,2.7
351,2016-12-17,1.5
352,2016-12-18,2.6
353,2016-12-19,2.6
354,2016-12-20,2.2
355,2016-12-21,4.0
356,2016-12-22,4.5
357,2016-12-23,3.5
358,2016-12-24,1.8
359,2016-12-25,2.3
360,2016-12-26,2.4
361,2016-12-27,2.9
362,2016-12-28,1.9
363,2016-12-29,3.3
364,2016-12-30,1.7
365,2016-12-31,2.2
366,2017-01-01,1.3
367,2017-01-02,1.0
368,2017-01-03,1.7
369,2017-01-04,1.5
370,2017-01-05,1.4
371,2017-01-06,3.7
372,2017-01-07,3.7
373,2017-01-08,5.7
374,2017-01-09,3.6
375,2017-01-10,1.7
376,2017-01-11,1.8
377,2017-01-12,1.9
378,2017-01-13,1.8
379,2017-01-14,2.8
380,2017-01-15,2.3
381,2017-01-16,1.8
382,2017-01-17,1.8
383,2017-01-18,1.3
384,2017-01-19,1.2
385,2017-01-20,4.7
386,2017-01-21,1.6
387,2017-01-22,3.9
388,2017-01-23,3.5
389,2017-01-24,2.2
390,2017-01-25,1.7
391,2017-01-26,1.9
392,2017-01-27,1.4
393,2017-01-28,1.7
394,2017-01-29,2.4
395,2017-01-30,2.2
396,2017-01-31,1.6
397,2017-02-01,2.0
398,2017-02-02,1.8
399,2017-02-03,1.7
400,2017-02-04,1.7
401,2017-02-05,2.9
402,2017-02-06,2.7
403,2017-02-07,2.1
404,2017-02-08,1.3
405,2017-02-09,4.7
406,2017-02-10,6.4
407,2017-02-11,3.7
408,2017-02-12,2.3
409,2017-02-13,1.7
410,2017-02-14,1.6
411,2017-02-15,1.8
412,2017-02-16,1.3
413,2017-02-17,1.9
414,2017-02-18,2.1
415,2017-02-19,2.4
416,2017-02-20,3.1
417,2017-02-21,3.0
418,2017-02-22,4.7
419,2017-02-23,3.7
420,2017-02-24,1.8
421,2017-02-25,1.5
422,2017-02-26,2.7
423,2017-02-27,2.1
424,2017-02-28,1.4
425,2017-03-01,1.7
426,2017-03-02,5.5
427,2017-03-03,1.6
428,2017-03-04,1.1
429,2017-03-05,2.6
430,2017-03-06,2.5
431,2017-03-07,2.4
432,2017-03-08,4.1
433,2017-03-09,4.2
434,2017-03-10,1.1
435,2017-03-11,1.2
436,2017-03-12,3.1
437,2017-03-13,3.7
438,2017-03-14,3.3
439,2017-03-15,2.3
440,2017-03-16,1.1
441,2017-03-17,1.9
442,2017-03-18,2.4
443,2017-03-19,1.6
444,2017-03-20,3.1
445,2017-03-21,5.6
446,2017-03-22,1.5
447,2017-03-23,1.6
448,2017-03-24,1.9
449,2017-03-25,1.8
450,2017-03-26,3.9
451,2017-03-27,4.3
452,2017-03-28,2.3
453,2017-03-29,1.4
454,2017-03-30,1.6
455,2017-03-31,3.2
456,2017-04-01,3.2
457,2017-04-02,4.7
458,2017-04-03,1.6
459,2017-04-04,2.4
460,2017-04-05,4.7
461,2017-04-06,5.0
462,2017-04-07,3.0
463,2017-04-08,2.4
464,2017-04-09,1.6
465,2017-04-10,4.9
466,2017-04-11,4.1
467,2017-04-12,2.4
468,2017-04-13,2.5
469,2017-04-14,2.7
470,2017-04-15,2.7
471,2017-04-16,2.3
472,2017-04-17,2.6
473,2017-04-18,2.5
474,2017-04-19,2.1
475,2017-04-20,2.2
476,2017-04-21,3.2
477,2017-04-22,1.3
478,2017-04-23,1.3
479,2017-04-24,2.7
480,2017-04-25,4.9
481,2017-04-26,4.6
482,2017-04-27,2.6
483,2017-04-28,2.1
484,2017-04-29,2.3
485,2017-04-30,1.2
486,2017-05-01,1.1
487,2017-05-02,2.8
488,2017-05-03,4.5
489,2017-05-04,2.2
490,2017-05-05,1.4
491,2017-05-06,1.4
492,2017-05-07,1.4
493,2017-05-08,2.1
494,2017-05-09,3.1
495,2017-05-10,2.6
496,2017-05-11,1.5
497,2017-05-12,3.3
498,2017-05-13,1.9
499,2017-05-14,1.5
500,2017-05-15,1.9
501,2017-05-16,1.9
502,2017-05-17,1.6
503,2017-05-18,1.3
504,2017-05-19,1.6
505,2017-05-20,2.7
506,2017-05-21,3.8
507,2017-05-22,3.6
508,2017-05-23,2.5
509,2017-05-24,2.8
510,2017-05-25,3.0
511,2017-05-26,2.6
512,2017-05-27,1.2
513,2017-05-28,1.3
514,2017-05-29,2.4
515,2017-05-30,1.9
516,2017-05-31,1.6
